"Time","smpm.is[1]","smpm.is[2]","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","inertiaLoad.phi","inertiaLoad.w"
0,-0,0,-0.50552762,-0,0,157.07964
1.8514624e-15,1.3439968e-22,-2.0000006e-10,-0.50552762,-4.9394557e-21,2.9082701e-13,157.07964
1.8514624e-15,1.3439968e-22,-2.0000006e-10,-0.50552762,-4.9394557e-21,2.9082701e-13,157.07964
7.4968183e-12,-1.2862274e-13,-8.0982653e-07,-0.50552762,-4.3034131e-16,1.1775975e-09,157.07964
7.4968183e-12,-1.2862274e-13,-8.0982653e-07,-0.50552762,-4.3034131e-16,1.1775975e-09,157.07964
8.4018093e-06,0.00011166486,-0.90545636,-0.50552601,-3.2121534e-06,0.0013197531,157.07962
8.4018093e-06,0.00011166486,-0.90545636,-0.50552601,-3.2121534e-06,0.0013197531,157.07962
4.9999999e-05,0.005536546,-5.3351479,-0.5054723,-0.00010075371,0.0078539746,157.07922
9.9999997e-05,0.024220482,-10.54231,-0.50530899,-0.00039733795,0.015707906,157.07803
0.00015000001,0.057741057,-15.623539,-0.50503993,-0.0008859777,0.023561761,157.07605
0.00019999999,0.10797119,-20.581503,-0.50466758,-0.0015621348,0.0314155,157.07333
0.00025000001,0.17680721,-25.418962,-0.50419444,-0.0024211486,0.039269082,157.06987
0.00030000001,0.26606527,-30.138561,-0.50362295,-0.0034584771,0.047122475,157.0657
0.00034999999,0.37746912,-34.742802,-0.50295556,-0.0046697264,0.05497564,157.06085
0.00039999999,0.51267743,-39.234093,-0.50219452,-0.0060505881,0.062828548,157.05534
0.00044999999,0.67327452,-43.614738,-0.50134218,-0.0075968616,0.070681162,157.04918
0.00050000002,0.86077648,-47.886955,-0.50040072,-0.0093044387,0.078533456,157.04239
0.00055,1.0766507,-52.052898,-0.49937224,-0.01116926,0.086385392,157.03499
0.00060000003,1.3223008,-56.114643,-0.49825898,-0.013187352,0.094236948,157.02702
0.00065,1.5990722,-60.074188,-0.49706295,-0.015354811,0.10208809,157.01849
0.00069999998,1.9082527,-63.933464,-0.49578625,-0.017667806,0.10993879,157.00941
0.00075000001,2.2510741,-67.694328,-0.49443087,-0.020122573,0.11778902,156.99983
0.00079999998,2.6287103,-71.358566,-0.49299878,-0.022715421,0.12563875,156.98975
0.00085000001,3.0422838,-74.927917,-0.49149188,-0.025442719,0.13348798,156.97917
0.00089999998,3.4928627,-78.40403,-0.48991209,-0.028300902,0.14133666,156.96815
0.00095000002,3.9814579,-81.788506,-0.48826125,-0.031286471,0.14918479,156.95671
0.001,4.5090451,-85.082909,-0.48654118,-0.034395963,0.15703233,156.94482
0.00105,5.0765343,-88.288712,-0.4847537,-0.037625995,0.16487926,156.93256
0.0011,5.6847901,-91.407341,-0.48290053,-0.040973242,0.17272559,156.91991
0.00115,6.3346453,-94.440216,-0.48098341,-0.044434395,0.18057126,156.90691
0.0012000001,7.026866,-97.388649,-0.47900406,-0.048006233,0.18841627,156.89355
0.00125,7.7621841,-100.25394,-0.47696412,-0.051685572,0.1962606,156.87988
0.0013,8.5412922,-103.03734,-0.47486526,-0.055469256,0.20410424,156.86589
0.00135,9.3648262,-105.74004,-0.47270906,-0.059354208,0.21194719,156.85162
0.0014,10.233393,-108.36321,-0.47049713,-0.063337363,0.2197894,156.83708
0.00145,11.147551,-110.90798,-0.46823105,-0.067415722,0.22763088,156.82228
0.0015,12.107816,-113.37542,-0.46591237,-0.071586326,0.23547164,156.80724
0.00155,13.114672,-115.76658,-0.46354255,-0.07584624,0.24331161,156.79198
0.0016,14.168558,-118.08247,-0.46112317,-0.080192573,0.25115082,156.77649
0.00165,15.269877,-120.32408,-0.45865563,-0.084622487,0.25898924,156.76082
0.0017,16.418997,-122.49236,-0.45614141,-0.089133166,0.2668269,156.74496
0.0017500001,17.616247,-124.5882,-0.45358196,-0.093721829,0.27466375,156.72893
0.0018,18.861925,-126.61251,-0.4509787,-0.098385729,0.28249979,156.71274
0.00185,20.156286,-128.56615,-0.448333,-0.10312216,0.29033503,156.69641
0.0019,21.499557,-130.44995,-0.44564626,-0.10792843,0.29816943,156.67995
0.0019499999,22.891933,-132.26472,-0.44291982,-0.11280191,0.306003,156.66336
0.0020000001,24.333572,-134.01125,-0.44015503,-0.11773998,0.31383577,156.64665
0.00205,25.8246,-135.69028,-0.43735325,-0.12274004,0.32166767,156.62985
0.0020999999,27.365116,-137.30255,-0.43451574,-0.12779954,0.32949874,156.61295
0.0021500001,28.955179,-138.84879,-0.43164381,-0.13291596,0.33732897,156.59596
0.0022,30.594831,-140.3297,-0.42873874,-0.13808678,0.34515834,156.57889
0.0022499999,32.284073,-141.74594,-0.42580184,-0.14330953,0.35298687,156.56175
0.0023000001,34.022881,-143.09818,-0.42283428,-0.14858177,0.36081451,156.54456
0.00235,35.811207,-144.38705,-0.41983736,-0.15390106,0.36864132,156.5273
0.0024000001,37.648968,-145.61322,-0.41681227,-0.15926501,0.37646726,156.50999
0.00245,39.53606,-146.77725,-0.41376024,-0.16467123,0.3842923,156.49265
0.0024999999,41.472347,-147.87976,-0.41068247,-0.17011739,0.39211652,156.47525
0.0025500001,43.457668,-148.92134,-0.40758011,-0.17560114,0.39993984,156.45781
0.0026,45.491844,-149.90254,-0.40445438,-0.18112017,0.40776229,156.44034
0.0026499999,47.574665,-150.82396,-0.40130639,-0.18667221,0.41558388,156.42284
0.0027000001,49.705894,-151.68611,-0.39813736,-0.19225499,0.42340457,156.40529
0.00275,51.885273,-152.48953,-0.39494836,-0.19786625,0.43122441,156.38773
0.0027999999,54.112518,-153.23477,-0.39174056,-0.20350379,0.43904334,156.37013
0.00285,56.387329,-153.92233,-0.38851506,-0.20916539,0.44686142,156.35251
0.0029,58.709381,-154.55275,-0.38527298,-0.21484888,0.4546786,156.33485
0.0029500001,61.07832,-155.12651,-0.38201544,-0.22055207,0.46249491,156.31718
0.003,63.493778,-155.64412,-0.37874347,-0.22627285,0.4703103,156.29947
0.0030499999,65.955353,-156.10603,-0.37545818,-0.23200908,0.47812486,156.28172
0.0031000001,68.462639,-156.51277,-0.37216064,-0.23775867,0.48593849,156.26395
0.00315,71.015205,-156.86478,-0.3688519,-0.2435195,0.49375123,156.24612
0.0031999999,73.612595,-157.16257,-0.36553299,-0.24928954,0.50156307,156.22826
0.0032500001,76.254326,-157.40657,-0.362205,-0.25506672,0.50937408,156.21036
0.0033,78.939919,-157.59724,-0.3588689,-0.26084903,0.51718414,156.1924
0.0033499999,81.668854,-157.73508,-0.35552576,-0.26663443,0.5249933,156.17438
0.0034,84.440605,-157.82051,-0.35217658,-0.27242094,0.53280157,156.15631
0.00345,87.254616,-157.85399,-0.34882236,-0.27820656,0.54060894,156.13817
0.0035000001,90.110336,-157.83597,-0.34546405,-0.2839894,0.54841536,156.11995
