"time","inductor.inductor[2].i","inductor.inductor[3].i","inductor.inductor[4].i","inductor.inductor[5].i","inductor.inductor[6].i","fundamentalWaveCurrent[1].mean1.y","fundamentalWaveCurrent[1].mean2.y","fundamentalWaveCurrent[2].mean1.y","fundamentalWaveCurrent[2].mean2.y","fundamentalWaveCurrent[3].mean1.y","fundamentalWaveCurrent[3].mean2.y","fundamentalWaveCurrent[4].mean1.y","fundamentalWaveCurrent[4].mean2.y","fundamentalWaveCurrent[5].mean1.y","fundamentalWaveCurrent[5].mean2.y","fundamentalWaveCurrent[6].mean1.y","fundamentalWaveCurrent[6].mean2.y","fundamentalWaveVoltage[1].mean1.y","fundamentalWaveVoltage[1].mean2.y","fundamentalWaveVoltage[2].mean1.y","fundamentalWaveVoltage[2].mean2.y","fundamentalWaveVoltage[3].mean1.y","fundamentalWaveVoltage[3].mean2.y","fundamentalWaveVoltage[4].mean1.y","fundamentalWaveVoltage[4].mean2.y","fundamentalWaveVoltage[5].mean1.y","fundamentalWaveVoltage[5].mean2.y","fundamentalWaveVoltage[6].mean1.y","fundamentalWaveVoltage[6].mean2.y","inverter.ac.pin[1].v","inverter.ac.pin[1].i","inverter.ac.pin[2].v","inverter.ac.pin[2].i","inverter.ac.pin[3].v","inverter.ac.pin[3].i","inverter.ac.pin[4].v","inverter.ac.pin[4].i","inverter.ac.pin[5].v","inverter.ac.pin[5].i","inverter.ac.pin[6].v","inverter.ac.pin[6].i","currentSensor.i[1]","currentSensor.i[2]","currentSensor.i[3]","voltageSensor.v[1]","voltageSensor.v[2]","voltageSensor.v[3]"
8.0000000000000007e-05,0.00024432907061505991,0.0015447530693786695,0.0015447530693786706,-0.0064233413481297429,0.0015447530693786697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999964552487,-0.0015447530693786732,-49.999999982443292,-0.00024432907061505991,49.999999964552487,-0.0015447530693786695,49.999999964552487,-0.0015447530693786706,-49.999999915766587,0.0064233413481297429,49.999999964552487,-0.0015447530693786697,0.0015447530693786732,0.00024432907061505991,0.0015447530693786695,33.333333304552468,-66.666666642443317,33.333333304552468
9.0000000000000006e-05,-0.0004222487961115576,0.0018763759176128392,0.0018763759176128403,-0.0070832548743398034,0.0018763759176128392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999961236256,-0.0018763759176128423,-49.999999975777513,0.0004222487961115576,49.999999961236256,-0.0018763759176128392,49.999999961236256,-0.0018763759176128403,-49.99999990916745,0.0070832548743398034,49.999999961236256,-0.0018763759176128392,0.0018763759176128423,-0.0004222487961115576,0.0018763759176128392,33.333333301236244,-66.666666635777517,33.333333301236244
0.0001,-0.0010881610541889023,0.0022076676251849806,0.0022076676251849814,-0.0077425094465510243,0.0022076676251849801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999957923308,-0.0022076676251849845,-49.999999969118392,0.0010881610541889023,49.999999957923308,-0.0022076676251849806,49.999999957923308,-0.0022076676251849814,-49.999999902574906,0.0077425094465510243,49.999999957923308,-0.0022076676251849801,0.0022076676251849845,-0.0010881610541889023,0.0022076676251849806,33.333333297923311,-66.666666629118396,33.333333297923311
0.00011,-0.0017534076160776316,0.0025386281485442236,0.0025386281485442249,-0.0084011049780992678,0.0025386281485442232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999954613727,-0.0025386281485442275,-49.999999962465921,0.0017534076160776316,49.999999954613727,-0.0025386281485442236,49.999999954613727,-0.0025386281485442249,-49.99999989598895,0.0084011049780992678,49.999999954613727,-0.0025386281485442232,0.0025386281485442275,-0.0017534076160776316,0.0025386281485442236,33.333333294613716,-66.666666622465925,33.333333294613716
0.00012000000000000002,-0.0024179897365010027,0.0028692581119160658,0.0028692581119160667,-0.0090590427111632652,0.0028692581119160649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999951307416,-0.002869258111916071,-49.999999955820101,0.0024179897365010027,49.999999951307416,-0.0028692581119160658,49.999999951307416,-0.0028692581119160667,-49.999999889409573,0.0090590427111632652,49.999999951307416,-0.0028692581119160649,0.002869258111916071,-0.0024179897365010027,0.0028692581119160658,33.333333291307419,-66.666666615820105,33.333333291307419
0.00013000000000000002,-0.0030819073792466034,0.0031995574972848119,0.0031995574972848132,-0.0097163226098926497,0.003199557497284811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999948004429,-0.0031995574972848171,-49.999999949180925,0.0030819073792466034,49.999999948004429,-0.0031995574972848119,49.999999948004429,-0.0031995574972848132,-49.999999882836775,0.0097163226098926497,49.999999948004429,-0.003199557497284811,0.0031995574972848171,-0.0030819073792466034,0.0031995574972848119,33.333333288004418,-66.666666609180936,33.333333288004418
0.00014000000000000001,-0.0037451614601586494,0.0035295267602834545,0.0035295267602834563,-0.010372945580975172,0.0035295267602834532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999944704726,-0.0035295267602834576,-49.999999942548385,0.0037451614601586494,49.999999944704726,-0.0035295267602834545,49.999999944704726,-0.0035295267602834563,-49.999999876270543,0.010372945580975172,49.999999944704726,-0.0035295267602834532,0.0035295267602834576,-0.0037451614601586494,0.0035295267602834545,33.333333284704729,-66.666666602548389,33.333333284704729
0.00015000000000000001,-0.004407752845282744,0.0038591663317701463,0.0038591663317701476,-0.011028912481797845,0.0038591663317701446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999941408348,-0.0038591663317701507,-49.999999935922474,0.004407752845282744,49.999999941408348,-0.0038591663317701463,49.999999941408348,-0.0038591663317701476,-49.999999869710877,0.011028912481797845,49.999999941408348,-0.0038591663317701446,0.0038591663317701507,-0.004407752845282744,0.0038591663317701463,33.333333281408329,-66.666666595922493,33.333333281408329
0.00016000000000000001,-0.0050696815590749273,0.0041884762239117832,0.0041884762239117841,-0.011684223336572206,0.0041884762239117815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999938115238,-0.004188476223911785,-49.999999929303186,0.0050696815590749273,49.999999938115238,-0.0041884762239117832,49.999999938115238,-0.0041884762239117841,-49.999999863157768,0.011684223336572206,49.999999938115238,-0.0041884762239117815,0.004188476223911785,-0.0050696815590749273,0.0041884762239117832,33.333333278115227,-66.66666658930319,33.333333278115227
0.00017000000000000001,-0.0057309492621799348,0.0045174572628800128,0.0045174572628800145,-0.012338879789340123,0.0045174572628800111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999934825439,-0.0045174572628800197,-49.999999922690506,0.0057309492621799348,49.999999934825439,-0.0045174572628800128,49.999999934825439,-0.0045174572628800145,-49.999999856611204,0.012338879789340123,49.999999934825439,-0.0045174572628800111,0.0045174572628800197,-0.0057309492621799348,0.0045174572628800128,33.333333274825435,-66.66666658269051,33.333333274825435
0.00018000000000000001,-0.0063915552409895679,0.0048461090936543763,0.004846109093654378,-0.012992881133627942,0.0048461090936543745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999931538895,-0.0048461090936543797,-49.999999916084448,0.0063915552409895679,49.999999931538895,-0.0048461090936543763,49.999999931538895,-0.004846109093654378,-49.999999850071191,0.012992881133627942,49.999999931538895,-0.0048461090936543745,0.0048461090936543797,-0.0063915552409895679,0.0048461090936543763,33.333333271538891,-66.666666576084452,33.333333271538891
0.00019000000000000001,-0.0070515012565237007,0.0051744325923432071,0.0051744325923432097,-0.013646229112849134,0.0051744325923432062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999928255676,-0.0051744325923432114,-49.999999909484984,0.0070515012565237007,49.999999928255676,-0.0051744325923432071,49.999999928255676,-0.0051744325923432097,-49.999999843537708,0.013646229112849134,49.999999928255676,-0.0051744325923432062,0.0051744325923432114,-0.0070515012565237007,0.0051744325923432071,33.333333268255672,-66.666666569484988,33.333333268255672
0.00020000000000000001,-0.0077107874728756026,0.0055024278405829963,0.0055024278405829997,-0.014298923889456394,0.0055024278405829954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999924975739,-0.0055024278405830041,-49.999999902892128,0.0077107874728756026,49.999999924975739,-0.0055024278405829963,49.999999924975739,-0.0055024278405829997,-49.999999837010762,0.014298923889456394,49.999999924975739,-0.0055024278405829954,0.0055024278405830041,-0.0077107874728756026,0.0055024278405829963,33.333333264975714,-66.666666562892146,33.333333264975714
0.00021000000000000001,-0.008369414492337279,0.0058300951380143417,0.005830095138014346,-0.0149509660597201,0.0058300951380143417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999921699043,-0.0058300951380143486,-49.999999896305852,0.008369414492337279,49.999999921699043,-0.0058300951380143417,49.999999921699043,-0.005830095138014346,-49.999999830490339,0.0149509660597201,49.999999921699043,-0.0058300951380143417,0.0058300951380143486,-0.008369414492337279,0.0058300951380143417,33.333333261699039,-66.666666556305856,33.333333261699039
0.00022000000000000001,-0.0090273829172007325,0.0061574347842778404,0.0061574347842778439,-0.01560235621991064,0.0061574347842778395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999918425644,-0.0061574347842778482,-49.999999889726169,0.0090273829172007325,49.999999918425644,-0.0061574347842778404,49.999999918425644,-0.0061574347842778439,-49.999999823976438,0.01560235621991064,49.999999918425644,-0.0061574347842778395,0.0061574347842778482,-0.0090273829172007325,0.0061574347842778404,33.333333258425647,-66.666666549726159,33.333333258425647
0.00023000000000000001,-0.009684693603377063,0.0064844472051897245,0.0064844472051897289,-0.016253095217381851,0.0064844472051897237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999915155527,-0.0064844472051897376,-49.999999883153066,0.009684693603377063,49.999999915155527,-0.0064844472051897245,49.999999915155527,-0.0064844472051897289,-49.999999817469046,0.016253095217381851,49.999999915155527,-0.0064844472051897237,0.0064844472051897376,-0.009684693603377063,0.0064844472051897245,33.333333255155516,-66.66666654315307,33.333333255155516
0.00024000000000000003,-0.01034134734008128,0.0068111327933848883,0.0068111327933848935,-0.016903183833458287,0.0068111327933848892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999911888679,-0.0068111327933848961,-49.999999876586529,0.01034134734008128,49.999999911888679,-0.0068111327933848883,49.999999911888679,-0.0068111327933848935,-49.999999810968163,0.016903183833458287,49.999999911888679,-0.0068111327933848892,0.0068111327933848961,-0.01034134734008128,0.0068111327933848883,33.333333251888668,-66.666666536586547,33.333333251888668
0.00025000000000000001,-0.010997344670260353,0.0071374918189797418,0.007137491818979747,-0.017552622605658628,0.0071374918189797418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999908625071,-0.0071374918189797505,-49.999999870026556,0.010997344670260353,49.999999908625071,-0.0071374918189797418,49.999999908625071,-0.007137491818979747,-49.999999804473774,0.017552622605658628,49.999999908625071,-0.0071374918189797418,0.0071374918189797505,-0.010997344670260353,0.0071374918189797418,33.333333248625074,-66.666666530026561,33.333333248625074
0.00026000000000000003,-0.011652686267890159,0.0074635246172776492,0.0074635246172776526,-0.018201412201220443,0.0074635246172776474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999905364746,-0.0074635246172776526,-49.999999863473136,0.011652686267890159,49.999999905364746,-0.0074635246172776492,49.999999905364746,-0.0074635246172776526,-49.999999797985879,0.018201412201220443,49.999999905364746,-0.0074635246172776474,0.0074635246172776526,-0.011652686267890159,0.0074635246172776492,33.333333245364756,-66.666666523473125,33.333333245364756
0.00027,-0.012307372806517426,0.0077892315233684681,0.0077892315233684707,-0.018849553286956446,0.0077892315233684646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999902107675,-0.0077892315233684698,-49.999999856926273,0.012307372806517426,49.999999902107675,-0.0077892315233684681,49.999999902107675,-0.0077892315233684707,-49.999999791504464,0.018849553286956446,49.999999902107675,-0.0077892315233684646,0.0077892315233684698,-0.012307372806517426,0.0077892315233684681,33.33333324210767,-66.666666516926284,33.33333324210767
0.00028000000000000003,-0.012961404953473676,0.0081146128692499899,0.0081146128692499934,-0.019497046523526282,0.0081146128692499847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999898853872,-0.0081146128692499916,-49.999999850385947,0.012961404953473676,49.999999898853872,-0.0081146128692499899,49.999999898853872,-0.0081146128692499934,-49.999999785029537,0.019497046523526282,49.999999898853872,-0.0081146128692499847,0.0081146128692499916,-0.012961404953473676,0.0081146128692499899,33.333333238853861,-66.666666510385966,33.333333238853861
0.00029,-0.013614783385426836,0.0084396689915648745,0.0084396689915648762,-0.020143892580832663,0.0084396689915648693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99999989560331,-0.0084396689915648797,-49.999999843852166,0.013614783385426836,49.99999989560331,-0.0084396689915648745,49.99999989560331,-0.0084396689915648762,-49.999999778561076,0.020143892580832663,49.99999989560331,-0.0084396689915648693,0.0084396689915648797,-0.013614783385426836,0.0084396689915648745,33.333333235603305,-66.66666650385217,33.333333235603305
0.00030000000000000003,-0.014267508775566585,0.0087644002252253508,0.0087644002252253526,-0.020790092125334815,0.0087644002252253456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999892355987,-0.0087644002252253491,-49.999999837324914,0.014267508775566585,49.999999892355987,-0.0087644002252253508,49.999999892355987,-0.0087644002252253526,-49.999999772099081,0.020790092125334815,49.999999892355987,-0.0087644002252253456,0.0087644002252253491,-0.014267508775566585,0.0087644002252253508,33.333333232355983,-66.666666497324911,33.333333232355983
0.00031,-0.014919581797082573,0.0090888069051436333,0.009088806905143635,-0.021435645823491955,0.0090888069051436263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999889111905,-0.0090888069051436333,-49.999999830804185,0.014919581797082573,49.999999889111905,-0.0090888069051436333,49.999999889111905,-0.009088806905143635,-49.999999765643544,0.021435645823491955,49.999999889111905,-0.0090888069051436263,0.0090888069051436333,-0.014919581797082573,0.0090888069051436333,33.333333229111922,-66.666666490804175,33.333333229111922
0.00032000000000000003,-0.015571003027078117,0.0094128893184289332,0.0094128893184289367,-0.022080554246637608,0.009412889318428928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999885871105,-0.009412889318428928,-49.999999824289972,0.015571003027078117,49.999999885871105,-0.0094128893184289332,49.999999885871105,-0.0094128893184289367,-49.999999759194459,0.022080554246637608,49.999999885871105,-0.009412889318428928,0.009412889318428928,-0.015571003027078117,0.0094128893184289332,33.333333225871108,-66.666666484289976,33.333333225871108
0.00033000000000000005,-0.016221773082902381,0.0097366477722127913,0.009736647772212793,-0.022724818005948774,0.0097366477722127844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999882633517,-0.0097366477722127844,-49.999999817782268,0.016221773082902381,49.999999882633517,-0.0097366477722127913,49.999999882633517,-0.009736647772212793,-49.999999752751819,0.022724818005948774,49.999999882633517,-0.0097366477722127844,0.0097366477722127844,-0.016221773082902381,0.0097366477722127913,33.333333222633506,-66.666666477782286,33.333333222633506
0.00034000000000000002,-0.016871892666480322,0.010060082615703254,0.010060082615703255,-0.023368437796332679,0.010060082615703245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999879399169,-0.010060082615703249,-49.999999811281072,0.016871892666480322,49.999999879399169,-0.010060082615703254,49.999999879399169,-0.010060082615703255,-49.999999746315623,0.023368437796332679,49.999999879399169,-0.010060082615703245,0.010060082615703249,-0.016871892666480322,0.010060082615703254,33.333333219399165,-66.666666471281076,33.333333219399165
0.00035000000000000005,-0.01752136243073648,0.010383194173730629,0.010383194173730631,-0.024011414264186022,0.01038319417373062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999876168033,-0.010383194173730624,-49.999999804786377,0.01752136243073648,49.999999876168033,-0.010383194173730629,49.999999876168033,-0.010383194173730631,-49.999999739885858,0.024011414264186022,49.999999876168033,-0.01038319417373062,0.010383194173730624,-0.01752136243073648,0.010383194173730629,33.333333216168036,-66.666666464786374,33.333333216168036
0.00036000000000000002,-0.018170183028595372,0.010705982771125219,0.01070598277112522,-0.024653748055905485,0.010705982771125208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999872940165,-0.010705982771125208,-49.99999979829817,0.018170183028595372,49.999999872940165,-0.010705982771125219,49.999999872940165,-0.01070598277112522,-49.999999733462516,0.024653748055905485,49.999999872940165,-0.010705982771125208,0.010705982771125208,-0.018170183028595372,0.010705982771125219,33.333333212940168,-66.666666458298167,33.333333212940168
0.00037000000000000005,-0.018818355112981532,0.011028448732717331,0.011028448732717331,-0.025295439817887771,0.011028448732717319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999869715523,-0.011028448732717322,-49.99999979181645,0.018818355112981532,49.999999869715523,-0.011028448732717331,49.999999869715523,-0.011028448732717331,-49.999999727045605,0.025295439817887771,49.999999869715523,-0.011028448732717319,0.011028448732717322,-0.018818355112981532,0.011028448732717331,33.333333209715519,-66.666666451816454,33.333333209715519
0.00038000000000000002,-0.01946587933681948,0.011350592383337264,0.011350592383337266,-0.025936490196529556,0.011350592383337252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999866494079,-0.011350592383337256,-49.99999978534121,0.01946587933681948,49.999999866494079,-0.011350592383337264,49.999999866494079,-0.011350592383337266,-49.999999720635095,0.025936490196529556,49.999999866494079,-0.011350592383337252,0.011350592383337256,-0.01946587933681948,0.011350592383337264,33.333333206494068,-66.666666445341221,33.333333206494068
0.00039000000000000005,-0.020112756353033754,0.011672414047815332,0.011672414047815332,-0.026576899838227544,0.01167241404781532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99999986327586,-0.011672414047815313,-49.999999778872436,0.020112756353033754,49.99999986327586,-0.011672414047815332,49.99999986327586,-0.011672414047815332,-49.999999714231002,0.026576899838227544,49.99999986327586,-0.01167241404781532,0.011672414047815313,-0.020112756353033754,0.011672414047815332,33.333333203275856,-66.66666643887244,33.333333203275856
0.00040000000000000002,-0.020758986814548873,0.011993914050981829,0.011993914050981831,-0.027216669389378424,0.011993914050981817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999860060854,-0.011993914050981817,-49.999999772410135,0.020758986814548873,49.999999860060854,-0.011993914050981829,49.999999860060854,-0.011993914050981831,-49.999999707833304,0.027216669389378424,49.999999860060854,-0.011993914050981817,0.011993914050981817,-0.020758986814548873,0.011993914050981829,33.333333200060849,-66.666666432410139,33.333333200060849
0.00041000000000000005,-0.021404571355061616,0.012315092708101249,0.012315092708101251,-0.02785579947734336,0.012315092708101235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999856849058,-0.012315092708101239,-49.999999765954286,0.021404571355061616,49.999999856849058,-0.012315092708101249,49.999999856849058,-0.012315092708101251,-49.999999701442007,0.02785579947734336,49.999999856849058,-0.012315092708101235,0.012315092708101239,-0.021404571355061616,0.012315092708101249,33.333333196849068,-66.666666425954276,33.333333196849068
0.00042000000000000002,-0.022049510624368215,0.01263595034244757,0.01263595034244757,-0.028494290745422042,0.012635950342447556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.999999853640503,-0.01263595034244756,-49.999999759504895,0.022049510624368215,49.999999853640503,-0.01263595034244757,49.999999853640503,-0.01263595034244757,-49.999999695057092,0.028494290745422042,49.999999853640503,-0.012635950342447556,0.01263595034244756,-0.022049510624368215,0.01263595034244757,33.333333193640492,-66.666666419504907,33.333333193640492
