"time","wheelSet.der_theta1","wheelSet.der_theta2","wheelSet.phi","wheelSet.theta1","wheelSet.theta2","wheelSet.x","wheelSet.y"
0,0,0,0,0,0,0.10000000000000001,0.10000000000000001
0.00059999999999999995,-0.0072385969697071357,-0.072645679574238231,-3.9256302604839483e-06,-2.1649139536208446e-06,-2.1793065256040588e-05,0.099998802101039522,0.10000000000396692
0.0011999999999999999,-0.01475087797032909,-0.1453168345347228,-1.5677575652058721e-05,-8.7972153621741363e-06,-8.7185093622467756e-05,0.099995200884551383,0.10000000006349555
0.0018,-0.022536744946469695,-0.21801255039019674,-3.5229393776482719e-05,-2.004224541146026e-05,-0.00019618921429387387,0.099989188427019524,0.10000000027011494
0.0023999999999999998,-0.030596101392080768,-0.29073195509186289,-6.2555799767536214e-05,-3.6038510899635514e-05,-0.00034881750973731661,0.099980757198988662,0.10000000075544231
0.0029999999999999996,-0.038928828615454658,-0.36347400085658388,-9.7626343628664847e-05,-5.695234576393126e-05,-0.00054508406390725551,0.099969898179582961,0.10000000171817226
0.0035999999999999999,-0.0475348078006569,-0.4362376734926543,-0.00014041145171556915,-8.2944630124328052e-05,-0.00078500188870217415,0.099956602674238032,0.10000000340891184
0.0041999999999999997,-0.056413914522828297,-0.50902196985866877,-0.0001908817055035989,-0.00011417428394828639,-0.0010685828114662928,0.099940862145683332,0.1000000061782873
0.0047999999999999996,-0.065566039475429314,-0.58182599935665946,-0.00024901101516872879,-0.00015078243271328235,-0.0013958375085569694,0.09992266900390212,0.10000001032034497
0.0053999999999999994,-0.074991039254300979,-0.65464864840183024,-0.00031476658165336069,-0.00019294532576457594,-0.0017667782340314347,0.099902013823927896,0.10000001630336688
0.0059999999999999993,-0.084688769505309319,-0.72748879755413365,-0.00038811542829090428,-0.00024084013302746605,-0.0021814172744819959,0.099878887133142677,0.10000002460102693
0.0065999999999999991,-0.094659096482678159,-0.80034542670511644,-0.0004690274421919435,-0.00029462823214345725,-0.0026397654431030908,0.099853280322255586,0.10000003567784346
0.0071999999999999998,-0.10490186232800942,-0.87321746808758449,-0.00055747062084926242,-0.00035447797309569871,-0.0031418310773418637,0.099825184557524135,0.10000005028704212
0.0077999999999999996,-0.11541693084412985,-0.94610386283197101,-0.00065341377962877499,-0.00042055694964602744,-0.0036876258477897051,0.099794590875929387,0.10000006887148226
0.0083999999999999995,-0.12620411922699737,-1.0190036151189592,-0.00075682614249413828,-0.0004930210320120915,-0.0042771517444825284,0.099761491386522017,0.10000009266870125
0.0089999999999999993,-0.13726327768048871,-1.0919156747657166,-0.0008676763878731474,-0.00057203597044012911,-0.0049104179098055549,0.099725877345302347,0.1000001223384399
0.0095999999999999992,-0.14859425134091489,-1.1648389999356099,-0.00098593327794740233,-0.00065776599833753822,-0.0055874323880741872,0.09968774013923587,0.10000015862914569
0.010199999999999999,-0.16019688368097029,-1.2377725515319573,-0.0011115656023938031,-0.00075037485115298495,-0.0063082028631215887,0.099647071198282311,0.10000020231838735
0.010799999999999999,-0.17207100947399412,-1.3107152884229563,-0.00124454186764505,-0.00085002632435676718,-0.0070727356625815609,0.099603862017949102,0.10000025431227395
0.011399999999999999,-0.18421642054061729,-1.3836661594284891,-0.0013848291816272358,-0.00095688450977353206,-0.0078810304179092183,0.099558104417382984,0.10000031615157717
0.011999999999999999,-0.19663297949558453,-1.4566241299299467,-0.0015323969572674572,-0.0010711130107804161,-0.0087330977971171782,0.099509789682312444,0.10000038833102574
0.012599999999999998,-0.20932052179495972,-1.5295881589552434,-0.0016872137232273969,-0.0011928756181372251,-0.0096289442342736634,0.099458909303100806,0.10000047174664088
0.013199999999999998,-0.22227888289480691,-1.6025572055322934,-0.0018492480081687382,-0.0013223361226037641,-0.010568576163446896,0.099405454770111285,0.10000056729444384
0.013799999999999998,-0.235507839098022,-1.6755302441241278,-0.0020184671832349536,-0.0014596539532117257,-0.011551989869385932,0.099349418304881865,0.10000067678759926
0.0144,-0.24900714448616676,-1.7485062549920944,-0.0021948381847390602,-0.0016049869004766942,-0.012579177824171421,0.099290792403621819,0.10000080238380372
0.014999999999999999,-0.2627766756192908,-1.8214841864386506,-0.0023783303456717977,-0.0017585017860089927,-0.013650153514367399,0.099229568048620279,0.1000009443417795
0.015599999999999999,-0.2768162518670928,-1.8944630016892017,-0.0025689118799144032,-0.0019203612144214539,-0.014764920613992885,0.099165736929079262,0.10000110380695972
0.016199999999999999,-0.29112569259927173,-1.9674416639691539,-0.0027665510013481138,-0.0020907277903269095,-0.015923482797066894,0.099099290734200832,0.10000128192477752
0.016799999999999999,-0.30570470164297853,-2.0404191409133969,-0.0029712129975862584,-0.0022697597836629636,-0.017125824771593669,0.099030222334465692,0.10000148159638178
0.017399999999999999,-0.32055307275143519,-2.1133943967249453,-0.0031828654337389024,-0.0024576188380189155,-0.018371946006712839,0.098958523680972466,0.10000170435645836
0.017999999999999999,-0.33567064733022794,-2.1863663937882438,-0.0034014770817752901,-0.002654468384702327,-0.019661853793578193,0.098884186237633662,0.1000019510155962
0.018599999999999998,-0.35105722621938668,-2.2593340960358503,-0.0036270156862882744,-0.0028604703331700176,-0.020995548764610805,0.098807201883094095,0.10000222300079421
0.019199999999999998,-0.3667126102589412,-2.3322964674003246,-0.0038594489918707055,-0.0030757865928788017,-0.022373031552231748,0.098727562495998636,0.10000252173905137
0.019799999999999998,-0.38263643154538884,-2.4052524710889562,-0.0040987402878889037,-0.0033005738989135853,-0.02379427533835753,0.098645261620502869,0.10000285121068604
0.020399999999999998,-0.39882854454196504,-2.4782010712647815,-0.0043448587347145965,-0.0035349958050395905,-0.025259289478611998,0.098560290605986728,0.10000321203130502
0.020999999999999998,-0.41528874177920722,-2.5511412318246425,-0.0045977718575504695,-0.0037792139659103613,-0.026768073253662129,0.098472641413110365,0.10000360575364123
0.021599999999999998,-0.43201680561115507,-2.6240719166216455,-0.0048574469129157158,-0.0040333897241261012,-0.028320624288704105,0.098382306102976602,0.1000040340844118
0.022199999999999998,-0.44901250041615509,-2.696992089926364,-0.0051238506953280053,-0.0042976837919693096,-0.029916937268608754,0.098289276921154523,0.10000449900183928
0.022799999999999997,-0.46627548970236976,-2.7699007183519844,-0.0053969474067942051,-0.0045722533447094061,-0.031556990378679851,0.098193547148340901,0.10000500400769224
0.023399999999999997,-0.48380558462375534,-2.8427967650827632,-0.0056767050440333514,-0.0048572607348156835,-0.033240785954981852,0.098095108550094415,0.10000555037369316
0.023999999999999997,-0.50160253566653612,-2.915679194711903,-0.0059630900445153201,-0.0051528661874433706,-0.034968316410019393,0.097993953514544846,0.10000614028789152
0.024599999999999997,-0.51966608969601302,-2.9885469719167026,-0.0062560687526469734,-0.0054592298007800156,-0.036739573564014298,0.097890074466979698,0.10000677599302742
0.025199999999999997,-0.5379959899565635,-3.0613990614585513,-0.0065556074197721595,-0.0057765115460454751,-0.038554548644905685,0.097783463869844434,0.10000745978653137
0.025799999999999997,-0.55659197607164146,-3.1342344281829306,-0.0068616722041717126,-0.0061048712674919188,-0.0404132322883499,0.097674114222742262,0.10000819402052458
0.026399999999999996,-0.57545378404377701,-3.207052037019416,-0.007174229171063454,-0.006444468682403834,-0.042315614537720515,0.097562018062434225,0.10000898110181866
0.026999999999999996,-0.59458114625457692,-3.2798508529816752,-0.0074932442926021895,-0.0067954633810980184,-0.044261684844108376,0.097447167962839309,0.1000098234919158
0.027599999999999996,-0.61397379146472464,-3.3526298411674662,-0.0078186834478797089,-0.0071580148269235824,-0.046251432066321527,0.097329556535034237,0.1000107237070087
0.028199999999999996,-0.63363141380459354,-3.4253879739340367,-0.0081505118018792393,-0.0075322801639057784,-0.048284839173301362,0.097209176831281455,0.10001168476540237
0.028799999999999999,-0.65355373260477567,-3.4981242170536793,-0.0084886950037411143,-0.0079184184467499842,-0.050361893465454943,0.097086021565484515,0.10001270932424387
0.029399999999999999,-0.67374047357001798,-3.5708375340699718,-0.0088331988097207458,-0.0083165893098436049,-0.05248258335844673,0.096960083358476834,0.10001379995115588
0.029999999999999999,-0.69419134619266198,-3.6435268915241861,-0.0091839886308325552,-0.0087269513703915492,-0.054646894524553707,0.096831355032306651,0.10001495945012895
0.030599999999999999,-0.7149060559721041,-3.7161912561277664,-0.0095410297775772295,-0.0091496630923292195,-0.056854811980214734,0.096699829451027328,0.10001619068521195
0.031199999999999999,-0.7358843044147958,-3.7888295947623361,-0.0099042874599417161,-0.0095848827863225083,-0.059106320086030457,0.096565499520697096,0.10001749658051197
0.031799999999999995,-0.75712578903424332,-3.8614408744796918,-0.010273726787399235,-0.010032768609767801,-0.061401402546763351,0.096428358189379226,0.10001888012019439
0.032399999999999998,-0.7786302033510093,-3.9340240625018086,-0.010649312768909285,-0.010493478566791996,-0.06374004241133778,0.096288398447142001,0.10002034434848289
0.032999999999999995,-0.80039723689270947,-4.0065781262208358,-0.011031010312917608,-0.010967170508252451,-0.066122222072839854,0.096145613326058629,0.10002189236965942
0.033599999999999998,-0.82242658295003523,-4.0791020376107801,-0.011418784546391303,-0.011454001652647788,-0.068547924384603665,0.095999995887977085,0.10002352721097858
0.034199999999999994,-0.84471796572300073,-4.1515947886684774,-0.011812601931449175,-0.011954126909293912,-0.071017136566539144,0.095851539181713949,0.100025251342865
0.034799999999999998,-0.86727103448037834,-4.2240553312107396,-0.012212425911729463,-0.012467705416095966,-0.07352983497474265,0.095700236409951386,0.10002706854961708
0.035399999999999994,-0.89008546650495612,-4.2964826354303343,-0.012618221146926949,-0.012994894180619462,-0.076085999915253541,0.095546080766905586,0.10002898210987698
0.035999999999999997,-0.91316093533953802,-4.368875671834096,-0.013029952206627849,-0.013535850041535199,-0.078685611074673784,0.095389065488398928,0.10003099535787416
0.036599999999999994,-0.93649711078693931,-4.4412334112429148,-0.013447583570309793,-0.014090729668619201,-0.081328647520167524,0.095229183851859897,0.10003311168342539
0.037199999999999997,-0.96009365890999065,-4.5135548247917452,-0.013871079627341855,-0.014659689562752773,-0.084015087699461408,0.09506642917632302,0.10003533453193471
0.037799999999999993,-0.98395024203153458,-4.5858388839296005,-0.014300404676984511,-0.015242886055922446,-0.086744909440844342,0.094900794822428955,0.10003766740439347
0.038399999999999997,-1.0080665187344284,-4.6580845604195567,-0.01473552292838968,-0.015840475311220032,-0.08951808995316779,0.094732274192424484,0.10004011385738037
0.039,-1.0324421438615425,-4.7302908263387469,-0.015176398500600706,-0.016452613322842573,-0.092334605825845448,0.094560860730162441,0.10004267750306133
0.039599999999999996,-1.0570767770300995,-4.8024566762335139,-0.015622996226995721,-0.01707945254857169,-0.095194433683549656,0.094386548179090535,0.10004536169751184
0.0402,-1.0819700655728459,-4.8745810827306535,-0.016075280043552135,-0.017721148656740474,-0.098097548874500493,0.094209330065360142,0.10004817016517627
0.040799999999999996,-1.1071216503389887,-4.9466630116320367,-0.016533213536925301,-0.018377858231893564,-0.10104392591651941,0.094029199873597938,0.10005110678651721
0.041399999999999999,-1.1325311720799089,-5.0187014385308517,-0.016996760547776907,-0.019049736249164406,-0.10403353898804829,0.093846151240395817,0.10005417536425895
0.041999999999999996,-1.1581982678598983,-5.0906953394719867,-0.017465884831657851,-0.019736937493870104,-0.10706636165215869,0.093660177845554624,0.1000573797547767
0.042599999999999999,-1.1841225710561594,-5.1626436909520397,-0.017940550059008274,-0.020439616561511491,-0.11014236685655221,0.093471273412084166,0.10006072386809657
0.043199999999999995,-1.210303711358806,-5.2345454699193104,-0.018420719815157534,-0.021157927857773068,-0.11326152693356005,0.09327943170620312,0.10006421166789559
0.043799999999999999,-1.2367413147708626,-5.3063996537738047,-0.01890635760032422,-0.02189202559852306,-0.11642381360014351,0.093084646537339111,0.10006784717150176
0.044399999999999995,-1.2634350036082644,-5.378205220367235,-0.019397426829616159,-0.022642063809813363,-0.11962919795789349,0.09288691175812866,0.10007163444989398
0.044999999999999998,-1.2903843982464605,-5.4499611529274201,-0.019893891007304751,-0.023408195581174775,-0.12287765061769787,0.092686221327523535,0.10007557753960951
0.045599999999999995,-1.3175891237235717,-5.5216664586753677,-0.020395714385682457,-0.02419057024264229,-0.12616914217105393,0.092482569549369273,0.10007968010970336
0.046199999999999998,-1.345048784434584,-5.5933200974775819,-0.020902859440071798,-0.024989344183461416,-0.12950364138381976,0.092275950158082334,0.10008394673808592
0.046799999999999994,-1.372762988739618,-5.6649210512270969,-0.021415289324216522,-0.025804670331592755,-0.13288111695267471,0.092066357207770261,0.10008838167036678
0.047399999999999998,-1.4007313413615063,-5.7364683024090652,-0.021932967111718785,-0.026636701403889632,-0.1363015369624829,0.091853784797548771,0.10009298920329461
0.047999999999999994,-1.4289534433857929,-5.8079608341007551,-0.022455855796039054,-0.027485589906098045,-0.13976486888629269,0.091638227071541914,0.10009777368475727
0.048599999999999997,-1.4574288922607359,-5.8793976299715505,-0.022983918290496196,-0.028351488132856754,-0.14327107958533705,0.091419678218882028,0.10010273951378164
0.049199999999999994,-1.4861572817973046,-5.9507776742829499,-0.023517117428267412,-0.029234548167697168,-0.14682013530903357,0.091198132473709725,0.10010789114053384
0.049799999999999997,-1.5151382021691806,-6.0220999518885732,-0.024055415962388277,-0.030134921883043446,-0.15041200169498414,0.090973584115173922,0.10011323306631903
0.050399999999999993,-1.5443712399127578,-6.093363448234145,-0.024598776565752704,-0.031052760940212417,-0.15404664376897528,0.090746027467431836,0.10011876984358149
0.050999999999999997,-1.5738559837838495,-6.1645671704247587,-0.025147162533899585,-0.031988213551213042,-0.1577240262207103,0.090515457197112736,0.10012450562996016
0.051599999999999993,-1.6035920131438026,-6.2357101054483932,-0.025700536391382652,-0.032941430900117821,-0.16144411285703042,0.0902818677234455,0.10013044507259922
0.052199999999999996,-1.6335789016341487,-6.3067912333940495,-0.02625886033271714,-0.033912565111331547,-0.16520686677491658,0.090045253404895068,0.10013659302835096
0.052799999999999993,-1.6638162218467691,-6.3778095442508747,-0.026822096782785181,-0.034901766667434206,-0.16901225058135944,0.089805608776361567,0.1001429542081774
0.053399999999999996,-1.6943035427731032,-6.4487640287326737,-0.027390208090748571,-0.03590918581952679,-0.172860226273269,0.089562928419624807,0.10014953337137429
0.053999999999999992,-1.7250404298041473,-6.5196536782778942,-0.027963156530048723,-0.036934972587231253,-0.17675075523747424,0.089317206963344206,0.10015633532557094
0.054599999999999996,-1.756026444730455,-6.5904774850496404,-0.028540904298406698,-0.037979276758690568,-0.18068379825072339,0.089068439083058878,0.10016336492673039
