"Time","inertiaLoad.w","inertiaLoadQS.w"
0.30809999,85.872498,85.872223
0.3082,85.894432,85.894157
0.30829999,85.916359,85.916084
0.30840001,85.938286,85.938011
0.30849999,85.960205,85.95993
0.30860001,85.982124,85.98185
0.3087,86.004036,86.003754
0.30880001,86.02594,86.025665
0.3089,86.047844,86.047562
0.30899999,86.06974,86.069458
0.3091,86.091629,86.091354
0.30919999,86.113518,86.113235
0.30930001,86.135399,86.135124
0.30939999,86.157272,86.156998
0.30950001,86.179146,86.178871
0.3096,86.201012,86.200737
0.30970001,86.222878,86.222603
0.3098,86.244736,86.244461
0.30989999,86.266586,86.266312
0.31,86.288437,86.288162
0.31009999,86.31028,86.310005
0.31020001,86.332123,86.331841
0.31029999,86.353958,86.353676
0.31040001,86.375786,86.375504
0.3105,86.397606,86.397331
0.31060001,86.419426,86.419151
0.3107,86.441246,86.440964
0.31079999,86.463051,86.462776
0.3109,86.484863,86.484581
0.31099999,86.50666,86.506378
0.31110001,86.528458,86.528175
0.31119999,86.550247,86.549965
0.31130001,86.572037,86.571754
0.3114,86.593819,86.593536
0.31150001,86.615593,86.615311
0.3116,86.637367,86.637085
0.31169999,86.659134,86.658852
0.3118,86.680893,86.680618
0.31189999,86.702652,86.70237
0.31200001,86.724403,86.724129
0.31209999,86.746155,86.745872
0.31220001,86.767899,86.767616
0.3123,86.789635,86.789352
0.31240001,86.811371,86.811089
0.3125,86.833099,86.832817
0.31259999,86.85482,86.854538
0.3127,86.876541,86.876259
0.31279999,86.898254,86.897972
0.31290001,86.919968,86.919685
0.31299999,86.941673,86.941391
0.31310001,86.963371,86.963089
0.3132,86.985069,86.984787
0.31330001,87.00676,87.006477
0.3134,87.028442,87.02816
0.31349999,87.050125,87.049843
0.3136,87.0718,87.071518
0.31369999,87.093475,87.093193
0.31380001,87.115143,87.114861
0.31389999,87.136803,87.13652
0.31400001,87.158463,87.15818
0.3141,87.180115,87.179832
0.31420001,87.201759,87.201477
0.3143,87.223404,87.223122
0.31439999,87.245041,87.244759
0.3145,87.266678,87.266388
0.31459999,87.288307,87.288017
0.31470001,87.309929,87.309647
0.31479999,87.331543,87.331261
0.31490001,87.353157,87.352875
0.315,87.374771,87.374489
0.31510001,87.396378,87.396088
0.3152,87.417976,87.417686
0.31529999,87.439568,87.439285
0.3154,87.461159,87.460876
0.31549999,87.482742,87.48246
0.31560001,87.504326,87.504044
0.31569999,87.525902,87.52562
0.31580001,87.54747,87.547188
0.3159,87.569038,87.568756
0.31600001,87.590599,87.590317
0.3161,87.61216,87.61187
0.31619999,87.633713,87.633423
0.3163,87.655258,87.654968
0.31639999,87.676804,87.676514
0.31650001,87.698341,87.698051
0.31659999,87.719872,87.719582
0.31670001,87.741402,87.741112
0.3168,87.762924,87.762634
0.31690001,87.784439,87.784157
0.317,87.805954,87.805664
0.31709999,87.827461,87.827179
0.31720001,87.848969,87.848679
0.31729999,87.870468,87.870178
0.31740001,87.89196,87.89167
0.3175,87.913452,87.913162
0.31760001,87.934937,87.934647
0.3177,87.956413,87.956131
0.31779999,87.97789,87.9776
0.3179,87.999359,87.999077
0.31799999,88.020828,88.020538
0.31810001,88.04229,88.042
0.31819999,88.063744,88.063454
0.31830001,88.085197,88.084908
0.3184,88.106644,88.106354
0.31850001,88.128082,88.127792
0.3186,88.149521,88.149231
0.31869999,88.170952,88.170662
0.3188,88.192383,88.192093
0.31889999,88.213806,88.213516
0.31900001,88.235222,88.234932
0.31909999,88.256638,88.256348
0.31920001,88.278046,88.277756
0.3193,88.299446,88.299156
0.31940001,88.320847,88.320557
0.3195,88.342239,88.341949
0.31959999,88.363632,88.363342
0.3197,88.385017,88.38472
0.31979999,88.406395,88.406105
0.31990001,88.427765,88.427475
0.31999999,88.449135,88.448845
0.32010001,88.470505,88.470215
0.3202,88.491867,88.49157
0.32030001,88.513222,88.512932
0.3204,88.534569,88.534279
0.32049999,88.555916,88.555626
0.3206,88.577255,88.576965
0.32069999,88.598595,88.598305
0.32080001,88.619926,88.619637
0.32089999,88.641251,88.640961
0.32100001,88.662575,88.662285
0.3211,88.683891,88.683601
0.32120001,88.705208,88.70491
0.3213,88.726509,88.726219
0.32139999,88.747818,88.74752
0.3215,88.769112,88.768822
0.32159999,88.790405,88.790115
0.32170001,88.811699,88.811401
0.32179999,88.832977,88.832687
0.32190001,88.854256,88.853966
0.322,88.875534,88.875237
0.32210001,88.896805,88.896507
0.3222,88.918068,88.91777
0.32229999,88.939323,88.939034
0.3224,88.960579,88.960289
0.32249999,88.981834,88.981537
0.32260001,89.003075,89.002785
0.32269999,89.024315,89.024025
0.32280001,89.045555,89.045258
0.3229,89.066788,89.06649
0.32300001,89.088013,89.087715
0.3231,89.10923,89.10894
0.32319999,89.130447,89.13015
0.3233,89.151657,89.151367
0.32339999,89.172867,89.172569
0.32350001,89.194069,89.193771
0.32359999,89.215271,89.214973
0.32370001,89.236458,89.23616
0.3238,89.257645,89.257355
0.32390001,89.278831,89.278534
0.324,89.300011,89.299713
0.32409999,89.321182,89.320885
0.3242,89.342354,89.342056
0.32429999,89.363518,89.36322
0.32440001,89.384674,89.384377
0.32449999,89.40583,89.405533
0.32460001,89.426979,89.426682
0.3247,89.44812,89.447823
0.32480001,89.469261,89.468964
0.3249,89.490395,89.490097
0.32499999,89.511528,89.51123
0.3251,89.532654,89.532356
0.32519999,89.553772,89.553474
0.32530001,89.57489,89.574593
0.32539999,89.596001,89.595703
0.32550001,89.617111,89.616814
0.3256,89.638206,89.637909
0.32570001,89.659309,89.659012
0.3258,89.680397,89.680099
0.32589999,89.701485,89.701187
0.32600001,89.722565,89.722267
0.32609999,89.743645,89.743347
0.32620001,89.764717,89.76442
0.3263,89.785789,89.785484
0.32640001,89.806847,89.806549
0.3265,89.827911,89.827606
0.32659999,89.848961,89.848663
0.3267,89.87001,89.869713
0.32679999,89.891052,89.890755
0.32690001,89.912094,89.911797
0.32699999,89.933128,89.932831
0.32710001,89.954155,89.953857
0.3272,89.975182,89.974884
0.32730001,89.996201,89.995903
0.3274,90.01722,90.016914
0.32749999,90.038231,90.037926
0.3276,90.059235,90.058937
0.32769999,90.080238,90.079933
0.32780001,90.101234,90.100929
0.32789999,90.122223,90.121925
0.32800001,90.143211,90.142906
0.3281,90.164192,90.163887
0.32820001,90.185165,90.184868
0.3283,90.206139,90.205841
0.32839999,90.227104,90.226807
0.3285,90.24807,90.247765
0.32859999,90.269028,90.268723
0.32870001,90.289978,90.28968
0.32879999,90.310928,90.310623
0.32890001,90.331871,90.331566
0.329,90.352814,90.352509
0.32910001,90.373741,90.373444
0.3292,90.394676,90.394371
0.32929999,90.415596,90.415291
0.3294,90.436516,90.436211
0.32949999,90.457436,90.45713
0.32960001,90.47834,90.478035
0.32969999,90.499245,90.49894
0.32980001,90.520149,90.519844
0.3299,90.541046,90.540741
0.33000001,90.561935,90.56163
0.3301,90.582817,90.582512
0.33019999,90.603699,90.603394
0.3303,90.624573,90.624268
0.33039999,90.645447,90.645142
0.33050001,90.666313,90.666008
0.33059999,90.68718,90.686874
0.33070001,90.708031,90.707726
0.3308,90.728882,90.728577
0.33090001,90.749733,90.749428
0.331,90.770576,90.770271
0.33109999,90.791412,90.791107
0.3312,90.812248,90.811943
0.33129999,90.833076,90.832771
0.33140001,90.853897,90.853592
0.33149999,90.874718,90.874413
0.33160001,90.895531,90.895226
0.3317,90.916336,90.916031
0.33180001,90.937141,90.936836
0.3319,90.957947,90.957634
0.33199999,90.978737,90.978432
0.3321,90.999527,90.999222
0.33219999,91.020309,91.020004
0.33230001,91.041092,91.040787
0.33239999,91.061867,91.061562
0.33250001,91.082642,91.082329
0.3326,91.103409,91.103096
0.33270001,91.124168,91.123856
0.3328,91.14492,91.144615
0.33289999,91.165672,91.165367
0.333,91.186424,91.186111
0.33309999,91.207161,91.206856
0.33320001,91.227898,91.227592
0.33329999,91.248634,91.248322
0.33340001,91.269363,91.269051
0.3335,91.290085,91.289772
0.33360001,91.310799,91.310493
0.3337,91.331512,91.331207
0.33379999,91.352219,91.351913
0.3339,91.372925,91.37262
0.33399999,91.393623,91.393318
0.33410001,91.414322,91.414009
0.33419999,91.435005,91.4347
0.33430001,91.455696,91.455383
0.3344,91.476372,91.476059
0.33450001,91.497047,91.496735
0.3346,91.517715,91.517403
0.33469999,91.538383,91.538071
0.3348,91.559044,91.558731
0.33489999,91.579697,91.579384
0.33500001,91.600349,91.600037
0.3351,91.620995,91.620682
0.33520001,91.64164,91.641327
0.3353,91.66227,91.661964
0.33539999,91.682907,91.682594
0.3355,91.703529,91.703217
0.33559999,91.724152,91.723839
0.33570001,91.744774,91.744461
0.33579999,91.765381,91.765068
0.33590001,91.785988,91.785675
0.336,91.806595,91.806282
0.33610001,91.827194,91.826881
0.3362,91.847786,91.847473
0.33629999,91.86837,91.868057
0.3364,91.888954,91.888641
0.33649999,91.909538,91.909225
0.33660001,91.930107,91.929794
0.33669999,91.950676,91.950363
0.33680001,91.971245,91.970932
0.3369,91.991806,91.991493
0.33700001,92.01236,92.012047
0.3371,92.032906,92.032593
0.33719999,92.053452,92.053139
0.3373,92.073997,92.073677
0.33739999,92.094528,92.094215
0.33750001,92.115059,92.114746
0.33759999,92.13559,92.135277
0.33770001,92.156113,92.155792
0.3378,92.176628,92.176308
0.33790001,92.197136,92.196823
0.338,92.217644,92.217331
0.33809999,92.238144,92.237831
0.3382,92.258644,92.258331
0.33829999,92.279137,92.278824
0.33840001,92.299622,92.299309
0.33849999,92.320107,92.319794
0.33860001,92.340584,92.340271
0.3387,92.361061,92.360741
0.33880001,92.381531,92.38121
0.3389,92.401993,92.401672
0.33899999,92.422447,92.422134
0.3391,92.442902,92.442589
0.33919999,92.463356,92.463036
0.33930001,92.483803,92.483482
0.33939999,92.504242,92.503922
0.33950001,92.524673,92.524361
0.3396,92.545105,92.544785
0.33970001,92.565529,92.565216
0.3398,92.585953,92.585632
0.33989999,92.606369,92.606049
0.34,92.626778,92.626457
0.34009999,92.647186,92.646866
0.34020001,92.667587,92.667267
0.34029999,92.687981,92.687668
0.34040001,92.708374,92.708054
0.3405,92.72876,92.728447
0.34060001,92.749146,92.748825
0.3407,92.769524,92.769203
0.34079999,92.789894,92.789574
0.3409,92.810265,92.809944
0.34099999,92.830627,92.830307
0.34110001,92.850983,92.850662
0.34119999,92.871338,92.871017
0.34130001,92.891685,92.891365
0.3414,92.912033,92.911713
0.34150001,92.932373,92.932053
0.3416,92.952705,92.952385
0.34169999,92.973038,92.972717
0.3418,92.993362,92.993042
0.34189999,93.01368,93.013359
0.34200001,93.033997,93.033676
0.34209999,93.054306,93.053986
0.34220001,93.074608,93.074287
0.3423,93.09491,93.094589
0.34240001,93.115211,93.114883
0.3425,93.135498,93.135178
0.34259999,93.155785,93.155464
0.3427,93.176071,93.175743
0.34279999,93.196342,93.196022
0.34290001,93.216614,93.216293
0.34299999,93.236885,93.236565
0.34310001,93.257149,93.256828
0.3432,93.277405,93.277084
0.34330001,93.297661,93.297333
0.3434,93.317909,93.317581
0.34349999,93.33815,93.33783
0.3436,93.358391,93.358063
0.34369999,93.378624,93.378296
0.34380001,93.398849,93.398529
0.3439,93.419075,93.418755
0.34400001,93.439293,93.438972
0.3441,93.459511,93.459183
0.34419999,93.479721,93.479393
0.3443,93.499924,93.499603
0.34439999,93.520126,93.519798
0.34450001,93.540321,93.539993
0.34459999,93.560509,93.560188
0.34470001,93.580696,93.580376
0.3448,93.600876,93.600555
0.34490001,93.621056,93.620728
0.345,93.641228,93.6409
0.34509999,93.661392,93.661072
0.3452,93.681557,93.681229
0.34529999,93.701714,93.701385
0.34540001,93.721863,93.721542
0.34549999,93.742012,93.741684
0.34560001,93.762154,93.761833
0.3457,93.782295,93.781967
0.34580001,93.802429,93.802101
0.3459,93.822556,93.822227
0.34599999,93.842682,93.842354
0.3461,93.862801,93.862473
0.34619999,93.882912,93.882584
0.34630001,93.903023,93.902695
0.34639999,93.923126,93.922798
0.34650001,93.94323,93.942902
0.3466,93.963318,93.962997
0.34670001,93.983414,93.983086
0.3468,94.003494,94.003174
0.34689999,94.023575,94.023254
0.347,94.043655,94.043327
0.34709999,94.063721,94.0634
0.34720001,94.083794,94.083466
0.34729999,94.103851,94.103523
0.34740001,94.123909,94.123581
0.3475,94.143959,94.143631
0.34760001,94.164009,94.163681
0.3477,94.184052,94.183723
0.34779999,94.204086,94.203758
0.3479,94.224121,94.223793
0.34799999,94.244148,94.24382
0.34810001,94.264175,94.263847
0.34819999,94.284187,94.283859
0.34830001,94.304207,94.303879
0.3484,94.324211,94.323883
0.34850001,94.344215,94.343887
0.3486,94.36422,94.363884
0.34869999,94.384209,94.383881
0.3488,94.404198,94.40387
0.34889999,94.424187,94.423859
0.34900001,94.444168,94.44384
0.34909999,94.464142,94.463814
0.34920001,94.484116,94.48378
0.3493,94.504082,94.503746
0.34940001,94.52404,94.523712
0.3495,94.543999,94.543663
0.34959999,94.56395,94.563614
0.3497,94.583893,94.583565
0.34979999,94.603836,94.603508
0.34990001,94.623772,94.623444
0.34999999,94.643707,94.643372
0.35010001,94.663635,94.6633
0.3502,94.683556,94.683228
0.35030001,94.703476,94.70314
0.3504,94.723389,94.723053
0.35049999,94.743294,94.742966
0.3506,94.763199,94.762863
0.35069999,94.783096,94.782768
0.35080001,94.802994,94.802658
0.35089999,94.822884,94.822548
0.35100001,94.842766,94.84243
0.3511,94.862648,94.862312
0.35120001,94.882523,94.882187
0.3513,94.90239,94.902061
0.35139999,94.922256,94.921921
0.3515,94.942116,94.94178
0.35159999,94.961975,94.961639
0.35170001,94.981827,94.981491
0.35179999,95.001671,95.001335
0.35190001,95.021515,95.021179
0.352,95.041351,95.041016
0.35210001,95.06118,95.060844
0.3522,95.081009,95.080673
0.35229999,95.10083,95.100494
0.3524,95.120651,95.120316
0.35249999,95.140457,95.140129
0.35260001,95.160271,95.159935
0.3527,95.180069,95.179741
0.35280001,95.199867,95.199539
0.3529,95.219666,95.21933
0.35299999,95.239456,95.23912
0.3531,95.259239,95.258904
0.35319999,95.279015,95.278679
0.35330001,95.29879,95.298454
0.35339999,95.318558,95.318222
0.35350001,95.338326,95.33799
0.3536,95.358086,95.35775
0.35370001,95.377846,95.377502
0.3538,95.397591,95.397255
0.35389999,95.417336,95.417
0.354,95.43708,95.436745
0.35409999,95.456818,95.456482
0.35420001,95.476547,95.476212
0.35429999,95.496277,95.495941
0.35440001,95.515999,95.515663
0.3545,95.535713,95.535378
0.35460001,95.555428,95.555092
0.3547,95.575134,95.574799
0.35479999,95.594841,95.594498
0.3549,95.614532,95.614197
0.35499999,95.634232,95.633888
0.35510001,95.653915,95.65358
0.35519999,95.673599,95.673264
0.35530001,95.693283,95.69294
0.3554,95.712959,95.712616
0.35550001,95.732628,95.732285
0.3556,95.752289,95.751953
0.35569999,95.77195,95.771614
0.3558,95.791603,95.791267
0.35589999,95.811256,95.810921
0.35600001,95.830902,95.830566
0.35609999,95.85054,95.850204
0.35620001,95.870178,95.869843
0.3563,95.889809,95.889473
0.35640001,95.909439,95.909096
0.3565,95.929062,95.928719
0.35659999,95.948677,95.948334
0.3567,95.968285,95.967949
0.35679999,95.987892,95.987556
0.35690001,96.0075,96.007156
0.35699999,96.0271,96.026756
0.35710001,96.046692,96.046349
0.3572,96.066277,96.065941
0.35730001,96.085861,96.085518
0.3574,96.105438,96.105103
0.35749999,96.125015,96.124672
0.3576,96.144585,96.144241
0.35769999,96.164146,96.163811
0.35780001,96.183708,96.183365
0.35789999,96.203262,96.202919
0.35800001,96.222816,96.222473
0.3581,96.242363,96.24202
0.35820001,96.261902,96.261559
0.3583,96.281433,96.281097
0.35839999,96.300964,96.300629
0.3585,96.320496,96.320152
0.35859999,96.340019,96.339676
0.35870001,96.359535,96.359192
0.35879999,96.379044,96.3787
0.35890001,96.398552,96.398209
0.359,96.418053,96.417709
0.35910001,96.437553,96.43721
0.3592,96.457047,96.456703
0.35929999,96.476532,96.476189
0.3594,96.496017,96.495674
0.35949999,96.515495,96.515152
0.35960001,96.534973,96.53463
0.35969999,96.554443,96.5541
0.35980001,96.573906,96.573563
0.3599,96.593361,96.593018
0.36000001,96.612816,96.612473
0.3601,96.632271,96.631927
0.36019999,96.651718,96.651367
0.3603,96.671158,96.670815
0.36039999,96.69059,96.690247
0.36050001,96.710022,96.709679
0.36059999,96.729446,96.729103
0.36070001,96.748871,96.748528
0.3608,96.768288,96.767944
0.36090001,96.787697,96.787354
0.361,96.807106,96.806763
0.36109999,96.826508,96.826164
0.3612,96.845909,96.845558
0.36129999,96.865303,96.864952
0.36140001,96.884689,96.884346
0.36149999,96.904076,96.903725
0.36160001,96.923454,96.923103
0.3617,96.942825,96.942482
0.36179999,96.962196,96.961845
0.3619,96.98156,96.981209
0.36199999,97.000916,97.000572
0.36210001,97.020271,97.019928
0.36219999,97.039627,97.039276
0.36230001,97.058968,97.058624
0.3624,97.078308,97.077965
0.36250001,97.097649,97.097298
0.3626,97.116974,97.116631
0.36269999,97.136307,97.135956
0.3628,97.155624,97.155281
0.36289999,97.174942,97.174591
0.36300001,97.194252,97.193909
0.36309999,97.213562,97.213211
0.36320001,97.232864,97.232513
0.3633,97.252159,97.251816
0.36340001,97.271454,97.271111
0.3635,97.290741,97.290398
0.36359999,97.310028,97.309677
0.3637,97.329308,97.328957
0.36379999,97.348579,97.348228
0.36390001,97.367851,97.3675
0.36399999,97.387115,97.386765
0.36410001,97.406372,97.406021
0.3642,97.425629,97.425278
0.36430001,97.444878,97.444527
0.3644,97.464127,97.463776
0.36449999,97.483368,97.483017
0.3646,97.502602,97.502251
0.36469999,97.521835,97.521484
0.36480001,97.541061,97.54071
0.36489999,97.56028,97.559929
0.36500001,97.579498,97.579147
0.3651,97.598709,97.598358
0.36520001,97.61792,97.617569
0.3653,97.637123,97.636772
0.36539999,97.656319,97.655968
0.3655,97.675514,97.675163
0.36559999,97.694702,97.694351
0.36570001,97.713882,97.713531
0.36579999,97.733063,97.732712
0.36590001,97.752235,97.751884
0.366,97.771408,97.771057
0.36610001,97.790573,97.790222
0.3662,97.809731,97.80938
0.36629999,97.828888,97.828537
0.3664,97.848038,97.847687
0.36649999,97.86718,97.866829
0.36660001,97.886322,97.885971
0.36669999,97.905464,97.905106
0.36680001,97.924591,97.92424
0.3669,97.943718,97.943367
0.36700001,97.962845,97.962486
0.3671,97.981956,97.981606
0.36719999,98.001068,98.000717
0.3673,98.02018,98.019821
0.36739999,98.039284,98.038925
0.36750001,98.05838,98.058029
0.36759999,98.077477,98.077118
0.36770001,98.096565,98.096207
0.3678,98.115646,98.115295
0.36790001,98.134727,98.134369
0.368,98.153801,98.153442
0.36809999,98.172867,98.172516
0.3682,98.191933,98.191582
0.36829999,98.210999,98.21064
0.36840001,98.230049,98.229698
0.36849999,98.2491,98.248749
0.36860001,98.26815,98.267792
0.3687,98.287186,98.286835
0.36880001,98.306229,98.30587
0.3689,98.325256,98.324905
0.36899999,98.344284,98.343925
0.3691,98.363304,98.362953
0.36919999,98.382324,98.381966
0.36930001,98.401337,98.400978
0.36939999,98.420349,98.419991
0.36950001,98.439346,98.438995
0.3696,98.458351,98.457993
0.36970001,98.477341,98.476982
0.3698,98.49633,98.495972
0.36989999,98.515312,98.514961
0.37,98.534294,98.533936
0.37009999,98.553268,98.55291
0.37020001,98.572243,98.571884
0.37029999,98.591202,98.590851
0.37040001,98.610168,98.60981
0.3705,98.62912,98.628761
0.37059999,98.648071,98.647713
0.3707,98.667023,98.666664
0.37079999,98.685959,98.6856
0.37090001,98.704895,98.704536
0.37099999,98.723831,98.723473
0.37110001,98.74276,98.742401
0.3712,98.761681,98.761322
0.37130001,98.780602,98.780243
0.3714,98.799515,98.799156
0.37149999,98.81842,98.818062
0.3716,98.837326,98.836967
0.37169999,98.856224,98.855865
0.37180001,98.875122,98.874756
0.37189999,98.894005,98.893646
0.37200001,98.912895,98.912537
0.3721,98.93177,98.931412
0.37220001,98.950645,98.950287
0.3723,98.969521,98.969162
0.37239999,98.988388,98.988022
0.3725,99.007248,99.006889
0.37259999,99.0261,99.025742
0.37270001,99.044952,99.044594
0.37279999,99.063805,99.063438
0.37290001,99.082642,99.082283
0.373,99.101479,99.10112
0.37310001,99.120316,99.119957
0.3732,99.139145,99.138779
0.37329999,99.157967,99.157608
0.3734,99.176788,99.176422
0.37349999,99.195602,99.195236
0.37360001,99.214409,99.214043
0.37369999,99.233215,99.232849
0.37380001,99.252014,99.251648
0.3739,99.270805,99.270447
0.37400001,99.289597,99.289238
0.3741,99.30838,99.308022
0.37419999,99.327164,99.326797
0.3743,99.34594,99.345573
0.37439999,99.364708,99.364349
0.37450001,99.383476,99.383118
0.37459999,99.402237,99.401878
0.37470001,99.420998,99.420631
0.3748,99.439751,99.439384
0.37490001,99.458496,99.45813
0.375,99.477242,99.476875
0.37509999,99.495979,99.495613
0.3752,99.514709,99.514351
0.37529999,99.53344,99.533073
0.37540001,99.552162,99.551804
0.37549999,99.570885,99.570518
0.37560001,99.5896,99.589233
0.3757,99.608307,99.607941
0.37580001,99.627014,99.626648
0.3759,99.645714,99.645348
0.37599999,99.664413,99.664047
0.3761,99.683098,99.682739
0.37619999,99.70179,99.701424
0.37630001,99.720467,99.7201
0.37639999,99.739143,99.738777
0.37650001,99.75782,99.757454
0.3766,99.776489,99.776123
0.37670001,99.795151,99.794785
0.3768,99.813805,99.813438
0.37689999,99.832458,99.832092
0.377,99.851105,99.850739
0.37709999,99.869751,99.869385
0.37720001,99.88839,99.888023
0.37729999,99.907028,99.906662
0.37740001,99.925652,99.925285
0.3775,99.944283,99.943916
0.37760001,99.962898,99.962532
0.3777,99.981514,99.981148
0.37779999,100.00013,99.999756
0.3779,100.01873,100.01836
0.37799999,100.03733,100.03696
0.37810001,100.05593,100.05556
0.37819999,100.07452,100.07416
0.37830001,100.09311,100.09274
0.3784,100.11169,100.11132
0.37850001,100.13027,100.1299
0.3786,100.14884,100.14848
0.37869999,100.16741,100.16705
0.3788,100.18597,100.18561
0.37889999,100.20454,100.20416
0.37900001,100.22309,100.22272
0.37909999,100.24164,100.24127
0.37920001,100.26019,100.25981
0.3793,100.27872,100.27835
0.37940001,100.29726,100.29689
0.3795,100.31579,100.31542
0.37959999,100.33431,100.33395
0.37970001,100.35284,100.35246
0.37979999,100.37135,100.37098
0.37990001,100.38986,100.3895
0.38,100.40837,100.408
0.38010001,100.42687,100.42651
0.3802,100.44537,100.445
0.38029999,100.46387,100.46349
0.3804,100.48235,100.48198
0.38049999,100.50084,100.50047
0.38060001,100.51932,100.51894
0.38069999,100.53779,100.53741
0.38080001,100.55626,100.55589
0.3809,100.57472,100.57435
0.38100001,100.59319,100.59281
0.3811,100.61164,100.61127
0.38119999,100.63009,100.62971
0.3813,100.64854,100.64816
0.38139999,100.66698,100.6666
0.38150001,100.68541,100.68504
0.38159999,100.70384,100.70347
0.38170001,100.72227,100.7219
0.3818,100.74069,100.74032
0.38190001,100.75911,100.75874
0.382,100.77753,100.77715
0.38209999,100.79593,100.79556
0.3822,100.81434,100.81396
0.38229999,100.83273,100.83236
0.38240001,100.85113,100.85075
0.38249999,100.86951,100.86914
0.38260001,100.8879,100.88753
0.3827,100.90628,100.90591
0.38280001,100.92466,100.92429
0.3829,100.94303,100.94266
0.38299999,100.9614,100.96102
0.3831,100.97975,100.97938
0.38319999,100.99812,100.99773
0.38330001,101.01646,101.01609
0.38339999,101.03481,101.03444
0.38350001,101.05315,101.05278
0.3836,101.07149,101.07111
0.38370001,101.08982,101.08945
0.3838,101.10815,101.10778
0.38389999,101.12647,101.1261
0.384,101.1448,101.14442
0.38409999,101.16311,101.16273
0.38420001,101.18142,101.18105
0.38429999,101.19972,101.19935
0.38440001,101.21803,101.21764
0.3845,101.23632,101.23594
0.38460001,101.25461,101.25423
0.3847,101.2729,101.27252
0.38479999,101.29118,101.2908
0.3849,101.30946,101.30907
0.38499999,101.32773,101.32735
0.38510001,101.34599,101.34562
0.38519999,101.36426,101.36388
0.38530001,101.38251,101.38213
0.3854,101.40076,101.40039
0.38550001,101.41901,101.41864
0.3856,101.43726,101.43688
0.38569999,101.4555,101.45512
0.3858,101.47373,101.47336
0.38589999,101.49196,101.49158
0.38600001,101.51019,101.50981
0.38609999,101.5284,101.52803
0.38620001,101.54662,101.54624
0.3863,101.56483,101.56445
0.38640001,101.58304,101.58266
0.3865,101.60124,101.60086
0.38659999,101.61944,101.61906
0.3867,101.63763,101.63725
0.38679999,101.65582,101.65544
0.38690001,101.674,101.67362
0.38699999,101.69218,101.6918
0.38710001,101.71035,101.70998
0.3872,101.72852,101.72814
0.38730001,101.74669,101.74631
0.3874,101.76485,101.76447
0.38749999,101.783,101.78262
0.3876,101.80115,101.80077
0.38769999,101.8193,101.81892
0.38780001,101.83744,101.83706
0.38789999,101.85558,101.85519
0.38800001,101.8737,101.87332
0.3881,101.89183,101.89145
0.38820001,101.90995,101.90957
0.3883,101.92807,101.92769
0.38839999,101.94618,101.9458
0.38850001,101.96429,101.96391
0.38859999,101.98239,101.98201
0.38870001,102.0005,102.00011
0.3888,102.01859,102.0182
0.38890001,102.03667,102.03629
0.389,102.05476,102.05437
0.38909999,102.07284,102.07246
0.3892,102.09091,102.09053
0.38929999,102.10899,102.1086
0.38940001,102.12705,102.12667
0.38949999,102.14511,102.14473
0.38960001,102.16317,102.16279
0.3897,102.18122,102.18084
0.38980001,102.19926,102.19888
0.3899,102.21731,102.21693
0.38999999,102.23535,102.23496
0.3901,102.25338,102.253
0.39019999,102.27141,102.27103
0.39030001,102.28944,102.28905
0.39039999,102.30745,102.30707
0.39050001,102.32547,102.32508
0.3906,102.34348,102.34309
0.39070001,102.36148,102.3611
0.3908,102.37948,102.3791
0.39089999,102.39748,102.39709
0.391,102.41547,102.41508
0.39109999,102.43346,102.43307
0.39120001,102.45144,102.45105
0.39129999,102.46941,102.46903
0.39140001,102.48739,102.487
0.3915,102.50536,102.50497
0.39160001,102.52332,102.52293
0.3917,102.54128,102.54089
0.39179999,102.55923,102.55885
0.3919,102.57718,102.57679
0.39199999,102.59512,102.59473
0.39210001,102.61306,102.61268
0.39219999,102.631,102.63061
0.39230001,102.64893,102.64854
0.3924,102.66685,102.66647
0.39250001,102.68478,102.68439
0.3926,102.70269,102.7023
0.39269999,102.7206,102.72021
0.3928,102.73851,102.73812
0.39289999,102.75641,102.75603
0.39300001,102.77431,102.77393
0.39309999,102.79221,102.79182
0.39320001,102.81009,102.8097
0.3933,102.82797,102.82759
0.39340001,102.84586,102.84547
0.3935,102.86373,102.86334
0.39359999,102.8816,102.88121
0.3937,102.89946,102.89908
0.39379999,102.91732,102.91694
0.39390001,102.93518,102.93479
0.39399999,102.95303,102.95264
0.39410001,102.97088,102.97049
0.3942,102.98872,102.98833
0.39430001,103.00655,103.00616
0.3944,103.02439,103.024
0.39449999,103.04221,103.04182
0.3946,103.06004,103.05965
0.39469999,103.07786,103.07747
0.39480001,103.09567,103.09528
0.39489999,103.11348,103.11309
0.39500001,103.13129,103.1309
0.3951,103.14909,103.1487
0.39520001,103.16688,103.16649
0.3953,103.18467,103.18428
0.39539999,103.20245,103.20206
0.3955,103.22024,103.21985
0.39559999,103.23801,103.23763
0.39570001,103.25578,103.25539
0.39579999,103.27355,103.27316
0.39590001,103.29131,103.29092
0.396,103.30907,103.30869
0.39610001,103.32683,103.32644
0.3962,103.34457,103.34418
0.39629999,103.36232,103.36193
0.3964,103.38006,103.37967
0.39649999,103.3978,103.3974
0.39660001,103.41553,103.41513
0.39669999,103.43325,103.43286
0.39680001,103.45097,103.45058
0.3969,103.46869,103.46829
0.39700001,103.4864,103.48601
0.3971,103.5041,103.50372
0.39719999,103.5218,103.52142
0.3973,103.53951,103.53912
0.39739999,103.5572,103.55681
