"time","tank.level","tank.medium.h","tank.aboveLevel[1]","tank.aboveLevel[2]","tank.aboveLevel[3]","tank.aboveLevel[4]","tank.ports_m_flow_out[1]","tank.ports_m_flow_out[2]","tank.ports_m_flow_out[3]","tank.ports_m_flow_out[4]"
1250,6.0149120992018954,84013.058152596903,0,1,1,1,1,1,1,1
1251,6.0162537996499363,84013.058152596903,0,1,1,1,1,1,1,1
1252,6.0175851348740172,84013.058152596903,0,1,1,1,1,1,1,1
1253,6.0189065607859922,84013.058152596903,0,1,1,1,1,1,1,1
1254,6.0202182379104832,84013.058152596903,0,1,1,1,1,1,1,1
1255,6.0215207584515626,84013.058152596903,0,1,1,1,1,1,1,1
1256,6.0228141523307732,84013.058152596903,0,1,1,1,1,1,1,1
1257,6.0240988641058504,84013.058152596903,0,1,1,1,1,1,1,1
1258,6.0253750841036853,84013.058152596903,0,1,1,1,1,1,1,1
1259,6.0266430253727687,84013.058152596903,0,1,1,1,1,1,1,1
1260,6.0279029572045033,84013.058152596903,0,1,1,1,1,1,1,1
1261,6.0291550298398313,84013.058152596903,0,1,1,1,1,1,1,1
1262,6.0303994494253992,84013.058152596903,0,1,1,1,1,1,1,1
1263,6.0316364068979427,84013.058152596903,0,1,1,1,1,1,1,1
1264,6.032866068656948,84013.058152596903,0,1,1,1,1,1,1,1
1265,6.0340885890091762,84013.058152596903,0,1,1,1,1,1,1,1
1266,6.0353041111707997,84013.058152596903,0,1,1,1,1,1,1,1
1267,6.0365127687871327,84013.058152596903,0,1,1,1,1,1,1,1
1268,6.0377147144629344,84013.058152596903,0,1,1,1,1,1,1,1
1269,6.0389100510116913,84013.058152596903,0,1,1,1,1,1,1,1
1270,6.0400988845283923,84013.058152596903,0,1,1,1,1,1,1,1
1271,6.0412813105133747,84013.058152596903,0,1,1,1,1,1,1,1
1272,6.0424574450306574,84013.058152596903,0,1,1,1,1,1,1,1
1273,6.0436274521996047,84013.058152596903,0,1,1,1,1,1,1,1
1274,6.0447913794969388,84013.058152596903,0,1,1,1,1,1,1,1
1275,6.0459493116991156,84013.058152596903,0,1,1,1,1,1,1,1
1276,6.0471013267536042,84013.058152596903,0,1,1,1,1,1,1,1
1277,6.0482475381562928,84013.058152596903,0,1,1,1,1,1,1,1
1278,6.0493880537437175,84013.058152596903,0,1,1,1,1,1,1,1
1279,6.050522924918937,84013.058152596903,0,1,1,1,1,1,1,1
1280,6.0516522244310895,84013.058152596903,0,1,1,1,1,1,1,1
1281,6.0527760206006267,84013.058152596903,0,1,1,1,1,1,1,1
1282,6.0538944145588713,84013.058152596903,0,1,1,1,1,1,1,1
1283,6.0550074751342899,84013.058152596903,0,1,1,1,1,1,1,1
1284,6.0561152600734678,84013.058152596903,0,1,1,1,1,1,1,1
1285,6.0572178332151783,84013.058152596903,0,1,1,1,1,1,1,1
1286,6.0583152553736968,84013.058152596903,0,1,1,1,1,1,1,1
1287,6.0594076197217532,84013.058152596903,0,1,1,1,1,1,1,1
1288,6.0604949744711707,84013.058152596903,0,1,1,1,1,1,1,1
1289,6.0615773783603233,84013.058152596903,0,1,1,1,1,1,1,1
1290,6.0626548894302754,84013.058152596903,0,1,1,1,1,1,1,1
1291,6.0637275636655392,84013.058152596903,0,1,1,1,1,1,1,1
1292,6.0647954549940728,84013.058152596903,0,1,1,1,1,1,1,1
1293,6.0658586152872802,84013.058152596903,0,1,1,1,1,1,1,1
1294,6.0669170943600106,84013.058152596903,0,1,1,1,1,1,1,1
1295,6.0679709399705581,84013.058152596903,0,1,1,1,1,1,1,1
1296,6.0690202017893959,84013.058152596903,0,1,1,1,1,1,1,1
1297,6.0700649298198597,84013.058152596903,0,1,1,1,1,1,1,1
1298,6.0711051612594673,84013.058152596903,0,1,1,1,1,1,1,1
1299,6.0721409367867309,84013.058152596903,0,1,1,1,1,1,1,1
1300,6.0731722951142677,84013.058152596903,0,1,1,1,1,1,1,1
1301,6.074199272988805,84013.058152596903,0,1,1,1,1,1,1,1
1302,6.0752219051911673,84013.058152596903,0,1,1,1,1,1,1,1
1303,6.0762402245362956,84013.058152596903,0,1,1,1,1,1,1,1
1304,6.0772542618732244,84013.058152596903,0,1,1,1,1,1,1,1
1305,6.078264046085101,84013.058152596903,0,1,1,1,1,1,1,1
1306,6.0792697340924331,84013.058152596903,0,1,1,1,1,1,1,1
1307,6.0802713147176402,84013.058152596903,0,1,1,1,1,1,1,1
1308,6.0812687930174292,84013.058152596903,0,1,1,1,1,1,1,1
1309,6.082262202007036,84013.058152596903,0,1,1,1,1,1,1,1
1310,6.0832515735117303,84013.058152596903,0,1,1,1,1,1,1,1
1311,6.0842369381668169,84013.058152596903,0,1,1,1,1,1,1,1
1312,6.0852183254176326,84013.058152596903,0,1,1,1,1,1,1,1
1313,6.0861957635195436,84013.058152596903,0,1,1,1,1,1,1,1
1314,6.0871692795379522,84013.058152596903,0,1,1,1,1,1,1,1
1315,6.0881389182215102,84013.058152596903,0,1,1,1,1,1,1,1
1316,6.0891047806249219,84013.058152596903,0,1,1,1,1,1,1,1
1317,6.0900668361749375,84013.058152596903,0,1,1,1,1,1,1,1
1318,6.0910251136492652,84013.058152596903,0,1,1,1,1,1,1,1
1319,6.0919796410382379,84013.058152596903,0,1,1,1,1,1,1,1
1320,6.0929304455448046,84013.058152596903,0,1,1,1,1,1,1,1
1321,6.0938775535845391,84013.058152596903,0,1,1,1,1,1,1,1
1322,6.0948209907856317,84013.058152596903,0,1,1,1,1,1,1,1
1323,6.0957607819888908,84013.058152596903,0,1,1,1,1,1,1,1
1324,6.0966969512477451,84013.058152596903,0,1,1,1,1,1,1,1
1325,6.0976295608066868,84013.058152596903,0,1,1,1,1,1,1,1
1326,6.0985586371903375,84013.058152596903,0,1,1,1,1,1,1,1
1327,6.0994841865887919,84013.058152596903,0,1,1,1,1,1,1,1
1328,6.1004062340754626,84013.058152596903,0,1,1,1,1,1,1,1
1329,6.1013248041891517,84013.058152596903,0,1,1,1,1,1,1,1
1330,6.1022399209340428,84013.058152596903,0,1,1,1,1,1,1,1
1331,6.1031516077797079,84013.058152596903,0,1,1,1,1,1,1,1
1332,6.1040598876611005,84013.058152596903,0,1,1,1,1,1,1,1
1333,6.1049647829785654,84013.058152596903,0,1,1,1,1,1,1,1
1334,6.1058663167056828,84013.058152596903,0,1,1,1,1,1,1,1
1335,6.1067645389912801,84013.058152596903,0,1,1,1,1,1,1,1
1336,6.1076594522437881,84013.058152596903,0,1,1,1,1,1,1,1
1337,6.1085510785655721,84013.058152596903,0,1,1,1,1,1,1,1
1338,6.1094394396400276,84013.058152596903,0,1,1,1,1,1,1,1
1339,6.110324556731582,84013.058152596903,0,1,1,1,1,1,1,1
1340,6.1112064506856996,84013.058152596903,0,1,1,1,1,1,1,1
1341,6.1120851419288709,84013.058152596903,0,1,1,1,1,1,1,1
1342,6.112960650468624,84013.058152596903,0,1,1,1,1,1,1,1
1343,6.1138329958935174,84013.058152596903,0,1,1,1,1,1,1,1
1344,6.1147022056513984,84013.058152596903,0,1,1,1,1,1,1,1
1345,6.1155683049545146,84013.058152596903,0,1,1,1,1,1,1,1
1346,6.1164313053325658,84013.058152596903,0,1,1,1,1,1,1,1
1347,6.1172912259178176,84013.058152596903,0,1,1,1,1,1,1,1
1348,6.1181480854982295,84013.058152596903,0,1,1,1,1,1,1,1
1349,6.1190019025174633,84013.058152596903,0,1,1,1,1,1,1,1
1350,6.1198526950748748,84013.058152596903,0,1,1,1,1,1,1,1
1351,6.1207004809255219,84013.058152596903,0,1,1,1,1,1,1,1
1352,6.1215452774801635,84013.058152596903,0,1,1,1,1,1,1,1
1353,6.1223871018052503,84013.058152596903,0,1,1,1,1,1,1,1
1354,6.123225981950025,84013.058152596903,0,1,1,1,1,1,1,1
1355,6.1240619297950669,84013.058152596903,0,1,1,1,1,1,1,1
1356,6.1248949613317833,84013.058152596903,0,1,1,1,1,1,1,1
1357,6.1257250935743679,84013.058152596903,0,1,1,1,1,1,1,1
1358,6.1265523433323006,84013.058152596903,0,1,1,1,1,1,1,1
1359,6.1273767272166788,84013.058152596903,0,1,1,1,1,1,1,1
1360,6.1281982616465527,84013.058152596903,0,1,1,1,1,1,1,1
1361,6.1290169628552533,84013.058152596903,0,1,1,1,1,1,1,1
1362,6.1298328468967265,84013.058152596903,0,1,1,1,1,1,1,1
1363,6.1306459296518696,84013.058152596903,0,1,1,1,1,1,1,1
1364,6.1314562268348585,84013.058152596903,0,1,1,1,1,1,1,1
1365,6.1322637539994806,84013.058152596903,0,1,1,1,1,1,1,1
1366,6.1330685265454727,84013.058152596903,0,1,1,1,1,1,1,1
1367,6.1338705597248468,84013.058152596903,0,1,1,1,1,1,1,1
1368,6.1346698686482242,84013.058152596903,0,1,1,1,1,1,1,1
1369,6.1354664682911695,84013.058152596903,0,1,1,1,1,1,1,1
1370,6.1362603735005248,84013.058152596903,0,1,1,1,1,1,1,1
1371,6.1370515990007348,84013.058152596903,0,1,1,1,1,1,1,1
1372,6.1378401594001923,84013.058152596903,0,1,1,1,1,1,1,1
1373,6.1386260670454122,84013.058152596903,0,1,1,1,1,1,1,1
1374,6.1394093369417853,84013.058152596903,0,1,1,1,1,1,1,1
1375,6.1401899840061773,84013.058152596903,0,1,1,1,1,1,1,1
1376,6.1409680223208172,84013.058152596903,0,1,1,1,1,1,1,1
1377,6.141743465873998,84013.058152596903,0,1,1,1,1,1,1,1
1378,6.1425163285660931,84013.058152596903,0,1,1,1,1,1,1,1
1379,6.1432866242155502,84013.058152596903,0,1,1,1,1,1,1,1
1380,6.1440543665649194,84013.058152596903,0,1,1,1,1,1,1,1
1381,6.1448195692868506,84013.058152596903,0,1,1,1,1,1,1,1
1382,6.1455822459901075,84013.058152596903,0,1,1,1,1,1,1,1
1383,6.1463424102255759,84013.058152596903,0,1,1,1,1,1,1,1
1384,6.1471000754922756,84013.058152596903,0,1,1,1,1,1,1,1
1385,6.1478552552433667,84013.058152596903,0,1,1,1,1,1,1,1
1386,6.1486079628921608,84013.058152596903,0,1,1,1,1,1,1,1
1387,6.1493582118181331,84013.058152596903,0,1,1,1,1,1,1,1
1388,6.1501060153729279,84013.058152596903,0,1,1,1,1,1,1,1
1389,6.1508513868863695,84013.058152596903,0,1,1,1,1,1,1,1
1390,6.151594339672477,84013.058152596903,0,1,1,1,1,1,1,1
1391,6.1523348870354635,84013.058152596903,0,1,1,1,1,1,1,1
1392,6.1530730144848409,84013.058152596903,0,1,1,1,1,1,1,1
1393,6.1538087318345251,84013.058152596903,0,1,1,1,1,1,1,1
1394,6.1545420706007343,84013.058152596903,0,1,1,1,1,1,1,1
1395,6.1552730425928424,84013.058152596903,0,1,1,1,1,1,1,1
1396,6.156001659543052,84013.058152596903,0,1,1,1,1,1,1,1
1397,6.1567279331096207,84013.058152596903,0,1,1,1,1,1,1,1
1398,6.1574518748801079,84013.058152596903,0,1,1,1,1,1,1,1
1399,6.1581734963746069,84013.058152596903,0,1,1,1,1,1,1,1
1400,6.1588928090489787,84013.058152596903,0,1,1,1,1,1,1,1
1401,6.1596098242980908,84013.058152596903,0,1,1,1,1,1,1,1
1402,6.1603245534590565,84013.058152596903,0,1,1,1,1,1,1,1
1403,6.1610370078144712,84013.058152596903,0,1,1,1,1,1,1,1
1404,6.1617471985956414,84013.058152596903,0,1,1,1,1,1,1,1
1405,6.1624551369858311,84013.058152596903,0,1,1,1,1,1,1,1
1406,6.1631608341234934,84013.058152596903,0,1,1,1,1,1,1,1
1407,6.1638643011055088,84013.058152596903,0,1,1,1,1,1,1,1
1408,6.1645655489904199,84013.058152596903,0,1,1,1,1,1,1,1
1409,6.1652645888016693,84013.058152596903,0,1,1,1,1,1,1,1
1410,6.1659614315308362,84013.058152596903,0,1,1,1,1,1,1,1
1411,6.1666560757936217,84013.058152596903,0,1,1,1,1,1,1,1
1412,6.1673485210948327,84013.058152596903,0,1,1,1,1,1,1,1
1413,6.1680387944352493,84013.058152596903,0,1,1,1,1,1,1,1
1414,6.1687269058777048,84013.058152596903,0,1,1,1,1,1,1,1
1415,6.1694128654202265,84013.058152596903,0,1,1,1,1,1,1,1
1416,6.1700966829980022,84013.058152596903,0,1,1,1,1,1,1,1
1417,6.1707783684853466,84013.058152596903,0,1,1,1,1,1,1,1
1418,6.1714579316976739,84013.058152596903,0,1,1,1,1,1,1,1
1419,6.1721353823934786,84013.058152596903,0,1,1,1,1,1,1,1
1420,6.1728107302762876,84013.058152596903,0,1,1,1,1,1,1,1
1421,6.1734839849966416,84013.058152596903,0,1,1,1,1,1,1,1
1422,6.1741551561540673,84013.058152596903,0,1,1,1,1,1,1,1
1423,6.1748242532990432,84013.058152596903,0,1,1,1,1,1,1,1
1424,6.1754912859349718,84013.058152596903,0,1,1,1,1,1,1,1
1425,6.1761562635201495,84013.058152596903,0,1,1,1,1,1,1,1
1426,6.1768191954697338,84013.058152596903,0,1,1,1,1,1,1,1
1427,6.1774800911577259,84013.058152596903,0,1,1,1,1,1,1,1
1428,6.1781389599189218,84013.058152596903,0,1,1,1,1,1,1,1
1429,6.178795811050902,84013.058152596903,0,1,1,1,1,1,1,1
1430,6.1794506484569744,84013.058152596903,0,1,1,1,1,1,1,1
1431,6.1801034660111052,84013.058152596903,0,1,1,1,1,1,1,1
1432,6.1807542880834445,84013.058152596903,0,1,1,1,1,1,1,1
1433,6.1814031232536166,84013.058152596903,0,1,1,1,1,1,1,1
1434,6.182049980040274,84013.058152596903,0,1,1,1,1,1,1,1
1435,6.1826948669022315,84013.058152596903,0,1,1,1,1,1,1,1
1436,6.1833377922396204,84013.058152596903,0,1,1,1,1,1,1,1
1437,6.1839787643950217,84013.058152596903,0,1,1,1,1,1,1,1
1438,6.1846177916546115,84013.058152596903,0,1,1,1,1,1,1,1
1439,6.1852548822493016,84013.058152596903,0,1,1,1,1,1,1,1
1440,6.1858900443558822,84013.058152596903,0,1,1,1,1,1,1,1
1441,6.1865232860981632,84013.058152596903,0,1,1,1,1,1,1,1
1442,6.1871546155481205,84013.058152596903,0,1,1,1,1,1,1,1
1443,6.1877840407270295,84013.058152596903,0,1,1,1,1,1,1,1
1444,6.1884115696066146,84013.058152596903,0,1,1,1,1,1,1,1
1445,6.1890372101101878,84013.058152596903,0,1,1,1,1,1,1,1
1446,6.1896609701137901,84013.058152596903,0,1,1,1,1,1,1,1
1447,6.1902828574473379,84013.058152596903,0,1,1,1,1,1,1,1
1448,6.1909028798957584,84013.058152596903,0,1,1,1,1,1,1,1
1449,6.1915210448082529,84013.058152596903,0,1,1,1,1,1,1,1
1450,6.1921373545702121,84013.058152596903,0,1,1,1,1,1,1,1
1451,6.1927518212264436,84013.058152596903,0,1,1,1,1,1,1,1
1452,6.1933644522523741,84013.058152596903,0,1,1,1,1,1,1,1
1453,6.1939752550760598,84013.058152596903,0,1,1,1,1,1,1,1
1454,6.1945842370791429,84013.058152596903,0,1,1,1,1,1,1,1
1455,6.1951914055977779,84013.058152596903,0,1,1,1,1,1,1,1
1456,6.1957967679235857,84013.058152596903,0,1,1,1,1,1,1,1
1457,6.1964003313045888,84013.058152596903,0,1,1,1,1,1,1,1
1458,6.1970021029461551,84013.058152596903,0,1,1,1,1,1,1,1
1459,6.1976020900119408,84013.058152596903,0,1,1,1,1,1,1,1
1460,6.1982002996248307,84013.058152596903,0,1,1,1,1,1,1,1
1461,6.1987967388678777,84013.058152596903,0,1,1,1,1,1,1,1
1462,6.19939141478525,84013.058152596903,0,1,1,1,1,1,1,1
1463,6.199984334383168,84013.058152596903,0,1,1,1,1,1,1,1
1464,6.2005755046308506,84013.058152596903,0,1,1,1,1,1,1,1
1465,6.2011649324614488,84013.058152596903,0,1,1,1,1,1,1,1
1466,6.2017526247729995,84013.058152596903,0,1,1,1,1,1,1,1
1467,6.2023385884293551,84013.058152596903,0,1,1,1,1,1,1,1
1468,6.2029228302611381,84013.058152596903,0,1,1,1,1,1,1,1
1469,6.2035053542024787,84013.058152596903,0,1,1,1,1,1,1,1
1470,6.2040861689458175,84013.058152596903,0,1,1,1,1,1,1,1
1471,6.2046652814078183,84013.058152596903,0,1,1,1,1,1,1,1
1472,6.2052426982174316,84013.058152596903,0,1,1,1,1,1,1,1
1473,6.2058184259707199,84013.058152596903,0,1,1,1,1,1,1,1
1474,6.2063924712316849,84013.058152596903,0,1,1,1,1,1,1,1
1475,6.2069648405331055,84013.058152596903,0,1,1,1,1,1,1,1
1476,6.2075355403773775,84013.058152596903,0,1,1,1,1,1,1,1
1477,6.2081045772373429,84013.058152596903,0,1,1,1,1,1,1,1
1478,6.2086719575571294,84013.058152596903,0,1,1,1,1,1,1,1
1479,6.2092376877529887,84013.058152596903,0,1,1,1,1,1,1,1
1480,6.2098017742141263,84013.058152596903,0,1,1,1,1,1,1,1
1481,6.2103642233035448,84013.058152596903,0,1,1,1,1,1,1,1
1482,6.2109250413588715,84013.058152596903,0,1,1,1,1,1,1,1
1483,6.2114842346932022,84013.058152596903,0,1,1,1,1,1,1,1
1484,6.2120418095959309,84013.058152596903,0,1,1,1,1,1,1,1
1485,6.2125977723335897,84013.058152596903,0,1,1,1,1,1,1,1
1486,6.213152129150683,84013.058152596903,0,1,1,1,1,1,1,1
1487,6.2137048862705244,84013.058152596903,0,1,1,1,1,1,1,1
1488,6.2142560409927814,84013.058152596903,0,1,1,1,1,1,1,1
1489,6.214805603126333,84013.058152596903,0,1,1,1,1,1,1,1
1490,6.2153535812431837,84013.058152596903,0,1,1,1,1,1,1,1
1491,6.2158999811924129,84013.058152596903,0,1,1,1,1,1,1,1
1492,6.2164448087893609,84013.058152596903,0,1,1,1,1,1,1,1
1493,6.2169880698160611,84013.058152596903,0,1,1,1,1,1,1,1
1494,6.2175297700216685,84013.058152596903,0,1,1,1,1,1,1,1
1495,6.218069915122884,84013.058152596903,0,1,1,1,1,1,1,1
1496,6.2186085108043896,84013.058152596903,0,1,1,1,1,1,1,1
1497,6.2191455627192669,84013.058152596903,0,1,1,1,1,1,1,1
1498,6.2196810764894392,84013.058152596903,0,1,1,1,1,1,1,1
1499,6.220215057706092,84013.058152596903,0,1,1,1,1,1,1,1
1500,6.2207475119301003,84013.058152596903,0,1,1,1,1,1,1,1
1501,6.2212784446924605,84013.058152596903,0,1,1,1,1,1,1,1
1502,6.2218078614947228,84013.058152596903,0,1,1,1,1,1,1,1
1503,6.2223357678094091,84013.058152596903,0,1,1,1,1,1,1,1
1504,6.2228621690804538,84013.058152596903,0,1,1,1,1,1,1,1
1505,6.2233870707236223,84013.058152596903,0,1,1,1,1,1,1,1
1506,6.2239104781269488,84013.058152596903,0,1,1,1,1,1,1,1
1507,6.2244323966511566,84013.058152596903,0,1,1,1,1,1,1,1
1508,6.2249528316300928,84013.058152596903,0,1,1,1,1,1,1,1
1509,6.2254717883711557,84013.058152596903,0,1,1,1,1,1,1,1
1510,6.2259892721557186,84013.058152596903,0,1,1,1,1,1,1,1
1511,6.2265052882395651,84013.058152596903,0,1,1,1,1,1,1,1
1512,6.2270198418533154,84013.058152596903,0,1,1,1,1,1,1,1
1513,6.227532938202855,84013.058152596903,0,1,1,1,1,1,1,1
1514,6.2280445824697628,84013.058152596903,0,1,1,1,1,1,1,1
1515,6.2285547798117378,84013.058152596903,0,1,1,1,1,1,1,1
1516,6.2290635353630304,84013.058152596903,0,1,1,1,1,1,1,1
1517,6.2295708542348764,84013.058152596903,0,1,1,1,1,1,1,1
1518,6.2300767415159113,84013.058152596903,0,1,1,1,1,1,1,1
1519,6.2305812022726137,84013.058152596903,0,1,1,1,1,1,1,1
1520,6.2310842415497252,84013.058152596903,0,1,1,1,1,1,1,1
1521,6.2315858643706861,84013.058152596903,0,1,1,1,1,1,1,1
1522,6.2320860757380521,84013.058152596903,0,1,1,1,1,1,1,1
1523,6.2325848806339357,84013.058152596903,0,1,1,1,1,1,1,1
1524,6.2330822840204325,84013.058152596903,0,1,1,1,1,1,1,1
1525,6.2335782908400397,84013.058152596903,0,1,1,1,1,1,1,1
1526,6.2340729098738183,84013.058152596903,0,1,1,1,1,1,1,1
1527,6.2345661482778825,84013.058152596903,0,1,1,1,1,1,1,1
1528,6.2350580061379315,84013.058152596903,0,1,1,1,1,1,1,1
1529,6.2355484884146781,84013.058152596903,0,1,1,1,1,1,1,1
1530,6.2360376000550648,84013.058152596903,0,1,1,1,1,1,1,1
1531,6.2365253459927521,84013.058152596903,0,1,1,1,1,1,1,1
1532,6.2370117311486153,84013.058152596903,0,1,1,1,1,1,1,1
1533,6.2374967604312372,84013.058152596903,0,1,1,1,1,1,1,1
1534,6.2379804387374085,84013.058152596903,0,1,1,1,1,1,1,1
1535,6.238462770952613,84013.058152596903,0,1,1,1,1,1,1,1
1536,6.2389437619515276,84013.058152596903,0,1,1,1,1,1,1,1
1537,6.2394234165985116,84013.058152596903,0,1,1,1,1,1,1,1
1538,6.2399017397481096,84013.058152596903,0,1,1,1,1,1,1,1
1539,6.2403787362455372,84013.058152596903,0,1,1,1,1,1,1,1
1540,6.2408544109271782,84013.058152596903,0,1,1,1,1,1,1,1
1541,6.2413287686210781,84013.058152596903,0,1,1,1,1,1,1,1
1542,6.2418018141474407,84013.058152596903,0,1,1,1,1,1,1,1
1543,6.2422735523191211,84013.058152596903,0,1,1,1,1,1,1,1
1544,6.2427439879421156,84013.058152596903,0,1,1,1,1,1,1,1
1545,6.243213125816065,84013.058152596903,0,1,1,1,1,1,1,1
1546,6.2436809707347392,84013.058152596903,0,1,1,1,1,1,1,1
1547,6.244147527486537,84013.058152596903,0,1,1,1,1,1,1,1
1548,6.2446128008549788,84013.058152596903,0,1,1,1,1,1,1,1
1549,6.2450767956192008,84013.058152596903,0,1,1,1,1,1,1,1
1550,6.2455395165544516,84013.058152596903,0,1,1,1,1,1,1,1
1551,6.2460009684325808,84013.058152596903,0,1,1,1,1,1,1,1
1552,6.246461156022538,84013.058152596903,0,1,1,1,1,1,1,1
1553,6.2469200840908634,84013.058152596903,0,1,1,1,1,1,1,1
1554,6.2473777574021891,84013.058152596903,0,1,1,1,1,1,1,1
1555,6.2478341807197255,84013.058152596903,0,1,1,1,1,1,1,1
1556,6.2482893588057538,84013.058152596903,0,1,1,1,1,1,1,1
1557,6.2487432964221323,84013.058152596903,0,1,1,1,1,1,1,1
1558,6.2491959983307774,84013.058152596903,0,1,1,1,1,1,1,1
1559,6.2496474692941657,84013.058152596903,0,1,1,1,1,1,1,1
1560,6.2500977140758263,84013.058152596903,0,1,1,1,1,1,1,1
1561,6.2505466608822502,84013.058152596903,0,1,1,1,1,1,1,1
1562,6.2509943767256226,84013.058152596903,0,1,1,1,1,1,1,1
1563,6.2514408698824546,84013.058152596903,0,1,1,1,1,1,1,1
1564,6.2518861444535458,84013.058152596903,0,1,1,1,1,1,1,1
1565,6.2523302045199936,84013.058152596903,0,1,1,1,1,1,1,1
1566,6.2527730541433248,84013.058152596903,0,1,1,1,1,1,1,1
1567,6.2532146973656406,84013.058152596903,0,1,1,1,1,1,1,1
1568,6.2536551382097443,84013.058152596903,0,1,1,1,1,1,1,1
1569,6.2540943806792866,84013.058152596903,0,1,1,1,1,1,1,1
1570,6.254532428758897,84013.058152596903,0,1,1,1,1,1,1,1
1571,6.2549692864143234,84013.058152596903,0,1,1,1,1,1,1,1
1572,6.2554049575925692,84013.058152596903,0,1,1,1,1,1,1,1
1573,6.2558394462220308,84013.058152596903,0,1,1,1,1,1,1,1
1574,6.2562727562126259,84013.058152596903,0,1,1,1,1,1,1,1
1575,6.2567048914559482,84013.058152596903,0,1,1,1,1,1,1,1
1576,6.2571358558253856,84013.058152596903,0,1,1,1,1,1,1,1
1577,6.2575656531762691,84013.058152596903,0,1,1,1,1,1,1,1
1578,6.2579942873460066,84013.058152596903,0,1,1,1,1,1,1,1
1579,6.2584217621542182,84013.058152596903,0,1,1,1,1,1,1,1
1580,6.258848081402876,84013.058152596903,0,1,1,1,1,1,1,1
1581,6.2592732488764353,84013.058152596903,0,1,1,1,1,1,1,1
1582,6.2596972683419798,84013.058152596903,0,1,1,1,1,1,1,1
1583,6.2601201435493552,84013.058152596903,0,1,1,1,1,1,1,1
1584,6.2605418782313018,84013.058152596903,0,1,1,1,1,1,1,1
1585,6.2609624761035967,84013.058152596903,0,1,1,1,1,1,1,1
1586,6.2613819408651903,84013.058152596903,0,1,1,1,1,1,1,1
1587,6.261800276198338,84013.058152596903,0,1,1,1,1,1,1,1
1588,6.2622174857687467,84013.058152596903,0,1,1,1,1,1,1,1
1589,6.2626335732257061,84013.058152596903,0,1,1,1,1,1,1,1
1590,6.2630485422022195,84013.058152596903,0,1,1,1,1,1,1,1
1591,6.2634623963151528,84013.058152596903,0,1,1,1,1,1,1,1
1592,6.2638751391653669,84013.058152596903,0,1,1,1,1,1,1,1
1593,6.2642867743378492,84013.058152596903,0,1,1,1,1,1,1,1
1594,6.2646973054018567,84013.058152596903,0,1,1,1,1,1,1,1
1595,6.2651067333878103,84013.058152596903,0,1,1,1,1,1,1,1
1596,6.2655150609809054,84013.058152596903,0,1,1,1,1,1,1,1
1597,6.2659222943820199,84013.058152596903,0,1,1,1,1,1,1,1
1598,6.2663284370569441,84013.058152596903,0,1,1,1,1,1,1,1
1599,6.2667334924550566,84013.058152596903,0,1,1,1,1,1,1,1
1600,6.2671374640094353,84013.058152596903,0,1,1,1,1,1,1,1
1601,6.2675403551369762,84013.058152596903,0,1,1,1,1,1,1,1
1602,6.2679421692385144,84013.058152596903,0,1,1,1,1,1,1,1
1603,6.268342909698938,84013.058152596903,0,1,1,1,1,1,1,1
1604,6.2687425798873049,84013.058152596903,0,1,1,1,1,1,1,1
1605,6.269141183156961,84013.058152596903,0,1,1,1,1,1,1,1
1606,6.2695387228456623,84013.058152596903,0,1,1,1,1,1,1,1
1607,6.2699352022756836,84013.058152596903,0,1,1,1,1,1,1,1
1608,6.2703306247539423,84013.058152596903,0,1,1,1,1,1,1,1
1609,6.2707249935721157,84013.058152596903,0,1,1,1,1,1,1,1
1610,6.2711183120067533,84013.058152596903,0,1,1,1,1,1,1,1
1611,6.2715105833193991,84013.058152596903,0,1,1,1,1,1,1,1
1612,6.2719018107567051,84013.058152596903,0,1,1,1,1,1,1,1
1613,6.2722919975505578,84013.058152596903,0,1,1,1,1,1,1,1
1614,6.2726811469181794,84013.058152596903,0,1,1,1,1,1,1,1
1615,6.2730692620622603,84013.058152596903,0,1,1,1,1,1,1,1
1616,6.2734563461710708,84013.058152596903,0,1,1,1,1,1,1,1
1617,6.273842402418575,84013.058152596903,0,1,1,1,1,1,1,1
1618,6.2742274339645556,84013.058152596903,0,1,1,1,1,1,1,1
1619,6.2746114439547256,84013.058152596903,0,1,1,1,1,1,1,1
1620,6.2749944355208438,84013.058152596903,0,1,1,1,1,1,1,1
1621,6.2753764117808402,84013.058152596903,0,1,1,1,1,1,1,1
1622,6.2757573758389302,84013.058152596903,0,1,1,1,1,1,1,1
1623,6.2761373307857244,84013.058152596903,0,1,1,1,1,1,1,1
1624,6.2765162796983596,84013.058152596903,0,1,1,1,1,1,1,1
1625,6.2768942256406017,84013.058152596903,0,1,1,1,1,1,1,1
1626,6.2772711716629743,84013.058152596903,0,1,1,1,1,1,1,1
1627,6.2776471208028752,84013.058152596903,0,1,1,1,1,1,1,1
1628,6.2780220760846834,84013.058152596903,0,1,1,1,1,1,1,1
1629,6.2783960405198869,84013.058152596903,0,1,1,1,1,1,1,1
1630,6.2787690207082889,84013.058152596903,0,1,1,1,1,1,1,1
1631,6.2791410165189658,84013.058152596903,0,1,1,1,1,1,1,1
1632,6.279512030907239,84013.058152596903,0,1,1,1,1,1,1,1
1633,6.2798820668613846,84013.058152596903,0,1,1,1,1,1,1,1
1634,6.2802511273582349,84013.058152596903,0,1,1,1,1,1,1,1
1635,6.2806192153633038,84013.058152596903,0,1,1,1,1,1,1,1
