"Time","Ptr","Pqs"
5.1849999,35073.758,35074.012
5.1859999,35076.402,35076.66
5.1869998,35079.047,35079.301
5.1880002,35081.688,35081.945
5.1890001,35084.328,35084.586
5.1900001,35086.965,35087.223
5.191,35089.602,35089.859
5.1919999,35092.234,35092.492
5.1929998,35094.867,35095.125
5.1939998,35097.496,35097.754
5.1950002,35100.125,35100.383
5.1960001,35102.754,35103.008
5.197,35105.375,35105.633
5.198,35108,35108.254
5.1989999,35110.617,35110.875
5.1999998,35113.238,35113.492
5.2010002,35115.852,35116.109
5.2020001,35118.469,35118.723
5.2030001,35121.078,35121.332
5.204,35123.691,35123.945
5.2049999,35126.297,35126.551
5.2059999,35128.906,35129.16
5.2069998,35131.508,35131.762
5.2080002,35134.113,35134.363
5.2090001,35136.711,35136.965
5.21,35139.309,35139.562
5.211,35141.906,35142.16
5.2119999,35144.5,35144.754
5.2129998,35147.094,35147.348
5.2140002,35149.684,35149.938
5.2150002,35152.273,35152.523
5.2160001,35154.859,35155.109
5.217,35157.445,35157.695
5.2179999,35160.027,35160.277
5.2189999,35162.605,35162.859
5.2199998,35165.188,35165.438
5.2210002,35167.762,35168.012
5.2220001,35170.336,35170.59
5.223,35172.91,35173.16
5.224,35175.48,35175.73
5.2249999,35178.051,35178.301
5.2259998,35180.617,35180.867
5.2270002,35183.18,35183.43
5.2280002,35185.742,35185.992
5.2290001,35188.305,35188.555
5.23,35190.863,35191.113
5.2309999,35193.422,35193.672
5.2319999,35195.977,35196.227
5.2329998,35198.527,35198.777
5.2340002,35201.078,35201.328
5.2350001,35203.629,35203.879
5.2360001,35206.176,35206.426
5.237,35208.719,35208.969
5.2379999,35211.262,35211.512
5.2389998,35213.805,35214.051
5.2399998,35216.344,35216.59
5.2410002,35218.879,35219.129
5.2420001,35221.414,35221.664
5.243,35223.949,35224.195
5.244,35226.48,35226.727
5.2449999,35229.008,35229.258
5.2459998,35231.535,35231.785
5.2470002,35234.062,35234.309
5.2480001,35236.586,35236.832
5.2490001,35239.105,35239.352
5.25,35241.625,35241.871
5.2509999,35244.145,35244.391
5.2519999,35246.66,35246.906
5.2529998,35249.172,35249.418
5.2540002,35251.684,35251.93
5.2550001,35254.191,35254.438
5.256,35256.699,35256.945
5.257,35259.207,35259.449
5.2579999,35261.711,35261.953
5.2589998,35264.211,35264.457
5.2600002,35266.711,35266.957
5.2610002,35269.207,35269.453
5.2620001,35271.703,35271.949
5.263,35274.195,35274.441
5.2639999,35276.688,35276.934
5.2649999,35279.18,35279.422
5.2659998,35281.668,35281.91
5.2670002,35284.152,35284.395
5.2680001,35286.637,35286.879
5.2690001,35289.117,35289.359
5.27,35291.598,35291.84
5.2709999,35294.074,35294.316
5.2719998,35296.551,35296.793
5.2729998,35299.023,35299.266
5.2740002,35301.496,35301.738
5.2750001,35303.965,35304.211
5.276,35306.434,35306.676
5.277,35308.902,35309.145
5.2779999,35311.363,35311.605
5.2789998,35313.828,35314.066
5.2800002,35316.285,35316.527
5.2810001,35318.746,35318.984
5.2820001,35321.199,35321.441
5.283,35323.656,35323.895
5.2839999,35326.105,35326.348
5.2849998,35328.559,35328.797
5.2859998,35331.004,35331.246
5.2870002,35333.453,35333.691
5.2880001,35335.895,35336.137
5.289,35338.336,35338.578
5.29,35340.777,35341.02
5.2909999,35343.215,35343.457
5.2919998,35345.652,35345.891
5.2930002,35348.086,35348.328
5.2940001,35350.52,35350.758
5.2950001,35352.949,35353.188
5.296,35355.379,35355.617
5.2969999,35357.805,35358.043
5.2979999,35360.23,35360.469
5.2989998,35362.652,35362.891
5.3000002,35365.07,35365.312
5.3010001,35367.492,35367.73
5.302,35369.906,35370.145
5.303,35372.32,35372.559
5.3039999,35374.734,35374.973
5.3049998,35377.145,35377.383
5.3060002,35379.555,35379.793
5.3070002,35381.961,35382.199
5.3080001,35384.367,35384.602
5.309,35386.77,35387.004
5.3099999,35389.168,35389.406
5.3109999,35391.566,35391.805
5.3119998,35393.965,35394.199
5.3130002,35396.359,35396.594
5.3140001,35398.754,35398.988
5.3150001,35401.145,35401.379
5.316,35403.531,35403.77
5.3169999,35405.918,35406.156
5.3179998,35408.305,35408.539
5.3189998,35410.688,35410.922
5.3200002,35413.066,35413.305
5.3210001,35415.445,35415.684
5.322,35417.824,35418.059
5.323,35420.199,35420.434
5.3239999,35422.574,35422.809
5.3249998,35424.945,35425.18
5.3260002,35427.312,35427.547
5.3270001,35429.68,35429.914
5.3280001,35432.047,35432.277
5.329,35434.41,35434.641
5.3299999,35436.77,35437.004
5.3309999,35439.129,35439.363
5.3319998,35441.484,35441.719
5.3330002,35443.84,35444.074
5.3340001,35446.195,35446.43
5.335,35448.547,35448.777
5.336,35450.895,35451.129
5.3369999,35453.242,35453.477
5.3379998,35455.59,35455.82
5.3390002,35457.934,35458.164
5.3400002,35460.273,35460.504
5.3410001,35462.613,35462.844
5.342,35464.949,35465.184
5.3429999,35467.285,35467.52
5.3439999,35469.621,35469.852
5.3449998,35471.953,35472.184
5.3460002,35474.281,35474.512
5.3470001,35476.609,35476.84
5.348,35478.934,35479.164
5.349,35481.258,35481.488
5.3499999,35483.582,35483.812
5.3509998,35485.902,35486.129
5.3520002,35488.219,35488.449
5.3530002,35490.535,35490.766
5.3540001,35492.848,35493.078
5.355,35495.16,35495.391
5.3559999,35497.469,35497.699
5.3569999,35499.777,35500.008
5.3579998,35502.086,35502.312
5.3590002,35504.387,35504.617
5.3600001,35506.691,35506.918
5.3610001,35508.988,35509.219
5.362,35511.289,35511.516
5.3629999,35513.586,35513.812
5.3639998,35515.879,35516.105
5.3649998,35518.172,35518.398
5.3660002,35520.461,35520.688
5.3670001,35522.75,35522.977
5.368,35525.035,35525.262
5.369,35527.32,35527.547
5.3699999,35529.602,35529.828
5.3709998,35531.883,35532.109
5.3720002,35534.16,35534.387
5.3730001,35536.438,35536.664
5.3740001,35538.711,35538.938
5.375,35540.984,35541.211
5.3759999,35543.254,35543.48
5.3769999,35545.523,35545.75
5.3779998,35547.789,35548.016
5.3790002,35550.055,35550.281
5.3800001,35552.316,35552.543
5.381,35554.578,35554.805
5.382,35556.836,35557.062
5.3829999,35559.094,35559.32
5.3839998,35561.348,35561.574
5.3850002,35563.602,35563.824
5.3860002,35565.852,35566.074
5.3870001,35568.102,35568.324
5.388,35570.348,35570.57
5.3889999,35572.594,35572.816
5.3899999,35574.836,35575.059
5.3909998,35577.074,35577.301
5.3920002,35579.316,35579.539
5.3930001,35581.551,35581.773
5.3940001,35583.785,35584.012
5.395,35586.02,35586.242
5.3959999,35588.25,35588.473
5.3969998,35590.48,35590.703
5.3979998,35592.707,35592.93
5.3990002,35594.934,35595.156
5.4000001,35597.156,35597.379
5.401,35599.379,35599.598
5.402,35601.598,35601.816
5.4029999,35603.812,35604.035
5.4039998,35606.027,35606.25
5.4050002,35608.242,35608.465
5.4060001,35610.453,35610.676
5.4070001,35612.664,35612.883
5.408,35614.871,35615.09
5.4089999,35617.074,35617.297
5.4099998,35619.281,35619.5
5.4109998,35621.48,35621.703
5.4120002,35623.68,35623.902
5.4130001,35625.879,35626.098
5.414,35628.074,35628.293
5.415,35630.266,35630.488
5.4159999,35632.457,35632.68
5.4169998,35634.648,35634.867
5.4180002,35636.836,35637.055
5.4190001,35639.023,35639.242
5.4200001,35641.207,35641.426
5.421,35643.387,35643.605
5.4219999,35645.566,35645.785
5.4229999,35647.746,35647.965
5.4239998,35649.922,35650.141
5.4250002,35652.094,35652.312
5.4260001,35654.266,35654.484
5.427,35656.438,35656.656
5.428,35658.605,35658.824
5.4289999,35660.77,35660.988
5.4299998,35662.934,35663.152
5.4310002,35665.098,35665.316
5.4320002,35667.258,35667.477
5.4330001,35669.414,35669.633
5.434,35671.57,35671.789
5.4349999,35673.727,35673.941
5.4359999,35675.879,35676.094
5.4369998,35678.027,35678.246
5.4380002,35680.176,35680.395
5.4390001,35682.324,35682.539
5.4400001,35684.469,35684.684
5.441,35686.609,35686.824
5.4419999,35688.75,35688.965
5.4429998,35690.891,35691.105
5.4439998,35693.027,35693.242
5.4450002,35695.16,35695.375
5.4460001,35697.293,35697.508
5.447,35699.422,35699.637
5.448,35701.551,35701.766
5.4489999,35703.68,35703.895
5.4499998,35705.805,35706.02
5.4510002,35707.926,35708.141
5.4520001,35710.047,35710.262
5.4530001,35712.168,35712.379
5.454,35714.281,35714.496
5.4549999,35716.398,35716.609
5.4559999,35718.512,35718.723
5.4569998,35720.621,35720.836
5.4580002,35722.73,35722.945
5.4590001,35724.836,35725.051
5.46,35726.941,35727.156
5.461,35729.047,35729.258
5.4619999,35731.148,35731.359
5.4629998,35733.246,35733.457
5.4640002,35735.344,35735.555
5.4650002,35737.438,35737.648
5.4660001,35739.531,35739.742
5.467,35741.621,35741.836
5.4679999,35743.711,35743.922
5.4689999,35745.801,35746.012
5.4699998,35747.887,35748.094
5.4710002,35749.969,35750.18
5.4720001,35752.051,35752.262
5.473,35754.129,35754.34
5.474,35756.207,35756.418
5.4749999,35758.281,35758.492
5.4759998,35760.355,35760.566
5.4770002,35762.426,35762.637
5.4780002,35764.496,35764.707
5.4790001,35766.566,35766.773
5.48,35768.629,35768.84
5.4809999,35770.695,35770.902
5.4819999,35772.754,35772.965
5.4829998,35774.816,35775.023
5.4840002,35776.875,35777.082
5.4850001,35778.93,35779.137
5.4860001,35780.984,35781.191
5.487,35783.035,35783.242
5.4879999,35785.086,35785.293
5.4889998,35787.133,35787.34
5.4899998,35789.18,35789.387
5.4910002,35791.223,35791.43
5.4920001,35793.266,35793.473
5.493,35795.305,35795.512
5.494,35797.344,35797.551
5.4949999,35799.379,35799.586
5.4959998,35801.414,35801.621
5.4970002,35803.445,35803.652
5.4980001,35805.477,35805.684
5.4990001,35807.504,35807.711
5.5,35809.531,35809.738
5.5009999,35811.555,35811.762
5.5019999,35813.578,35813.785
5.5029998,35815.598,35815.805
5.5040002,35817.617,35817.824
5.5050001,35819.633,35819.84
5.506,35821.648,35821.855
5.507,35823.66,35823.867
5.5079999,35825.672,35825.875
5.5089998,35827.68,35827.887
5.5100002,35829.688,35829.891
5.5110002,35831.691,35831.895
5.5120001,35833.695,35833.898
5.513,35835.695,35835.898
5.5139999,35837.695,35837.898
5.5149999,35839.691,35839.895
5.5159998,35841.688,35841.891
5.5170002,35843.68,35843.883
5.5180001,35845.672,35845.875
5.5190001,35847.66,35847.863
5.52,35849.648,35849.848
5.5209999,35851.633,35851.836
5.5219998,35853.613,35853.816
5.5229998,35855.598,35855.797
5.5240002,35857.574,35857.777
5.5250001,35859.551,35859.754
5.526,35861.527,35861.73
5.527,35863.5,35863.703
5.5279999,35865.473,35865.676
5.5289998,35867.441,35867.645
5.5300002,35869.41,35869.609
5.5310001,35871.375,35871.578
5.5320001,35873.34,35873.539
5.533,35875.301,35875.5
5.5339999,35877.262,35877.461
5.5349998,35879.219,35879.418
5.5359998,35881.172,35881.375
5.5370002,35883.129,35883.328
5.5380001,35885.078,35885.277
5.539,35887.027,35887.227
5.54,35888.977,35889.176
5.5409999,35890.922,35891.121
5.5419998,35892.867,35893.066
5.5430002,35894.809,35895.008
5.5440001,35896.75,35896.945
5.5450001,35898.688,35898.887
5.546,35900.621,35900.82
5.5469999,35902.555,35902.754
5.5479999,35904.488,35904.688
5.5489998,35906.418,35906.617
5.5500002,35908.348,35908.547
5.5510001,35910.273,35910.473
5.552,35912.199,35912.395
5.553,35914.121,35914.316
5.5539999,35916.039,35916.238
5.5549998,35917.957,35918.156
5.5560002,35919.875,35920.07
5.5570002,35921.789,35921.988
5.5580001,35923.703,35923.898
5.559,35925.613,35925.809
5.5599999,35927.52,35927.719
5.5609999,35929.43,35929.625
5.5619998,35931.332,35931.527
5.5630002,35933.234,35933.43
5.5640001,35935.137,35935.332
5.5650001,35937.035,35937.23
5.566,35938.934,35939.129
5.5669999,35940.828,35941.023
5.5679998,35942.719,35942.914
5.5689998,35944.609,35944.805
5.5700002,35946.5,35946.695
5.5710001,35948.387,35948.582
5.572,35950.273,35950.465
5.573,35952.156,35952.348
5.5739999,35954.035,35954.23
5.5749998,35955.914,35956.109
5.5760002,35957.793,35957.988
5.5770001,35959.668,35959.863
5.5780001,35961.543,35961.734
5.579,35963.414,35963.605
5.5799999,35965.281,35965.477
5.5809999,35967.148,35967.344
5.5819998,35969.016,35969.207
5.5830002,35970.879,35971.07
5.5840001,35972.742,35972.934
5.585,35974.602,35974.793
5.586,35976.457,35976.648
5.5869999,35978.312,35978.504
5.5879998,35980.168,35980.359
5.5890002,35982.02,35982.211
5.5900002,35983.867,35984.059
5.5910001,35985.715,35985.906
5.592,35987.562,35987.754
5.5929999,35989.406,35989.598
5.5939999,35991.25,35991.438
5.5949998,35993.09,35993.277
5.5960002,35994.926,35995.117
5.5970001,35996.762,35996.953
5.598,35998.598,35998.789
5.599,36000.43,36000.621
5.5999999,36002.258,36002.449
5.6009998,36004.086,36004.277
5.6020002,36005.914,36006.105
5.6030002,36007.738,36007.93
5.6040001,36009.562,36009.75
5.605,36011.383,36011.57
5.6059999,36013.199,36013.391
5.6069999,36015.016,36015.207
5.6079998,36016.832,36017.02
5.6090002,36018.645,36018.832
5.6100001,36020.453,36020.645
5.6110001,36022.262,36022.453
5.612,36024.07,36024.258
5.6129999,36025.875,36026.062
5.6139998,36027.676,36027.867
5.6149998,36029.48,36029.668
5.6160002,36031.277,36031.465
5.6170001,36033.074,36033.262
5.618,36034.871,36035.055
5.619,36036.664,36036.848
5.6199999,36038.453,36038.641
5.6209998,36040.242,36040.43
5.6220002,36042.031,36042.215
5.6230001,36043.816,36044
5.6240001,36045.598,36045.785
5.625,36047.379,36047.566
5.6259999,36049.16,36049.344
5.6269999,36050.938,36051.121
5.6279998,36052.711,36052.898
5.6290002,36054.484,36054.672
5.6300001,36056.258,36056.441
5.631,36058.027,36058.211
5.632,36059.793,36059.98
5.6329999,36061.562,36061.746
5.6339998,36063.324,36063.508
5.6350002,36065.086,36065.27
5.6360002,36066.848,36067.031
5.6370001,36068.605,36068.789
5.638,36070.359,36070.543
5.6389999,36072.113,36072.297
5.6399999,36073.867,36074.051
5.6409998,36075.617,36075.801
5.6420002,36077.363,36077.547
5.6430001,36079.109,36079.293
5.6440001,36080.855,36081.039
5.645,36082.598,36082.781
5.6459999,36084.336,36084.52
5.6469998,36086.074,36086.258
5.6479998,36087.812,36087.992
5.6490002,36089.547,36089.727
5.6500001,36091.277,36091.461
5.651,36093.008,36093.191
5.652,36094.738,36094.918
5.6529999,36096.465,36096.645
5.6539998,36098.188,36098.371
5.6550002,36099.91,36100.094
5.6560001,36101.633,36101.812
5.6570001,36103.352,36103.531
5.658,36105.07,36105.25
5.6589999,36106.785,36106.965
5.6599998,36108.496,36108.676
5.6609998,36110.207,36110.387
5.6620002,36111.918,36112.098
5.6630001,36113.625,36113.805
5.664,36115.328,36115.508
5.665,36117.031,36117.211
5.6659999,36118.734,36118.914
5.6669998,36120.434,36120.613
5.6680002,36122.129,36122.309
5.6690001,36123.824,36124.004
5.6700001,36125.52,36125.699
5.671,36127.211,36127.391
5.6719999,36128.898,36129.078
5.6729999,36130.586,36130.766
5.6739998,36132.273,36132.449
5.6750002,36133.957,36134.133
5.6760001,36135.641,36135.816
5.677,36137.32,36137.496
5.678,36138.996,36139.172
5.6789999,36140.672,36140.848
5.6799998,36142.348,36142.523
5.6810002,36144.02,36144.195
5.6820002,36145.688,36145.863
5.6830001,36147.355,36147.531
5.684,36149.023,36149.199
5.6849999,36150.688,36150.863
5.6859999,36152.348,36152.523
5.6869998,36154.008,36154.184
5.6880002,36155.668,36155.844
5.6890001,36157.324,36157.5
5.6900001,36158.98,36159.152
5.691,36160.633,36160.805
5.6919999,36162.281,36162.457
5.6929998,36163.93,36164.105
5.6939998,36165.578,36165.75
5.6950002,36167.223,36167.395
5.6960001,36168.863,36169.039
5.697,36170.504,36170.68
5.698,36172.145,36172.316
5.6989999,36173.781,36173.953
5.6999998,36175.418,36175.59
5.7010002,36177.051,36177.223
5.7020001,36178.68,36178.855
5.7030001,36180.309,36180.484
5.704,36181.938,36182.109
5.7049999,36183.562,36183.734
5.7059999,36185.184,36185.359
5.7069998,36186.805,36186.98
5.7080002,36188.426,36188.598
5.7090001,36190.043,36190.215
5.71,36191.66,36191.832
5.711,36193.273,36193.445
5.7119999,36194.883,36195.055
5.7129998,36196.492,36196.664
5.7140002,36198.102,36198.273
5.7150002,36199.707,36199.879
5.7160001,36201.312,36201.48
5.717,36202.914,36203.082
5.7179999,36204.512,36204.684
5.7189999,36206.109,36206.281
5.7199998,36207.707,36207.879
5.7210002,36209.301,36209.473
5.7220001,36210.895,36211.062
5.723,36212.484,36212.652
5.724,36214.07,36214.242
5.7249999,36215.656,36215.828
5.7259998,36217.242,36217.41
5.7270002,36218.824,36218.992
5.7280002,36220.406,36220.574
5.7290001,36221.984,36222.152
5.73,36223.559,36223.73
5.7309999,36225.133,36225.305
5.7319999,36226.707,36226.875
5.7329998,36228.277,36228.445
5.7340002,36229.848,36230.016
5.7350001,36231.414,36231.582
5.7360001,36232.977,36233.145
5.737,36234.543,36234.711
5.7379999,36236.102,36236.27
5.7389998,36237.66,36237.828
5.7399998,36239.219,36239.387
5.7410002,36240.773,36240.941
5.7420001,36242.328,36242.492
5.743,36243.879,36244.047
5.744,36245.426,36245.594
5.7449999,36246.977,36247.141
5.7459998,36248.52,36248.688
5.7470002,36250.062,36250.23
5.7480001,36251.605,36251.773
5.7490001,36253.145,36253.312
5.75,36254.684,36254.848
5.7509999,36256.219,36256.383
5.7519999,36257.754,36257.918
5.7529998,36259.285,36259.449
5.7540002,36260.812,36260.98
5.7550001,36262.344,36262.508
5.756,36263.867,36264.031
5.757,36265.391,36265.559
5.7579999,36266.914,36267.078
5.7589998,36268.434,36268.598
5.7600002,36269.953,36270.117
5.7610002,36271.469,36271.633
5.7620001,36272.984,36273.148
5.763,36274.496,36274.66
5.7639999,36276.008,36276.172
5.7649999,36277.516,36277.68
5.7659998,36279.023,36279.184
5.7670002,36280.527,36280.691
5.7680001,36282.031,36282.191
5.7690001,36283.531,36283.691
5.77,36285.027,36285.191
5.7709999,36286.527,36286.688
5.7719998,36288.02,36288.184
5.7729998,36289.516,36289.676
5.7740002,36291.004,36291.168
5.7750001,36292.496,36292.656
5.776,36293.98,36294.145
5.777,36295.465,36295.629
5.7779999,36296.949,36297.109
5.7789998,36298.43,36298.594
5.7800002,36299.91,36300.07
5.7810001,36301.387,36301.551
5.7820001,36302.863,36303.023
5.783,36304.336,36304.496
5.7839999,36305.809,36305.969
5.7849998,36307.277,36307.438
5.7859998,36308.746,36308.906
5.7870002,36310.211,36310.371
5.7880001,36311.676,36311.836
5.789,36313.141,36313.297
5.79,36314.598,36314.758
5.7909999,36316.059,36316.215
5.7919998,36317.512,36317.672
5.7930002,36318.969,36319.125
5.7940001,36320.418,36320.578
5.7950001,36321.871,36322.027
5.796,36323.32,36323.477
5.7969999,36324.766,36324.922
5.7979999,36326.211,36326.367
5.7989998,36327.652,36327.809
5.8000002,36329.094,36329.25
5.8010001,36330.531,36330.688
5.802,36331.969,36332.125
5.803,36333.402,36333.559
5.8039999,36334.836,36334.992
5.8049998,36336.266,36336.426
5.8060002,36337.695,36337.852
5.8070002,36339.125,36339.281
5.8080001,36340.547,36340.703
5.809,36341.973,36342.129
5.8099999,36343.395,36343.551
5.8109999,36344.812,36344.969
5.8119998,36346.23,36346.387
5.8130002,36347.645,36347.801
5.8140001,36349.059,36349.215
5.8150001,36350.469,36350.625
5.816,36351.879,36352.035
5.8169999,36353.289,36353.441
5.8179998,36354.695,36354.848
5.8189998,36356.098,36356.254
5.8200002,36357.5,36357.652
5.8210001,36358.898,36359.055
5.822,36360.297,36360.453
5.823,36361.695,36361.848
5.8239999,36363.09,36363.242
5.8249998,36364.48,36364.633
5.8260002,36365.871,36366.023
5.8270001,36367.258,36367.414
5.8280001,36368.645,36368.801
5.829,36370.031,36370.184
5.8299999,36371.414,36371.566
5.8309999,36372.793,36372.945
5.8319998,36374.172,36374.324
5.8330002,36375.551,36375.703
5.8340001,36376.926,36377.074
5.835,36378.297,36378.449
5.836,36379.668,36379.82
5.8369999,36381.035,36381.188
5.8379998,36382.402,36382.555
5.8390002,36383.77,36383.922
5.8400002,36385.133,36385.285
5.8410001,36386.492,36386.645
5.842,36387.852,36388.004
5.8429999,36389.211,36389.363
5.8439999,36390.566,36390.719
5.8449998,36391.922,36392.07
5.8460002,36393.273,36393.422
5.8470001,36394.621,36394.773
5.848,36395.969,36396.121
5.849,36397.316,36397.465
5.8499999,36398.66,36398.809
5.8509998,36400,36400.152
5.8520002,36401.34,36401.492
5.8530002,36402.68,36402.828
5.8540001,36404.016,36404.164
5.855,36405.352,36405.5
5.8559999,36406.684,36406.832
5.8569999,36408.012,36408.16
5.8579998,36409.34,36409.488
5.8590002,36410.668,36410.816
5.8600001,36411.992,36412.141
5.8610001,36413.316,36413.465
5.862,36414.637,36414.785
5.8629999,36415.953,36416.102
5.8639998,36417.273,36417.418
5.8649998,36418.586,36418.734
5.8660002,36419.898,36420.047
5.8670001,36421.211,36421.359
5.868,36422.52,36422.668
5.869,36423.828,36423.973
5.8699999,36425.133,36425.277
5.8709998,36426.438,36426.582
5.8720002,36427.738,36427.883
5.8730001,36429.039,36429.184
5.8740001,36430.336,36430.48
5.875,36431.629,36431.777
5.8759999,36432.926,36433.07
5.8769999,36434.215,36434.363
5.8779998,36435.508,36435.652
5.8790002,36436.793,36436.938
5.8800001,36438.082,36438.227
5.881,36439.363,36439.508
5.882,36440.648,36440.793
5.8829999,36441.926,36442.07
5.8839998,36443.207,36443.348
5.8850002,36444.48,36444.625
5.8860002,36445.758,36445.898
5.8870001,36447.027,36447.172
5.888,36448.301,36448.441
5.8889999,36449.566,36449.711
5.8899999,36450.836,36450.977
5.8909998,36452.102,36452.242
5.8920002,36453.363,36453.504
5.8930001,36454.625,36454.766
5.8940001,36455.883,36456.023
5.895,36457.141,36457.281
5.8959999,36458.395,36458.539
5.8969998,36459.648,36459.789
5.8979998,36460.898,36461.043
5.8990002,36462.148,36462.293
5.9000001,36463.398,36463.539
5.901,36464.641,36464.785
5.902,36465.887,36466.027
5.9029999,36467.129,36467.27
5.9039998,36468.367,36468.508
5.9050002,36469.605,36469.746
5.9060001,36470.84,36470.98
5.9070001,36472.074,36472.215
5.908,36473.309,36473.449
5.9089999,36474.539,36474.68
5.9099998,36475.766,36475.906
5.9109998,36476.992,36477.133
5.9120002,36478.219,36478.355
5.9130001,36479.441,36479.578
5.914,36480.66,36480.801
5.915,36481.879,36482.02
5.9159999,36483.094,36483.234
5.9169998,36484.309,36484.449
5.9180002,36485.523,36485.66
5.9190001,36486.734,36486.871
5.9200001,36487.945,36488.082
5.921,36489.152,36489.289
5.9219999,36490.355,36490.492
5.9229999,36491.559,36491.695
5.9239998,36492.762,36492.898
5.9250002,36493.961,36494.098
5.9260001,36495.156,36495.293
5.927,36496.352,36496.488
5.928,36497.547,36497.684
5.9289999,36498.738,36498.875
5.9299998,36499.93,36500.066
5.9310002,36501.117,36501.254
5.9320002,36502.301,36502.438
5.9330001,36503.484,36503.621
5.934,36504.668,36504.805
5.9349999,36505.848,36505.984
5.9359999,36507.027,36507.164
5.9369998,36508.203,36508.34
5.9380002,36509.379,36509.512
5.9390001,36510.551,36510.688
5.9400001,36511.723,36511.855
5.941,36512.891,36513.023
5.9419999,36514.055,36514.191
5.9429998,36515.223,36515.355
5.9439998,36516.383,36516.52
5.9450002,36517.547,36517.68
5.9460001,36518.703,36518.84
5.947,36519.863,36519.996
5.948,36521.016,36521.152
5.9489999,36522.172,36522.305
5.9499998,36523.32,36523.457
5.9510002,36524.473,36524.605
5.9520001,36525.617,36525.754
5.9530001,36526.766,36526.898
5.954,36527.906,36528.043
5.9549999,36529.051,36529.184
5.9559999,36530.191,36530.324
5.9569998,36531.328,36531.461
5.9580002,36532.465,36532.598
5.9590001,36533.598,36533.73
5.96,36534.73,36534.863
5.961,36535.859,36535.992
5.9619999,36536.988,36537.121
5.9629998,36538.117,36538.246
5.9640002,36539.242,36539.371
5.9650002,36540.363,36540.496
5.9660001,36541.484,36541.613
5.967,36542.602,36542.734
5.9679999,36543.719,36543.852
5.9689999,36544.836,36544.965
5.9699998,36545.949,36546.078
5.9710002,36547.059,36547.188
5.9720001,36548.168,36548.297
5.973,36549.273,36549.406
5.974,36550.379,36550.512
5.9749999,36551.484,36551.613
5.9759998,36552.586,36552.715
5.9770002,36553.688,36553.816
5.9780002,36554.785,36554.914
5.9790001,36555.879,36556.008
5.98,36556.973,36557.102
5.9809999,36558.066,36558.195
5.9819999,36559.156,36559.285
5.9829998,36560.242,36560.371
5.9840002,36561.328,36561.457
5.9850001,36562.414,36562.543
5.9860001,36563.496,36563.625
5.987,36564.578,36564.703
5.9879999,36565.656,36565.785
5.9889998,36566.734,36566.859
5.9899998,36567.809,36567.934
5.9910002,36568.879,36569.008
5.9920001,36569.949,36570.078
5.993,36571.02,36571.148
5.994,36572.086,36572.215
5.9949999,36573.152,36573.277
5.9959998,36574.215,36574.344
5.9970002,36575.277,36575.402
5.9980001,36576.336,36576.461
5.9990001,36577.395,36577.52
6,36578.449,36578.574
6.0009999,36579.504,36579.629
6.0019999,36580.555,36580.68
6.0029998,36581.605,36581.73
6.0040002,36582.652,36582.777
6.0050001,36583.699,36583.824
6.006,36584.742,36584.867
6.007,36585.785,36585.91
6.0079999,36586.828,36586.949
6.0089998,36587.863,36587.988
6.0100002,36588.902,36589.027
6.0110002,36589.938,36590.059
6.0120001,36590.969,36591.094
6.013,36592,36592.125
6.0139999,36593.027,36593.152
6.0149999,36594.055,36594.18
6.0159998,36595.082,36595.203
6.0170002,36596.105,36596.227
6.0180001,36597.125,36597.25
6.0190001,36598.145,36598.266
6.02,36599.164,36599.285
6.0209999,36600.18,36600.301
6.0219998,36601.191,36601.312
6.0229998,36602.203,36602.324
6.0240002,36603.215,36603.336
6.0250001,36604.223,36604.344
6.026,36605.227,36605.348
6.027,36606.23,36606.352
6.0279999,36607.234,36607.355
6.0289998,36608.234,36608.355
6.0300002,36609.23,36609.352
6.0310001,36610.23,36610.348
6.0320001,36611.223,36611.344
6.033,36612.215,36612.336
6.0339999,36613.207,36613.328
6.0349998,36614.195,36614.316
6.0359998,36615.184,36615.301
6.0370002,36616.168,36616.289
6.0380001,36617.152,36617.27
6.039,36618.133,36618.25
6.04,36619.109,36619.23
6.0409999,36620.09,36620.207
6.0419998,36621.062,36621.184
6.0430002,36622.039,36622.156
6.0440001,36623.008,36623.129
6.0450001,36623.98,36624.098
6.046,36624.945,36625.066
6.0469999,36625.914,36626.031
6.0479999,36626.879,36626.996
6.0489998,36627.84,36627.957
6.0500002,36628.801,36628.918
6.0510001,36629.758,36629.875
6.052,36630.715,36630.832
6.053,36631.668,36631.785
6.0539999,36632.621,36632.738
6.0549998,36633.574,36633.688
6.0560002,36634.52,36634.637
6.0570002,36635.469,36635.586
6.0580001,36636.414,36636.531
6.059,36637.355,36637.473
6.0599999,36638.297,36638.414
6.0609999,36639.238,36639.352
6.0619998,36640.176,36640.289
6.0630002,36641.109,36641.227
6.0640001,36642.043,36642.16
6.0650001,36642.977,36643.09
6.066,36643.906,36644.02
6.0669999,36644.832,36644.949
6.0679998,36645.758,36645.875
6.0689998,36646.684,36646.797
6.0700002,36647.605,36647.719
6.0710001,36648.527,36648.641
6.072,36649.445,36649.559
6.073,36650.359,36650.477
6.0739999,36651.277,36651.391
6.0749998,36652.188,36652.301
6.0760002,36653.098,36653.211
6.0770001,36654.008,36654.121
6.0780001,36654.914,36655.027
6.079,36655.82,36655.934
6.0799999,36656.723,36656.836
6.0809999,36657.625,36657.738
6.0819998,36658.523,36658.637
