"Time","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","inductor.i"
4.9706001,0,1,1,1,1,1,1.4791828,-0.0087709595,2095.3662,0.17074925,13.190483,0.0079228515,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.197692
4.9707999,0,1,1,1,1,1,1.4791828,-0.015556894,2095.3662,0.4025085,13.190483,0.010561666,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.190129
4.9710002,0,1,1,1,1,1,1.4791828,-0.02423566,2095.3662,0.78058124,13.190483,0.01319878,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.180709
4.9712,0,1,1,1,1,1,1.4791828,-0.034773003,2095.3662,1.3371694,13.190483,0.015833827,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.169471
4.9713998,0,1,1,1,1,1,1.4791828,-0.04712734,2095.3662,2.1016588,13.190483,0.01846645,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.156464
4.9716001,0,1,1,1,1,1,1.4791828,-0.061249916,2095.3662,3.1001582,13.190483,0.021096298,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.141744
4.9716382,0,1,1,1,1,1,1.4791828,-0.064151973,2095.3662,3.3200319,13.190483,0.021599635,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.138735
4.9716382,1,1,1,1,1,0,1.4791828,-0.064151973,2095.3662,3.3200319,13.190483,0.021599635,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.138735
4.9716668,1,1,1,1,1,0,1.4791828,-0.061929084,2095.3662,3.4942687,13.190483,0.021972282,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.140878
4.9717999,1,1,1,1,1,0,1.4791828,-0.051937293,2095.3662,4.2434015,13.190483,0.023725068,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.150481
4.9720001,1,1,1,1,1,0,1.4791828,-0.038398307,2095.3662,5.1612196,13.190483,0.026356487,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.163392
4.9721999,1,1,1,1,1,0,1.4791828,-0.026644608,2095.3662,5.853334,13.190483,0.028990302,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.174469
4.9724002,1,1,1,1,1,0,1.4791828,-0.016722582,2095.3662,6.3469925,13.190483,0.03162615,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.183674
4.9726,1,1,1,1,1,0,1.4791828,-0.0086713722,2095.3662,6.6725845,13.190483,0.034263644,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.190975
4.9727998,1,1,1,1,1,0,1.4791828,-0.0025227563,2095.3662,6.8631396,13.190483,0.036902409,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.196349
4.973,1,1,1,1,1,0,1.4791828,0.0016989995,2095.3662,6.9538155,13.190483,0.039542057,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.199778
4.9731998,1,1,1,1,1,0,1.4791828,0.0039772354,2095.3662,6.9813485,13.190483,0.042182192,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.201253
4.9733334,1,1,1,1,1,0,1.4791828,0.0044115693,2095.3662,6.9832349,13.190483,0.043942343,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.201151
4.9733334,1,1,1,1,1,0,1.4791828,0.0044115693,2095.3662,6.9832349,13.190483,0.043942362,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.201151
4.9733334,1,1,1,1,1,0,1.3234708,0,2094.9705,0,13.182709,0,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.201151
4.9734001,1,1,1,1,1,0,1.3234708,-0.00010860994,2094.9705,0.00024033898,13.182709,0.00088006532,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.200774
4.9735999,1,1,1,1,1,0,1.3234708,-0.0017366738,2094.9705,0.015079829,13.182709,0.0035200098,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.198347
4.9738002,1,1,1,1,1,0,1.3234708,-0.0053121112,2094.9705,0.080568254,13.182709,0.0061592753,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.193987
4.974,1,1,1,1,1,0,1.3234708,-0.010820816,2094.9705,0.23383778,13.182709,0.008797477,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.187714
4.9741998,1,1,1,1,1,0,1.3234708,-0.018241042,2094.9705,0.51063645,13.182709,0.011434236,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.179559
4.9744,1,1,1,1,1,0,1.3234708,-0.027543506,2094.9705,0.94476515,13.182709,0.014069177,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.169558
4.9745998,1,1,1,1,1,0,1.3234708,-0.038691491,2094.9705,1.5675416,13.182709,0.016701939,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.157754
4.9748001,1,1,1,1,1,0,1.3234708,-0.051641006,2094.9705,2.4073083,13.182709,0.019332163,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.1442
4.9749751,1,1,1,1,1,0,1.3234708,-0.064407721,2094.9705,3.3396397,13.182709,0.021630928,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.130952
4.9749751,1,0,1,1,1,1,1.3234708,-0.064407721,2094.9705,3.3396397,13.182709,0.021630928,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.130952
4.9749999,1,0,1,1,1,1,1.3234708,-0.062448129,2094.9705,3.4931002,13.182709,0.021959534,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.132845
4.9749999,1,0,1,1,1,1,1.3234708,-0.06244801,2094.9705,3.4931095,13.182709,0.021959554,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.132845
4.9752002,1,0,1,1,1,1,1.3234708,-0.047748145,2094.9705,4.574789,13.182709,0.024587566,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.146985
4.9754,1,0,1,1,1,1,1.3234708,-0.034798652,2094.9705,5.4145637,13.182709,0.027218228,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.159321
4.9755998,1,0,1,1,1,1,1.3234708,-0.023650706,2094.9705,6.0373359,13.182709,0.029851172,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.16981
4.9758,1,0,1,1,1,1,1.3234708,-0.014348296,2094.9705,6.4714537,13.182709,0.032486025,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.178415
4.9759998,1,0,1,1,1,1,1.3234708,-0.0069281221,2094.9705,6.7482457,13.182709,0.035122409,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.185108
4.9762001,1,0,1,1,1,1,1.3234708,-0.0014194702,2094.9705,6.9015102,13.182709,0.037759941,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.189866
4.9763999,1,0,1,1,1,1,1.3234708,0.0021559196,2094.9705,6.9669971,13.182709,0.040398225,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.192676
4.9766002,1,0,1,1,1,1,1.3234708,0.0037839375,2094.9705,6.9818373,13.182709,0.043036878,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.19353
4.9766665,1,0,1,1,1,1,1.3234708,0.0038925286,2094.9705,6.9820733,13.182709,0.043916427,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.193381
4.9766665,1,0,1,1,1,1,1.3234708,0.0038925286,2094.9705,6.9820733,13.182709,0.043916445,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.193381
4.9766665,1,0,1,1,1,1,1.1677586,0,2094.6218,0,13.174933,0,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.193381
4.9766665,1,0,1,1,1,1,1.1677586,-9.5446493e-15,2094.6218,3.6607583e-17,13.174933,3.2832577e-11,4.9633331,4.9699998,4.9566665,4.9733334,4.96,4.9666667,13.193381
4.9766665,1,0,1,1,1,1,1.1677586,-9.5446493e-15,2094.6218,3.6607583e-17,13.174933,3.2832577e-11,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.193381
4.9768,1,0,1,1,1,1,1.1677586,-0.00043436899,2094.6218,0.0018870379,13.174933,0.0017590638,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.192432
4.9770002,1,0,1,1,1,1,1.1677586,-0.0027126456,2094.6218,0.029422341,13.174933,0.0043972782,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.189389
4.9772,1,0,1,1,1,1,1.1677586,-0.0069344556,2094.6218,0.12010148,13.174933,0.0070346911,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.18442
4.9773998,1,0,1,1,1,1,1.1677586,-0.013083124,2094.6218,0.31066027,13.174933,0.0096709188,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.177547
4.9776001,1,0,1,1,1,1,1.1677586,-0.021134386,2094.6218,0.63625872,13.174933,0.012305585,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.168801
4.9777999,1,0,1,1,1,1,1.1677586,-0.031056466,2094.6218,1.1299279,13.174933,0.014938318,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.158225
4.9780002,1,0,1,1,1,1,1.1677586,-0.042810205,2094.6218,1.822045,13.174933,0.017568756,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.145863
4.9782,1,0,1,1,1,1,1.1677586,-0.056349218,2094.6218,2.7398601,13.174933,0.020196548,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.131767
4.9783115,1,0,1,1,1,1,1.1677586,-0.064663947,2094.6218,3.3593111,13.174933,0.021662168,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.123168
4.9783115,1,1,1,0,1,1,1.1677586,-0.064663947,2094.6218,3.3593111,13.174933,0.021662168,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.123168
4.9783335,1,1,1,0,1,1,1.1677586,-0.062967174,2094.6218,3.4920692,13.174933,0.021946786,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.124811
4.9784002,1,1,1,0,1,1,1.1677586,-0.057876062,2094.6218,3.8809054,13.174933,0.022821959,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.129733
4.9786,1,1,1,0,1,1,1.1677586,-0.043753527,2094.6218,4.8794045,13.174933,0.025449293,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.143309
4.9787998,1,1,1,0,1,1,1.1677586,-0.03139922,2094.6218,5.6438966,13.174933,0.02807916,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.155066
4.9790001,1,1,1,0,1,1,1.1677586,-0.020861931,2094.6218,6.2004738,13.174933,0.030711195,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.164962
4.9791999,1,1,1,0,1,1,1.1677586,-0.012183217,2094.6218,6.5785389,13.174933,0.033345018,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.172964
4.9794002,1,1,1,0,1,1,1.1677586,-0.0053973347,2094.6218,6.8102932,13.174933,0.035980251,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.179046
4.9796,1,1,1,0,1,1,1.1677586,-0.00053106382,2094.6218,6.9302468,13.174933,0.038616508,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.183187
4.9798002,1,1,1,0,1,1,1.1677586,0.0023963908,2094.6218,6.9746723,13.174933,0.041253395,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.185376
4.98,1,1,1,0,1,1,1.1677586,0.0033734764,2094.6218,6.9810352,13.174933,0.04389051,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.185611
4.98,1,1,1,0,1,1,1.1677586,0.0033734764,2094.6218,6.9810352,13.174933,0.043890528,4.9633331,4.9699998,4.9766665,4.9733334,4.96,4.9666667,13.185611
4.98,1,1,1,0,1,1,1.012043,0,2094.3105,0,13.167158,0,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.185611
4.9801998,1,1,1,0,1,1,1.012043,-0.0009771341,2094.3105,0.0063645169,13.167158,0.0026369828,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.183894
4.9804001,1,1,1,0,1,1,1.012043,-0.0039046339,2094.3105,0.050792392,13.167158,0.0052734283,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.180238
4.9805999,1,1,1,0,1,1,1.012043,-0.0087709595,2094.3105,0.17074922,13.167158,0.0079089496,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.174661
4.9808002,1,1,1,0,1,1,1.012043,-0.015556894,2094.3105,0.40250847,13.167158,0.010543167,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.167191
4.9809999,1,1,1,0,1,1,1.012043,-0.02423566,2094.3105,0.78058118,13.167158,0.013175702,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.157861
4.9812002,1,1,1,0,1,1,1.012043,-0.034773003,2094.3105,1.3371693,13.167158,0.015806189,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.146714
4.9814,1,1,1,0,1,1,1.012043,-0.04712734,2094.3105,2.1016588,13.167158,0.018434269,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.133798
4.9815998,1,1,1,0,1,1,1.012043,-0.061249912,2094.3105,3.1001582,13.167158,0.021059595,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.119169
4.9816484,1,1,1,0,1,1,1.012043,-0.064920649,2094.3105,3.3790598,13.167158,0.021693356,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.115385
4.9816484,1,1,0,1,1,1,1.012043,-0.064920649,2094.3105,3.3790598,13.167158,0.021693356,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.115385
4.9816666,1,1,0,1,1,1,1.012043,-0.063486233,2094.3105,3.4911897,13.167158,0.021934038,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.116776
4.9818001,1,1,0,1,1,1,1.012043,-0.053494439,2094.3105,4.2403226,13.167158,0.023683615,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.126444
4.9819999,1,1,0,1,1,1,1.012043,-0.039955452,2094.3105,5.1581407,13.167158,0.026310235,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.139451
4.9822001,1,1,0,1,1,1,1.012043,-0.028201753,2094.3105,5.8502545,13.167158,0.028939273,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.150623
4.9823999,1,1,0,1,1,1,1.012043,-0.018279728,2094.3105,6.3439136,13.167158,0.03157036,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.159924
4.9826002,1,1,0,1,1,1,1.012043,-0.010228518,2094.3105,6.6695056,13.167158,0.034203116,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.16732
4.9828,1,1,0,1,1,1,1.012043,-0.0040799025,2094.3105,6.8600602,13.167158,0.036837157,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.172788
4.9829998,1,1,0,1,1,1,1.012043,0.00014185329,2094.3105,6.950736,13.167158,0.039472099,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.176311
4.9832001,1,1,0,1,1,1,1.012043,0.0024200892,2094.3105,6.9782696,13.167158,0.042107552,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.177879
4.9833331,1,1,0,1,1,1,1.012043,0.0028544234,2094.3105,6.9801559,13.167158,0.043864593,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.177839
4.9833331,1,1,0,1,1,1,1.012043,0.0028544234,2094.3105,6.9801559,13.167158,0.043864612,4.9633331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.177839
4.9833331,1,1,0,1,1,1,0.856327,0,2094.0469,0,13.159383,0,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.177839
4.9833999,1,1,0,1,1,1,0.856327,-0.00010860992,2094.0469,0.00024033894,13.159383,0.00087851228,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.177494
4.9836001,1,1,0,1,1,1,0.856327,-0.0017366738,2094.0469,0.015079828,13.159383,0.00351381,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.17516
4.9837999,1,1,0,1,1,1,0.856327,-0.0053121112,2094.0469,0.080568254,13.159383,0.0061484473,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170892
4.9840002,1,1,0,1,1,1,0.856327,-0.010820816,2094.0469,0.23383778,13.159383,0.0087820394,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.164711
4.9842,1,1,0,1,1,1,0.856327,-0.01824104,2094.0469,0.51063645,13.159383,0.011414207,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.156648
4.9843998,1,1,0,1,1,1,0.856327,-0.027543504,2094.0469,0.94476515,13.159383,0.014044575,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.146738
4.9846001,1,1,0,1,1,1,0.856327,-0.038691491,2094.0469,1.5675416,13.159383,0.016672781,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.135026
4.9847999,1,1,0,1,1,1,0.856327,-0.051641006,2094.0469,2.4073083,13.159383,0.01929847,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.121563
4.9849849,1,1,0,1,1,1,0.856327,-0.065177821,2094.0469,3.398886,13.159383,0.021724492,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.107601
4.9849849,1,1,1,1,0,1,0.856327,-0.065177821,2094.0469,3.398886,13.159383,0.021724492,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.107601
4.9850001,1,1,1,1,0,1,0.856327,-0.064005286,2094.0469,3.4904609,13.159383,0.02192129,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.108742
4.9850001,1,1,1,1,0,1,0.856327,-0.064005166,2094.0469,3.4904704,13.159383,0.021921311,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.108742
4.9851999,1,1,1,1,0,1,0.856327,-0.049305301,2094.0469,4.5721498,13.159383,0.024544513,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.122977
4.9854002,1,1,1,1,0,1,0.856327,-0.036355808,2094.0469,5.4119244,13.159383,0.027170382,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.135409
4.9856,1,1,1,1,0,1,0.856327,-0.025207864,2094.0469,6.0346961,13.159383,0.029798552,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.145994
4.9857998,1,1,1,1,0,1,0.856327,-0.015905455,2094.0469,6.4688144,13.159383,0.032428652,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.154695
4.9860001,1,1,1,1,0,1,0.856327,-0.00848528,2094.0469,6.7456064,13.159383,0.035060305,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.161482
4.9861999,1,1,1,1,0,1,0.856327,-0.002976628,2094.0469,6.8988709,13.159383,0.037693117,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.166334
4.9864001,1,1,1,1,0,1,0.856327,0.00059876154,2094.0469,6.9643583,13.159383,0.040326707,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.169237
4.9865999,1,1,1,1,0,1,0.856327,0.0022267797,2094.0469,6.979198,13.159383,0.042960681,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170186
4.9866667,1,1,1,1,0,1,0.856327,0.0023353705,2094.0469,6.979434,13.159383,0.043838672,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170068
4.9866667,1,1,1,1,0,1,0.856327,0.0023353705,2094.0469,6.979434,13.159383,0.043838691,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170068
4.9866667,1,1,1,1,0,1,0.70061117,0,2093.8301,0,13.151608,0,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170068
4.9866667,1,1,1,1,0,1,0.70061117,-9.5783299e-15,2093.8301,3.6798999e-17,13.151608,3.2834589e-11,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9666667,13.170068
4.9866667,1,1,1,1,0,1,0.70061117,-9.5783299e-15,2093.8301,3.6798999e-17,13.151608,3.2834589e-11,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.170068
4.9868002,1,1,1,1,0,1,0.70061117,-0.00043436897,2093.8301,0.0018870415,13.151608,0.0017559596,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.169181
4.987,1,1,1,1,0,1,0.70061117,-0.0027126453,2093.8301,0.029422337,13.151608,0.0043895328,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.166231
4.9871998,1,1,1,1,0,1,0.70061117,-0.0069344556,2093.8301,0.12010146,13.151608,0.0070223236,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.161354
4.9874001,1,1,1,1,0,1,0.70061117,-0.013083124,2093.8301,0.31066024,13.151608,0.0096539473,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.154572
4.9875998,1,1,1,1,0,1,0.70061117,-0.021134386,2093.8301,0.63625866,13.151608,0.012284027,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.14592
4.9878001,1,1,1,1,0,1,0.70061117,-0.031056466,2093.8301,1.1299278,13.151608,0.014912194,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.135434
4.9879999,1,1,1,1,0,1,0.70061117,-0.042810205,2093.8301,1.8220448,13.151608,0.017538082,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.123162
4.9882002,1,1,1,1,0,1,0.70061117,-0.056349218,2093.8301,2.7398598,13.151608,0.020161342,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.109159
4.9883218,1,1,1,1,0,1,0.70061117,-0.065435469,2093.8301,3.4187758,13.151608,0.021755576,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.099818
4.9883218,0,1,1,1,1,1,0.70061117,-0.065435469,2093.8301,3.4187758,13.151608,0.021755576,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.099818
4.9883332,0,1,1,1,1,1,0.70061117,-0.064524345,2093.8301,3.4898698,13.151608,0.021908544,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.100705
4.9884,0,1,1,1,1,1,0.70061117,-0.059433229,2093.8301,3.878706,13.151608,0.022782112,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.105659
4.9885998,0,1,1,1,1,1,0.70061117,-0.045310691,2093.8301,4.8772054,13.151608,0.02540464,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.119331
4.9888,0,1,1,1,1,1,0.70061117,-0.032956388,2093.8301,5.6416969,13.151608,0.028029723,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.131184
4.9889998,0,1,1,1,1,1,0.70061117,-0.022419099,2093.8301,6.1982746,13.151608,0.03065699,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.141175
4.9892001,0,1,1,1,1,1,0.70061117,-0.013740385,2093.8301,6.5763392,13.151608,0.033286065,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.149273
4.9893999,0,1,1,1,1,1,0.70061117,-0.0069545023,2093.8301,6.8080935,13.151608,0.035916571,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.155449
4.9896002,0,1,1,1,1,1,0.70061117,-0.002088231,2093.8301,6.9280477,13.151608,0.038548116,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.159684
4.9898,0,1,1,1,1,1,0.70061117,0.00083922356,2093.8301,6.9724727,13.151608,0.041180313,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.161967
4.9899998,0,1,1,1,1,1,0.70061117,0.0018163095,2093.8301,6.9788361,13.151608,0.043812755,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.162295
4.9899998,0,1,1,1,1,1,0.70061117,0.0018163095,2093.8301,6.9788361,13.151608,0.043812774,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.162295
4.9899998,0,1,1,1,1,1,0.54489285,0,2093.6509,0,13.143832,0,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.162295
4.9899998,0,1,1,1,1,1,0.54489285,-9.5902866e-15,2093.6509,3.6865719e-17,13.143832,3.2837653e-11,4.9833331,4.9699998,4.9766665,4.9733334,4.98,4.9866667,13.162295
4.9899998,0,1,1,1,1,1,0.54489285,-9.5902866e-15,2093.6509,3.6865719e-17,13.143832,3.2837653e-11,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.162295
4.9902,0,1,1,1,1,1,0.54489285,-0.00097713398,2093.6509,0.0063645174,13.143832,0.0026323292,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.160671
4.9903998,0,1,1,1,1,1,0.54489285,-0.0039046339,2093.6509,0.050792385,13.143832,0.0052641393,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.157108
4.9906001,0,1,1,1,1,1,0.54489285,-0.0087709585,2093.6509,0.1707492,13.143832,0.0078950441,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.151624
4.9907999,0,1,1,1,1,1,0.54489285,-0.015556893,2093.6509,0.40250844,13.143832,0.010524662,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.144245
4.9910002,0,1,1,1,1,1,0.54489285,-0.02423566,2093.6509,0.78058106,13.143832,0.013152618,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.135007
4.9912,0,1,1,1,1,1,0.54489285,-0.034773003,2093.6509,1.3371693,13.143832,0.015778543,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.123952
4.9913998,0,1,1,1,1,1,0.54489285,-0.04712734,2093.6509,2.1016586,13.143832,0.018402081,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.111126
4.9916,0,1,1,1,1,1,0.54489285,-0.061249912,2093.6509,3.1001582,13.143832,0.02102288,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.096588
4.9916582,0,1,1,1,1,1,0.54489285,-0.065693587,2093.6509,3.4387434,13.143832,0.021786606,4.9833331,4.9899998,4.9766665,4.9733334,4.98,4.9866667,13.092034
