"time","junction1.medium.h","junction1.medium.p","junction2.medium.h","junction2.medium.p","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe1.mediums[2].h","pipe1.mediums[2].p","pipe1.mediums[3].h","pipe1.mediums[3].p","pipe1.mediums[4].h","pipe1.mediums[4].p","pipe1.mediums[5].h","pipe1.mediums[5].p","pipe10.mediums[1].h","pipe10.mediums[1].p","pipe10.mediums[2].h","pipe10.mediums[2].p","pipe10.mediums[3].h","pipe10.mediums[3].p","pipe10.mediums[4].h","pipe10.mediums[4].p","pipe10.mediums[5].h","pipe10.mediums[5].p","pipe11.mediums[1].h","pipe11.mediums[1].p","pipe11.mediums[2].h","pipe11.mediums[2].p","pipe11.mediums[3].h","pipe11.mediums[3].p","pipe11.mediums[4].h","pipe11.mediums[4].p","pipe11.mediums[5].h","pipe11.mediums[5].p","pipe12.mediums[1].h","pipe12.mediums[1].p","pipe12.mediums[2].h","pipe12.mediums[2].p","pipe12.mediums[3].h","pipe12.mediums[3].p","pipe12.mediums[4].h","pipe12.mediums[4].p","pipe12.mediums[5].h","pipe12.mediums[5].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe2.mediums[3].h","pipe2.mediums[3].p","pipe2.mediums[4].h","pipe2.mediums[4].p","pipe2.mediums[5].h","pipe2.mediums[5].p","pipe3.mediums[1].h","pipe3.mediums[1].p","pipe3.mediums[2].h","pipe3.mediums[2].p","pipe3.mediums[3].h","pipe3.mediums[3].p","pipe3.mediums[4].h","pipe3.mediums[4].p","pipe3.mediums[5].h","pipe3.mediums[5].p","pipe4.mediums[1].h","pipe4.mediums[1].p","pipe4.mediums[2].h","pipe4.mediums[2].p","pipe4.mediums[3].h","pipe4.mediums[3].p","pipe4.mediums[4].h","pipe4.mediums[4].p","pipe4.mediums[5].h","pipe4.mediums[5].p","pipe5.mediums[1].h","pipe5.mediums[1].p","pipe5.mediums[2].h","pipe5.mediums[2].p","pipe5.mediums[3].h","pipe5.mediums[3].p","pipe5.mediums[4].h","pipe5.mediums[4].p","pipe5.mediums[5].h","pipe5.mediums[5].p","pipe6.mediums[1].h","pipe6.mediums[1].p","pipe6.mediums[2].h","pipe6.mediums[2].p","pipe6.mediums[3].h","pipe6.mediums[3].p","pipe6.mediums[4].h","pipe6.mediums[4].p","pipe6.mediums[5].h","pipe6.mediums[5].p","pipe7.mediums[1].h","pipe7.mediums[1].p","pipe7.mediums[2].h","pipe7.mediums[2].p","pipe7.mediums[3].h","pipe7.mediums[3].p","pipe7.mediums[4].h","pipe7.mediums[4].p","pipe7.mediums[5].h","pipe7.mediums[5].p","pipe8.mediums[1].h","pipe8.mediums[1].p","pipe8.mediums[2].h","pipe8.mediums[2].p","pipe8.mediums[3].h","pipe8.mediums[3].p","pipe8.mediums[4].h","pipe8.mediums[4].p","pipe8.mediums[5].h","pipe8.mediums[5].p","pipe9.mediums[1].h","pipe9.mediums[1].p","pipe9.mediums[2].h","pipe9.mediums[2].p","pipe9.mediums[3].h","pipe9.mediums[3].p","pipe9.mediums[4].h","pipe9.mediums[4].p","pipe9.mediums[5].h","pipe9.mediums[5].p"
0,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,279884.74464692053,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,112663.82328242647,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,363750.81445134926,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000,28893.432062391756,100000
0.0040000000000000001,112701.90690962791,137932.10453555197,128619.57201818771,127333.61369598552,95092.995558816314,148734.26022549285,110722.79688064102,146317.30611257322,112552.9413397371,143919.92663288789,112696.5378477281,141524.69629488254,112703.16911778446,139129.63274635651,275649.21725337167,127351.59428072278,279714.53906131268,121875.88549158641,279896.0020027571,116406.71695188309,279896.27870355302,110937.82628135911,279890.92033112817,105468.92405279686,95145.187303005863,147478.03187480956,110733.98020496068,145070.35914447386,112553.16281210487,142682.15353822059,112695.41793739401,140296.07839073704,112701.94645722122,137910.1679138621,349339.94171604724,136728.39330493403,363377.8733262688,134637.14789295045,363776.67489283421,132555.3747214785,363782.31767273514,130473.86210659708,363780.28394190862,128392.35128852232,30481.192310622839,136947.08521808966,28997.732867789982,134814.19534813115,28982.225697088285,132677.07703399903,28980.005860221296,130539.79365006545,28977.894217307796,128402.3826467692,265710.73173695192,124448.98107434894,279251.65296381054,118998.08939819947,279878.67504697182,113569.35687296573,279893.06559147168,108141.61086550599,279888.01167285873,102713.87676929646,349309.27059428825,136745.97276331217,363376.13643123256,134646.78407056647,363776.62658303103,132557.11755798964,363782.31110004167,130467.71457584677,363780.27023691899,128378.31461773709,30474.962024960139,137979.8091240247,28997.614157408654,134807.54047970707,28982.235562392241,132688.50886172149,28980.034823383041,130569.30961955602,28977.067971904569,127390.31393990628,275675.93594919465,124613.99947864626,279713.07708498061,119139.02397092624,279893.2499040821,113670.54229753444,279893.48705502908,108202.33644219715,279888.04660764401,102734.11900506241,95147.20646415012,148739.18121395507,110735.46579122747,146331.83159481621,112554.45680558943,143943.94651542982,112696.68673674777,141558.19144133208,112703.21332152015,139172.60096480779,349319.49177729338,136794.66063487408,363376.75845961348,134697.26495409303,363776.69683658716,132609.37729251044,363782.36701369245,130521.75152286237,363780.32765060035,128434.1275448019,30477.695307179863,136928.93025278935,28997.660148384126,134804.05960774698,28982.222769078759,132674.97900825957,28980.011526903694,130545.73018637867,28978.076087548703,128416.3498482103
0.0080000000000000002,112701.89400701823,137948.4854109778,142412.80720409,127370.05659998128,81254.534938414043,148739.44873419596,105899.33916638327,146311.68898517505,111685.68672904109,143916.7925248814,112588.61007772762,141528.81342541028,112693.09646137686,139141.88779217977,271748.72593492444,127349.47526675739,279178.79317622841,121869.27250895601,279858.3335005322,116401.12999148868,279894.89683231391,110934.06204300674,279891.43429723015,105467.04042941039,81314.324519515867,147484.01104050406,105926.5839964738,145061.32352688882,111691.08626268955,142671.39899908224,112588.3981259014,140288.35502773421,112691.97141534138,137906.35637550402,335782.56812477839,136727.86637383365,362215.42883421981,134629.01111883888,363725.43385142367,132548.41986142605,363780.85542540986,130468.82182807404,363780.36492753797,128389.25821248507,31999.605551097098,136965.08167058288,29093.269760567491,134839.36673653466,29038.827627238752,132705.54940918277,29036.063291566046,130571.45682439831,29033.949072549112,128437.2330419775,254123.66784184513,124505.65968810687,277523.83916330594,119027.330623334,279753.29029731115,113588.32915419013,279887.28328585409,108152.87843389966,279888.27850951895,102717.62947043912,335734.585830389,136767.66445303953,362209.93062096898,134664.48714771148,363725.1515756938,132579.63550410743,363780.87252342689,130495.78291335572,363780.38939693617,128411.96582278973,31987.450733730009,137975.02449482423,29092.803110875451,134807.58990351867,29038.801217219941,132687.93698034724,29036.058754937152,130568.00867435665,29033.100625043367,127387.91585277439,271802.17545775045,124612.79399251513,279181.07290296431,119133.36459594121,279855.84985412552,113665.90977575228,279892.11935596733,108199.52185238147,279888.48719205306,102733.17984716382,81316.695367027583,148742.17075037249,105928.52681595032,146319.80883835917,111692.52008949939,143930.20604498842,112589.68915334306,141547.48251334942,112693.23839266233,139165.8040125157,335743.79157917784,136793.24858340505,362211.01559498039,134688.35117216068,363725.23406432336,132601.78492665951,363780.89564083924,130516.216972885,363780.40853419999,128430.68365698226,31993.82541672964,136924.98931043636,29093.02906908869,134803.59236036096,29038.792092020565,132674.11860412703,29036.035721039516,130544.36796351724,29034.091031531909,128414.4834001003
0.012,112701.45221641319,137955.74870518639,154355.23804023021,127392.06834245058,70335.302652252125,148743.45199792983,99529.821230623696,146306.13244793899,109808.67331980501,143910.01692592498,112215.71052843996,141526.51614204978,112637.07915151416,139145.84143357235,268193.50173349131,127344.73969762422,278361.88678498234,121861.07552972656,279763.77883352892,116394.04083362636,279887.93138812261,110929.23895749426,279891.56608657533,105464.62322599006,70389.821334112567,147488.98583073975,99567.504743924786,145053.79278972236,109821.0511151122,142659.74290745772,112217.63674778733,140278.26713480146,112636.37922087367,137899.60331636059,323042.82906962757,136724.12226894483,360386.08174354455,134618.07469036081,363593.76731130108,132538.41644639731,363774.55481154862,130460.87538917013,363780.24285108468,128383.45102244447,33489.678497743349,136973.45251560817,29213.829670759198,134853.72309751614,29096.324749695068,132722.22173336826,29092.114414383439,130590.26862997154,29089.979518859356,128458.17871934603,244739.58762210861,124544.31591436532,275025.59058968094,119045.40942774391,279450.51192235237,113598.51225646224,279863.48984910996,108158.71456432746,279887.31787147094,102719.56277170888,322990.65947242355,136779.37453714965,360376.80068871379,134671.52170840814,363593.02049572702,132590.10932108658,363774.5622307809,130510.82174652469,363780.29231476999,128431.65201504825,33472.535844960483,137967.56987300707,29212.885963755423,134804.8961889882,29096.261957084811,132684.76695958988,29092.086554684665,130564.18838367025,29089.120190373313,127383.11304166616,268270.58300404064,124609.37440855234,278369.81471816532,119126.48929921865,279761.96203488793,113660.11623072044,279885.20785611053,108195.96019838577,279888.55518813699,102731.98891500988,70392.275358309082,148744.65104256317,99569.93942575714,146309.77154716291,109822.75867559487,143916.03113931115,112219.00590760511,141534.86273145195,112637.65965518114,139156.50560293405,322988.39031244355,136788.88242812568,360376.69187936105,134676.89193515011,363593.01398175553,132591.38472975802,363774.55883502262,130508.00524245245,363780.28513961495,128424.74319614144,33482.330572874467,136918.10356817418,29213.410832942911,134800.13840469744,29096.262706126799,132670.42592090991,29092.063711260922,130540.2611744155,29090.092951653089,128409.95770916663
0.016,112699.48930250229,137956.70663256024,164695.61896042508,127404.08744772956,61709.409778425492,148746.66600986177,92478.339371672395,146301.27943535586,106911.15533054939,143901.58795129848,111418.5584585029,141520.17977756745,112471.89406656433,139144.1222851577,264952.26288678887,127338.10704899482,277317.69705505163,121851.8400853866,279595.04758396465,116385.93067401228,279870.04584180738,110923.66263006518,279890.62754639226,105461.82154330055,61754.225465015181,147493.30620894232,92519.70234779008,145047.97061139674,106929.78556243237,142648.31177234385,111423.48937430965,140266.90377164891,112472.07438041207,137890.82972868686,311061.37680862879,136718.05730420296,357969.67378402123,134605.21213168092,363351.53077030351,132526.23430301916,363758.37679138093,130450.82201738731,363779.5286024487,128375.67476694065,34952.272961038099,136975.16346490523,29358.456536820344,134860.5653717505,29155.140866451799,132730.71775025621,29148.183003180355,130600.17951910326,29145.990328970704,128469.49558434669,237195.47868221352,124570.25397608554,272002.39457204059,119056.1979759142,278929.32463138358,113602.96463168306,279805.64695629803,108160.92541284606,279882.95689612755,102720.27137182125,311017.83327986283,136784.1452923039,357957.72723329737,134671.25126827721,363350.2004979098,132592.25069076248,363758.33981298283,130516.82315196873,363779.59239207004,128441.66190577671,34929.356046731344,137958.20563445159,29356.932681871924,134800.17701684101,29155.036528391924,132679.68365784065,29148.13846059444,130558.50463293679,29145.127745516296,127376.51623527826,265050.15661670151,124604.30175680004,277332.74482164002,119118.80397231289,279594.40941756876,113653.5212575987,279867.45318722224,108191.85438707523,279887.56666882552,102730.61139328865,61756.579284075677,148746.80130860477,92522.541144477233,146301.76094148643,106931.85792970033,143902.39378194648,111425.0120405076,141521.27478679962,112473.39611946243,139145.48860999284,310993.61748863017,136782.3038439005,357954.00935718464,134663.6163460339,363349.79100368067,132578.91261453144,363758.29086515924,130497.79165902507,363779.56556469732,128416.93740488615,34942.351839916089,136909.1350905794,29357.864058891613,134794.52982673948,29155.056275016719,132664.69857907761,29148.116029344244,130534.17688886725,29146.083050565703,128403.50814542647
0.02,112693.88435961638,137953.27960178748,173648.0761890531,127409.14978082004,54890.318528255535,148749.33696552023,85308.884666462676,146297.39992901465,103131.65770412316,143892.73168982955,110086.87819000887,141511.44347804892,112119.16526288241,139138.54199389229,261996.58474492599,127330.05435459103,276092.72912761779,121841.91613952155,279340.8352359375,116377.12353358656,279835.12288245873,110917.54085458523,279887.4814451501,105458.73531637147,54924.860664321946,147497.16641232098,85348.698369617952,145043.80377789642,103154.30562451827,142637.72598987052,110094.9130891181,140255.01056533353,112120.6085345149,137880.66684741111,299779.51320889749,136710.26368224257,355038.92016927723,134590.99628197376,362974.51084612479,132512.45453529226,363726.06475814298,130439.19339526424,363777.54073450319,128366.42348472857,36388.089191839943,136972.2394140019,29526.234775139466,134862.14934480962,29215.674175818021,132733.51394725312,29204.29849309535,130603.89043516565,29201.985322189033,128474.10792072005,231186.37976878969,124587.12559549855,268649.44148951635,119062.23725023052,278171.82517379452,113603.73402295925,279696.57504961238,108160.733523444,279871.7333056489,102720.15550792922,299762.57025178079,136784.05888800137,355026.31761571934,134665.97667472719,362972.63403799082,132588.60642386336,363725.95728791523,130516.5218783517,363777.60998873698,128444.92978967614,36355.799191720922,137947.45568146071,29524.003340060801,134793.92132412354,29215.519337452617,132673.15152128521,29204.241391329051,130551.40123376694,29201.124571318232,127368.53674681953,262112.71164148304,124597.95443207221,276115.99559645791,119110.57097292521,279341.95454413327,113646.37155987836,279832.77980574581,108187.34586970645,279884.39181014779,102729.09180913534,54927.006045035043,148748.72113129462,85351.803164899713,146295.63413040512,103156.77346463372,143889.82931754028,110096.66386990993,141507.38394140784,112122.01292296273,139133.30868497872,299700.51260518085,136774.00241342568,355016.01486595126,134649.00287346542,362971.28719430004,132564.8637812738,363725.80423262471,130486.03004660948,363777.56380181637,128407.69054709759,36371.776132652616,136898.65019852138,29525.437629540214,134787.31226581361,29215.569671649129,132657.46027280981,29204.219894142327,130526.62078067001,29202.062689038539,128395.62131947886
0.024,112681.39764488279,137946.81640608478,181397.7917717883,127409.36528071784,49496.306292360779,148751.62314264048,78378.782095005314,146294.55505416554,98671.588160088053,143884.1996705526,108170.29490544235,141501.45239590557,111500.59155287,139130.38727916588,259300.5866654164,127320.92796856293,274727.05562139134,121831.54874470501,278994.61206669477,116367.85584275464,279776.82277231885,110911.02839558219,279880.54078825813,105455.43815051879,49521.655085869643,147500.68121241452,78413.747393794853,145041.12281615118,98695.54966832971,142628.31647965623,108180.78578796642,140243.11755286649,111503.43319078132,137869.59119877697,289138.49220553465,136701.17611666792,351659.71440257441,134575.83945974466,362443.63588491309,132497.50224998425,363670.53506260406,130426.37755958877,363773.26728301164,128356.05610780024,37797.6896352818,136966.09938573744,29716.280811589506,134860.05265969093,29278.299267388451,132732.33790776774,29260.495815287541,130603.28253774492,29257.967937599005,128474.04946113803,226455.11011826136,124597.4870012903,265120.50947754824,119065.20475584848,277176.87590112217,113602.20317696809,279519.85114660487,108158.97796828118,279849.0065180122,102719.48860978863,289176.21837819024,136780.57760656916,351649.59239683946,134657.30704808183,362441.43492028682,132580.96072469413,363670.34975257149,130511.82695186189,363773.33528358466,128443.49733114093,37748.386188322678,137935.71925788186,29713.124633688738,134786.49493256302,29278.080945294831,132665.51616476174,29260.428443430643,130543.20750622192,29257.112352408443,127359.47804368717,259432.56663218079,124590.61135593719,274759.32007476169,119101.97495697332,278998.09846918948,113638.84952305656,279774.89016973873,108182.54226321771,279877.45410184207,102727.46353360123,49523.539572262482,148750.46945481541,78416.975160446542,146291.16905258968,98698.391274785157,143878.61904632385,108182.8229854087,141493.6735517646,111504.96952351622,139120.39867469884,289050.11005528423,136764.3394143215,351628.89461453661,134633.39725190421,362438.39726993686,132549.60378480371,363669.98311856505,130473.05554884668,363773.261491329,128397.31532458252,37767.119401019452,136887.06143579385,29715.147002199643,134778.88008677048,29278.175508442291,132649.08922513036,29260.408720847645,130517.95891416237,29258.033611002997,128386.65018846405
0.028000000000000001,112657.77793175222,137938.2856812129,188104.95147793202,127406.21822709304,45227.670976529495,148753.62852335672,71899.695986346123,146292.6937247694,93747.741205971121,143876.43329527581,105673.10012536649,141491.00748349493,110549.84113240079,139120.59141951607,256840.69472561812,127310.99923979663,273255.03170834121,121820.923448495,278553.70482011436,116358.31160233534,279688.97249194601,110904.24921941002,279867.80592990509,105451.98871431101,45245.444643720242,147503.92275908004,71928.160152705124,145039.71672645255,93770.51390635717,142620.23746342439,105684.87581452685,140231.60817655097,110553.88617507833,137857.98704189359,279079.76114606677,136691.14350725431,347891.32034957537,134560.06307255127,361744.35218698677,132481.71261156583,363584.18075485172,130412.68045500369,363765.3468898398,128344.85416588708,39181.506720834484,136957.75834222985,29927.738043635454,134855.39883613808,29343.368227325835,132728.41411058145,29316.815201292302,130599.68479829183,29313.941625590061,128470.75276629787,222784.94235888234,124603.15121536692,261534.80703422395,119066.2107038312,275955.46524427686,113599.3091816371,279260.97880479955,108156.24083487385,279809.18023173354,102718.4599499944,279214.20285989688,136774.74940335128,347888.49632324104,134646.38694244772,361742.28454271896,132570.58390815748,363583.93951980845,130504.09067631853,363765.41015790665,128438.80347929937,39102.399282343024,137923.32437044018,29923.267345652457,134778.19248413341,29343.067640724952,132657.05477491155,29316.738448739434,130534.187198449,29313.093323686706,127349.58243727665,256986.30960453162,124582.49457671886,273296.79942194192,119093.15682914146,278560.16992709524,113631.09855288766,279687.65108084196,108177.53141856575,279864.76709683082,102725.75365474858,45247.053458790011,148752.08338034063,71931.387256125003,146288.12184173558,93773.672292136529,143868.88633124088,105687.2340851747,141480.49813654795,110555.60489028557,139107.11587638617,278983.66993913939,136753.61052634049,347852.17192391871,134617.07310483049,361736.56094664213,132533.42560995664,363583.18946858117,130459.13719865603,363765.28917603573,128386.06159798511,39123.655739455637,136874.69633864961,29925.95149283389,134769.54264675008,29343.221716032116,132639.881394881,29316.72167851574,130508.47794068712,29313.998101216494,128376.87123832699
0.032000000000000001,112618.01988976535,137928.39507781592,193908.28616678735,127400.76235637108,41848.237030985656,148755.42230317992,65984.400286968565,146291.70762431246,88563.7228516178,143869.66844680792,102642.35938526319,141480.6631683564,109220.25680159903,139109.83995916127,254595.40317085234,127300.49227179612,271705.99583178759,121810.18900646268,278018.46454460797,116348.6404188812,279565.85679693957,110897.3074501808,279846.93154974416,105448.43639149104,41860.085664778533,147506.93918843515,66005.896438116863,145039.36974507102,88583.337559791034,142613.53311802627,102654.00021094699,140220.75910509506,109224.98867251692,137846.17484137573,269545.77242850617,136680.46317720873,343786.66604913131,134543.93204631645,360865.99955683266,132465.36371697258,363459.137778214,130398.35642971366,363752.06818572374,128333.05051556478,40539.846890138288,136947.95369978386,30159.772723563765,134848.99923322012,29411.211680737651,132722.6210793753,29373.301857231483,130594.0463441238,29369.910126297455,128465.23675239143,219993.0703773633,124605.41809015888,257983.29747503978,119065.9885381669,274526.7981549059,113595.68639506616,278908.11256071489,108152.92889037343,279745.99894307996,102717.20207660782,269835.36889512121,136767.33712431954,343798.38821162703,134634.04072591546,360864.84404810745,132558.39176781123,363458.90458214487,130494.28198675874,363752.1282385767,128431.87238787941,40412.19634152481,137910.55242059648,30153.32786186237,134769.26269251155,29410.800758908616,132648.00082664794,29373.215447596947,130524.56270681141,29369.070382187096,127339.05455625613,254752.56585691226,124573.79083472853,271757.53636359796,119084.23100217103,278028.49971392687,113623.23639629144,279565.38273831649,108172.3884252789,279844.00083286641,102723.98542776454,41861.427406789931,148753.58764067941,66009.027918807667,146286.25477207458,88586.738134522544,143860.65473630297,102656.69042351781,141468.11501873273,109226.9357084498,139093.76267529966,269443.48183546489,136742.07621250078,343739.00500999374,134600.26240772061,360855.13479012682,132516.57849010333,363457.53123705956,130444.50426307526,363751.92599649169,128374.14087514755,40435.733322024804,136861.83028155094,30156.735687513708,134759.55674396263,29411.030858841554,132630.08155933479,29373.203156725911,130498.41485335446,29369.959102450961,128366.51290878178
0.036000000000000004,112556.68406037844,137917.66920824465,198927.88247311383,127393.75228796754,39172.005621937024,148757.05095162257,60678.13021244821,146291.46586661969,83296.700459442422,143864.00269097276,99154.869378859148,141470.79466283077,107487.88093234009,139098.64042663274,252545.07026102586,127289.59778931589,270104.86129455763,121799.46879933108,277391.60382610728,116338.96686510465,279402.40386719519,110890.292781857,279815.30592003872,105444.82406667327,39179.38857517796,147509.76445252457,60692.956505989045,145039.88122949976,83311.834976512619,142608.17635986954,99164.947469708335,140210.76516678242,107492.52956836473,137834.42486490778,260481.02986373883,136669.39648118286,339392.68885801517,134527.67172543547,359801.27025409468,132448.69291030735,363287.49123408785,130383.62329315639,363731.3822986114,128320.84364441909,41872.894015832069,136937.22853446091,30411.570819115557,134841.44710063058,29482.139627465967,132715.59611460115,29430.005629742634,130587.05187372332,29425.877673311155,128458.23278168132,217925.48017030756,124605.22950570787,254533.76946396721,119065.0218590727,272915.41190862894,113591.76233775947,278452.38359676837,108149.32826950465,279652.8508813862,102715.80904272442,261001.51338843879,136758.90368884939,339429.45029767131,134620.86855836076,359802.25475854101,132545.05202353938,363287.38959212136,130483.10263091829,363731.4481419581,128423.43980156323,41671.603479853518,137897.64920703555,30402.11734929221,134759.92054917433,29481.575726183357,132638.5560457886,29429.908171318453,130514.5268130433,29425.047172899769,127328.07274556157,252711.80075957417,124564.66215389235,270166.24094624497,119075.2939558583,277405.7629132673,113615.36205340587,279403.04317043582,108167.17900276385,279812.5604839914,102722.17945824692,39180.484711477198,148754.99960943282,60695.927068840021,146285.35150369001,83315.399570938185,143853.88233148365,99167.960670508677,141456.70495752755,107494.74290737641,139080.59603033008,260373.90614451046,136729.97476463421,339336.53440268466,134583.16983650101,359786.8478460543,132499.28169235331,363285.07024078927,130429.35879375812,363731.11262944277,128361.73813490564,41697.168857430785,136848.70188393322,30406.298631525617,134749.14250158472,29481.899174532326,132619.89860965646,29429.902239227456,130487.97171096827,29425.920304106545,128355.76974553928
