"time","junction1.medium.h","junction1.medium.p","junction2.medium.h","junction2.medium.p","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe1.mediums[2].h","pipe1.mediums[2].p","pipe1.mediums[3].h","pipe1.mediums[3].p","pipe1.mediums[4].h","pipe1.mediums[4].p","pipe1.mediums[5].h","pipe1.mediums[5].p","pipe10.mediums[1].h","pipe10.mediums[1].p","pipe10.mediums[2].h","pipe10.mediums[2].p","pipe10.mediums[3].h","pipe10.mediums[3].p","pipe10.mediums[4].h","pipe10.mediums[4].p","pipe10.mediums[5].h","pipe10.mediums[5].p","pipe11.mediums[1].h","pipe11.mediums[1].p","pipe11.mediums[2].h","pipe11.mediums[2].p","pipe11.mediums[3].h","pipe11.mediums[3].p","pipe11.mediums[4].h","pipe11.mediums[4].p","pipe11.mediums[5].h","pipe11.mediums[5].p","pipe12.mediums[1].h","pipe12.mediums[1].p","pipe12.mediums[2].h","pipe12.mediums[2].p","pipe12.mediums[3].h","pipe12.mediums[3].p","pipe12.mediums[4].h","pipe12.mediums[4].p","pipe12.mediums[5].h","pipe12.mediums[5].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe2.mediums[3].h","pipe2.mediums[3].p","pipe2.mediums[4].h","pipe2.mediums[4].p","pipe2.mediums[5].h","pipe2.mediums[5].p","pipe3.mediums[1].h","pipe3.mediums[1].p","pipe3.mediums[2].h","pipe3.mediums[2].p","pipe3.mediums[3].h","pipe3.mediums[3].p","pipe3.mediums[4].h","pipe3.mediums[4].p","pipe3.mediums[5].h","pipe3.mediums[5].p","pipe4.mediums[1].h","pipe4.mediums[1].p","pipe4.mediums[2].h","pipe4.mediums[2].p","pipe4.mediums[3].h","pipe4.mediums[3].p","pipe4.mediums[4].h","pipe4.mediums[4].p","pipe4.mediums[5].h","pipe4.mediums[5].p","pipe5.mediums[1].h","pipe5.mediums[1].p","pipe5.mediums[2].h","pipe5.mediums[2].p","pipe5.mediums[3].h","pipe5.mediums[3].p","pipe5.mediums[4].h","pipe5.mediums[4].p","pipe5.mediums[5].h","pipe5.mediums[5].p","pipe6.mediums[1].h","pipe6.mediums[1].p","pipe6.mediums[2].h","pipe6.mediums[2].p","pipe6.mediums[3].h","pipe6.mediums[3].p","pipe6.mediums[4].h","pipe6.mediums[4].p","pipe6.mediums[5].h","pipe6.mediums[5].p","pipe7.mediums[1].h","pipe7.mediums[1].p","pipe7.mediums[2].h","pipe7.mediums[2].p","pipe7.mediums[3].h","pipe7.mediums[3].p","pipe7.mediums[4].h","pipe7.mediums[4].p","pipe7.mediums[5].h","pipe7.mediums[5].p","pipe8.mediums[1].h","pipe8.mediums[1].p","pipe8.mediums[2].h","pipe8.mediums[2].p","pipe8.mediums[3].h","pipe8.mediums[3].p","pipe8.mediums[4].h","pipe8.mediums[4].p","pipe8.mediums[5].h","pipe8.mediums[5].p","pipe9.mediums[1].h","pipe9.mediums[1].p","pipe9.mediums[2].h","pipe9.mediums[2].p","pipe9.mediums[3].h","pipe9.mediums[3].p","pipe9.mediums[4].h","pipe9.mediums[4].p","pipe9.mediums[5].h","pipe9.mediums[5].p"
6.4240000000000004,56375.752969144734,161589.92865135704,112723.98422400764,172024.43553254628,49417.423876424888,151161.82342443397,50760.03870002961,153483.22992598903,52132.649734117498,155802.36941735607,53529.810717984175,158119.22521826375,54946.005868217384,160433.79035775669,112740.6584564012,171917.38078356886,112753.20584398368,177533.91983834119,112756.20614553291,183150.44655603965,112756.75762637061,188766.96778780411,112756.83430005674,194383.48488146914,73653.523437179538,152295.81361954042,75393.442828614105,154589.18246848456,77065.390255337115,156880.22854873448,78665.050077623469,159169.07603827713,80189.995103525478,161455.84883337319,96929.366174515744,162510.33804183733,104211.12594655149,164608.54404946073,108960.9484410187,166699.95571827702,111477.72814025402,168787.83613592296,112483.29334673767,170874.31818440734,58156.223358098745,162661.1131119116,65239.554590785498,164787.26819817131,76730.243112996512,166888.94271288873,92139.809430008623,168960.64726671611,106461.80805050579,171006.80324466506,112739.4209038519,174822.01617461685,112752.21242462765,180417.13794577881,112755.26837106451,186012.24730060814,112755.82548132226,191607.35121278479,112755.8988059876,197202.45105296272,93727.190017131463,162643.28660045494,101988.6035371661,164737.61893789485,107701.22536422517,166823.72219474518,110933.70348359451,168905.28008738227,112328.86808979296,170984.89928733985,59282.579619741002,161452.12092408986,67150.01438282193,164649.74405347218,79253.923188525878,166756.00938804261,94476.584588894766,168832.99320188892,107630.31821448242,171913.41776501731,112739.65474350718,174722.10001393832,112752.26505745931,180339.42536463065,112755.27648695564,185956.73835648847,112755.82605461167,191574.04587785291,112755.89878045928,197191.34928244434,73626.520108859346,151148.08493571938,75366.963458307058,153441.80871924624,77039.065376372586,155733.2089069121,78638.893267648382,158022.40969858511,80164.020169795476,160309.53501164893,96904.681963309296,162506.59835764748,104194.04913814321,164604.76850179097,108951.05125960481,166696.13368286617,111473.02520917452,168783.9602657755,112481.35033585569,170870.38464781057,59305.12179252132,162530.2220712807,67184.04959112026,164661.10531738878,79296.462972580252,166766.5010320812,94514.173502144782,168842.63983966009,107648.2578755094,170895.45494391426
6.4279999999999999,56700.807321694163,161588.31874883641,112726.06847157665,172022.08302106438,49721.640243048736,151161.6665490696,51070.890285028494,153482.75334759528,52448.904442040999,155801.56945286386,53850.223439407593,158118.10038822325,55269.341498850852,160432.34128278977,112741.7285199847,171915.16430750964,112753.45255623217,177532.14613420784,112756.24837994168,183149.11619376179,112756.76255822724,188766.08087127144,112756.83470855758,194383.04142294041,74045.884690061983,152295.44240191948,75770.230142098153,154588.46798093079,77425.753161748275,156879.19906987686,79008.475188448007,159167.75972835254,80516.27899292903,161454.27334911848,97317.480472895666,162508.49993683593,104463.54603495479,164606.40040856969,109094.29417600881,166697.68358870223,111530.81500324771,168785.54967759355,112496.79412753721,170872.07263437982,58337.341522623123,162659.45210518385,65500.024194495229,164785.34971038549,77059.45670928953,166886.66725286958,92444.979628042827,168958.11515820099,106616.54725289418,171004.30596597874,112740.51017443891,174819.89763608933,112752.46349846125,180415.48968163086,112755.3111009054,186011.06988917879,112755.83026998588,191606.64475882193,112755.8990805364,197202.21556820019,94167.151901284407,162641.38111913839,102291.89738367194,164735.35296062651,107872.31255646539,166821.2963396133,111007.28961409106,168902.83411157443,112349.59127801351,170982.50702096079,59478.196251663598,161450.61599307141,67421.779954546844,164647.8692804981,79579.761387983337,166753.82220919846,94760.509736519482,168830.62258973258,107764.11016543246,171911.19729224939,112740.7304813964,174720.10032181646,112752.51288129244,180337.86954097656,112755.31873342143,185955.62697422589,112755.8308462514,191573.37904116756,112755.89907148192,197191.1270033867,74018.942352889484,151147.89942932522,75743.813728668028,153441.28015622377,77399.493140269638,155732.36557263532,78982.385181969687,158021.27975981258,80490.372962305642,160308.14613116943,97293.198121745547,162504.82312951511,104446.84834997919,164602.67254006321,109084.67091759729,166693.89425075863,111526.25731199112,168781.69173007956,112494.90031798696,170868.14238688553,59500.914963117109,162528.58365765543,67455.916830882401,164659.19813657165,79622.142553739628,166764.26003152676,94797.682257233741,168840.19455925256,107781.71886928187,170893.08873371978
6.4320000000000004,57025.973736117325,161586.704371017,112728.01035779864,172019.7432152018,50027.339038015023,151161.50861095116,51382.945083868151,153482.27409833937,52766.080804932913,155800.76571116387,54171.279085763992,158116.97115214006,55593.048831211083,160430.88761913788,112742.72210236822,171912.97684019853,112753.67912925305,177530.39567938785,112756.28661371127,183147.80327642636,112756.76696213616,188765.20558564138,112756.83508259119,194382.60377990647,74434.703101402702,152295.07528402773,76143.291084637429,154587.7617560919,77782.282050881913,156878.18197844407,79348.028121084339,159166.45980548556,80838.714295286001,161452.7180546509,97698.321417896106,162506.68642916653,104709.62534497105,164604.28761919995,109223.39213129357,166695.44503565109,111581.81704570759,168783.2963348194,112509.63966157551,170869.85772964259,58519.889672450692,162657.78592632461,65761.705419686041,164783.42574102234,77388.166806611858,166884.39000965824,92747.356883004875,168955.58863642119,106768.494865068,171001.82054477662,112741.52177384769,174817.79062268263,112752.69410129765,180413.85042281027,112755.34976344462,186009.89891773736,112755.83452349577,191605.94216970229,112755.89932142507,197201.98137174893,94599.783289408762,162639.47629357077,102588.15025267866,164733.09599577912,108038.24155283869,166818.88437675231,111078.09598011576,168900.4033127648,112369.33634307768,170980.12866996936,59675.184987519111,161449.13075638408,67694.490216128776,164646.01150279262,79904.772397296954,166751.65415258214,95041.647979268964,168828.27615246945,107895.4689384136,171909.00628441811,112741.72931251605,174718.12723757545,112752.74045241067,180336.33445336524,112755.3569581515,185954.53041096978,112755.8351085459,191572.72109672808,112755.89932905154,197190.90768844046,74407.821964395349,151147.71595085625,76116.937803052104,153440.75774026968,77756.087070469337,155731.5324662645,79322.005141983696,158020.16400460998,80812.87745319595,160306.77519287801,97674.438315526088,162503.07210127229,104693.30031435133,164600.60722890758,109214.03555408758,166691.68838790973,111577.39938642176,168779.45649147523,112507.79273612968,170865.93113682419,59698.077694071391,162526.96395592898,67728.722508988576,164657.30825394031,79946.988902813246,166762.03883361744,95078.405009213777,168837.77448998569,107912.75261578994,170890.751604516
6.4359999999999999,57351.1974298364,161585.08600226667,112729.81893748435,172017.41620168395,50334.457283218486,151161.34966568538,51696.139703250468,153481.79234129703,53084.116166541964,155799.95845715899,54492.916775683982,158115.83786955883,55917.069659035878,160429.42981262322,112743.64421465984,171910.81813127853,112753.88698328912,177528.66827064063,112756.32115282686,183146.50765100255,112756.77088503347,188764.34182881087,112756.83542638271,194382.17190130983,74819.938675564918,152294.71230351893,76512.602603123436,154587.06384676081,78134.96934090057,156877.17732310106,79683.714998859446,159165.17629826115,81157.318898979196,161451.1829457682,98071.939929776752,162504.89747595799,104949.47561309848,164602.20551212772,109348.35706386673,166693.23978667281,111630.80995866557,168781.07579777922,112521.86061746435,170867.67318809713,58703.863545392254,162656.1150261279,66024.566796069557,164781.49673219948,77716.331998757421,166882.1114101687,93046.941744943513,168953.06801355764,106917.6991698074,170999.34711769869,112742.46077998198,174815.69520661299,112752.90567422268,180412.220222604,112755.38466943261,186008.73442377287,112755.83828956234,191605.24346784488,112755.89953294372,197201.74847107794,95025.101199728961,162637.57257732408,102877.46287726403,164730.84835251712,108199.13842363916,166816.48646957037,111146.21776430238,168897.98776866298,112388.1474741128,170977.76430171737,59873.537686575051,161447.66518174708,67968.112547764671,164644.17072622947,80228.920601113161,166749.50522863239,95320.00606339697,168825.95381266158,108024.43750001598,171906.84446909168,112742.65627630928,174716.18051022058,112752.94919921437,180334.81990371647,112755.39146882431,185953.44852466584,112755.83888870332,191572.07195922831,112755.89955741279,197190.69130916643,74793.118933722901,151147.53452035814,76486.312624962447,153440.24150898305,78108.839589255076,155730.70962366759,79657.759280447601,158019.06245114954,81131.551544409609,160305.42218453405,98048.453330926364,162501.34520259695,104933.51678345811,164598.57237277969,109339.26006878997,166689.51579663614,111626.52729233771,168777.25421606385,112520.05836401111,170863.75059274473,59896.601777519703,162525.36294882451,68002.434028139643,164655.43567422422,80270.966573968384,166759.83744387838,95356.34864615796,168835.37954599663,108041.4020074064,170888.44333747189
6.4400000000000004,57676.424661422534,161583.46411556046,112731.50299146591,172015.10206326973,50642.931937091686,151161.18976821896,52010.410979833774,153481.3082370543,53402.948362697192,155799.14795102811,54815.076344561145,158114.70089276764,56241.346676311259,160427.96829908586,112744.49974586756,171908.68792247211,112754.07752971869,177526.96369841546,112756.35230988805,183145.2291597157,112756.77437688876,188763.4894955091,112756.83574467208,194381.74573450882,75201.555724820282,152294.35349276391,76878.145530983631,154586.37429615069,78483.810841988336,156876.18513959376,80015.544800466538,159163.9092199053,81472.112998567885,161449.66800128607,98438.390245362141,162503.13301639413,105183.20828736231,164600.15390222764,109469.30109354836,166691.06755721165,111677.86684869109,168778.88774768932,112533.48649015882,170865.51871985421,58889.25835906744,162654.43984542094,66288.576691660084,164779.56311754766,78043.911704506419,166879.83187224326,93343.73557040462,168950.55359350637,107064.20762202276,170996.88581641103,112743.3321461572,174813.61145668241,112753.09964888716,180410.59913167072,112755.41613617881,186007.5764428871,112755.84161893936,191604.54867453186,112755.89971989633,197201.51687327688,95443.127425695537,162635.67041045736,103159.93702319948,164728.61032722323,108355.12693665198,166814.10277227347,111211.74705085828,168895.58755146369,112406.06712641758,170975.41397973226,60073.245740686914,161446.21922154992,68242.614299143286,164642.3469435467,80552.171206648069,166747.375434552,95595.591336100275,168823.65548104109,108151.05806717188,171904.71156705334,112743.51628929932,174714.25988280488,112753.14054117801,180333.32568934705,112755.42257977501,185952.38116996191,112755.84223698566,191571.43154137884,112755.89976132472,197190.47783646372,75174.797562839041,151147.35515517913,76851.919027198339,153439.73149285902,78457.746512737242,155729.89707016214,79989.656586547033,158017.97510450674,81446.415444712053,160304.08707907211,98415.297277952224,162499.64234682012,105167.60922546843,164596.56776172863,109460.45672245864,166687.37616854452,111673.71429939629,168775.0845622794,112531.72679732835,170861.60044316528,60096.478540558011,162523.78060360969,68277.018763981585,164653.58038822754,80594.040942914056,166757.65585389538,95631.520651673156,168833.00962898103,108167.70918714572,170886.16370475403
6.444,58001.602777432803,161581.83917202809,112733.07109790944,172012.80087861183,50952.699960848659,151161.02897277672,52325.696046605786,153480.82194353134,53722.515785445808,155798.33444794751,55137.698404419403,158113.56056643478,56565.823531226706,160426.50350395445,112745.29350875823,171906.58594813041,112754.25218892886,177525.28174725446,112756.38040913611,183143.96764034012,112756.77749165069,188762.6484774912,112756.83604280793,194381.32522537358,75579.522874517628,152293.99887892613,77239.904560804032,154585.69313808109,78828.805701691104,156875.20545106844,80343.529283815689,159162.65856874673,81783.119003183703,161448.17318364573,98797.729748385231,162501.39297247154,105410.93432411026,164598.13258941015,109586.33360195372,166688.92805154485,111723.05827374599,168776.73185759693,112544.54568836198,170863.39402784361,59076.068812843558,162652.76081464346,66553.703333075187,164777.62532180606,78370.866179399105,166877.55180431934,93637.740485816495,168948.04567170673,107208.06683838468,170994.43676748817,112744.14074727571,174811.53943810155,112753.27746554054,180408.98719786809,112755.44449262992,186006.42500866178,112755.8445663796,191603.85780982749,112755.89988769541,197201.28658502884,95853.888406510945,162633.77021925125,103435.67526190034,164726.3822035359,108506.32839450736,166811.73343001935,111274.77282229983,168893.20272792832,112423.13611830778,170973.0777636347,60274.300078608634,161444.79281350074,68517.96280872963,164640.54013491134,80874.490249678827,166745.26475488034,95868.411712558693,168821.38105715136,108275.37210688429,171902.60729290015,112744.31419119517,174712.36509291732,112753.31590682938,180331.8516033155,112755.45061705196,185951.32819844485,112755.84520765963,191570.79975404759,112755.8999461552,197190.26724061673,75552.826470420419,151147.17787000872,77213.741704353451,153439.22771544012,78802.806996036001,155729.09482080062,80317.708829580428,158016.90195709094,81757.491577935813,160302.76983517976,98775.027420618135,162497.96343172592,105395.68862096271,164594.5931723789,109577.73503545248,166685.2691855164,111719.03112277725,168772.9471817298,112542.82654136974,170859.48037066273,60297.698849615837,162522.2168726933,68552.444084321483,164651.74237337051,80916.178212704821,166755.49404186461,95903.929071998646,168830.66462880946,108291.71554858553,170883.91247011462
6.4480000000000004,58326.677418034866,161580.21171476925,112734.52915710947,172010.5127660452,51263.695750595129,151160.86734211314,52641.929426431925,153480.33364502547,54042.754287589836,155797.51824715835,55460.72121008618,158112.41729595594,56890.44179914282,160425.03592830355,112746.02930355027,171904.51187208982,112754.41247012021,177523.62214497285,112756.40581629371,183142.72288793745,112756.78023508545,188761.8186381018,112756.83630581679,194380.91030559689,75953.808680475355,152293.64848043941,77597.866056904342,154585.02038182362,79169.95625786102,156874.23823621176,80667.684709174762,159161.42427714283,82090.364832188396,161446.69836824466,99150.025724770589,162499.67714714041,105632.77572126986,164596.14123630128,109699.5675676558,166686.82085560536,111766.44957751846,168774.60770821161,112555.06056204397,170861.29874026557,59264.289234028634,162651.07844163108,66819.914062966738,164775.68384243367,78697.155826104019,166875.27167890483,93928.960932058821,168945.54458599936,107349.3224996819,170992.00013933302,112744.89042878072,174809.4792530681,112753.44065212838,180407.38449753463,112755.47011037541,186005.28017485575,112755.84713804003,191603.17090595575,112755.90002145701,197201.05761708866,96257.41840291163,162631.87247032538,103704.7930877576,164724.16425779849,108652.87202726361,166809.37858434199,111335.38074088839,168890.83338439956,112439.38714334363,170970.75575006986,60476.691195863226,161443.38580214893,68794.124655041262,164638.75019758675,81195.844164001479,166743.17309242234,96138.477007017267,168819.1303521498,108397.41995961413,171900.53128719566,112745.05379803691,174710.4958127542,112753.47681546562,180330.39738750531,112755.47594972597,185950.28942497532,112755.84780625708,191570.17648612044,112755.90009694545,197190.05948460099,75927.174212189915,151147.00267507913,77571.767036701931,153438.73017978348,79144.023408659006,155728.30285000743,80641.932307907002,158015.84293893,82064.807898166109,160301.47032785747,99127.710930782065,162496.3082300488,105617.87701260368,164592.64823840506,109691.20814526103,166683.19440595576,111762.54325961843,168770.84162919695,112553.38001695542,170857.38997925687,60500.253136386913,162520.67162301496,68828.676602365973,164649.92152891046,81237.344992156097,166753.35190938049,96173.583842625143,168828.34435264679,108413.46135347927,170881.68932470749
6.452,58651.59934121203,161578.58214353802,112735.8865372111,172008.23777865834,51575.857486977853,151160.7049252358,52959.050189740839,153479.84348233475,54363.604783670387,155796.69957398126,55784.088337231027,158111.27138319085,57215.148385870045,160423.56594212176,112746.71230660802,171902.46544015178,112754.55984145125,177521.984685248,112756.42888440337,183141.49474711553,112756.78269240384,188760.99987360492,112756.83654865029,194380.50092329041,76324.392100658326,152293.30231566628,77952.023180493736,154584.35604888166,79507.268204398279,156873.28350632763,80988.027471035472,159160.20633487741,82393.875743672761,161445.24351406444,99495.338674381608,162497.98546984256,105848.83731924662,164594.17966319708,109809.1041124014,166684.74569581743,111808.10736942684,168772.51499136677,112565.05955958623,170859.23257378416,59453.913235711152,162649.39310079467,67087.17718005646,164773.73905356595,79022.742879312122,166872.99185618234,94217.399856129196,168943.05059472949,107488.01954862846,170989.57602985628,112745.58643158068,174807.43094337155,112753.59069666597,180405.79106028477,112755.49334687932,186004.1419620073,112755.8494201759,191602.48797511513,112755.90013618866,197200.82997350875,96653.751483411412,162629.97754064933,103967.38924507152,164721.9567461882,108794.86965154971,166807.03836073203,111393.65365893653,168888.4795674074,112454.86057397889,170968.4479747928,60680.409098084485,161441.99812827539,69071.067507924556,164636.97711561475,81516.200828722373,166741.1004349468,96405.795646071885,168816.90327512068,108517.24173672599,171898.48328033998,112745.74031688733,174708.65179372454,112753.62474309657,180328.96284570626,112755.49893232351,185949.26470879486,112755.85011859756,191569.56165301849,112755.9002286684,197189.85454020987,76297.819745298708,151146.82958058655,77925.988187949843,153438.23890125297,79481.401446199277,155727.52116497359,80962.343418691031,158014.79803771983,82368.38967114636,160300.18851601498,99473.408203127197,162494.67665338586,105834.27926568373,164590.73276282358,109800.97729800738,166681.15153946535,111804.31746360431,168768.76758017091,112563.41576979008,170855.3289698578,60704.131350780764,162519.14480649703,69105.684023086345,164648.11783229664,81557.509321134523,166751.22943407868,96440.493512425688,168826.04869611736,108532.98664362935,170879.49404218158
6.4560000000000004,58976.319270194886,161576.95088679955,112737.15148540647,172005.97598454365,51889.122380976682,151160.54177438654,53276.996580642466,153479.35160605362,54685.007532049844,155795.87866983973,56107.742897787219,158110.12315183974,57539.889943430695,160422.09394215193,112747.3473189424,171900.44636407512,112754.69586124543,177520.36913428476,112756.45000426228,183140.28304176696,112756.78493202062,188760.19206647546,112756.83677780327,194380.09701968258,76691.254470736691,152292.96039638887,78302.371909416077,154583.7001451031,79840.750367506844,156872.34124676933,81304.577314655355,159159.00469531032,82693.680441524019,161443.8085338434,99833.734813968607,162496.31780948094,106059.22807538668,164592.2476234395,109915.04417828172,166682.70224218338,111848.09461670458,168770.45335533237,112574.56805562062,170857.19520940728,59644.933982682771,162647.70519411279,67355.460563387867,164771.79135569889,79347.590133940728,166870.71271874604,94503.061568086137,168940.56396995892,107624.2020197862,170987.16455243775,112746.23361331478,174805.39456479863,112753.72917701829,180404.20692639842,112755.51459800535,186003.01039816492,112755.8514820991,191601.80903402675,112755.9002384542,197200.60365985672,97042.927443429071,162628.08581679739,104223.56809115941,164719.75991465713,108932.43482393658,166804.71287843634,111449.67122154667,168886.14132937856,112469.5925085878,170966.15448764042,60885.443352101764,161440.62968474266,69348.758742387115,164635.22083063817,81835.528775394559,166739.04672831207,96670.377131899295,168814.69969127377,108634.87663151356,171896.46296791174,112746.37857482495,174706.83275637575,112753.76125706179,180327.54775747101,112755.51995792586,185948.25389172195,112755.852213486,191568.95515972548,112755.9003478388,197189.65237576535,76664.744409339793,151146.65859336787,78276.401145783733,153437.7538826293,79814.949947773872,155726.74974985514,81278.961921808397,158013.76720748711,82668.265617207158,160298.92431491689,99812.185355513546,162493.06855114404,106045.00437291773,164588.84648014678,109907.14356687911,166679.14023786315,111844.4168409956,168766.72466545115,112572.95925863282,170853.29700683203,60909.323004745675,162517.6363303329,69383.433760698259,164646.33122017563,81876.639894241656,166749.12655350345,96704.667698669335,168823.77751308159,108650.33054118523,170877.32636073683
6.46,59300.788932610427,161575.31836835426,112738.33208863565,172003.72745131422,52203.427660136462,151160.37794172735,53595.707121579355,153478.85816619117,55006.903302561448,155795.05577474792,56431.62871523817,158108.97292308247,57864.614000069734,160420.62032125605,112747.93915509693,171898.45434437023,112754.82217423477,177518.7752491087,112756.46960078293,183139.0875888271,112756.78702504832,188759.39509454361,112756.83699875127,194379.69853368096,77054.381041714529,152292.62272914185,78648.911765183642,154583.05266622445,80170.41468330464,156871.41142849743,81617.356631494928,159157.8192938393,82989.80980079867,161442.39331957698,100165.28348893241,162494.6740110167,106264.05676173598,164590.3448474032,110017.48617881921,166680.69014698183,111886.47162377894,168768.42243528209,112583.6102056322,170855.18631690129,59837.34414299568,162646.01511990483,67624.731959064666,164769.84114663975,79671.661201878349,166868.43464548959,94785.951152195761,168938.08497947207,107757.91305967489,170984.76581937997,112746.83684281402,174803.370172722,112753.85775760688,180402.63213566231,112755.53429403988,186001.8855109555,112755.85339583695,191601.13409915293,112755.90033380303,197200.37868161488,97424.990521432206,162626.19767568956,104473.43505794957,164717.57399707969,109065.67899180816,166802.4022487709,111503.5099385409,168883.81872000985,112483.61716803146,170963.8753381251,61091.783081323752,161439.28034477713,69627.165726114443,164633.48126722701,82153.797346471591,166737.01190136146,96932.231532896505,168812.51944977036,108750.36305036789,171894.47003517262,112746.97341184776,174705.03841198274,112753.88801174956,180326.15189496614,112755.53945405649,185947.2568102295,112755.85416241513,191568.35690801207,112755.90045995219,197189.4529585191,77027.933462839952,151146.48971758073,78623.005444785333,153437.27511903981,80144.680865586997,155725.98857676299,81591.810226046335,158012.75038653449,82964.46662961501,160297.67762121433,100144.11164115932,162491.48374986366,106250.16114599227,164586.98910294546,110009.80549485945,166677.16013623952,111882.90182911394,168764.71250371551,112582.03471772907,170851.29374425334,61115.81716911275,162516.14608245326,69661.893225401058,164644.56161174635,82194.706215886545,166747.04318792565,96966.11657929841,168821.53064122377,108765.53138208874,170875.18600633377
6.4640000000000004,59624.961322108858,161573.68499975945,112739.43653741,172001.4922426425,52518.710833945588,151160.21347857459,53915.120904438896,153478.36330978593,55329.233679506491,155794.23112330193,56755.690625921416,158107.82101002109,58189.269247126329,160419.14546144809,112748.49276325562,171896.489075663,112754.94052475151,177517.20278184125,112756.48813614449,183137.90820148145,112756.78905025798,188758.60883312585,112756.83721763412,194379.30540293537,77413.761316804783,152292.28931555973,78991.645948895544,154582.41359921696,80496.276150150166,156870.49401083114,81926.390247047864,159156.6500522586,83282.296520051517,161440.99774851388,100490.05648016109,162493.05390398466,106463.4308745898,164588.47105275068,110116.52541137701,166678.70905387949,111923.2962723543,168766.4218605104,112592.20941587833,170853.20556055332,60031.135878996887,162644.3232657426,67894.959058223307,164767.88881490228,79994.920576784047,166866.1580056932,95066.074310784752,168935.61388274614,107889.1949230001,170982.37993823519,112747.40112166366,174801.35781884185,112753.97820282722,180401.06672481887,112755.55290281017,186000.76732576368,112755.85524113593,191600.46318559838,112755.90042845257,197200.15504381244,97799.989019595596,162624.31348021483,104717.0954917278,164715.39921488106,109194.7105327671,166800.10657487574,111555.24319747301,168881.51178446464,112496.96749028421,170961.61057225158,61299.416968117359,161437.94996859872,69906.25589681456,164631.75833880305,82470.976734301046,166734.995871761,97191.369347603511,168810.36239024825,108863.73864095687,171892.50416284084,112747.52980204414,174703.26846760386,112754.00676175779,180324.7750268899,112755.55788575266,185946.27329824504,112755.85604457516,191567.76679810928,112755.90057116907,197189.25625520927,77387.376419825945,151146.32295488153,78965.804301360375,153436.80259914463,80470.609215391552,155725.23760836557,81900.913174803907,158011.74750166238,83257.025425262254,160296.44831881596,100469.25875551712,162489.92206235672,106449.85712349314,164585.16033269718,110109.05850501139,166675.21086261614,111919.83043613848,168762.73070922916,112590.66562859471,170849.31883210104,61323.60247634002,162514.67393750563,69941.029900500725,164642.80891423914,82511.678638400539,166744.97924571222,97224.850757252192,168819.30790807359,108878.62674489737,170873.07269817809
6.468,59948.790742044483,161572.05117998156,112740.47319429617,171999.27041816866,52834.909757153444,151160.04843534803,54235.177653623839,153477.86718076176,55651.941122282435,155793.40494445662,57079.874535348536,158106.66771739285,58513.805589566829,160417.66973356041,112749.01327001036,171894.55024717349,112755.05277467034,177515.65148004619,112756.50611484707,183136.74468941492,112756.79109496574,188757.83315519005,112756.83744132663,194378.91756392017,77769.389051724022,152291.96015244874,79330.581311460803,154581.78292245569,80818.352773879931,156869.58894173134,82231.7053466902,159155.4968791643,83571.175033493899,161439.62168368357,100808.1278420656,162491.45730313729,106657.45644432455,164586.62594523319,110212.25396327754,166676.75859874953,111958.6240542662,168764.45125513151,112600.38842517277,170851.25259970539,60226.300849427345,162642.63000812745,68166.109516486278,164765.93473939333,80317.333645082253,166863.88315877208,95343.437329381704,168933.15093083624,108018.08896218613,170980.00701173913,112747.93162927071,174799.35755105375,112754.09239515029,180399.51072742863,112755.57093479129,185999.65586562402,112755.85710635813,191599.79630704431,112755.90052935983,197199.93275100333,98167.975177998611,162622.4335790264,104954.65443979924,164713.23577708082,109319.63460371309,166797.82595187481,111604.94126012451,168879.22056348211,112509.67521996473,170959.36023248089,61508.333258146711,161436.63840398064,70185.996780649351,164630.05194812539,82787.037986630981,166732.99854649435,97447.801473258616,168808.2283433761,108975.0402915356,171890.5650276141,112748.0528985956,174701.5226265016,112754.11937994414,180323.41691876444,112755.57576065113,185945.30318735007,112755.85794774503,191567.18472882727,112755.90068838603,197189.06223209944,77743.067050042286,151146.15830446174,79304.804583849836,153436.33630527236,80792.753021594297,155724.49679814043,82206.29797180419,158010.75846854408,83545.976456696153,160295.23627938784,100787.70067424307,162488.3832883841,106644.19838040191,164583.35986062323,110204.99480621742,166673.29203880305,111955.25827384376,168760.77889258557,112598.87480199305,170847.37191683761,61532.667124909509,162513.21975737187,70220.81136077542,164641.07302338461,82827.528367366249,166742.93462380429,97480.881229075545,168817.10913154364,108989.65345028123,170870.98614923711
