"time","coil.i","coil.Phi","r_mLeak.port_p.Phi","r_mFe.mu_r","r_mFe.B","r_mFe.H"
0,0,0,0,1210,0,0
2.0000000000000002e-05,0.0049513570873927215,-1.0841640180800105e-05,2.4756785436963611e-06,1453.3206772275144,0.013385538619365988,7.3293343631219434
4.0000000000000003e-05,0.00919308839228258,-2.16816661714843e-05,4.5965441961412899e-06,1693.1251746705107,0.027336195160548811,12.848106707703623
6.0000000000000008e-05,0.012981354629347054,-3.2519828749807419e-05,6.4906773146735268e-06,1925.6690922503008,0.041646642296214224,17.210301104306758
8.0000000000000007e-05,0.016469076447490915,-4.335580237174782e-05,8.2345382237454567e-06,2149.2306364414699,0.05619402263680378,20.806413975082449
0.0001,0.019749975964589758,-5.4189221281717138e-05,9.8749879822948803e-06,2363.1671194429223,0.070902773279075598,23.875854456587241
0.00012000000000000002,0.022883530219688492,-6.5019700706599781e-05,1.1441765109844246e-05,2567.4042814831059,0.085724696954808846,26.570628857149124
0.00014000000000000001,0.025908829372889818,-7.5846832961231896e-05,1.2954414686444908e-05,2762.16404092126,0.10062786923965918,28.990716257653116
0.00016000000000000001,0.02885241958445876,-8.6670224509020582e-05,1.4426209792229382e-05,2947.8185801255295,0.11559042354686591,31.204069672883136
0.00018000000000000001,0.031732854623555136,-9.748947105786722e-05,1.5866427311777569e-05,3124.8095775320858,0.13059686999374343,33.258246438200189
0.00020000000000000001,0.034563436766121884,-0.00010830415596867684,1.728171838306094e-05,3293.6036653426886,0.14563590013698544,35.187405257030122
0.00022000000000000001,0.037353921386142894,-0.00011911386239693092,1.8676960693071449e-05,3454.6678435006247,0.16069904272617513,37.016651302753544
0.00024000000000000003,0.040111604308398663,-0.00012991817171275363,2.0055802154199333e-05,3608.455820230271,0.17577979129368687,38.764812510410295
0.00026000000000000003,0.042842036682434394,-0.00014071666398094261,2.1421018341217197e-05,3755.4008231843909,0.19087303302356062,40.446264090359861
0.00028000000000000003,0.045549506334073085,-0.0001515089177692881,2.2774753167036543e-05,3895.9121562093783,0.20597466336360248,42.072157294060169
0.00030000000000000003,0.048237367636757893,-0.00016229450327318788,2.4118683818378948e-05,4030.3738779256623,0.22108131112769425,43.651264792792475
0.00032000000000000003,0.050908281607879212,-0.00017307301059228298,2.5454140803939604e-05,4159.1451970909584,0.23619019166134936,45.190579687315569
0.00034000000000000002,0.053564375277990635,-0.00018384401984262037,2.6782187638995316e-05,4282.5608656965269,0.25129893152580007,46.695736941429722
0.00036000000000000002,0.056207364097164966,-0.00019460710472207331,2.8103682048582483e-05,4400.9324218726169,0.26640547627758526,48.171324083825866
