"Time","aimc.idq_rr[2]","loadInertia.w","transformer.l2sigma.inductor[3].i","aimc.idq_sr[1]","transformer.l2sigma.inductor[2].i","loadInertia.phi","aimc.is[1]","aimc.idq_rr[1]","aimc.is[2]","aimc.idq_sr[2]"
0,0,0,-0,-0,-0,0,-0,0,0,0
9.9999997e-05,0.00067008956,9.3522322e-18,-0.0012019024,0.00043022272,0.0012462505,5.7341499e-22,0.00043022272,-0.00041545581,-0.00081605761,-0.00069391297
0.00019999999,0.00065635628,7.4498043e-17,-0.0011777726,0.00045175696,0.0012664872,9.1390711e-21,0.00045175696,-0.00043607558,-0.00081475935,-0.00067998108
0.00030000001,0.00064204069,2.2141122e-16,-0.0011525888,0.00047288154,0.0012855823,3.3433684e-20,0.00047288154,-0.0004562914,-0.00081272912,-0.00066544046
0.00039999999,0.00062711799,4.8581405e-16,-0.0011263054,0.00049355451,0.0013034504,8.4916177e-20,0.00049355451,-0.00047606294,-0.00080992328,-0.00065026508
0.00050000002,0.00061167509,8.7948034e-16,-0.0010990802,0.0005138173,0.0013202324,1.7062032e-19,0.0005138173,-0.00049543177,-0.00080644147,-0.00063454587
0.00060000003,0.00059553626,1.4901575e-15,-0.001070596,0.00053348776,0.0013354965,3.2200864e-19,0.00053348776,-0.00051422132,-0.00080203393,-0.0006180997
0.00069999998,0.00057879952,2.287253e-15,-0.0010410303,0.00055264944,0.0013494568,5.2982149e-19,0.00055264944,-0.00053251325,-0.0007968311,-0.00060102902
0.00079999998,0.00056151423,3.4038002e-15,-0.0010104675,0.00057124574,0.0013620704,8.665099e-19,0.00057124574,-0.00055025157,-0.00079084723,-0.00058338285
0.00089999998,0.00054366823,4.8070725e-15,-0.00097888696,0.00058929063,0.0013733481,1.3142508e-18,0.00058929063,-0.00056745007,-0.00078407885,-0.00056514912
0.001,0.0005252905,6.5616966e-15,-0.00094633969,0.00060675509,0.0013832717,1.9279092e-18,0.00060675509,-0.00058408105,-0.00077653688,-0.0005463573
0.0011,0.00050640828,8.7301704e-15,-0.00091287371,0.00062361138,0.0013918236,2.7579953e-18,0.00062361138,-0.00060011778,-0.00076823152,-0.0005270351
0.0012000001,0.00048701325,1.1291168e-14,-0.00087847456,0.00063986937,0.0013990117,3.7928953e-18,0.00063986937,-0.00061556976,-0.00075916038,-0.00050717412
0.0013,0.00046716782,1.4373416e-14,-0.00084325258,0.00065547402,0.0014048084,5.1720332e-18,0.00065547402,-0.00063038454,-0.00074935117,-0.00048683808
0.0014,0.00044684389,1.7919041e-14,-0.00080715818,0.0006704501,0.0014092259,6.8327249e-18,0.0006704501,-0.00064458576,-0.00073879148,-0.00046599837
0.0015,0.00042608948,2.2007063e-14,-0.00077027665,0.00068476243,0.0014122543,8.8962737e-18,0.00068476243,-0.00065814005,-0.00072750635,-0.0004447042
0.0016,0.00040492669,2.6673857e-14,-0.0007326472,0.0006983949,0.0014138891,1.1418515e-17,0.0006983949,-0.00067103206,-0.00071550737,-0.00042297828
0.0017,0.00038336939,3.1942371e-14,-0.00069429475,0.00071133731,0.0014141272,1.4434681e-17,0.00071133731,-0.00068325212,-0.00070280186,-0.00040083492
0.0018,0.00036143776,3.7845737e-14,-0.00065525493,0.00072357489,0.0014129645,1.7995622e-17,0.00072357489,-0.00069478626,-0.0006894003,-0.00037829473
0.0019,0.00033915252,4.4418489e-14,-0.00061556464,0.00073509431,0.0014103993,2.2159085e-17,0.00073509431,-0.00070562179,-0.00067531446,-0.00035537904
0.0020000001,0.00031654252,5.1713628e-14,-0.00057527528,0.00074589864,0.0014064619,2.7073084e-17,0.00074589864,-0.0007157622,-0.0006605715,-0.00033211749
0.0020999999,0.00029362467,5.9757056e-14,-0.00053441693,0.0007559667,0.0014011358,3.2753156e-17,0.0007559667,-0.00072518719,-0.00064517593,-0.00030852741
0.0022,0.00027042034,6.8584698e-14,-0.00049302756,0.00076528633,0.0013944213,3.9263828e-17,0.00076528633,-0.00073388527,-0.00062914065,-0.00028463078
0.0023000001,0.00024695089,7.8232478e-14,-0.00045114514,0.00077384524,0.0013863194,4.6669629e-17,0.00077384524,-0.00074184488,-0.00061247847,-0.00026044951
0.0024000001,0.0002232421,8.8724377e-14,-0.00040881589,0.00078163977,0.0013768475,5.5075958e-17,0.00078163977,-0.0007490628,-0.00059521076,-0.00023601025
0.0024999999,0.00019932413,1.0007284e-13,-0.00036609403,0.00078867434,0.0013660394,6.4627595e-17,0.00078867434,-0.00075554382,-0.00057736674,-0.00021134436
0.0026,0.00017521413,1.1232503e-13,-0.00032300974,0.00079492881,0.0013538799,7.5350608e-17,0.00079492881,-0.00076126854,-0.00055895152,-0.00018646925
0.0027000001,0.00015093488,1.2551292e-13,-0.00027960373,0.00080039381,0.0013403754,8.7323101e-17,0.00080039381,-0.00076622836,-0.00053998065,-0.00016140839
0.0027999999,0.00012650924,1.3966846e-13,-0.0002359167,0.00080505997,0.001325532,1.0062319e-16,0.00080505997,-0.00077041436,-0.00052046991,-0.00013618534
0.0029,0.00010196571,1.5479734e-13,-0.00019200004,0.00080893852,0.0013093926,1.1541069e-16,0.00080893852,-0.00077383802,-0.00050045061,-0.00011082971
