"Time","loadInertia.w"
2.5495097e-20,-4.3019863e-43
0.00019999999,7.0688532e-17
0.00039999999,5.9016999e-16
0.00060000003,1.9728177e-15
0.00079999998,4.6202124e-15
0.001,8.949668e-15
0.0012000001,1.5384932e-14
0.0014,2.4333684e-14
0.0016,3.6188598e-14
0.0018,5.132898e-14
0.0020000001,7.0120091e-14
0.0022,9.2911342e-14
0.0024000001,1.2004082e-13
0.0026,1.5182484e-13
0.0027999999,1.8855941e-13
0.003,2.3052082e-13
0.0031999999,2.7796474e-13
0.0033333334,3.1275603e-13
0.0033333334,3.1275603e-13
0.003333335,3.1275652e-13
0.0034,3.3123905e-13
0.0035999999,3.9199655e-13
0.0038000001,4.5936806e-13
0.0040000002,5.3180854e-13
0.0041999999,6.0975503e-13
0.0044,6.9408005e-13
0.0046000001,7.8501441e-13
0.0048000002,8.8260936e-13
0.0049999999,9.8682499e-13
0.0052,1.0976566e-12
0.0054000001,1.2151066e-12
0.0055999998,1.3391125e-12
0.0057999999,1.4695798e-12
0.0060000001,1.6065688e-12
0.0062000002,1.7497364e-12
0.0063999998,1.8990161e-12
0.0066,2.0545219e-12
0.0066666668,2.1076244e-12
0.0066666668,2.1076244e-12
0.0066666729,2.1076296e-12
0.0068000001,2.2163699e-12
0.0070000002,2.3841046e-12
0.0071999999,2.5569013e-12
0.0074,2.7344286e-12
0.0076000001,2.9166801e-12
0.0077999998,3.10353e-12
0.0080000004,3.2944962e-12
0.0082,3.4894483e-12
0.0083999997,3.6880156e-12
0.0086000003,3.88978e-12
0.0088,4.0943728e-12
0.0089999996,4.3014117e-12
0.0092000002,4.5105066e-12
0.0093999999,4.7212598e-12
0.0096000005,4.9332682e-12
0.0098000001,5.1461244e-12
0.0099999998,5.3594182e-12
0.0099999998,5.3594182e-12
0.0099999998,5.3594182e-12
0.010000015,5.3594334e-12
0.0102,5.5726951e-12
0.0104,5.7854216e-12
0.0106,5.9971238e-12
0.0108,6.2076642e-12
0.011,6.4166849e-12
0.0112,6.6236855e-12
0.0114,6.8283122e-12
0.0116,7.0302163e-12
0.0118,7.2289856e-12
0.012,7.4243216e-12
0.0122,7.6158906e-12
0.0124,7.8033257e-12
0.0126,7.9863763e-12
0.0128,8.1647493e-12
0.013,8.3381427e-12
0.0132,8.5063553e-12
0.013333334,8.615492e-12
0.013333334,8.615492e-12
0.013333334,8.615492e-12
0.013333334,8.615492e-12
0.013333345,8.6155015e-12
0.0134,8.6691574e-12
0.0136,8.8263563e-12
0.0138,8.9776875e-12
0.014,9.1230816e-12
0.0142,9.2623513e-12
0.0144,9.395435e-12
0.0146,9.522225e-12
0.0148,9.6426738e-12
0.015,9.7567484e-12
0.0152,9.8644461e-12
0.0154,9.9658077e-12
0.0156,1.0060823e-11
0.015799999,1.0149569e-11
0.016000001,1.0232083e-11
0.0162,1.0308547e-11
0.0164,1.0379086e-11
0.0166,1.0443862e-11
0.016666668,1.0464213e-11
0.016666668,1.0464213e-11
0.016666722,1.0464229e-11
0.016799999,1.0502777e-11
0.017000001,1.0556204e-11
0.017200001,1.0604723e-11
0.0174,1.0648371e-11
0.0176,1.0687386e-11
0.0178,1.0722048e-11
0.017999999,1.0752659e-11
0.018200001,1.0779535e-11
0.0184,1.0803007e-11
0.0186,1.0823419e-11
0.0188,1.0841125e-11
0.018999999,1.0856492e-11
0.019200001,1.0869893e-11
0.019400001,1.088171e-11
0.0196,1.0892329e-11
0.0198,1.090214e-11
0.02,1.0911552e-11
0.02,1.0911552e-11
0.02,1.0911552e-11
0.02,1.0911552e-11
0.020000005,1.0911552e-11
0.020199999,1.0920899e-11
0.020400001,1.09307e-11
0.0206,1.0941257e-11
0.0208,1.0952979e-11
0.021,1.0966257e-11
0.021199999,1.098142e-11
0.021400001,1.0998877e-11
0.021600001,1.1018976e-11
0.0218,1.1042033e-11
0.022,1.1068432e-11
0.0222,1.1098462e-11
0.022399999,1.113242e-11
0.022600001,1.1170636e-11
0.0228,1.1213348e-11
0.023,1.1260807e-11
0.0232,1.1313287e-11
0.023333333,1.1351141e-11
0.023333333,1.1351141e-11
0.023333354,1.1351146e-11
0.023399999,1.1371044e-11
0.023600001,1.1434412e-11
0.023800001,1.1503074e-11
0.024,1.1577449e-11
0.0242,1.165768e-11
0.0244,1.1743862e-11
0.024599999,1.1836091e-11
0.024800001,1.1934404e-11
0.025,1.2038848e-11
0.0252,1.2149399e-11
0.0254,1.2266061e-11
0.025599999,1.2388795e-11
0.025800001,1.251756e-11
0.026000001,1.2652246e-11
0.0262,1.2792722e-11
0.0264,1.2938886e-11
0.0266,1.3090548e-11
0.026666667,1.3142305e-11
0.026666667,1.3142305e-11
0.026666692,1.3142325e-11
0.026799999,1.3247618e-11
0.027000001,1.3409821e-11
0.0272,1.3576903e-11
0.0274,1.3748735e-11
0.0276,1.3925021e-11
0.027799999,1.4105475e-11
0.028000001,1.4289807e-11
0.028200001,1.4477717e-11
0.0284,1.4668886e-11
0.0286,1.4862988e-11
0.0288,1.5059679e-11
0.028999999,1.5258614e-11
0.029200001,1.5459432e-11
0.0294,1.566177e-11
0.0296,1.5865259e-11
0.0298,1.6069522e-11
0.029999999,1.6274187e-11
0.029999999,1.6274187e-11
0.030000009,1.6274196e-11
0.030200001,1.6478832e-11
0.030400001,1.6682964e-11
0.0306,1.6886147e-11
0.0308,1.7088202e-11
0.030999999,1.7288825e-11
0.031199999,1.74876e-11
0.031399999,1.7684231e-11
0.031599998,1.7878365e-11
0.031800002,1.8069624e-11
0.032000002,1.8257741e-11
0.032200001,1.8442399e-11
0.032400001,1.8623266e-11
0.032600001,1.8800121e-11
0.0328,1.8972676e-11
0.033,1.9140677e-11
0.033199999,1.930393e-11
0.033333335,1.9410007e-11
0.033333335,1.9410007e-11
0.033333339,1.9410012e-11
0.033399999,1.9462218e-11
0.033599999,1.9615374e-11
0.033799998,1.9763149e-11
0.034000002,1.9905484e-11
0.034200002,2.0042206e-11
0.034400001,2.0173259e-11
0.034600001,2.0298542e-11
0.0348,2.0418016e-11
0.035,2.0531648e-11
0.0352,2.0639435e-11
0.035399999,2.0741416e-11
0.035599999,2.083758e-11
0.035799999,2.0927999e-11
0.035999998,2.1012707e-11
0.036200002,2.109187e-11
0.036400001,2.1165604e-11
0.036600001,2.1234054e-11
0.036666665,2.1255733e-11
0.036666665,2.1255733e-11
0.036666721,2.1255751e-11
0.036800001,2.1297134e-11
0.037,2.1355183e-11
0.0372,2.1408734e-11
0.0374,2.1457822e-11
0.037599999,2.1502664e-11
0.037799999,2.1543519e-11
0.037999999,2.1580661e-11
0.038199998,2.1614382e-11
0.038400002,2.1644986e-11
0.038600001,2.1672785e-11
0.038800001,2.1698109e-11
0.039000001,2.1721288e-11
0.0392,2.174267e-11
0.0394,2.17626e-11
0.0396,2.1781434e-11
0.039799999,2.1799533e-11
0.039999999,2.1817265e-11
0.039999999,2.1817265e-11
0.039999999,2.1817265e-11
0.039999999,2.1817265e-11
0.040000003,2.1817265e-11
0.040199999,2.1834942e-11
0.040399998,2.1853035e-11
0.040600002,2.1871826e-11
0.040800001,2.1891685e-11
0.041000001,2.1912973e-11
0.041200001,2.1935991e-11
0.0414,2.1961113e-11
0.0416,2.1988659e-11
0.0418,2.2018918e-11
0.041999999,2.2052242e-11
0.042199999,2.2088898e-11
0.042399999,2.2129153e-11
0.042599998,2.2173314e-11
0.042800002,2.2221596e-11
0.043000001,2.2274233e-11
0.043200001,2.233147e-11
0.043333333,2.2372257e-11
0.043333333,2.2372257e-11
0.043333352,2.2372262e-11
0.043400001,2.2393545e-11
0.0436,2.2460764e-11
0.0438,2.2532833e-11
0.044,2.2610141e-11
0.044199999,2.2692815e-11
0.044399999,2.2780944e-11
0.044599999,2.2874617e-11
0.044799998,2.2973868e-11
0.045000002,2.3078735e-11
0.045200001,2.3189201e-11
0.045400001,2.3305266e-11
0.045600001,2.3426898e-11
0.0458,2.3554055e-11
0.046,2.3686636e-11
0.0462,2.3824526e-11
0.046399999,2.3967626e-11
0.046599999,2.4115763e-11
0.046666667,2.4166245e-11
0.046666667,2.4166245e-11
0.046666693,2.4166264e-11
0.046799999,2.4268856e-11
0.046999998,2.4426653e-11
0.047200002,2.4588918e-11
0.047400001,2.4755534e-11
0.047600001,2.4926233e-11
0.047800001,2.5100748e-11
0.048,2.5278817e-11
0.0482,2.5460162e-11
0.0484,2.5644493e-11
0.048599999,2.5831509e-11
0.048799999,2.6020897e-11
0.048999999,2.6212338e-11
0.049199998,2.6405505e-11
0.049400002,2.6600062e-11
0.049600001,2.6795672e-11
0.049800001,2.699199e-11
0.050000001,2.7188673e-11
0.050000001,2.7188673e-11
0.050000008,2.7188682e-11
0.0502,2.7385334e-11
0.0504,2.7581513e-11
0.0506,2.7776816e-11
0.050799999,2.7971075e-11
0.050999999,2.8164016e-11
0.051199999,2.8355263e-11
0.051399998,2.8544543e-11
0.051600002,2.8731535e-11
0.051800001,2.8915887e-11
0.052000001,2.9097363e-11
0.052200001,2.9275665e-11
0.0524,2.9450498e-11
0.0526,2.9621649e-11
0.0528,2.9788862e-11
0.052999999,2.9951902e-11
0.053199999,3.0110591e-11
0.053333335,3.0213856e-11
0.053333335,3.0213856e-11
0.053333338,3.0213859e-11
0.053399999,3.0264728e-11
0.053599998,3.0414164e-11
0.053800002,3.055867e-11
0.054000001,3.0698194e-11
0.054200001,3.0832573e-11
0.054400001,3.0961757e-11
0.0546,3.1085658e-11
0.0548,3.1204234e-11
0.055,3.1317456e-11
0.055199999,3.1425328e-11
0.055399999,3.1527878e-11
0.055599999,3.1625098e-11
0.055799998,3.1717056e-11
0.056000002,3.1803778e-11
0.056200001,3.1885425e-11
0.056400001,3.1962096e-11
0.056600001,3.2033928e-11
0.056666669,3.2056829e-11
0.056666669,3.2056829e-11
0.056666721,3.2056847e-11
0.0568,3.2100839e-11
0.057,3.2163137e-11
0.0572,3.2221316e-11
0.057399999,3.2275405e-11
0.057599999,3.2325607e-11
0.057799999,3.2372157e-11
0.057999998,3.2415307e-11
0.058200002,3.2455323e-11
0.058400001,3.2492484e-11
0.058600001,3.2527078e-11
0.058800001,3.2559407e-11
0.059,3.2589771e-11
0.0592,3.2618491e-11
0.0594,3.2645883e-11
0.059599999,3.2672275e-11
0.059799999,3.269799e-11
0.059999999,3.2723366e-11
0.059999999,3.2723366e-11
0.060000014,3.2723366e-11
0.060199998,3.27487e-11
0.060400002,3.2774422e-11
0.060600001,3.2800783e-11
0.060800001,3.2828126e-11
0.061000001,3.285678e-11
0.0612,3.2887023e-11
0.0614,3.2919195e-11
0.0616,3.2953588e-11
0.061799999,3.2990475e-11
0.061999999,3.3030165e-11
0.062199999,3.3072912e-11
0.062399998,3.3118962e-11
0.062600002,3.3168589e-11
0.062799998,3.3221995e-11
0.063000001,3.3279393e-11
0.063199997,3.3341007e-11
0.063333333,3.3384493e-11
0.063333333,3.3384493e-11
0.063333355,3.33845e-11
0.0634,3.3407055e-11
0.063600004,3.3477814e-11
0.0638,3.3553021e-11
0.064000003,3.3633023e-11
0.064199999,3.3717949e-11
0.064400002,3.380787e-11
0.064599998,3.390287e-11
0.064800002,3.4002981e-11
0.064999998,3.4108241e-11
0.065200001,3.4218628e-11
0.065399997,3.4334147e-11
0.0656,3.4454765e-11
0.065800004,3.4580443e-11
0.066,3.4711092e-11
0.066200003,3.4846601e-11
0.066399999,3.4986888e-11
0.066600002,3.5131783e-11
0.06666667,3.5181094e-11
0.06666667,3.5181094e-11
0.066666692,3.5181111e-11
0.066799998,3.5281219e-11
0.067000002,3.5434964e-11
0.067199998,3.55928e-11
0.067400001,3.5754621e-11
0.067599997,3.5920183e-11
0.0678,3.6089236e-11
0.068000004,3.6261546e-11
0.0682,3.6436854e-11
0.068400003,3.6614899e-11
0.068599999,3.6795397e-11
0.068800002,3.697807e-11
0.068999998,3.716262e-11
0.069200002,3.7348749e-11
0.069399998,3.7536151e-11
0.069600001,3.7724514e-11
0.069799997,3.7913526e-11
0.07,3.8102872e-11
0.07,3.8102872e-11
0.070000008,3.8102878e-11
0.070200004,3.8292185e-11
0.0704,3.8481055e-11
0.070600003,3.8669106e-11
0.070799999,3.8856196e-11
0.071000002,3.9042075e-11
0.071199998,3.9226396e-11
0.071400002,3.9408917e-11
0.071599998,3.9589339e-11
0.071800001,3.9767342e-11
0.071999997,3.9942709e-11
0.0722,4.0115168e-11
0.072400004,4.0284446e-11
0.0726,4.0450355e-11
0.072800003,4.0612652e-11
0.072999999,4.077113e-11
0.073200002,4.0925621e-11
0.07333333,4.1026297e-11
0.07333333,4.1026297e-11
0.073333338,4.10263e-11
0.073399998,4.1075941e-11
0.073600002,4.1221956e-11
0.073799998,4.1363454e-11
0.074000001,4.150039e-11
0.074199997,4.1632614e-11
0.0744,4.1760078e-11
0.074600004,4.1882706e-11
0.0748,4.2000455e-11
0.075000003,4.2113302e-11
0.075199999,4.2221247e-11
0.075400002,4.2324321e-11
0.075599998,4.2422513e-11
0.075800002,4.2515883e-11
0.075999998,4.2604462e-11
0.076200001,4.2688388e-11
0.076399997,4.2767762e-11
0.0766,4.2842698e-11
0.076666668,4.2866724e-11
0.076666668,4.2866724e-11
0.07666672,4.2866745e-11
0.076800004,4.2913131e-11
0.077,4.2979339e-11
0.077200003,4.3041772e-11
0.077399999,4.3100464e-11
0.077600002,4.3155594e-11
0.077799998,4.3207379e-11
0.078000002,4.3256052e-11
0.078199998,4.3301855e-11
0.078400001,4.334505e-11
0.078599997,4.3385892e-11
0.0788,4.342466e-11
0.079000004,4.3461634e-11
0.0792,4.3497098e-11
0.079400003,4.3531356e-11
0.079599999,4.3564694e-11
0.079800002,4.3597417e-11
0.079999998,4.3629843e-11
0.079999998,4.3629843e-11
0.079999998,4.3629843e-11
0.079999998,4.3629843e-11
0.080000006,4.3629843e-11
0.080200002,4.366222e-11
0.080399998,4.3694957e-11
0.080600001,4.3728281e-11
0.080799997,4.3762508e-11
0.081,4.3797934e-11
0.081200004,4.3834818e-11
0.0814,4.3873474e-11
0.081600003,4.3914167e-11
0.081799999,4.3957143e-11
0.082000002,4.4002694e-11
0.082199998,4.4051044e-11
0.082400002,4.4102416e-11
0.082599998,4.4157074e-11
0.082800001,4.4215191e-11
0.082999997,4.4276964e-11
0.0832,4.4342603e-11
0.083333336,4.4388569e-11
0.083333336,4.4388569e-11
0.083333351,4.4388576e-11
0.083400004,4.4412304e-11
0.0836,4.4486321e-11
0.083800003,4.4564408e-11
0.083999999,4.464689e-11
0.084200002,4.473388e-11
0.084399998,4.4825449e-11
0.084600002,4.4921671e-11
0.084799998,4.5022572e-11
0.085000001,4.5128193e-11
0.085199997,4.5238507e-11
0.0854,4.535352e-11
0.085600004,4.5473205e-11
0.0858,4.5597526e-11
0.086000003,4.5726395e-11
0.086199999,4.5859715e-11
0.086400002,4.5997411e-11
0.086599998,4.6139325e-11
0.086666666,4.6187557e-11
0.086666666,4.6187557e-11
0.086666696,4.6187575e-11
0.086800002,4.6285399e-11
0.086999997,4.6435415e-11
0.087200001,4.658918e-11
0.087399997,4.6746589e-11
0.0876,4.6907422e-11
0.087800004,4.7071458e-11
0.088,4.7238467e-11
0.088200003,4.7408227e-11
0.088399999,4.7580485e-11
0.088600002,4.7754991e-11
0.088799998,4.7931485e-11
0.089000002,4.81097e-11
0.089199997,4.8289359e-11
0.089400001,4.8470179e-11
0.089599997,4.8651878e-11
0.0898,4.8834169e-11
0.090000004,4.9016766e-11
0.090000004,4.9016766e-11
0.090000011,4.9016773e-11
0.0902,4.9199329e-11
0.090400003,4.9381471e-11
0.090599999,4.9562857e-11
0.090800002,4.9743355e-11
0.090999998,4.9922736e-11
0.091200002,5.0100691e-11
0.091399997,5.0276994e-11
0.091600001,5.0451376e-11
0.091799997,5.062354e-11
0.092,5.0793286e-11
0.092200004,5.0960375e-11
0.092399999,5.1124546e-11
0.092600003,5.1285632e-11
0.092799999,5.1443412e-11
0.093000002,5.1597691e-11
0.093199998,5.1748321e-11
0.093333334,5.1846621e-11
0.093333334,5.1846621e-11
0.093333341,5.1846624e-11
0.093400002,5.1895134e-11
0.093599997,5.2038002e-11
0.093800001,5.2176739e-11
0.093999997,5.2311294e-11
0.0942,5.2441534e-11
0.094400004,5.2567419e-11
0.094599999,5.2688878e-11
0.094800003,5.2805867e-11
0.094999999,5.2918371e-11
0.095200002,5.3026385e-11
0.095399998,5.3129941e-11
0.095600002,5.3229025e-11
0.095799997,5.33237e-11
0.096000001,5.3413985e-11
0.096199997,5.350001e-11
0.0964,5.3581865e-11
0.096600004,5.3659664e-11
0.096666664,5.3684723e-11
0.096666664,5.3684723e-11
0.096666723,5.3684744e-11
0.096799999,5.3733337e-11
0.097000003,5.3803139e-11
0.097199999,5.3869485e-11
