"Time","loadInertia.w"
0.097400002,5.3932407e-11
0.097599998,5.3992068e-11
0.097800002,5.4048668e-11
0.097999997,5.4102424e-11
0.098200001,5.4153553e-11
0.098399997,5.4202292e-11
0.0986,5.424888e-11
0.098800004,5.429357e-11
0.098999999,5.4336622e-11
0.099200003,5.4378294e-11
0.099399999,5.4418862e-11
0.099600002,5.445859e-11
0.099799998,5.449776e-11
0.1,5.4536653e-11
0.1,5.4536653e-11
0.1,5.4536653e-11
0.1,5.4536656e-11
0.10005346,5.4547027e-11
0.10005346,5.4547027e-11
0.10005347,5.4547027e-11
0.1002,5.4615742e-11
0.1004,5.4708398e-11
0.1006,5.4800581e-11
0.1008,5.4893229e-11
0.101,5.4987268e-11
0.1012,5.5083615e-11
0.1014,5.5183177e-11
0.1016,5.5286855e-11
0.10166667,5.5322483e-11
0.1018,5.5395522e-11
0.102,5.5510034e-11
0.1022,5.5631218e-11
0.1024,5.5759886e-11
0.1026,5.5896805e-11
0.1028,5.6042712e-11
0.103,5.6198317e-11
0.1032,5.6364274e-11
0.10333333,5.6480973e-11
0.10333333,5.6480973e-11
0.10333335,5.6480987e-11
0.10333335,5.6480987e-11
0.10338322,5.6525739e-11
0.10338322,5.6525739e-11
0.10338322,5.6525739e-11
0.1034,5.6558553e-11
0.1036,5.6947322e-11
0.1038,5.7331317e-11
0.104,5.7710326e-11
0.1042,5.8084156e-11
0.1044,5.8452632e-11
0.1046,5.8815605e-11
0.1048,5.9172944e-11
0.105,5.9524545e-11
0.10500001,5.9524559e-11
0.1052,5.9870317e-11
0.1054,6.0210205e-11
0.1056,6.0544167e-11
0.1058,6.0872189e-11
0.106,6.1194279e-11
0.1062,6.151047e-11
0.1064,6.1820819e-11
0.1066,6.2125409e-11
0.10666667,6.2225669e-11
0.10666667,6.2225669e-11
0.10666668,6.222569e-11
0.10666668,6.222569e-11
0.10671297,6.2295016e-11
0.10671297,6.2295016e-11
0.10671297,6.2295016e-11
0.1068,6.2627327e-11
0.107,6.3375936e-11
0.1072,6.4102008e-11
0.1074,6.4804002e-11
0.1076,6.5480468e-11
0.1078,6.6130088e-11
0.108,6.6751632e-11
0.1082,6.7343991e-11
0.10833334,6.772221e-11
0.1084,6.7906167e-11
0.1086,6.8437284e-11
0.1088,6.8936599e-11
0.109,6.9403483e-11
0.1092,6.9837441e-11
0.1094,7.0238114e-11
0.1096,7.0605272e-11
0.1098,7.093881e-11
0.11,7.1238758e-11
0.11,7.1238758e-11
0.11000001,7.1238772e-11
0.11000001,7.1238772e-11
0.11004273,7.129889e-11
0.11004273,7.129889e-11
0.11004273,7.129889e-11
0.1102,7.1958411e-11
0.1104,7.2766022e-11
0.1106,7.3536989e-11
0.1108,7.4269611e-11
0.111,7.4962349e-11
0.1112,7.5613835e-11
0.1114,7.6222854e-11
0.1116,7.6788381e-11
0.11166668,7.6967092e-11
0.1118,7.7309534e-11
0.112,7.7785632e-11
0.1122,7.8216177e-11
0.1124,7.8600827e-11
0.1126,7.8939438e-11
0.1128,7.9232045e-11
0.113,7.9478854e-11
0.1132,7.9680276e-11
0.11333334,7.9789612e-11
0.11333334,7.9789612e-11
0.11333334,7.9789626e-11
0.11333334,7.9789626e-11
0.11337249,7.9818402e-11
0.11337249,7.9818402e-11
0.11337249,7.9818402e-11
0.1134,7.9896291e-11
0.1136,8.0445171e-11
0.1138,8.0962119e-11
0.114,8.1446433e-11
0.1142,8.1897537e-11
0.1144,8.2315002e-11
0.1146,8.2698542e-11
0.1148,8.3047978e-11
0.115,8.3363288e-11
0.11500001,8.3363302e-11
0.1152,8.3644591e-11
0.1154,8.3892109e-11
0.1156,8.4106222e-11
0.1158,8.4287431e-11
0.116,8.4436368e-11
0.1162,8.4553801e-11
0.1164,8.46406e-11
0.1166,8.4697777e-11
0.11666667,8.471044e-11
0.11666667,8.471044e-11
0.11666668,8.4710447e-11
0.11666668,8.4710447e-11
0.11670224,8.4716158e-11
0.11670224,8.4716158e-11
0.11670224,8.4716158e-11
0.1168,8.4816057e-11
0.117,8.5008812e-11
0.1172,8.5186323e-11
0.1174,8.53492e-11
0.1176,8.5498122e-11
0.1178,8.5633819e-11
0.118,8.5757068e-11
0.1182,8.5868708e-11
0.11833334,8.5937105e-11
0.1184,8.5969593e-11
0.1186,8.6060666e-11
0.1188,8.6142843e-11
0.119,8.621711e-11
0.1192,8.6284493e-11
0.1194,8.6346034e-11
0.1196,8.6402774e-11
0.1198,8.6455808e-11
0.12,8.6506219e-11
0.12,8.6506219e-11
0.12000001,8.6506219e-11
0.12000001,8.6506219e-11
0.120032,8.6514122e-11
0.120032,8.6514122e-11
0.120032,8.6514122e-11
0.1202,8.6621266e-11
0.1204,8.6746249e-11
0.1206,8.6869179e-11
0.1208,8.699088e-11
0.121,8.7112165e-11
0.1212,8.7233838e-11
0.1214,8.7356726e-11
0.1216,8.7481626e-11
0.12166668,8.7523856e-11
0.1218,8.7609343e-11
0.122,8.7740648e-11
0.1222,8.7876324e-11
0.1224,8.8017107e-11
0.1226,8.816374e-11
0.1228,8.8316916e-11
0.123,8.8477316e-11
0.1232,8.8645591e-11
0.12333333,8.8762449e-11
0.12333333,8.8762449e-11
0.12333334,8.8762463e-11
0.12333334,8.8762463e-11
0.12336176,8.8787817e-11
0.12336176,8.8787817e-11
0.12336176,8.8787817e-11
0.1234,8.8864645e-11
0.1236,8.9263041e-11
0.1238,8.9655464e-11
0.124,9.0041676e-11
0.1242,9.0421448e-11
0.1244,9.0794587e-11
0.1246,9.1160926e-11
0.1248,9.1520326e-11
0.125,9.1872669e-11
0.12500001,9.187269e-11
0.1252,9.2217879e-11
0.12540001,9.2555887e-11
0.1256,9.2886678e-11
0.1258,9.3210238e-11
0.126,9.3526603e-11
0.12620001,9.3835835e-11
0.12639999,9.413801e-11
0.1266,9.4433239e-11
0.12666667,9.4530134e-11
0.12666667,9.4530134e-11
0.12666668,9.4530155e-11
0.12666668,9.4530155e-11
0.12669151,9.4566077e-11
0.12669151,9.4566077e-11
0.12669151,9.4566077e-11
0.1268,9.4970178e-11
0.127,9.5699025e-11
0.12720001,9.6405543e-11
0.1274,9.7088268e-11
0.1276,9.7745832e-11
0.1278,9.8376987e-11
0.12800001,9.8980574e-11
0.12819999,9.9555544e-11
0.12833335,9.9922536e-11
0.1284,1.0010098e-10
0.1286,1.0061608e-10
0.1288,1.0110014e-10
0.12899999,1.015526e-10
0.1292,1.0197303e-10
0.1294,1.0236111e-10
0.1296,1.0271665e-10
0.12980001,1.030396e-10
0.13,1.0333005e-10
0.13,1.0333005e-10
0.13000001,1.0333007e-10
0.13000001,1.0333007e-10
0.13002127,1.0335912e-10
0.13002127,1.0335912e-10
0.13002127,1.0335912e-10
0.1302,1.0408691e-10
0.1304,1.0486952e-10
0.13060001,1.0561682e-10
0.13079999,1.0632719e-10
0.131,1.0699918e-10
0.1312,1.0763149e-10
0.1314,1.0822301e-10
0.13160001,1.0877273e-10
0.13166668,1.0894657e-10
0.1318,1.0927988e-10
0.132,1.097438e-10
0.1322,1.1016405e-10
0.13240001,1.1054032e-10
0.13259999,1.1087249e-10
0.1328,1.1116062e-10
0.133,1.1140495e-10
0.1332,1.1160587e-10
0.13333334,1.1171598e-10
0.13333334,1.1171598e-10
0.13333334,1.1171598e-10
0.13333334,1.1171598e-10
0.13335103,1.1172926e-10
0.13335103,1.1172926e-10
0.13335103,1.1172926e-10
0.13339999,1.1186746e-10
0.1336,1.1241323e-10
0.1338,1.1292803e-10
0.134,1.134112e-10
0.13420001,1.1386214e-10
0.1344,1.1428043e-10
0.1346,1.1466578e-10
0.1348,1.15018e-10
0.13500001,1.1533707e-10
0.13500001,1.1533708e-10
0.13519999,1.1562305e-10
0.1354,1.158762e-10
0.1356,1.1609683e-10
0.1358,1.1628543e-10
0.13600001,1.1644262e-10
0.1362,1.165691e-10
0.1364,1.1666572e-10
0.1366,1.1673346e-10
0.13666667,1.167498e-10
0.13666667,1.167498e-10
0.13666669,1.167498e-10
0.13666669,1.167498e-10
0.13668078,1.167529e-10
0.13668078,1.167529e-10
0.13668078,1.167529e-10
0.13680001,1.168903e-10
0.13699999,1.1710807e-10
0.1372,1.1731022e-10
0.1374,1.1749725e-10
0.1376,1.1766976e-10
0.13779999,1.1782839e-10
0.138,1.1797381e-10
0.1382,1.1810677e-10
0.13833334,1.181889e-10
0.1384,1.1822808e-10
0.13860001,1.1833856e-10
0.1388,1.1843908e-10
0.139,1.1853055e-10
0.1392,1.1861391e-10
0.13940001,1.1869014e-10
0.13959999,1.1876027e-10
0.1398,1.188253e-10
0.14,1.1888629e-10
0.14,1.1888629e-10
0.14000002,1.1888629e-10
0.14000002,1.1888629e-10
0.14001054,1.1888941e-10
0.14001054,1.1888941e-10
0.14001054,1.1888941e-10
0.1402,1.1904006e-10
0.14040001,1.1919501e-10
0.1406,1.1934646e-10
0.1408,1.1949512e-10
0.141,1.1964169e-10
0.14120001,1.1978687e-10
0.14139999,1.1993141e-10
0.1416,1.2007603e-10
0.14166668,1.2012438e-10
0.1418,1.2022144e-10
0.142,1.2036837e-10
0.14219999,1.2051751e-10
0.1424,1.2066959e-10
0.1426,1.2082527e-10
0.1428,1.2098522e-10
0.14300001,1.2115013e-10
0.1432,1.2132062e-10
0.14333333,1.2143767e-10
0.14333333,1.2143767e-10
0.14333335,1.2143768e-10
0.14333335,1.2143768e-10
0.14334029,1.2144385e-10
0.14334029,1.2144385e-10
0.14334029,1.2144385e-10
0.1434,1.2156683e-10
0.1436,1.2197433e-10
0.14380001,1.2237476e-10
0.14399999,1.2276784e-10
0.1442,1.2315331e-10
0.1444,1.2353096e-10
0.1446,1.2390061e-10
0.14480001,1.242621e-10
0.145,1.2461533e-10
0.14500001,1.2461535e-10
0.1452,1.2496018e-10
0.1454,1.2529663e-10
0.14560001,1.2562465e-10
0.14579999,1.2594426e-10
0.146,1.2625546e-10
0.1462,1.265584e-10
0.1464,1.2685314e-10
0.14659999,1.2713984e-10
0.14666666,1.2723365e-10
0.14666666,1.2723365e-10
0.14666668,1.2723367e-10
0.14666668,1.2723367e-10
0.14667004,1.2723839e-10
0.14667004,1.2723839e-10
0.14667004,1.2723839e-10
0.1468,1.2771145e-10
0.147,1.2842238e-10
0.1472,1.2911117e-10
0.14740001,1.2977641e-10
0.1476,1.3041683e-10
0.1478,1.3103121e-10
0.148,1.3161849e-10
0.14820001,1.3217769e-10
0.14833334,1.3253446e-10
0.14839999,1.3270791e-10
0.1486,1.3320843e-10
0.1488,1.3367862e-10
0.149,1.3411798e-10
0.14920001,1.3452608e-10
0.1494,1.3490269e-10
0.1496,1.3524765e-10
0.1498,1.3556097e-10
0.1499998,1.3584246e-10
0.1499998,1.3584246e-10
0.15000001,1.3584694e-10
0.15000001,1.3584694e-10
0.15019999,3.215799e-09
0.1504,1.1757548e-08
0.1506,2.4774222e-08
0.1508,4.1335163e-08
0.15099999,6.0568674e-08
0.1512,8.1664354e-08
0.1514,1.0387491e-07
0.1516,1.2651758e-07
0.15180001,1.4897503e-07
