"Time","rectifier.thyristor.idealThyristor[1].off","rectifier.thyristor.idealThyristor[2].off","rectifier.thyristor.idealThyristor[3].off","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerPositive[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","pulsem.twomPulse.timerNegative[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerNegative[3].entryTime","inductor.i"
4.9516668,0,1,1,2.1576195,0.18124636,7099.4922,27.144636,2.7156224,0.013635366,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.7125595
4.9517999,0,1,1,2.1576195,0.17050241,7099.4922,28.010757,2.7156224,0.013996295,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.7012637
4.9520001,0,1,1,2.1576195,0.15301737,7099.4922,29.540455,2.7156224,0.014534748,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6830096
4.9521999,0,1,1,2.1576195,0.13395137,7099.4922,31.358982,2.7156224,0.015069399,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6632504
4.9524002,0,1,1,2.1576195,0.11337958,7099.4922,33.475849,2.7156224,0.015599954,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6420677
4.9526,0,1,1,2.1576195,0.091383174,7099.4922,35.895847,2.7156224,0.016126137,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6195476
4.9527998,0,1,1,2.1576195,0.068049021,7099.4922,38.618958,2.7156224,0.016647689,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5957823
4.9530001,0,1,1,2.1576195,0.043469191,7099.4922,41.640396,2.7156224,0.017164374,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.570869
4.9531999,0,1,1,2.1576195,0.017740617,7099.4922,44.950695,2.7156224,0.017675968,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5449085
4.9532866,0,1,1,2.1576195,0.0062665031,7099.4922,46.470654,2.7156224,0.017895909,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5333664
4.9532866,1,0,1,2.1576195,0.0062665031,7099.4922,46.470654,2.7156224,0.017895909,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5333664
4.9533334,1,0,1,2.1576195,0.012586223,7099.4922,47.325638,2.7156224,0.018014399,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5396521
4.9533334,1,0,1,1.8879335,0,7098.8457,0,2.7021596,0,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5396521
4.9534001,1,0,1,1.8879335,0.0089264959,7098.8457,1.1952511,2.7021596,0.0001696064,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5485198
4.9535999,1,0,1,1.8879335,0.035015509,7098.8457,4.5989079,2.7021596,0.0006819141,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5743628
4.9538002,1,0,1,1.8879335,0.059989214,7098.8457,7.7179036,2.7021596,0.0011992704,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.5989892
4.954,1,0,1,1.8879335,0.083749063,7098.8457,10.54122,2.7021596,0.0017214224,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6223061
4.9541998,1,0,1,1.8879335,0.10620128,7098.8457,13.062493,2.7021596,0.0022480995,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6442246
4.9544001,1,0,1,1.8879335,0.12725726,7098.8457,15.280126,2.7021596,0.0027790137,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.6646624
4.9545999,1,0,1,1.8879335,0.14683391,7098.8457,17.197304,2.7021596,0.0033138609,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.683542
4.9548001,1,0,1,1.8879335,0.164854,7098.8457,18.821949,2.7021596,0.0038523222,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.700793
4.9549999,1,0,1,1.8879335,0.18124637,7098.8457,20.166605,2.7021596,0.0043940647,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.7163506
4.9549999,1,0,1,1.8879335,0.18124638,7098.8457,20.166607,2.7021596,0.0043940656,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.7163506
4.9549999,1,0,1,1.8879335,0.18124638,7098.8457,20.166607,2.7021596,0.0043940656,4.9416666,4.9483333,4.9349999,4.9516668,4.9383335,4.9450002,2.7163506
4.9549999,1,0,1,1.8879335,0.18124638,7098.8457,20.166607,2.7021596,0.0043940656,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7163506
4.9552002,1,0,1,1.8879335,0.19594605,7098.8457,21.248369,2.7021596,0.0049387445,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7301567
4.9554,1,0,1,1.8879335,0.20889556,7098.8457,22.088142,2.7021596,0.0054860064,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7421608
4.9555998,1,0,1,1.8879335,0.2200435,7098.8457,22.710922,2.7021596,0.0060354853,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7523191
4.9558001,1,0,1,1.8879335,0.22934592,7098.8457,23.145042,2.7021596,0.0065868087,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7605951
4.9559999,1,0,1,1.8879335,0.23676611,7098.8457,23.421829,2.7021596,0.0071395962,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7669597
4.9562001,1,0,1,1.8879335,0.24227479,7098.8457,23.57509,2.7021596,0.0076934635,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7713909
4.9563999,1,0,1,1.8879335,0.24585018,7098.8457,23.640575,2.7021596,0.0082480228,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7738752
4.9566002,1,0,1,1.8879335,0.2474782,7098.8457,23.655409,2.7021596,0.0088028833,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.774406
4.9566231,1,0,1,1.8879335,0.24754083,7098.8457,23.655579,2.7021596,0.0088674985,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7743409
4.9566231,1,0,1,1.8879335,0.24754083,7098.8457,23.655579,2.7021596,0.0088674985,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7743409
4.9568,1,0,1,1.8879335,0.24715245,7098.8457,23.657618,2.7021596,0.0093576536,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7729847
4.9569998,1,0,1,1.8879335,0.24487425,7098.8457,23.685131,2.7021596,0.009911947,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7696207
4.9572001,1,0,1,1.8879335,0.24065262,7098.8457,23.775785,2.7021596,0.010465374,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7643306
4.9573998,1,0,1,1.8879335,0.23450412,7098.8457,23.966314,2.7021596,0.011017553,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7571385
4.9576001,1,0,1,1.8879335,0.22645298,7098.8457,24.291885,2.7021596,0.011568105,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7480762
4.9577999,1,0,1,1.8879335,0.2165309,7098.8457,24.785549,2.7021596,0.012116661,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7371831
4.9580002,1,0,1,1.8879335,0.2047772,7098.8457,25.477659,2.7021596,0.01266286,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7245054
4.9582,1,0,1,1.8879335,0.19123819,7098.8457,26.39547,2.7021596,0.013206348,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.7100966
4.9583335,1,0,1,1.8879335,0.1812465,7098.8457,27.14459,2.7021596,0.013566999,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.6995585
4.9583335,1,0,1,1.8879335,0.18124647,7098.8457,27.144592,2.7021596,0.013567,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,2.6995585
4.9583335,1,0,1,1.8879335,0.18124647,7098.8457,27.144592,2.7021596,0.013567,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6995585
4.9583998,1,0,1,1.8879335,0.1759674,7098.8457,27.562683,2.7021596,0.013746787,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6940172
4.9586,1,0,1,1.8879335,0.15902503,7098.8457,28.999025,2.7021596,0.014283847,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6763334
4.9587998,1,0,1,1.8879335,0.14047796,7098.8457,30.719986,2.7021596,0.014817217,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.657119
4.9590001,1,0,1,1.8879335,0.12039937,7098.8457,32.736637,2.7021596,0.015346599,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6364529
4.9591999,1,0,1,1.8879335,0.098868459,7098.8457,35.055359,2.7021596,0.015871707,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6144197
4.9594002,1,0,1,1.8879335,0.075970247,7098.8457,37.677731,2.7021596,0.016392281,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.59111
4.9596,1,0,1,1.8879335,0.051795106,7098.8457,40.600544,2.7021596,0.016908074,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5666192
4.9597998,1,0,1,1.8879335,0.02643838,7098.8457,43.815899,2.7021596,0.017418858,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5410466
4.95996,1,0,1,1.8879335,0.0053747273,7098.8457,46.589809,2.7021596,0.017823638,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5198853
4.95996,1,1,0,1.8879335,0.0053747273,7098.8457,46.589809,2.7021596,0.017823638,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5198853
4.96,1,1,0,1.8879335,0.010788416,7098.8457,47.321781,2.7021596,0.017924642,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.525281
4.96,1,1,0,1.6182624,0,7098.2676,0,2.6886964,0,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.525281
4.9601998,1,1,0,1.6182624,0.026438097,7098.2676,3.4953086,2.6886964,0.00050770352,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5515649
4.9604001,1,1,0,1.6182624,0.051794745,7098.2676,6.7106423,2.6886964,0.001020547,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.5766647
4.9605999,1,1,0,1.6182624,0.075969875,7098.2676,9.6334572,2.6886964,0.0015382841,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6004851
4.9608002,1,1,0,1.6182624,0.098868079,7098.2676,12.255826,2.6886964,0.0020606497,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.622936
4.961,1,1,0,1.6182624,0.12039898,7098.2676,14.574553,2.6886964,0.0025873615,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6439328
4.9612002,1,1,0,1.6182624,0.14047761,7098.2676,16.591236,2.6886964,0.0031181206,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6633961
4.9614,1,1,0,1.6182624,0.15902478,7098.2676,18.312223,2.6886964,0.0036526131,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6812534
4.9615998,1,1,0,1.6182624,0.17596725,7098.2676,19.748541,2.6886964,0.0041905111,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.697438
4.9616666,1,1,0,1.6182624,0.18124637,7098.2676,20.166605,2.6886964,0.0043705078,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7024505
4.9616666,1,1,0,1.6182624,0.18124638,7098.2676,20.166607,2.6886964,0.0043705087,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7024505
4.9616666,1,1,0,1.6182624,0.18124638,7098.2676,20.166607,2.6886964,0.0043705087,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7024505
4.9618001,1,1,0,1.6182624,0.1912379,7098.2676,20.915791,2.6886964,0.0047314721,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7118895
4.9619999,1,1,0,1.6182624,0.20477685,7098.2676,21.833635,2.6886964,0.0052751466,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7245548
4.9622002,1,1,0,1.6182624,0.21653056,7098.2676,22.525757,2.6886964,0.0058211717,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.735388
4.9624,1,1,0,1.6182624,0.22645259,7098.2676,23.019421,2.6886964,0.0063691768,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.74435
4.9626002,1,1,0,1.6182624,0.23450382,7098.2676,23.345007,2.6886964,0.0069187847,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7514091
4.9628,1,1,0,1.6182624,0.24065246,7098.2676,23.535555,2.6886964,0.0074696117,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7565413
4.9629998,1,1,0,1.6182624,0.24487422,7098.2676,23.62623,2.6886964,0.0080212718,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7597299
4.9632001,1,1,0,1.6182624,0.24715246,7098.2676,23.653761,2.6886964,0.0085733738,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7609661
4.9632964,1,1,0,1.6182624,0.24755388,7098.2676,23.655605,2.6886964,0.0088401642,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7608631
4.9632964,1,1,0,1.6182624,0.24755388,7098.2676,23.655605,2.6886964,0.0088401642,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7608631
4.9633999,1,1,0,1.6182624,0.2474782,7098.2676,23.655941,2.6886964,0.009125527,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7602487
4.9636002,1,1,0,1.6182624,0.24585018,7098.2676,23.670841,2.6886964,0.0096773421,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7575843
4.9638,1,1,0,1.6182624,0.24227488,7098.2676,23.7363,2.6886964,0.010228432,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7529871
4.9640002,1,1,0,1.6182624,0.23676632,7098.2676,23.889545,2.6886964,0.010778409,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.746479
4.9642,1,1,0,1.6182624,0.2293462,7098.2676,24.166323,2.6886964,0.011326898,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7380893
4.9643998,1,1,0,1.6182624,0.22004376,7098.2676,24.600441,2.6886964,0.011873523,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7278543
4.9646001,1,1,0,1.6182624,0.20889579,7098.2676,25.223206,2.6886964,0.012417919,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7158184
4.9647999,1,1,0,1.6182624,0.19594629,7098.2676,26.062962,2.6886964,0.012959734,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.7020326
4.9650002,1,1,0,1.6182624,0.1812464,7098.2676,27.144634,2.6886964,0.013498619,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6865549
4.9650002,1,1,0,1.6182624,0.18124637,7098.2676,27.144636,2.6886964,0.013498619,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,2.6865549
4.9650002,1,1,0,1.6182624,0.18124637,7098.2676,27.144636,2.6886964,0.013498619,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6865549
4.9651999,1,1,0,1.6182624,0.16485412,7098.2676,28.489346,2.6886964,0.014034246,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.66945
4.9654002,1,1,0,1.6182624,0.14683412,7098.2676,30.113972,2.6886964,0.014566296,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6507893
4.9656,1,1,0,1.6182624,0.12725753,7098.2676,32.031116,2.6886964,0.015094464,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6306493
4.9657998,1,1,0,1.6182624,0.10620156,7098.2676,34.248734,2.6886964,0.015618463,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6091132
4.9660001,1,1,0,1.6182624,0.083749324,7098.2676,36.770012,2.6886964,0.016138023,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5862699
4.9661999,1,1,0,1.6182624,0.059989467,7098.2676,39.593327,2.6886964,0.01665289,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5622127
4.9664001,1,1,0,1.6182624,0.035015717,7098.2676,42.712334,2.6886964,0.017162833,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.53704
4.9665999,1,1,0,1.6182624,0.0089265946,7098.2676,46.11602,2.6886964,0.017667638,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5108547
4.9666333,1,1,0,1.6182624,0.0044816169,7098.2676,46.709351,2.6886964,0.017751176,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5064042
4.9666333,0,1,1,1.6182624,0.0044816169,7098.2676,46.709351,2.6886964,0.017751176,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5064042
4.9666667,0,1,1,1.6182624,0.008990352,7098.2676,47.318604,2.6886964,0.017834881,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5109069
4.9666667,0,1,1,1.3485527,0,7097.791,0,2.6752322,0,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5109069
4.9668002,0,1,1,1.3485527,0.017740488,7097.791,2.3605645,2.6752322,0.00033597229,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5285947
4.967,0,1,1,1.3485527,0.04346896,7097.791,5.6708407,2.6752322,0.00084426749,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5541573
4.9671998,0,1,1,1.3485527,0.068048768,7097.791,8.6922731,2.6752322,0.001357552,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.5784714
4.9674001,0,1,1,1.3485527,0.091382913,7097.791,11.415382,2.6752322,0.0018755668,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6014452
4.9675999,0,1,1,1.3485527,0.11337929,7097.791,13.835382,2.6752322,0.002398035,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6229923
4.9678001,0,1,1,1.3485527,0.13395111,7097.791,15.952274,2.6752322,0.0029246632,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6430316
4.9679999,0,1,1,1.3485527,0.15301719,7097.791,17.77083,2.6752322,0.0034551423,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6614881
4.9682002,0,1,1,1.3485527,0.17050232,7097.791,19.300529,2.6752322,0.0039891489,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.678293
4.9683332,0,1,1,1.3485527,0.18124637,7097.791,20.166605,2.6752322,0.0043469458,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6885478
4.9683332,0,1,1,1.3485527,0.18124638,7097.791,20.166607,2.6752322,0.0043469467,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,2.6885478
4.9683332,0,1,1,1.3485527,0.18124638,7097.791,20.166607,2.6752322,0.0043469467,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.6885478
4.9684,0,1,1,1.3485527,0.18633734,7097.791,20.55545,2.6752322,0.0045263451,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.6933842
4.9685998,0,1,1,1.3485527,0.20045972,7097.791,21.55402,2.6752322,0.0050663832,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7067058
4.9688001,0,1,1,1.3485527,0.21281405,7097.791,22.318514,2.6752322,0.0056089051,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7182095
4.9689999,0,1,1,1.3485527,0.22335133,7097.791,22.875101,2.6752322,0.0061535425,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7278543
4.9692001,0,1,1,1.3485527,0.23203006,7097.791,23.253162,2.6752322,0.0066999206,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7356052
4.9693999,0,1,1,1.3485527,0.23881596,7097.791,23.484911,2.6752322,0.007247657,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7414365
4.9696002,0,1,1,1.3485527,0.24368225,7097.791,23.60486,2.6752322,0.0077963658,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7453287
4.9698,0,1,1,1.3485527,0.2466097,7097.791,23.649286,2.6752322,0.008345658,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7472701
4.9699697,0,1,1,1.3485527,0.24756476,7097.791,23.655622,2.6752322,0.0088126417,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7473841
4.9699697,0,1,1,1.3485527,0.24756476,7097.791,23.655622,2.6752322,0.0088126417,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7473841
4.9699998,0,1,1,1.3485527,0.2475868,7097.791,23.655647,2.6752322,0.0088951439,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7472577
4.9702001,0,1,1,1.3485527,0.2466097,7097.791,23.662031,2.6752322,0.0094444314,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7452948
4.9703999,0,1,1,1.3485527,0.24368232,7097.791,23.706444,2.6752322,0.0099931322,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7413933
4.9706001,0,1,1,1.3485527,0.23881617,7097.791,23.826378,2.6752322,0.010540861,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7355726
4.9707999,0,1,1,1.3485527,0.23203036,7097.791,24.058113,2.6752322,0.011087235,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7278593
4.9710002,0,1,1,1.3485527,0.22335163,7097.791,24.436174,2.6752322,0.011631881,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7182877
4.9712,0,1,1,1.3485527,0.2128143,7097.791,24.992752,2.6752322,0.012174429,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.7068994
4.9713998,0,1,1,1.3485527,0.20045997,7097.791,25.757231,2.6752322,0.012714523,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.6937432
4.9716001,0,1,1,1.3485527,0.18633743,7097.791,26.755724,2.6752322,0.013251812,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.678875
4.9716668,0,1,1,1.3485527,0.18124641,7097.791,27.144547,2.6752322,0.013430227,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.6735489
4.9716668,0,1,1,1.3485527,0.1812464,7097.791,27.144548,2.6752322,0.013430228,4.9616666,4.9683332,4.9549999,4.9516668,4.9583335,4.9650002,2.6735489
4.9716668,0,1,1,1.3485527,0.1812464,7097.791,27.144548,2.6752322,0.013430228,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.6735489
4.9717999,0,1,1,1.3485527,0.17050244,7097.791,28.01067,2.6752322,0.013785962,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.6623569
4.9720001,0,1,1,1.3485527,0.1530174,7097.791,29.540367,2.6752322,0.014316649,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.644258
4.9721999,0,1,1,1.3485527,0.1339514,7097.791,31.358894,2.6752322,0.014843565,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.6246538
4.9724002,0,1,1,1.3485527,0.11337961,7097.791,33.475761,2.6752322,0.015366416,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.6036251
4.9726,0,1,1,1.3485527,0.091383204,7097.791,35.89576,2.6752322,0.015884927,4.9616666,4.9683332,4.9549999,4.9716668,4.9583335,4.9650002,2.5812583
