"Time","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]","speed.phi","speed.w","voltageController.I.y"
4.0401001,-0.0015627912,0.00041316421,-0.00053487136,-0.0015287319,-34.931683,13.6836,-27.994585,555.57764,157.07964,113.74612
4.0402002,-0.0015486741,0.00036330402,-0.00053443841,-0.0015290623,-34.903374,13.683807,-27.973787,555.59332,157.07964,113.73499
4.0402999,-0.0015329946,0.00031306804,-0.00053400581,-0.0015293923,-34.875088,13.684012,-27.952991,555.60901,157.07964,113.72385
4.0404,-0.0015157679,0.00026250677,-0.00053357356,-0.0015297221,-34.846825,13.684216,-27.932196,555.62476,157.07964,113.71271
4.0405002,-0.0014970113,0.00021167108,-0.00053314166,-0.0015300516,-34.818584,13.684418,-27.9114,555.64044,157.07964,113.70155
4.0405998,-0.0014767434,0.00016061212,-0.00053271011,-0.0015303809,-34.790367,13.684618,-27.890604,555.65613,157.07964,113.69039
4.0407,-0.0014549842,0.00010938129,-0.00053227891,-0.0015307099,-34.762169,13.684816,-27.869808,555.67188,157.07964,113.67921
4.0408001,-0.0014317555,5.8030109e-05,-0.000531848,-0.0015310388,-34.733997,13.685013,-27.849012,555.68756,157.07964,113.66804
4.0409002,-0.0014070804,6.6102916e-06,-0.00053141743,-0.0015313673,-34.705849,13.685206,-27.828218,555.70325,157.07964,113.65685
4.0409999,-0.0013809834,-4.4826404e-05,-0.00053098728,-0.0015316956,-34.677723,13.685399,-27.807423,555.71899,157.07964,113.64565
4.0411,-0.0013534906,-9.6228185e-05,-0.00053055742,-0.0015320237,-34.64962,13.685591,-27.786629,555.73468,157.07964,113.63444
4.0412002,-0.0013246294,-0.00014754329,-0.0005301279,-0.0015323514,-34.62154,13.68578,-27.765835,555.75037,157.07964,113.62321
4.0412998,-0.0012944286,-0.00019872004,-0.00052969874,-0.001532679,-34.593483,13.685966,-27.745039,555.76611,157.07964,113.61199
4.0414,-0.0012629185,-0.00024970685,-0.00052926986,-0.0015330062,-34.565449,13.686152,-27.724245,555.7818,157.07964,113.60075
4.0415001,-0.0012301303,-0.0003004524,-0.0005288414,-0.0015333332,-34.537434,13.686335,-27.703449,555.79755,157.07964,113.58951
4.0416002,-0.0011960971,-0.00035090549,-0.00052841322,-0.00153366,-34.509445,13.686517,-27.682653,555.81323,157.07964,113.57825
4.0416999,-0.0011608528,-0.00040101534,-0.00052798539,-0.0015339865,-34.48148,13.686696,-27.66186,555.82892,157.07964,113.56699
4.0418,-0.0011244327,-0.00045073137,-0.00052755792,-0.0015343127,-34.453533,13.686874,-27.641064,555.84467,157.07964,113.55572
4.0419002,-0.0010868732,-0.00050000352,-0.00052713079,-0.0015346388,-34.425613,13.68705,-27.620268,555.86035,157.07964,113.54443
4.0419998,-0.0010482119,-0.000548782,-0.00052670401,-0.0015349645,-34.397713,13.687224,-27.599472,555.87604,157.07964,113.53314
4.0421,-0.0010084877,-0.00059701776,-0.00052627758,-0.00153529,-34.369839,13.687396,-27.578676,555.89178,157.07964,113.52184
4.0422001,-0.0009677402,-0.00064466201,-0.00052585144,-0.0015356153,-34.341984,13.687567,-27.557878,555.90747,157.07964,113.51054
4.0423002,-0.00092601031,-0.00069166673,-0.00052542565,-0.0015359403,-34.314152,13.687735,-27.537083,555.92316,157.07964,113.49921
4.0423999,-0.00088333985,-0.00073798455,-0.00052500021,-0.001536265,-34.286343,13.687901,-27.516287,555.9389,157.07964,113.48788
4.0425,-0.00083977164,-0.0007835686,-0.00052457512,-0.0015365896,-34.258556,13.688066,-27.495489,555.95459,157.07964,113.47655
4.0426002,-0.00079534936,-0.0008283729,-0.00052415032,-0.0015369138,-34.230793,13.688229,-27.474691,555.97034,157.07964,113.4652
4.0426998,-0.00075011759,-0.00087235228,-0.00052372593,-0.0015372378,-34.203053,13.68839,-27.453894,555.98602,157.07964,113.45384
4.0427999,-0.00070412166,-0.00091546221,-0.00052330183,-0.0015375615,-34.175335,13.688549,-27.433096,556.00171,157.07964,113.44248
4.0429001,-0.00065740774,-0.00095765921,-0.00052287808,-0.0015378849,-34.147636,13.688706,-27.412298,556.01746,157.07964,113.43111
4.0430002,-0.00061002281,-0.00099890062,-0.00052245462,-0.0015382082,-34.119965,13.688861,-27.3915,556.03314,157.07964,113.41972
4.0430999,-0.00056201441,-0.0010391448,-0.00052203157,-0.0015385312,-34.092312,13.689014,-27.370701,556.04883,157.07964,113.40833
4.0432,-0.00051343068,-0.0010783509,-0.0005216088,-0.001538854,-34.064682,13.689166,-27.349901,556.06458,157.07964,113.39693
4.0433002,-0.00046432047,-0.0011164795,-0.00052118639,-0.0015391764,-34.037079,13.689316,-27.329102,556.08026,157.07964,113.38552
4.0433998,-0.00041473313,-0.001153492,-0.00052076433,-0.0015394986,-34.009495,13.689464,-27.3083,556.09595,157.07964,113.3741
4.0434999,-0.00036471846,-0.0011893507,-0.00052034255,-0.0015398206,-33.98193,13.68961,-27.287498,556.11169,157.07964,113.36267
4.0436001,-0.00031432672,-0.0012240196,-0.00051992113,-0.0015401423,-33.954391,13.689753,-27.266699,556.12738,157.07964,113.35123
4.0437002,-0.00026360858,-0.0012574634,-0.00051950006,-0.0015404638,-33.926876,13.689895,-27.245895,556.14307,157.07964,113.33978
4.0437999,-0.00021261502,-0.0012896482,-0.00051907933,-0.001540785,-33.89938,13.690035,-27.225094,556.15881,157.07964,113.32832
4.0439,-0.0001613973,-0.0013205416,-0.00051865896,-0.0015411059,-33.871906,13.690173,-27.20429,556.1745,157.07964,113.31686
4.0440001,-0.00011000693,-0.001350112,-0.00051823887,-0.0015414266,-33.844456,13.69031,-27.183487,556.19025,157.07964,113.30538
4.0440998,-5.8495596e-05,-0.0013783296,-0.00051781913,-0.001541747,-33.817028,13.690444,-27.162683,556.20593,157.07964,113.2939
4.0441999,-6.9151229e-06,-0.0014051658,-0.00051739969,-0.0015420673,-33.789623,13.690577,-27.14188,556.22162,157.07964,113.2824
4.0443001,4.4682598e-05,-0.0014305931,-0.00051698065,-0.0015423872,-33.762241,13.690707,-27.121075,556.23737,157.07964,113.2709
4.0444002,9.624564e-05,-0.0014545858,-0.00051656191,-0.0015427069,-33.734879,13.690836,-27.100269,556.25305,157.07964,113.25939
4.0444999,0.00014772212,-0.0014771195,-0.00051614351,-0.0015430263,-33.707539,13.690962,-27.079464,556.26874,157.07964,113.24787
4.0446,0.00019906022,-0.0014981714,-0.00051572541,-0.0015433455,-33.680222,13.691087,-27.058659,556.28448,157.07964,113.23634
4.0447001,0.00025020822,-0.0015177197,-0.00051530765,-0.0015436645,-33.652927,13.69121,-27.037851,556.30017,157.07964,113.2248
4.0447998,0.00030111469,-0.0015357449,-0.00051489024,-0.0015439831,-33.625652,13.691331,-27.017044,556.31586,157.07964,113.21325
4.0448999,0.00035172829,-0.0015522281,-0.00051447318,-0.0015443015,-33.598404,13.69145,-26.996237,556.3316,157.07964,113.20169
4.0450001,0.00040199808,-0.0015671528,-0.00051405642,-0.0015446197,-33.571175,13.691567,-26.975428,556.34729,157.07964,113.19012
4.0451002,0.00045187341,-0.0015805037,-0.00051364,-0.0015449376,-33.543968,13.691683,-26.954618,556.36298,157.07964,113.17855
4.0451999,0.00050130399,-0.0015922668,-0.00051322393,-0.0015452553,-33.516785,13.691796,-26.933809,556.37872,157.07964,113.16696
4.0453,0.00055024005,-0.0016024302,-0.00051280815,-0.0015455727,-33.48962,13.691908,-26.912998,556.39441,157.07964,113.15536
4.0454001,0.00059863226,-0.0016109834,-0.00051239273,-0.0015458899,-33.462482,13.692018,-26.892189,556.41016,157.07964,113.14376
4.0454998,0.00064643181,-0.0016179173,-0.00051197765,-0.0015462068,-33.435364,13.692125,-26.871378,556.42584,157.07964,113.13215
4.0455999,0.0006935905,-0.0016232248,-0.00051156286,-0.0015465234,-33.408264,13.69223,-26.850565,556.44153,157.07964,113.12053
4.0457001,0.00074006082,-0.0016269004,-0.00051114842,-0.0015468398,-33.381191,13.692334,-26.829754,556.45728,157.07964,113.10889
4.0458002,0.0007857958,-0.0016289398,-0.00051073427,-0.0015471559,-33.354137,13.692436,-26.808941,556.47296,157.07964,113.09725
4.0458999,0.00083074934,-0.0016293408,-0.00051032053,-0.0015474719,-33.327106,13.692536,-26.788128,556.48865,157.07964,113.0856
4.046,0.0008748761,-0.0016281027,-0.00050990708,-0.0015477875,-33.300098,13.692635,-26.767313,556.50439,157.07964,113.07394
4.0461001,0.00091813155,-0.0016252265,-0.00050949393,-0.0015481028,-33.273113,13.692731,-26.7465,556.52008,157.07964,113.06227
4.0461998,0.00096047198,-0.0016207147,-0.00050908112,-0.001548418,-33.246147,13.692825,-26.725685,556.53577,157.07964,113.0506
4.0462999,0.0010018547,-0.0016145715,-0.00050866866,-0.0015487329,-33.219204,13.692918,-26.704868,556.55151,157.07964,113.03891
4.0464001,0.0010422377,-0.001606803,-0.00050825655,-0.0015490475,-33.192284,13.693008,-26.684053,556.5672,157.07964,113.02721
4.0465002,0.0010815804,-0.0015974166,-0.00050784473,-0.0015493619,-33.165382,13.693097,-26.663237,556.58295,157.07964,113.0155
4.0465999,0.0011198429,-0.0015864213,-0.0005074332,-0.0015496759,-33.138504,13.693184,-26.64242,556.59863,157.07964,113.00379
4.0467,0.0011569867,-0.0015738282,-0.00050702202,-0.0015499898,-33.111649,13.693268,-26.621603,556.61432,157.07964,112.99207
4.0468001,0.0011929739,-0.0015596492,-0.00050661119,-0.0015503034,-33.084816,13.693351,-26.600784,556.63007,157.07964,112.98033
4.0468998,0.0012277685,-0.0015438988,-0.00050620071,-0.0015506168,-33.058002,13.693432,-26.579966,556.64575,157.07964,112.96859
4.0469999,0.001261335,-0.0015265923,-0.00050579052,-0.00155093,-33.031212,13.693511,-26.559147,556.66144,157.07964,112.95684
4.0471001,0.0012936395,-0.0015077468,-0.00050538068,-0.0015512428,-33.004444,13.693588,-26.538328,556.67719,157.07964,112.94508
4.0472002,0.0013246493,-0.0014873811,-0.00050497113,-0.0015515554,-32.977695,13.693664,-26.517508,556.69287,157.07964,112.9333
4.0472999,0.001354333,-0.0014655152,-0.00050456193,-0.0015518677,-32.95097,13.693737,-26.496687,556.70856,157.07964,112.92152
4.0474,0.0013826604,-0.0014421711,-0.00050415302,-0.0015521798,-32.924267,13.693809,-26.475866,556.7243,157.07964,112.90974
4.0475001,0.0014096028,-0.0014173717,-0.00050374446,-0.0015524917,-32.897583,13.693878,-26.455046,556.73999,157.07964,112.89794
4.0475998,0.0014351329,-0.0013911419,-0.00050333625,-0.0015528032,-32.870922,13.693946,-26.434223,556.75568,157.07964,112.88613
4.0476999,0.0014592248,-0.0013635078,-0.00050292833,-0.0015531145,-32.844284,13.694012,-26.413401,556.77142,157.07964,112.87431
4.0478001,0.0014818539,-0.001334497,-0.00050252071,-0.0015534256,-32.817669,13.694076,-26.392578,556.78711,157.07964,112.86249
4.0479002,0.0015029974,-0.0013041382,-0.00050211349,-0.0015537364,-32.791073,13.694138,-26.371756,556.80286,157.07964,112.85065
4.0479999,0.0015226334,-0.0012724618,-0.0005017065,-0.001554047,-32.764496,13.694198,-26.350931,556.81854,157.07964,112.83881
4.0481,0.0015407421,-0.0012394995,-0.00050129992,-0.0015543574,-32.737946,13.694256,-26.330109,556.83423,157.07964,112.82696
4.0482001,0.001557305,-0.0012052841,-0.00050089363,-0.0015546674,-32.711414,13.694312,-26.309284,556.84998,157.07964,112.81509
4.0482998,0.0015723052,-0.00116985,-0.00050048763,-0.0015549771,-32.684902,13.694366,-26.28846,556.86566,157.07964,112.80322
4.0483999,0.0015857273,-0.0011332323,-0.00050008198,-0.0015552867,-32.658417,13.694419,-26.267633,556.88135,157.07964,112.79134
4.0485001,0.0015975576,-0.0010954677,-0.00049967668,-0.001555596,-32.631947,13.694469,-26.246809,556.89709,157.07964,112.77945
4.0486002,0.0016077836,-0.0010565941,-0.00049927167,-0.0015559051,-32.605503,13.694518,-26.225983,556.91278,157.07964,112.76756
4.0486999,0.0016163951,-0.0010166503,-0.00049886695,-0.0015562138,-32.579079,13.694565,-26.205156,556.92847,157.07964,112.75565
4.0488,0.001623383,-0.00097567629,-0.00049846258,-0.0015565224,-32.552677,13.69461,-26.18433,556.94421,157.07964,112.74373
4.0489001,0.00162874,-0.00093371305,-0.00049805857,-0.0015568307,-32.526295,13.694653,-26.163504,556.9599,157.07964,112.7318
4.0489998,0.0016324603,-0.00089080259,-0.00049765484,-0.0015571387,-32.499935,13.694695,-26.142675,556.97559,157.07964,112.71986
4.0490999,0.00163454,-0.00084698794,-0.00049725146,-0.0015574466,-32.473598,13.694734,-26.121849,556.99133,157.07964,112.70792
4.0492001,0.0016349767,-0.00080231298,-0.00049684837,-0.001557754,-32.447281,13.694771,-26.101021,557.00702,157.07964,112.69596
4.0493002,0.0016337697,-0.00075682247,-0.00049644557,-0.0015580613,-32.420982,13.694806,-26.080193,557.02277,157.07964,112.684
4.0493999,0.0016309198,-0.00071056193,-0.00049604313,-0.0015583683,-32.394711,13.694839,-26.059364,557.03845,157.07964,112.67202
4.0495,0.0016264296,-0.00066357781,-0.00049564103,-0.0015586751,-32.368458,13.694872,-26.038536,557.05414,157.07964,112.66004
4.0496001,0.0016203034,-0.0006159172,-0.00049523922,-0.0015589816,-32.342224,13.694901,-26.017706,557.06989,157.07964,112.64805
4.0496998,0.0016125469,-0.00056762784,-0.00049483776,-0.0015592879,-32.316013,13.694929,-25.996878,557.08557,157.07964,112.63605
4.0497999,0.0016031677,-0.00051875826,-0.00049443659,-0.0015595938,-32.289825,13.694956,-25.976048,557.10126,157.07964,112.62404
4.0499001,0.0015921751,-0.00046935742,-0.00049403572,-0.0015598997,-32.263657,13.69498,-25.955217,557.117,157.07964,112.61201
4.0500002,0.0015795795,-0.00041947491,-0.00049363519,-0.0015602051,-32.237511,13.695003,-25.934387,557.13269,157.07964,112.59999
