"time","aimc.is[1]","aimc.is[2]","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.phi","loadInertia.w","vfController.x"
0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,8.0623786238766953e-11,-0.00023985373655134102,-5.5078299909652639e-17,2.1463162462917598e-10,-5.1405569469343267e-14,1.7661320687580846e-07,-2.010461574262348e-30,-1.1754851398535478e-25,3.9270608148137322e-07
0.0001,1.2877166128116152e-09,-0.00095737764232316333,-1.7592861919587439e-15,1.713430368872275e-09,-8.2189535112982189e-13,7.0577999193035815e-07,-1.0175481363134573e-27,-2.9747476850557782e-23,1.5708043594765048e-06
0.00015000000000000001,7.9896554485217597e-09,-0.0021486509035469159,-2.0028518001060929e-14,6.1533469234556942e-09,-5.1082648597783596e-12,1.586215834943611e-06,2.831586664154469e-25,4.1372161527738508e-21,3.5343004483101942e-06
0.00020000000000000001,2.0528194180548937e-08,-0.0038133952342700845,-5.6086139979933901e-14,1.365189211156114e-08,-1.3129372024125122e-11,2.8178294627198521e-06,8.7715175806350544e-25,1.286496284529833e-20,6.2831943684220199e-06
0.00025000000000000001,6.156489066894838e-08,-0.0059423145459484451,-2.7128720141129316e-13,2.8135755905136885e-08,-3.9475107051237197e-11,4.3975689971808789e-06,5.2734308226424179e-23,3.9317390248906999e-19,9.8174864752370038e-06
0.00030000000000000003,1.2695276927973675e-07,-0.0085371175177493541,-6.3616859633178862e-13,4.8883189893536365e-08,-8.1475639677062798e-11,6.3259953875230415e-06,1.4656952457478495e-22,1.0781731559616471e-18,1.4137176701659369e-05
0.00035,2.1511170735476204e-07,-0.01159845520791386,-1.1395039937186635e-12,7.5619186187803586e-08,-1.381136841355967e-10,8.6033223722901585e-06,2.7884489663362912e-22,2.04237528306016e-18,1.9242265022123597e-05
0.00040000000000000002,3.2604170489315687e-07,-0.015126327616441969,-1.7812933935719194e-12,1.0834374478793861e-07,-2.0938924042683907e-10,1.1229549951482237e-05,4.4956042440295721e-22,3.285780283784611e-18,2.5132751436629696e-05
0.00045000000000000004,5.1666577539563607e-07,-0.019107316073681265,-3.1010301026433096e-12,1.527284098214855e-07,-3.320799343428223e-10,1.4200267260947888e-05,2.0026029438452537e-21,1.4097166372630063e-17,3.1808635991349955e-05
0.00050000000000000001,7.6945017696977702e-07,-0.02354555387257579,-4.9325364046675232e-12,2.0702620085510419e-07,-4.9485731789857023e-10,1.7516832959492064e-05,4.5240209887896524e-21,3.1615352639172328e-17,3.9269918672062114e-05
0.00055000000000000003,1.0736956246454321e-06,-0.028443563194611752,-7.1744088024670856e-12,2.7017109093029171e-07,-6.9080864569664508e-10,2.118007611588157e-05,7.7612167544591639e-21,5.409441455818056e-17,4.7516599470087628e-05
0.00060000000000000006,1.4294021184052541e-06,-0.033801344039789162,-9.8266472960419925e-12,3.4216308004704785e-07,-9.1993391773704667e-10,2.5189996730116407e-05,1.1714190240853788e-20,8.1534352129654761e-17,5.6548678385426475e-05
0.00065000000000000008,1.9280377848499008e-06,-0.039602936427833746,-1.4008960000390483e-11,4.2975109173528684e-07,-1.2415743886535551e-09,2.9541342998648988e-05,2.5756972137662923e-20,1.712127005366308e-16,6.6366155470749997e-05
0.00069999999999999999,2.5606491530910658e-06,-0.045849902621187433,-1.9611742899471647e-11,5.3227449925405366e-07,-1.6499213662185713e-09,3.4234629000776023e-05,4.8971973837357057e-20,3.1752277728668498e-16,7.6969030720902372e-05
0.00075000000000000002,3.2980741532448454e-06,-0.052547331015969423,-2.6278008181956366e-11,6.4758159591523985e-07,-2.1260555407213962e-09,3.9271529128090177e-05,7.8370546196092611e-20,5.0220323225702164e-16,8.8357304119090826e-05
0.00080000000000000004,4.1403127852765453e-06,-0.059695221612179682,-3.4007755847844641e-11,7.7567238171884533e-07,-2.6699769121620276e-09,4.4652043380591435e-05,1.1395268921386954e-19,7.2525406544764036e-16,0.00010053097566531537
0.00085000000000000006,5.1945502085454232e-06,-0.067279868189488862,-4.4485232012213484e-11,9.2234665310428477e-07,-3.351582897654176e-09,5.0371654826515124e-05,1.9363936897447721e-19,1.1892186436520831e-15,0.00011349004537446588
0.00090000000000000008,6.4797381439524182e-06,-0.075298847311073155,-5.8008233146850043e-11,1.0886298890091555e-06,-4.183232263542714e-09,5.6429564813971368e-05,3.2413550217947282e-19,1.9299092507610851e-15,0.00012723451324917506
0.00095,7.9434591550298084e-06,-0.083758861816555674,-7.375310172079569e-11,1.2716857782954425e-06,-5.130742633816857e-09,6.2827982286671816e-05,4.8689635892475293e-19,2.8482748229711941e-15,0.00014176437928216121
0.001,9.5857132417775937e-06,-0.092659911705936446,-9.1719837734050516e-11,1.4715143209631462e-06,-6.1941140084766118e-09,6.95669072446165e-05,6.8192193921031841e-19,3.9443153602824148e-15,0.00015707964347342438
0.0010500000000000002,1.148813048058861e-05,-0.10199478274427799,-1.1362516772466686e-10,1.6911717468020233e-06,-7.4269981776138162e-09,7.6643956342035488e-05,1.0536740058178804e-18,5.8089196550538593e-15,0.00017318030582422116
0.0011000000000000001,1.3729021063196845e-05,-0.1117565540986445,-1.4111599918445344e-10,1.9335899891316035e-06,-8.8808649199571486e-09,8.405684316352302e-05,1.7407390803230066e-18,9.008945128891117e-15,0.00019006636633575686
