"Time","aimc.is[1]","aimc.is[2]","aimc.stator.port_p.V_m.re","aimc.stator.port_p.V_m.im","aimc.stator.core.Phi.re","aimc.stator.core.Phi.im","aimc.airGap.V_msr.re","aimc.airGap.V_msr.im","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5425,-1.1736356,-6.5760684,-1.5953948,-7.7763429,0.44729459,1.7419335,4.7468295,6.3627353,0.3164258,-0.24140392,1.1231037,1.3529959,713.36084,156.99287,83.26844
4.5426002,-0.91261178,-6.7350559,-1.3497288,-7.8227115,0.39235812,1.7551223,4.7462106,6.3631806,0.31694633,-0.24177487,1.1230859,1.3530095,713.37653,156.99281,83.46946
4.5426998,-0.65068221,-6.8873639,-1.1027259,-7.8613205,0.33703455,1.766579,4.7455916,6.363625,0.31746578,-0.24214537,1.1230679,1.3530231,713.39221,156.99275,83.670303
4.5427999,-0.38810685,-7.0328417,-0.8546313,-7.8921332,0.28137842,1.7762922,4.7449741,6.3640695,0.31798416,-0.24251543,1.12305,1.3530365,713.40796,156.99271,83.870979
4.5429001,-0.1251462,-7.1713452,-0.60569102,-7.9151187,0.22544475,1.7842525,4.7443581,6.3645134,0.31850144,-0.24288501,1.123032,1.3530502,713.42365,156.99265,84.071503
4.5430002,0.13793916,-7.3027368,-0.35615191,-7.9302535,0.16928865,1.790452,4.7437425,6.3649569,0.31901765,-0.24325414,1.123014,1.3530638,713.43933,156.99258,84.271858
4.5430999,0.4008882,-7.4268866,-0.10626147,-7.9375238,0.11296558,1.7948844,4.7431278,6.3653998,0.31953272,-0.24362279,1.122996,1.3530774,713.45502,156.99254,84.472061
4.5432,0.66344017,-7.5436711,0.14373244,-7.9369226,0.056531128,1.7975456,4.7425146,6.3658428,0.32004669,-0.24399097,1.1229779,1.3530911,713.4707,156.99248,84.672112
4.5433002,0.92533475,-7.6529746,0.39358196,-7.9284496,4.097823e-05,1.7984328,4.7419019,6.3662853,0.3205595,-0.24435867,1.1229597,1.3531048,713.48645,156.99243,84.872009
4.5433998,1.1863122,-7.7546887,0.64303929,-7.9121141,-0.056449119,1.7975451,4.7412906,6.3667269,0.32107121,-0.24472588,1.1229416,1.3531185,713.50214,156.99239,85.07177
4.5434999,1.4461137,-7.8487134,0.89185709,-7.8879323,-0.11288341,1.7948835,4.7406802,6.3671684,0.32158175,-0.2450926,1.1229235,1.3531322,713.51782,156.99232,85.271385
4.5436001,1.7044816,-7.9349546,1.1397886,-7.8559284,-0.16920622,1.7904506,4.7400708,6.36761,0.32209113,-0.24545881,1.1229054,1.3531461,713.53351,156.99228,85.470863
4.5437002,1.9611598,-8.0133266,1.386588,-7.8161335,-0.22536193,1.7842507,4.7394629,6.3680506,0.32259932,-0.24582452,1.1228871,1.3531598,713.54926,156.99223,85.670204
4.5437999,2.2158937,-8.0837536,1.6320106,-7.7685885,-0.28129515,1.7762899,4.7388558,6.3684907,0.32310635,-0.24618968,1.1228689,1.3531736,713.56494,156.99217,85.869415
4.5439,2.468431,-8.1461639,1.8758129,-7.7133398,-0.33695069,1.7665763,4.7382498,6.3689303,0.32361218,-0.24655432,1.1228507,1.3531874,713.58063,156.99213,86.068497
4.5440001,2.7185206,-8.2004957,2.1177533,-7.6504426,-0.39227358,1.7551192,4.7376451,6.3693695,0.3241168,-0.24691841,1.1228323,1.3532013,713.59631,156.99208,86.267464
4.5440998,2.9659154,-8.2466965,2.3575921,-7.5799589,-0.44720927,1.7419301,4.7370415,6.3698082,0.32462022,-0.24728197,1.1228139,1.3532151,713.612,156.99203,86.466301
4.5441999,3.2103693,-8.2847195,2.5950911,-7.5019598,-0.50170356,1.7270221,4.7364388,6.3702469,0.32512239,-0.24764499,1.1227957,1.353229,713.62775,156.99199,86.665031
4.5443001,3.4516406,-8.3145266,2.8300152,-7.4165215,-0.55570257,1.7104095,4.7358375,6.3706846,0.32562333,-0.24800745,1.1227772,1.3532429,713.64343,156.99194,86.86364
4.5444002,3.6894898,-8.3360901,3.0621312,-7.3237295,-0.60915315,1.692109,4.7352371,6.3711219,0.32612303,-0.24836935,1.1227589,1.3532568,713.65912,156.9919,87.062141
4.5444999,3.923681,-8.3493872,3.2912095,-7.2236762,-0.66200244,1.6721388,4.7346382,6.3715591,0.32662147,-0.2487307,1.1227404,1.3532708,713.6748,156.99185,87.260544
4.5446,4.1539822,-8.3544054,3.5170224,-7.1164608,-0.71419835,1.6505183,4.7340403,6.3719954,0.32711866,-0.24909148,1.1227219,1.3532847,713.69049,156.99181,87.458839
4.5447001,4.3801646,-8.35114,3.7393463,-7.0021892,-0.76568931,1.6272689,4.7334433,6.3724313,0.32761458,-0.24945167,1.1227034,1.3532987,713.70624,156.99176,87.657043
4.5447998,4.602005,-8.3395939,3.9579611,-6.8809752,-0.81642461,1.6024138,4.7328477,6.3728666,0.32810923,-0.24981125,1.122685,1.3533127,713.72192,156.99173,87.855148
4.5448999,4.8192821,-8.3197784,4.1726494,-6.7529392,-0.86635411,1.5759773,4.7322536,6.3733015,0.32860255,-0.25017023,1.1226664,1.3533267,713.73761,156.99168,88.053162
4.5450001,5.0317817,-8.2917137,4.3831992,-6.6182079,-0.91542852,1.5479854,4.7316604,6.3737354,0.32909459,-0.25052863,1.1226478,1.3533407,713.7533,156.99164,88.251091
4.5451002,5.2392926,-8.2554274,4.5894017,-6.4769158,-0.96359944,1.5184661,4.7310686,6.3741693,0.32958531,-0.25088644,1.1226292,1.3533548,713.76904,156.99159,88.448936
4.5451999,5.4416094,-8.2109556,4.7910519,-6.3292022,-1.0108193,1.4874482,4.7304778,6.3746023,0.33007473,-0.25124362,1.1226106,1.3533689,713.78473,156.99156,88.646706
4.5453,5.6385307,-8.1583433,4.9879503,-6.1752143,-1.0570415,1.4549624,4.7298884,6.3750353,0.33056283,-0.25160021,1.1225919,1.3533829,713.80042,156.99152,88.844391
4.5454001,5.8298626,-8.097641,5.1799021,-6.0151043,-1.1022205,1.4210409,4.7293005,6.3754673,0.33104956,-0.25195616,1.1225733,1.3533971,713.8161,156.99149,89.042015
4.5454998,6.0154147,-8.0289097,5.3667169,-5.8490314,-1.1463118,1.3857169,4.7287135,6.3758988,0.33153498,-0.2523115,1.1225545,1.3534112,713.83179,156.99144,89.239563
4.5455999,6.195003,-7.9522185,5.5482092,-5.6771607,-1.1892716,1.3490255,4.728128,6.3763299,0.33201903,-0.25266621,1.1225358,1.3534254,713.84753,156.99141,89.43705
4.5457001,6.3684497,-7.8676429,5.7241998,-5.4996619,-1.2310576,1.3110029,4.7275438,6.3767605,0.33250171,-0.25302026,1.122517,1.3534396,713.86322,156.99136,89.634483
4.5458002,6.535583,-7.7752662,5.8945136,-5.3167119,-1.2716289,1.2716864,4.7269607,6.3771901,0.33298305,-0.25337365,1.1224983,1.3534538,713.87891,156.99133,89.831848
4.5458999,6.6962371,-7.6751809,6.0589819,-5.1284914,-1.3109449,1.2311151,4.7263789,6.3776193,0.33346298,-0.25372639,1.1224794,1.3534679,713.89459,156.99129,90.029167
4.546,6.8502526,-7.5674858,6.2174425,-4.9351878,-1.3489673,1.1893288,4.7257986,6.3780484,0.33394155,-0.25407851,1.1224606,1.3534822,713.91028,156.99126,90.22644
4.5461001,6.9974775,-7.4522882,6.3697381,-4.7369924,-1.3856583,1.146369,4.7252197,6.3784761,0.33441868,-0.25442994,1.1224416,1.3534964,713.92603,156.99123,90.423668
4.5461998,7.1377654,-7.3297019,6.5157175,-4.5341015,-1.4209818,1.1022778,4.7246418,6.3789039,0.33489445,-0.25478074,1.1224228,1.3535107,713.94171,156.99118,90.62085
4.5462999,7.2709775,-7.1998487,6.6552367,-4.3267174,-1.4549029,1.0570989,4.7240658,6.3793306,0.33536881,-0.25513086,1.1224039,1.353525,713.9574,156.99115,90.817993
4.5464001,7.3969817,-7.0628576,6.788157,-4.1150446,-1.487388,1.0108768,4.7234907,6.3797569,0.33584175,-0.25548029,1.1223849,1.3535393,713.97308,156.99112,91.015106
4.5465002,7.5156531,-6.9188638,6.9143462,-3.8992934,-1.5184053,0.9636572,4.7229171,6.3801827,0.33631328,-0.25582907,1.122366,1.3535537,713.98883,156.99109,91.212196
4.5465999,7.626874,-6.7680111,7.0336804,-3.679678,-1.5479242,0.91548669,4.7223444,6.3806076,0.33678335,-0.25617716,1.1223469,1.3535681,714.00452,156.99106,91.409248
4.5467,7.7305346,-6.6104484,7.1460414,-3.4564159,-1.5759152,0.86641276,4.7217736,6.381032,0.33725202,-0.25652453,1.1223279,1.3535825,714.0202,156.99103,91.606285
4.5468001,7.8265319,-6.4463315,7.251317,-3.2297285,-1.6023511,0.8164838,4.7212043,6.3814559,0.3377192,-0.25687122,1.1223089,1.3535968,714.03589,156.991,91.803307
4.5468998,7.9147711,-6.2758245,7.3494039,-2.9998407,-1.6272055,0.76574922,4.7206359,6.3818789,0.33818498,-0.2572172,1.1222897,1.3536112,714.05157,156.99097,92.000313
4.5469999,7.9951649,-6.0990953,7.4402046,-2.7669804,-1.650454,0.71425903,4.7200689,6.3823018,0.33864927,-0.25756249,1.1222706,1.3536257,714.06732,156.99094,92.197304
4.5471001,8.0676327,-5.9163198,7.5236292,-2.5313783,-1.6720738,0.66206396,4.7195039,6.3827233,0.33911207,-0.25790709,1.1222515,1.3536402,714.08301,156.99091,92.394295
4.5472002,8.1321039,-5.7276788,7.5995951,-2.2932682,-1.6920433,0.60921562,4.7189398,6.3831449,0.33957344,-0.25825095,1.1222323,1.3536546,714.09869,156.99088,92.591278
4.5472999,8.1885147,-5.53336,7.6680274,-2.0528862,-1.7103431,0.55576617,4.7183771,6.3835654,0.34003332,-0.25859413,1.1222131,1.3536692,714.11438,156.99084,92.788261
4.5474,8.2368078,-5.3335552,7.7288585,-1.8104706,-1.7269548,0.50176829,4.7178159,6.383985,0.34049174,-0.25893658,1.1221939,1.3536836,714.13007,156.99081,92.985252
4.5475001,8.2769375,-5.1284628,7.7820272,-1.5662614,-1.7418623,0.44727531,4.7172561,6.3844047,0.34094864,-0.2592783,1.1221746,1.3536981,714.14581,156.99078,93.182259
4.5475998,8.3088627,-4.9182868,7.8274827,-1.3205011,-1.7550507,0.39234105,4.7166977,6.3848233,0.34140405,-0.2596193,1.1221554,1.3537127,714.1615,156.99075,93.379272
4.5476999,8.332552,-4.7032347,7.8651781,-1.073433,-1.766507,0.33701962,4.7161407,6.385241,0.34185797,-0.25995955,1.1221361,1.3537272,714.17719,156.99074,93.576302
4.5478001,8.3479815,-4.48352,7.8950777,-0.82530218,-1.7762201,0.28136572,4.7155857,6.3856583,0.3423104,-0.26029906,1.1221167,1.3537419,714.19287,156.99071,93.773354
4.5479002,8.3551369,-4.2593603,7.9171515,-0.57635456,-1.7841802,0.22543421,4.7150316,6.386075,0.34276128,-0.26063785,1.1220974,1.3537564,714.20862,156.99068,93.970428
4.5479999,8.3540115,-4.0309782,7.9313779,-0.32683688,-1.7903795,0.16928031,4.714479,6.3864908,0.34321067,-0.26097587,1.1220781,1.3537711,714.2243,156.99066,94.167534
4.5481,8.3446054,-3.7986002,7.9377422,-0.076996438,-1.794812,0.11295942,4.7139277,6.3869057,0.34365851,-0.26131317,1.1220586,1.3537858,714.23999,156.99063,94.36467
4.5482001,8.3269291,-3.5624561,7.9362392,0.17291912,-1.7974731,0.056527156,4.7133784,6.3873205,0.34410483,-0.26164973,1.1220392,1.3538004,714.25568,156.9906,94.561836
4.5482998,8.3009987,-3.3227804,7.9268703,0.42266214,-1.7983603,3.9185012e-05,4.7128301,6.3877344,0.34454963,-0.26198551,1.1220198,1.3538151,714.27136,156.99059,94.759048
4.5483999,8.2668419,-3.0798104,7.9096446,0.67198509,-1.7974728,-0.056448746,4.7122836,6.3881474,0.34499291,-0.26232055,1.1220003,1.3538297,714.28711,156.99055,94.956306
4.5485001,8.2244911,-2.8337872,7.8845797,0.92064083,-1.7948115,-0.11288089,4.7117386,6.3885598,0.34543461,-0.26265484,1.1219808,1.3538445,714.3028,156.99054,95.15361
4.5486002,8.1739883,-2.5849545,7.8517003,1.168383,-1.7903788,-0.16920154,4.7111945,6.3889713,0.34587479,-0.26298833,1.1219612,1.3538593,714.31848,156.99051,95.350967
4.5486999,8.1153851,-2.3335588,7.8110385,1.4149661,-1.7841792,-0.22535513,4.7106524,6.3893824,0.34631342,-0.26332107,1.1219417,1.353874,714.33417,156.99049,95.548378
4.5488,8.0487385,-2.0798495,7.7626362,1.6601458,-1.776219,-0.28128624,4.7101116,6.3897929,0.34675047,-0.26365301,1.1219221,1.3538888,714.34985,156.99046,95.74585
4.5489001,7.9741144,-1.824078,7.7065406,1.9036791,-1.7665058,-0.33693966,4.7095728,6.3902025,0.34718597,-0.2639842,1.1219026,1.3539037,714.3656,156.99045,95.943382
4.5489998,7.8915877,-1.5664976,7.6428075,2.1453247,-1.7550492,-0.39226052,4.7090349,6.3906112,0.34761989,-0.26431462,1.1218829,1.3539184,714.38129,156.99043,96.140984
4.5490999,7.8012395,-1.3073637,7.5714998,2.3848431,-1.7418607,-0.44719416,4.708499,6.3910193,0.34805226,-0.26464427,1.1218632,1.3539332,714.39697,156.9904,96.338654
4.5492001,7.7031603,-1.0469333,7.4926891,2.6219971,-1.7269533,-0.50168639,4.7079644,6.3914266,0.34848309,-0.26497313,1.1218437,1.3539481,714.41266,156.99039,96.5364
4.5493002,7.5974464,-0.78546429,7.4064536,2.8565519,-1.7103415,-0.55568343,4.7074308,6.3918333,0.3489123,-0.2653012,1.1218239,1.353963,714.42841,156.99037,96.734222
4.5493999,7.4842033,-0.52321571,7.3128781,3.0882747,-1.6920418,-0.60913199,4.7068992,6.3922391,0.34933996,-0.26562849,1.1218042,1.3539778,714.44409,156.99034,96.932129
4.5495,7.363543,-0.26044765,7.2120562,3.3169363,-1.6720724,-0.66197938,4.7063694,6.3926444,0.34976602,-0.26595494,1.1217844,1.3539928,714.45978,156.99033,97.130127
4.5496001,7.2355852,0.0025796823,7.1040874,3.5423098,-1.6504527,-0.71417338,4.7058406,6.3930488,0.35019052,-0.26628065,1.1217648,1.3540077,714.47546,156.99031,97.328209
4.5496998,7.1004567,0.2656056,6.989079,3.7641721,-1.6272044,-0.76566249,4.7053137,6.3934526,0.35061342,-0.26660553,1.1217449,1.3540226,714.49115,156.9903,97.526382
4.5497999,6.9582915,0.52836937,6.8671451,3.9823036,-1.6023502,-0.81639594,4.7047882,6.3938556,0.3510347,-0.26692963,1.1217251,1.3540376,714.5069,156.99026,97.724655
4.5499001,6.8092303,0.79061085,6.7384067,4.1964879,-1.5759149,-0.86632365,4.7042642,6.394258,0.35145441,-0.26725289,1.1217053,1.3540525,714.52258,156.99025,97.923035
4.5500002,6.6534214,1.05207,6.6029916,4.4065132,-1.5479242,-0.91539627,4.703742,6.3946595,0.35187253,-0.26757538,1.1216854,1.3540676,714.53827,156.99023,98.121513
4.5500998,6.4910188,1.3124878,6.4610338,4.6121716,-1.5184059,-0.96356547,4.7032213,6.3950601,0.35228905,-0.26789707,1.1216656,1.3540826,714.55396,156.99022,98.320099
4.5502,6.3221836,1.5716064,6.312674,4.8132586,-1.4873892,-1.0107837,4.702702,6.3954601,0.35270399,-0.26821795,1.1216457,1.3540976,714.56964,156.9902,98.518806
4.5503001,6.1470833,1.8291688,6.1580596,5.0095758,-1.4549047,-1.0570043,4.7021842,6.3958592,0.35311732,-0.26853803,1.1216257,1.3541126,714.58539,156.99019,98.717621
4.5503998,5.9658909,2.0849199,5.997344,5.2009287,-1.4209844,-1.1021817,4.7016678,6.3962579,0.35352904,-0.26885727,1.1216058,1.3541278,714.60107,156.99017,98.916557
4.5504999,5.7787871,2.3386066,5.8306866,5.3871269,-1.3856618,-1.1462713,4.7011533,6.3966556,0.35393915,-0.26917568,1.1215858,1.3541429,714.61676,156.99016,99.115623
4.5506001,5.5859561,2.589977,5.6582518,5.5679874,-1.3489718,-1.1892297,4.7006402,6.3970523,0.35434765,-0.26949328,1.1215658,1.3541579,714.63245,156.99014,99.314812
4.5507002,5.3875895,2.8387828,5.4802113,5.74333,-1.3109506,-1.2310144,4.7001286,6.3974485,0.35475454,-0.26981005,1.1215458,1.3541731,714.64819,156.99013,99.51413
4.5507998,5.1838841,3.0847769,5.2967415,5.9129815,-1.2716357,-1.271584,4.6996188,6.3978438,0.35515982,-0.27012601,1.1215258,1.3541882,714.66388,156.99011,99.713585
4.5509,4.9750414,3.3277159,5.1080236,6.0767741,-1.2310658,-1.3108989,4.6991105,6.3982382,0.35556349,-0.27044117,1.1215056,1.3542033,714.67957,156.9901,99.913177
4.5510001,4.7612686,3.5673592,4.9142456,6.2345457,-1.1892811,-1.3489199,4.6986036,6.398632,0.35596555,-0.27075547,1.1214856,1.3542186,714.69525,156.99008,100.11292
4.5510998,4.5427775,3.8034692,4.7155995,6.3861394,-1.1463228,-1.3856096,4.6980982,6.3990254,0.35636601,-0.27106899,1.1214654,1.3542337,714.71094,156.99007,100.3128
4.5511999,4.3197842,4.0358119,4.5122814,6.5314054,-1.1022333,-1.4209319,4.6975946,6.3994174,0.35676485,-0.27138165,1.1214453,1.354249,714.72668,156.99005,100.51283
4.5513,4.0925102,4.2641578,4.304493,6.6702003,-1.057056,-1.4548519,4.6970925,6.3998089,0.35716206,-0.27169347,1.1214252,1.3542643,714.74237,156.99004,100.71302
4.5514002,3.8611808,4.4882803,4.0924406,6.8023863,-1.0108356,-1.4873359,4.6965919,6.4001999,0.35755768,-0.27200446,1.121405,1.3542795,714.75806,156.99002,100.91336
4.5514998,3.6260247,4.7079568,3.8763344,6.9278331,-0.96361768,-1.5183522,4.6960931,6.4005895,0.35795167,-0.27231461,1.1213847,1.3542948,714.77374,156.99001,101.11386
4.5516,3.387275,4.9229708,3.6563883,7.0464153,-0.9154489,-1.54787,4.6955953,6.4009786,0.35834405,-0.27262393,1.1213646,1.35431,714.78943,156.99001,101.31453
4.5517001,3.1451683,5.1331091,3.4328201,7.1580172,-0.8663767,-1.5758601,4.6950998,6.4013672,0.35873482,-0.27293241,1.1213443,1.3543253,714.80518,156.98999,101.51537
4.5517998,2.8999445,5.3381629,3.2058516,7.262527,-0.81644958,-1.6022952,4.6946054,6.4017549,0.35912398,-0.27324006,1.1213241,1.3543407,714.82086,156.98997,101.71637
4.5518999,2.6518466,5.5379295,2.9757073,7.3598418,-0.76571673,-1.6271487,4.6941128,6.4021416,0.35951152,-0.27354687,1.1213037,1.3543559,714.83655,156.98996,101.91755
4.552,2.4011204,5.7322116,2.7426159,7.4498658,-0.71422833,-1.6503966,4.6936216,6.4025273,0.35989743,-0.27385288,1.1212834,1.3543713,714.85223,156.98994,102.11891
4.5521002,2.1480138,5.9208159,2.5068078,7.5325093,-0.66203517,-1.6720157,4.6931319,6.4029126,0.36028177,-0.274158,1.1212631,1.3543867,714.86792,156.98994,102.32045
4.5521998,1.8927783,6.1035562,2.2685165,7.6076903,-0.60918868,-1.6919845,4.6926441,6.4032969,0.36066446,-0.27446231,1.1212428,1.3544021,714.88367,156.98993,102.52218
4.5523,1.6356663,6.2802515,2.0279787,7.6753354,-0.55574107,-1.7102838,4.6921577,6.4036808,0.36104557,-0.27476573,1.1212224,1.3544174,714.89935,156.98991,102.72409
4.5524001,1.3769325,6.4507265,1.7854322,7.7353768,-0.50174505,-1.726895,4.6916728,6.4040637,0.36142504,-0.27506834,1.121202,1.3544329,714.91504,156.9899,102.9262
4.5524998,1.1168332,6.6148129,1.5411173,7.7877555,-0.44725394,-1.741802,4.6911893,6.4044456,0.36180291,-0.27537009,1.1211815,1.3544483,714.93073,156.9899,103.1285
4.5525999,0.85562617,6.7723479,1.2952763,7.8324199,-0.39232153,-1.75499,4.6907077,6.4048266,0.36217919,-0.27567098,1.1211611,1.3544638,714.94647,156.98988,103.33101
4.5527,0.59357005,6.9231753,1.0481524,7.8693261,-0.33700201,-1.766446,4.6902275,6.4052072,0.36255383,-0.27597106,1.1211406,1.3544793,714.96216,156.98987,103.53371
4.5528002,0.33092436,7.0671458,0.79999059,7.8984365,-0.28134999,-1.7761587,4.6897492,6.4055867,0.3629269,-0.27627027,1.1211201,1.3544947,714.97784,156.98987,103.73663
4.5528998,0.067949317,7.2041178,0.55103666,7.919724,-0.22542037,-1.7841187,4.6892719,6.4059653,0.36329836,-0.27656862,1.1210997,1.3545103,714.99353,156.98985,103.93974
4.553,-0.19509462,7.3339543,0.30153707,7.9331665,-0.16926837,-1.7903178,4.6887965,6.4063435,0.36366823,-0.27686617,1.1210791,1.3545258,715.00922,156.98984,104.14308
4.5531001,-0.45794699,7.4565277,0.051739037,7.9387507,-0.11294937,-1.7947501,4.6883225,6.4067206,0.3640365,-0.27716285,1.1210586,1.3545413,715.02496,156.98984,104.34663
4.5531998,-0.72034734,7.5717163,-0.19811003,7.9364719,-0.056518987,-1.7974112,4.6878505,6.4070973,0.36440319,-0.27745867,1.121038,1.3545569,715.04065,156.98982,104.5504
4.5532999,-0.98203588,7.6794062,-0.4477627,7.9263325,-3.2897606e-05,-1.7982985,4.6873794,6.4074726,0.36476827,-0.27775362,1.1210175,1.3545724,715.05634,156.98981,104.75439
4.5534,-1.2427535,7.7794905,-0.69697171,7.9083419,0.056453161,-1.7974111,4.6869102,6.4078474,0.36513177,-0.27804774,1.1209968,1.354588,715.07202,156.98981,104.95861
4.5535002,-1.5022418,7.8718705,-0.9454903,7.8825183,0.11288344,-1.7947497,4.6864424,6.4082212,0.36549369,-0.27834103,1.1209762,1.3546036,715.08771,156.98979,105.16306
4.5535998,-1.760244,7.9564552,-1.1930723,7.8488879,0.16920224,-1.7903173,4.6859765,6.4085946,0.365854,-0.27863345,1.1209556,1.3546193,715.10345,156.98979,105.36774
4.5537,-2.0165045,8.0331593,-1.4394726,7.8074837,0.225354,-1.7841181,4.6855116,6.408967,0.36621276,-0.27892503,1.1209348,1.3546349,715.11914,156.98978,105.57266
4.5538001,-2.2707696,8.1019087,-1.6844472,7.7583466,0.28128329,-1.776158,4.6850486,6.4093385,0.36656991,-0.27921575,1.1209142,1.3546506,715.13483,156.98978,105.77782
4.5538998,-2.5227876,8.1626348,-1.9277533,7.7015257,0.33693492,-1.7664452,4.6845875,6.4097095,0.36692551,-0.27950564,1.1208935,1.3546662,715.15051,156.98976,105.98322
4.5539999,-2.7723086,8.2152767,-2.1691504,7.6370773,0.39225397,-1.754989,4.6841273,6.4100795,0.36727956,-0.27979469,1.1208727,1.354682,715.16626,156.98975,106.18887
4.5541,-3.0190859,8.2597828,-2.4083991,7.5650654,0.44718581,-1.741801,4.6836686,6.4104486,0.36763203,-0.28008288,1.120852,1.3546976,715.18195,156.98975,106.39476
4.5542002,-3.2628748,8.2961102,-2.6452625,7.4855618,0.50167632,-1.726894,4.6832118,6.4108171,0.36798295,-0.28037021,1.1208313,1.3547133,715.19763,156.98973,106.60091
4.5542998,-3.5034342,8.3242216,-2.8795063,7.3986444,0.55567163,-1.7102828,4.6827564,6.4111843,0.3683323,-0.2806567,1.1208105,1.3547291,715.21332,156.98973,106.8073
4.5544,-3.7405257,8.3440895,-3.1108987,7.3043995,0.60911852,-1.6919837,4.6823025,6.411551,0.36868009,-0.28094232,1.1207896,1.3547448,715.229,156.98972,107.01397
4.5545001,-3.9739149,8.3556938,-3.3392103,7.2029214,0.66196424,-1.672015,4.68185,6.4119172,0.36902633,-0.28122711,1.1207688,1.3547606,715.24475,156.98972,107.22089
4.5545998,-4.2033701,8.359024,-3.5642149,7.0943098,0.71415657,-1.650396,4.6813993,6.4122825,0.36937106,-0.28151107,1.1207479,1.3547764,715.26044,156.9897,107.42807
4.5546999,-4.4286647,8.3540773,-3.7856901,6.978673,0.76564407,-1.6271484,4.6809497,6.4126468,0.36971423,-0.28179419,1.1207271,1.3547922,715.27612,156.9897,107.63553
4.5548,-4.6495752,8.3408575,-4.0034165,6.8561254,0.81637591,-1.6022952,4.6805019,6.4130101,0.37005588,-0.28207645,1.1207062,1.354808,715.29181,156.98969,107.84325
4.5549002,-4.8658834,8.3193779,-4.2171788,6.726788,0.86630201,-1.5758605,4.6800556,6.413373,0.37039599,-0.28235787,1.1206853,1.3548238,715.3075,156.98967,108.05125
4.5549998,-5.0773745,8.2896595,-4.426765,6.5907888,0.91537315,-1.5478706,4.6796107,6.4137349,0.37073457,-0.28263846,1.1206644,1.3548397,715.32324,156.98967,108.25951
4.5551,-5.2838392,8.2517338,-4.631968,6.4482636,0.96354085,-1.5183535,4.6791673,6.4140959,0.37107167,-0.28291821,1.1206435,1.3548555,715.33893,156.98965,108.46807
4.5552001,-5.485074,8.205636,-4.8325844,6.2993531,1.0107576,-1.4873377,4.6787252,6.4144564,0.37140721,-0.2831971,1.1206225,1.3548714,715.35461,156.98965,108.6769
4.5553002,-5.6808786,8.151412,-5.0284157,6.1442046,1.0569768,-1.4548541,4.6782846,6.4148159,0.37174127,-0.28347516,1.1206015,1.3548874,715.3703,156.98964,108.88602
4.5553999,-5.8710599,8.0891171,-5.2192678,5.9829717,1.1021528,-1.4209349,4.677846,6.4151745,0.37207383,-0.28375238,1.1205806,1.3549032,715.38599,156.98964,109.09543
4.5555,-6.055429,8.0188122,-5.4049525,5.8158145,1.1462411,-1.3856134,4.6774082,6.4155326,0.37240487,-0.28402877,1.1205595,1.3549192,715.40173,156.98962,109.30512
4.5556002,-6.2338037,7.9405665,-5.5852852,5.6428981,1.1891981,-1.3489246,4.6769719,6.4158897,0.37273446,-0.28430432,1.1205385,1.3549351,715.41742,156.98962,109.51511
4.5556998,-6.4060078,7.8544579,-5.760088,5.4643941,1.2309815,-1.3109045,4.6765375,6.4162464,0.37306255,-0.28457907,1.1205174,1.354951,715.43311,156.98961,109.7254
4.5558,-6.5718703,7.760572,-5.9291878,5.2804794,1.2715501,-1.2715908,4.6761045,6.4166017,0.37338918,-0.28485295,1.1204964,1.354967,715.44879,156.98961,109.93599
4.5559001,-6.7312274,7.6590014,-6.0924168,5.0913363,1.3108636,-1.2310221,4.6756725,6.4169564,0.37371433,-0.28512603,1.1204752,1.354983,715.46454,156.98959,110.14687
4.5560002,-6.8839207,7.5498466,-6.2496142,4.897151,1.3488835,-1.1892388,4.6752424,6.4173107,0.37403801,-0.28539827,1.1204541,1.3549991,715.48022,156.98959,110.35807
4.5560999,-7.0297999,7.4332166,-6.4006238,4.6981173,1.3855721,-1.1462817,4.6748133,6.4176641,0.37436023,-0.28566968,1.120433,1.355015,715.49591,156.98958,110.56956
4.5562,-7.1687198,7.3092256,-6.5452962,4.4944315,1.4208933,-1.1021935,4.674386,6.4180164,0.37468103,-0.28594026,1.1204119,1.3550311,715.5116,156.98958,110.78137
4.5563002,-7.3005438,7.1779971,-6.6834888,4.2862954,1.4548123,-1.0570176,4.6739597,6.4183679,0.37500036,-0.28621003,1.1203907,1.3550471,715.52728,156.98956,110.9935
4.5563998,-7.4251409,7.0396609,-6.8150644,4.073915,1.4872954,-1.0107986,4.6735353,6.4187188,0.37531829,-0.28647897,1.1203696,1.3550632,715.54303,156.98956,111.20593
4.5565,-7.5423875,6.8943539,-6.9398928,3.8575006,1.5183108,-0.96358204,4.6731119,6.4190688,0.37563476,-0.2867471,1.1203483,1.3550793,715.55872,156.98955,111.41869
4.5566001,-7.6521683,6.7422204,-7.0578504,3.6372666,1.5478276,-0.91541463,4.6726899,6.4194183,0.37594983,-0.28701442,1.1203271,1.3550954,715.5744,156.98953,111.63176
4.5567002,-7.754374,6.5834103,-7.1688213,3.4134314,1.575817,-0.86634392,4.6722693,6.4197669,0.37626347,-0.28728095,1.1203059,1.3551115,715.59009,156.98953,111.84515
