"time","position1.w","position2.w","r1.phi","r2.phi","revolute.phi","revolute.w","rotor1D.phi","rotor1D.w"
0,0,0,0,0,0,0,0,0
0.00022000000000000001,0.046158544288652431,0.046158544288652431,3.4348313809349135e-06,3.4348313809349135e-06,5.5873719185816764e-12,7.6027207417545718e-08,5.5873719185816764e-12,7.6027207417545718e-08
0.00044000000000000002,0.17550992300817467,0.17550992300817467,2.6414650739510659e-05,2.6414650739510659e-05,4.4615320081842552e-11,3.0410665221395964e-07,4.4615320081842552e-11,3.0410665221395964e-07
0.00066,0.37537191215268917,0.37537191215268917,8.582877200095625e-05,8.582877200095625e-05,1.5054463644017449e-10,6.8423857663749459e-07,1.5054463644017449e-10,6.8423857663749459e-07
0.00088000000000000003,0.63435092204219579,0.63435092204219579,0.00019591419592441305,0.00019591419592441305,3.5682984751883003e-10,1.2164222537027136e-06,3.5682984751883003e-10,1.2164222537027136e-06
0.0011000000000000001,0.94224084076634795,0.94224084076634795,0.00036853113656342058,0.00036853113656342058,6.9692094438665197e-10,1.9006566666490176e-06,6.9692094438665197e-10,1.9006566666490176e-06
0.00132,1.2899259888405381,1.2899259888405381,0.00061341734960633032,0.00061341734960633032,1.2042690901717904e-09,2.7369405081563432e-06,1.2042690901717904e-09,2.7369405081563432e-06
0.0015400000000000001,1.6692920663147752,1.6692920663147752,0.00093841962990825459,0.00093841962990825459,1.9123249404988705e-09,3.7252721802348458e-06,1.9123249404988705e-09,3.7252721802348458e-06
0.0017600000000000001,2.0731445935299004,2.0731445935299004,0.0013496998505837369,0.0013496998505837369,2.8545387991621181e-09,4.8656497944257946e-06,2.8545387991621181e-09,4.8656497944257946e-06
0.00198,2.4951302005969711,2.4951302005969711,0.0018519300818342895,0.0018519300818342895,4.064360610420574e-09,6.1580711718440794e-06,4.064360610420574e-09,6.1580711718440794e-06
0.0022000000000000001,2.9296621764716795,2.9296621764716795,0.0024484722997187318,0.0024484722997187318,5.5752397697695536e-09,7.6025338429164704e-06,5.5752397697695536e-09,7.6025338429164704e-06
0.0024200000000000003,3.371852786177405,3.371852786177405,0.003141537836956389,0.003141537836956389,7.4206250190461524e-09,9.1990350476179411e-06,7.4206250190461524e-09,9.1990350476179411e-06
0.00264,3.8174499040880097,3.8174499040880097,0.003932332972614307,0.003932332972614307,9.6339644763835442e-09,1.0947571735432493e-05,9.6339644763835442e-09,1.0947571735432493e-05
0.0028600000000000001,4.2627776891544897,4.2627776891544897,0.0048211923232522663,0.0048211923232522663,1.2248705597529531e-08,1.2848140565347856e-05,1.2248705597529531e-08,1.2848140565347856e-05
0.0030800000000000003,4.7046812197407979,4.7046812197407979,0.0058077004009517187,0.0058077004009517187,1.5298295074052875e-08,1.4900737905841034e-05,1.5298295074052875e-08,1.4900737905841034e-05
0.0033,5.1404754977788283,5.1404754977788283,0.0068908005289171712,0.0068908005289171712,1.8816178749379917e-08,1.7105359834895028e-05,1.8816178749379917e-08,1.7105359834895028e-05
0.0035200000000000001,5.5678984284562025,5.5678984284562025,0.0080688925888186495,0.0080688925888186495,2.2835801567852214e-08,1.9462002140016721e-05,2.2835801567852214e-08,1.9462002140016721e-05
0.0037400000000000003,5.9850673187399126,5.9850673187399126,0.0093399211447876482,0.0093399211447876482,2.7390607522109488e-08,2.1970660318242459e-05,2.7390607522109488e-08,2.1970660318242459e-05
0.00396,6.3904387228816937,6.3904387228816937,0.010701454603982819,0.010701454603982819,3.2514039585433702e-08,2.463132957614158e-05,3.2514039585433702e-08,2.463132957614158e-05
0.0041800000000000006,6.7827715741094217,6.7827715741094217,0.012150755753527651,0.012150755753527651,3.823953964222476e-08,2.7444004829825735e-05,3.823953964222476e-08,2.7444004829825735e-05
0.0044000000000000003,7.1610933651293482,7.1610933651293482,0.013684844495300049,0.013684844495300049,4.4600548424516732e-08,3.0408680704960664e-05,4.4600548424516732e-08,3.0408680704960664e-05
0.00462,7.524669161537318,7.524669161537318,0.015300553509978899,0.015300553509978899,5.1630505450434749e-08,3.3525351536777093e-05,5.1630505450434749e-08,3.3525351536777093e-05
0.0048400000000000006,7.8729733530453982,7.8729733530453982,0.016994577250375953,0.016994577250375953,5.936284896116542e-08,3.6794011370080747e-05,5.936284896116542e-08,3.6794011370080747e-05
0.0050600000000000003,8.2056638249050593,8.2056638249050593,0.018763515184492499,0.018763515184492499,6.7831015855792256e-08,4.0214653959263028e-05,6.7831015855792256e-08,4.0214653959263028e-05
