"Time","der2.y","der4.y","der1.y","der3.y"
0,0,0,-0,0
0.00079999998,0,0,-0,0
0.0016,0,0,-0,0
0.0024000001,0,0,-0,0
0.0031999999,0,0,-0,0
0.0040000002,0,0,-0,0
0.0048000002,0,0,-0,0
0.0055999998,0,0,-0,0
0.0063999998,0,0,-0,0
0.0071999999,0,0,-0,0
0.0080000004,0,0,-0,0
0.0088,0,0,-0,0
0.0096000005,0,0,-0,0
0.0104,0,0,-0,0
0.0112,0,0,-0,0
0.012,0,0,-0,0
0.0128,0,0,-0,0
0.0136,0,0,-0,0
0.0144,0,0,-0,0
0.0152,0,0,-0,0
0.016000001,0,0,-0,0
0.016799999,0,0,-0,0
0.0176,0,0,-0,0
0.0184,0,0,-0,0
0.019200001,0,0,-0,0
0.02,0,0,-0,0
0.0208,0,0,-0,0
0.021600001,0,0,-0,0
0.022399999,0,0,-0,0
0.0232,0,0,-0,0
0.024,0,0,-0,0
0.024800001,0,0,-0,0
0.025599999,0,0,-0,0
0.0264,0,0,-0,0
0.0272,0,0,-0,0
0.028000001,0,0,-0,0
0.0288,0,0,-0,0
0.0296,0,0,-0,0
0.030400001,0,0,-0,0
0.031199999,0,0,-0,0
0.032000002,0,0,-0,0
0.0328,0,0,-0,0
0.033599999,0,0,-0,0
0.034400001,0,0,-0,0
0.0352,0,0,-0,0
0.035999998,0,0,-0,0
0.036800001,0,0,-0,0
0.037599999,0,0,-0,0
0.038400002,0,0,-0,0
0.0392,0,0,-0,0
0.039999999,0,0,-0,0
0.040800001,0,0,-0,0
0.0416,0,0,-0,0
0.042399999,0,0,-0,0
0.043200001,0,0,-0,0
0.044,0,0,-0,0
0.044799998,0,0,-0,0
0.045600001,0,0,-0,0
0.046399999,0,0,-0,0
0.047200002,0,0,-0,0
0.048,0,0,-0,0
0.048799999,0,0,-0,0
0.049600001,0,0,-0,0
0.0504,0,0,-0,0
0.051199999,0,0,-0,0
0.052000001,0,0,-0,0
0.0528,0,0,-0,0
0.053599998,0,0,-0,0
0.054400001,0,0,-0,0
0.055199999,0,0,-0,0
0.056000002,0,0,-0,0
0.0568,0,0,-0,0
0.057599999,0,0,-0,0
0.058400001,0,0,-0,0
0.0592,0,0,-0,0
0.059999999,0,0,-0,0
0.060800001,0,0,-0,0
0.0616,0,0,-0,0
0.062399998,0,0,-0,0
0.063199997,0,0,-0,0
0.064000003,0,0,-0,0
0.064800002,0,0,-0,0
0.0656,0,0,-0,0
0.066399999,0,0,-0,0
0.067199998,0,0,-0,0
0.068000004,0,0,-0,0
0.068800002,0,0,-0,0
0.069600001,0,0,-0,0
0.0704,0,0,-0,0
0.071199998,0,0,-0,0
0.071999997,0,0,-0,0
0.072800003,0,0,-0,0
0.073600002,0,0,-0,0
0.0744,0,0,-0,0
0.075199999,0,0,-0,0
0.075999998,0,0,-0,0
0.076800004,0,0,-0,0
0.077600002,0,0,-0,0
0.078400001,0,0,-0,0
0.0792,0,0,-0,0
0.079999998,0,0,-0,0
0.080799997,0,0,-0,0
0.081600003,0,0,-0,0
0.082400002,0,0,-0,0
0.0832,0,0,-0,0
0.083999999,0,0,-0,0
0.084799998,0,0,-0,0
0.085600004,0,0,-0,0
0.086400002,0,0,-0,0
0.087200001,0,0,-0,0
0.088,0,0,-0,0
0.088799998,0,0,-0,0
0.089599997,0,0,-0,0
0.090400003,0,0,-0,0
0.091200002,0,0,-0,0
0.092,0,0,-0,0
0.092799999,0,0,-0,0
0.093599997,0,0,-0,0
0.094400004,0,0,-0,0
0.095200002,0,0,-0,0
0.096000001,0,0,-0,0
0.096799999,0,0,-0,0
0.097599998,0,0,-0,0
0.098399997,0,0,-0,0
0.099200003,0,0,-0,0
0.1,0,0,-0,0
0.1008,0,0,-0,0
0.1016,0,0,-0,0
0.1024,0,0,-0,0
0.1032,0,0,-0,0
0.104,0,0,-0,0
0.1048,0,0,-0,0
0.1056,0,0,-0,0
0.1064,0,0,-0,0
0.1072,0,0,-0,0
0.108,0,0,-0,0
0.1088,0,0,-0,0
0.1096,0,0,-0,0
0.1104,0,0,-0,0
0.1112,0,0,-0,0
0.112,0,0,-0,0
0.1128,0,0,-0,0
0.1136,0,0,-0,0
0.1144,0,0,-0,0
0.1152,0,0,-0,0
0.116,0,0,-0,0
0.1168,0,0,-0,0
0.1176,0,0,-0,0
0.1184,0,0,-0,0
0.1192,0,0,-0,0
0.12,0,0,-0,0
0.1208,0,0,-0,0
0.1216,0,0,-0,0
0.1224,0,0,-0,0
0.1232,0,0,-0,0
0.124,0,0,-0,0
0.1248,0,0,-0,0
0.1256,0,0,-0,0
0.12639999,0,0,-0,0
0.12720001,0,0,-0,0
0.12800001,0,0,-0,0
0.1288,0,0,-0,0
0.1296,0,0,-0,0
0.1304,0,0,-0,0
0.1312,0,0,-0,0
0.132,0,0,-0,0
0.1328,0,0,-0,0
0.1336,0,0,-0,0
0.1344,0,0,-0,0
0.13519999,0,0,-0,0
0.13600001,0,0,-0,0
0.13680001,0,0,-0,0
0.1376,0,0,-0,0
0.1384,0,0,-0,0
0.1392,0,0,-0,0
0.14,0,0,-0,0
0.1408,0,0,-0,0
0.1416,0,0,-0,0
0.1424,0,0,-0,0
0.1432,0,0,-0,0
0.14399999,0,0,-0,0
0.14480001,0,0,-0,0
0.14560001,0,0,-0,0
0.1464,0,0,-0,0
0.1472,0,0,-0,0
0.148,0,0,-0,0
0.1488,0,0,-0,0
0.1496,0,0,-0,0
0.1504,0,0,-0,0
0.1512,0,0,-0,0
0.152,0,0,-0,0
0.15279999,0,0,-0,0
0.15360001,0,0,-0,0
0.15440001,0,0,-0,0
0.1552,0,0,-0,0
0.156,0,0,-0,0
0.1568,0,0,-0,0
0.1576,0,0,-0,0
0.1584,0,0,-0,0
0.1592,0,0,-0,0
0.16,0,0,-0,0
0.1608,0,0,-0,0
0.16159999,0,0,-0,0
0.16240001,0,0,-0,0
0.16320001,0,0,-0,0
0.164,0,0,-0,0
0.1648,0,0,-0,0
0.1656,0,0,-0,0
0.1664,0,0,-0,0
0.1672,0,0,-0,0
0.168,0,0,-0,0
0.1688,0,0,-0,0
0.1696,0,0,-0,0
0.17039999,0,0,-0,0
0.17120001,0,0,-0,0
0.17200001,0,0,-0,0
0.1728,0,0,-0,0
0.1736,0,0,-0,0
0.1744,0,0,-0,0
0.1752,0,0,-0,0
0.176,0,0,-0,0
0.1768,0,0,-0,0
0.1776,0,0,-0,0
0.17839999,0,0,-0,0
0.17919999,0,0,-0,0
0.18000001,0,0,-0,0
0.18080001,0,0,-0,0
0.1816,0,0,-0,0
0.1824,0,0,-0,0
0.1832,0,0,-0,0
0.184,0,0,-0,0
0.1848,0,0,-0,0
0.1856,0,0,-0,0
0.1864,0,0,-0,0
0.18719999,0,0,-0,0
0.18799999,0,0,-0,0
0.18880001,0,0,-0,0
0.18960001,0,0,-0,0
0.1904,0,0,-0,0
0.1912,0,0,-0,0
0.192,0,0,-0,0
0.1928,0,0,-0,0
0.1936,0,0,-0,0
0.1944,0,0,-0,0
0.1952,0,0,-0,0
0.19599999,0,0,-0,0
0.19679999,0,0,-0,0
0.19760001,0,0,-0,0
0.19840001,0,0,-0,0
0.1992,0,0,-0,0
0.2,0,0,-0,0
0.2008,0,0,-0,0
0.2016,0,0,-0,0
0.2024,0,0,-0,0
0.2032,0,0,-0,0
0.204,0,0,-0,0
0.20479999,0,0,-0,0
0.20559999,0,0,-0,0
0.20640001,0,0,-0,0
0.20720001,0,0,-0,0
0.208,0,0,-0,0
0.2088,0,0,-0,0
0.2096,0,0,-0,0
0.2104,0,0,-0,0
0.2112,0,0,-0,0
0.212,0,0,-0,0
0.2128,0,0,-0,0
0.21359999,0,0,-0,0
0.21439999,0,0,-0,0
0.21520001,0,0,-0,0
0.21600001,0,0,-0,0
0.2168,0,0,-0,0
0.2176,0,0,-0,0
0.2184,0,0,-0,0
0.2192,0,0,-0,0
0.22,0,0,-0,0
0.2208,0,0,-0,0
0.2216,0,0,-0,0
0.22239999,0,0,-0,0
0.22319999,0,0,-0,0
0.22400001,0,0,-0,0
0.22480001,0,0,-0,0
0.2256,0,0,-0,0
0.2264,0,0,-0,0
0.2272,0,0,-0,0
0.228,0,0,-0,0
0.2288,0,0,-0,0
0.2296,0,0,-0,0
0.2304,0,0,-0,0
0.23119999,0,0,-0,0
0.23199999,0,0,-0,0
0.23280001,0,0,-0,0
0.23360001,0,0,-0,0
0.2344,0,0,-0,0
0.2352,0,0,-0,0
0.236,0,0,-0,0
0.2368,0,0,-0,0
0.2376,0,0,-0,0
0.2384,0,0,-0,0
0.2392,0,0,-0,0
0.23999999,0,0,-0,0
0.24079999,0,0,-0,0
0.24160001,0,0,-0,0
0.24240001,0,0,-0,0
0.2432,0,0,-0,0
0.244,0,0,-0,0
0.2448,0,0,-0,0
0.2456,0,0,-0,0
0.2464,0,0,-0,0
0.2472,0,0,-0,0
0.248,0,0,-0,0
0.24879999,0,0,-0,0
0.24959999,0,0,-0,0
0.25040001,0,0,-0,0
0.25119999,0,0,-0,0
0.252,0,0,-0,0
0.25279999,0,0,-0,0
0.2536,0,0,-0,0
0.25440001,0,0,-0,0
0.2552,0,0,-0,0
0.25600001,0,0,-0,0
0.2568,0,0,-0,0
0.25760001,0,0,-0,0
0.25839999,0,0,-0,0
0.25920001,0,0,-0,0
0.25999999,0,0,-0,0
0.2608,0,0,-0,0
0.26159999,0,0,-0,0
0.2624,0,0,-0,0
0.26320001,0,0,-0,0
0.264,0,0,-0,0
0.26480001,0,0,-0,0
0.2656,0,0,-0,0
0.26640001,0,0,-0,0
0.26719999,0,0,-0,0
0.26800001,0,0,-0,0
0.26879999,0,0,-0,0
0.2696,0,0,-0,0
0.27039999,0,0,-0,0
0.2712,0,0,-0,0
0.27200001,0,0,-0,0
0.2728,0,0,-0,0
0.27360001,0,0,-0,0
0.2744,0,0,-0,0
0.27520001,0,0,-0,0
0.27599999,0,0,-0,0
0.27680001,0,0,-0,0
0.27759999,0,0,-0,0
0.2784,0,0,-0,0
0.27919999,0,0,-0,0
0.28,0,0,-0,0
0.28080001,0,0,-0,0
0.2816,0,0,-0,0
0.28240001,0,0,-0,0
0.2832,0,0,-0,0
0.28400001,0,0,-0,0
0.28479999,0,0,-0,0
0.28560001,0,0,-0,0
0.28639999,0,0,-0,0
0.2872,0,0,-0,0
0.28799999,0,0,-0,0
0.2888,0,0,-0,0
0.28960001,0,0,-0,0
0.2904,0,0,-0,0
0.29120001,0,0,-0,0
0.292,0,0,-0,0
0.29280001,0,0,-0,0
0.29359999,0,0,-0,0
0.29440001,0,0,-0,0
0.29519999,0,0,-0,0
0.296,0,0,-0,0
0.29679999,0,0,-0,0
0.2976,0,0,-0,0
0.29840001,0,0,-0,0
0.2992,0,0,-0,0
0.30000001,0,0,-0,0
0.3008,0,0,-0,0
0.30160001,0,0,-0,0
0.30239999,0,0,-0,0
0.30320001,0,0,-0,0
0.30399999,0,0,-0,0
0.3048,0,0,-0,0
0.30559999,0,0,-0,0
0.3064,0,0,-0,0
0.30720001,0,0,-0,0
0.308,0,0,-0,0
0.30880001,0,0,-0,0
0.3096,0,0,-0,0
0.31040001,0,0,-0,0
0.31119999,0,0,-0,0
0.31200001,0,0,-0,0
0.31279999,0,0,-0,0
0.3136,0,0,-0,0
0.31439999,0,0,-0,0
0.3152,0,0,-0,0
0.31600001,0,0,-0,0
0.3168,0,0,-0,0
0.31760001,0,0,-0,0
0.3184,0,0,-0,0
0.31920001,0,0,-0,0
0.31999999,0,0,-0,0
0.32080001,0,0,-0,0
0.32159999,0,0,-0,0
0.3224,0,0,-0,0
0.32319999,0,0,-0,0
0.324,0,0,-0,0
0.32480001,0,0,-0,0
0.3256,0,0,-0,0
0.32640001,0,0,-0,0
0.3272,0,0,-0,0
0.32800001,0,0,-0,0
0.32879999,0,0,-0,0
0.32960001,0,0,-0,0
0.33039999,0,0,-0,0
0.3312,0,0,-0,0
0.33199999,0,0,-0,0
0.3328,0,0,-0,0
0.33360001,0,0,-0,0
0.3344,0,0,-0,0
0.33520001,0,0,-0,0
0.336,0,0,-0,0
0.33680001,0,0,-0,0
0.33759999,0,0,-0,0
0.33840001,0,0,-0,0
0.33919999,0,0,-0,0
0.34,0,0,-0,0
0.34079999,0,0,-0,0
0.3416,0,0,-0,0
0.34240001,0,0,-0,0
0.3432,0,0,-0,0
0.34400001,0,0,-0,0
0.3448,0,0,-0,0
0.34560001,0,0,-0,0
0.34639999,0,0,-0,0
0.34720001,0,0,-0,0
0.34799999,0,0,-0,0
0.3488,0,0,-0,0
0.34959999,0,0,-0,0
0.3504,0,0,-0,0
0.35120001,0,0,-0,0
0.352,0,0,-0,0
0.35280001,0,0,-0,0
0.3536,0,0,-0,0
0.35440001,0,0,-0,0
0.35519999,0,0,-0,0
0.35600001,0,0,-0,0
0.35679999,0,0,-0,0
0.3576,0,0,-0,0
0.35839999,0,0,-0,0
