"time","capacitor.v","inductor.i","meanCurrent.x","meanVoltage.x","meanCurrent.y","meanVoltage.y","chopperStepUp.vDC1","chopperStepUp.iDC1","chopperStepUp.vDC2","chopperStepUp.iDC2"
0,75,0,0,0,0,0,37.5,0,75,0.00037500000000000012
5.0000000000000004e-06,74.700556511649651,0.00045267071169461699,5.9880140905220223e-06,0.00037425088065762632,0,0,59.983813840555683,0.00045267071169461699,74.700556511649651,0.00014716742671093977
1.0000000000000001e-05,74.402314595725471,0.00045568166892467953,1.1952124087518134e-05,0.0007470077554698831,0,0,59.985240744096721,0.00045568166892467953,74.402314595725471,0.0001441707385162877
1.5000000000000002e-05,74.105263402729136,0.00045865067176106665,1.7892434511179347e-05,0.0011182771569487088,0,0,59.9851652894179,0.00045865067176106665,74.105263402729136,0.00014120098113311243
2.0000000000000002e-05,73.809398036029705,0.0004616105824914065,2.3809043224744132e-05,0.0014880652015465082,0,0,59.985228142585171,0.0004616105824914065,73.809398036029705,0.00013824169893444531
2.5000000000000001e-05,73.514714479861965,0.00046455862564968441,2.9702030494044896e-05,0.0018563769058778058,0,0,59.985288522415217,0.00046455862564968441,73.514714479861965,0.00013529425957446768
3.0000000000000004e-05,73.221207989864226,0.00046749488350201319,3.5571491147027076e-05,0.0022232181966891917,0,0,59.985348170032786,0.00046749488350201319,73.221207989864226,0.00013235859819831465
3.5000000000000004e-05,72.928874246978623,0.00047041939279724018,4.1417511510884573e-05,0.0025885944694302859,0,0,59.985406763351321,0.00047041939279724018,72.928874246978623,0.00012943467483627309
4.0000000000000003e-05,72.637708541447708,0.00047333221297960468,4.7240185721915469e-05,0.0029525116076197172,0,0,59.985464919704114,0.00047333221297960468,72.637708541447708,0.00012652243621743636
4.5000000000000003e-05,72.347706606628236,0.00047623339026031067,5.3039599059674667e-05,0.0033149749412296667,0,0,59.985522816329677,0.00047623339026031067,72.347706606628236,0.00012362183790298596
5.0000000000000002e-05,72.058863209847388,0.00047912298135239259,5.8815856112236284e-05,0.0036759910070147677,0,0,59.985580672543342,0.00047912298135239259,72.058863209847388,0.0001207328253730407
5.5000000000000002e-05,71.771173769663704,0.00048200103292363747,6.4569048451185065e-05,0.0040355655281990666,0,0,59.985638531013734,0.00048200103292363747,71.771173769663704,0.0001178553523864998
