"Time","volume.medium.p","volume.medium.h"
0.17776,1081450.2,84994.648
0.17796201,1081538.6,84994.734
0.17816401,1081626.5,84994.828
0.17836601,1081714.1,84994.914
0.17856801,1081801.2,84995
0.17877001,1081888,84995.086
0.17897201,1081974.4,84995.172
0.17917401,1082060.4,84995.258
0.17937601,1082146,84995.344
0.17957801,1082231.2,84995.43
0.17978001,1082316.1,84995.516
0.17998201,1082400.6,84995.602
0.18018401,1082484.8,84995.688
0.18038601,1082568.5,84995.766
0.18058801,1082651.9,84995.852
0.18079001,1082734.9,84995.938
0.18099201,1082817.5,84996.016
0.18119401,1082899.8,84996.102
0.18139599,1082981.6,84996.18
0.18159799,1083063.1,84996.266
0.18179999,1083144.2,84996.344
0.18200199,1083225.1,84996.422
0.18220399,1083305.5,84996.508
0.18240599,1083385.6,84996.586
0.18260799,1083465.4,84996.664
0.18280999,1083544.8,84996.742
0.18301199,1083623.8,84996.82
0.18321399,1083702.4,84996.898
0.18341599,1083780.8,84996.977
0.18361799,1083858.8,84997.055
0.18381999,1083936.4,84997.133
0.18402199,1084013.6,84997.211
0.18422399,1084090.5,84997.289
0.18442599,1084167.1,84997.367
0.18462799,1084243.4,84997.445
0.18483,1084319.2,84997.516
0.185032,1084394.9,84997.594
0.185234,1084470.1,84997.672
0.185436,1084545,84997.742
0.185638,1084619.6,84997.82
0.18584,1084693.9,84997.891
0.186042,1084767.8,84997.969
0.186244,1084841.4,84998.039
0.186446,1084914.6,84998.109
0.186648,1084987.5,84998.188
0.18685,1085060.1,84998.258
0.187052,1085132.5,84998.328
0.187254,1085204.4,84998.406
0.187456,1085276,84998.477
0.187658,1085347.4,84998.547
0.18786,1085418.4,84998.617
0.188062,1085489.1,84998.688
0.188264,1085559.5,84998.758
0.188466,1085629.5,84998.828
0.188668,1085699.2,84998.898
0.18887,1085768.8,84998.969
0.189072,1085837.9,84999.039
0.189274,1085906.8,84999.102
0.189476,1085975.2,84999.172
0.189678,1086043.5,84999.242
0.18988,1086111.4,84999.312
0.190082,1086179,84999.375
0.190284,1086246.2,84999.445
0.190486,1086313.2,84999.508
0.190688,1086380,84999.578
0.19089,1086446.4,84999.641
0.191092,1086512.5,84999.711
0.191294,1086578.4,84999.773
0.191496,1086643.9,84999.844
0.191698,1086709.1,84999.906
0.1919,1086774.1,84999.969
0.192102,1086838.8,85000.039
0.192304,1086903.1,85000.102
0.192506,1086967.2,85000.164
0.192708,1087031.1,85000.227
0.19291,1087094.6,85000.289
0.193112,1087157.9,85000.359
0.193314,1087220.8,85000.422
0.193516,1087283.5,85000.484
0.193718,1087345.9,85000.547
0.19392,1087408,85000.609
0.194122,1087469.9,85000.664
0.194324,1087531.5,85000.727
0.194526,1087592.8,85000.789
0.194728,1087653.8,85000.852
0.19493,1087714.5,85000.914
0.195132,1087775,85000.969
0.195334,1087835.2,85001.031
0.195536,1087895.2,85001.094
0.195738,1087954.9,85001.148
0.19594,1088014.2,85001.211
0.196142,1088073.5,85001.273
0.196344,1088132.4,85001.328
0.196546,1088191,85001.391
0.196748,1088249.4,85001.445
0.19695,1088307.5,85001.508
0.197152,1088365.2,85001.562
0.197354,1088422.9,85001.617
0.197556,1088480.2,85001.68
0.197758,1088537.4,85001.734
0.19796,1088594.1,85001.789
0.198162,1088650.8,85001.844
0.198364,1088707,85001.906
0.198566,1088763.1,85001.961
0.198768,1088819,85002.016
0.19897,1088874.5,85002.07
0.19917201,1088929.9,85002.125
0.19937401,1088985,85002.18
0.19957601,1089039.8,85002.234
0.19977801,1089094.4,85002.289
0.19998001,1089148.8,85002.344
0.20018201,1089202.9,85002.398
0.20038401,1089256.8,85002.453
0.20058601,1089310.4,85002.508
0.20078801,1089363.8,85002.562
0.20099001,1089416.9,85002.609
0.20119201,1089469.9,85002.664
0.20139401,1089522.5,85002.719
0.20159601,1089575,85002.773
0.20179801,1089627.1,85002.82
0.20200001,1089679.1,85002.875
0.20220201,1089730.9,85002.93
0.20240401,1089782.5,85002.977
0.20260599,1089833.8,85003.031
0.20280799,1089884.8,85003.078
0.20300999,1089935.6,85003.133
0.20321199,1089986.2,85003.18
0.20341399,1090036.6,85003.234
0.20361599,1090086.9,85003.281
0.20381799,1090136.8,85003.328
0.20401999,1090186.5,85003.383
0.20422199,1090236,85003.43
0.20442399,1090285.2,85003.477
0.20462599,1090334.4,85003.531
0.20482799,1090383.1,85003.578
0.20502999,1090431.8,85003.625
0.20523199,1090480.2,85003.672
0.20543399,1090528.4,85003.727
0.20563599,1090576.4,85003.773
0.20583799,1090624.1,85003.82
0.20603999,1090671.8,85003.867
0.206242,1090719,85003.914
0.206444,1090766.1,85003.961
0.206646,1090813.1,85004.008
0.206848,1090859.8,85004.055
0.20705,1090906.2,85004.102
0.207252,1090952.6,85004.148
0.207454,1090998.8,85004.195
0.207656,1091044.6,85004.242
0.207858,1091090.2,85004.281
0.20806,1091135.8,85004.328
0.208262,1091181,85004.375
0.208464,1091226.1,85004.422
0.208666,1091271,85004.469
0.208868,1091315.6,85004.508
0.20907,1091360.1,85004.555
0.209272,1091404.4,85004.602
0.209474,1091448.5,85004.641
0.209676,1091492.4,85004.688
0.209878,1091536.1,85004.727
0.21008,1091579.6,85004.773
0.210282,1091622.9,85004.812
0.210484,1091666,85004.859
0.210686,1091709,85004.898
0.210888,1091751.6,85004.945
0.21109,1091794.2,85004.984
0.211292,1091836.6,85005.031
0.211494,1091878.8,85005.07
0.211696,1091920.8,85005.117
0.211898,1091962.5,85005.156
0.2121,1092004.1,85005.195
0.212302,1092045.5,85005.234
0.212504,1092086.8,85005.281
0.212706,1092127.9,85005.32
0.212908,1092168.8,85005.359
0.21311,1092209.4,85005.398
0.213312,1092249.9,85005.445
0.213514,1092290.2,85005.484
0.213716,1092330.4,85005.523
0.213918,1092370.4,85005.562
0.21412,1092410.1,85005.602
0.214322,1092449.8,85005.641
0.214524,1092489.1,85005.68
0.214726,1092528.5,85005.719
0.214928,1092567.5,85005.758
0.21513,1092606.5,85005.797
0.215332,1092645.2,85005.836
0.215534,1092683.8,85005.875
0.215736,1092722.1,85005.914
0.215938,1092760.4,85005.953
0.21614,1092798.5,85005.992
0.216342,1092836.4,85006.031
0.216544,1092874,85006.062
0.216746,1092911.6,85006.102
0.216948,1092949,85006.141
0.21715,1092986.2,85006.18
0.217352,1093023.2,85006.211
0.217554,1093060.1,85006.25
0.217756,1093096.9,85006.289
0.217958,1093133.5,85006.328
0.21816,1093169.9,85006.359
0.218362,1093206.1,85006.398
0.218564,1093242.1,85006.43
0.218766,1093278.1,85006.469
0.218968,1093313.9,85006.508
0.21917,1093349.4,85006.539
0.219372,1093384.9,85006.578
0.219574,1093420.1,85006.609
0.219776,1093455.2,85006.648
0.219978,1093490.2,85006.68
0.22018,1093525,85006.719
0.220382,1093559.8,85006.75
0.22058401,1093594.2,85006.781
0.22078601,1093628.5,85006.82
0.22098801,1093662.8,85006.852
0.22119001,1093696.8,85006.883
0.22139201,1093730.8,85006.922
0.22159401,1093764.5,85006.953
0.22179601,1093798,85006.984
0.22199801,1093831.5,85007.023
0.22220001,1093864.8,85007.055
0.22240201,1093897.9,85007.086
0.22260401,1093930.9,85007.117
0.22280601,1093963.8,85007.156
0.22300801,1093996.5,85007.188
0.22321001,1094029,85007.219
0.22341201,1094061.5,85007.25
0.22361401,1094093.8,85007.281
0.22381601,1094125.9,85007.312
0.22401799,1094157.9,85007.344
0.22421999,1094189.6,85007.375
0.22442199,1094221.4,85007.406
0.22462399,1094253,85007.438
0.22482599,1094284.4,85007.469
0.22502799,1094315.6,85007.5
0.22522999,1094346.8,85007.531
0.22543199,1094377.8,85007.562
0.22563399,1094408.6,85007.594
0.22583599,1094439.4,85007.625
0.22603799,1094470,85007.656
0.22623999,1094500.4,85007.688
0.22644199,1094530.8,85007.719
0.22664399,1094560.9,85007.75
0.22684599,1094591,85007.781
0.22704799,1094620.9,85007.805
0.22724999,1094650.6,85007.836
0.227452,1094680.4,85007.867
0.227654,1094709.9,85007.898
0.227856,1094739.2,85007.93
0.228058,1094768.5,85007.953
0.22826,1094797.6,85007.984
0.228462,1094826.6,85008.016
0.228664,1094855.5,85008.039
0.228866,1094884.2,85008.07
0.229068,1094912.9,85008.102
0.22927,1094941.4,85008.125
0.229472,1094969.6,85008.156
0.229674,1094997.9,85008.188
0.229876,1095026,85008.211
0.230078,1095054,85008.242
0.23028,1095081.9,85008.266
0.230482,1095109.6,85008.297
0.230684,1095137.2,85008.32
0.230886,1095164.6,85008.352
0.231088,1095192,85008.375
0.23129,1095219.2,85008.406
0.231492,1095246.4,85008.43
0.231694,1095273.4,85008.461
0.231896,1095300.2,85008.484
0.232098,1095327,85008.516
0.2323,1095353.8,85008.539
0.232502,1095380.2,85008.562
0.232704,1095406.6,85008.594
0.232906,1095432.9,85008.617
0.233108,1095459.1,85008.641
0.23331,1095485.1,85008.672
0.233512,1095511.1,85008.695
0.233714,1095536.9,85008.719
0.233916,1095562.6,85008.75
0.234118,1095588.2,85008.773
0.23432,1095613.6,85008.797
0.234522,1095639,85008.82
0.234724,1095664.2,85008.852
0.234926,1095689.5,85008.875
0.235128,1095714.5,85008.898
0.23533,1095739.4,85008.922
0.235532,1095764.2,85008.945
0.235734,1095788.9,85008.969
0.235936,1095813.5,85009
0.236138,1095838,85009.023
0.23634,1095862.4,85009.047
0.236542,1095886.6,85009.07
0.236744,1095910.8,85009.094
0.236946,1095934.9,85009.117
0.237148,1095958.8,85009.141
0.23735,1095982.6,85009.164
0.237552,1096006.4,85009.188
0.237754,1096030,85009.211
0.237956,1096053.5,85009.234
0.238158,1096076.9,85009.258
0.23836,1096100.2,85009.281
0.238562,1096123.4,85009.305
0.238764,1096146.5,85009.328
0.238966,1096169.5,85009.352
0.239168,1096192.4,85009.375
0.23937,1096215.2,85009.398
0.239572,1096237.9,85009.422
0.239774,1096260.5,85009.445
0.239976,1096283,85009.461
0.240178,1096305.4,85009.484
0.24038,1096327.8,85009.508
0.240582,1096349.9,85009.531
0.240784,1096372,85009.555
0.240986,1096394,85009.578
0.241188,1096415.9,85009.594
0.24139,1096437.8,85009.617
0.241592,1096459.4,85009.641
0.24179401,1096481,85009.664
0.24199601,1096502.5,85009.68
0.24219801,1096524,85009.703
0.24240001,1096545.2,85009.727
0.24260201,1096566.5,85009.75
0.24280401,1096587.6,85009.766
0.24300601,1096608.6,85009.789
0.24320801,1096629.6,85009.812
0.24341001,1096650.5,85009.828
0.24361201,1096671.2,85009.852
0.24381401,1096691.9,85009.875
0.24401601,1096712.5,85009.891
0.24421801,1096733,85009.914
0.24442001,1096753.4,85009.93
0.24462201,1096773.6,85009.953
0.24482401,1096793.9,85009.977
0.24502601,1096814,85009.992
0.24522801,1096834,85010.016
0.24542999,1096854,85010.031
0.24563199,1096873.9,85010.055
0.24583399,1096893.6,85010.07
0.24603599,1096913.2,85010.094
0.24623799,1096932.9,85010.109
0.24643999,1096952.4,85010.133
0.24664199,1096971.8,85010.148
0.24684399,1096991.1,85010.172
0.24704599,1097010.4,85010.188
0.24724799,1097029.5,85010.211
0.24744999,1097048.6,85010.227
0.24765199,1097067.6,85010.242
0.24785399,1097086.5,85010.266
0.24805599,1097105.4,85010.281
0.24825799,1097124.1,85010.305
0.24845999,1097142.8,85010.32
0.24866199,1097161.2,85010.336
0.248864,1097179.8,85010.359
0.249066,1097198.2,85010.375
0.249268,1097216.5,85010.391
0.24947,1097234.8,85010.414
0.249672,1097253,85010.43
0.249874,1097271,85010.445
0.250076,1097289,85010.469
0.250278,1097307,85010.484
0.25048,1097324.8,85010.5
0.250682,1097342.6,85010.516
0.250884,1097360.2,85010.539
0.251086,1097377.9,85010.555
0.251288,1097395.4,85010.57
0.25149,1097412.9,85010.586
0.251692,1097430.2,85010.609
0.251894,1097447.5,85010.625
0.252096,1097464.8,85010.641
0.252298,1097481.9,85010.656
0.2525,1097499,85010.672
0.252702,1097516,85010.695
0.252904,1097532.9,85010.711
0.253106,1097549.8,85010.727
0.253308,1097566.5,85010.742
0.25351,1097583.1,85010.758
0.253712,1097599.8,85010.773
0.253914,1097616.2,85010.789
0.254116,1097632.8,85010.805
0.254318,1097649.1,85010.82
0.25452,1097665.5,85010.844
0.254722,1097681.8,85010.859
0.254924,1097697.9,85010.875
0.255126,1097714,85010.891
0.255328,1097730.1,85010.906
0.25553,1097746,85010.922
0.255732,1097761.9,85010.938
0.255934,1097777.8,85010.953
0.256136,1097793.5,85010.969
0.256338,1097809.1,85010.984
0.25654,1097824.8,85011
0.256742,1097840.4,85011.016
0.256944,1097855.9,85011.031
0.257146,1097871.2,85011.047
0.257348,1097886.5,85011.062
0.25755,1097901.9,85011.078
0.257752,1097917,85011.094
0.257954,1097932.1,85011.102
0.258156,1097947.2,85011.117
0.258358,1097962.2,85011.133
0.25856,1097977.1,85011.148
0.258762,1097992,85011.164
0.258964,1098006.9,85011.18
0.259166,1098021.6,85011.195
0.259368,1098036.2,85011.211
0.25957,1098050.9,85011.227
0.259772,1098065.4,85011.234
0.259974,1098079.9,85011.25
0.260176,1098094.2,85011.266
0.260378,1098108.6,85011.281
0.26058,1098122.9,85011.297
0.260782,1098137.1,85011.312
0.260984,1098151.2,85011.32
0.261186,1098165.4,85011.336
0.261388,1098179.4,85011.352
0.26159,1098193.4,85011.367
0.261792,1098207.2,85011.375
0.261994,1098221.1,85011.391
0.262196,1098234.9,85011.406
0.262398,1098248.6,85011.422
0.2626,1098262.2,85011.43
0.262802,1098275.9,85011.445
0.263004,1098289.4,85011.461
0.26320601,1098302.9,85011.477
0.26340801,1098316.4,85011.484
0.26361001,1098329.6,85011.5
0.26381201,1098343,85011.516
0.26401401,1098356.2,85011.523
0.26421601,1098369.4,85011.539
0.26441801,1098382.5,85011.555
0.26462001,1098395.6,85011.562
0.26482201,1098408.6,85011.578
0.26502401,1098421.5,85011.594
0.26522601,1098434.4,85011.602
0.26542801,1098447.2,85011.617
0.26563001,1098460,85011.633
0.26583201,1098472.8,85011.641
0.26603401,1098485.4,85011.656
0.26623601,1098498,85011.664
0.26643801,1098510.6,85011.68
0.26664001,1098523.1,85011.695
0.26684201,1098535.5,85011.703
0.26704401,1098547.9,85011.719
0.26724601,1098560.2,85011.727
0.26744801,1098572.5,85011.742
0.26765001,1098584.8,85011.75
0.26785201,1098596.9,85011.766
0.26805401,1098609,85011.773
0.26825601,1098621.1,85011.789
0.26845801,1098633.1,85011.797
0.26866001,1098645,85011.812
0.26886201,1098656.9,85011.828
0.26906401,1098668.8,85011.836
0.26926601,1098680.6,85011.852
0.26946801,1098692.2,85011.859
0.26967001,1098704,85011.867
0.26987201,1098715.6,85011.883
0.27007401,1098727.2,85011.891
0.27027601,1098738.8,85011.906
0.27047801,1098750.2,85011.914
0.27068001,1098761.6,85011.93
0.27088201,1098773,85011.938
0.27108401,1098784.4,85011.953
0.27128601,1098795.6,85011.961
0.27148801,1098806.9,85011.977
0.27169001,1098818.1,85011.984
0.27189201,1098829.2,85011.992
0.27209401,1098840.2,85012.008
0.27229601,1098851.2,85012.016
0.27249801,1098862.2,85012.031
0.27270001,1098873.2,85012.039
0.27290201,1098884.1,85012.047
0.27310401,1098895,85012.062
0.27330601,1098905.8,85012.07
0.27350801,1098916.5,85012.078
0.27371001,1098927.1,85012.094
0.27391201,1098937.8,85012.102
0.27411401,1098948.4,85012.109
0.27431601,1098959,85012.125
0.27451801,1098969.5,85012.133
0.27472001,1098979.9,85012.141
0.27492201,1098990.2,85012.156
0.27512401,1099000.6,85012.164
0.27532601,1099011,85012.172
0.27552801,1099021.2,85012.188
0.27573001,1099031.5,85012.195
0.27593201,1099041.6,85012.203
0.27613401,1099051.8,85012.219
0.27633601,1099061.9,85012.227
0.27653801,1099071.9,85012.234
0.27674001,1099081.9,85012.242
0.27694201,1099091.9,85012.258
0.27714401,1099101.8,85012.266
0.27734599,1099111.6,85012.273
0.27754799,1099121.5,85012.281
0.27774999,1099131.2,85012.297
0.27795199,1099141,85012.305
0.27815399,1099150.8,85012.312
0.27835599,1099160.4,85012.32
0.27855799,1099170,85012.336
0.27875999,1099179.5,85012.344
0.27896199,1099189,85012.352
0.27916399,1099198.5,85012.359
0.27936599,1099208,85012.367
0.27956799,1099217.4,85012.383
0.27976999,1099226.8,85012.391
0.27997199,1099236,85012.398
0.28017399,1099245.2,85012.406
0.28037599,1099254.5,85012.414
0.28057799,1099263.8,85012.422
0.28077999,1099272.9,85012.438
0.28098199,1099282,85012.445
0.28118399,1099291,85012.453
0.28138599,1099300.1,85012.461
0.28158799,1099309,85012.469
0.28178999,1099318,85012.477
0.28199199,1099326.9,85012.484
0.28219399,1099335.8,85012.492
0.28239599,1099344.6,85012.508
0.28259799,1099353.4,85012.516
0.28279999,1099362.1,85012.523
0.28300199,1099370.9,85012.531
0.28320399,1099379.5,85012.539
0.28340599,1099388.1,85012.547
0.28360799,1099396.8,85012.555
0.28380999,1099405.2,85012.562
0.28401199,1099413.9,85012.57
0.28421399,1099422.2,85012.578
0.28441599,1099430.8,85012.586
0.28461799,1099439.1,85012.602
0.28481999,1099447.5,85012.609
0.28502199,1099455.9,85012.617
0.28522399,1099464.1,85012.625
0.28542599,1099472.4,85012.633
0.28562799,1099480.6,85012.641
0.28582999,1099488.8,85012.648
0.28603199,1099497,85012.656
0.28623399,1099505,85012.664
0.28643599,1099513.1,85012.672
0.28663799,1099521.1,85012.68
0.28683999,1099529.1,85012.688
0.28704199,1099537.1,85012.695
0.28724399,1099545.1,85012.703
0.28744599,1099553,85012.711
0.28764799,1099560.9,85012.719
0.28784999,1099568.6,85012.727
0.28805199,1099576.5,85012.734
0.28825399,1099584.2,85012.742
0.28845599,1099591.9,85012.75
0.28865799,1099599.6,85012.758
0.28885999,1099607.2,85012.766
0.28906199,1099614.9,85012.773
0.28926399,1099622.5,85012.781
0.28946599,1099630,85012.789
0.28966799,1099637.5,85012.797
0.28986999,1099645,85012.805
0.29007199,1099652.5,85012.805
0.29027399,1099659.9,85012.812
0.29047599,1099667.2,85012.82
0.29067799,1099674.6,85012.828
0.29087999,1099682,85012.836
0.29108199,1099689.2,85012.844
0.29128399,1099696.5,85012.852
0.291486,1099703.8,85012.859
0.291688,1099710.9,85012.867
0.29189,1099718.1,85012.875
0.292092,1099725.2,85012.883
0.292294,1099732.4,85012.891
0.292496,1099739.4,85012.891
0.292698,1099746.4,85012.898
0.2929,1099753.4,85012.906
0.293102,1099760.4,85012.914
0.293304,1099767.4,85012.922
0.293506,1099774.2,85012.93
0.293708,1099781.1,85012.938
0.29391,1099788,85012.945
0.294112,1099794.8,85012.945
0.294314,1099801.6,85012.953
0.294516,1099808.4,85012.961
0.294718,1099815,85012.969
0.29492,1099821.8,85012.977
0.295122,1099828.4,85012.984
0.295324,1099835,85012.984
0.295526,1099841.6,85012.992
0.295728,1099848.2,85013
0.29593,1099854.8,85013.008
0.296132,1099861.4,85013.016
0.296334,1099867.8,85013.023
0.296536,1099874.2,85013.023
0.296738,1099880.8,85013.031
0.29694,1099887.1,85013.039
0.297142,1099893.5,85013.047
0.297344,1099899.9,85013.055
0.297546,1099906.1,85013.055
0.297748,1099912.5,85013.062
0.29795,1099918.8,85013.07
0.298152,1099925,85013.078
0.298354,1099931.1,85013.086
0.298556,1099937.4,85013.086
0.298758,1099943.5,85013.094
0.29896,1099949.6,85013.102
0.299162,1099955.8,85013.109
0.299364,1099961.8,85013.109
0.299566,1099967.9,85013.117
0.299768,1099973.9,85013.125
0.29997,1099979.9,85013.133
0.300172,1099985.8,85013.133
0.300374,1099991.8,85013.141
0.300576,1099997.6,85013.148
0.300778,1100003.5,85013.156
0.30098,1100009.4,85013.156
0.301182,1100015.2,85013.164
0.301384,1100021,85013.172
0.301586,1100026.9,85013.18
0.301788,1100032.6,85013.18
0.30199,1100038.4,85013.188
0.302192,1100044,85013.195
0.302394,1100049.8,85013.195
0.302596,1100055.4,85013.203
0.302798,1100061,85013.211
0.303,1100066.6,85013.219
0.303202,1100072.1,85013.219
0.303404,1100077.8,85013.227
0.303606,1100083.2,85013.234
0.303808,1100088.8,85013.234
0.30401,1100094.2,85013.242
0.304212,1100099.8,85013.25
0.304414,1100105.1,85013.25
0.304616,1100110.5,85013.258
0.304818,1100115.9,85013.266
0.30502,1100121.2,85013.266
0.305222,1100126.6,85013.273
0.305424,1100131.9,85013.281
0.305626,1100137.2,85013.281
0.30582801,1100142.5,85013.289
0.30603001,1100147.8,85013.297
0.30623201,1100153,85013.297
0.30643401,1100158.1,85013.305
0.30663601,1100163.4,85013.312
0.30683801,1100168.5,85013.312
0.30704001,1100173.6,85013.32
0.30724201,1100178.8,85013.328
0.30744401,1100183.8,85013.328
0.30764601,1100188.9,85013.336
0.30784801,1100193.9,85013.336
0.30805001,1100198.9,85013.344
0.30825201,1100203.9,85013.352
0.30845401,1100208.9,85013.352
0.30865601,1100213.8,85013.359
0.30885801,1100218.8,85013.367
0.30906001,1100223.6,85013.367
0.30926201,1100228.5,85013.375
0.30946401,1100233.4,85013.375
0.30966601,1100238.2,85013.383
0.30986801,1100243,85013.391
0.31007001,1100247.9,85013.391
0.31027201,1100252.6,85013.398
0.31047401,1100257.4,85013.398
0.31067601,1100262.1,85013.406
0.31087801,1100266.8,85013.414
0.31108001,1100271.5,85013.414
0.31128201,1100276.1,85013.422
0.31148401,1100280.8,85013.422
0.31168601,1100285.4,85013.43
0.31188801,1100290,85013.43
0.31209001,1100294.6,85013.438
0.31229201,1100299.1,85013.445
0.31249401,1100303.8,85013.445
0.31269601,1100308.2,85013.453
0.31289801,1100312.8,85013.453
0.31310001,1100317.2,85013.461
0.31330201,1100321.8,85013.461
0.31350401,1100326.1,85013.469
0.31370601,1100330.6,85013.477
0.31390801,1100335,85013.477
0.31411001,1100339.4,85013.484
0.31431201,1100343.8,85013.484
0.31451401,1100348.1,85013.492
0.31471601,1100352.4,85013.492
0.31491801,1100356.8,85013.5
0.31512001,1100361,85013.5
0.31532201,1100365.2,85013.508
0.31552401,1100369.5,85013.508
0.31572601,1100373.8,85013.516
0.31592801,1100378,85013.516
0.31613001,1100382.2,85013.523
0.31633201,1100386.4,85013.523
0.31653401,1100390.5,85013.531
0.31673601,1100394.6,85013.539
0.31693801,1100398.8,85013.539
0.31714001,1100402.9,85013.547
0.31734201,1100407,85013.547
0.31754401,1100411,85013.555
0.31774601,1100415.1,85013.555
0.31794801,1100419.1,85013.562
0.31815001,1100423.1,85013.562
0.31835201,1100427.1,85013.57
0.31855401,1100431.1,85013.57
0.31875601,1100435.1,85013.578
0.31895801,1100439,85013.578
0.31916001,1100442.9,85013.586
0.31936201,1100446.9,85013.586
0.31956401,1100450.8,85013.586
0.31976601,1100454.6,85013.594
0.31996799,1100458.5,85013.594
0.32016999,1100462.2,85013.602
0.32037199,1100466.1,85013.602
0.32057399,1100469.9,85013.609
0.32077599,1100473.8,85013.609
0.32097799,1100477.5,85013.617
0.32117999,1100481.2,85013.617
0.32138199,1100485,85013.625
0.32158399,1100488.6,85013.625
0.32178599,1100492.4,85013.633
0.32198799,1100496.1,85013.633
0.32218999,1100499.8,85013.641
0.32239199,1100503.4,85013.641
0.32259399,1100507,85013.641
0.32279599,1100510.6,85013.648
0.32299799,1100514.2,85013.648
0.32319999,1100517.9,85013.656
0.32340199,1100521.4,85013.656
0.32360399,1100525,85013.664
0.32380599,1100528.5,85013.664
0.32400799,1100532.1,85013.672
0.32420999,1100535.6,85013.672
0.32441199,1100539.1,85013.672
0.32461399,1100542.5,85013.68
0.32481599,1100546,85013.68
0.32501799,1100549.5,85013.688
0.32521999,1100552.9,85013.688
0.32542199,1100556.4,85013.695
0.32562399,1100559.8,85013.695
0.32582599,1100563.1,85013.695
0.32602799,1100566.5,85013.703
0.32622999,1100569.9,85013.703
0.32643199,1100573.1,85013.711
0.32663399,1100576.5,85013.711
0.32683599,1100579.9,85013.711
0.32703799,1100583.1,85013.719
0.32723999,1100586.4,85013.719
0.32744199,1100589.6,85013.727
0.32764399,1100592.9,85013.727
0.32784599,1100596.1,85013.727
0.32804799,1100599.4,85013.734
0.32824999,1100602.6,85013.734
0.32845199,1100605.8,85013.742
0.32865399,1100609,85013.742
0.32885599,1100612.1,85013.742
0.32905799,1100615.2,85013.75
0.32925999,1100618.5,85013.75
0.32946199,1100621.6,85013.758
0.32966399,1100624.6,85013.758
0.32986599,1100627.8,85013.758
0.33006799,1100630.9,85013.766
0.33026999,1100634,85013.766
0.33047199,1100637,85013.773
0.33067399,1100640,85013.773
0.33087599,1100643.1,85013.773
0.33107799,1100646.1,85013.781
0.33127999,1100649.1,85013.781
0.33148199,1100652.1,85013.781
0.33168399,1100655.1,85013.789
0.33188599,1100658,85013.789
0.33208799,1100661,85013.789
0.33228999,1100663.9,85013.797
0.33249199,1100666.9,85013.797
0.33269399,1100669.8,85013.805
0.33289599,1100672.6,85013.805
0.33309799,1100675.5,85013.805
0.33329999,1100678.4,85013.812
0.33350199,1100681.2,85013.812
0.33370399,1100684.1,85013.812
0.33390599,1100687,85013.82
0.334108,1100689.8,85013.82
0.33431,1100692.6,85013.82
0.334512,1100695.4,85013.828
0.334714,1100698.1,85013.828
0.334916,1100701,85013.828
0.335118,1100703.8,85013.836
0.33532,1100706.5,85013.836
0.335522,1100709.1,85013.836
0.335724,1100711.9,85013.844
0.335926,1100714.6,85013.844
0.336128,1100717.4,85013.844
0.33633,1100720,85013.852
0.336532,1100722.6,85013.852
0.336734,1100725.4,85013.852
0.336936,1100728,85013.859
0.337138,1100730.6,85013.859
0.33734,1100733.2,85013.859
0.337542,1100735.9,85013.867
0.337744,1100738.5,85013.867
0.337946,1100741.1,85013.867
0.338148,1100743.6,85013.875
0.33835,1100746.2,85013.875
0.338552,1100748.8,85013.875
0.338754,1100751.4,85013.883
0.338956,1100753.9,85013.883
0.339158,1100756.4,85013.883
0.33936,1100758.9,85013.883
0.339562,1100761.4,85013.891
0.339764,1100763.9,85013.891
0.339966,1100766.4,85013.891
0.340168,1100768.9,85013.898
0.34037,1100771.2,85013.898
0.340572,1100773.8,85013.898
0.340774,1100776.2,85013.906
0.340976,1100778.6,85013.906
0.341178,1100781,85013.906
0.34138,1100783.5,85013.906
0.341582,1100785.9,85013.914
0.341784,1100788.2,85013.914
0.341986,1100790.6,85013.914
0.342188,1100793,85013.922
0.34239,1100795.2,85013.922
0.342592,1100797.6,85013.922
0.342794,1100800,85013.922
0.342996,1100802.2,85013.93
0.343198,1100804.6,85013.93
0.3434,1100806.9,85013.93
0.343602,1100809.2,85013.938
0.343804,1100811.5,85013.938
0.344006,1100813.8,85013.938
0.344208,1100816,85013.938
0.34441,1100818.2,85013.945
0.344612,1100820.5,85013.945
0.344814,1100822.8,85013.945
0.345016,1100824.9,85013.945
0.345218,1100827.1,85013.953
0.34542,1100829.4,85013.953
0.345622,1100831.5,85013.953
0.345824,1100833.8,85013.961
0.346026,1100835.9,85013.961
0.346228,1100838,85013.961
0.34643,1100840.2,85013.961
0.346632,1100842.4,85013.969
0.346834,1100844.5,85013.969
0.347036,1100846.6,85013.969
0.347238,1100848.8,85013.969
0.34744,1100850.8,85013.977
0.347642,1100852.9,85013.977
0.347844,1100855,85013.977
0.348046,1100857,85013.977
0.348248,1100859.1,85013.984
0.34845001,1100861.1,85013.984
0.34865201,1100863.2,85013.984
0.34885401,1100865.2,85013.984
0.34905601,1100867.2,85013.992
0.34925801,1100869.4,85013.992
0.34946001,1100871.4,85013.992
0.34966201,1100873.4,85013.992
0.34986401,1100875.4,85014
0.35006601,1100877.2,85014
0.35026801,1100879.2,85014
0.35047001,1100881.2,85014
0.35067201,1100883.2,85014.008
0.35087401,1100885.1,85014.008
0.35107601,1100887.1,85014.008
0.35127801,1100889,85014.008
0.35148001,1100891,85014.008
0.35168201,1100892.9,85014.016
