"Time","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.64880002,0.15528555,-0.4100368
0.64889997,0.14232956,-0.41471159
0.64899999,0.12923311,-0.41897708
0.64910001,0.11600915,-0.42282909
0.64920002,0.10267076,-0.4262639
0.64929998,0.089231104,-0.42927808
0.6494,0.07570336,-0.43186855
0.64950001,0.062100939,-0.43403283
0.64960003,0.048437264,-0.43576878
0.64969999,0.034725837,-0.43707478
0.6498,0.020980164,-0.43794945
0.64990002,0.0072137886,-0.43839186
0.64999998,-0.0065596798,-0.43840167
0.65009999,-0.020326642,-0.43797886
0.65020001,-0.034073506,-0.43712395
0.65030003,-0.047786735,-0.43583754
0.65039998,-0.061452787,-0.43412104
0.6505,-0.07505817,-0.43197614
0.65060002,-0.088589452,-0.429405
0.65069997,-0.10203329,-0.42641017
0.65079999,-0.11537641,-0.42299443
0.65090001,-0.12860565,-0.41916126
0.65100002,-0.14170796,-0.41491452
0.65109998,-0.1546704,-0.41025835
0.6512,-0.16748019,-0.40519732
0.65130001,-0.18012467,-0.39973637
0.65140003,-0.19259137,-0.39388099
0.65149999,-0.204868,-0.38763693
0.6516,-0.21694246,-0.38101044
0.65170002,-0.22880277,-0.37400782
0.65179998,-0.24043728,-0.36663616
0.65189999,-0.25183451,-0.35890269
0.65200001,-0.2629832,-0.35081515
0.65210003,-0.27387235,-0.34238139
0.65219998,-0.28449118,-0.3336097
0.6523,-0.29482925,-0.32450882
0.65240002,-0.30487639,-0.31508774
0.65249997,-0.31462264,-0.30535582
0.65259999,-0.32405838,-0.29532248
0.65270001,-0.33317429,-0.2849977
0.65280002,-0.34196138,-0.27439171
0.65289998,-0.35041106,-0.263515
0.653,-0.3585149,-0.25237826
0.65310001,-0.36626488,-0.24099243
0.65319997,-0.37365341,-0.22936881
0.65329999,-0.38067323,-0.21751885
0.6534,-0.38731739,-0.20545432
0.65350002,-0.39357927,-0.19318703
0.65359998,-0.39945272,-0.18072906
0.65369999,-0.40493196,-0.16809279
0.65380001,-0.41001165,-0.15529068
0.65390003,-0.41468674,-0.14233537
0.65399998,-0.41895249,-0.12923956
0.6541,-0.42280477,-0.11601623
0.65420002,-0.42623985,-0.10267845
0.65429997,-0.42925435,-0.089239389
0.65439999,-0.43184519,-0.075712278
0.65450001,-0.43400982,-0.062110446
0.65460002,-0.43574616,-0.048447344
0.65469998,-0.43705249,-0.034736466
0.6548,-0.4379276,-0.020991361
0.65490001,-0.43837044,-0.0072255279
0.65499997,-0.43838063,0.0065474147
0.65509999,-0.43795824,0.02031387
0.6552,-0.43710372,0.034060244
0.65530002,-0.43581784,0.047772978
0.65539998,-0.43410179,0.061438557
0.65549999,-0.43195736,0.075043485
0.65560001,-0.42938668,0.088574328
0.65570003,-0.42639235,0.10201774
0.65579998,-0.42297715,0.11536045
0.6559,-0.41914451,0.1285893
0.65600002,-0.41489825,0.14169122
0.65609998,-0.41024259,0.15465331
0.65619999,-0.40518215,0.16746275
0.65630001,-0.39972177,0.18010689
0.65640002,-0.39386693,0.19257328
0.65649998,-0.3876234,0.20484962
0.6566,-0.38099742,0.21692379
0.65670002,-0.37399545,0.22878385
0.65679997,-0.36662436,0.24041811
0.65689999,-0.35889149,0.25181508
0.65700001,-0.35080445,0.26296356
0.65710002,-0.34237134,0.27385253
0.65719998,-0.33360025,0.28447118
0.6573,-0.32449996,0.2948091
0.65740001,-0.31507945,0.30485606
0.65750003,-0.30534807,0.3146022
0.65759999,-0.29531538,0.32403782
0.6577,-0.2849912,0.33315364
0.65780002,-0.27438581,0.34194067
0.65789998,-0.26350966,0.35039023
0.65799999,-0.25237355,0.35849404
0.65810001,-0.24098833,0.36624405
0.65820003,-0.22936529,0.37363255
0.65829998,-0.21751592,0.38065234
0.6584,-0.20545194,0.3872965
0.65850002,-0.19318527,0.39355847
0.65859997,-0.18072788,0.39943197
0.65869999,-0.16809218,0.40491128
0.65880001,-0.15529062,0.40999103
0.65890002,-0.14233586,0.41466618
0.65899998,-0.12924065,0.41893211
0.6591,-0.11601788,0.42278454
0.65920001,-0.10268064,0.42621973
0.65930003,-0.089242101,0.42923436
0.65939999,-0.075715549,0.43182543
0.6595,-0.062114246,0.43399024
0.65960002,-0.048451662,0.43572676
0.65969998,-0.03474129,0.4370333
0.65979999,-0.020996671,0.43790859
0.65990001,-0.0072313584,0.43835172
0.66000003,0.0065410971,0.43836221
0.66009998,0.020307077,0.43794006
0.6602,0.03405299,0.43708578
0.66030002,0.047765266,0.43580019
0.66039997,0.061430395,0.4340845
0.66049999,0.075034887,0.43194038
0.66060001,0.088565305,0.42936999
0.66070002,0.1020083,0.42637593
0.66079998,0.1153506,0.42296115
0.6609,0.12857907,0.41912887
0.66100001,0.14168061,0.41488296
0.66109997,0.15464231,0.41022766
0.66119999,0.1674514,0.40516758
0.6613,0.18009521,0.39970765
0.66140002,0.19256127,0.39385316
0.66149998,0.20483728,0.38761005
0.66159999,0.21691112,0.38098446
0.66170001,0.22877091,0.37398294
0.66180003,0.24040489,0.36661229
0.66189998,0.25180161,0.3588798
0.662,0.26294982,0.35079321
0.66210002,0.27383852,0.34236047
0.66219997,0.284457,0.33358991
0.66229999,0.29479468,0.32449007
0.66240001,0.30484146,0.31507
0.66250002,0.31458735,0.30533904
0.66259998,0.32402286,0.29530683
0.6627,0.33313853,0.28498313
0.66280001,0.34192538,0.27437821
0.66289997,0.35037482,0.26350251
0.66299999,0.35847849,0.25236681
0.6631,0.36622843,0.24098212
0.66320002,0.37361684,0.22935955
0.66329998,0.38063654,0.21751064
0.66339999,0.38728061,0.20544711
0.66350001,0.39354253,0.19318089
0.66360003,0.39941606,0.18072401
0.66369998,0.40489534,0.16808878
0.6638,0.40997505,0.15528767
0.66390002,0.41465017,0.14233334
0.66399997,0.41891617,0.12923862
0.66409999,0.42276862,0.11601631
0.66420001,0.42620388,0.10267951
0.66430002,0.4292185,0.089241415
0.66439998,0.4318096,0.075715289
0.6645,0.43397459,0.062114459
0.66460001,0.43571121,0.048452314
0.66469997,0.43701783,0.03474237
0.66479999,0.43789318,0.020998167
0.6649,0.43833649,0.007233277
0.66500002,0.43834713,-0.0065387534
0.66509998,0.43792513,-0.020304324
0.6652,0.43707097,-0.034049839
0.66530001,0.43578553,-0.047761727
0.66540003,0.43407008,-0.061426457
0.66549999,0.43192616,-0.075030565
0.6656,0.42935598,-0.088560611
0.66570002,0.4263621,-0.10200324
0.66579998,0.4229475,-0.11534519
0.66589999,0.41911551,-0.1285733
0.66600001,0.41486984,-0.1416745
0.66610003,0.41021475,-0.15463588
0.66619998,0.40515488,-0.16744463
0.6663,0.39969528,-0.18008813
0.66640002,0.39384109,-0.19255388
0.66649997,0.38759822,-0.20482959
0.66659999,0.38097289,-0.21690315
0.66670001,0.37397164,-0.22876266
0.66680002,0.36660135,-0.24039638
0.66689998,0.35886917,-0.25179285
0.667,0.35078287,-0.26294079
0.66710001,0.34235042,-0.27382925
0.66720003,0.3335802,-0.28444749
0.66729999,0.32448068,-0.29478499
0.6674,0.31506094,-0.30483153
0.66750002,0.30533031,-0.31457725
0.66759998,0.2952984,-0.32401255
0.66769999,0.28497511,-0.33312806
0.66780001,0.27437052,-0.34191477
0.66790003,0.26349515,-0.35036406
0.66799998,0.25235978,-0.35846758
0.6681,0.24097542,-0.36621734
0.66820002,0.22935325,-0.3736057
0.66829997,0.2175047,-0.38062528
0.66839999,0.2054415,-0.38726926
0.66850001,0.19317561,-0.39353105
0.66860002,0.18071914,-0.39940453
0.66869998,0.16808425,-0.40488374
0.6688,0.1552835,-0.4099634
0.66890001,0.14232951,-0.41463846
0.66900003,0.12923512,-0.41890436
0.66909999,0.1160132,-0.42275688
0.6692,0.10267676,-0.4261921
0.66930002,0.089239001,-0.42920673
0.66939998,0.075713202,-0.4317978
0.66949999,0.06211273,-0.43396282
0.66960001,0.048450939,-0.43569949
0.66970003,0.034741335,-0.43700615
0.66979998,0.020997463,-0.43788153
0.6699,0.0072328914,-0.43832484
0.67000002,-0.0065387907,-0.4383356
0.67009997,-0.020304035,-0.43791369
0.67019999,-0.034049228,-0.43705961
0.67030001,-0.047760807,-0.43577424
0.67040002,-0.061425224,-0.43405885
0.67049998,-0.075029016,-0.4319151
0.6706,-0.088558763,-0.42934501
0.67070001,-0.10200109,-0.42635125
0.67079997,-0.11534276,-0.42293677
0.67089999,-0.12857057,-0.41910496
0.671,-0.14167149,-0.41485944
0.67110002,-0.1546326,-0.41020453
0.67119998,-0.16744108,-0.40514478
0.67129999,-0.18008432,-0.39968529
0.67140001,-0.19254982,-0.39383134
0.67150003,-0.20482528,-0.38758868
0.67159998,-0.21689861,-0.3809635
0.6717,-0.22875786,-0.3739624
0.67180002,-0.24039137,-0.36659235
0.67189997,-0.2517876,-0.3588604
0.67199999,-0.26293537,-0.35077432
0.67210001,-0.27382362,-0.34234205
0.67220002,-0.28444165,-0.333572
0.67229998,-0.29477897,-0.32447278
0.6724,-0.30482534,-0.31505328
0.67250001,-0.31457087,-0.30532286
0.67259997,-0.32400596,-0.29529116
0.67269999,-0.33312133,-0.28496808
0.6728,-0.34190792,-0.27436376
0.67290002,-0.35035706,-0.26348865
0.67299998,-0.35846043,-0.25235352
0.67309999,-0.36621007,-0.24096937
0.67320001,-0.37359834,-0.22934748
0.67330003,-0.38061783,-0.21749918
0.67339998,-0.38726166,-0.20543624
0.6735,-0.39352337,-0.19317058
0.67360002,-0.39939672,-0.18071432
0.67369998,-0.4048759,-0.16807975
0.67379999,-0.4099555,-0.15527925
0.67390001,-0.4146305,-0.14232552
0.67400002,-0.41889632,-0.12923135
0.67409998,-0.4227488,-0.1160097
0.6742,-0.42618403,-0.10267352
0.67430001,-0.42919859,-0.089236021
0.67439997,-0.43178964,-0.075710468
0.67449999,-0.4339546,-0.062110223
0.67460001,-0.43569133,-0.048448712
0.67470002,-0.43699798,-0.034739353
0.67479998,-0.43787336,-0.020995723
0.6749,-0.43831664,-0.0072313864
0.67500001,-0.43832743,0.00654006
0.67510003,-0.43790561,0.020305052
0.67519999,-0.43705156,0.03405001
0.6753,-0.43576619,0.047761355
0.67540002,-0.43405083,0.061425552
0.67549998,-0.43190718,0.075029112
0.67559999,-0.42933717,0.088558629
0.67570001,-0.42634347,0.10200075
0.67580003,-0.42292902,0.11534219
0.67589998,-0.41909724,0.1285698
0.676,-0.4148519,0.14167051
0.67610002,-0.41019705,0.15463141
0.67619997,-0.40513739,0.1674397
0.67629999,-0.39967796,0.18008274
0.67640001,-0.39382416,0.19254805
0.67650002,-0.38758162,0.20482333
0.67659998,-0.38095656,0.21689646
0.6767,-0.37395558,0.22875555
0.67680001,-0.36658555,0.24038887
0.67690003,-0.35885382,0.25178498
0.67699999,-0.35076785,0.26293254
0.6771,-0.34233573,0.27382064
0.67720002,-0.33356577,0.28443852
0.67729998,-0.32446671,0.29477569
0.67739999,-0.31504738,0.30482194
0.67750001,-0.3053171,0.31456736
0.67760003,-0.29528552,0.3240023
0.67769998,-0.28496256,0.33311751
0.6778,-0.27435845,0.34190404
0.67790002,-0.26348349,0.35035306
0.67799997,-0.25234851,0.35845631
0.67809999,-0.24096452,0.36620581
0.67820001,-0.22934276,0.37359396
0.67830002,-0.21749467,0.38061342
0.67839998,-0.20543189,0.38725719
0.6785,-0.19316639,0.39351878
0.67860001,-0.18071027,0.39939204
0.67869997,-0.16807587,0.4048712
0.67879999,-0.15527555,0.40995073
0.6789,-0.14232199,0.41462567
0.67900002,-0.12922798,0.41889143
0.67909998,-0.11600646,0.42274383
0.67919999,-0.10267049,0.42617905
0.67930001,-0.089233153,0.42919362
0.67940003,-0.075707756,0.4317846
0.67949998,-0.06210766,0.4339495
0.6796,-0.048446305,0.4356862
0.67970002,-0.034737129,0.43699288
0.67979997,-0.020993657,0.43786827
0.67989999,-0.0072294748,0.43831152
0.68000001,0.0065418268,0.43832228
0.68010002,0.020306649,0.43790048
0.68019998,0.034051452,0.43704647
0.6803,0.047762647,0.43576109
0.68040001,0.061426699,0.43404573
0.68049997,0.075030118,0.43190205
0.68059999,0.088559486,0.42933214
0.6807,0.10200145,0.42633846
0.68080002,0.11534276,0.42292404
0.68089998,0.12857023,0.41909227
0.68099999,0.14167081,0.41484699
0.68110001,0.15463157,0.41019222
0.68120003,0.16743973,0.40513259
0.68129998,0.18008263,0.39967319
0.6814,0.19254783,0.39381939
0.68150002,0.20482299,0.38757697
0.68159997,0.21689601,0.38095197
0.68169999,0.22875497,0.37395102
0.68180001,0.24038817,0.36658105
0.68190002,0.25178415,0.35884938
0.68199998,0.26293164,0.35076353
0.6821,0.27381963,0.34233147
0.68220001,0.28443739,0.33356157
0.68229997,0.29477447,0.32446253
0.68239999,0.30482066,0.31504333
0.6825,0.31456596,0.30531314
0.68260002,0.32400084,0.29528165
0.68269998,0.33311594,0.28495875
0.68279999,0.34190235,0.2743547
0.68290001,0.35035133,0.26347986
0.68300003,0.35845453,0.25234497
0.68309999,0.36620396,0.24096105
0.6832,0.37359202,0.22933935
0.68330002,0.38061142,0.21749137
0.68339998,0.38725513,0.20542869
0.68349999,0.39351666,0.19316328
0.68360001,0.39938986,0.18070723
0.68370003,0.40486893,0.16807289
0.68379998,0.40994847,0.15527271
0.6839,0.41462338,0.14231923
0.68400002,0.41888908,0.1292253
0.68409997,0.42274141,0.11600386
0.68419999,0.42617661,0.10266798
0.68430001,0.42919117,0.089230753
0.68440002,0.43178213,0.075705446
0.68449998,0.433947,0.062105432
0.6846,0.43568361,0.048444148
0.68470001,0.43699035,0.03473508
0.68480003,0.4378657,0.020991698
0.68489999,0.43830895,0.0072275996
0.685,0.43831965,-0.0065436233
0.68510002,0.43789783,-0.020308372
0.68519998,0.43704385,-0.034053076
0.68529999,0.4357585,-0.04776419
0.68540001,0.43404311,-0.061428159
0.68550003,0.4318994,-0.075031504
0.68559998,0.42932951,-0.08856079
0.6857,0.42633587,-0.10200268
0.68580002,0.42292145,-0.11534391
0.68589997,0.41908965,-0.1285713
0.68599999,0.41484433,-0.14167181
0.68610001,0.41018963,-0.15463251
0.68620002,0.40513003,-0.16744058
0.68629998,0.39967063,-0.18008342
0.6864,0.39381683,-0.19254854
0.68650001,0.38757443,-0.20482364
0.68660003,0.3809495,-0.21689661
0.68669999,0.37394854,-0.22875549
0.6868,0.36657858,-0.24038863
0.68690002,0.3588469,-0.25178456
0.68699998,0.35076112,-0.262932
0.68709999,0.34232908,-0.27381995
0.68720001,0.33355922,-0.28443763
0.68730003,0.32446018,-0.29477465
0.68739998,0.31504098,-0.30482078
0.6875,0.30531088,-0.31456605
0.68760002,0.29527941,-0.32400087
0.68769997,0.28495651,-0.33311594
0.68779999,0.27435246,-0.34190229
0.68790001,0.26347771,-0.35035124
0.68800002,0.25234285,-0.35845441
0.68809998,0.24095896,-0.36620378
0.6882,0.22933728,-0.37359178
0.68830001,0.2174893,-0.38061112
0.68839997,0.20542671,-0.38725486
0.68849999,0.19316132,-0.39351636
0.6886,0.18070531,-0.39938951
0.68870002,0.16807097,-0.40486854
0.68879998,0.15527083,-0.40994805
0.68889999,0.14231741,-0.41462296
0.68900001,0.12922351,-0.41888863
0.68910003,0.1160021,-0.42274094
0.68919998,0.10266622,-0.42617607
0.6893,0.089229055,-0.42919067
0.68940002,0.075703785,-0.43178159
0.68949997,0.0621038,-0.43394643
0.68959999,0.048442535,-0.43568301
0.68970001,0.034733485,-0.43698969
0.68980002,0.020990156,-0.43786511
0.68989998,0.007226089,-0.43830833
0.69,-0.0065451083,-0.438319
0.69010001,-0.020309838,-0.43789715
0.69019997,-0.034054507,-0.43704319
0.69029999,-0.047765587,-0.43575782
0.6904,-0.06142953,-0.43404242
0.69050002,-0.075032853,-0.43189868
0.69059998,-0.088562116,-0.42932874
0.69069999,-0.10200398,-0.42633516
0.69080001,-0.11534518,-0.42292073
0.69090003,-0.12857255,-0.41908893
0.69099998,-0.14167303,-0.41484356
0.6911,-0.1546337,-0.41018885
0.69120002,-0.16744177,-0.40512931
0.69129997,-0.18008459,-0.39966989
0.69139999,-0.19254968,-0.39381605
0.69150001,-0.20482476,-0.3875736
0.69160002,-0.21689771,-0.38094872
0.69169998,-0.22875659,-0.3739478
0.6918,-0.2403897,-0.36657783
0.69190001,-0.25178561,-0.3588461
0.69199997,-0.26293302,-0.35076028
0.69209999,-0.27382097,-0.34232831
0.69220001,-0.28443864,-0.33355844
0.69230002,-0.29477564,-0.32445937
0.69239998,-0.30482173,-0.31504014
0.6925,-0.31456703,-0.30531007
0.69260001,-0.32400185,-0.29527861
0.69270003,-0.33311689,-0.28495574
0.69279999,-0.34190321,-0.27435166
0.6929,-0.35035214,-0.26347685
0.69300002,-0.35845533,-0.25234205
0.69309998,-0.36620471,-0.24095815
0.69319999,-0.37359267,-0.22933646
0.69330001,-0.38061199,-0.21748844
0.69340003,-0.38725573,-0.20542586
0.69349998,-0.39351726,-0.19316049
0.6936,-0.3993904,-0.18070446
0.69370002,-0.40486938,-0.16807012
0.69379997,-0.40994886,-0.15526994
0.69389999,-0.4146238,-0.14231654
0.69400001,-0.41888946,-0.12922265
0.69410002,-0.42274174,-0.11600121
0.69419998,-0.42617685,-0.10266531
0.6943,-0.42919141,-0.089228123
0.69440001,-0.43178242,-0.075702876
0.69450003,-0.43394724,-0.062102877
0.69459999,-0.43568379,-0.048441596
0.6947,-0.43699044,-0.034732521
0.69480002,-0.43786588,-0.020989196
0.69489998,-0.4383091,-0.0072251172
0.69499999,-0.43831977,0.0065460936
0.69510001,-0.43789786,0.020310842
0.69520003,-0.43704388,0.034055535
0.69529998,-0.43575856,0.047766618
0.6954,-0.43404314,0.061430573
0.69550002,-0.4318994,0.075033911
0.69559997,-0.42932943,0.088563196
0.69569999,-0.42633581,0.10200507
0.69580001,-0.42292142,0.11534629
0.69590002,-0.41908962,0.12857367
0.69599998,-0.41484421,0.14167418
0.6961,-0.41018945,0.15463486
0.69620001,-0.40512994,0.16744295
0.69630003,-0.39967051,0.18008578
0.69639999,-0.39381665,0.1925509
0.6965,-0.38757417,0.20482598
0.69660002,-0.38094926,0.21689895
0.69669998,-0.37394837,0.22875786
0.69679999,-0.36657837,0.240391
0.69690001,-0.3588466,0.25178692
0.69700003,-0.35076076,0.26293433
0.69709998,-0.34232879,0.27382231
0.6972,-0.33355889,0.28444001
0.69730002,-0.32445982,0.29477701
0.69739997,-0.31504053,0.3048231
0.69749999,-0.3053104,0.3145684
0.69760001,-0.29527897,0.32400328
0.69770002,-0.28495607,0.33311835
0.69779998,-0.27435195,0.34190467
0.6979,-0.26347709,0.3503536
0.69800001,-0.25234228,0.35845682
0.69809997,-0.24095836,0.36620623
0.69819999,-0.22933663,0.37359422
0.6983,-0.21748859,0.38061354
0.69840002,-0.20542593,0.38725725
0.69849998,-0.19316058,0.39351884
0.69859999,-0.18070452,0.39939198
0.69870001,-0.16807014,0.40487099
0.69880003,-0.15526989,0.40995044
0.69889998,-0.14231646,0.41462538
0.699,-0.12922256,0.4188911
0.69910002,-0.11600108,0.42274341
0.69919997,-0.10266514,0.42617849
0.69929999,-0.089227892,0.42919305
0.69940001,-0.075702623,0.43178409
0.69950002,-0.06210259,0.4339489
0.69959998,-0.048441269,0.43568549
0.6997,-0.034732141,0.43699208
0.69980001,-0.020988755,0.43786749
0.69989997,-0.007224658,0.4383108
0.69999999,0.0065465961,0.43832144
0.7001,0.020311391,0.43789953
0.70020002,0.034056135,0.43704551
0.70029998,0.047767263,0.43576023
0.70039999,0.061431259,0.43404484
0.70050001,0.075034641,0.43190104
0.70060003,0.088563971,0.42933106
0.70069999,0.1020059,0.42633739
0.7008,0.11534716,0.42292306
0.70090002,0.12857459,0.41909122
0.70099998,0.14167513,0.41484579
0.70109999,0.15463586,0.410191
0.70120001,0.16744401,0.40513146
0.70130002,0.18008688,0.39967206
0.70139998,0.19255204,0.3938182
0.7015,0.20482717,0.38757566
0.70160002,0.21690018,0.38095069
0.70169997,0.22875915,0.37394983
0.70179999,0.24039233,0.3665798
0.70190001,0.25178829,0.35884801
0.70200002,0.26293576,0.3507621
0.70209998,0.27382374,0.34233007
0.7022,0.28444153,0.3335602
0.70230001,0.29477856,0.3244611
0.70240003,0.30482471,0.31504178
0.70249999,0.31457001,0.30531156
0.7026,0.32400495,0.29528013
0.70270002,0.33312005,0.2849572
0.70279998,0.34190643,0.27435303
0.70289999,0.35035536,0.26347813
0.70300001,0.35845858,0.25234321
0.70310003,0.36620808,0.24095932
0.70319998,0.3735961,0.22933754
0.7033,0.38061544,0.21748944
0.70340002,0.38725919,0.20542671
0.70349997,0.39352077,0.19316129
0.70359999,0.39939401,0.18070523
0.70370001,0.40487301,0.16807079
0.70380002,0.40995249,0.15527049
0.70389998,0.4146274,0.14231697
0.704,0.41889322,0.12922303
0.70410001,0.42274553,0.11600152
0.70420003,0.42618063,0.10266551
0.70429999,0.42919517,0.089228198
0.7044,0.43178621,0.075702846
0.70450002,0.43395111,0.062102787
0.70459998,0.43568769,0.048441403
0.70469999,0.43699428,0.034732211
0.70480001,0.43786967,0.020988751
0.70490003,0.43831301,0.0072245984
0.70499998,0.43832368,-0.0065467092
0.7051,0.43790177,-0.020311566
0.70520002,0.43704772,-0.03405638
0.70529997,0.43576238,-0.047767576
0.70539999,0.43404707,-0.061431628
0.70550001,0.43190327,-0.075035073
0.70560002,0.42933327,-0.088564463
0.70569998,0.42633957,-0.10200646
0.7058,0.4229252,-0.11534779
0.70590001,0.41909343,-0.12857528
0.70599997,0.41484797,-0.14167589
0.70609999,0.41019315,-0.15463668
0.7062,0.40513355,-0.16744487
0.70630002,0.39967418,-0.18008783
0.70639998,0.39382029,-0.19255304
0.70649999,0.38757774,-0.20482823
0.70660001,0.38095269,-0.21690129
0.70670003,0.37395176,-0.22876032
0.70679998,0.3665818,-0.24039358
0.7069,0.35884997,-0.25178957
0.70700002,0.35076401,-0.2629371
0.70709997,0.34233192,-0.27382514
0.70719999,0.33356205,-0.28444299
0.70730001,0.32446292,-0.29478011
0.70740002,0.31504354,-0.30482629
0.70749998,0.30531329,-0.31457165
0.7076,0.29528174,-0.32400659
0.70770001,0.28495884,-0.33312181
0.70779997,0.27435464,-0.34190822
0.70789999,0.26347965,-0.3503572
0.708,0.25234467,-0.35846046
0.70810002,0.24096072,-0.36620998
0.70819998,0.22933893,-0.37359807
0.70829999,0.21749078,-0.38061747
0.70840001,0.20542797,-0.38726121
0.70850003,0.19316247,-0.39352283
0.70859998,0.1807064,-0.39939612
0.7087,0.1680719,-0.40487519
0.70880002,0.15527153,-0.4099547
0.70889997,0.14231794,-0.41462961
0.70899999,0.12922391,-0.41889542
0.70910001,0.11600237,-0.42274782
0.70920002,0.1026663,-0.42618296
0.70929998,0.089228913,-0.42919749
0.7094,0.075703479,-0.4317885
0.70950001,0.062103361,-0.43395346
0.70959997,0.04844192,-0.43569008
0.70969999,0.034732662,-0.4369967
0.7098,0.020989126,-0.43787208
0.70990002,0.0072248885,-0.43831536
0.70999998,-0.0065464694,-0.43832615
0.7101,-0.020311397,-0.43790424
0.71020001,-0.03405628,-0.43705016
0.71030003,-0.047767553,-0.43576482
0.71039999,-0.061431676,-0.43404949
0.7105,-0.075035185,-0.43190575
0.71060002,-0.088564649,-0.42933574
0.71069998,-0.10200671,-0.42634201
0.71079999,-0.11534811,-0.42292759
0.71090001,-0.12857567,-0.41909587
0.71100003,-0.14167635,-0.41485041
0.71109998,-0.15463722,-0.41019556
0.7112,-0.16744547,-0.40513593
0.71130002,-0.18008849,-0.3996765
0.71139997,-0.19255379,-0.39382267
0.71149999,-0.20482905,-0.3875801
0.71160001,-0.21690217,-0.38095501
0.71170002,-0.22876124,-0.37395403
0.71179998,-0.24039458,-0.36658403
0.7119,-0.25179064,-0.35885221
0.71200001,-0.26293823,-0.35076621
0.71210003,-0.27382633,-0.34233406
0.71219999,-0.28444424,-0.3335641
0.7123,-0.29478142,-0.32446501
0.71240002,-0.30482766,-0.31504562
0.71249998,-0.31457308,-0.30531529
0.71259999,-0.32400808,-0.2952837
0.71270001,-0.33312333,-0.28496075
0.71280003,-0.34190983,-0.27435651
0.71289998,-0.35035887,-0.2634815
0.713,-0.35846215,-0.25234646
0.71310002,-0.36621171,-0.24096243
0.71319997,-0.37359992,-0.22934063
0.71329999,-0.38061932,-0.21749242
0.71340001,-0.38726312,-0.20542957
0.71350002,-0.39352477,-0.19316399
0.71359998,-0.39939806,-0.18070781
0.7137,-0.40487725,-0.16807331
0.71380001,-0.40995675,-0.15527287
0.71390003,-0.41463172,-0.14231922
0.71399999,-0.41889754,-0.12922512
0.7141,-0.42275,-0.11600353
0.71420002,-0.42618516,-0.10266741
0.71429998,-0.42919976,-0.089229949
0.71439999,-0.43179077,-0.07570444
0.71450001,-0.4339557,-0.062104236
0.71460003,-0.4356924,-0.048442759
0.71469998,-0.43699905,-0.034733433
0.7148,-0.43787444,-0.020989826
0.71490002,-0.43831772,-0.0072255102
0.71499997,-0.4383285,0.0065459209
0.71509999,-0.43790665,0.020310905
0.71520001,-0.43705261,0.034055859
0.71530002,-0.43576723,0.047767203
0.71539998,-0.43405187,0.061431404
0.7155,-0.43190822,0.075034976
0.71560001,-0.42933819,0.088564508
0.71569997,-0.42634448,0.10200664
0.71579999,-0.42293003,0.11534812
0.7159,-0.41909826,0.12857576
0.71600002,-0.41485286,0.1416765
0.71609998,-0.410198,0.15463743
0.71619999,-0.40513834,0.16744576
0.71630001,-0.39967889,0.18008885
0.71640003,-0.39382505,0.19255422
0.71649998,-0.38758248,0.20482954
0.7166,-0.38095739,0.21690273
0.71670002,-0.37395635,0.22876187
0.71679997,-0.3665863,0.24039526
0.71689999,-0.35885453,0.25179142
0.71700001,-0.35076851,0.26293907
0.71710002,-0.3423363,0.27382725
0.71719998,-0.33356631,0.28444517
0.7173,-0.32446715,0.29478243
0.71740001,-0.31504777,0.30482876
0.71749997,-0.3053174,0.31457424
0.71759999,-0.29528576,0.32400927
0.7177,-0.28496271,0.33312458
0.71780002,-0.27435851,0.34191117
0.71789998,-0.26348346,0.35036027
0.71799999,-0.25234836,0.35846359
0.71810001,-0.24096426,0.3662132
0.71820003,-0.2293424,0.37360141
0.71829998,-0.21749419,0.38062093
0.7184,-0.20543128,0.38726479
0.71850002,-0.19316565,0.39352643
0.71859998,-0.18070939,0.39939979
0.71869999,-0.16807486,0.404879
0.71880001,-0.15527439,0.4099586
0.71890002,-0.14232066,0.4146336
0.71899998,-0.12922649,0.41889942
0.7191,-0.11600482,0.42275187
0.71920002,-0.10266867,0.42618716
0.71929997,-0.089231163,0.42920178
0.71939999,-0.075705588,0.4317928
0.71950001,-0.062105305,0.43395776
0.71960002,-0.048443761,0.43569449
0.71969998,-0.034734387,0.4370012
0.7198,-0.020990716,0.43787661
0.71990001,-0.0072263293,0.43831989
0.72000003,0.0065451795,0.43833065
0.72009999,0.020310216,0.43790886
0.7202,0.034055237,0.43705484
0.72030002,0.047766648,0.43576947
0.72039998,0.061430924,0.43405411
0.72049999,0.075034566,0.4319104
0.72060001,0.088564165,0.42934048
0.72070003,0.10200637,0.42634675
0.72079998,0.1153479,0.4229323
0.7209,0.12857561,0.41910049
0.72100002,0.14167643,0.41485515
0.72109997,0.15463743,0.4102003
0.72119999,0.16744582,0.40514061
0.72130001,0.18008897,0.39968112
0.72140002,0.1925544,0.39382723
0.72149998,0.20482981,0.38758472
0.7216,0.21690308,0.38095963
0.72170001,0.22876227,0.37395856
0.72180003,0.24039571,0.36658847
0.72189999,0.25179195,0.35885665
0.722,0.26293966,0.35077065
0.72210002,0.27382791,0.34233844
0.72219998,0.28444588,0.33356839
0.72229999,0.2947832,0.32446918
0.72240001,0.3048296,0.31504983
