"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[1]","aimc.is[2]","loadInertia.phi","loadInertia.w"
0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,-1.7168936974322017e-11,1.5768317859123236e-09,-8.183154737773594e-09,5.2151370077904017e-07,1.2821604630871071e-05,-0.00071342593813159634,3.6187857242293732e-23,1.1110494817502024e-18
0.0001,-6.8690505896173497e-11,3.1528365566773801e-09,-1.6399248644462503e-08,5.2283605489203456e-07,2.564281984637958e-05,-0.00071956436167970627,5.7973963634936169e-22,8.8926500481258079e-18
0.00015000000000000001,-1.6331229471695189e-10,4.7263231225036215e-09,-2.4651107623457742e-08,5.2398839074863176e-07,3.8454814459544188e-05,-0.00072547031402636511,3.265504082771137e-21,3.3480618765373793e-17
0.00020000000000000001,-2.7460776280076603e-10,6.2980797604143538e-09,-3.2914516299174914e-08,5.2507409444113688e-07,5.1259652458413067e-05,-0.00073128436266557684,9.275253132591372e-21,7.110698406386866e-17
0.00025000000000000001,-4.6340455455735476e-10,7.8617954793895994e-09,-4.1231609393900515e-08,5.2585008359284619e-07,6.4031225628795213e-05,-0.00073667123150450138,3.0735293780763939e-20,1.6933742946227289e-16
0.00030000000000000003,-6.522013463139436e-10,9.4255111983648451e-09,-4.9548702488626116e-08,5.266260727445555e-07,7.6802798799177128e-05,-0.00074205810034342593,5.2195334428936524e-20,2.6756787486067712e-16
0.00035,-8.4099813807053223e-10,1.0989226917340089e-08,-5.7865795583351704e-08,5.2740206189626492e-07,8.9574371969559165e-05,-0.00074744496918235047,7.3655375077109085e-20,3.657983202590812e-16
0.00040000000000000002,-1.0956254670808562e-09,1.2540048515025591e-08,-6.6210083068053716e-08,5.2790746940041444e-07,0.00010228879230763449,-0.00075245229691379967,1.4808436537225168e-19,5.6777242712832356e-16
0.00045000000000000004,-1.4700938959864872e-09,1.4067397029518864e-08,-7.4603876537997739e-08,5.2792029696206594e-07,0.0001148991688603862,-0.00075676868962219052,3.1894059826340995e-19,9.5860652233263236e-16
0.00050000000000000001,-1.8445623248921183e-09,1.5594745544012135e-08,-8.2997670007941762e-08,5.2793312452371745e-07,0.00012750954541313779,-0.00076108508233058126,4.8979683115456823e-19,1.3494406175369404e-15
0.00055000000000000003,-2.2190307537977489e-09,1.7122094058505409e-08,-9.1391463477885784e-08,5.2794595208536895e-07,0.0001401199219658895,-0.00076540147503897211,6.606530640457266e-19,1.740274712741249e-15
0.00060000000000000006,-2.5934991827033799e-09,1.8649442572998683e-08,-9.9785256947829794e-08,5.2795877964702045e-07,0.00015273029851864121,-0.00076971786774736306,8.3150929693688487e-19,2.1311088079455572e-15
0.00065000000000000008,-2.967967611609011e-09,2.0176791087491958e-08,-1.0817905041777382e-07,5.2797160720867195e-07,0.00016534067507139292,-0.00077403426045575369,1.0023655298280432e-18,2.521942903149866e-15
0.00069999999999999999,-3.3424360405146412e-09,2.1704139601985229e-08,-1.1657284388771783e-07,5.2798443477032346e-07,0.00017795105162414453,-0.00077835065316414454,1.1732217627192011e-18,2.9127769983541736e-15
0.00075000000000000002,-3.7169044694202722e-09,2.3231488116478503e-08,-1.2496663735766185e-07,5.2799726233197496e-07,0.00019056142817689624,-0.0007826670458725355,1.3440779956103594e-18,3.303611093558482e-15
0.00080000000000000004,-4.3407104242942691e-09,2.4661130625657948e-08,-1.3331338328283882e-07,5.2691510997898549e-07,0.00020271975737006767,-0.00078539694486859564,2.3474631611673848e-18,4.5061105524591406e-15
0.00085000000000000006,-5.0665758667284172e-09,2.6050779857471095e-08,-1.4164087158407313e-07,5.2538475758653978e-07,0.00021469305335697537,-0.00078747745611337729,3.6916212445468839e-18,6.0408429986225463e-15
0.00090000000000000008,-5.7924413091625671e-09,2.7440429089284241e-08,-1.4996835988530747e-07,5.2385440519409407e-07,0.00022666634934388329,-0.00078955796735815905,5.0357793279263799e-18,7.575575444785952e-15
0.00095,-6.5183067515967136e-09,2.8830078321097388e-08,-1.5829584818654176e-07,5.2232405280164846e-07,0.0002386396453307911,-0.00079163847860294102,6.379937411305879e-18,9.1103078909493514e-15
0.001,-7.2441721940308617e-09,3.0219727552910535e-08,-1.6662333648777607e-07,5.2079370040920275e-07,0.00025061294131769891,-0.00079371898984772278,7.724095494685375e-18,1.0645040337112757e-14
0.0010500000000000002,-7.9700376364650115e-09,3.1609376784723684e-08,-1.7495082478901044e-07,5.1926334801675704e-07,0.00026258623730460694,-0.00079579950109250454,9.0682535780648772e-18,1.2179772783276163e-14
0.0011000000000000001,-8.6959030788991597e-09,3.2999026016536828e-08,-1.8327831309024472e-07,5.1773299562431143e-07,0.00027455953329151464,-0.00079788001233728641,1.0412411661444373e-17,1.3714505229439565e-14
0.00115,-9.4217685213333062e-09,3.4388675248349971e-08,-1.9160580139147901e-07,5.1620264323186572e-07,0.00028653282927842267,-0.00079996052358206806,1.1756569744823869e-17,1.5249237675602968e-14
0.0012000000000000001,-1.0147633963767456e-08,3.5778324480163121e-08,-1.9993328969271337e-07,5.1467229083942012e-07,0.00029850612526533048,-0.00080204103482685004,1.310072782820337e-17,1.6783970121766374e-14
0.00125,-1.0873499406201603e-08,3.7167973711976264e-08,-2.0826077799394766e-07,5.1314193844697441e-07,0.0003104794212522385,-0.0008041215460716318,1.4444885911582864e-17,1.8318702567929773e-14
0.0013000000000000002,-1.1599364848635752e-08,3.8557622943789414e-08,-2.16588266295182e-07,5.1161158605452869e-07,0.00032245271723914631,-0.00080620205731641345,1.5789043994962366e-17,1.9853435014093182e-14
0.0013500000000000001,-1.2325230291069899e-08,3.9947272175602557e-08,-2.2491575459641631e-07,5.1008123366208309e-07,0.00033442601322605428,-0.00080828256856119531,1.7133202078341862e-17,2.1388167460256581e-14
0.0014,-1.3051095733504045e-08,4.13369214074157e-08,-2.332432428976506e-07,5.0855088126963738e-07,0.00034639930921296215,-0.00081036307980597707,1.8477360161721358e-17,2.2922899906419984e-14
0.0014500000000000001,-1.3776961175938195e-08,4.2726570639228857e-08,-2.4157073119888494e-07,5.0702052887719167e-07,0.00035837260519987007,-0.00081244359105075894,1.9821518245100861e-17,2.4457632352583389e-14
0.0015,-1.4502826618372342e-08,4.4116219871042e-08,-2.4989821950011925e-07,5.0549017648474606e-07,0.00037034590118677788,-0.00081452410229554081,2.1165676328480354e-17,2.5992364798746792e-14
0.0015500000000000002,-1.5461884645791252e-08,4.5295713279361235e-08,-2.5780215285165946e-07,5.0272243992986784e-07,0.0003813005167320378,-0.00081468888813570174,2.6185723886528274e-17,2.9287277387230284e-14
