"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.ir[1]","aimsE.ir[1]","aimsE.idq_rr[2]","aimsE.ir[2]","loadInertiaM.phi","loadInertiaE.phi","aimsM.ir[2]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsE.idq_sr[2]","aimsE.is[1]","aimsM.is[2]","loadInertiaE.w","aimsE.idq_sr[1]","aimsE.is[2]","aimsE.idq_rr[1]","loadInertiaM.w","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.is[1]"
1.0225,0.090822093,-100.67676,-100.71526,-323.35419,-229.67531,102.72346,102.72353,-229.70155,0.16091368,0.41243988,317.26224,255.01494,-331.66458,140.22856,141.25391,-331.668,-100.71526,140.22865,-0.34137443,255.01248
1.0226001,0.077883586,-99.975578,-100.01411,-323.42065,-230.08345,102.73749,102.73755,-230.10965,0.15961976,0.41518801,317.47128,261.92722,-328.33521,140.26996,140.57167,-328.33865,-100.01411,140.27005,-0.34177583,261.92471
1.0227,0.064864002,-99.269196,-99.307892,-323.47769,-230.48595,102.75152,102.75158,-230.51218,0.15832561,0.41752741,317.67059,268.59424,-324.69958,140.31129,139.88387,-324.70306,-99.307892,140.31139,-0.34217444,268.59177
1.0228,0.051776286,-98.557785,-98.596634,-323.52545,-230.88293,102.76556,102.76561,-230.90921,0.15703125,0.41945583,317.86032,275.00943,-320.76123,140.35257,139.19054,-320.7648,-98.596634,140.35266,-0.34257019,275.00693
1.0229,0.038633388,-97.8414,-97.880363,-323.56406,-231.27452,102.77959,102.77965,-231.30081,0.15573671,0.42097133,318.04062,281.16641,-316.52402,140.39378,138.49173,-316.52762,-97.880363,140.39388,-0.3429631,281.16391
1.023,0.025448332,-97.120132,-97.159134,-323.59372,-231.66081,102.79363,102.79369,-231.68707,0.15444204,0.42207241,318.21164,287.05914,-311.99207,140.43492,137.78746,-311.99564,-97.159134,140.43501,-0.34335312,287.05661
1.0231,0.012234137,-96.393875,-96.432968,-323.61453,-232.04192,102.80768,102.80773,-232.06819,0.15314727,0.42275789,318.37354,292.68179,-307.16965,140.476,137.07779,-307.17328,-96.432968,140.47609,-0.34374022,292.67923
1.0232,-0.0009961105,-95.662682,-95.70192,-323.62668,-232.41795,102.82172,102.82178,-232.44426,0.15185243,0.42302701,318.52646,298.02881,-302.06152,140.51701,136.36273,-302.06519,-95.70192,140.51711,-0.34412444,298.02625
1.0233001,-0.014229303,-94.926659,-94.966026,-323.63028,-232.78903,102.83578,102.83584,-232.81538,0.15055755,0.42287955,318.67056,303.09497,-296.67267,140.55794,135.64233,-296.67642,-94.966026,140.55803,-0.34450573,303.09241
1.0233999,-0.027452337,-94.185905,-94.225342,-323.62552,-233.15526,102.84984,102.8499,-233.18159,0.14926268,0.4223156,318.806,307.87531,-291.00842,140.59882,134.91666,-291.01218,-94.225342,140.59889,-0.34488404,307.87268
1.0235,-0.040652122,-93.440445,-93.479897,-323.61255,-233.51674,102.8639,102.86396,-233.54305,0.14796785,0.4213357,318.93292,312.36508,-285.07434,140.6396,134.18575,-285.07806,-93.479897,140.63969,-0.3452594,312.36246
1.0236,-0.053815611,-92.69017,-92.729759,-323.59149,-233.87358,102.87797,102.87802,-233.89993,0.14667308,0.41994071,319.05148,316.55997,-278.87604,140.68031,133.44965,-278.87985,-92.729759,140.6804,-0.34563175,316.55731
1.0237,-0.066929765,-91.935265,-91.974976,-323.56253,-234.22589,102.89204,102.89209,-234.25227,0.14537843,0.41813198,319.16183,320.45587,-272.41977,140.72096,132.7084,-272.42365,-91.974976,140.72105,-0.34600109,320.45319
1.0238,-0.079981588,-91.175797,-91.215599,-323.52582,-234.57378,102.90611,102.90617,-234.60017,0.14408389,0.41591132,319.26413,324.04898,-265.71185,140.76152,131.96208,-265.71576,-91.215599,140.76161,-0.34636742,324.04626
1.0239,-0.092958167,-90.411896,-90.451683,-323.48145,-234.91733,102.92019,102.92024,-234.94368,0.14278951,0.4132809,319.35852,327.33582,-258.75894,140.80202,131.21074,-258.76282,-90.451683,140.80209,-0.34673068,327.33307
1.024,-0.10584667,-89.643417,-89.683296,-323.42966,-235.25664,102.93427,102.93433,-235.28302,0.14149533,0.41024321,319.44519,330.31326,-251.56773,140.84242,130.45444,-251.57164,-89.683296,140.8425,-0.34709087,330.31046
1.0240999,-0.11863431,-88.870499,-88.910492,-323.37051,-235.59184,102.94836,102.94842,-235.61826,0.14020139,0.40680119,319.52423,332.97839,-244.14534,140.88275,129.69322,-244.14931,-88.910492,140.88283,-0.34744799,332.97559
1.0242,-0.13130844,-88.093254,-88.133347,-323.30423,-235.923,102.96245,102.9625,-235.94945,0.13890769,0.40295827,319.59586,335.32874,-236.4991,140.92299,128.92717,-236.50313,-88.133347,140.92308,-0.34780201,335.32587
1.0243,-0.14385651,-87.31179,-87.351906,-323.23093,-236.25023,102.97654,102.9766,-236.27666,0.13761425,0.39871821,319.66016,337.362,-228.63663,140.96317,128.15636,-228.64064,-87.351906,140.96324,-0.34815291,337.35913
1.0244,-0.15626611,-86.526131,-86.566254,-323.15076,-236.57362,102.99064,102.9907,-236.60002,0.13632114,0.39408517,319.71735,339.07635,-220.56558,141.00323,127.38082,-220.56956,-86.566254,141.00333,-0.34850067,339.07346
1.0245,-0.16852491,-85.736229,-85.776459,-323.06384,-236.89326,103.00475,103.0048,-236.91971,0.13502835,0.38906357,319.76752,340.47021,-212.29381,141.04323,126.60066,-212.29787,-85.776459,141.04332,-0.3488453,340.46725
1.0246,-0.1806208,-84.942261,-84.982582,-322.97037,-237.20926,103.01885,103.01891,-237.23572,0.13373592,0.38365841,319.81085,341.54227,-203.82957,141.08315,125.81593,-203.83369,-84.982582,141.08322,-0.34918675,341.53928
1.0247,-0.19254179,-84.144333,-84.184708,-322.87048,-237.52168,103.03296,103.03301,-237.54816,0.13244389,0.37787506,319.8475,342.29166,-195.18124,141.12297,125.02673,-195.18539,-84.184708,141.12305,-0.349525,342.28864
1.0247999,-0.20427611,-83.342583,-83.382904,-322.76431,-237.83063,103.04707,103.04713,-237.85706,0.13115227,0.37171915,319.87759,342.71774,-186.35739,141.1627,124.2331,-186.36147,-83.382904,141.16278,-0.34986004,342.71469
1.0249,-0.21581207,-82.536842,-82.577255,-322.65198,-238.13618,103.0612,103.06125,-238.16263,0.12986109,0.36519662,319.90131,342.82022,-177.36647,141.20236,123.43515,-177.37061,-82.577255,141.20244,-0.35019189,342.81714
1.025,-0.22713827,-81.727341,-81.767838,-322.53366,-238.43843,103.07532,103.07537,-238.4649,0.12857036,0.35831395,319.91873,342.59918,-168.21748,141.24191,122.63295,-168.22166,-81.767838,141.24199,-0.35052052,342.59604
1.0251,-0.23824351,-80.914177,-80.954735,-322.40952,-238.73746,103.08944,103.0895,-238.76393,0.12728012,0.35107791,319.93005,342.05499,-158.91943,141.28139,121.82658,-158.92366,-80.954735,141.28146,-0.35084587,342.05182
1.0252,-0.24911676,-80.097488,-80.138031,-322.27963,-239.03333,103.10357,103.10363,-239.05978,0.12599039,0.34349567,319.93542,341.18835,-149.48155,141.32077,121.01613,-149.48575,-80.138031,141.32085,-0.35116798,341.18515
1.0253,-0.25974727,-79.277267,-79.31781,-322.14417,-239.32613,103.11771,103.11776,-239.35255,0.12470119,0.33557457,319.93494,340.00024,-139.91302,141.36006,120.20168,-139.91719,-79.31781,141.36014,-0.3514868,339.99701
1.0254,-0.27012444,-78.453537,-78.494156,-322.00327,-239.61592,103.13184,103.1319,-239.64238,0.12341254,0.32732239,319.92877,338.49207,-130.22321,141.39926,119.38332,-130.22742,-78.494156,141.39934,-0.35180235,338.48874
1.0255001,-0.28023803,-77.62648,-77.66716,-321.85706,-239.90282,103.14598,103.14604,-239.92929,0.12212447,0.31874731,319.91705,336.66541,-120.42168,141.43835,118.56115,-120.42596,-77.66716,141.43843,-0.35211459,336.66205
1.0256,-0.29007801,-76.796219,-76.836906,-321.70569,-240.18684,103.16013,103.16019,-240.2133,0.120837,0.30985776,319.89993,334.52231,-110.51817,141.47737,117.73524,-110.52244,-76.836906,141.47745,-0.35242352,334.51892
1.0257,-0.29963467,-75.962875,-76.003502,-321.54929,-240.46809,103.17428,103.17434,-240.49451,0.11955013,0.30066249,319.87753,332.06506,-100.52239,141.5163,116.90572,-100.52657,-76.003502,141.51637,-0.35272911,332.06168
1.0258,-0.30889845,-75.126343,-75.167023,-321.38797,-240.74664,103.18843,103.18849,-240.77306,0.11826391,0.29117045,319.84998,329.29626,-90.443954,141.55511,116.07264,-90.448189,-75.167023,141.55519,-0.35303137,329.29282
1.0259,-0.31786016,-74.286835,-74.327576,-321.22189,-241.02252,103.20259,103.20264,-241.04897,0.11697833,0.28139105,319.81741,326.21881,-80.292892,141.59384,115.23613,-80.297173,-74.327576,141.59392,-0.35333028,326.2153
1.026,-0.32651094,-73.444481,-73.485245,-321.05115,-241.29582,103.21675,103.21681,-241.32227,0.11569344,0.27133393,319.77994,322.83597,-70.07917,141.63248,114.39628,-70.083466,-73.485245,141.63255,-0.3536258,322.8324
1.0261,-0.33484223,-72.599434,-72.640144,-320.87589,-241.5666,103.23092,103.23097,-241.59299,0.11440923,0.26100898,319.73773,319.15125,-59.812851,141.67102,113.55319,-59.817089,-72.640144,141.6711,-0.35391799,319.14771
1.0262001,-0.34284571,-71.751663,-71.792366,-320.69623,-241.8349,103.24509,103.24514,-241.86127,0.11312574,0.25042635,319.69089,315.16849,-49.503864,141.70946,112.70695,-49.50808,-71.792366,141.70953,-0.35420674,315.16492
1.0263,-0.35051343,-70.901253,-70.942001,-320.5123,-242.1008,103.25926,103.25932,-242.12717,0.11184298,0.2395964,319.63956,310.89182,-39.16227,141.74782,111.85768,-39.166531,-70.942001,141.74788,-0.35449213,310.88815
1.0264,-0.35783777,-70.048386,-70.089165,-320.32422,-242.36432,103.27344,103.27349,-242.3907,0.11056095,0.22852984,319.5838,306.32562,-28.798262,141.78606,111.00548,-28.802551,-70.089165,141.78613,-0.35477409,306.32193
1.0265,-0.36481151,-69.193199,-69.233948,-320.13208,-242.62553,103.28761,103.28767,-242.65189,0.10927969,0.21723761,319.52383,301.47464,-18.421997,141.82422,110.15044,-18.426258,-69.233948,141.8243,-0.35505265,301.47092
1.0266,-0.37142769,-68.3358,-68.376465,-319.93604,-242.88449,103.3018,103.30186,-242.91078,0.10799921,0.2057308,319.45969,296.34384,-8.0436058,141.86227,109.29269,-8.04778,-68.376465,141.86235,-0.35532779,296.34012
1.0267,-0.37767965,-67.47612,-67.516815,-319.73618,-243.14124,103.31599,103.31605,-243.16753,0.10671951,0.19402067,319.39151,290.93848,2.3269749,141.90022,108.43232,2.3227673,-67.516815,141.9003,-0.35559946,290.93469
1.0268,-0.38356122,-66.61438,-66.655113,-319.53259,-243.3958,103.33018,103.33024,-243.42209,0.10544062,0.18211883,319.31943,285.26407,12.679521,141.9381,107.56945,12.675283,-66.655113,141.93816,-0.35586771,285.26022
1.0269001,-0.38906658,-65.750725,-65.791451,-319.32544,-243.64822,103.34438,103.34444,-243.6745,0.10416256,0.17003699,319.24353,279.32642,23.003929,141.97586,106.70418,22.999697,-65.791451,141.97592,-0.35613251,279.32251
1.027,-0.39419022,-64.885315,-64.925941,-319.11481,-243.89856,103.35857,103.35863,-243.92477,0.10288534,0.15778707,319.16394,273.13156,33.290115,142.01352,105.83662,33.285976,-64.925941,142.0136,-0.35639384,273.12769
1.0271,-0.39892697,-64.018097,-64.058701,-318.90082,-244.14685,103.37278,103.37283,-244.17302,0.10160895,0.14538109,319.08078,266.68582,43.528259,142.05109,104.9669,43.524132,-64.058701,142.05116,-0.35665172,266.68192
1.0272,-0.40327215,-63.149204,-63.189835,-318.68353,-244.39311,103.38699,103.38704,-244.41928,0.10033344,0.13283128,318.99411,259.9957,53.708389,142.08855,104.09512,53.704243,-63.189835,142.08862,-0.35690612,259.99173
1.0273,-0.40722141,-62.27882,-62.31945,-318.46307,-244.63737,103.4012,103.40125,-244.66353,0.099058799,0.12015002,318.90408,253.06799,63.820599,142.12592,103.22138,63.816444,-62.31945,142.12599,-0.35715705,253.06396
1.0274,-0.41077083,-61.407089,-61.447662,-318.23953,-244.87968,103.41541,103.41547,-244.90578,0.097785048,0.10734984,318.81076,245.90973,73.855064,142.16319,102.34582,73.850967,-61.447662,142.16327,-0.35740447,245.90569
1.0275,-0.41391683,-60.534103,-60.574577,-318.013,-245.12006,103.42963,103.42969,-245.14609,0.096512198,0.094443321,318.71426,238.52811,83.802124,142.20036,101.46854,83.798111,-60.574577,142.20044,-0.35764843,238.52409
1.0276,-0.41665614,-59.659828,-59.700314,-317.7836,-245.35851,103.44386,103.44391,-245.38452,0.095240258,0.081443161,318.61465,230.93059,93.652313,142.23744,100.58965,93.648285,-59.700314,142.2375,-0.35788888,230.9265
1.0276999,-0.41898611,-58.784492,-58.824978,-317.55139,-245.59508,103.45808,103.45814,-245.62108,0.093969241,0.068362199,318.51208,223.12482,103.39604,142.27441,99.709274,103.39201,-58.824978,142.27449,-0.35812581,223.12067
1.0278,-0.42090437,-57.908241,-57.948689,-317.31647,-245.82979,103.47231,103.47237,-245.85573,0.092699163,0.05521334,318.40659,215.11865,113.02391,142.31129,98.827538,113.01991,-57.948689,142.31136,-0.35835928,215.11449
1.0279,-0.42240903,-57.031242,-57.071556,-317.07892,-246.06264,103.48654,103.4866,-246.08849,0.091430031,0.042009562,318.29828,206.92014,122.52664,142.34807,97.944542,122.52274,-57.071556,142.34813,-0.3585892,206.91603
1.028,-0.42349839,-56.1534,-56.193691,-316.83884,-246.29364,103.50078,103.50083,-246.31947,0.090161845,0.028763833,318.18723,198.53749,131.89529,142.38475,97.060417,131.89142,-56.193691,142.38481,-0.35881564,198.53334
1.0281,-0.42417139,-55.274925,-55.315216,-316.59631,-246.52283,103.51501,103.51508,-246.54863,0.088894635,0.015489238,318.07352,189.97911,141.12083,142.42133,96.17527,141.11696,-55.315216,142.4214,-0.35903853,189.97488
1.0282,-0.42442733,-54.395969,-54.436234,-316.35138,-246.75021,103.52926,103.52932,-246.77597,0.087628394,0.0021988754,317.95724,181.25356,150.19443,142.45781,95.289223,150.19055,-54.436234,142.45787,-0.35925794,181.2493
1.0283,-0.42426589,-53.516697,-53.55687,-316.10413,-246.97578,103.54351,103.54356,-247.00146,0.086363144,-0.011094139,317.83847,172.36955,159.10738,142.49419,94.40239,159.10358,-53.55687,142.49426,-0.35947382,172.36531
1.0283999,-0.42368719,-52.637161,-52.677227,-315.85468,-247.19955,103.55776,103.55782,-247.22516,0.085098885,-0.024376703,317.71725,163.33595,167.85127,142.53047,93.5149,167.84755,-52.677227,142.53055,-0.35968617,163.33174
1.0285,-0.42269161,-51.757374,-51.797428,-315.60303,-247.42152,103.57201,103.57207,-247.4471,0.083835624,-0.037635729,317.59372,154.16176,176.41788,142.56667,92.626854,176.41417,-51.797428,142.56673,-0.35989502,154.1575
1.0286,-0.42128021,-50.877548,-50.917583,-315.3493,-247.64171,103.58627,103.58633,-247.66724,0.082573377,-0.050858125,317.4679,144.85611,184.79903,142.60275,91.738388,184.79535,-50.917583,142.60283,-0.36010033,144.85179
1.0287,-0.41945428,-49.997841,-50.037807,-315.09354,-247.86009,103.60053,103.60059,-247.88556,0.08131215,-0.064030834,317.33987,135.42825,192.98679,142.63875,90.849609,192.98315,-50.037807,142.63881,-0.36030215,135.42393
1.0288,-0.41721559,-49.118408,-49.158215,-314.83578,-248.07668,103.6148,103.61486,-248.10204,0.080051951,-0.077140868,317.20969,125.88754,200.9734,142.67464,89.96064,200.96988,-49.158215,142.67471,-0.36050043,125.88331
1.0289,-0.41456619,-48.239132,-48.278915,-314.57614,-248.29147,103.62907,103.62913,-248.31677,0.078792788,-0.090175286,317.07739,116.24343,208.75154,142.71043,89.071587,208.74805,-48.278915,142.71051,-0.36069518,116.23914
1.029,-0.41150868,-47.360268,-47.400024,-314.31464,-248.50446,103.64334,103.6434,-248.52971,0.077534668,-0.10312123,316.94308,106.50546,216.31383,142.74614,88.182587,216.31035,-47.400024,142.7462,-0.36088642,106.50113
1.0290999,-0.40804607,-46.481949,-46.521656,-314.05133,-248.71562,103.65762,103.65768,-248.74081,0.076277591,-0.11596592,316.80682,96.683281,223.65318,142.78174,87.293739,223.64977,-46.521656,142.78181,-0.36107418,96.678917
1.0292,-0.40418169,-45.604343,-45.643925,-313.78632,-248.92496,103.6719,103.67196,-248.95006,0.07502158,-0.12869667,316.66861,86.786568,230.76279,142.81725,86.405167,230.75943,-45.643925,142.81732,-0.36125839,86.782257
1.0293,-0.39991927,-44.727459,-44.766933,-313.51956,-249.13245,103.68618,103.68624,-249.15746,0.073766626,-0.1413009,316.52853,76.825081,237.63608,142.85266,85.516983,237.6328,-44.766933,142.85272,-0.36143908,76.820801
1.0294,-0.3952629,-43.851357,-43.8908,-313.25119,-249.33809,103.70047,103.70052,-249.36304,0.072512746,-0.15376619,316.38663,66.808632,244.26675,142.88797,84.629311,244.26352,-43.8908,142.88805,-0.36161628,66.804306
1.0295,-0.39021716,-42.976231,-43.015636,-312.9812,-249.54185,103.71476,103.71481,-249.56674,0.071259946,-0.16608021,316.24298,56.747066,250.64868,142.92319,83.742256,250.64549,-43.015636,142.92326,-0.36179,56.74271
1.0296,-0.38478702,-42.102238,-42.141548,-312.70966,-249.74373,103.72906,103.72911,-249.76854,0.070008226,-0.17823079,316.09756,46.650261,256.77603,142.95831,82.855942,256.77289,-42.141548,142.95839,-0.3619602,46.645927
1.0297,-0.37897781,-41.2295,-41.268646,-312.43658,-249.9437,103.74335,103.74341,-249.96838,0.068757601,-0.19020598,315.95047,36.528114,262.64319,142.99335,81.970474,262.64014,-41.268646,142.99342,-0.36212689,36.523872
1.0298001,-0.37279502,-40.357933,-40.397038,-312.16202,-250.14172,103.75765,103.75771,-250.16635,0.067508064,-0.20199387,315.80173,26.390533,268.24493,143.02829,81.085968,268.24194,-40.397038,143.02835,-0.36229011,26.386257
1.0299,-0.36624476,-39.487766,-39.526833,-311.88602,-250.3378,103.77196,103.77201,-250.36235,0.06625963,-0.21358286,315.65134,16.247425,273.5762,143.06313,80.20253,273.57324,-39.526833,143.06319,-0.36244985,16.243118
1.03,-0.35933354,-38.619137,-38.658134,-311.60861,-250.53191,103.78626,103.78632,-250.55637,0.065012306,-0.22496149,315.49939,6.1086888,278.6322,143.09787,79.320282,278.62933,-38.658134,143.09795,-0.36260611,6.1043811
1.0301,-0.35206807,-37.752209,-37.791046,-311.3298,-250.72398,103.80058,103.80064,-250.74834,0.0637661,-0.23611853,315.34589,-4.0157995,283.40851,143.13252,78.439323,283.4057,-37.791046,143.1326,-0.36275887,-4.0200243
1.0302,-0.34445539,-36.88694,-36.925682,-311.04962,-250.91405,103.8149,103.81495,-250.93829,0.062521003,-0.24704291,315.19083,-14.116191,287.90088,143.16708,77.559769,287.89813,-36.925682,143.16716,-0.36290818,-14.120389
1.0303,-0.33650297,-36.023434,-36.062134,-310.76813,-251.10204,103.82921,103.82927,-251.12621,0.061277036,-0.25772384,315.03427,-24.182678,292.10547,143.20155,76.681725,292.10278,-36.062134,143.20163,-0.36305404,-24.186901
1.0304,-0.32821864,-35.161873,-35.200512,-310.48532,-251.28792,103.84353,103.84359,-251.31201,0.060034193,-0.26815075,314.87625,-34.205502,296.01865,143.23593,75.805298,296.01602,-35.200512,143.23599,-0.36319646,-34.209732
1.0305001,-0.31961054,-34.302391,-34.340916,-310.2012,-251.47168,103.85786,103.85791,-251.49565,0.058792487,-0.27831337,314.71677,-44.174961,299.63705,143.2702,74.930595,299.63452,-34.340916,143.27028,-0.36333543,-44.17915
1.0306,-0.31068709,-33.445084,-33.48344,-309.91583,-251.65327,103.87218,103.87225,-251.67711,0.05755192,-0.28820163,314.55585,-54.081432,302.95773,143.3044,74.057716,302.95526,-33.48344,143.30447,-0.36347094,-54.085526
1.0307,-0.30145696,-32.589882,-32.628189,-309.62921,-251.83266,103.88652,103.88657,-251.85641,0.056312501,-0.2978057,314.39349,-63.915356,305.97797,143.3385,73.186768,305.97556,-32.628189,143.33858,-0.36360306,-63.91946
1.0308,-0.29192924,-31.737005,-31.775261,-309.34134,-252.00981,103.90086,103.90091,-252.03349,0.05507423,-0.30711609,314.22974,-73.667267,308.69531,143.37251,72.317856,308.69296,-31.775261,143.37259,-0.36373174,-73.671387
1.0309,-0.28211334,-30.88658,-30.924747,-309.05222,-252.18469,103.91519,103.91525,-252.20827,0.053837109,-0.31612363,314.06458,-83.327812,311.10767,143.40643,71.451073,311.10538,-30.924747,143.40651,-0.363857,-83.331902
1.031,-0.27201888,-30.038757,-30.076742,-308.7619,-252.35727,103.92953,103.92959,-252.38069,0.052601151,-0.32481936,313.89801,-92.887718,313.21323,143.44026,70.586517,313.21103,-30.076742,143.44034,-0.36397889,-92.891701
1.0311,-0.26165569,-29.193439,-29.231342,-308.47034,-252.52748,103.94388,103.94394,-252.5508,0.051366359,-0.33319464,313.73007,-102.33784,315.0105,143.474,69.724289,315.00836,-29.231342,143.47408,-0.36409739,-102.3418
1.0312001,-0.25103396,-28.350786,-28.388638,-308.17758,-252.6953,103.95823,103.95829,-252.71852,0.050132733,-0.34124121,313.56076,-111.66918,316.49829,143.50764,68.864479,316.49625,-28.388638,143.50772,-0.36421251,-111.67314
1.0312999,-0.24016416,-27.510937,-27.548716,-307.88364,-252.86069,103.97258,103.97264,-252.8838,0.048900284,-0.34895107,313.39008,-120.87283,317.67575,143.54121,68.007195,317.67377,-27.548716,143.54128,-0.36432424,-120.87678
1.0314,-0.22905698,-26.674025,-26.711666,-307.58847,-253.02359,103.98694,103.98699,-253.04659,0.047669012,-0.3563166,313.21799,-129.94006,318.54227,143.57468,67.152519,318.54037,-26.711666,143.57475,-0.36443266,-129.94394
1.0315,-0.21772331,-25.840094,-25.877577,-307.29208,-253.18396,104.0013,104.00135,-253.20682,0.046438925,-0.36333048,313.04456,-138.86227,319.09766,143.60806,66.300545,319.09579,-25.877577,143.60814,-0.36453772,-138.86606
1.0316,-0.20617424,-25.009104,-25.046532,-306.99451,-253.34178,104.01566,104.01572,-253.36452,0.045210022,-0.36998573,312.86972,-147.63103,319.34186,143.64136,65.451355,319.34009,-25.046532,143.64143,-0.36463943,-147.63481
1.0317,-0.19442116,-24.181248,-24.218615,-306.69571,-253.49698,104.03003,104.03008,-253.51961,0.043982316,-0.37627572,312.69351,-156.23808,319.2753,143.67458,64.605049,319.27362,-24.218615,143.67465,-0.36473784,-156.24185
1.0318,-0.18247563,-23.356642,-23.393906,-306.39569,-253.64951,104.0444,104.04445,-253.67203,0.042755809,-0.38219425,312.51593,-164.67534,318.89868,143.70769,63.761703,318.89706,-23.393906,143.70776,-0.36483294,-164.67905
1.0319,-0.17034942,-22.535421,-22.572485,-306.09445,-253.79933,104.05877,104.05882,-253.8217,0.041530505,-0.38773549,312.33691,-172.93488,318.21292,143.74072,62.921402,318.21133,-22.572485,143.7408,-0.36492473,-172.93848
1.0319999,-0.15805435,-21.71743,-21.754429,-305.79199,-253.94641,104.07314,104.0732,-253.96866,0.040306408,-0.39289376,312.15652,-181.00899,317.21927,143.77368,62.084232,317.21777,-21.754429,143.77376,-0.36501327,-181.01256
1.0321,-0.14560257,-20.902876,-20.939817,-305.48825,-254.09068,104.08752,104.08758,-254.11282,0.039083526,-0.39766401,311.97467,-188.89015,315.91934,143.80655,61.250271,315.91794,-20.939817,143.80663,-0.36509854,-188.89371
1.0322,-0.13300633,-20.091862,-20.128721,-305.18326,-254.2321,104.10191,104.10196,-254.25412,0.037861858,-0.40204149,311.79141,-196.57108,314.31503,143.83932,60.419598,314.31369,-20.128721,143.8394,-0.36518052,-196.57458
1.0323,-0.12027807,-19.284504,-19.321213,-304.87701,-254.37064,104.11629,104.11635,-254.3925,0.036641415,-0.40602186,311.60669,-204.04465,312.40851,143.87201,59.592289,312.40723,-19.321213,143.87209,-0.36525929,-204.04808
1.0324,-0.10743023,-18.480799,-18.517363,-304.56946,-254.50621,104.13068,104.13074,-254.52792,0.035422202,-0.40960112,311.42047,-211.30397,310.20224,143.90462,58.768414,310.20102,-18.517363,143.90469,-0.36533484,-211.30733
1.0325,-0.09447547,-17.680733,-17.717239,-304.26059,-254.63878,104.14507,104.14513,-254.66039,0.034204222,-0.41277561,311.23279,-218.34242,307.69894,143.93715,57.948051,307.69781,-17.717239,143.93723,-0.3654072,-218.34573
1.0326,-0.081426546,-16.88447,-16.92091,-303.95041,-254.76831,104.15947,104.15952,-254.78979,0.032987479,-0.41554219,311.04361,-225.15355,304.90173,143.96959,57.131268,304.9007,-16.92091,143.96967,-0.36547634,-225.15683
1.0326999,-0.068296321,-16.092112,-16.128437,-303.63885,-254.89474,104.17387,104.17392,-254.91609,0.03177198,-0.41789815,310.85287,-231.73119,301.81393,144.00194,56.31813,301.81296,-16.128437,144.00201,-0.36554229,-231.73441
1.0328,-0.055097725,-15.303752,-15.339884,-303.32596,-255.01804,104.18826,104.18832,-255.03922,0.030557733,-0.41984108,310.66058,-238.0694,298.43924,144.03421,55.508709,298.43826,-15.339884,144.03429,-0.36560512,-238.07251
1.0329,-0.041843697,-14.519238,-14.555309,-303.01166,-255.13812,104.20267,104.20273,-255.15918,0.029344739,-0.42136887,310.46674,-244.16246,294.78137,144.06641,54.703068,294.78049,-14.555309,144.06648,-0.36566478,-244.16553
1.033,-0.028547317,-13.738761,-13.774772,-302.69592,-255.25497,104.21708,104.21713,-255.27591,0.028133007,-0.42248008,310.27127,-250.00496,290.8446,144.09851,53.901264,290.84381,-13.774772,144.09859,-0.36572132,-250.00798
1.0331,-0.015221691,-12.962403,-12.998328,-302.37875,-255.36853,104.23149,104.23154,-255.38933,0.026922541,-0.42317355,310.07419,-255.59172,286.63339,144.13054,53.103359,286.63266,-12.998328,144.13062,-0.36577472,-255.59468
1.0332,-0.0018799491,-12.190269,-12.226031,-302.06012,-255.47873,104.2459,104.24596,-255.49937,0.025713349,-0.42344853,309.87543,-260.91782,282.15244,144.16248,52.30941,282.15173,-12.226031,144.16255,-0.36582503,-260.92068
1.0333,0.011464786,-11.422296,-11.457932,-301.73999,-255.58554,104.26032,104.26038,-255.60602,0.024505433,-0.42330471,309.67499,-265.97858,277.40668,144.19434,51.519474,277.40601,-11.457932,144.19441,-0.36587226,-265.98138
1.0334001,0.024799373,-10.658502,-10.694082,-301.41833,-255.6889,104.27474,104.2748,-255.70926,0.023298802,-0.42274204,309.47284,-270.76968,272.40125,144.22612,50.733604,272.4007,-10.694082,144.2262,-0.36591643,-270.77243
1.0335,0.038110659,-9.8990154,-9.9345274,-301.09515,-255.78877,104.28917,104.28922,-255.80901,0.022093462,-0.42176116,309.26895,-275.28699,267.14169,144.25781,49.951847,267.1412,-9.9345274,144.25789,-0.36595756,-275.28967
1.0336,0.051385522,-9.1439219,-9.1793127,-300.77036,-255.8851,104.3036,104.30365,-255.90518,0.020889418,-0.42036292,309.06326,-279.52667,261.63373,144.28943,49.174259,261.63327,-9.1793127,144.28951,-0.36599565,-279.5293
1.0337,0.064610884,-8.3932714,-8.4284821,-300.44394,-255.97784,104.31802,104.31808,-255.99776,0.019686677,-0.4185487,308.85577,-283.48523,255.88327,144.32097,48.400879,255.88283,-8.4284821,144.32104,-0.36603075,-283.48776
1.0338,0.077773713,-7.6469221,-7.6820755,-300.11591,-256.06696,104.33246,104.33252,-256.08673,0.018485246,-0.41632009,308.64642,-287.15939,249.89638,144.35242,47.631752,249.89601,-7.6820755,144.35249,-0.36606282,-287.16187
