"time","clutch.phi_rel","clutch.w_rel","inertia.phi","inertia.w","inertia1.phi","inertia1.w","inertia2.phi","inertia2.w","inertia5.phi","inertia5.w","oneWayClutch.phi_rel","oneWayClutch.w_rel","bearingFriction.mode","bearingFriction.startBackward","bearingFriction.startForward","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward","oneWayClutch.startForward","oneWayClutch.stuck"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
1.591549430949206e-06,-5.3549578954520243e-17,-8.5782027629522019e-11,0,0,5.3549578954519984e-17,8.5782027629522019e-11,5.3549578954520033e-17,8.5782027629522019e-11,2.6774789477259992e-17,4.2891013814761009e-11,0,0,0,0,0,2,0,0,2,0,0,0,1
1.591549430949206e-06,-5.3549578954520243e-17,-8.5782027629522019e-11,0,0,5.3549578954519984e-17,8.5782027629522019e-11,5.3549578954520033e-17,8.5782027629522019e-11,2.6774789477259992e-17,4.2891013814761009e-11,0,0,0,0,0,2,0,0,2,0,0,1,1
2.3710337546921365e-06,-1.6368589054792657e-16,-1.8578202762952202e-10,0,0,1.636858905479262e-16,1.8578202762952202e-10,1.6368589054792622e-16,1.85782027629522e-10,6.0207662375307664e-17,4.2891013814761003e-11,4.3270565797310778e-17,1.0000000000000002e-10,0,0,0,2,0,0,2,0,0,1,1
2.3710337546921365e-06,-1.6368589054792657e-16,-1.8578202762952202e-10,0,0,1.636858905479262e-16,1.8578202762952202e-10,1.6368589054792622e-16,1.85782027629522e-10,6.0207662375307664e-17,4.2891013814761003e-11,4.3270565797310778e-17,1.0000000000000002e-10,0,0,0,2,0,0,2,0,0,0,0
0.00022000000000000001,-1.334363661628367e-10,-1.5205661784167663e-06,0,0,1.3343636616283667e-10,1.5205661784167663e-06,1.3343636616283665e-10,1.5205661784167659e-06,9.3945346600993389e-15,4.2891013814829762e-11,1.334175770935165e-10,1.5204803963891366e-06,0,0,0,2,0,0,2,0,0,0,0
0.00044000000000000002,-9.6791887787942435e-10,-6.0821560152410353e-06,0,0,9.6791887787942415e-10,6.0821560152410353e-06,9.6791887787942394e-10,6.0821560152410327e-06,1.8830557699333123e-14,4.2891013814631316e-11,9.6788121676402563e-10,6.0820702332134062e-06,0,0,0,2,0,0,2,0,0,0,0
0.00066,-3.1354709961408381e-09,-1.3684793512674353e-05,0,0,3.1354709961408385e-09,1.3684793512674353e-05,3.1354709961408369e-09,1.3684793512674349e-05,2.8266580738550032e-14,4.2891013814619742e-11,3.1354144629793607e-09,1.3684707730646724e-05,0,0,0,2,0,0,2,0,0,0,0
0.00088000000000000003,-7.2737306355847248e-09,-2.4328465507361108e-05,0,0,7.2737306355847273e-09,2.4328465507361108e-05,7.2737306355847256e-09,2.4328465507361104e-05,3.7702603777779667e-14,4.2891013814800074e-11,7.2736552303771703e-09,2.4328379725333481e-05,0,0,0,2,0,0,2,0,0,0,0
0.0011000000000000001,-1.4074340801230804e-08,-3.8013152474675176e-05,0,0,1.4074340801230804e-08,3.8013152474675176e-05,1.4074340801230802e-08,3.8013152474675162e-05,4.7138626817076418e-14,4.2891013815211306e-11,1.407424652397717e-08,3.8013066692647549e-05,0,0,0,2,0,0,2,0,0,0,0
