"time","body1.frame_a.r_0[1]","body1.frame_a.r_0[2]","body1.frame_a.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body1.w_a[1]","body1.w_a[2]","body1.w_a[3]","body2.frame_a.r_0[1]","body2.frame_a.r_0[2]","body2.frame_a.r_0[3]","body2.v_0[1]","body2.v_0[2]","body2.v_0[3]","body2.w_a[1]","body2.w_a[2]","body2.w_a[3]","body3.frame_a.r_0[1]","body3.frame_a.r_0[2]","body3.frame_a.r_0[3]","body3.v_0[1]","body3.v_0[2]","body3.v_0[3]","body3.w_a[1]","body3.w_a[2]","body3.w_a[3]","springDamperSeries.s_damper"
0,0.29999999999999999,-0.20000000000000001,0,0,0,0,0,0,0.034906585039887,0.59999999999999998,-0.20000000000000001,0,0,0,0,0,0,0.034906585039887,0.90000000000000002,-0.20000000000000001,0,0,0,0,0,0,0.034906585039887,0
0.00059999999999999995,0.30000000000189952,-0.20000122462775802,-1.1333465166749773e-32,7.5586365906019958e-09,-0.004081677728069861,-6.1613414995469617e-29,1.6571375839281799e-28,-5.041203179822305e-52,0.034906547254324044,0.60000000000189946,-0.20000122462775802,-1.1335798285501336e-32,7.5586365905707366e-09,-0.0040816777280698593,-6.1625238257476378e-29,1.6565465412916207e-28,-9.7350365195754204e-52,0.034906547254324044,0.90000000000188096,-0.20000122726885972,2.5246501461122482e-33,7.4849576037803943e-09,-0.004092187358381922,1.3740031327959e-29,9.3131220213710307e-29,3.8865828687306329e-51,0.034906547622719795,0.00089596980266989142
0.0011999999999999999,0.30000000001522786,-0.20000489601117738,-4.1692948837741905e-32,3.030391041197188e-08,-0.0081584065998448526,-4.6290778124774905e-29,9.0195396885407104e-28,-6.0012426591535992e-52,0.034906433550381248,0.60000000001522769,-0.20000489601117738,5.1671583135383342e-32,3.030391041306667e-08,-0.0081584065998448491,8.7318260916214649e-29,1.5698750380531179e-27,-1.1271376350874347e-51,0.034906433550381255,0.90000000001493385,-0.20000491705441678,1.6359260247268633e-31,2.9717456978374843e-08,-0.0082002823732751119,2.6636455182203942e-28,-5.5066751574596925e-28,-2.3440680034032857e-48,0.034906436482676335,0.0017839579662890137
0.0018,0.30000000005126698,-0.2000110104699675,-2.1339761699820774e-31,6.8338769341789821e-08,-0.012230139800961319,-2.667494867903015e-28,2.4095058839777074e-27,-6.127534492202167e-52,0.034906243412175526,0.60000000005126686,-0.2000110104699675,6.580674826573694e-31,6.833876934415708e-08,-0.012230139800961317,9.80377932582607e-28,8.6439843625712435e-27,-1.3431169284340894e-51,0.034906243412175526,0.90000000004986724,-0.20001108094804348,1.293997579998657e-30,6.6376307321208195e-08,-0.012324000576002032,1.8469011793637986e-27,-5.1058152593828005e-27,-2.269291368866363e-47,0.034906253224659629,0.0026640793286328963
0.0023999999999999998,0.30000000011575645,-0.20001956612431968,-6.7304273654386146e-31,1.2171602459036686e-07,-0.016296853798424986,-8.0171445800120064e-28,4.1763615862781486e-27,-5.7418349332132546e-52,0.034905976574687136,0.60000000011575627,-0.20001956612431968,1.8113531340777242e-30,1.2171602459465242e-07,-0.016296853798424982,2.2196902614709457e-27,1.9281157588738117e-26,-1.5370783344187036e-51,0.034905976574687129,0.90000000011194936,-0.20001972467411644,2.2580212477117119e-30,1.1730537244013788e-07,-0.016463199580175319,2.4072319004292235e-27,-1.256578456574387e-26,-4.5535923590508189e-47,0.034905998628515358,0.0035363911814678428
0.0029999999999999996,0.30000000021680723,-0.20003056031838501,-1.6194766159055278e-30,1.9051025610032971e-07,-0.020358515305863724,-1.7815634305661303e-27,5.5561260701187953e-27,-5.0997735728579248e-52,0.034905632663695743,0.60000000021680711,-0.20003056031838501,3.5470154864847708e-30,1.9051025610766078e-07,-0.02035851530586372,3.3192397157549751e-27,3.1057890939597175e-26,-1.663908299702871e-51,0.034905632663695736,0.90000000020864424,-0.20003085634059317,1.6405029394142378e-30,1.822832014542714e-07,-0.020617677916835955,-1.01715251744161e-27,-2.1830142397042287e-26,-5.1868315354894128e-47,0.034905673800349604,0.004400974610244383
0.0035999999999999999,0.30000000037765945,-0.20004398540505899,-4.274511587819199e-29,2.7493577342446453e-07,-0.024415031011652568,-3.1148120788080003e-26,8.2276435192583313e-26,5.0736123656369915e-46,0.034905210601017075,0.60000000037765922,-0.20004398540505899,-5.4312968965998476e-29,2.7493577343459611e-07,-0.024415031011652561,-3.8679482094484581e-26,4.4627234228404699e-26,-1.7612515037840169e-51,0.034905210601017062,0.90000000036006611,-0.20004449794254717,9.4697302702093971e-30,2.6071256126619814e-07,-0.02478687543228756,2.6907445420736533e-27,1.589655863228178e-26,2.861354276815729e-46,0.034905281721017235,0.0052580536892323192
0.0041999999999999997,0.30000000060472609,-0.20005983927544965,-1.3362640862389009e-28,3.7505169322889595e-07,-0.02846637509400033,-9.5641842850552628e-26,2.5250440722566025e-25,1.644237743452787e-45,0.034904710089336856,0.60000000060472591,-0.20005983927544965,-1.8625356495912364e-28,3.7505169324130149e-07,-0.028466375094000324,-1.3416822437494191e-25,5.9902077087581698e-26,-1.8336229473937669e-51,0.034904710089336835,0.9000000005718104,-0.20006065559299277,2.8017449773903147e-29,3.5242733437617935e-07,-0.028970636950910077,1.5908582147019661e-26,1.1247332312547357e-25,1.0493190983980864e-45,0.034904823219711389,0.0061076905419546286
0.0047999999999999996,0.30000000089293938,-0.20007812359608801,-2.6669566163803627e-28,4.9081129915402716e-07,-0.032512567958321616,-1.8993615080468649e-25,5.0188365697937709e-25,3.3140987512485439e-45,0.034904131363604742,0.60000000089293926,-0.20007812359608801,-3.8082817264715441e-28,4.9081129916840247e-07,-0.032512567958321609,-2.7493501029137333e-25,7.6951257621899681e-26,-1.8774546959447092e-51,0.034904131363604721,0.90000000083945519,-0.20007932446118101,5.5488436263703496e-29,4.5755879349226589e-07,-0.033169085098699556,3.6757438779947453e-26,2.5852869020993271e-25,2.1737966905818951e-45,0.034904297641170402,0.0069498360759128828
0.0053999999999999994,0.30000000125181858,-0.2000988352225837,-4.2426834133006067e-28,6.2230374891200736e-07,-0.036553572141969165,-2.8414735312142691e-25,8.0227987646008202e-25,5.6013058149009815e-45,0.034903473974218696,0.6000000012518184,-0.2000988352225837,-6.2558225094910461e-28,6.2230374892825451e-07,-0.036553572141969158,-4.2590429424393794e-25,9.3590037309815255e-26,-1.9007323711587365e-51,0.034903473974218682,0.90000000117080059,-0.20010051311168403,9.4645812805628626e-29,5.7588301613425448e-07,-0.037381996636821929,6.2792154369617945e-26,4.3581273958290818e-25,3.663728116010833e-45,0.034903706102261754,0.0077845790929843284
