"time","core.B","core.Hstat","core.MagRel","winding.i"
0,0,0,0,0
1.5212082319407907e-18,5.8202263610111913e-22,1.9999996780371037e-19,0,1.3338219879479587e-16
1.5212082319407907e-18,5.8202263610111913e-22,1.9999996780371037e-19,0,1.3338219879479587e-16
1.9999999999999999e-06,3.1181712031184087e-06,0.0010714657177819345,0,0.0014238954980849668
3.9999999999999998e-06,1.2390985403256965e-05,0.0042573618829428363,0,0.0028788173445437105
6.0000000000000002e-06,2.7871875842053862e-05,0.0095745565122724134,0,0.0043547917813083013
7.9999999999999996e-06,4.9559905496621285e-05,0.017021203082058341,0,0.0058517932434466622
9.9999999999999991e-06,7.7454287496065536e-05,0.026595045933455196,0,0.0073697909776149996
1.2e-05,0.00011155393903222883,0.038293106682587445,0,0.0089087442556673932
1.4e-05,0.00015185806762712387,0.052112782832653075,0,0.01046862270914776
1.5999999999999999e-05,0.00019836469358905717,0.068048011497298388,0,0.012049351056001424
1.8e-05,0.00025107344269030221,0.086096878079052461,0,0.013650908652466355
1.9999999999999998e-05,0.00030998183689422739,0.10625037397601571,0,0.015273189420500887
2.1999999999999999e-05,0.0003750902832208687,0.12850955334632758,0,0.016916205899589237
2.4000000000000001e-05,0.00044639615890768985,0.15286337849945442,0,0.018579828565821986
2.5999999999999998e-05,0.00052389868073888656,0.17930815897563399,0,0.020264016614982245
2.8e-05,0.000607595704079659,0.20783316323793757,0,0.021968654940397764
2.9999999999999997e-05,0.00069748586874571411,0.23843218215820572,0,0.02369367320610696
3.1999999999999999e-05,0.00079356740304665932,0.27109467218920635,0,0.025438958281266858
3.4e-05,0.00089583870949517998,0.3058128940227508,0,0.027204424691001428
3.6000000000000001e-05,0.001004298053444364,0.34257573688564569,0,0.028989953630494242
3.7999999999999995e-05,0.0011189437590079997,0.38137380079087818,0,0.030795443219554568
3.9999999999999996e-05,0.0012397740750102507,0.42219590288160208,0,0.03262077395097817
4.1999999999999998e-05,0.0013667872441809163,0.46503068205372888,0,0.034465824554158482
4.3999999999999999e-05,0.001499981495529872,0.50986682853662957,0,0.036330474268315045
4.6e-05,0.0016393549612788946,0.55669120637502767,0,0.038214584280225394
4.8000000000000001e-05,0.0017849058620982765,0.60549231546620663,0,0.040118031946603551
