"time","ramp.y","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","sensor.port_b.m_flow","sensor.port_b.p","sensor.port_b.h_outflow","fitting1.port_b.m_flow","fitting1.port_b.p","fitting1.port_b.h_outflow","fitting2.port_b.m_flow","fitting2.port_b.p","fitting2.port_b.h_outflow"
0,100000,0.056516532633457447,100000,303633.93426062423,0.056516532633457447,100000,303633.93426062423,0.056516532633457447,300000,303633.93426062423,0.056516532633457447,300000,303633.93426062423
0.000202,100080.8,0.056505115140582214,100080.79999999999,303633.93426062423,0.056505115140582214,100080.8,303633.93426062423,0.056505115140582214,300000,303633.93426062423,0.056505115140582214,300000,303633.93426062423
0.00040400000000000001,100161.60000000001,0.05649369534020806,100161.60000000001,303633.93426062423,0.05649369534020806,100161.60000000001,303633.93426062423,0.05649369534020806,300000,303633.93426062423,0.05649369534020806,300000,303633.93426062423
0.00060599999999999998,100242.39999999999,0.056482273230935381,100242.39999999997,303633.93426062423,0.056482273230935381,100242.39999999999,303633.93426062423,0.056482273230935381,300000,303633.93426062423,0.056482273230935381,300000,303633.93426062423
0.00080800000000000002,100323.2,0.05647084881136312,100323.20000000001,303633.93426062423,0.05647084881136312,100323.2,303633.93426062423,0.05647084881136312,300000,303633.93426062423,0.05647084881136312,300000,303633.93426062423
0.00101,100404,0.056459422080088854,100403.99999999994,303633.93426062423,0.056459422080088854,100404,303633.93426062423,0.056459422080088854,300000,303633.93426062423,0.056459422080088854,300000,303633.93426062423
0.001212,100484.8,0.056447993035708695,100484.80000000002,303633.93426062423,0.056447993035708695,100484.8,303633.93426062423,0.056447993035708695,300000,303633.93426062423,0.056447993035708695,300000,303633.93426062423
0.0014140000000000001,100565.60000000001,0.056436561676817369,100565.59999999992,303633.93426062423,0.056436561676817369,100565.60000000001,303633.93426062423,0.056436561676817369,300000,303633.93426062423,0.056436561676817369,300000,303633.93426062423
0.001616,100646.39999999999,0.056425128002008142,100646.40000000002,303633.93426062423,0.056425128002008142,100646.39999999999,303633.93426062423,0.056425128002008142,300000,303633.93426062423,0.056425128002008142,300000,303633.93426062423
0.001818,100727.2,0.056413692009872889,100727.20000000001,303633.93426062423,0.056413692009872889,100727.2,303633.93426062423,0.056413692009872889,300000,303633.93426062423,0.056413692009872889,300000,303633.93426062423
0.0020200000000000001,100808,0.056402253699002043,100807.99999999997,303633.93426062423,0.056402253699002043,100808,303633.93426062423,0.056402253699002043,300000,303633.93426062423,0.056402253699002043,300000,303633.93426062423
0.002222,100888.8,0.056390813067984595,100888.79999999999,303633.93426062423,0.056390813067984595,100888.8,303633.93426062423,0.056390813067984595,300000,303633.93426062423,0.056390813067984595,300000,303633.93426062423
0.0024239999999999999,100969.60000000001,0.056379370115408126,100969.60000000001,303633.93426062423,0.056379370115408126,100969.60000000001,303633.93426062423,0.056379370115408126,300000,303633.93426062423,0.056379370115408126,300000,303633.93426062423
0.0026259999999999999,101050.39999999999,0.056367924839858773,101050.40000000002,303633.93426062423,0.056367924839858773,101050.39999999999,303633.93426062423,0.056367924839858773,300000,303633.93426062423,0.056367924839858773,300000,303633.93426062423
0.0028280000000000002,101131.2,0.056356477239921238,101131.20000000001,303633.93426062423,0.056356477239921238,101131.2,303633.93426062423,0.056356477239921238,300000,303633.93426062423,0.056356477239921238,300000,303633.93426062423
0.0030300000000000001,101212,0.056345027314178786,101212,303633.93426062423,0.056345027314178786,101212,303633.93426062423,0.056345027314178786,300000,303633.93426062423,0.056345027314178786,300000,303633.93426062423
0.0032320000000000001,101292.8,0.05633357506121324,101292.80000000002,303633.93426062423,0.05633357506121324,101292.8,303633.93426062423,0.05633357506121324,300000,303633.93426062423,0.05633357506121324,300000,303633.93426062423
0.003434,101373.60000000001,0.056322120479604991,101373.59999999998,303633.93426062423,0.056322120479604991,101373.60000000001,303633.93426062423,0.056322120479604991,300000,303633.93426062423,0.056322120479604991,300000,303633.93426062423
0.0036359999999999999,101454.39999999999,0.056310663567932955,101454.39999999999,303633.93426062423,0.056310663567932955,101454.39999999999,303633.93426062423,0.056310663567932955,300000,303633.93426062423,0.056310663567932955,300000,303633.93426062423
