"Time","multiSensorA.i","multiSensorA.v","multiSensorA.power","multiSensorM.i[1]","multiSensorM.i[2]","multiSensorM.i[3]","multiSensorM.v[1]","multiSensorM.v[2]","multiSensorM.v[3]","multiSensorM.power[1]","multiSensorM.power[2]","multiSensorM.power[3]","multiSensorM.powerTotal","multiSensorQS.i.re","multiSensorQS.i.im","multiSensorQS.v.re","multiSensorQS.v.im","multiSensorQS.apparentPower.re","multiSensorQS.apparentPower.im","multiSensorQM.i[1].re","multiSensorQM.i[1].im","multiSensorQM.i[2].re","multiSensorQM.i[2].im","multiSensorQM.i[3].re","multiSensorQM.i[3].im","multiSensorQM.v[1].re","multiSensorQM.v[1].im","multiSensorQM.v[2].re","multiSensorQM.v[2].im","multiSensorQM.v[3].re","multiSensorQM.v[3].im","multiSensorQM.apparentPower[1].re","multiSensorQM.apparentPower[1].im","multiSensorQM.apparentPower[2].re","multiSensorQM.apparentPower[2].im","multiSensorQM.apparentPower[3].re","multiSensorQM.apparentPower[3].im","multiSensorQM.apparentPowerTotal.re","multiSensorQM.apparentPowerTotal.im","rmsvA.y","rmsiA.y","meanpowerA.y","rmsvM[1].y","rmsvM[2].y","rmsvM[3].y","rmsiM[1].y","rmsiM[2].y","rmsiM[3].y","meanpowerM[1].y","meanpowerM[2].y","meanpowerM[3].y"
0.01052,6.0864172,-23.000368,-139.98984,6.0864172,4.2196751,-10.306092,-23.000368,132.34404,-109.34367,-139.98984,558.44885,1126.9059,1545.365,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01054,6.0336137,-23.876656,-144.06252,6.0336137,4.2762365,-10.30985,-23.876656,132.65465,-108.77799,-144.06252,567.26263,1121.4847,1544.6848,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01056,5.9805927,-24.751999,-148.03162,5.9805927,4.3326364,-10.313229,-24.751999,132.96001,-108.20802,-148.03162,576.06738,1115.974,1544.0098,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01058,5.9273558,-25.626366,-151.89658,5.9273558,4.3888726,-10.316229,-25.626366,133.26013,-107.63377,-151.89658,584.86176,1110.3745,1543.3396,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0106,5.8739052,-26.49972,-155.65683,5.8739052,4.444943,-10.318848,-26.49972,133.55499,-107.05527,-155.65683,593.64429,1104.687,1542.6744,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01062,5.8202424,-27.372028,-159.31183,5.8202424,4.500845,-10.321088,-27.372028,133.84457,-106.47254,-159.31183,602.4137,1098.9125,1542.0143,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01064,5.7663698,-28.243256,-162.86105,5.7663698,4.5565767,-10.322947,-28.243256,134.12888,-105.88562,-162.86105,611.16852,1093.0515,1541.359,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01066,5.7122889,-29.113369,-166.30399,5.7122889,4.6121359,-10.324425,-29.113369,134.40788,-105.29451,-166.30399,619.90741,1087.1052,1540.7087,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01068,5.6580024,-29.982332,-169.64012,5.6580024,4.6675205,-10.325522,-29.982332,134.68158,-104.69925,-169.64012,628.62903,1081.0745,1540.0634,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0107,5.6035123,-30.850113,-172.86899,5.6035123,4.7227273,-10.32624,-30.850113,134.94997,-104.09985,-172.86899,637.33191,1074.96,1539.4229,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01072,5.54882,-31.716675,-175.99013,5.54882,4.7777553,-10.326575,-31.716675,135.21301,-103.49634,-175.99013,646.01471,1068.7627,1538.7874,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01074,5.493928,-32.581985,-179.00308,5.493928,4.8326011,-10.32653,-32.581985,135.47073,-102.88875,-179.00308,654.67603,1062.4836,1538.1566,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01076,5.438838,-33.446011,-181.90742,5.438838,4.8872638,-10.326102,-33.446011,135.7231,-102.27709,-181.90742,663.31458,1056.1237,1537.5309,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01078,5.3835526,-34.308712,-184.70276,5.3835526,4.94174,-10.325293,-34.308712,135.97011,-101.6614,-184.70276,671.92896,1049.6837,1536.9099,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0108,5.3280735,-35.170063,-187.38867,5.3280735,4.9960284,-10.324101,-35.170063,136.21176,-101.04169,-187.38867,680.51776,1043.1648,1536.2938,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01082,5.2724028,-36.030022,-189.96478,5.2724028,5.0501261,-10.322529,-36.030022,136.44803,-100.418,-189.96478,689.07971,1036.5677,1535.6826,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01084,5.2165427,-36.888561,-192.43074,5.2165427,5.1040316,-10.320574,-36.888561,136.67889,-99.790344,-192.43074,697.6134,1029.8936,1535.0763,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01086,5.1604948,-37.74564,-194.78619,5.1604948,5.157742,-10.318237,-37.74564,136.90439,-99.158745,-194.78619,706.11749,1023.1434,1534.4747,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01088,5.1042619,-38.601234,-197.03081,5.1042619,5.2112556,-10.315517,-38.601234,137.12447,-98.523232,-197.03081,714.59064,1016.3181,1533.8779,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0109,5.0478458,-39.455299,-199.16428,5.0478458,5.2645702,-10.312416,-39.455299,137.33913,-97.883827,-199.16428,723.03149,1009.4188,1533.286,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01092,4.9912486,-40.307812,-201.18631,4.9912486,5.3176837,-10.308932,-40.307812,137.54837,-97.240562,-201.18631,731.43872,1002.4464,1532.6989,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01094,4.9344726,-41.15873,-203.09662,4.9344726,5.370594,-10.305066,-41.15873,137.75218,-96.593452,-203.09662,739.81104,995.40198,1532.1163,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01096,4.8775191,-42.008022,-204.89494,4.8775191,5.4232988,-10.300818,-42.008022,137.95056,-95.942535,-204.89494,748.14709,988.28656,1531.5387,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01098,4.8203917,-42.855659,-206.58105,4.8203917,5.4757957,-10.296187,-42.855659,138.14348,-95.287827,-206.58105,756.44556,981.10132,1530.9658,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.011,4.7630911,-43.701603,-208.15471,4.7630911,5.5280833,-10.291175,-43.701603,138.33096,-94.629356,-208.15471,764.70508,973.84723,1530.3976,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01102,4.7056203,-44.545822,-209.61572,4.7056203,5.5801592,-10.28578,-44.545822,138.51297,-93.967155,-209.61572,772.92444,966.52539,1529.8341,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01104,4.6479812,-45.388279,-210.96388,4.6479812,5.632021,-10.280003,-45.388279,138.68951,-93.301239,-210.96388,781.10229,959.13696,1529.2754,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01106,4.5901761,-46.228947,-212.19902,4.5901761,5.6836667,-10.273843,-46.228947,138.8606,-92.631638,-212.19902,789.2373,951.68292,1528.7212,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01108,4.532207,-47.067791,-213.32098,4.532207,5.7350945,-10.267302,-47.067791,139.02618,-91.958389,-213.32098,797.32825,944.16449,1528.1718,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0111,4.4740763,-47.904778,-214.32964,4.4740763,5.7863021,-10.260379,-47.904778,139.18628,-91.281502,-214.32964,805.37384,936.58276,1527.627,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01112,4.4157863,-48.739868,-215.22484,4.4157863,5.8372874,-10.253074,-48.739868,139.34088,-90.601013,-215.22484,813.3728,928.93884,1527.0868,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01114,4.3573384,-49.57304,-216.0065,4.3573384,5.8880486,-10.245387,-49.57304,139.48999,-89.916946,-216.0065,821.32385,921.23395,1526.5513,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01116,4.2987356,-50.404251,-216.67455,4.2987356,5.9385839,-10.237319,-50.404251,139.63359,-89.229332,-216.67455,829.22571,913.46918,1526.0204,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01118,4.2399797,-51.233475,-217.2289,4.2399797,5.9888906,-10.22887,-51.233475,139.77167,-88.538193,-217.2289,837.07721,905.64569,1525.494,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0112,4.1810732,-52.060673,-217.66949,4.1810732,6.0389667,-10.22004,-52.060673,139.90424,-87.843559,-217.66949,844.87701,897.76471,1524.9723,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01122,4.1220183,-52.885818,-217.99631,4.1220183,6.0888109,-10.210829,-52.885818,140.03128,-87.145462,-217.99631,852.62396,889.82739,1524.4551,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01124,4.0628171,-53.708874,-218.20932,4.0628171,6.1384201,-10.201237,-53.708874,140.15279,-86.443916,-218.20932,860.31677,881.8349,1523.9424,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01126,4.0034714,-54.529812,-218.30855,4.0034714,6.1877937,-10.191265,-54.529812,140.26878,-85.738968,-218.30855,867.95422,873.78851,1523.4342,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01128,3.9439843,-55.348595,-218.29399,3.9439843,6.2369285,-10.180913,-55.348595,140.37923,-85.030624,-218.29399,875.53516,865.68939,1522.9305,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0113,3.8843577,-56.165192,-218.1657,3.8843577,6.2858229,-10.17018,-56.165192,140.48413,-84.318932,-218.1657,883.05835,857.53876,1522.4314,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01132,3.8245935,-56.979576,-217.92371,3.8245935,6.3344755,-10.159069,-56.979576,140.58348,-83.603905,-217.92371,890.52258,849.33783,1521.9368,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01134,3.7646945,-57.791706,-217.56812,3.7646945,6.3828835,-10.147578,-57.791706,140.67729,-82.885582,-217.56812,897.9267,841.08789,1521.4465,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01136,3.7046626,-58.601555,-217.09898,3.7046626,6.4310455,-10.135708,-58.601555,140.76553,-82.163986,-217.09898,905.26959,832.79016,1520.9607,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01138,3.6445,-59.409092,-216.51645,3.6445,6.4789591,-10.123459,-59.409092,140.84824,-81.43914,-216.51645,912.54993,824.44586,1520.4794,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0114,3.5842094,-60.214283,-215.8206,3.5842094,6.5266228,-10.110832,-60.214283,140.92537,-80.71109,-215.8206,919.76672,816.05627,1520.0024,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01142,3.5237927,-61.017097,-215.01161,3.5237927,6.5740347,-10.097827,-61.017097,140.99695,-79.979843,-215.01161,926.91876,807.62268,1519.5298,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01144,3.4632525,-61.817505,-214.08963,3.4632525,6.6211925,-10.084445,-61.817505,141.06294,-79.245445,-214.08963,934.00494,799.1463,1519.0616,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01146,3.402591,-62.615471,-213.05482,3.402591,6.6680946,-10.070685,-62.615471,141.12338,-78.507919,-213.05482,941.02405,790.62854,1518.5978,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01148,3.3418102,-63.410961,-211.90739,3.3418102,6.7147388,-10.056549,-63.410961,141.17825,-77.767288,-211.90739,947.9751,782.07056,1518.1382,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0115,3.2809126,-64.203949,-210.64757,3.2809126,6.7611237,-10.042036,-64.203949,141.22754,-77.02359,-210.64757,954.85687,773.47369,1517.683,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01152,3.2199006,-64.994408,-209.27554,3.2199006,6.8072472,-10.027148,-64.994408,141.27126,-76.276855,-209.27554,961.6684,764.83929,1517.2322,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01154,3.1587765,-65.782295,-207.79158,3.1587765,6.8531075,-10.011884,-65.782295,141.3094,-75.5271,-207.79158,968.40851,756.16858,1516.7855,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01156,3.0975425,-66.567589,-206.19594,3.0975425,6.8987026,-9.9962454,-66.567589,141.34196,-74.774368,-206.19594,975.07611,747.46295,1516.3431,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01158,3.0362012,-67.35025,-204.48892,3.0362012,6.9440308,-9.9802322,-67.35025,141.36894,-74.018684,-204.48892,981.67023,738.72363,1515.905,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0116,2.9747546,-68.130257,-202.67079,2.9747546,6.98909,-9.9638443,-68.130257,141.39034,-73.260078,-202.67079,988.18982,729.95209,1515.4711,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01162,2.9132051,-68.90757,-200.7419,2.9132051,7.0338788,-9.9470835,-68.90757,141.40616,-72.498581,-200.7419,994.63379,721.14948,1515.0414,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01164,2.8515551,-69.682167,-198.70255,2.8515551,7.0783954,-9.9299507,-69.682167,141.4164,-71.734222,-198.70255,1001.0012,712.31726,1514.6158,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01166,2.7898068,-70.45401,-196.5531,2.7898068,7.1226377,-9.9124441,-70.45401,141.42105,-70.967033,-196.5531,1007.2908,703.45679,1514.1946,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01168,2.727963,-71.223076,-194.29391,2.727963,7.166604,-9.8945665,-71.223076,141.42012,-70.197037,-194.29391,1013.502,694.56927,1513.7773,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0117,2.6660256,-71.989326,-191.92538,2.6660256,7.2102923,-9.876318,-71.989326,141.4136,-69.424278,-191.92538,1019.6334,685.65625,1513.3643,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01172,2.603997,-72.752739,-189.44791,2.603997,7.2537017,-9.8576984,-72.752739,141.4015,-68.648766,-189.44791,1025.6843,676.71887,1512.9553,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01174,2.5418797,-73.513275,-186.86191,2.5418797,7.2968297,-9.8387098,-73.513275,141.38382,-67.870552,-186.86191,1031.6537,667.75867,1512.5504,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01176,2.479676,-74.270912,-184.1678,2.479676,7.3396745,-9.8193502,-74.270912,141.36057,-67.089661,-184.1678,1037.5405,658.77686,1512.1497,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01178,2.4173884,-75.025612,-181.36604,2.4173884,7.3822351,-9.7996235,-75.025612,141.33173,-66.306114,-181.36604,1043.344,649.77496,1511.7529,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0118,2.3550191,-75.777351,-178.45711,2.3550191,7.4245086,-9.7795277,-75.777351,141.2973,-65.519951,-178.45711,1049.0631,640.75421,1511.3602,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01182,2.2925706,-76.5261,-175.44148,2.2925706,7.4664946,-9.7590647,-76.5261,141.25731,-64.731209,-175.44148,1054.6969,631.71606,1510.9714,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01184,2.2300451,-77.271828,-172.31966,2.2300451,7.5081906,-9.7382355,-77.271828,141.21173,-63.939903,-172.31966,1060.2446,622.66187,1510.5868,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01186,2.1674452,-78.014503,-169.09216,2.1674452,7.5495954,-9.7170401,-78.014503,141.16058,-63.146076,-169.09216,1065.7052,613.59296,1510.2061,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01188,2.104773,-78.754105,-165.75952,2.104773,7.5907068,-9.6954794,-78.754105,141.10387,-62.349754,-165.75952,1071.078,604.5108,1509.8292,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.0119,2.0420313,-79.490593,-162.32227,2.0420313,7.6315231,-9.6735544,-79.490593,141.04156,-61.550972,-162.32227,1076.3619,595.41669,1509.4564,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01192,1.9792221,-80.223946,-158.78101,1.9792221,7.6720438,-9.6512661,-80.223946,140.97371,-60.74976,-158.78101,1081.5564,586.31207,1509.0875,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0.01194,1.916348,-80.954124,-155.13628,1.916348,7.712266,-9.6286135,-80.954124,140.90028,-59.946152,-155.13628,1086.6604,577.1983,1508.7224,5,-5,100,0,500,500,5,-5,-6.8301272,-1.830127,1.830127,6.8301272,100,0,-50,-86.602539,-50,86.602539,500,500,500,500,500,500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
