"Time","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im"
0.84570003,-0.10003091,0.43905699
0.84579998,-0.1137709,0.43569875
0.8459,-0.12739864,0.43191063
0.84600002,-0.14090069,0.42769638
0.84609997,-0.15426372,0.42306015
0.84619999,-0.16747455,0.41800654
0.84630001,-0.18052015,0.4125405
0.84640002,-0.19338764,0.40666744
0.84649998,-0.20606433,0.40039313
0.8466,-0.21853772,0.39372382
0.84670001,-0.23079549,0.38666603
0.84680003,-0.24282554,0.37922674
0.84689999,-0.25461602,0.37141329
0.847,-0.2661553,0.36323342
0.84710002,-0.27743196,0.35469514
0.84719998,-0.28843492,0.34580693
0.84729999,-0.2991533,0.33657753
0.84740001,-0.30957651,0.32701606
0.84750003,-0.31969431,0.31713194
0.84759998,-0.32949668,0.30693492
0.8477,-0.33897397,0.29643509
0.84780002,-0.34811679,0.28564277
0.84789997,-0.35691619,0.27456865
0.84799999,-0.36536342,0.26322359
0.84810001,-0.37345016,0.25161886
0.84820002,-0.38116845,0.23976587
0.84829998,-0.3885107,0.22767632
0.8484,-0.39546961,0.21536213
0.84850001,-0.40203834,0.20283547
0.84859997,-0.4082104,0.19010867
0.84869999,-0.41397971,0.17719431
0.8488,-0.41934058,0.16410513
0.84890002,-0.42428774,0.15085404
0.84899998,-0.42881626,0.13745411
0.84909999,-0.43292168,0.12391856
0.84920001,-0.4366,0.11026074
0.84930003,-0.43984753,0.096494146
0.84939998,-0.44266111,0.08263234
0.8495,-0.44503796,0.068689011
0.84960002,-0.44697571,0.054677911
0.84969997,-0.44847244,0.040612862
0.84979999,-0.44952673,0.026507745
0.84990001,-0.45013747,0.012376471
0.85000002,-0.45030409,-0.0017670117
0.85009998,-0.45002645,-0.015908752
0.8502,-0.44930479,-0.030034795
0.85030001,-0.44813985,-0.044131208
0.85039997,-0.44653273,-0.058184076
0.85049999,-0.44448507,-0.072179541
0.8506,-0.44199884,-0.08610379
0.85070002,-0.43907654,-0.099943087
0.85079998,-0.43572104,-0.11368378
0.85089999,-0.43193564,-0.1273123
0.85100001,-0.42772406,-0.14081523
0.85110003,-0.42309049,-0.1541792
0.85119998,-0.41803947,-0.16739106
0.8513,-0.41257602,-0.18043779
0.85140002,-0.4067055,-0.19330646
0.85149997,-0.40043372,-0.20598443
0.85159999,-0.39376685,-0.21845916
0.85170001,-0.38671148,-0.23071836
0.85180002,-0.37927455,-0.24274991
0.85189998,-0.37146345,-0.25454196
0.852,-0.36328581,-0.26608288
0.85210001,-0.35474977,-0.27736127
0.85219997,-0.3458637,-0.28836602
0.85229999,-0.33663639,-0.29908624
0.8524,-0.32707697,-0.30951136
0.85250002,-0.31719482,-0.31963113
0.85259998,-0.30699974,-0.32943553
0.8527,-0.29650173,-0.3389149
0.85280001,-0.2857112,-0.34805989
0.85290003,-0.27463877,-0.35686147
0.85299999,-0.26329538,-0.36531094
0.8531,-0.25169224,-0.3734
0.85320002,-0.23984073,-0.38112065
0.85329998,-0.2277526,-0.38846526
0.85339999,-0.21543975,-0.3954266
0.85350001,-0.20291436,-0.4019978
0.85360003,-0.19018875,-0.4081724
0.85369998,-0.17727549,-0.41394424
0.8538,-0.16418734,-0.41930771
0.85390002,-0.15093718,-0.42425746
0.85399997,-0.13753812,-0.4287886
0.85409999,-0.12400335,-0.4328967
0.85420001,-0.11034624,-0.43657768
0.85430002,-0.096580245,-0.43982795
0.85439998,-0.082718968,-0.44264424
0.8545,-0.068776079,-0.4450238
0.85460001,-0.054765332,-0.44696426
0.85470003,-0.040700551,-0.44846377
0.85479999,-0.026595615,-0.4495208
0.8549,-0.012464437,-0.45013431
0.85500002,0.0016790369,-0.4503037
0.85509998,0.015820855,-0.45002881
0.85519999,0.029947065,-0.44930989
0.85530001,0.044043723,-0.44814768
0.85540003,0.05809693,-0.44654331
0.85549998,0.072092816,-0.44449836
0.8556,0.086017571,-0.44201484
0.85570002,0.099857457,-0.43909523
0.85579997,0.11359882,-0.43574238
0.85589999,0.12722811,-0.4319596
0.85600001,0.14073186,-0.42775065
0.85610002,0.15409675,-0.42311966
0.85619998,0.16730963,-0.41807121
0.8563,0.18035741,-0.41261026
0.85640001,0.19322725,-0.40674222
0.85650003,0.20590645,-0.40047288
0.85659999,0.21838249,-0.39380839
0.8567,0.23064306,-0.38675538
0.85680002,0.24267608,-0.37932077
0.85689998,0.25446966,-0.37151191
0.85699999,0.26601216,-0.3633365
0.85710001,0.27729222,-0.35480261
0.85720003,0.28829867,-0.34591866
0.85729998,0.29902068,-0.33669341
0.8574,0.30944768,-0.32713598
0.85750002,0.31956935,-0.31725577
0.85759997,0.32937571,-0.30706254
0.85769999,0.33885711,-0.29656634
0.85780001,0.34800419,-0.28577757
0.85790002,0.35680789,-0.27470681
0.85799998,0.36525956,-0.26336503
0.8581,0.37335086,-0.2517634
0.85820001,0.38107377,-0.23991336
0.85829997,0.38842073,-0.22782661
0.85839999,0.39538443,-0.21551509
0.8585,0.40195805,-0.20299092
0.85860002,0.40813506,-0.19026649
0.85869998,0.41390941,-0.17735432
0.85879999,0.41927534,-0.16426717
0.85890001,0.42422763,-0.15101795
0.85900003,0.42876136,-0.13761973
0.85909998,0.43287203,-0.12408572
0.8592,0.43655562,-0.11042929
0.85930002,0.43980849,-0.096663907
0.85939997,0.44262743,-0.082803153
0.85949999,0.44500962,-0.068860695
0.85960001,0.44695279,-0.054850303
0.85970002,0.44845495,-0.040785793
0.85979998,0.44951466,-0.026681039
0.8599,0.45013085,-0.012549964
0.86000001,0.45030293,0.0015934941
0.86009997,0.45003071,0.01573538
0.86019999,0.44931448,0.029861739
0.8603,0.44815493,0.043958634
0.86040002,0.4465532,0.058012158
0.86049998,0.44451088,0.072008446
0.86059999,0.44203001,0.085933685
0.86070001,0.43911299,0.099774137
0.86080003,0.43576273,0.11351614
0.86089998,0.43198255,0.12714615
0.861,0.4277761,0.1406507
0.86110002,0.42314762,0.15401649
0.86119998,0.41810167,0.16723032
0.86129999,0.41264316,0.18027915
0.86140001,0.40677753,0.1931501
0.86150002,0.40051058,0.2058305
0.86159998,0.39384842,0.21830779
0.8617,0.3867977,0.23056971
0.86180001,0.37936535,0.24260412
0.86189997,0.3715587,0.25439918
0.86199999,0.36338544,0.26594323
0.86210001,0.35485366,0.2772249
0.86220002,0.34597176,0.28823301
0.86229998,0.33674851,0.29895675
0.8624,0.32719302,0.30938554
0.86250001,0.31731468,0.31950909
0.86260003,0.30712327,0.32931736
0.86269999,0.29662886,0.33880073
0.8628,0.28584176,0.3479498
0.86290002,0.27477264,0.35675558
0.86299998,0.26343241,0.36520937
0.86309999,0.25183228,0.37330285
0.86320001,0.23998368,0.38102797
0.86330003,0.2278983,0.38837716
0.86339998,0.21558806,0.39534315
0.8635,0.20306511,0.4019191
0.86360002,0.1903418,0.40809849
0.86369997,0.1774307,0.41387522
0.86379999,0.16434453,0.4192436
0.86390001,0.15109622,0.42419833
0.86400002,0.13769884,0.42873454
0.86409998,0.12416559,0.43284771
0.8642,0.11050983,0.43653384
0.86430001,0.096745037,0.43978927
0.86440003,0.082884789,0.44261074
0.86449999,0.06894277,0.44499552
0.8646,0.054932725,0.44694129
0.86470002,0.040868483,0.44844604
0.86479998,0.026763918,0.44950834
0.86489999,0.01263295,0.45012712
0.86500001,-0.0015104846,0.4503018
0.86510003,-0.015652427,0.45003217
0.86519998,-0.029778924,0.44931856
0.8653,-0.043876041,0.44816157
0.86540002,-0.057929866,0.44656244
0.86549997,-0.071926534,0.44452271
0.86559999,-0.085852228,0.44204438
0.86570001,-0.099693224,0.43912989
0.86580002,-0.11343585,0.43578213
0.86589998,-0.12706655,0.43200442
0.866,-0.14057189,0.42780048
0.86610001,-0.15393853,0.42317444
0.86619997,-0.16715328,0.41813087
0.86629999,-0.18020311,0.41267475
0.8664,-0.19307514,0.40681148
0.86650002,-0.20575668,0.40054682
0.86659998,-0.21823519,0.39388695
0.86669999,-0.23049839,0.38683847
0.86680001,-0.24253416,0.3794083
0.86690003,-0.25433064,0.37160379
0.86699998,-0.26587617,0.36343262
0.8671,-0.27715939,0.35490289
0.86720002,-0.28816915,0.34602299
0.86729997,-0.29889455,0.33680168
0.86739999,-0.30932507,0.32724807
0.86750001,-0.31945038,0.31737158
0.86760002,-0.32926053,0.30718192
0.86769998,-0.3387458,0.29668921
0.8678,-0.34789681,0.28590378
0.86790001,-0.35670459,0.27483624
0.86799997,-0.36516044,0.26349756
0.86809999,-0.373256,0.25189888
0.8682,-0.38098326,0.24005166
0.86830002,-0.38833463,0.2279676
0.86839998,-0.39530286,0.21565861
0.86849999,-0.40188104,0.20313685
0.86860001,-0.40806273,0.19041465
0.86870003,-0.41384178,0.17750458
0.86879998,-0.41921252,0.16441938
0.8689,-0.42416963,0.15117197
0.86900002,-0.42870823,0.13777538
0.86909997,-0.43282384,0.12424286
0.86919999,-0.43651241,0.11058778
0.86930001,-0.43977028,0.096823558
0.86940002,-0.44259426,0.082963817
0.86949998,-0.44498155,0.069022223
0.8696,-0.44692978,0.055012528
0.86970001,-0.44843704,0.040948551
0.86979997,-0.44950187,0.026844179
0.86989999,-0.45012319,0.012713319
0.87,-0.45030037,-0.001430084
0.87010002,-0.45003328,-0.015572073
0.87019998,-0.44932216,-0.029698698
0.87029999,-0.44816768,-0.043796018
0.87040001,-0.44657105,-0.057850126
0.87050003,-0.4445338,-0.071847156
0.87059999,-0.44205794,-0.085773297
0.8707,-0.43914592,-0.099614799
0.87080002,-0.43580061,-0.11335802
0.87089998,-0.43202531,-0.12698939
0.87099999,-0.42782375,-0.14049548
0.87110001,-0.4232001,-0.15386292
0.87120003,-0.41815886,-0.16707857
0.87129998,-0.41270503,-0.18012936
0.8714,-0.40684405,-0.19300243
0.87150002,-0.40058163,-0.20568506
0.87159997,-0.39392394,-0.21816476
0.87169999,-0.38687763,-0.23042919
0.87180001,-0.37944958,-0.24246627
0.87190002,-0.37164715,-0.25426412
0.87199998,-0.36347803,-0.26581109
0.8721,-0.35495025,-0.27709579
0.87220001,-0.34607229,-0.2881071
0.87230003,-0.33685288,-0.29883415
0.87239999,-0.32730108,-0.30926633
0.8725,-0.31742635,-0.31939337
0.87260002,-0.30723846,-0.3292053
0.87269998,-0.29674742,-0.3386924
0.87279999,-0.28596357,-0.34784532
0.87290001,-0.27489758,-0.35665503
0.87300003,-0.26356035,-0.36511284
0.87309998,-0.25196311,-0.3732104
0.8732,-0.24011725,-0.38093975
0.87330002,-0.22803447,-0.38829324
0.87339997,-0.2157267,-0.39526358
0.87349999,-0.20320608,-0.40184397
0.87360001,-0.19048497,-0.40802786
0.87370002,-0.17757592,-0.41380915
0.87379998,-0.16449165,-0.41918215
0.8739,-0.15124509,-0.42414156
0.87400001,-0.1378493,-0.42868248
0.87410003,-0.12431751,-0.43280044
0.87419999,-0.11066306,-0.43649137
0.8743,-0.096899413,-0.43975163
0.87440002,-0.08304017,-0.44257799
0.87449998,-0.069098994,-0.44496769
0.87459999,-0.055089638,-0.44691834
0.87470001,-0.041025929,-0.44842806
0.87480003,-0.026921745,-0.44949532
0.87489998,-0.012790998,-0.45011905
0.875,0.0013523665,-0.4502987
0.87510002,0.015494395,-0.45003402
0.87519997,0.029621135,-0.44932532
0.87529999,0.043718647,-0.44817328
0.87540001,0.057773024,-0.44657907
0.87550002,0.071770392,-0.44454423
0.87559998,0.085696951,-0.44207075
0.8757,0.099538952,-0.43916112
0.87580001,0.11328273,-0.43581817
0.87589997,0.12691475,-0.43204519
0.87599999,0.14042154,-0.42784595
0.8761,0.15378977,-0.42322457
0.87620002,0.16700627,-0.41818559
0.87629998,0.18005799,-0.41273403
0.87639999,0.19293204,-0.40687522
0.87650001,0.20561574,-0.40061495
0.87660003,0.21809655,-0.39395943
0.87669998,0.23036219,-0.38691518
0.8768,0.24240053,-0.37948918
0.87690002,0.25419968,-0.37168878
0.87699997,0.26574805,-0.36352161
0.87709999,0.27703419,-0.35499579
0.87720001,0.28804699,-0.3461197
0.87730002,0.29877558,-0.33690208
0.87739998,0.30920938,-0.32735208
0.8775,0.31933811,-0.31747907
0.87760001,0.32915175,-0.30729285
0.87769997,0.3386406,-0.29680339
0.87779999,0.34779534,-0.28602111
0.8779,0.3566069,-0.27495661
0.87800002,0.36506665,-0.26362085
0.87809998,0.37316614,-0.25202495
0.87819999,0.38089749,-0.2401804
0.87830001,0.38825297,-0.22809887
0.87840003,0.39522541,-0.21579228
0.87849998,0.40180787,-0.20327279
0.8786,0.40799388,-0.19055273
0.87870002,0.41377735,-0.17764464
0.87879997,0.41915256,-0.1645613
0.87889999,0.42411417,-0.15131557
0.87900001,0.42865735,-0.13792056
0.87910002,0.43277758,-0.12438947
0.87919998,0.43647078,-0.11073564
0.8793,0.43973333,-0.096972555
0.87940001,0.44256201,-0.083113797
0.87949997,0.44495404,-0.069173031
0.87959999,0.44690701,-0.055164009
0.87970001,0.44841906,-0.041100569
0.87980002,0.44948867,-0.026996573
0.87989998,0.45011476,-0.012865943
0.88,0.45029676,0.0012773778
0.88010001,0.45003444,0.015419439
0.88020003,0.44932809,0.029546285
0.88029999,0.44817841,0.043643974
0.8804,0.44658652,0.0576986
0.88050002,0.44455397,0.071696296
0.88059998,0.44208282,0.085623249
0.88069999,0.43917546,0.09946572
0.88080001,0.4358348,0.11321004
0.88090003,0.43206409,0.12684266
0.88099998,0.42786708,0.14035013
0.8811,0.4232479,0.15371913
0.88120002,0.4182111,0.16693644
0.88129997,0.41276169,0.17998904
0.88139999,0.406905,0.19286405
0.88150001,0.40064684,0.20554876
0.88160002,0.39399338,0.21803066
0.88169998,0.38695115,0.23029743
0.8818,0.37952715,0.24233697
0.88190001,0.37172866,0.2541374
0.88200003,0.36356342,0.26568708
0.88209999,0.35503942,0.27697462
0.8822,0.34616515,0.28798887
0.88230002,0.33694932,0.29871896
0.88239998,0.32740101,0.3091543
0.88249999,0.31752968,0.31928462
0.88260001,0.30734506,0.32909989
0.88270003,0.29685718,0.33859047
0.88279998,0.2860764,0.34774694
0.8829,0.27501336,0.35656032
0.88300002,0.26367897,0.36502185
0.88309997,0.2520844,0.37312326
0.88319999,0.24024111,0.38085651
0.88330001,0.22816078,0.38821396
0.88340002,0.21585535,0.39518839
0.88349998,0.20333692,0.40177286
0.8836,0.19061787,0.40796092
0.88370001,0.17771076,0.41374648
0.88380003,0.1646283,0.41912377
0.88389999,0.15138339,0.42408752
0.884,0.13798913,0.42863286
0.88410002,0.12445871,0.43275526
0.88419998,0.1108055,0.43645066
0.88429999,0.097042955,0.43971545
0.88440001,0.083184667,0.44254634
0.88450003,0.069244295,0.4449406
0.88459998,0.055235613,0.44689584
0.8847,0.04117243,0.44841015
0.88480002,0.027068624,0.44948199
0.88489997,0.012938113,0.45011038
0.88499999,-0.0012051619,0.45029461
0.88510001,-0.015347247,0.45003456
0.88520002,-0.029474188,0.44933048
0.88529998,-0.043572042,0.44818306
0.8854,-0.057626907,0.4465934
0.88550001,-0.071624905,0.44456309
0.88559997,-0.08555223,0.44209418
0.88569999,-0.099395148,0.43918902
0.8858,-0.11313999,0.43585053
0.88590002,-0.12677319,0.432082
0.88599998,-0.1402813,0.42788714
0.88609999,-0.15365101,0.42327011
0.88620001,-0.1668691,0.41823542
0.88630003,-0.17992255,0.41278809
0.88639998,-0.19279847,0.40693346
0.8865,-0.20548417,0.40067729
0.88660002,-0.21796709,0.3940258
0.88669997,-0.23023497,0.38698554
0.88679999,-0.24227567,0.37956345
0.88690001,-0.25407732,0.37176684
0.88700002,-0.26562825,0.36360341
0.88709998,-0.27691713,0.35508123
0.8872,-0.28793275,0.34620869
0.88730001,-0.29866427,0.33699456
0.88739997,-0.3091011,0.32744792
0.88749999,-0.31923297,0.3175782
0.8876,-0.32904983,0.3073951
0.88770002,-0.33854201,0.29690874
0.88779998,-0.34770018,0.28612942
0.88789999,-0.35651526,0.27506775
0.88800001,-0.36497858,0.2637347
0.88810003,-0.37308177,0.25214145
0.88819999,-0.38081685,0.24029937
0.8883,-0.3881762,0.22822022
0.88840002,-0.39515251,0.21591589
0.88849998,-0.40173894,0.20339851
0.88859999,-0.40792897,0.19068044
0.88870001,-0.41371652,0.17777424
0.88880002,-0.41909584,0.16469263
0.88889998,-0.42406166,0.15144852
0.889,-0.42860907,0.13805498
0.88910002,-0.43273354,0.12452523
0.88919997,-0.43643105,0.1108726
0.88929999,-0.43969795,0.097110592
0.88940001,-0.44253102,0.083252758
0.88950002,-0.44492742,0.069312789
0.88959998,-0.44688481,0.05530443
0.8897,-0.4484013,0.041241501
0.88980001,-0.44947532,0.027137883
0.88990003,-0.45010588,0.013007492
0.88999999,-0.45029229,-0.0011357332
0.8901,-0.45003441,-0.015277836
0.89020002,-0.44933251,-0.029404858
0.89029998,-0.44818723,-0.043502867
0.89039999,-0.44659975,-0.057557952
0.89050001,-0.44457161,-0.07155624
0.89060003,-0.44210479,-0.085483924
0.89069998,-0.43920177,-0.099327259
0.8908,-0.4358654,-0.11307259
0.89090002,-0.43209895,-0.12670635
0.89099997,-0.42790619,-0.14021508
0.89109999,-0.42329118,-0.15358546
0.89120001,-0.41825852,-0.16680431
0.89130002,-0.41281319,-0.17985857
0.89139998,-0.40696052,-0.19273534
0.8915,-0.40070632,-0.20542197
0.89160001,-0.39405674,-0.21790589
0.89170003,-0.38701835,-0.23017481
0.89179999,-0.37959808,-0.24221662
0.8919,-0.37180328,-0.25401941
0.89200002,-0.36364162,-0.26557159
0.89209998,-0.35512117,-0.27686173
0.89219999,-0.3462503,-0.28787866
0.89230001,-0.3370378,-0.29861155
0.89240003,-0.32749277,-0.30904981
0.89249998,-0.31762457,-0.31918314
0.8926,-0.30744299,-0.32900152
0.89270002,-0.29695809,-0.33849528
0.89279997,-0.28618014,-0.34765506
0.89289999,-0.27511984,-0.35647178
0.89300001,-0.26378807,-0.3649368
0.89310002,-0.25219604,-0.37304172
0.89319998,-0.24035516,-0.38077855
0.8933,-0.22827715,-0.38813969
0.89340001,-0.21597387,-0.39511785
0.89349997,-0.2034575,-0.40170613
0.89359999,-0.19074039,-0.40789807
0.8937,-0.17783508,-0.41368753
0.89380002,-0.16475429,-0.41906878
0.89389998,-0.15151095,-0.42403656
0.89399999,-0.13811812,-0.42858595
0.89410001,-0.124589,-0.43271244
0.89420003,-0.11093695,-0.43641198
0.89429998,-0.097175457,-0.43968093
0.8944,-0.08331807,-0.44251603
0.89450002,-0.06937848,-0.44491449
0.89459997,-0.055370439,-0.44687396
0.89469999,-0.041307762,-0.44839251
0.89480001,-0.027204333,-0.44946864
0.89490002,-0.013074061,-0.45010129
0.89499998,0.0010691088,-0.45028979
0.8951,0.01521122,-0.45003399
0.89520001,0.029338321,-0.44933417
0.89529997,0.043436471,-0.44819099
0.89539999,0.057491761,-0.44660556
0.8955,0.071490318,-0.44457948
0.89560002,0.085418336,-0.44211474
0.89569998,0.099262074,-0.43921375
0.89579999,0.11300786,-0.43587941
0.89590001,0.12664214,-0.43211499
0.89600003,0.14015147,-0.42792419
0.89609998,0.15352249,-0.42331114
0.8962,0.16674204,-0.41828045
0.89630002,0.17979707,-0.41283703
0.89639997,0.19267468,-0.40698624
0.89649999,0.20536219,-0.40073389
0.89660001,0.21784706,-0.39408615
0.89670002,0.23011698,-0.38704956
0.89679998,0.24215983,-0.37963107
0.8969,0.25396374,-0.371838
0.89700001,0.26551709,-0.36367804
0.89709997,0.27680841,-0.35515925
0.89719999,0.28782663,-0.34628999
0.8973,0.29856086,-0.33707908
0.89740002,0.30900046,-0.32753557
0.89749998,0.31913519,-0.31766888
0.8976,0.32895502,-0.30748874
0.89770001,0.33845028,-0.29700521
0.89780003,0.34761158,-0.28622863
0.89789999,0.3564299,-0.27516961
0.898,0.36489651,-0.2638391
0.89810002,0.3730031,-0.25224826
0.89819998,0.38074163,-0.24040851
0.89829999,0.38810447,-0.22833157
0.89840001,0.39508435,-0.21602933
0.89850003,0.40167445,-0.20351394
0.89859998,0.40786818,-0.19079773
0.8987,0.41365945,-0.17789328
0.89880002,0.41904259,-0.1648133
0.89889997,0.42401227,-0.15157069
0.89899999,0.42856354,-0.13817853
0.89910001,0.43269196,-0.12465004
0.89920002,0.43639344,-0.11099856
0.89929998,0.43966433,-0.09723755
0.8994,0.4425014,-0.083380602
0.89950001,0.44490185,-0.069441386
0.89960003,0.44686332,-0.05543365
0.89969999,0.44838384,-0.041371223
0.8998,0.44946197,-0.027267979
0.89990002,0.45009661,-0.013137829
0.89999998,0.45028713,0.0010052806
0.90009999,0.45003334,0.015147395
0.90020001,0.44933552,0.029274562
0.90030003,0.44819432,0.04337284
0.90039998,0.4466109,0.057428319
0.9005,0.44458678,0.071427137
0.90060002,0.44212401,0.085355468
0.90069997,0.43922499,0.099199578
0.90079999,0.43589258,0.1129458
0.90090001,0.43213007,0.12658058
0.90100002,0.42794117,0.14009047
0.90109998,0.42333004,0.15346211
0.9012,0.41830117,0.16668233
0.90130001,0.41285959,0.17973809
0.90140003,0.40701064,0.19261649
0.90149999,0.40076008,0.20530483
0.9016,0.39411411,0.2177906
0.90170002,0.38707924,0.23006147
0.90179998,0.37966242,0.24210533
0.90189999,0.37187102,0.2539103
0.90200001,0.3637127,0.26546475
0.90210003,0.35519549,0.27675724
0.90219998,0.34632781,0.28777665
0.9023,0.33711839,0.29851213
0.90240002,0.32757634,0.30895305
0.90249997,0.31771109,0.31908911
0.90259999,0.30753234,0.32891032
0.90270001,0.29705015,0.33840701
0.90280002,0.28627485,0.34756976
0.90289998,0.27521709,0.35638958
0.903,0.26388776,0.36485776
0.90310001,0.25229806,0.3729659
0.90319997,0.24045943,0.38070604
0.90329999,0.22838351,0.38807052
0.9034,0.21608226,0.39505211
0.90350002,0.2035678,0.40164387
0.90359998,0.19085249,0.40783936
0.90369999,0.17794886,0.41363239
0.90380001,0.16486965,0.41901731
0.90390003,0.15162775,0.42398876
0.90399998,0.13823625,0.42854187
0.9041,0.12470836,0.43267211
0.90420002,0.11105742,0.43637547
0.90429997,0.097296886,0.43964821
0.90439999,0.083440363,0.44248715
0.90450001,0.069501512,0.44488949
0.90460002,0.055494078,0.44685286
0.90469998,0.041431896,0.44837531
0.9048,0.027328832,0.44945535
0.90490001,0.013198805,0.45009187
0.90499997,-0.00094423996,0.45028433
0.90509999,-0.015086353,0.45003244
0.9052,-0.029213578,0.44933653
0.90530002,-0.043311972,0.44819725
0.90539998,-0.05736763,0.44661573
0.90549999,-0.071366675,0.44459349
0.90560001,-0.085295305,0.44213262
0.90570003,-0.099139765,0.43923545
0.90579998,-0.11288641,0.43590489
0.9059,-0.12652165,0.43214422
0.90600002,-0.14003205,0.42795718
0.90609998,-0.1534043,0.42334783
0.90619999,-0.16662516,0.41832078
0.90630001,-0.1796816,0.41288096
0.90640002,-0.19256075,0.40703371
0.90649998,-0.20524989,0.40078488
0.9066,-0.21773651,0.39414057
0.90670002,-0.23000829,0.38710737
0.90679997,-0.24205311,0.3796922
0.90689999,-0.2538591,0.37190241
0.90700001,-0.26541457,0.3637456
0.90710002,-0.27670819,0.35522991
0.90719998,-0.28772876,0.34636372
0.9073,-0.2984654,0.33715576
0.90740001,-0.30890754,0.32761514
0.90750003,-0.31904489,0.31775123
0.90759999,-0.32886744,0.30757383
0.9077,-0.33836547,0.29709288
0.90780002,-0.34752965,0.28631884
0.90789998,-0.3563509,0.27526227
0.90799999,-0.36482051,0.26393411
0.90810001,-0.37293017,0.2523455
0.90820003,-0.38067183,0.24050792
0.90829998,-0.38803789,0.22843301
0.9084,-0.39502108,0.21613272
0.90850002,-0.40161446,0.20361915
0.90859997,-0.40781158,0.19090469
0.90869999,-0.41360632,0.17800185
0.90880001,-0.41899291,0.16492338
0.90890002,-0.42396608,0.15168217
0.90899998,-0.42852092,0.13829131
0.9091,-0.43265292,0.12476399
0.90920001,-0.43635803,0.11111356
0.90930003,-0.43963256,0.097353503
0.90939999,-0.44247332,0.08349739
0.9095,-0.44487745,0.069558889
0.90960002,-0.44684264,0.055551752
0.90969998,-0.44836688,0.041489806
0.90979999,-0.44944873,0.027386922
0.90990001,-0.45008713,0.013257019
0.91000003,-0.45028138,-0.00088596088
0.91009998,-0.45003134,-0.015028066
0.9102,-0.44933724,-0.029155338
0.91030002,-0.44819978,-0.043253839
0.91039997,-0.44662008,-0.057309657
0.91049999,-0.44459966,-0.071308926
0.91060001,-0.44214058,-0.085237831
0.91070002,-0.43924519,-0.099082626
0.91079998,-0.43591642,-0.11282965
0.9109,-0.43215752,-0.12646534
0.91100001,-0.4279722,-0.13997623
0.91109997,-0.42336458,-0.15334903
0.91119999,-0.41833922,-0.16657048
0.9113,-0.41290107,-0.1796276
0.91140002,-0.40705553,-0.19250745
0.91149998,-0.40080833,-0.20519735
0.91159999,-0.39416564,-0.21768479
0.91170001,-0.38713399,-0.22995742
0.91180003,-0.37972039,-0.24200314
0.91189998,-0.37193209,-0.25381008
0.912,-0.3637768,-0.26536655
0.91210002,-0.35526258,-0.27666122
0.91219997,-0.34639779,-0.28768286
0.91229999,-0.33719122,-0.29842064
0.91240001,-0.32765195,-0.30886397
0.91250002,-0.31778935,-0.31900254
0.91259998,-0.30761319,-0.32882634
0.9127,-0.29713354,-0.33832565
0.91280001,-0.28636065,-0.34749115
0.91289997,-0.27530521,-0.35631377
0.91299999,-0.26397815,-0.36478481
0.9131,-0.25239059,-0.37289587
0.91320002,-0.24055402,-0.38063902
0.91329998,-0.22848009,-0.38800657
0.91339999,-0.2161807,-0.39499125
0.91350001,-0.203668,-0.40158617
0.91360003,-0.19095434,-0.40778488
0.91369998,-0.17805228,-0.41358119
0.9138,-0.16497451,-0.41896939
0.91390002,-0.15173396,-0.42394421
0.91399997,-0.13834372,-0.42850071
0.91409999,-0.12481695,-0.43263438
0.91420001,-0.11116703,-0.43634117
0.91430002,-0.097407423,-0.4396174
0.91439998,-0.083551697,-0.44245985
0.9145,-0.069613539,-0.4448657
0.91460001,-0.055606693,-0.44683263
0.91469997,-0.041544978,-0.44835863
0.91479999,-0.027442273,-0.44944221
0.9149,-0.013312495,-0.45008233
0.91500002,0.0008304175,-0.45027831
0.91509998,0.014972508,-0.45003003
0.9152,0.029099818,-0.44933769
0.91530001,0.043198414,-0.44820195
0.91540003,0.057254385,-0.44662395
0.91549999,0.071253851,-0.44460529
0.9156,0.085183017,-0.44214791
0.91570002,0.099028118,-0.43925422
0.91579998,0.1127755,-0.43592715
0.91589999,0.12641162,-0.43216991
0.91600001,0.13992298,-0.42798626
0.91610003,0.15329628,-0.42338029
0.91619998,0.16651832,-0.41835657
0.9163,0.17957604,-0.41292003
0.91640002,0.19245656,-0.40707606
0.91649997,0.20514719,-0.40083042
0.91659999,0.21763538,-0.39418927
0.91670001,0.22990882,-0.38715914
0.91680002,0.24195541,-0.37974703
0.91689998,0.25376326,-0.37196016
0.917,0.26532069,-0.36380631
0.91710001,0.27661631,-0.35529348
0.91720003,0.28763899,-0.34643006
0.91729999,0.29837787,-0.33722481
0.9174,0.3088223,-0.32768682
0.91750002,0.31896201,-0.31782547
0.91759998,0.328787,-0.30765054
0.91769999,0.33828756,-0.29717204
0.91780001,0.34745431,-0.28640029
0.91790003,0.35627821,-0.27534598
0.91799998,0.36475056,-0.26401997
0.9181,0.37286302,-0.25243342
0.91820002,0.38060755,-0.24059778
0.91829997,0.3879765,-0.22852477
0.91839999,0.39496264,-0.21622626
0.91850001,0.40155905,-0.20371439
0.91860002,0.40775922,-0.19100152
0.91869998,0.41355705,-0.17810018
0.9188,0.4189468,-0.1650231
0.91890001,0.42392316,-0.1517832
0.91900003,0.42848122,-0.13839352
0.91909999,0.43261647,-0.12486729
0.9192,0.43632489,-0.11121786
