"Time","aimc0.is[1]","aimc0.is[2]","aimc0.is[3]","aimc0.is[4]","aimc0.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc0.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc0.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc0.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia0.phi","loadInertia0.w","aimcH.is[1]","aimcH.is[2]","aimcH.is[3]","aimcH.is[4]","aimcH.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcH.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcH.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcH.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertiaH.phi","loadInertiaH.w","aimc1.is[1]","aimc1.is[2]","aimc1.is[3]","aimc1.is[4]","aimc1.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc1.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc1.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc1.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia1.phi","loadInertia1.w"
0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,9.8951694e-20,-3.5005624e-20,-7.8350457e-20,-2.3716737e-20,7.4224901e-24,1.5633166e-24,0,0,0,0
9.9999997e-05,8.8838024e-06,-0.00026611119,-0.00017334957,0.00015897528,-9.4703791e-09,2.8586933e-07,-4.1052547e-11,1.8204381e-09,1.9197708e-22,3.1136201e-18,8.8838015e-06,-0.00026611119,-0.00017334957,0.00015897528,-9.4703791e-09,2.9386197e-07,-4.1052547e-11,1.8204381e-09,1.9197708e-22,3.1136201e-18,8.8838024e-06,-0.00026611119,-0.00017334957,0.00015897528,-9.47038e-09,3.0185461e-07,-4.1052547e-11,1.8204381e-09,1.9197713e-22,3.1136207e-18
0.00019999999,1.7757158e-05,-0.00026294068,-0.00018026344,0.00015153176,-1.9008871e-08,2.8576028e-07,-1.6408715e-10,3.6360859e-09,3.069368e-21,2.4890012e-17,1.7757158e-05,-0.00026294068,-0.00018026344,0.00015153176,-1.9008871e-08,2.9444533e-07,-1.6408715e-10,3.6360859e-09,3.069368e-21,2.4890012e-17,1.7757158e-05,-0.00026294068,-0.00018026344,0.00015153176,-1.9008871e-08,3.0313038e-07,-1.6408715e-10,3.6360859e-09,3.0693678e-21,2.489001e-17
0.00030000001,2.660151e-05,-0.00025944103,-0.00018694489,0.00014390274,-2.8610067e-08,2.8528567e-07,-3.8389888e-10,5.4402638e-09,2.1494815e-20,9.7471297e-17,2.660151e-05,-0.00025944103,-0.00018694489,0.00014390274,-2.8610067e-08,2.9465167e-07,-3.8389888e-10,5.4402638e-09,2.1494815e-20,9.7471297e-17,2.6601512e-05,-0.00025944103,-0.00018694489,0.00014390274,-2.8610067e-08,3.0401768e-07,-3.8389888e-10,5.4402638e-09,2.1494817e-20,9.7471304e-17
0.00039999999,3.5429508e-05,-0.00025576839,-0.00019350307,0.00013617692,-3.8243119e-08,2.8461838e-07,-6.5465738e-10,7.2380222e-09,4.9009101e-20,1.9870063e-16,3.5429508e-05,-0.00025576839,-0.00019350307,0.00013617692,-3.8243119e-08,2.946592e-07,-6.5465738e-10,7.2380222e-09,4.9009101e-20,1.9870063e-16,3.5429512e-05,-0.00025576839,-0.00019350307,0.00013617692,-3.8243119e-08,3.0470005e-07,-6.5465738e-10,7.2380222e-09,4.9009107e-20,1.9870065e-16
0.00050000002,4.4233329e-05,-0.00025195046,-0.00019994727,0.00012837624,-4.7882033e-08,2.8378631e-07,-9.5804653e-10,9.029165e-09,9.1214091e-20,3.3693356e-16,4.4233329e-05,-0.00025195046,-0.00019994727,0.00012837624,-4.7882033e-08,2.9449589e-07,-9.5804653e-10,9.029165e-09,9.1214091e-20,3.3693353e-16,4.4233333e-05,-0.00025195046,-0.00019994727,0.00012837625,-4.7882033e-08,3.052055e-07,-9.5804653e-10,9.029165e-09,9.1214331e-20,3.3693457e-16
0.00060000003,5.2962594e-05,-0.00024768442,-0.00020604,0.00012034472,-5.7539015e-08,2.8244602e-07,-1.3620675e-09,1.0799906e-08,1.7872452e-19,5.8928373e-16,5.2962594e-05,-0.00024768442,-0.00020604,0.00012034472,-5.7539015e-08,2.938057e-07,-1.3620675e-09,1.0799906e-08,1.7872451e-19,5.8928373e-16,5.2962601e-05,-0.00024768445,-0.00020604,0.00012034472,-5.7539015e-08,3.0516537e-07,-1.3620675e-09,1.0799906e-08,1.787257e-19,5.8928871e-16
0.00069999998,6.1691862e-05,-0.00024341841,-0.00021213271,0.00011231319,-6.7195998e-08,2.8110574e-07,-1.7660883e-09,1.2570647e-08,2.6623493e-19,8.4163391e-16,6.1691855e-05,-0.00024341841,-0.00021213271,0.00011231319,-6.7195998e-08,2.9311551e-07,-1.7660883e-09,1.2570647e-08,2.6623493e-19,8.4163385e-16,6.169187e-05,-0.00024341843,-0.00021213271,0.0001123132,-6.7195998e-08,3.0512527e-07,-1.7660883e-09,1.2570647e-08,2.6623708e-19,8.4164285e-16
0.00079999998,7.0293267e-05,-0.00023865837,-0.00021779224,0.00010405535,-7.6826922e-08,2.7918821e-07,-2.2836255e-09,1.4309395e-08,4.5226322e-19,1.289481e-15,7.0293267e-05,-0.00023865835,-0.00021779224,0.00010405534,-7.6826922e-08,2.9182345e-07,-2.2836255e-09,1.4309395e-08,4.5226322e-19,1.2894809e-15,7.0293281e-05,-0.00023865837,-0.00021779224,0.00010405535,-7.6826922e-08,3.0445869e-07,-2.2836255e-09,1.4309395e-08,4.5226782e-19,1.2894967e-15
0.00089999998,7.887512e-05,-0.00023382275,-0.00022338553,9.5762894e-05,-8.6453852e-08,2.7718244e-07,-2.8185212e-09,1.6043252e-08,6.5335657e-19,1.7672228e-15,7.887512e-05,-0.00023382275,-0.00022338553,9.5762894e-05,-8.6453852e-08,2.904394e-07,-2.8185212e-09,1.6043252e-08,6.5335652e-19,1.7672228e-15,7.8875142e-05,-0.00023382276,-0.00022338553,9.5762909e-05,-8.6453859e-08,3.0369634e-07,-2.8185212e-09,1.6043252e-08,6.5336375e-19,1.7672456e-15
