"Time","rectifier.thyristor_p1.off","rectifier.thyristor_p2.off","rectifier.thyristor_n1.off","rectifier.thyristor_n2.off","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulse2.twoPulse.timerPositive[1].entryTime","pulse2.twoPulse.timerNegative[1].entryTime","inductor.i"
4.9582,1,0,0,1,1.7126393,-0.063072249,12099.99,116.64489,6.1631532,0.050137341,4.9400001,4.9499998,6.2533736
4.9583998,1,0,0,1,1.7126393,-0.047237232,12099.99,117.89978,6.1631532,0.051389523,4.9400001,4.9499998,6.2681651
4.9586,1,0,0,1,1.7126393,-0.033114716,12099.99,118.89825,6.1631532,0.052644487,4.9400001,4.9499998,6.2811885
4.9587998,1,0,0,1,1.7126393,-0.020760441,12099.99,119.66271,6.1631532,0.053901877,4.9400001,4.9499998,6.2923951
4.9590001,1,0,0,1,1.7126393,-0.01022316,12099.99,120.21927,6.1631532,0.055161323,4.9400001,4.9499998,6.3017435
4.9591999,1,0,0,1,1.7126393,-0.0015444589,12099.99,120.59731,6.1631532,0.05642245,4.9400001,4.9499998,6.3091993
4.9594002,1,0,0,1,1.7126393,0.0052414136,12099.99,120.82905,6.1631532,0.057684876,4.9400001,4.9499998,6.3147368
4.9596,1,0,0,1,1.7126393,0.010107676,12099.99,120.94899,6.1631532,0.058948215,4.9400001,4.9499998,6.3183365
4.9597998,1,0,0,1,1.7126393,0.013035122,12099.99,120.99341,6.1631532,0.060212079,4.9400001,4.9499998,6.3199863
4.96,1,0,0,1,1.7126393,0.014012205,12099.99,120.99976,6.1631532,0.061476078,4.9400001,4.9499998,6.3196836
4.96,1,0,0,1,1.4012206,0,12099.977,0,6.1476078,0,4.96,4.9499998,6.3196836
4.9601998,1,0,0,1,1.4012206,-0.00097713643,12099.977,0.0063645225,6.1476078,0.001263744,4.96,4.9499998,6.3174314
4.9604001,1,0,0,1,1.4012206,-0.0039046344,12099.977,0.050792966,6.1476078,0.0025268435,4.96,4.9499998,6.313242
4.9605999,1,0,0,1,1.4012206,-0.0087709576,12099.977,0.17075042,6.1476078,0.0037889129,4.96,4.9499998,6.3071342
4.9608002,1,0,0,1,1.4012206,-0.015556891,12099.977,0.40250993,6.1476078,0.0050495709,4.96,4.9499998,6.2991352
4.961,1,0,0,1,1.4012206,-0.024235655,12099.977,0.78058213,6.1476078,0.0063084429,4.96,4.9499998,6.289279
4.9612002,1,0,0,1,1.4012206,-0.034773,12099.977,1.33717,6.1476078,0.0075651617,4.96,4.9499998,6.2776074
4.9614,1,0,0,1,1.4012206,-0.047127333,12099.977,2.1016595,6.1476078,0.0088193677,4.96,4.9499998,6.2641687
4.9615998,1,0,0,1,1.4012206,-0.061249904,12099.977,3.1001589,6.1476078,0.010070715,4.96,4.9499998,6.2490191
4.9618001,1,0,0,1,1.4012206,-0.077084973,12099.977,4.3550863,6.1476078,0.011318866,4.96,4.9499998,6.2322211
4.9619999,1,0,0,1,1.4012206,-0.094570056,12099.977,5.8848162,6.1476078,0.012563498,4.96,4.9499998,6.2138433
4.9622002,1,0,0,1,1.4012206,-0.11363614,12099.977,7.7033877,6.1476078,0.013804303,4.96,4.9499998,6.1939611
4.9624,1,0,0,1,1.4012206,-0.13420798,12099.977,9.8202868,6.1476078,0.015040988,4.96,4.9499998,6.1726556
4.9626002,1,0,0,1,1.4012206,-0.15620439,12099.977,12.240293,6.1476078,0.016273277,4.96,4.9499998,6.1500134
4.9628,1,0,0,1,1.4012206,-0.17953855,12099.977,14.963407,6.1476078,0.017500911,4.96,4.9499998,6.1261268
4.9629998,1,0,0,1,1.4012206,-0.20411839,12099.977,17.984846,6.1476078,0.01872365,4.96,4.9499998,6.1010923
4.9632001,1,0,0,1,1.4012206,-0.22984688,12099.977,21.295128,6.1476078,0.019941278,4.96,4.9499998,6.0750113
4.9633999,1,0,0,1,1.4012206,-0.25662249,12099.977,24.880213,6.1476078,0.021153592,4.96,4.9499998,6.0479894
4.9636002,1,0,0,1,1.4012206,-0.28433958,12099.977,28.721725,6.1476078,0.022360418,4.96,4.9499998,6.0201354
4.9638,1,0,0,1,1.4012206,-0.31288874,12099.977,32.797245,6.1476078,0.023561599,4.96,4.9499998,5.9915628
4.9640002,1,0,0,1,1.4012206,-0.34215727,12099.977,37.080669,6.1476078,0.024757002,4.96,4.9499998,5.9623861
4.9642,1,0,0,1,1.4012206,-0.37202972,12099.977,41.542606,6.1476078,0.02594652,4.96,4.9499998,5.9327235
4.9643998,1,0,0,1,1.4012206,-0.40238816,12099.977,46.150856,6.1476078,0.027130067,4.96,4.9499998,5.9026942
4.9646001,1,0,0,1,1.4012206,-0.43311277,12099.977,50.870911,6.1476078,0.028307581,4.96,4.9499998,5.8724189
4.9647999,1,0,0,1,1.4012206,-0.46408233,12099.977,55.666504,6.1476078,0.029479027,4.96,4.9499998,5.8420205
4.9649649,1,0,0,1,1.4012206,-0.48972452,12099.977,59.652344,6.1476078,0.030440686,4.96,4.9499998,5.8169413
4.9649649,0,1,1,0,1.4012206,-0.48972452,12099.977,59.652344,6.1476078,0.030440686,4.96,4.9499998,5.8169413
4.9650002,0,1,1,0,1.4012206,-0.48427448,12099.977,60.500145,6.1476078,0.030644581,4.96,4.9499998,5.8225174
4.9651999,0,1,1,0,1.4012206,-0.45318502,12099.977,65.332924,6.1476078,0.031812605,4.96,4.9499998,5.8542466
4.9654002,0,1,1,0,1.4012206,-0.42221597,12099.977,70.128349,6.1476078,0.032986615,4.96,4.9499998,5.8857355
4.9656,0,1,1,0,1.4012206,-0.39149135,12099.977,74.848412,6.1476078,0.03416688,4.96,4.9499998,5.9168544
4.9657998,0,1,1,0,1.4012206,-0.36113292,12099.977,79.456696,6.1476078,0.035353322,4.96,4.9499998,5.947484
4.9660001,0,1,1,0,1.4012206,-0.33126047,12099.977,83.918678,6.1476078,0.036545832,4.96,4.9499998,5.9775066
4.9661999,0,1,1,0,1.4012206,-0.30199197,12099.977,88.20211,6.1476078,0.037744276,4.96,4.9499998,6.0068059
4.9664001,0,1,1,0,1.4012206,-0.27344283,12099.977,92.277634,6.1476078,0.038948499,4.96,4.9499998,6.0352707
4.9665999,0,1,1,0,1.4012206,-0.2457258,12099.977,96.119141,6.1476078,0.04015832,4.96,4.9499998,6.0627913
4.9668002,0,1,1,0,1.4012206,-0.2189502,12099.977,99.704224,6.1476078,0.041373543,4.96,4.9499998,6.0892625
4.967,0,1,1,0,1.4012206,-0.19322175,12099.977,103.0145,6.1476078,0.042593949,4.96,4.9499998,6.114583
4.9671998,0,1,1,0,1.4012206,-0.16864195,12099.977,106.0359,6.1476078,0.043819293,4.96,4.9499998,6.1386557
4.9674001,0,1,1,0,1.4012206,-0.14530785,12099.977,108.75897,6.1476078,0.045049321,4.96,4.9499998,6.1613894
4.9675999,0,1,1,0,1.4012206,-0.1233115,12099.977,111.17892,6.1476078,0.046283755,4.96,4.9499998,6.1826968
4.9678001,0,1,1,0,1.4012206,-0.10273973,12099.977,113.29578,6.1476078,0.047522299,4.96,4.9499998,6.202498
4.9679999,0,1,1,0,1.4012206,-0.083673708,12099.977,115.11432,6.1476078,0.04876465,4.96,4.9499998,6.220717
4.9682002,0,1,1,0,1.4012206,-0.066188686,12099.977,116.64401,6.1476078,0.050010476,4.96,4.9499998,6.2372851
4.9684,0,1,1,0,1.4012206,-0.050353672,12099.977,117.8989,6.1476078,0.051259451,4.96,4.9499998,6.252141
4.9685998,0,1,1,0,1.4012206,-0.03623116,12099.977,118.89736,6.1476078,0.052511215,4.96,4.9499998,6.2652283
4.9688001,0,1,1,0,1.4012206,-0.023876887,12099.977,119.66181,6.1476078,0.05376542,4.96,4.9499998,6.2764983
4.9689999,0,1,1,0,1.4012206,-0.013339606,12099.977,120.21837,6.1476078,0.055021692,4.96,4.9499998,6.2859101
4.9692001,0,1,1,0,1.4012206,-0.0046609035,12099.977,120.59641,6.1476078,0.056279656,4.96,4.9499998,6.2934294
4.9693999,0,1,1,0,1.4012206,0.0021249689,12099.977,120.82816,6.1476078,0.057538934,4.96,4.9499998,6.2990298
4.9696002,0,1,1,0,1.4012206,0.0069912304,12099.977,120.94809,6.1476078,0.05879914,4.96,4.9499998,6.3026919
4.9698,0,1,1,0,1.4012206,0.0099186748,12099.977,120.99251,6.1476078,0.060059883,4.96,4.9499998,6.3044047
4.9699998,0,1,1,0,1.4012206,0.010895749,12099.977,120.99886,6.1476078,0.061320771,4.96,4.9499998,6.3041639
4.9699998,0,1,1,0,1.0895749,0,12099.886,0,6.1320772,0,4.96,4.9699998,6.3041639
4.9702001,0,1,1,0,1.0895749,-0.00097713631,12099.886,0.0063645244,6.1320772,0.0012606462,4.96,4.9699998,6.3019738
4.9703999,0,1,1,0,1.0895749,-0.0039046342,12099.886,0.050792955,6.1320772,0.0025206604,4.96,4.9699998,6.2978458
4.9706001,0,1,1,0,1.0895749,-0.0087709576,12099.886,0.17075042,6.1320772,0.0037796567,4.96,4.9699998,6.2917995
4.9707999,0,1,1,0,1.0895749,-0.015556891,12099.886,0.40250993,6.1320772,0.0050372542,4.96,4.9699998,6.2838616
4.9710002,0,1,1,0,1.0895749,-0.024235655,12099.886,0.78058213,6.1320772,0.0062930775,4.96,4.9699998,6.2740664
4.9712,0,1,1,0,1.0895749,-0.034772996,12099.886,1.3371699,6.1320772,0.0075467597,4.96,4.9699998,6.2624555
4.9713998,0,1,1,0,1.0895749,-0.047127333,12099.886,2.1016593,6.1320772,0.0087979417,4.96,4.9699998,6.2490778
4.9716001,0,1,1,0,1.0895749,-0.061249904,12099.886,3.1001589,6.1320772,0.010046276,4.96,4.9699998,6.2339883
4.9717999,0,1,1,0,1.0895749,-0.077084973,12099.886,4.3550863,6.1320772,0.011291428,4.96,4.9699998,6.2172503
4.9720001,0,1,1,0,1.0895749,-0.094570056,12099.886,5.8848162,6.1320772,0.012533071,4.96,4.9699998,6.1989322
4.9721999,0,1,1,0,1.0895749,-0.11363614,12099.886,7.7033877,6.1320772,0.0137709,4.96,4.9699998,6.1791096
4.9724002,0,1,1,0,1.0895749,-0.13420798,12099.886,9.8202868,6.1320772,0.01500462,4.96,4.9699998,6.1578636
4.9726,0,1,1,0,1.0895749,-0.15620437,12099.886,12.240293,6.1320772,0.016233956,4.96,4.9699998,6.1352801
4.9727998,0,1,1,0,1.0895749,-0.17953855,12099.886,14.963407,6.1320772,0.017458649,4.96,4.9699998,6.1114521
4.973,0,1,1,0,1.0895749,-0.20411839,12099.886,17.984846,6.1320772,0.01867846,4.96,4.9699998,6.0864763
4.9731998,0,1,1,0,1.0895749,-0.22984688,12099.886,21.295128,6.1320772,0.019893169,4.96,4.9699998,6.0604534
4.9734001,0,1,1,0,1.0895749,-0.25662249,12099.886,24.880213,6.1320772,0.021102579,4.96,4.9699998,6.0334897
4.9735999,0,1,1,0,1.0895749,-0.28433958,12099.886,28.721725,6.1320772,0.022306511,4.96,4.9699998,6.0056939
4.9738002,0,1,1,0,1.0895749,-0.31288874,12099.886,32.797245,6.1320772,0.023504809,4.96,4.9699998,5.9771791
4.974,0,1,1,0,1.0895749,-0.34215727,12099.886,37.080669,6.1320772,0.024697341,4.96,4.9699998,5.9480596
4.9741998,0,1,1,0,1.0895749,-0.37202972,12099.886,41.542606,6.1320772,0.025884001,4.96,4.9699998,5.9184542
4.9744,0,1,1,0,1.0895749,-0.40238816,12099.886,46.150856,6.1320772,0.0270647,4.96,4.9699998,5.8884816
4.9745998,0,1,1,0,1.0895749,-0.43311277,12099.886,50.870911,6.1320772,0.028239377,4.96,4.9699998,5.8582635
4.9748001,0,1,1,0,1.0895749,-0.46408233,12099.886,55.666504,6.1320772,0.029407997,4.96,4.9699998,5.8279214
4.9749751,0,1,1,0,1.0895749,-0.49128163,12099.886,59.894562,6.1320772,0.030425413,4.96,4.9699998,5.8013711
4.9749751,1,0,0,1,1.0895749,-0.49128163,12099.886,59.894562,6.1320772,0.030425413,4.96,4.9699998,5.8013711
4.9749999,1,0,0,1,1.0895749,-0.48738873,12099.886,60.500153,6.1320772,0.030570643,4.96,4.9699998,5.8053622
4.9752002,1,0,0,1,1.0895749,-0.45629749,12099.886,65.333481,6.1320772,0.031735025,4.96,4.9699998,5.8371658
4.9754,1,0,0,1,1.0895749,-0.42532802,12099.886,70.129028,6.1320772,0.032905616,4.96,4.9699998,5.8687234
4.9755998,1,0,0,1,1.0895749,-0.39460337,12099.886,74.849121,6.1320772,0.034082487,4.96,4.9699998,5.8999109
4.9758,1,0,0,1,1.0895749,-0.36424494,12099.886,79.457405,6.1320772,0.035265546,4.96,4.9699998,5.9306078
4.9759998,1,0,0,1,1.0895749,-0.33437252,12099.886,83.919365,6.1320772,0.036454689,4.96,4.9699998,5.9606977
4.9762001,1,0,0,1,1.0895749,-0.30510402,12099.886,88.202789,6.1320772,0.037649777,4.96,4.9699998,5.9900641
4.9763999,1,0,0,1,1.0895749,-0.27655488,12099.886,92.278328,6.1320772,0.038850658,4.96,4.9699998,6.0185957
4.9766002,1,0,0,1,1.0895749,-0.2488378,12099.886,96.119873,6.1320772,0.040057153,4.96,4.9699998,6.0461831
4.9768,1,0,0,1,1.0895749,-0.22206217,12099.886,99.704979,6.1320772,0.04126906,4.96,4.9699998,6.0727205
4.9770002,1,0,0,1,1.0895749,-0.19633368,12099.886,103.01528,6.1320772,0.042486165,4.96,4.9699998,6.0981069
4.9772,1,0,0,1,1.0895749,-0.17175385,12099.886,106.03673,6.1320772,0.04370822,4.96,4.9699998,6.1222458
4.9773998,1,0,0,1,1.0895749,-0.14841972,12099.886,108.75983,6.1320772,0.044934973,4.96,4.9699998,6.1450448
4.9776001,1,0,0,1,1.0895749,-0.12642336,12099.886,111.17982,6.1320772,0.046166144,4.96,4.9699998,6.1664176
4.9777999,1,0,0,1,1.0895749,-0.10585159,12099.886,113.29669,6.1320772,0.047401439,4.96,4.9699998,6.1862836
4.9780002,1,0,0,1,1.0895749,-0.086785585,12099.886,115.11522,6.1320772,0.048640553,4.96,4.9699998,6.2045674
4.9782,1,0,0,1,1.0895749,-0.069300562,12099.886,116.64491,6.1320772,0.049883157,4.96,4.9699998,6.2212
4.9784002,1,0,0,1,1.0895749,-0.053465545,12099.886,117.8998,6.1320772,0.051128916,4.96,4.9699998,6.2361197
4.9786,1,0,0,1,1.0895749,-0.039343029,12099.886,118.89827,6.1320772,0.052377485,4.96,4.9699998,6.2492709
4.9787998,1,0,0,1,1.0895749,-0.026988752,12099.886,119.66273,6.1320772,0.053628504,4.96,4.9699998,6.2606049
4.9790001,1,0,0,1,1.0895749,-0.016451472,12099.886,120.21929,6.1320772,0.054881606,4.96,4.9699998,6.2700801
4.9791999,1,0,0,1,1.0895749,-0.0077727698,12099.886,120.59734,6.1320772,0.056136411,4.96,4.9699998,6.2776628
4.9794002,1,0,0,1,1.0895749,-0.00098689739,12099.886,120.82907,6.1320772,0.057392541,4.96,4.9699998,6.2833261
4.9796,1,0,0,1,1.0895749,0.0038793653,12099.886,120.94901,6.1320772,0.058649611,4.96,4.9699998,6.2870512
4.9798002,1,0,0,1,1.0895749,0.0068068118,12099.886,120.99343,6.1320772,0.059907231,4.96,4.9699998,6.288826
4.98,1,0,0,1,1.0895749,0.0077838888,12099.886,120.99979,6.1320772,0.061165012,4.96,4.9699998,6.2886477
4.98,1,0,0,1,0.77838886,0,12099.979,0,6.1165013,0,4.98,4.9699998,6.2886477
4.9801998,1,0,0,1,0.77838886,-0.00097713631,12099.979,0.0063645262,6.1165013,0.0012575492,4.98,4.9699998,6.2865195
4.9804001,1,0,0,1,0.77838886,-0.0039046337,12099.979,0.050792944,6.1165013,0.0025144785,4.98,4.9699998,6.2824531
4.9805999,1,0,0,1,0.77838886,-0.0087709567,12099.979,0.17075041,6.1165013,0.0037704024,4.98,4.9699998,6.2764683
4.9808002,1,0,0,1,0.77838886,-0.015556891,12099.979,0.4025099,6.1165013,0.0050249398,4.98,4.9699998,6.2685919
4.9809999,1,0,0,1,0.77838886,-0.024235655,12099.979,0.78058207,6.1165013,0.0062777153,4.98,4.9699998,6.2588577
4.9812002,1,0,0,1,0.77838886,-0.034772996,12099.979,1.3371699,6.1165013,0.0075283619,4.98,4.9699998,6.2473073
4.9814,1,0,0,1,0.77838886,-0.047127333,12099.979,2.1016593,6.1165013,0.0087765204,4.98,4.9699998,6.2339897
4.9815998,1,0,0,1,0.77838886,-0.061249904,12099.979,3.1001589,6.1165013,0.010021844,4.98,4.9699998,6.2189608
4.9818001,1,0,0,1,0.77838886,-0.077084973,12099.979,4.3550863,6.1165013,0.011263995,4.98,4.9699998,6.2022824
4.9819999,1,0,0,1,0.77838886,-0.094570056,12099.979,5.8848162,6.1165013,0.012502651,4.98,4.9699998,6.1840243
4.9822001,1,0,0,1,0.77838886,-0.11363614,12099.979,7.7033877,6.1165013,0.013737504,4.98,4.9699998,6.1642613
4.9823999,1,0,0,1,0.77838886,-0.13420798,12099.979,9.8202868,6.1165013,0.014968261,4.98,4.9699998,6.1430745
4.9826002,1,0,0,1,0.77838886,-0.15620437,12099.979,12.240293,6.1165013,0.016194645,4.98,4.9699998,6.1205502
4.9828,1,0,0,1,0.77838886,-0.17953855,12099.979,14.963407,6.1165013,0.017416397,4.98,4.9699998,6.0967808
4.9829998,1,0,0,1,0.77838886,-0.20411839,12099.979,17.984846,6.1165013,0.01863328,4.98,4.9699998,6.0718637
4.9832001,1,0,0,1,0.77838886,-0.22984688,12099.979,21.295128,6.1165013,0.019845074,4.98,4.9699998,6.0458989
4.9833999,1,0,0,1,0.77838886,-0.25662249,12099.979,24.880213,6.1165013,0.021051578,4.98,4.9699998,6.0189934
4.9836001,1,0,0,1,0.77838886,-0.28433958,12099.979,28.721725,6.1165013,0.022252616,4.98,4.9699998,5.9912558
4.9837999,1,0,0,1,0.77838886,-0.31288874,12099.979,32.797245,6.1165013,0.023448031,4.98,4.9699998,5.9627981
4.9840002,1,0,0,1,0.77838886,-0.34215727,12099.979,37.080669,6.1165013,0.024637694,4.98,4.9699998,5.9337363
4.9842,1,0,0,1,0.77838886,-0.37202972,12099.979,41.542606,6.1165013,0.025821494,4.98,4.9699998,5.9041877
4.9843998,1,0,0,1,0.77838886,-0.40238816,12099.979,46.150856,6.1165013,0.026999345,4.98,4.9699998,5.8742723
4.9846001,1,0,0,1,0.77838886,-0.43311277,12099.979,50.870911,6.1165013,0.028171187,4.98,4.9699998,5.844111
4.9847999,1,0,0,1,0.77838886,-0.46408233,12099.979,55.666504,6.1165013,0.029336981,4.98,4.9699998,5.8138256
4.9849849,1,0,0,1,0.77838886,-0.4928388,12099.979,60.136795,6.1165013,0.030409859,4.98,4.9699998,5.7858095
4.9849849,0,1,1,0,0.77838886,-0.4928388,12099.979,60.136795,6.1165013,0.030409859,4.98,4.9699998,5.7858095
4.9850001,0,1,1,0,0.77838886,-0.49050301,12099.979,60.500156,6.1165013,0.030496752,4.98,4.9699998,5.7882094
4.9851999,0,1,1,0,0.77838886,-0.459411,12099.979,65.333725,6.1165013,0.031657584,4.98,4.9699998,5.8200846
4.9854002,0,1,1,0,0.77838886,-0.42844146,12099.979,70.129318,6.1165013,0.03282477,4.98,4.9699998,5.8517108
4.9856,0,1,1,0,0.77838886,-0.39771685,12099.979,74.849396,6.1165013,0.033998244,4.98,4.9699998,5.882966
4.9857998,0,1,1,0,0.77838886,-0.36735839,12099.979,79.457695,6.1165013,0.03517792,4.98,4.9699998,5.9137306
4.9860001,0,1,1,0,0.77838886,-0.33748594,12099.979,83.919685,6.1165013,0.036363691,4.98,4.9699998,5.9438877
4.9861999,0,1,1,0,0.77838886,-0.30821744,12099.979,88.203125,6.1165013,0.037555426,4.98,4.9699998,5.9733214
4.9864001,0,1,1,0,0.77838886,-0.2796683,12099.979,92.278648,6.1165013,0.038752966,4.98,4.9699998,6.0019197
4.9865999,0,1,1,0,0.77838886,-0.25195122,12099.979,96.120193,6.1165013,0.03995613,4.98,4.9699998,6.0295734
4.9868002,0,1,1,0,0.77838886,-0.22517559,12099.979,99.705315,6.1165013,0.041164726,4.98,4.9699998,6.0561776
4.987,0,1,1,0,0.77838886,-0.19944708,12099.979,103.01562,6.1165013,0.042378526,4.98,4.9699998,6.0816298
4.9871998,0,1,1,0,0.77838886,-0.17486726,12099.979,106.03707,6.1165013,0.043597292,4.98,4.9699998,6.1058345
4.9874001,0,1,1,0,0.77838886,-0.1515331,12099.979,108.76019,6.1165013,0.044820771,4.98,4.9699998,6.1286988
4.9875998,0,1,1,0,0.77838886,-0.12953673,12099.979,111.18019,6.1165013,0.046048678,4.98,4.9699998,6.1501374
4.9878001,0,1,1,0,0.77838886,-0.10896495,12099.979,113.29707,6.1165013,0.047280725,4.98,4.9699998,6.1700683
4.9879999,0,1,1,0,0.77838886,-0.089898922,12099.979,115.11562,6.1165013,0.048516601,4.98,4.9699998,6.1884165
4.9882002,0,1,1,0,0.77838886,-0.072413892,12099.979,116.64534,6.1165013,0.049755983,4.98,4.9699998,6.2051139
4.9884,0,1,1,0,0.77838886,-0.056578867,12099.979,117.90025,6.1165013,0.050998531,4.98,4.9699998,6.220098
4.9885998,0,1,1,0,0.77838886,-0.042456351,12099.979,118.89874,6.1165013,0.052243903,4.98,4.9699998,6.2333131
4.9888,0,1,1,0,0.77838886,-0.030102069,12099.979,119.66322,6.1165013,0.053491734,4.98,4.9699998,6.2447109
4.9889998,0,1,1,0,0.77838886,-0.019564778,12099.979,120.2198,6.1165013,0.054741662,4.98,4.9699998,6.2542496
