"time","I[1].re","I[1].im","I[2].re","I[2].im","I[3].re","I[3].im"
0,9.9997999967823967e-06,1.9996794263977819e-10,-4.9997268212026776e-06,-8.6601808140557549e-06,-5.0000731758800626e-06,8.659980846138552e-06
0.00020000000000000001,9.9997999969409527e-06,1.9998401112093069e-10,-4.9997268071462293e-06,-8.6601808222102257e-06,-5.0000731899329939e-06,8.6599808381880721e-06
0.00040000000000000002,9.9997999968609319e-06,1.9999977395549098e-10,-4.9997267936247925e-06,-8.6601808301905314e-06,-5.0000732032497977e-06,8.6599808303433255e-06
0.00060000000000000006,9.9997999968772034e-06,2.00015945709499e-10,-4.9997267796312424e-06,-8.6601808380031855e-06,-5.0000732173535629e-06,8.6599808221910857e-06
0.00080000000000000004,9.9997999968313433e-06,2.0003197749236269e-10,-4.9997267657228284e-06,-8.6601808460668951e-06,-5.0000732313413092e-06,8.6599808139773361e-06
0.001,9.9997999969522352e-06,2.0004784855283065e-10,-4.9997267518987917e-06,-8.6601808541175062e-06,-5.0000732450703402e-06,8.6599808061176988e-06
0.0012000000000000001,9.9997999969631213e-06,2.0006398845029172e-10,-4.9997267378684253e-06,-8.660180862304554e-06,-5.0000732592854894e-06,8.6599807982897523e-06
0.0014,9.9997999971868295e-06,2.0008014390715929e-10,-4.9997267243273568e-06,-8.660180870286342e-06,-5.0000732727801354e-06,8.659980789998616e-06
0.0016000000000000001,9.9997999969260907e-06,2.0009580113458199e-10,-4.9997267103006936e-06,-8.6601808780259937e-06,-5.0000732867025847e-06,8.6599807820124438e-06
0.0018000000000000002,9.9997999972171753e-06,2.001119092125323e-10,-4.9997266967169719e-06,-8.6601808861437695e-06,-5.0000733005195369e-06,8.6599807742849809e-06
0.002,9.999799997262871e-06,2.0012816110394737e-10,-4.9997266824685691e-06,-8.6601808942031236e-06,-5.0000733143352389e-06,8.6599807659903379e-06
0.0022000000000000001,9.9997999971444151e-06,2.0014395872754481e-10,-4.9997266687994665e-06,-8.6601809020311023e-06,-5.0000733282538723e-06,8.659980758192185e-06
