"time","loadInertia.phi","loadInertia.w","smr.is[1]","smr.is[2]","smr.idq_rr[1]","smr.idq_rr[2]","smr.idq_sr[1]","smr.idq_sr[2]"
0,0,0,0,0,0,0,0,0
0.00050000000000000001,-6.3098486108702245e-20,-1.4036711637982977e-16,0.00012772141424014245,-0.00076226218704863156,-0.00012540468168121952,0.00075892944000514732,0.00012772141424014213,-0.00080644456487837467
0.001,7.3674621509512742e-19,3.0199248586616193e-15,0.00025226821868226971,-0.00079864348432614476,-0.00024743839530002931,0.00072570351953455314,0.00025226821868226939,-0.00077654693736028469
0.0015,5.2503305821271997e-18,1.3808597069830447e-14,0.00037060654815373025,-0.00081536873398898614,-0.00036312051045205083,0.00067465417774031163,0.00037060654815372998,-0.00072753692577469658
0.002,1.8156222600231377e-17,3.6399570241696874e-14,0.00047990217419812445,-0.00081202389839224085,-0.00046967773205076093,0.00060698514176564663,0.00047990217419812417,-0.00066057278319236513
0.0025000000000000001,4.6608364002646208e-17,7.4966862092840805e-14,0.00057736517940819721,-0.00078869924046548186,-0.00056438949671936214,0.00052442092951314673,0.000577365179408197,-0.00057736949583275918
0.0030000000000000001,9.907620253407516e-17,1.3339964540181866e-13,0.00066056240929933526,-0.00074589501791565626,-0.00064488978843767262,0.00042892728699266114,0.00066056240929933494,-0.0004799094939360908
0.0035000000000000001,1.8629350600560256e-16,2.1583790544055616e-13,0.00072744223855127955,-0.00068467708067485435,-0.00070919346492874361,0.00032288044140404922,0.00072744223855127923,-0.00037060802142370377
0.0040000000000000001,3.2175476310108966e-16,3.2539887433417294e-13,0.00077652703091191403,-0.0006067419719504748,-0.00075588555987411612,0.00020900103886416159,0.00077652703091191371,-0.00025227719133848821
0.0045000000000000005,5.1878117823621362e-16,4.6510556869223366e-13,0.00080640260628986565,-0.00051377414324502461,-0.00078361276095989497,8.9959620782466553e-05,0.00080640260628986543,-0.00012767851799369979
0.0050000000000000001,7.9336293649242179e-16,6.369701239478067e-13,0.00081637714366419932,-0.00040813778919434018,-0.00079173723449710125,-3.1256390978015507e-05,0.00081637714366419921,5.8638739159796629e-08
0.0054999999999999997,1.1621901822423117e-15,8.4190866362874351e-13,0.00080639675591274605,-0.00029255197123696292,-0.00078024837541859442,-0.00015164650437878181,0.00080639675591274637,0.00012776346540863039
0.0060000000000000001,1.6415011881676374e-15,1.0808626952947358e-12,0.0007764191910879768,-0.00016967620395872378,-0.00074914603132141585,-0.0002682793718666957,0.00077641919108797767,0.00025234062491734621
0.0065000000000000006,2.2485319189735901e-15,1.3530206901085866e-12,0.0007275092085103779,-4.2752285261790738e-05,-0.00069951849804743098,-0.00037823332840259896,0.00072750920851037974,0.00037066155056266192
0.0070000000000000001,2.9993503278225531e-15,1.6568779980019613e-12,0.00066060591382558192,8.5307494073139933e-05,-0.00063232708853202125,-0.00047888722698336716,0.00066060591382558485,0.00047990561150949347
0.0074999999999999997,3.9095483267283036e-15,1.9899512936636252e-12,0.00057734120846888288,0.00021132731756781444,-0.00054921220125310835,-0.00056773090059973413,0.00057734120846888765,0.00057734786949356718
0.0080000000000000002,4.9929545694047468e-15,2.3487867596389271e-12,0.00047990291089185987,0.0003321027887348175,-0.00045235609231343208,-0.00064254304780138284,0.0004799029108918667,0.00066055134373763991
0.0085000000000000006,6.2612997546045711e-15,2.729261063887462e-12,0.00037066854232559231,0.00044469838013849511,-0.00034412256723343853,-0.00070151120896600361,0.00037066854232560169,0.0007274990416541035
0.0090000000000000011,7.7244105265661866e-15,3.1265213999003759e-12,0.00025233868356248928,0.00054631569182211535,-0.00022718824837632447,-0.00074316215359599292,0.00025233868356250159,0.00077651883035378488
0.0094999999999999998,9.3893204223139381e-15,3.5352459834854219e-12,0.00012774557938207532,0.00063451796169855035,-0.00010435286924852129,-0.00076649720229319109,0.00012774557938209077,0.0008064321766286447
0.01,1.1260288065866024e-14,3.94984496849885e-12,-4.0237155869965451e-09,0.00070710664024979891,2.1320376931369922e-05,-0.00077093295588841356,-4.0237155682946093e-09,0.0008164940950947092
0.010500000000000001,1.3338883105590409e-14,4.3645009618022594e-12,-0.00012774011012483633,0.00076226948367508305,0.00014671229289964081,-0.00075634707552396207,-0.00012774011012481448,0.00080644219622280893
0.010999999999999999,1.5623674152718686e-14,4.773452238586537e-12,-0.00025228615461181354,0.00079863444582751488,0.0002687041032231995,-0.00072310168327664726,-0.00025228615461178892,0.00077652614528730826
0.0115,1.811045841607639e-14,5.1712986789971993e-12,-0.00037066531314046988,0.00081536626281549776,0.0003843798200147633,-0.00067203168811258613,-0.00037066531314044327,0.00072750014432843989
0.012,2.0792389730079299e-14,5.5529752387744116e-12,-0.00047993878791570345,0.00081203606206003032,0.000490867079385231,-0.00060439022728147728,-0.0004799387879156757,0.00066056568964642992
0.012500000000000001,2.3660188541113557e-14,5.9140868124563053e-12,-0.00057735390730380854,0.0007886790697813307,0.00058548241185691632,-0.00052182523929121061,-0.000577353907303781,0.00057735271268544099
