"Time","sensor_frame_a1.r[1]","sensor_frame_a1.r[2]","sensor_frame_a1.r[3]","sensor_frame_a1.v[1]","sensor_frame_a1.v[2]","sensor_frame_a1.v[3]","sensor_frame_a1.a[1]","sensor_frame_a1.a[2]","sensor_frame_a1.a[3]","sensor_frame_a1.angles[1]","sensor_frame_a1.angles[2]","sensor_frame_a1.angles[3]","sensor_frame_a1.w[1]","sensor_frame_a1.w[2]","sensor_frame_a1.w[3]","sensor_frame_a1.z[1]","sensor_frame_a1.z[2]","sensor_frame_a1.z[3]","sensor_frame_a2.r[1]","sensor_frame_a2.r[2]","sensor_frame_a2.r[3]","sensor_frame_a2.v[1]","sensor_frame_a2.v[2]","sensor_frame_a2.v[3]","sensor_frame_a2.a[1]","sensor_frame_a2.a[2]","sensor_frame_a2.a[3]","sensor_frame_a2.angles[1]","sensor_frame_a2.angles[2]","sensor_frame_a2.angles[3]","sensor_frame_a2.w[1]","sensor_frame_a2.w[2]","sensor_frame_a2.w[3]","sensor_frame_a2.z[1]","sensor_frame_a2.z[2]","sensor_frame_a2.z[3]","sensor_world1.r[1]","sensor_world1.r[2]","sensor_world1.r[3]","sensor_world1.v[1]","sensor_world1.v[2]","sensor_world1.v[3]","sensor_world1.a[1]","sensor_world1.a[2]","sensor_world1.a[3]","sensor_world1.angles[1]","sensor_world1.angles[2]","sensor_world1.angles[3]","sensor_world1.w[1]","sensor_world1.w[2]","sensor_world1.w[3]","sensor_world1.z[1]","sensor_world1.z[2]","sensor_world1.z[3]","sensor_world2.r[1]","sensor_world2.r[2]","sensor_world2.r[3]","sensor_world2.v[1]","sensor_world2.v[2]","sensor_world2.v[3]","sensor_world2.a[1]","sensor_world2.a[2]","sensor_world2.a[3]","sensor_world2.angles[1]","sensor_world2.angles[2]","sensor_world2.angles[3]","sensor_world2.w[1]","sensor_world2.w[2]","sensor_world2.w[3]","sensor_world2.z[1]","sensor_world2.z[2]","sensor_world2.z[3]"
0.56599998,1,0,1,-3.0794506,-4.7409081,3.0794506,-20.932741,-0.52513576,-20.509501,1.4991584,-0.76114202,-0.049456544,4.5811009,-3.0794506,-0.15980738,0.50038284,-10.692093,13.590402,1,0,1,-3.0794506,-4.7409081,3.0794506,-20.932741,-0.52513576,-20.509501,1.4991584,-0.76114202,-0.049456544,4.5811009,-3.0794506,-0.15980738,0.50038284,-10.692093,13.590402,0.03341471,-1.4128686,0.051825035,-4.5206914,-0.27472779,-4.5749445,-1.010188,29.24987,-1.5873357,1.4991584,-0.76114202,-0.049456544,3.3128848,-3.1640606,-3.0835943,-9.3948212,-10.561195,-9.973402,0.03341471,-1.4128686,0.051825035,-4.5206914,-0.27472779,-4.5749445,-1.010188,29.24987,-1.5873357,1.4991584,-0.76114202,-0.049456544,3.3128848,-3.1640606,-3.0835943,-9.3948212,-10.561195,-9.973402
0.56699997,1,0,1,-3.0901291,-4.7277474,3.0901291,-20.905275,-0.47505775,-20.544119,1.5052863,-0.76444048,-0.045375451,4.5815778,-3.0901291,-0.14616974,0.45392609,-10.665324,13.684853,1,0,1,-3.0901291,-4.7277474,3.0901291,-20.905275,-0.47505775,-20.544119,1.5052863,-0.76444048,-0.045375451,4.5815778,-3.0901291,-0.14616974,0.45392609,-10.665324,13.684853,0.028893558,-1.4131287,0.047249317,-4.5216308,-0.24546997,-4.5764608,-0.86955023,29.265547,-1.4452227,1.5052863,-0.76444048,-0.045375451,3.3034406,-3.174608,-3.0935843,-9.4936247,-10.534,-10.006812,0.028893558,-1.4131287,0.047249317,-4.5216308,-0.24546997,-4.5764608,-0.86955023,29.265547,-1.4452227,1.5052863,-0.76444048,-0.045375451,3.3034406,-3.174608,-3.0935843,-9.4936247,-10.534,-10.006812
0.56800002,1,6.9388939e-18,1,-3.1007807,-4.7144461,3.1007807,-20.877155,-0.42524382,-20.578529,1.5114524,-0.76773143,-0.04123966,4.5820084,-3.1007807,-0.13243762,0.40746433,-10.637945,13.779364,1,6.9388939e-18,1,-3.1007807,-4.7144461,3.1007807,-20.877155,-0.42524382,-20.578529,1.5114524,-0.76773143,-0.04123966,4.5820084,-3.1007807,-0.13243762,0.40746433,-10.637945,13.779364,0.024371535,-1.4133595,0.042672154,-4.5224295,-0.21619739,-4.5778351,-0.72882032,29.279402,-1.3029866,1.5114524,-0.76773143,-0.04123966,3.2938976,-3.1851282,-3.1036077,-9.5924721,-10.506209,-10.04026,0.024371535,-1.4133595,0.042672154,-4.5224295,-0.21619739,-4.5778351,-0.72882032,29.279402,-1.3029866,1.5114524,-0.76773143,-0.04123966,3.2938976,-3.1851282,-3.1036077,-9.5924721,-10.506209,-10.04026
0.56900001,1,0,1,-3.1114044,-4.7010036,3.1114044,-20.848381,-0.37569836,-20.61273,1.5176572,-0.77101445,-0.037048656,4.5823927,-3.1114044,-0.11861096,0.36099908,-10.609952,13.873931,1,0,1,-3.1114044,-4.7010036,3.1114044,-20.848381,-0.37569836,-20.61273,1.5176572,-0.77101445,-0.037048656,4.5823927,-3.1114044,-0.11861096,0.36099908,-10.609952,13.873931,0.019848781,-1.4135611,0.038093686,-4.523088,-0.18691185,-4.5790668,-0.58801132,29.291431,-1.1606406,1.5176572,-0.77101445,-0.037048656,3.2842555,-3.1956201,-3.1136644,-9.6913567,-10.477819,-10.073742,0.019848781,-1.4135611,0.038093686,-4.523088,-0.18691185,-4.5790668,-0.58801132,29.291431,-1.1606406,1.5176572,-0.77101445,-0.037048656,3.2842555,-3.1956201,-3.1136644,-9.6913567,-10.477819,-10.073742
0.56999999,1,0,1,-3.122,-4.6874204,3.122,-20.818953,-0.32642582,-20.646725,1.523901,-0.77428925,-0.032801911,4.5827303,-3.122,-0.10468971,0.31453189,-10.581344,13.96855,1,0,1,-3.122,-4.6874204,3.122,-20.818953,-0.32642582,-20.646725,1.523901,-0.77428925,-0.032801911,4.5827303,-3.122,-0.10468971,0.31453189,-10.581344,13.96855,0.015325436,-1.4137334,0.03351406,-4.5236053,-0.1576152,-4.5801558,-0.44713649,29.301636,-1.018198,1.523901,-0.77428925,-0.032801911,3.2745147,-3.2060835,-3.1237547,-9.7902756,-10.448828,-10.107256,0.015325436,-1.4137334,0.03351406,-4.5236053,-0.1576152,-4.5801558,-0.44713649,29.301636,-1.018198,1.523901,-0.77428925,-0.032801911,3.2745147,-3.2060835,-3.1237547,-9.7902756,-10.448828,-10.107256
0.57099998,1,3.469447e-18,1,-3.1325667,-4.6736956,3.1325667,-20.78887,-0.27743056,-20.680508,1.5301843,-0.77755553,-0.028498899,4.5830216,-3.1325667,-0.090673819,0.26806435,-10.552114,14.063213,1,3.469447e-18,1,-3.1325667,-4.6736956,3.1325667,-20.78887,-0.27743056,-20.680508,1.5301843,-0.77755553,-0.028498899,4.5830216,-3.1325667,-0.090673819,0.26806435,-10.552114,14.063213,0.010801643,-1.4138763,0.028933417,-4.5239816,-0.12830925,-4.5811028,-0.30620891,29.310015,-0.87567216,1.5301843,-0.77755553,-0.028498899,3.2646751,-3.2165174,-3.1338787,-9.8892221,-10.419232,-10.1408,0.010801643,-1.4138763,0.028933417,-4.5239816,-0.12830925,-4.5811028,-0.30620891,29.310015,-0.87567216,1.5301843,-0.77755553,-0.028498899,3.2646751,-3.2165174,-3.1338787,-9.8892221,-10.419232,-10.1408
0.57200003,1,0,1,-3.1431038,-4.6598296,3.1431038,-20.758137,-0.22871697,-20.714079,1.5365076,-0.78081292,-0.024139099,4.5832663,-3.1431038,-0.076563254,0.22159797,-10.522264,14.157917,1,0,1,-3.1431038,-4.6598296,3.1431038,-20.758137,-0.22871697,-20.714079,1.5365076,-0.78081292,-0.024139099,4.5832663,-3.1431038,-0.076563254,0.22159797,-10.522264,14.157917,0.0062775416,-1.4139899,0.024351899,-4.5242171,-0.098995827,-4.5819073,-0.16524172,29.316565,-0.73307633,1.5365076,-0.78081292,-0.024139099,3.2547364,-3.2269216,-3.1440363,-9.9881945,-10.389029,-10.174371,0.0062775416,-1.4139899,0.024351899,-4.5242171,-0.098995827,-4.5819073,-0.16524172,29.316565,-0.73307633,1.5365076,-0.78081292,-0.024139099,3.2547364,-3.2269216,-3.1440363,-9.9881945,-10.389029,-10.174371
0.57300001,1,0,1,-3.1536109,-4.645823,3.1536109,-20.726751,-0.18028948,-20.74744,1.5428715,-0.78406107,-0.019721981,4.5834646,-3.1536109,-0.062357962,0.17513433,-10.491787,14.252657,1,0,1,-3.1536109,-4.645823,3.1536109,-20.726751,-0.18028948,-20.74744,1.5428715,-0.78406107,-0.019721981,4.5834646,-3.1536109,-0.062357962,0.17513433,-10.491787,14.252657,0.0017532718,-1.4140743,0.019769648,-4.524312,-0.069676764,-4.5825691,-0.024248092,29.321287,-0.59042382,1.5428715,-0.78406107,-0.019721981,3.2446985,-3.2372952,-3.1542273,-10.087185,-10.358214,-10.207966,0.0017532718,-1.4140743,0.019769648,-4.524312,-0.069676764,-4.5825691,-0.024248092,29.321287,-0.59042382,1.5428715,-0.78406107,-0.019721981,3.2446985,-3.2372952,-3.1542273,-10.087185,-10.358214,-10.207966
0.574,1,-3.469447e-18,1,-3.1640871,-4.6316748,3.1640871,-20.694717,-0.13215248,-20.780588,1.5492764,-0.78729957,-0.015247018,4.5836167,-3.1640871,-0.048057921,0.12867498,-10.460681,14.347425,1,-3.469447e-18,1,-3.1640871,-4.6316748,3.1640871,-20.694717,-0.13215248,-20.780588,1.5492764,-0.78729957,-0.015247018,4.5836167,-3.1640871,-0.048057921,0.12867498,-10.460681,14.347425,-0.0027710262,-1.4141293,0.015186806,-4.5242658,-0.040353887,-4.5830879,0.1167588,29.324179,-0.44772801,1.5492764,-0.78729957,-0.015247018,3.2345619,-3.2476377,-3.1644521,-10.186191,-10.326787,-10.241583,-0.0027710262,-1.4141293,0.015186806,-4.5242658,-0.040353887,-4.5830879,0.1167588,29.324179,-0.44772801,1.5492764,-0.78729957,-0.015247018,3.2345619,-3.2476377,-3.1644521,-10.186191,-10.326787,-10.241583
0.57499999,1,0,1,-3.1745317,-4.6173854,3.1745317,-20.662031,-0.084310353,-20.81352,1.5557226,-0.79052812,-0.010713675,4.5837221,-3.1745317,-0.033663087,0.082221456,-10.428943,14.442218,1,0,1,-3.1745317,-4.6173854,3.1745317,-20.662031,-0.084310353,-20.81352,1.5557226,-0.79052812,-0.010713675,4.5837221,-3.1745317,-0.033663087,0.082221456,-10.428943,14.442218,-0.0072951876,-1.414155,0.010603515,-4.5240779,-0.011029086,-4.5834646,0.25776505,29.325241,-0.30500209,1.5557226,-0.79052812,-0.010713675,3.2243261,-3.2579486,-3.1747103,-10.285206,-10.294742,-10.275218,-0.0072951876,-1.414155,0.010603515,-4.5240779,-0.011029086,-4.5834646,0.25776505,29.325241,-0.30500209,1.5557226,-0.79052812,-0.010713675,3.2243261,-3.2579486,-3.1747103,-10.285206,-10.294742,-10.275218
0.57599998,1,0,1,-3.1849444,-4.6029544,3.1849444,-20.628695,-0.036767513,-20.846235,1.5622108,-0.79374635,-0.0061214268,4.5837812,-3.1849444,-0.019173453,0.035775334,-10.39657,14.537029,1,0,1,-3.1849444,-4.6029544,3.1849444,-20.628695,-0.036767513,-20.846235,1.5622108,-0.79374635,-0.0061214268,4.5837812,-3.1849444,-0.019173453,0.035775334,-10.39657,14.537029,-0.011819086,-1.4141513,0.0060199187,-4.5237494,0.018295845,-4.5836978,0.3987579,29.324471,-0.16225949,1.5622108,-0.79374635,-0.0061214268,3.2139916,-3.2682269,-3.1850021,-10.384225,-10.262077,-10.30887,-0.011819086,-1.4141513,0.0060199187,-4.5237494,0.018295845,-4.5836978,0.3987579,29.324471,-0.16225949,1.5622108,-0.79374635,-0.0061214268,3.2139916,-3.2682269,-3.1850021,-10.384225,-10.262077,-10.30887
0.57700002,1,-2.1684043e-19,1,-3.1953242,-4.5883827,3.1953242,-20.594711,0.010471622,-20.878736,1.5687414,-0.79695386,-0.001469743,4.5837936,-3.1953242,-0.0045890007,-0.010661808,-10.363559,14.631853,1,-2.1684043e-19,1,-3.1953242,-4.5883827,3.1953242,-20.594711,0.010471622,-20.878736,1.5687414,-0.79695386,-0.001469743,4.5837936,-3.1953242,-0.0045890007,-0.010661808,-10.363559,14.631853,-0.016342584,-1.4141184,0.0014361597,-4.5232797,0.047619089,-4.5837889,0.53972429,29.321873,-0.01951359,1.5687414,-0.79695386,-0.001469743,3.2035577,-3.2784722,-3.1953275,-10.483244,-10.22879,-10.342534,-0.016342584,-1.4141184,0.0014361597,-4.5232797,0.047619089,-4.5837889,0.53972429,29.321873,-0.01951359,1.5687414,-0.79695386,-0.001469743,3.2035577,-3.2784722,-3.1953275,-10.483244,-10.22879,-10.342534
0.57800001,1,-4.3368087e-19,1,-3.2056708,-4.5736694,3.2056708,-20.560081,0.057402644,-20.911018,-1.5662777,-2.3414423,-3.1383507,4.5837598,-3.2056708,0.010090278,-0.057088405,-10.329906,14.726685,1,-4.3368087e-19,1,-3.2056708,-4.5736694,3.2056708,-20.560081,0.057402644,-20.911018,-1.5662777,-2.3414423,-3.1383507,4.5837598,-3.2056708,0.010090278,-0.057088405,-10.329906,14.726685,-0.020865543,-1.4140562,-0.0031476184,-4.5226693,0.076938815,-4.5837369,0.68065107,29.317444,0.12322227,-1.5662777,-2.3414423,-3.1383507,3.1930251,-3.2886839,-3.2056866,-10.582258,-10.194879,-10.376209,-0.020865543,-1.4140562,-0.0031476184,-4.5226693,0.076938815,-4.5837369,0.68065107,29.317444,0.12322227,-1.5662777,-2.3414423,-3.1383507,3.1930251,-3.2886839,-3.2056866,-10.582258,-10.194879,-10.376209
0.579,1,8.6736174e-19,1,-3.2159832,-4.558815,3.2159832,-20.524807,0.10402115,-20.943083,-1.5596609,-2.3382573,-3.1335785,4.5836792,-3.2159832,0.024864389,-0.10350289,-10.295609,14.821517,1,8.6736174e-19,1,-3.2159832,-4.558815,3.2159832,-20.524807,0.10402115,-20.943083,-1.5596609,-2.3382573,-3.1335785,4.5836792,-3.2159832,0.024864389,-0.10350289,-10.295609,14.821517,-0.02538782,-1.4139645,-0.0077312733,-4.5219178,0.1062532,-4.5835423,0.82152504,29.311186,0.26593474,-1.5596609,-2.3382573,-3.1335785,3.1823933,-3.2988615,-3.2160795,-10.681261,-10.160338,-10.409891,-0.02538782,-1.4139645,-0.0077312733,-4.5219178,0.1062532,-4.5835423,0.82152504,29.311186,0.26593474,-1.5596609,-2.3382573,-3.1335785,3.1823933,-3.2988615,-3.2160795,-10.681261,-10.160338,-10.409891
0.57999998,1,-3.469447e-18,1,-3.2262611,-4.543819,3.2262611,-20.488886,0.15032274,-20.974928,-1.5530002,-2.3350842,-3.1287456,4.5835524,-3.2262611,0.039733328,-0.1499037,-10.260666,14.916347,1,-3.469447e-18,1,-3.2262611,-4.543819,3.2262611,-20.488886,0.15032274,-20.974928,-1.5530002,-2.3350842,-3.1287456,4.5835524,-3.2262611,0.039733328,-0.1499037,-10.260666,14.916347,-0.029909274,-1.4138436,-0.012314662,-4.5210257,0.13556041,-4.5832047,0.96233302,29.303099,0.40861049,-1.5530002,-2.3350842,-3.1287456,3.1716626,-3.3090043,-3.2265058,-10.78025,-10.125168,-10.443578,-0.029909274,-1.4138436,-0.012314662,-4.5210257,0.13556041,-4.5832047,0.96233302,29.303099,0.40861049,-1.5530002,-2.3350842,-3.1287456,3.1716626,-3.3090043,-3.2265058,-10.78025,-10.125168,-10.443578
0.58099997,1,3.469447e-18,1,-3.2365038,-4.5286822,3.2365038,-20.452324,0.196303,-21.006554,-1.5462953,-2.3319232,-3.1238508,4.5833793,-3.2365038,0.054697093,-0.19628927,-10.225072,15.011166,1,3.469447e-18,1,-3.2365038,-4.5286822,3.2365038,-20.452324,0.196303,-21.006554,-1.5462953,-2.3319232,-3.1238508,4.5833793,-3.2365038,0.054697093,-0.19628927,-10.225072,15.011166,-0.034429766,-1.4136934,-0.016897643,-4.5199924,0.16485861,-4.582725,1.1030619,29.293186,0.55123621,-1.5462953,-2.3319232,-3.1238508,3.1608329,-3.3191113,-3.2369659,-10.879218,-10.089363,-10.477265,-0.034429766,-1.4136934,-0.016897643,-4.5199924,0.16485861,-4.582725,1.1030619,29.293186,0.55123621,-1.5462953,-2.3319232,-3.1238508,3.1608329,-3.3191113,-3.2369659,-10.879218,-10.089363,-10.477265
0.58200002,1,3.469447e-18,1,-3.2467105,-4.5134039,3.2467105,-20.415117,0.24195752,-21.037956,-1.5395454,-2.3287752,-3.1188939,4.5831594,-3.2467105,0.069755666,-0.24265802,-10.188824,15.105968,1,3.469447e-18,1,-3.2467105,-4.5134039,3.2467105,-20.415117,0.24195752,-21.037956,-1.5395454,-2.3287752,-3.1188939,4.5831594,-3.2467105,0.069755666,-0.24265802,-10.188824,15.105968,-0.038949154,-1.4135139,-0.02148007,-4.5188184,0.19414598,-4.5821023,1.2436985,29.281446,0.69379848,-1.5395454,-2.3287752,-3.1188939,3.1499043,-3.3291824,-3.2474599,-10.97816,-10.052922,-10.51095,-0.038949154,-1.4135139,-0.02148007,-4.5188184,0.19414598,-4.5821023,1.2436985,29.281446,0.69379848,-1.5395454,-2.3287752,-3.1188939,3.1499043,-3.3291824,-3.2474599,-10.97816,-10.052922,-10.51095
0.583,1,0,1,-3.2568808,-4.4979849,3.2568808,-20.377274,0.28728193,-21.069138,-1.5327504,-2.3256397,-3.1138744,4.5828938,-3.2568808,0.084909037,-0.28900841,-10.15192,15.20075,1,0,1,-3.2568808,-4.4979849,3.2568808,-20.377274,0.28728193,-21.069138,-1.5327504,-2.3256397,-3.1138744,4.5828938,-3.2568808,0.084909037,-0.28900841,-10.15192,15.20075,-0.043467298,-1.4133052,-0.026061805,-4.5175042,0.22342069,-4.581337,1.3842298,29.267881,0.8362841,-1.5327504,-2.3256397,-3.1138744,3.1388767,-3.3392167,-3.2579873,-11.077071,-10.015841,-10.544631,-0.043467298,-1.4133052,-0.026061805,-4.5175042,0.22342069,-4.581337,1.3842298,29.267881,0.8362841,-1.5327504,-2.3256397,-3.1138744,3.1388767,-3.3392167,-3.2579873,-11.077071,-10.015841,-10.544631
0.58399999,1,0,1,-3.2670138,-4.4824243,3.2670138,-20.338789,0.33227178,-21.100096,-1.5259097,-2.3225181,-3.1087921,4.5825815,-3.2670138,0.10015716,-0.33533883,-10.114357,15.295505,1,0,1,-3.2670138,-4.4824243,3.2670138,-20.338789,0.33227178,-21.100096,-1.5259097,-2.3225181,-3.1087921,4.5825815,-3.2670138,0.10015716,-0.33533883,-10.114357,15.295505,-0.04798406,-1.4130671,-0.030642705,-4.5160494,0.25268096,-4.5804296,1.5246425,29.252495,0.97867978,-1.5259097,-2.3225181,-3.1087921,3.1277502,-3.3492138,-3.2685485,-11.175946,-9.9781179,-10.578302,-0.04798406,-1.4130671,-0.030642705,-4.5160494,0.25268096,-4.5804296,1.5246425,29.252495,0.97867978,-1.5259097,-2.3225181,-3.1087921,3.1277502,-3.3492138,-3.2685485,-11.175946,-9.9781179,-10.578302
0.58499998,1,-6.9388939e-18,1,-3.2771087,-4.466723,3.2771087,-20.299665,0.37692276,-21.130831,-1.5190227,-2.3194101,-3.1036458,4.5822229,-3.2771087,0.11550003,-0.38164774,-10.076132,15.390224,1,-6.9388939e-18,1,-3.2771087,-4.466723,3.2771087,-20.299665,0.37692276,-21.130831,-1.5190227,-2.3194101,-3.1036458,4.5822229,-3.2771087,0.11550003,-0.38164774,-10.076132,15.390224,-0.052499294,-1.4127997,-0.035222623,-4.5144544,0.2819249,-4.5793796,1.6649237,29.235287,1.1209722,-1.5190227,-2.3194101,-3.1036458,3.1165247,-3.3591726,-3.2791436,-11.27478,-9.9397507,-10.611963,-0.052499294,-1.4127997,-0.035222623,-4.5144544,0.2819249,-4.5793796,1.6649237,29.235287,1.1209722,-1.5190227,-2.3194101,-3.1036458,3.1165247,-3.3591726,-3.2791436,-11.27478,-9.9397507,-10.611963
0.58600003,1,6.9388939e-18,1,-3.2871652,-4.4508805,3.2871652,-20.259909,0.42123038,-21.161339,-1.5120891,-2.3163164,-3.0984356,4.5818181,-3.2871652,0.13093761,-0.42793357,-10.037241,15.484903,1,6.9388939e-18,1,-3.2871652,-4.4508805,3.2871652,-20.259909,0.42123038,-21.161339,-1.5120891,-2.3163164,-3.0984356,4.5818181,-3.2871652,0.13093761,-0.42793357,-10.037241,15.484903,-0.057012867,-1.4125032,-0.039801423,-4.5127187,0.31115073,-4.5781875,1.8050601,29.216259,1.263148,-1.5120891,-2.3163164,-3.0984356,3.1052005,-3.3690927,-3.289772,-11.373568,-9.9007349,-10.645609,-0.057012867,-1.4125032,-0.039801423,-4.5127187,0.31115073,-4.5781875,1.8050601,29.216259,1.263148,-1.5120891,-2.3163164,-3.0984356,3.1052005,-3.3690927,-3.289772,-11.373568,-9.9007349,-10.645609
0.58700001,1,-6.9388939e-18,1,-3.2971826,-4.4348969,3.2971826,-20.219517,0.46519032,-21.191622,-1.5051084,-2.3132374,-3.0931606,4.581367,-3.2971826,0.14646983,-0.47419474,-9.9976816,15.579536,1,-6.9388939e-18,1,-3.2971826,-4.4348969,3.2971826,-20.219517,0.46519032,-21.191622,-1.5051084,-2.3132374,-3.0931606,4.581367,-3.2971826,0.14646983,-0.47419474,-9.9976816,15.579536,-0.061524633,-1.4121774,-0.044378955,-4.5108438,0.34035662,-4.5768533,1.945039,29.195415,1.405194,-1.5051084,-2.3132374,-3.0931606,3.0937777,-3.3789737,-3.3004341,-11.472301,-9.8610687,-10.679235,-0.061524633,-1.4121774,-0.044378955,-4.5108438,0.34035662,-4.5768533,1.945039,29.195415,1.405194,-1.5051084,-2.3132374,-3.0931606,3.0937777,-3.3789737,-3.3004341,-11.472301,-9.8610687,-10.679235
0.588,1,6.9388939e-18,1,-3.3071599,-4.4187727,3.3071599,-20.17849,0.50879818,-21.221676,-1.49808,-2.3101735,-3.0878205,4.5808697,-3.3071599,0.16209665,-0.52042967,-9.9574518,15.674116,1,6.9388939e-18,1,-3.3071599,-4.4187727,3.3071599,-20.17849,0.50879818,-21.221676,-1.49808,-2.3101735,-3.0878205,4.5808697,-3.3071599,0.16209665,-0.52042967,-9.9574518,15.674116,-0.066034459,-1.4118226,-0.048955087,-4.5088282,0.36954078,-4.575377,2.0848472,29.172758,1.5470971,-1.49808,-2.3101735,-3.0878205,3.0822561,-3.3888144,-3.31113,-11.570978,-9.8207493,-10.712841,-0.066034459,-1.4118226,-0.048955087,-4.5088282,0.36954078,-4.575377,2.0848472,29.172758,1.5470971,-1.49808,-2.3101735,-3.0878205,3.0822561,-3.3888144,-3.31113,-11.570978,-9.8207493,-10.712841
0.58899999,1,6.9388939e-18,1,-3.3170967,-4.4025078,3.3170967,-20.136835,0.55204958,-21.251503,-1.4910038,-2.3071251,-3.0824146,4.5803261,-3.3170967,0.17781803,-0.56663686,-9.9165487,15.768637,1,6.9388939e-18,1,-3.3170967,-4.4025078,3.3170967,-20.136835,0.55204958,-21.251503,-1.4910038,-2.3071251,-3.0824146,4.5803261,-3.3170967,0.17781803,-0.56663686,-9.9165487,15.768637,-0.070542201,-1.4114385,-0.053529669,-4.5066733,0.39870137,-4.5737591,2.2244718,29.148291,1.688844,-1.4910038,-2.3071251,-3.0824146,3.0706358,-3.3986146,-3.3218594,-11.669592,-9.7797747,-10.746421,-0.070542201,-1.4114385,-0.053529669,-4.5066733,0.39870137,-4.5737591,2.2244718,29.148291,1.688844,-1.4910038,-2.3071251,-3.0824146,3.0706358,-3.3986146,-3.3218594,-11.669592,-9.7797747,-10.746421
0.58999997,1,0,1,-3.3269925,-4.3861022,3.3269925,-20.094549,0.59494013,-21.281101,-1.483879,-2.3040929,-3.0769424,4.5797362,-3.3269925,0.1936339,-0.61281466,-9.8749676,15.863091,1,0,1,-3.3269925,-4.3861022,3.3269925,-20.094549,0.59494013,-21.281101,-1.483879,-2.3040929,-3.0769424,4.5797362,-3.3269925,0.1936339,-0.61281466,-9.8749676,15.863091,-0.075047716,-1.4110252,-0.058102559,-4.5043788,0.42783663,-4.5719991,2.3638997,29.122013,1.8304216,-1.483879,-2.3040929,-3.0769424,3.0589168,-3.4083736,-3.3326225,-11.768137,-9.7381401,-10.779971,-0.075047716,-1.4110252,-0.058102559,-4.5043788,0.42783663,-4.5719991,2.3638997,29.122013,1.8304216,-1.483879,-2.3040929,-3.0769424,3.0589168,-3.4083736,-3.3326225,-11.768137,-9.7381401,-10.779971
0.59100002,1,0,1,-3.3368461,-4.369556,3.3368461,-20.051636,0.63746548,-21.310471,-1.4767052,-2.3010771,-3.071404,4.5791001,-3.3368461,0.20954418,-0.65896159,-9.8327074,15.957474,1,0,1,-3.3368461,-4.369556,3.3368461,-20.051636,0.63746548,-21.310471,-1.4767052,-2.3010771,-3.071404,4.5791001,-3.3368461,0.20954418,-0.65896159,-9.8327074,15.957474,-0.079550877,-1.4105828,-0.062673621,-4.501945,0.45694467,-4.5700979,2.503118,29.093933,1.9718167,-1.4767052,-2.3010771,-3.071404,3.0470996,-3.4180906,-3.3434191,-11.866607,-9.6958456,-10.81349,-0.079550877,-1.4105828,-0.062673621,-4.501945,0.45694467,-4.5700979,2.503118,29.093933,1.9718167,-1.4767052,-2.3010771,-3.071404,3.0470996,-3.4180906,-3.3434191,-11.866607,-9.6958456,-10.81349
0.59200001,1,0,1,-3.3466573,-4.3528695,3.3466573,-20.008097,0.67962128,-21.339607,-1.4694822,-2.2980781,-3.065798,4.5784183,-3.3466573,0.22554882,-0.70507604,-9.7897654,16.051777,1,0,1,-3.3466573,-4.3528695,3.3466573,-20.008097,0.67962128,-21.339607,-1.4694822,-2.2980781,-3.065798,4.5784183,-3.3466573,0.22554882,-0.70507604,-9.7897654,16.051777,-0.084051535,-1.4101113,-0.067242712,-4.4993725,0.48602378,-4.5680556,2.6421142,29.064051,2.1130161,-1.4694822,-2.2980781,-3.065798,3.0351837,-3.4277649,-3.3542492,-11.964996,-9.6528873,-10.846972,-0.084051535,-1.4101113,-0.067242712,-4.4993725,0.48602378,-4.5680556,2.6421142,29.064051,2.1130161,-1.4694822,-2.2980781,-3.065798,3.0351837,-3.4277649,-3.3542492,-11.964996,-9.6528873,-10.846972
0.59299999,1,0,1,-3.3564253,-4.3360424,3.3564253,-19.963934,0.72140312,-21.368511,-1.4622093,-2.2950964,-3.0601244,4.5776901,-3.3564253,0.24164771,-0.75115639,-9.7461376,16.145994,1,0,1,-3.3564253,-4.3360424,3.3564253,-19.963934,0.72140312,-21.368511,-1.4622093,-2.2950964,-3.0601244,4.5776901,-3.3564253,0.24164771,-0.75115639,-9.7461376,16.145994,-0.088549554,-1.4096107,-0.071809687,-4.4966607,0.51507211,-4.5658722,2.780875,29.03237,2.2540069,-1.4622093,-2.2950964,-3.0601244,3.0231695,-3.437396,-3.3651128,-12.0633,-9.6092615,-10.880415,-0.088549554,-1.4096107,-0.071809687,-4.4966607,0.51507211,-4.5658722,2.780875,29.03237,2.2540069,-1.4622093,-2.2950964,-3.0601244,3.0231695,-3.437396,-3.3651128,-12.0633,-9.6092615,-10.880415
