"Time","transformer.pin_n1.reference.gamma","transformer.pin_n2.reference.gamma","currentSensor.abs_i","currentSensor.arg_i"
0.57050002,24922396,24922396,9.3532653e-05,1.0540671
0.57059997,24928276,24928276,9.416839e-05,1.0557829
0.57069999,24934156,24934156,9.480655e-05,1.0574763
0.57080001,24940038,24940038,9.5447125e-05,1.0591477
0.57090002,24945920,24945920,9.6090138e-05,1.0607973
0.57099998,24951802,24951802,9.6735588e-05,1.0624255
0.5711,24957686,24957686,9.7383483e-05,1.0640324
0.57120001,24963570,24963570,9.8033823e-05,1.0656186
0.57130003,24969454,24969454,9.8686622e-05,1.0671841
0.57139999,24975338,24975338,9.934188e-05,1.0687293
0.5715,24981224,24981224,9.9999612e-05,1.0702543
0.57160002,24987110,24987110,0.00010065982,1.0717597
0.57169998,24992998,24992998,0.00010132251,1.0732454
0.57179999,24998886,24998886,0.00010198769,1.0747118
0.57190001,25004774,25004774,0.00010265537,1.0761592
0.57200003,25010662,25010662,0.00010332555,1.0775878
0.57209998,25016552,25016552,0.00010399825,1.0789979
0.5722,25022442,25022442,0.00010467348,1.0803895
0.57230002,25028334,25028334,0.00010535122,1.0817631
0.57239997,25034226,25034226,0.00010603152,1.0831188
0.57249999,25040118,25040118,0.00010671435,1.0844569
0.57260001,25046010,25046010,0.00010739974,1.0857775
0.57270002,25051904,25051904,0.00010808769,1.087081
0.57279998,25057798,25057798,0.00010877821,1.0883675
0.5729,25063692,25063692,0.00010947132,1.089637
0.57300001,25069588,25069588,0.00011016701,1.09089
0.57309997,25075484,25075484,0.00011086529,1.0921267
0.57319999,25081380,25081380,0.00011156619,1.0933472
0.5733,25087278,25087278,0.00011226971,1.0945516
0.57340002,25093176,25093176,0.00011297585,1.0957402
0.57349998,25099076,25099076,0.00011368463,1.0969131
0.57359999,25104974,25104974,0.00011439605,1.0980706
0.57370001,25110874,25110874,0.00011511013,1.0992129
0.57380003,25116776,25116776,0.00011582688,1.10034
0.57389998,25122676,25122676,0.0001165463,1.1014522
0.574,25128578,25128578,0.00011726841,1.1025498
0.57410002,25134480,25134480,0.00011799321,1.1036327
0.57419997,25140384,25140384,0.00011872072,1.1047012
0.57429999,25146288,25146288,0.00011945095,1.1057553
0.57440001,25152192,25152192,0.0001201839,1.1067954
0.57450002,25158098,25158098,0.0001209196,1.1078216
0.57459998,25164004,25164004,0.00012165804,1.108834
0.5747,25169910,25169910,0.00012239926,1.1098328
0.57480001,25175816,25175816,0.00012314324,1.1108179
0.57489997,25181724,25181724,0.00012389,1.1117898
0.57499999,25187634,25187634,0.00012463957,1.1127485
0.5751,25193542,25193542,0.00012539193,1.1136941
0.57520002,25199452,25199452,0.00012614712,1.1146268
0.57529998,25205362,25205362,0.00012690514,1.1155467
0.57539999,25211274,25211274,0.000127666,1.1164539
0.57550001,25217184,25217184,0.00012842973,1.1173486
0.57560003,25223098,25223098,0.00012919633,1.1182308
0.57569999,25229010,25229010,0.00012996579,1.1191008
0.5758,25234924,25234924,0.00013073816,1.1199586
0.57590002,25240838,25240838,0.00013151343,1.1208045
0.57599998,25246754,25246754,0.00013229162,1.1216384
0.57609999,25252668,25252668,0.00013307274,1.1224605
0.57620001,25258584,25258584,0.00013385681,1.123271
0.57630002,25264502,25264502,0.00013464384,1.1240698
0.57639998,25270420,25270420,0.00013543383,1.1248573
0.5765,25276338,25276338,0.00013622681,1.1256334
0.57660002,25282256,25282256,0.0001370228,1.1263982
0.57669997,25288176,25288176,0.00013782179,1.127152
0.57679999,25294096,25294096,0.00013862381,1.1278946
0.57690001,25300016,25300016,0.00013942887,1.1286265
0.57700002,25305938,25305938,0.000140237,1.1293474
0.57709998,25311860,25311860,0.00014104819,1.1300577
0.5772,25317782,25317782,0.00014186246,1.1307573
0.57730001,25323706,25323706,0.00014267983,1.1314464
0.57740003,25329630,25329630,0.00014350032,1.132125
0.57749999,25335554,25335554,0.00014432393,1.1327934
0.5776,25341480,25341480,0.0001451507,1.1334515
0.57770002,25347406,25347406,0.00014598061,1.1340994
0.57779998,25353332,25353332,0.00014681371,1.1347373
0.57789999,25359260,25359260,0.00014764997,1.1353651
0.57800001,25365188,25365188,0.00014848947,1.1359831
0.57810003,25371116,25371116,0.00014933218,1.1365912
0.57819998,25377046,25377046,0.00015017812,1.1371896
0.5783,25382976,25382976,0.00015102731,1.1377784
0.57840002,25388906,25388906,0.00015187978,1.1383576
0.57849997,25394838,25394838,0.00015273553,1.1389273
0.57859999,25400768,25400768,0.00015359459,1.1394876
0.57870001,25406702,25406702,0.00015445695,1.1400385
0.57880002,25412634,25412634,0.00015532266,1.1405802
0.57889998,25418568,25418568,0.00015619173,1.1411127
0.579,25424502,25424502,0.00015706415,1.141636
0.57910001,25430438,25430438,0.00015793997,1.1421504
0.57920003,25436374,25436374,0.00015881918,1.1426557
0.57929999,25442310,25442310,0.00015970183,1.1431521
0.5794,25448248,25448248,0.00016058791,1.1436397
0.57950002,25454184,25454184,0.00016147744,1.1441184
0.57959998,25460124,25460124,0.00016237044,1.1445885
0.57969999,25466062,25466062,0.00016326694,1.1450499
0.57980001,25472002,25472002,0.00016416697,1.1455027
0.57990003,25477942,25477942,0.00016507051,1.145947
0.57999998,25483882,25483882,0.0001659776,1.1463828
0.5801,25489824,25489824,0.00016688826,1.1468102
0.58020002,25495766,25495766,0.0001678025,1.1472292
0.58029997,25501710,25501710,0.00016872035,1.1476399
0.58039999,25507654,25507654,0.00016964182,1.1480424
0.58050001,25513598,25513598,0.00017056694,1.1484367
0.58060002,25519542,25519542,0.00017149572,1.1488229
0.58069998,25525488,25525488,0.00017242818,1.149201
0.5808,25531434,25531434,0.00017336434,1.1495711
0.58090001,25537382,25537382,0.00017430422,1.1499332
0.58099997,25543328,25543328,0.00017524786,1.1502874
0.58109999,25549276,25549276,0.00017619524,1.1506336
0.5812,25555226,25555226,0.00017714642,1.1509721
0.58130002,25561174,25561174,0.0001781014,1.1513028
0.58139998,25567124,25567124,0.0001790602,1.1516258
0.58149999,25573076,25573076,0.00018002285,1.1519409
0.58160001,25579028,25579028,0.00018098937,1.1522486
0.58170003,25584980,25584980,0.00018195978,1.1525487
0.58179998,25590932,25590932,0.00018293409,1.1528411
0.5819,25596886,25596886,0.00018391234,1.153126
0.58200002,25602840,25602840,0.00018489455,1.1534035
0.58209997,25608794,25608794,0.00018588074,1.1536735
0.58219999,25614750,25614750,0.00018687091,1.1539363
0.58230001,25620706,25620706,0.00018786511,1.1541915
0.58240002,25626662,25626662,0.00018886336,1.1544396
0.58249998,25632620,25632620,0.00018986566,1.1546803
0.5826,25638578,25638578,0.00019087207,1.1549138
0.58270001,25644536,25644536,0.00019188259,1.15514
0.58279997,25650496,25650496,0.00019289723,1.1553591
0.58289999,25656456,25656456,0.00019391606,1.1555711
0.583,25662416,25662416,0.00019493904,1.155776
0.58310002,25668376,25668376,0.00019596625,1.1559738
0.58319998,25674338,25674338,0.00019699769,1.1561646
0.58329999,25680302,25680302,0.00019803338,1.1563483
0.58340001,25686264,25686264,0.00019907336,1.1565253
0.58350003,25692228,25692228,0.00020011765,1.1566951
0.58359998,25698192,25698192,0.00020116626,1.1568581
0.5837,25704158,25704158,0.00020221922,1.1570141
0.58380002,25710124,25710124,0.00020327658,1.1571634
0.58389997,25716090,25716090,0.00020433834,1.1573058
0.58399999,25722058,25722058,0.00020540453,1.1574415
0.58410001,25728026,25728026,0.00020647519,1.1575704
0.58420002,25733994,25733994,0.00020755033,1.1576924
0.58429998,25739962,25739962,0.00020862998,1.1578078
0.5844,25745932,25745932,0.00020971417,1.1579165
0.58450001,25751902,25751902,0.00021080293,1.1580186
0.58459997,25757874,25757874,0.00021189629,1.1581141
0.58469999,25763846,25763846,0.00021299426,1.1582029
0.5848,25769818,25769818,0.00021409687,1.158285
0.58490002,25775790,25775790,0.00021520417,1.1583606
0.58499998,25781764,25781764,0.00021631618,1.1584297
0.5851,25787738,25787738,0.00021743291,1.1584922
0.58520001,25793714,25793714,0.00021855441,1.1585482
0.58530003,25799690,25799690,0.0002196807,1.1585977
0.58539999,25805666,25805666,0.00022081182,1.1586407
0.5855,25811642,25811642,0.00022194778,1.1586773
0.58560002,25817620,25817620,0.00022308862,1.1587075
0.58569998,25823598,25823598,0.00022423436,1.1587312
0.58579999,25829578,25829578,0.00022538504,1.1587486
0.58590001,25835558,25835558,0.00022654069,1.1587595
0.58600003,25841538,25841538,0.00022770134,1.1587641
0.58609998,25847518,25847518,0.00022886702,1.1587623
0.5862,25853500,25853500,0.00023003777,1.1587541
0.58630002,25859482,25859482,0.00023121361,1.1587397
0.58639997,25865466,25865466,0.00023239457,1.1587189
0.58649999,25871448,25871448,0.00023358068,1.1586918
0.58660001,25877432,25877432,0.00023477199,1.1586584
0.58670002,25883418,25883418,0.0002359685,1.1586188
0.58679998,25889404,25889404,0.00023717029,1.1585729
0.5869,25895390,25895390,0.00023837735,1.1585207
0.58700001,25901376,25901376,0.00023958973,1.1584623
0.58710003,25907364,25907364,0.00024080747,1.1583977
0.58719999,25913352,25913352,0.00024203058,1.1583267
0.5873,25919340,25919340,0.00024325913,1.1582497
0.58740002,25925330,25925330,0.00024449313,1.1581664
0.58749998,25931320,25931320,0.0002457326,1.1580769
0.58759999,25937310,25937310,0.00024697761,1.1579813
0.58770001,25943302,25943302,0.00024822817,1.1578794
0.58780003,25949294,25949294,0.00024948435,1.1577713
0.58789998,25955288,25955288,0.00025074615,1.1576571
0.588,25961280,25961280,0.00025201359,1.1575367
0.58810002,25967274,25967274,0.00025328677,1.1574103
0.58819997,25973270,25973270,0.00025456568,1.1572776
0.58829999,25979264,25979264,0.00025585035,1.1571387
0.58840001,25985260,25985260,0.00025714084,1.1569937
0.58850002,25991258,25991258,0.00025843721,1.1568427
0.58859998,25997254,25997254,0.00025973943,1.1566854
0.5887,26003252,26003252,0.00026104762,1.156522
0.58880001,26009252,26009252,0.00026236175,1.1563525
0.58890003,26015250,26015250,0.0002636819,1.1561768
0.58899999,26021250,26021250,0.00026500807,1.155995
0.5891,26027252,26027252,0.00026634036,1.1558071
0.58920002,26033252,26033252,0.00026767873,1.1556131
0.58929998,26039254,26039254,0.00026902329,1.1554129
0.58939999,26045258,26045258,0.00027037406,1.1552066
0.58950001,26051260,26051260,0.00027173109,1.1549941
0.58960003,26057264,26057264,0.0002730944,1.1547756
0.58969998,26063270,26063270,0.00027446402,1.1545509
0.5898,26069274,26069274,0.00027584002,1.15432
0.58990002,26075280,26075280,0.00027722245,1.154083
0.58999997,26081288,26081288,0.00027861132,1.1538398
0.59009999,26087294,26087294,0.0002800067,1.1535906
0.59020001,26093302,26093302,0.00028140863,1.1533352
0.59030002,26099310,26099310,0.00028281714,1.1530735
0.59039998,26105320,26105320,0.00028423229,1.1528058
0.5905,26111330,26111330,0.0002856541,1.1525319
0.59060001,26117340,26117340,0.00028708266,1.1522518
0.59069997,26123352,26123352,0.00028851797,1.1519655
0.59079999,26129364,26129364,0.00028996009,1.1516731
0.5909,26135376,26135376,0.00029140909,1.1513745
0.59100002,26141390,26141390,0.00029286498,1.1510695
0.59109998,26147404,26147404,0.00029432782,1.1507585
0.59119999,26153418,26153418,0.00029579765,1.1504412
0.59130001,26159432,26159432,0.00029727456,1.1501178
0.59140003,26165448,26165448,0.00029875856,1.149788
0.59149998,26171466,26171466,0.0003002497,1.149452
0.5916,26177482,26177482,0.00030174802,1.1491097
0.59170002,26183500,26183500,0.00030325362,1.1487612
0.59179997,26189518,26189518,0.00030476649,1.1484064
0.59189999,26195538,26195538,0.0003062867,1.1480453
0.59200001,26201558,26201558,0.00030781433,1.1476779
0.59210002,26207578,26207578,0.00030934939,1.1473042
0.59219998,26213600,26213600,0.00031089195,1.1469241
0.5923,26219620,26219620,0.00031244208,1.1465378
0.59240001,26225644,26225644,0.0003139998,1.1461451
0.59249997,26231666,26231666,0.00031556518,1.145746
0.59259999,26237690,26237690,0.00031713827,1.1453404
0.5927,26243714,26243714,0.00031871913,1.1449286
0.59280002,26249740,26249740,0.00032030782,1.1445103
0.59289998,26255766,26255766,0.00032190437,1.1440855
0.59299999,26261792,26261792,0.00032350887,1.1436543
0.59310001,26267818,26267818,0.00032512133,1.1432166
0.59320003,26273846,26273846,0.00032674184,1.1427726
0.59329998,26279876,26279876,0.00032837046,1.1423218
0.5934,26285904,26285904,0.00033000726,1.1418647
0.59350002,26291934,26291934,0.00033165223,1.1414009
0.59359998,26297964,26297964,0.00033330551,1.1409307
0.59369999,26303996,26303996,0.00033496713,1.1404538
0.59380001,26310026,26310026,0.00033663714,1.1399704
0.59390002,26316060,26316060,0.00033831559,1.1394804
0.59399998,26322092,26322092,0.00034000256,1.1389836
0.5941,26328126,26328126,0.00034169812,1.1384802
0.59420002,26334160,26334160,0.00034340229,1.1379701
0.59429997,26340196,26340196,0.0003451152,1.1374533
0.59439999,26346232,26346232,0.00034683684,1.1369299
0.59450001,26352268,26352268,0.00034856732,1.1363995
0.59460002,26358304,26358304,0.00035030671,1.1358625
0.59469998,26364342,26364342,0.00035205504,1.1353186
0.5948,26370380,26370380,0.00035381239,1.1347679
0.59490001,26376420,26376420,0.00035557884,1.1342103
0.59500003,26382460,26382460,0.00035735444,1.1336459
0.59509999,26388500,26388500,0.00035913926,1.1330745
0.5952,26394540,26394540,0.00036093337,1.1324962
0.59530002,26400582,26400582,0.00036273684,1.131911
0.59539998,26406624,26406624,0.00036454975,1.1313187
0.59549999,26412668,26412668,0.00036637214,1.1307194
0.59560001,26418712,26418712,0.00036820408,1.1301131
0.59570003,26424756,26424756,0.00037004569,1.1294997
0.59579998,26430800,26430800,0.00037189701,1.1288792
0.5959,26436846,26436846,0.00037375808,1.1282514
0.59600002,26442892,26442892,0.00037562902,1.1276165
0.59609997,26448940,26448940,0.00037750989,1.1269745
0.59619999,26454988,26454988,0.00037940076,1.1263251
0.59630001,26461036,26461036,0.00038130171,1.1256685
0.59640002,26467084,26467084,0.00038321281,1.1250046
0.59649998,26473134,26473134,0.00038513416,1.1243334
0.5966,26479184,26479184,0.00038706578,1.1236547
0.59670001,26485236,26485236,0.00038900782,1.1229687
0.59680003,26491286,26491286,0.00039096028,1.1222752
0.59689999,26497340,26497340,0.00039292331,1.1215742
0.597,26503392,26503392,0.00039489695,1.1208657
0.59710002,26509446,26509446,0.00039688128,1.1201496
0.59719998,26515500,26515500,0.00039887641,1.1194259
0.59729999,26521554,26521554,0.00040088239,1.1186945
0.59740001,26527610,26527610,0.00040289934,1.1179556
0.59750003,26533666,26533666,0.0004049273,1.1172088
0.59759998,26539724,26539724,0.00040696637,1.1164542
0.5977,26545782,26545782,0.00040901665,1.115692
0.59780002,26551840,26551840,0.00041107822,1.1149218
0.59789997,26557898,26557898,0.00041315114,1.1141437
0.59799999,26563958,26563958,0.00041523552,1.1133578
0.59810001,26570018,26570018,0.00041733147,1.1125638
0.59820002,26576080,26576080,0.00041943905,1.1117618
0.59829998,26582142,26582142,0.00042155833,1.1109518
0.5984,26588204,26588204,0.00042368946,1.1101336
0.59850001,26594266,26594266,0.00042583249,1.1093073
0.59859997,26600330,26600330,0.00042798751,1.1084727
0.59869999,26606394,26606394,0.00043015461,1.1076299
0.5988,26612460,26612460,0.00043233394,1.1067789
0.59890002,26618524,26618524,0.00043452551,1.1059194
0.59899998,26624590,26624590,0.00043672949,1.1050515
0.59909999,26630658,26630658,0.00043894592,1.1041751
0.59920001,26636726,26636726,0.00044117493,1.1032903
0.59930003,26642794,26642794,0.00044341662,1.1023968
0.59939998,26648862,26648862,0.00044567106,1.1014948
0.5995,26654932,26654932,0.00044793839,1.1005841
0.59960002,26661002,26661002,0.00045021868,1.0996647
0.59969997,26667074,26667074,0.00045251203,1.0987365
0.59979999,26673146,26673146,0.00045481857,1.0977995
0.59990001,26679218,26679218,0.00045713841,1.0968536
0.60000002,26685290,26685290,0.0004594716,1.0958987
0.60009998,26691364,26691364,0.0004618183,1.0949348
0.6002,26697438,26697438,0.00046417859,1.0939618
0.60030001,26703514,26703514,0.00046655259,1.0929798
0.60039997,26709588,26709588,0.00046894042,1.0919884
0.60049999,26715666,26715666,0.00047134215,1.0909879
0.6006,26721742,26721742,0.00047375791,1.0899781
0.60070002,26727820,26727820,0.00047618785,1.0889589
0.60079998,26733898,26733898,0.00047863202,1.0879302
0.60089999,26739976,26739976,0.00048109057,1.086892
0.60100001,26746056,26746056,0.00048356361,1.0858443
0.60110003,26752136,26752136,0.00048605123,1.0847869
0.60119998,26758218,26758218,0.0004885536,1.0837197
0.6013,26764300,26764300,0.00049107079,1.0826429
0.60140002,26770382,26770382,0.00049360294,1.0815562
0.60149997,26776464,26776464,0.00049615017,1.0804595
0.60159999,26782548,26782548,0.00049871264,1.0793529
0.60170001,26788632,26788632,0.00050129037,1.0782362
0.60180002,26794718,26794718,0.00050388358,1.0771093
0.60189998,26800804,26800804,0.00050649233,1.0759723
0.602,26806890,26806890,0.0005091168,1.0748249
0.60210001,26812976,26812976,0.0005117571,1.0736673
0.60219997,26819064,26819064,0.00051441329,1.0724992
0.60229999,26825152,26825152,0.0005170856,1.0713205
0.6024,26831242,26831242,0.00051977416,1.0701313
0.60250002,26837330,26837330,0.00052247901,1.0689313
0.60259998,26843422,26843422,0.00052520033,1.0677207
0.6027,26849512,26849512,0.00052793825,1.0664991
0.60280001,26855604,26855604,0.00053069292,1.0652667
0.60290003,26861696,26861696,0.00053346448,1.0640233
0.60299999,26867790,26867790,0.00053625304,1.0627687
0.6031,26873882,26873882,0.0005390587,1.0615029
0.60320002,26879978,26879978,0.00054188172,1.060226
0.60329998,26886072,26886072,0.00054472213,1.0589377
0.60339999,26892168,26892168,0.00054758013,1.0576378
0.60350001,26898264,26898264,0.00055045588,1.0563265
0.60360003,26904362,26904362,0.00055334944,1.0550035
0.60369998,26910458,26910458,0.00055626105,1.0536689
0.6038,26916558,26916558,0.00055919075,1.0523224
0.60390002,26922656,26922656,0.0005621388,1.0509639
0.60399997,26928756,26928756,0.00056510529,1.0495934
0.60409999,26934856,26934856,0.00056809036,1.048211
0.60420001,26940958,26940958,0.00057109422,1.0468161
0.60430002,26947058,26947058,0.00057411694,1.0454091
0.60439998,26953162,26953162,0.00057715876,1.0439897
0.6045,26959264,26959264,0.00058021973,1.0425576
0.60460001,26965368,26965368,0.00058330013,1.041113
0.60470003,26971472,26971472,0.00058640004,1.0396557
0.60479999,26977578,26977578,0.00058951962,1.0381855
0.6049,26983684,26983684,0.00059265911,1.0367024
0.60500002,26989790,26989790,0.00059581856,1.0352062
0.60509998,26995896,26995896,0.00059899816,1.0336968
0.60519999,27002004,27002004,0.00060219812,1.0321742
0.60530001,27008112,27008112,0.00060541864,1.0306382
0.60540003,27014222,27014222,0.00060865976,1.0290886
0.60549998,27020332,27020332,0.00061192171,1.0275255
0.6056,27026442,27026442,0.00061520474,1.0259486
0.60570002,27032552,27032552,0.0006185089,1.0243579
0.60579997,27038664,27038664,0.00062183442,1.0227531
0.60589999,27044778,27044778,0.00062518142,1.0211343
0.60600001,27050890,27050890,0.00062855019,1.0195012
0.60610002,27057004,27057004,0.00063194078,1.0178537
0.60619998,27063118,27063118,0.00063535344,1.0161918
0.6063,27069234,27069234,0.00063878833,1.0145153
0.60640001,27075350,27075350,0.00064224558,1.0128241
0.60650003,27081466,27081466,0.00064572546,1.0111179
0.60659999,27087582,27087582,0.00064922811,1.0093967
0.6067,27093700,27093700,0.00065275375,1.0076604
0.60680002,27099820,27099820,0.00065630249,1.0059087
0.60689998,27105938,27105938,0.00065987452,1.0041417
0.60699999,27112058,27112058,0.00066347013,1.0023592
0.60710001,27118178,27118178,0.00066708936,1.0005609
0.60720003,27124300,27124300,0.00067073252,0.99874669
0.60729998,27130422,27130422,0.00067439978,0.99691653
0.6074,27136544,27136544,0.00067809125,0.99507022
0.60750002,27142668,27142668,0.00068180723,0.99320763
0.60759997,27148792,27148792,0.00068554783,0.9913286
0.60769999,27154916,27154916,0.00068931328,0.98943299
0.60780001,27161040,27161040,0.00069310382,0.98752058
0.60790002,27167166,27167166,0.00069691957,0.98559129
0.60799998,27173294,27173294,0.00070076075,0.9836449
0.6081,27179420,27179420,0.00070462754,0.98168129
0.60820001,27185548,27185548,0.00070852018,0.97970033
0.60829997,27191678,27191678,0.00071243889,0.97770172
0.60839999,27197806,27197806,0.0007163838,0.97568548
0.6085,27203936,27203936,0.00072035514,0.97365129
0.60860002,27210066,27210066,0.00072435313,0.97159904
0.60869998,27216198,27216198,0.00072837796,0.96952862
0.60879999,27222330,27222330,0.00073242985,0.96743971
0.60890001,27228462,27228462,0.00073650898,0.96533227
0.60900003,27234596,27234596,0.00074061559,0.96320599
0.60909998,27240730,27240730,0.00074474991,0.96106082
0.6092,27246864,27246864,0.00074891205,0.95889652
0.60930002,27253000,27253000,0.00075310224,0.9567129
0.60939997,27259136,27259136,0.00075732078,0.95450979
0.60949999,27265272,27265272,0.00076156779,0.95228696
0.60960001,27271410,27271410,0.00076584349,0.95004427
0.60970002,27277548,27277548,0.00077014812,0.9477815
0.60979998,27283686,27283686,0.00077448186,0.94549847
0.6099,27289826,27289826,0.00077884493,0.94319493
0.61000001,27295966,27295966,0.00078323757,0.94087076
0.61009997,27302106,27302106,0.00078765996,0.93852574
0.61019999,27308248,27308248,0.00079211232,0.93615955
0.6103,27314390,27314390,0.00079659483,0.93377215
0.61040002,27320532,27320532,0.00080110773,0.93136322
0.61049998,27326676,27326676,0.00080565119,0.92893261
0.61059999,27332820,27332820,0.00081022549,0.92648011
0.61070001,27338964,27338964,0.00081483077,0.92400539
0.61080003,27345110,27345110,0.0008194673,0.92150837
0.61089998,27351256,27351256,0.0008241352,0.91898876
0.611,27357404,27357404,0.00082883477,0.91644633
0.61110002,27363550,27363550,0.00083356618,0.91388088
0.61119998,27369698,27369698,0.00083832961,0.9112922
0.61129999,27375848,27375848,0.00084312528,0.90868002
0.61140001,27381998,27381998,0.00084795343,0.90604407
0.61150002,27388148,27388148,0.00085281418,0.90338421
0.61159998,27394298,27394298,0.00085770781,0.90070015
0.6117,27400450,27400450,0.00086263445,0.8979916
0.61180001,27406602,27406602,0.00086759438,0.89525843
0.61189997,27412754,27412754,0.00087258767,0.89250028
0.61199999,27418908,27418908,0.00087761466,0.88971698
0.61210001,27425062,27425062,0.00088267546,0.88690829
0.61220002,27431218,27431218,0.00088777026,0.88407385
0.61229998,27437372,27437372,0.00089289923,0.88121355
0.6124,27443530,27443530,0.0008980626,0.87832701
0.61250001,27449686,27449686,0.00090326054,0.87541401
0.61260003,27455844,27455844,0.00090849318,0.87247425
0.61269999,27462002,27462002,0.00091376074,0.86950755
0.6128,27468160,27468160,0.0009190634,0.86651361
0.61290002,27474320,27474320,0.00092440128,0.86349213
0.61299998,27480480,27480480,0.00092977454,0.86044282
0.61309999,27486642,27486642,0.00093518343,0.85736549
0.61320001,27492804,27492804,0.000940628,0.85425973
0.61330003,27498966,27498966,0.00094610848,0.85112542
0.61339998,27505128,27505128,0.000951625,0.84796214
0.6135,27511292,27511292,0.0009571776,0.84476966
0.61360002,27517456,27517456,0.00096276659,0.84154767
0.61369997,27523622,27523622,0.00096839195,0.83829594
0.61379999,27529788,27529788,0.00097405387,0.8350141
0.61390001,27535954,27535954,0.0009797524,0.83170187
0.61400002,27542120,27542120,0.00098548783,0.82835901
0.61409998,27548288,27548288,0.00099126005,0.82498515
0.6142,27554458,27554458,0.00099706929,0.82158005
0.61430001,27560626,27560626,0.0010029157,0.81814337
0.61440003,27566796,27566796,0.0010087991,0.81467479
0.61449999,27572966,27572966,0.0010147198,0.81117404
0.6146,27579138,27579138,0.0010206779,0.80764079
0.61470002,27585310,27585310,0.0010266732,0.8040747
0.61479998,27591482,27591482,0.001032706,0.80047548
0.61489999,27597654,27597654,0.0010387762,0.79684287
0.61500001,27603828,27603828,0.001044884,0.79317647
0.61510003,27610004,27610004,0.0010510292,0.78947598
0.61519998,27616178,27616178,0.0010572119,0.78574109
0.6153,27622354,27622354,0.0010634321,0.78197151
0.61540002,27628530,27628530,0.0010696898,0.77816683
0.61549997,27634708,27634708,0.0010759849,0.7743268
0.61559999,27640886,27640886,0.0010823176,0.77045107
0.61570001,27647064,27647064,0.0010886876,0.76653928
0.61580002,27653244,27653244,0.0010950948,0.76259118
0.61589998,27659424,27659424,0.0011015394,0.75860637
0.616,27665604,27665604,0.001108021,0.75458449
0.61610001,27671786,27671786,0.0011145397,0.7505253
0.61619997,27677968,27677968,0.0011210954,0.74642843
0.61629999,27684150,27684150,0.0011276877,0.74229354
0.6164,27690334,27690334,0.0011343167,0.73812026
0.61650002,27696518,27696518,0.0011409821,0.7339083
0.61659998,27702702,27702702,0.0011476838,0.72965735
0.61669999,27708888,27708888,0.0011544216,0.72536701
0.61680001,27715074,27715074,0.0011611951,0.72103697
0.61690003,27721260,27721260,0.0011680042,0.71666694
0.61699998,27727448,27727448,0.0011748486,0.71225649
0.6171,27733636,27733636,0.0011817281,0.7078054
0.61720002,27739826,27739826,0.0011886422,0.70331329
0.61729997,27746014,27746014,0.0011955908,0.69877982
0.61739999,27752204,27752204,0.0012025733,0.69420463
0.61750001,27758396,27758396,0.0012095895,0.68958741
0.61760002,27764588,27764588,0.0012166389,0.68492794
0.61769998,27770780,27770780,0.0012237212,0.68022573
0.6178,27776972,27776972,0.0012308358,0.67548054
0.61790001,27783166,27783166,0.0012379823,0.67069209
0.61799997,27789360,27789360,0.0012451602,0.66586
0.61809999,27795554,27795554,0.0012523689,0.66098398
0.6182,27801750,27801750,0.001259608,0.65606368
0.61830002,27807946,27807946,0.0012668767,0.65109885
0.61839998,27814144,27814144,0.0012741745,0.64608914
0.61849999,27820342,27820342,0.0012815008,0.64103431
0.61860001,27826540,27826540,0.0012888549,0.635934
0.61870003,27832738,27832738,0.0012962358,0.63078797
0.61879998,27838938,27838938,0.0013036432,0.62559593
0.6189,27845138,27845138,0.0013110761,0.62035757
0.61900002,27851340,27851340,0.0013185337,0.61507261
0.61909997,27857542,27857542,0.0013260152,0.60974079
0.61919999,27863744,27863744,0.0013335196,0.60436189
0.61930001,27869946,27869946,0.0013410462,0.59893566
0.61940002,27876150,27876150,0.0013485937,0.59346175
0.61949998,27882356,27882356,0.0013561615,0.58794004
0.6196,27888560,27888560,0.0013637483,0.58237028
0.61970001,27894766,27894766,0.0013713533,0.57675213
0.61979997,27900972,27900972,0.0013789751,0.57108551
0.61989999,27907180,27907180,0.0013866127,0.5653702
0.62,27913388,27913388,0.0013942647,0.55960596
0.62010002,27919596,27919596,0.0014019303,0.5537926
0.62019998,27925806,27925806,0.0014096079,0.54792994
0.62029999,27932016,27932016,0.0014172964,0.54201788
0.62040001,27938226,27938226,0.0014249942,0.53605622
0.62050003,27944436,27944436,0.0014327001,0.53004485
0.62059999,27950648,27950648,0.0014404125,0.5239836
0.6207,27956862,27956862,0.0014481301,0.51787245
0.62080002,27963074,27963074,0.0014558512,0.51171118
0.62089998,27969288,27969288,0.0014635745,0.50549978
0.62099999,27975504,27975504,0.0014712982,0.49923813
0.62110001,27981718,27981718,0.0014790205,0.49292624
0.62120003,27987934,27987934,0.00148674,0.48656401
0.62129998,27994152,27994152,0.0014944547,0.48015144
0.6214,28000370,28000370,0.0015021629,0.47368854
0.62150002,28006588,28006588,0.0015098628,0.4671753
0.62159997,28012806,28012806,0.0015175526,0.46061176
0.62169999,28019026,28019026,0.0015252304,0.45399794
0.62180001,28025246,28025246,0.001532894,0.44733396
0.62190002,28031466,28031466,0.0015405415,0.44061986
0.62199998,28037688,28037688,0.0015481709,0.43385571
0.6221,28043910,28043910,0.0015557802,0.42704174
0.62220001,28050132,28050132,0.0015633671,0.420178
0.62230003,28056356,28056356,0.0015709294,0.41326469
0.62239999,28062580,28062580,0.0015784652,0.40630201
