"time","C1.v","C2.v","L.i"
61.5,4.1663471757687489,0.79064385722589137,1.6829723332942088
62,4.173615635484639,0.79172062458979597,1.7043617526486727
62.5,4.1808566950890782,0.79270797033876772,1.7257724072416929
63,4.1880680521813547,0.79360596620246771,1.7472018080808491
63.5,4.1952474244122957,0.79441468940945748,1.7686474742377494
64,4.2023925491237479,0.7951342236397847,1.7901069169477484
64.5,4.2095011836872498,0.7957646581724177,1.8115776553541114
65,4.2165711053942738,0.79630608819039739,1.8330572119572734
65.5,4.2236001114503932,0.79675861481772525,1.8545431127668133
66,4.2305860189694258,0.7971223451562518,1.8760328874534304
66.5,4.2375266649676053,0.79739739232256257,1.8975240695009183
67,4.2444199105874318,0.79758387135706177,1.9190142015203955
67.5,4.2512636313887393,0.79768190873019085,1.9405008235598846
68,4.2580557244557209,0.79769163543781108,1.9619814819373693
68.5,4.2647941071887594,0.79761318821144367,1.9834537279253694
69,4.2714767169718826,0.79744670987399446,2.0049151175041771
69.5,4.2781015111731993,0.79719234937051087,2.0263632115214958
70,4.2846664671453345,0.79685026179894158,2.0477955758520845
70.5,4.2911695857426801,0.79642060490311573,2.0692097824109479
71,4.2976088863389945,0.79590354411604813,2.0906034081036085
71.5,4.303982405223727,0.79529925420437042,2.1119740345964209
72,4.310288200852546,0.79460791401769992,2.1333192497504427
72.5,4.3165243518255885,0.79382970855364243,2.1546366472902729
73,4.3226889568970446,0.79296482897934795,2.1759238269659216
73.5,4.3287801349847399,0.79201347265306854,2.1971783947146601
74,4.3347960258864298,0.79097584210555738,2.2183979630343451
74.5,4.3407347917540688,0.78985214290582551,2.2395801515835405
75,4.3465946107804596,0.78864259298908135,2.2607225854514406
75.5,4.3523736832459132,0.7873474137926495,2.2818228971261325
76,4.3580702297276588,0.78596683292711,2.3028787261178096
76.5,4.3636824911144734,0.78450108419042364,2.3238877191221459
77,4.3692087286213148,0.78295040758205658,2.3448475301836633
77.5,4.3746472238039633,0.78131504931710627,2.3657558208591052
78,4.3799962786899451,0.77959525855785161,2.3866102620693193
78.5,4.3852542155301997,0.777791294850256,2.4074085304446573
79,4.3904193769999607,0.77590342288137437,2.4281483111923312
79.5,4.3954901261880854,0.77393191320740939,2.4488272978925516
80,4.4004648466005385,0.77187704258282419,2.4694431924998663
80.5,4.4053419421751956,0.76973909396945894,2.4899937055091139
81,4.4101198372966586,0.76751835654564471,2.51047655612137
81.5,4.4147969761247756,0.7652151226805407,2.5308894731928793
82,4.4193718235236998,0.76282969198606454,2.5512301943579421
82.5,4.4238428655312978,0.76036237333622148,2.5714964656762245
83,4.4282086082318193,0.75781347982569813,2.5916860431017517
83.5,4.4324675781982599,0.75518333066957011,2.6117966921610809
84,4.4366183225053044,0.75247225120419214,2.6318261881213734
84.5,4.4406594087422819,0.74968057288809009,2.6517723161584601
85,4.4445894250261118,0.74680863330285074,2.6716328715249129
85.5,4.4484069800142656,0.74385677615401424,2.6914056597181171
86,4.4521107029177038,0.74082535127196369,2.7110884966483377
86.5,4.4556992435138421,0.73771471461281746,2.730679208806793
87,4.4591712721594883,0.73452522825931965,2.7501756334337211
87.5,4.4625254798038068,0.73125726042173067,2.7695756186864542
88,4.4657605780012579,0.72791118543871969,2.7888770238074816
88.5,4.4688752989245559,0.72448738377825384,2.8080777192925286
89,4.4718683974156344,0.72098623669453954,2.8271755802273431
89.5,4.4747386459806187,0.71740813938673664,2.8461685032756687
90,4.4774848386141644,0.71375349100585372,2.8650543940717998
90.5,4.4801057902611516,0.71002269610114899,2.8838311692364682
91,4.4826003365658202,0.70621616531273512,2.9024967574291476
91.5,4.4849673338854377,0.70233431537063773,2.9210490995137852
92,4.4872056593039327,0.69837756909385496,2.9394861487245212
92.5,4.4893142106455581,0.69434635538941614,2.9578058708314248
93,4.4912919064885317,0.69024110925144178,2.9760062443062187
93.5,4.4931376861786925,0.68606227176020174,2.9940852604880099
94,4.4948505098431424,0.68181029008117489,3.0120409237490122
94.5,4.4964293584039083,0.67748561746410829,3.0298712516602837
95,4.4978732335915792,0.67308871324207586,3.0475742751574466
95.5,4.4991811440767027,0.66861999932647309,3.0651480334042764
96,4.5003521339442596,0.66407994939626969,3.082590584828659
96.5,4.5013852724949883,0.65946905689383895,3.0999000033878614
97,4.5022796435577908,0.65478780148852456,3.1170743746470588
97.5,4.5030343517288056,0.6500366685849206,3.1341117983227842
98,4.5036485223809262,0.64521614930894178,3.151010388447077
98.5,4.5041213016732993,0.64032674049389271,3.1677682735316233
99,4.5044518565608369,0.63536894466653893,3.1843835967319065
99.5,4.504639374803709,0.63034327003317769,3.2008545160113488
100,4.5046830649768648,0.6252502304657066,3.2171792043054581
100.5,4.5045821564795228,0.62009034548769604,3.2333558496859736
101,4.5043358995446861,0.61486414026045777,3.2493826555250087
101.5,4.5039435652486404,0.60957214556911599,3.265257840659197
102,4.5034044290695983,0.60421487475939506,3.2809796212178757
102.5,4.5027177907800509,0.59879285158152229,3.2965462329484456
103,4.5018829998003698,0.59330664568586056,3.311955959628782
103.5,4.5008994085999143,0.5877568073060363,3.3272070812821446
104,4.4997663903695875,0.58214389199267691,3.3422978940283743
104.5,4.4984833390253467,0.57646846059109302,3.3572267102413673
105,4.4970496692117354,0.57073107921896482,3.3719918587065463
105.5,4.495464816305395,0.56493231924402409,3.3865916847783364
106,4.4937282364185869,0.55907275726173811,3.4010245505376391
106.5,4.4918394064027094,0.55315297507299444,3.4152888349493029
107,4.4897978238518208,0.54717355966178416,3.4293829340196003
107.5,4.4876030071061548,0.54113510317288549,3.4433052609537005
108,4.4852544952556412,0.53503820288954818,3.4570542463131417
108.5,4.4827518340633867,0.52888344906736873,3.4706283227695205
109,4.4800945589760843,0.52267141025570785,3.4840259066712558
109.5,4.4772823082673519,0.51640273085660104,3.4972455219777512
110,4.4743147006855732,0.51007802557268556,3.5102856665578845
110.5,4.4711913754743575,0.50369791389883167,3.5231448561266223
111,4.4679119923666573,0.49726302009171996,3.5358216243922072
111.5,4.4644762315788844,0.49077397313941962,3.5483145232033557
112,4.4608837938050403,0.48423140673096587,3.5606221226964463
112.5,4.4571344002108262,0.47763595922593771,3.5727430114427081
113,4.4532277924277759,0.47098827362403567,3.5846757965954166
113.5,4.4491637325473645,0.46428899753465941,3.5964191040370852
114,4.4449420031151377,0.45753878314648572,3.6079715785266537
114.5,4.4405624071248262,0.45073828719704573,3.6193318838466806
115,4.4360247666082948,0.4438881700291315,3.6304987013601431
115.5,4.4313288409576934,0.43698904244721437,3.6414706376549173
116,4.4264745528860097,0.43004161263820412,3.6522464806234454
116.5,4.4214617828837461,0.42304655247528145,3.662824966815577
117,4.4162904315127651,0.4160045380024287,3.6732048521472342
117.5,4.4109604193881964,0.40891624939606397,3.6833849120337714
118,4.4054716871603468,0.4017823709266749,3.6933639415233266
118.5,4.3998241954966044,0.39460359092045266,3.7031407554301814
119,4.3940179250633387,0.38738060172092564,3.7127141884681185
119.5,4.3880528765078131,0.38011409965059395,3.7220830953837742
120,4.3819290704400906,0.37280478497256297,3.731246351089998
120.5,4.3756465474149326,0.36545336185217725,3.7402028507992107
121,4.3692053679137137,0.35806053831865475,3.7489515101567532
121.5,4.3626056123263215,0.3506270262267206,3.7574912653742532
122,4.3558473071179007,0.3431534988161849,3.7658209845773452
122.5,4.3489306022505314,0.33564069260129448,3.7739396813653916
123,4.3418556483372859,0.32808933677568397,3.781846367206259
123.5,4.3346226003281965,0.32050015530175063,3.7895400560249515
124,4.3272316326039579,0.31287387555304474,3.7970197825135958
124.5,4.3196829389445908,0.30521122826829156,3.8042846022488557
125,4.3119767324980796,0.2975129475054123,3.8113335918093525
125.5,4.3041132457490399,0.28977977059554572,3.8181658488930781
126,4.2960927304873646,0.28201243809706866,3.8247804924348117
126.5,4.2879154577768768,0.2742116937496184,3.8311766627235371
127,4.2795817179239846,0.26637828442811318,3.8373535215198604
127.5,4.2710918204463395,0.25851296009677383,3.8433102521734233
128,4.2624460940414801,0.25061647376314466,3.8490460597403202
128.5,4.253644829583771,0.2426895532909038,3.8545600977631698
129,4.2446883876226567,0.23473295446818782,3.8598516068069531
129.5,4.2355771825554287,0.22674745315922709,3.8649198942430347
130,4.2263116142831798,0.21873381151527224,3.8697642464304622
130.5,4.2168921013144303,0.21069279429565349,3.8743839714866617
131,4.2073190807194507,0.20262516881472545,3.8787783993864164
131.5,4.1975930080845991,0.19453170488881183,3.8829468820608404
132,4.1877143574666347,0.1864131747831505,3.8868887934963547
132.5,4.1776836213470601,0.17827035315883805,3.8906035298336588
133,4.1675013105864336,0.17010401701977482,3.8940905094667086
133.5,4.1571679543787043,0.16191494565960954,3.8973491731416887
134,4.1466841002055412,0.1537039206086844,3.9003789840559904
134.5,4.1360503137906539,0.14547172558097948,3.9031794279571828
135,4.1252671410197292,0.13721913176738798,3.9057499612955171
135.5,4.1143351383746634,0.12894690952578336,3.9080900529516418
136,4.1032549732447601,0.12065586699286995,3.9101993214005835
136.5,4.0920272783841547,0.11234679397493449,3.9120773360945318
137,4.0806527041185499,0.10402048202629034,3.9137236889269036
137.5,4.0691319182841905,0.095677724390309332,3.9151379943103475
138,4.0574656061668408,0.08731931594045346,3.9163198892547655
138.5,4.0456544704407715,0.078946053121306772,3.9172690334453182
139,4.0336992311077315,0.070558733889607206,3.9179851093204441
139.5,4.0216006254359318,0.062158157655278275,3.9184678221498728
140,4.009359407899022,0.053745125222460929,3.9187169001126345
140.5,3.9969763501150744,0.045320438730545441,3.9187320943750756
141,3.9844522407855569,0.036884901595203065,3.9185131791688752
141.5,3.9717878686091694,0.028439313534052935,3.9180599272761176
142,3.9589839716542081,0.019984455908507275,3.9173720370635374
142.5,3.9460414545933484,0.011521154400706056,3.9164494464456374
143,3.9329611682711278,0.0030502153306570263,3.9152920146347379
143.5,3.9197439798559648,-0.0054275541313881029,3.9138996236421475
144,3.9063907727632441,-0.013911346028489899,3.9122721783332177
144.5,3.8929024465784026,-0.022400351680577545,3.9104096064824025
145,3.8792799169800203,-0.030893761748005032,3.9083118588283168
145.5,3.8655241156629061,-0.039390766295107488,3.9059789091287915
146,3.8516359902611867,-0.047890554853757455,3.9034107542159378
146.5,3.8376165042713968,-0.056392316486921105,3.9006074140511968
147,3.823466636975561,-0.064895239852214653,3.897568931780405
147.5,3.8091873833642862,-0.073398513265460472,3.8942953737888462
148,3.794779754059852,-0.081901324764243444,3.8907868297563137
148.5,3.7802446684618261,-0.090402885521425072,3.8870432482993489
149,3.7655832359773669,-0.098902368392803558,3.883064870174914
149.5,3.750796512112252,-0.10739896130154901,3.8788518528899711
150,3.7358855633585444,-0.11589185309538894,3.8744043707871119
150.5,3.7208514709923568,-0.12438023276285654,3.8697226210657121
151,3.705695330981178,-0.13286328950029302,3.8648068238127333
151.5,3.6904182538911989,-0.14134021277885037,3.8596572220335092
152,3.6750213647946461,-0.14981019241149368,3.8542740816825374
152.5,3.6595058031771059,-0.15827241862000394,3.848657691694275
153,3.6438727228448546,-0.16672608210198031,3.842808364013925
153.5,3.6281232918321868,-0.17517037409784275,3.836726433628233
154,3.612258692308743,-0.1836044864578347,3.8304122585962794
154.5,3.5962801204868406,-0.19202761170902546,3.823866220080268
155,3.5801887091096254,-0.20043895541508375,3.8170885940215111
155.5,3.5639857045055656,-0.20883770811549995,3.8100798448670776
156,3.5476723617225154,-0.21722306202869673,3.8028404518948715
156.5,3.531249926651375,-0.2255942139427578,3.7953708797605259
157,3.5147196583206011,-0.23395036172774941,3.7876716156443528
157.5,3.4980828287883878,-0.24229070440512734,3.7797431692570287
158,3.4813407230348572,-0.25061444221714418,3.7715860728452797
158.5,3.4644946388542373,-0.25892077669625607,3.7632008811975624
159,3.4475458867470539,-0.26720891073453013,3.7545881716497536
159.5,3.4304957898123072,-0.27547804865305137,3.7457485440908309
160,3.4133456836396641,-0.28372739627132981,3.736682620968562
160.5,3.3960969162016394,-0.29195616097670785,3.7273910472951846
161,3.3787508477457773,-0.30016355179376686,3.7178744906530947
161.5,3.3613088000920204,-0.30834878395177417,3.7081335502586801
162,3.3437721409590733,-0.31651107144762486,3.6981689087345413
162.5,3.3261422995235597,-0.32464962572240458,3.6879813602758311
163,3.308420678897765,-0.33276366350221781,3.6775716535325209
163.5,3.2906086935167336,-0.34085240353417801,3.6669405590104667
164,3.2727077690161859,-0.34891506665708355,3.656088869051441
164.5,3.2547193421104361,-0.35695087587209334,3.6450173978131746
165,3.2366448604703071,-0.36495905641340182,3.6337269812493935
165.5,3.2184857826010491,-0.37293883581891524,3.6222184770898598
166,3.2002435777202538,-0.38088944400092695,3.6104927648204064
166.5,3.181919725635773,-0.38881011331679277,3.5985507456629779
167,3.1635157166236318,-0.39670007863960716,3.5863933425556676
167.5,3.1450330513059495,-0.40455857742887813,3.5740215001327575
168,3.1264732132755619,-0.41238484983652229,3.5614361311558826
168.5,3.1078376755189749,-0.42017813876905907,3.5486381293541469
169,3.0891280132661549,-0.4279376898118778,3.5356285913779502
169.5,3.0703457626310411,-0.43566275148295247,3.5224085392674511
170,3.0514924690854062,-0.44335257524053834,3.5089790159167942
170.5,3.0325696873236367,-0.451006415553865,3.4953410850283149
171,3.0135789811274991,-0.45862352997382871,3.4814958310667627
171.5,2.9945219232309159,-0.46620317920368493,3.467444359213506
172,2.9754000951847406,-0.47374462716974125,3.4531877953207517
172.5,2.9562150872215263,-0.48124714109204986,3.4387272858657529
173,2.9369684981203039,-0.48870999155510009,3.4240639979050291
173.5,2.9176619350713504,-0.49613245257851107,3.4091991190285738
174,2.8982970135409634,-0.50351380168772442,3.3941338573140705
174.5,2.8788753490555186,-0.51085331912601206,3.3788694236247236
175,2.8593985036552954,-0.5181502822495424,3.3634069148604877
175.5,2.8398681678451521,-0.52540398494713492,3.3477477117702268
176,2.820285984761588,-0.53261371904072152,3.3318930950061842
176.5,2.8006536048077204,-0.53977878017610459,3.3158443647511664
177,2.7809726855063777,-0.5468984678924097,3.2996028406472342
177.5,2.7612448913531904,-0.55397208569153655,3.2831698617244003
178,2.7414718936696882,-0.5609989411076105,3.266546786329322
178.5,2.7216553704563946,-0.56797834577643502,3.2497349920539977
179,2.701797006245918,-0.57490961550494157,3.2327358756644573
179.5,2.6818984919560469,-0.58179207034064251,3.2155508530294608
180,2.6619615247428436,-0.58862503464108273,3.1981813590491908
180.5,2.6419878078537393,-0.59540783714329015,3.1806288475839457
181,2.621979050480626,-0.60213981103322778,3.162894791382838
181.5,2.6019369054498496,-0.60882027870396194,3.1449805263887325
182,2.5818631278122948,-0.61544859092334148,3.12688764906098
182.5,2.5617594462617754,-0.62202409526892333,3.1086176947710875
183,2.541627588628304,-0.62854614251281227,3.0901722019209394
183.5,2.5214692876623874,-0.63501408815201443,3.0715527267201082
184,2.5012862808782526,-0.64142729247545949,3.0527608430898345
184.5,2.4810803103970631,-0.64778512063101945,3.0337981425670093
185,2.4608531227901507,-0.65408694269252954,3.0146662342081663
185.5,2.4406064689222324,-0.66033213372680932,2.9953667444934564
186,2.4203421037946375,-0.66652007386068168,2.9759013172306372
186.5,2.4000617863885298,-0.67265014834799464,2.9562716134590548
187,2.3797672795081315,-0.67872174763664039,2.9364793113536263
187.5,2.3594603496239444,-0.68473426743557642,2.9165261061288299
188,2.3391427303104404,-0.69068709219081514,2.8964136005168641
188.5,2.3188162004523831,-0.69657963086472285,2.8761435402112632
189,2.2984825480810378,-0.702411300593623,2.8557177055429057
189.5,2.2781435499079135,-0.70818151749921732,2.8351378503388616
190,2.2578009852995984,-0.71388970319577782,2.8144057443024093
190.5,2.2374566361131754,-0.71953528485360974,2.793523172893555
191,2.2171122865316333,-0.72511769526251302,2.7724919372095389
191.5,2.1967697228992855,-0.73063637289524364,2.751313853865355
192,2.1764307335571837,-0.736090761970976,2.7299907548742595
192.5,2.1560971086785323,-0.74148031251876423,2.7085244875282859
193,2.1357706401041021,-0.74680448044100456,2.6869169142787612
193.5,2.1154531211776475,-0.75206272757689607,2.6651699126168142
194,2.0951463465813207,-0.75725452176590358,2.6432853749538916
194.5,2.074852094751213,-0.7623793224086296,2.6212651402496698
195,2.0545721520241491,-0.76743660077026088,2.5991110891467017
195.5,2.034308330645775,-0.77242585517334972,2.5768252150530748
196,2.0140624269990686,-0.77734657642222127,2.5544094610033756
196.5,1.9938362378212571,-0.78219826150455607,2.5318657837234051
197,1.9736315600336607,-0.78698041365020777,2.5091961534888441
197.5,1.9534501905715247,-0.79169254239002018,2.4864025539839001
198,1.9332939262138573,-0.79633416361464493,2.4634869821599699
198.5,1.9131645634132659,-0.80090479963335925,2.4404514480942936
199,1.8930638981257926,-0.80540397923288287,2.4172979748486103
199.5,1.8729937256407514,-0.80983123773619592,2.3940285983278144
200,1.8529558404105639,-0.81418611706135635,2.3706453671386134
200.5,1.8329520358805964,-0.818468165780317,2.3471503424481805
201,1.8129840989371657,-0.82267692966521055,2.3235455645227594
201.5,1.7930538066467903,-0.82681194628447374,2.2998330334518471
202,1.7731629601616812,-0.83087280529132324,2.2760149199764901
202.5,1.7533133460614048,-0.83485908045366497,2.252093327059459
203,1.7335067489755365,-0.83877035232456798,2.2280703689469523
203.5,1.7137449514102847,-0.84260620829540556,2.2039481710073772
204,1.6940297335751171,-0.84636624264899685,2.1797288695701194
204.5,1.6743628732093845,-0.85005005661275002,2.1554146117643245
205,1.6547461454089478,-0.8536572584118024,2.1310075553576704
205.5,1.6351813224528011,-0.85718746332216444,2.106509868595146
206,1.6156701736296999,-0.86064029372385897,2.0819237300378246
206.5,1.5962144650647836,-0.86401537915406579,2.0572513284016392
207,1.5768159595462026,-0.86731235636026149,2.0324948623961627
207.5,1.5574764161217625,-0.87053086723945816,2.0076565349602893
208,1.5381975856500678,-0.87367051959236719,1.9827384489355764
208.5,1.5189812232059463,-0.87673100279716076,1.9577429133677511
209,1.4998290762454007,-0.87971198067194745,1.9326721592270963
209.5,1.4807428880000664,-0.88261312432237538,1.907528426171863
210,1.4617243973031158,-0.88543411218815549,1.8823139623695015
210.5,1.4427753384151658,-0.88817463008958564,1.857031024317896
211,1.4238974408501797,-0.8908343712740735,1.8316818766665979
211.5,1.4050924292013751,-0.89341303646265957,1.8062687920380569
212,1.3863620229671278,-0.89591033389654151,1.780794050848856
212.5,1.3677079363768774,-0.89832597938359682,1.7552599411309424
213,1.3491318782170325,-0.90065969634490617,1.7296687583528629
213.5,1.3306355516568753,-0.90291121586127732,1.7040228052409951
214,1.3122206540744683,-0.90508027671976776,1.6783243916007811
214.5,1.2938888876933581,-0.90716658204897282,1.6525757474230116
215,1.2756419328012587,-0.90916990620799765,1.626779236125323
215.5,1.2574814672296017,-0.9110900159129337,1.6009371967288106
216,1.2394091641372531,-0.91292667848386044,1.5750519600599082
216.5,1.2214266900756674,-0.91467966896175124,1.5491258626948712
217,1.2035357048166462,-0.91634877014754745,1.5231612467661302
217.5,1.1857378611801004,-0.91793377264123266,1.4971604597686468
218,1.1680348048618086,-0.91943447488090868,1.4711258543662662
218.5,1.1504281742611786,-0.9208506831818698,1.4450597881980725
219,1.1329196003090052,-0.9221822117756775,1.4189646236847433
219.5,1.115510706295233,-0.9234288828492353,1.3928427278349025
220,1.0982031076967158,-0.9245905265838642,1.3666964720514767
220.5,1.080998412004976,-0.92566698119437596,1.3405282319380476
221,1.0638982373467711,-0.92665805854516603,1.3143403367068471
221.5,1.0469041748915306,-0.92756361273249044,1.2881351693385577
222,1.030017799126578,-0.92838352098682309,1.2619151383707814
222.5,1.0132406855011886,-0.92911765107761624,1.2356826299248096
222.89695536951814,0.999999999999999,-0.92963931932889521,1.21484905877112
222.89695536951814,0.999999999999999,-0.92963931932889521,1.21484905877112
223,0.99656823836472674,-0.92976589091176731,1.2094400482704788
223.5,0.97980947639320493,-0.93032844712406926,1.183190009943563
224,0.96287393214648176,-0.93080599471403391,1.1569350703456238
224.5,0.94576219559935215,-0.9311991493742825,1.1306772376591219
225,0.92847493255901092,-0.93150862277510216,1.1044187982243354
225.5,0.91101276377982099,-0.93173509889567929,1.0781619084949059
226,0.89337632703300096,-0.93187930866237256,1.0519088189614287
226.5,0.87556621530910983,-0.93194193943861459,1.0256616321686469
227,0.85758312820531069,-0.93192383467136941,0.9994228703208764
227.5,0.83942768056544104,-0.93182574114455974,0.97319475756887375
228,0.82110046793329994,-0.9316484574656787,0.94697954571261056
228.5,0.80260208360490415,-0.9313927624603443,0.92077945927066118
229,0.78393303103990841,-0.9310594502648899,0.89459656448822256
229.5,0.76509390260305787,-0.9306493054820858,0.86843309074101438
