"Time","smee.is[1]","smee.idq_dr[1]","smee.idq_sr[2]","smee.lesigma.i","smee.inertiaRotor.phi","smee.idq_sr[1]","smee.is[2]","smee.idq_rr[2]","smee.inertiaRotor.w"
1.3173,0.023656502,-0.0031191199,-0.039504878,9.9992523,192.78145,0.0092759468,0.01672497,0.49261975,157.10062
1.3174,0.022596277,-0.0031127455,-0.039470389,9.9992542,192.79715,0.009257636,0.017852638,0.49218717,157.1006
1.3175,0.021516064,-0.0031063827,-0.039435931,9.9992552,192.81287,0.0092393588,0.018960867,0.49175498,157.10057
1.3176,0.020416947,-0.0031000315,-0.039401498,9.9992571,192.82858,0.0092211142,0.020048616,0.49132317,157.10056
1.3177,0.019300029,-0.0030936922,-0.039367098,9.999258,192.84428,0.0092029031,0.021114869,0.49089172,157.10054
1.3178,0.018166428,-0.0030873644,-0.039332725,9.9992599,192.86,0.0091847247,0.022158626,0.49046066,157.10052
1.3178999,0.017017277,-0.0030810484,-0.039298385,9.9992619,192.8757,0.0091665797,0.023178916,0.49002996,157.10051
1.318,0.015853718,-0.0030747438,-0.039264072,9.9992628,192.89142,0.0091484673,0.024174793,0.48959967,157.10048
1.3181,0.014676913,-0.0030684508,-0.039229788,9.9992647,192.90712,0.0091303885,0.025145331,0.48916975,157.10046
1.3182,0.013488025,-0.0030621693,-0.039195538,9.9992657,192.92284,0.0091123413,0.026089637,0.48874018,157.10045
1.3183,0.012288234,-0.0030558994,-0.039161313,9.9992676,192.93855,0.0090943277,0.027006838,0.48831099,157.10043
1.3184,0.011078726,-0.0030496409,-0.039127119,9.9992685,192.95425,0.0090763457,0.027896097,0.4878822,157.10042
1.3185,0.0098606916,-0.0030433938,-0.039092951,9.9992704,192.96997,0.0090583973,0.028756598,0.48745376,157.10039
1.3186001,0.0086353319,-0.0030371582,-0.039058816,9.9992714,192.98567,0.0090404805,0.029587559,0.48702571,157.10037
1.3187,0.007403851,-0.0030309339,-0.039024711,9.9992733,193.00139,0.0090225963,0.030388229,0.48659804,157.10036
1.3188,0.006167456,-0.0030247211,-0.038990632,9.9992752,193.01709,0.0090047447,0.031157883,0.48617074,157.10034
1.3189,0.0049273577,-0.0030185196,-0.038956583,9.9992762,193.03281,0.0089869248,0.031895831,0.48574382,157.10033
1.319,0.003684768,-0.0030123296,-0.038922563,9.9992781,193.04852,0.0089691374,0.032601416,0.48531726,157.1003
1.3191,0.0024408982,-0.0030061505,-0.038888574,9.999279,193.06422,0.0089513818,0.033274014,0.48489109,157.10028
1.3192,0.0011969599,-0.002999983,-0.038854614,9.9992809,193.07994,0.0089336587,0.033913024,0.48446527,157.10027
1.3193001,-4.5838333e-05,-0.0029938265,-0.03882068,9.9992819,193.09564,0.0089159673,0.034517895,0.48403984,157.10025
1.3194,-0.0012862909,-0.0029876814,-0.03878678,9.9992838,193.11136,0.0088983076,0.035088096,0.48361477,157.10023
1.3195,-0.0025231969,-0.0029815475,-0.038752906,9.9992847,193.12706,0.0088806795,0.035623141,0.48319009,157.10022
1.3196,-0.0037553606,-0.0029754248,-0.038719062,9.9992867,193.14278,0.008863084,0.036122575,0.48276579,157.10019
1.3197,-0.0049815937,-0.0029693129,-0.038685244,9.9992876,193.15849,0.0088455193,0.036585975,0.48234183,157.10017
1.3198,-0.0062007154,-0.0029632126,-0.038651455,9.9992895,193.17419,0.0088279862,0.037012961,0.48191828,157.10016
1.3199,-0.007411554,-0.0029571229,-0.0386177,9.9992905,193.18991,0.0088104848,0.037403181,0.48149505,157.10014
1.3200001,-0.0086129485,-0.0029510446,-0.038583968,9.9992924,193.20561,0.0087930141,0.037756328,0.48107222,157.10013
1.3200999,-0.0098037478,-0.0029449773,-0.038550269,9.9992943,193.22133,0.0087755751,0.03807212,0.48064977,157.1001
1.3202,-0.010982815,-0.0029389209,-0.038516596,9.9992952,193.23703,0.0087581677,0.038350329,0.48022768,157.10008
1.3203,-0.012149027,-0.0029328754,-0.038482953,9.9992971,193.25275,0.0087407911,0.038590744,0.47980595,157.10007
1.3204,-0.013301272,-0.0029268411,-0.03844934,9.9992981,193.26846,0.0087234462,0.038793206,0.4793846,157.10005
1.3205,-0.014438472,-0.0029208234,-0.038415756,9.9993,193.28416,0.0087061478,0.038957592,0.47896361,157.10004
1.3206,-0.015559535,-0.0029148173,-0.038382202,9.999301,193.29988,0.0086888801,0.039083812,0.47854301,157.10002
1.3207,-0.0166634,-0.0029088221,-0.038348675,9.9993029,193.31558,0.0086716451,0.039171804,0.47812277,157.09999
1.3207999,-0.01774903,-0.0029028382,-0.038315177,9.9993038,193.3313,0.0086544408,0.039221559,0.47770292,157.09998
1.3209,-0.018815398,-0.0028968656,-0.038281709,9.9993057,193.347,0.008637269,0.039233096,0.47728342,157.09996
1.321,-0.019861508,-0.0028909042,-0.038248267,9.9993067,193.36272,0.008620129,0.039206475,0.47686428,157.09995
1.3211,-0.020886377,-0.0028849537,-0.038214855,9.9993086,193.37843,0.0086030196,0.039141793,0.47644553,157.09993
1.3212,-0.021889048,-0.0028790147,-0.038181473,9.9993095,193.39413,0.008585942,0.03903918,0.47602713,157.09991
1.3213,-0.022868589,-0.0028730866,-0.038148116,9.9993114,193.40985,0.008568896,0.038898807,0.47560909,157.09988
1.3214,-0.02382409,-0.0028671697,-0.03811479,9.9993124,193.42555,0.0085518816,0.03872088,0.47519144,157.09987
1.3214999,-0.024754666,-0.0028612637,-0.038081493,9.9993134,193.44127,0.008534899,0.03850564,0.47477412,157.09985
1.3216,-0.025659457,-0.0028553689,-0.038048223,9.9993153,193.45697,0.008517947,0.038253367,0.47435719,157.09984
1.3217,-0.026537634,-0.002849485,-0.038014982,9.9993162,193.47269,0.0085010258,0.03796437,0.47394064,157.09982
1.3218,-0.02738839,-0.0028436123,-0.037981771,9.9993181,193.4884,0.0084841372,0.037639,0.47352442,157.09981
1.3219,-0.028210949,-0.0028377506,-0.037948586,9.9993191,193.5041,0.0084672784,0.037277639,0.47310859,157.09978
1.322,-0.029004565,-0.0028318998,-0.037915431,9.999321,193.51982,0.0084504513,0.036880709,0.47269312,157.09976
1.3221,-0.029768515,-0.0028260599,-0.037882302,9.9993219,193.53552,0.0084336549,0.036448654,0.472278,157.09975
1.3221999,-0.030502116,-0.002820231,-0.037849203,9.9993238,193.55124,0.0084168892,0.035981961,0.47186327,157.09973
1.3223,-0.031204706,-0.002814413,-0.03781613,9.9993248,193.56694,0.0084001552,0.035481147,0.4714489,157.09972
1.3224,-0.031875663,-0.002808606,-0.037783086,9.9993267,193.58266,0.008383451,0.034946766,0.47103485,157.0997
1.3225,-0.032514393,-0.0028028097,-0.037750073,9.9993277,193.59836,0.0083667785,0.034379393,0.4706212,157.09967
1.3226,-0.03312033,-0.0027970246,-0.037717085,9.9993296,193.61407,0.0083501367,0.03377964,0.47020793,157.09966
1.3227,-0.033692949,-0.0027912499,-0.037684128,9.9993305,193.62979,0.0083335247,0.033148155,0.46979499,157.09964
1.3228,-0.034231748,-0.0027854864,-0.037651196,9.9993315,193.64549,0.0083169444,0.032485604,0.46938241,157.09962
1.3229001,-0.034736276,-0.0027797334,-0.037618294,9.9993334,193.66121,0.0083003938,0.031792689,0.46897021,157.09961
1.323,-0.035206098,-0.0027739913,-0.037585419,9.9993343,193.67691,0.008283874,0.031070145,0.46855834,157.09959
1.3231,-0.035640821,-0.0027682602,-0.037552569,9.9993362,193.69263,0.008267384,0.030318722,0.46814686,157.09958
1.3232,-0.03604009,-0.0027625395,-0.037519749,9.9993372,193.70833,0.0082509257,0.029539207,0.46773574,157.09955
1.3233,-0.036403578,-0.0027568298,-0.037486959,9.9993391,193.72404,0.0082344962,0.028732408,0.46732497,157.09953
1.3234,-0.036731001,-0.0027511306,-0.037454195,9.9993401,193.73976,0.0082180984,0.027899159,0.46691456,157.09952
1.3235,-0.037022103,-0.0027454423,-0.037421461,9.999341,193.75546,0.0082017295,0.02704032,0.46650451,157.0995
1.3236001,-0.03727667,-0.0027397645,-0.037388753,9.9993429,193.77118,0.0081853922,0.02615677,0.46609482,157.09949
1.3237,-0.037494525,-0.0027340974,-0.037356071,9.9993439,193.78688,0.0081690839,0.025249418,0.46568549,157.09947
1.3238,-0.037675515,-0.0027284408,-0.037323419,9.9993458,193.8026,0.0081528062,0.024319185,0.46527651,157.09946
1.3239,-0.037819538,-0.0027227951,-0.037290793,9.9993467,193.8183,0.0081365574,0.023367019,0.46486792,157.09943
1.324,-0.037926517,-0.0027171597,-0.037258197,9.9993486,193.83401,0.0081203394,0.022393888,0.46445966,157.09941
1.3241,-0.037996422,-0.002711535,-0.037225626,9.9993496,193.84973,0.0081041511,0.021400774,0.46405175,157.0994
1.3242,-0.03802925,-0.002705921,-0.037193082,9.9993505,193.86543,0.0080879927,0.02038868,0.46364421,157.09938
1.3243001,-0.038025033,-0.0027003172,-0.037160568,9.9993525,193.88115,0.008071864,0.019358626,0.46323702,157.09937
1.3243999,-0.03798385,-0.0026947241,-0.037128083,9.9993534,193.89685,0.0080557652,0.018311642,0.46283019,157.09935
1.3245,-0.037905801,-0.0026891415,-0.037095621,9.9993553,193.91257,0.0080396961,0.017248783,0.46242371,157.09933
1.3246,-0.037791036,-0.0026835694,-0.037063189,9.9993563,193.92827,0.008023656,0.016171107,0.4620176,157.0993
1.3247,-0.037639733,-0.0026780078,-0.037030786,9.9993572,193.94398,0.0080076465,0.015079692,0.46161184,157.09929
1.3248,-0.037452102,-0.0026724564,-0.036998406,9.9993591,193.9597,0.007991665,0.013975622,0.46120641,157.09927
1.3249,-0.037228398,-0.0026669158,-0.036966056,9.9993601,193.9754,0.0079757143,0.012859995,0.46080136,157.09926
1.325,-0.036968898,-0.0026613851,-0.036933735,9.999361,193.99112,0.0079597924,0.011733917,0.46039665,157.09924
1.3250999,-0.036673922,-0.0026558652,-0.036901437,9.9993629,194.00682,0.0079438994,0.010598501,0.45999232,157.09923
1.3252,-0.036343824,-0.0026503555,-0.036869168,9.9993639,194.02254,0.0079280362,0.0094548687,0.45958832,157.09921
1.3253,-0.035978988,-0.0026448562,-0.03683693,9.9993658,194.03824,0.0079122018,0.008304148,0.45918468,157.0992
1.3254,-0.035579834,-0.0026393672,-0.036804713,9.9993668,194.05396,0.0078963963,0.0071474705,0.45878139,157.09917
1.3255,-0.035146814,-0.0026338911,-0.036772534,9.9993677,194.06966,0.007880629,0.0059859669,0.45837846,157.09915
1.3256,-0.034680411,-0.0026284254,-0.036740385,9.9993696,194.08537,0.0078648906,0.004820779,0.45797592,157.09914
1.3257,-0.034181137,-0.0026229701,-0.036708262,9.9993706,194.10109,0.007849182,0.0036530469,0.45757371,157.09912
1.3257999,-0.033649538,-0.0026175254,-0.036676165,9.9993715,194.11679,0.0078335023,0.0024839106,0.45717186,157.09911
1.3259,-0.033086188,-0.0026120911,-0.036644097,9.9993734,194.13251,0.0078178532,0.0013145098,0.45677036,157.09909
1.326,-0.032491691,-0.0026066671,-0.03661206,9.9993744,194.14821,0.0078022322,0.00014598195,0.45636919,157.09908
1.3261,-0.031866692,-0.0026012533,-0.036580045,9.9993753,194.16393,0.0077866409,-0.0010205382,0.45596838,157.09906
1.3262,-0.031211842,-0.00259585,-0.036548059,9.9993773,194.17963,0.007771079,-0.0021839198,0.45556796,157.09903
1.3263,-0.030527839,-0.002590457,-0.0365161,9.9993782,194.19534,0.0077555459,-0.0033430373,0.45516786,157.09901
1.3264,-0.029815404,-0.0025850744,-0.036484171,9.9993801,194.21106,0.0077400422,-0.0044967714,0.45476809,157.099
1.3265001,-0.029075274,-0.0025797018,-0.036452267,9.9993811,194.22676,0.0077245673,-0.0056440099,0.45436871,157.09898
1.3266,-0.028308228,-0.0025743397,-0.036420394,9.999382,194.24248,0.0077091218,-0.0067836489,0.45396966,157.09897
1.3267,-0.027515054,-0.0025689879,-0.036388543,9.9993839,194.25818,0.0076937051,-0.0079145934,0.45357096,157.09895
1.3268,-0.026696574,-0.0025636463,-0.036356725,9.9993849,194.2739,0.0076783174,-0.0090357605,0.45317262,157.09894
1.3269,-0.025853632,-0.0025583149,-0.036324929,9.9993858,194.2896,0.0076629585,-0.010146078,0.45277461,157.09892
1.327,-0.024987089,-0.0025529936,-0.036293164,9.9993877,194.30531,0.0076476284,-0.011244483,0.45237696,157.09891
1.3271,-0.024097834,-0.0025476827,-0.036261424,9.9993887,194.32103,0.0076323273,-0.012329932,0.45197967,157.09888
1.3272001,-0.023186771,-0.0025423819,-0.036229711,9.9993896,194.33673,0.007617055,-0.013401393,0.4515827,157.09886
1.3273,-0.022254827,-0.0025370913,-0.036198027,9.9993916,194.35245,0.0076018116,-0.014457847,0.45118612,157.09885
1.3274,-0.021302946,-0.0025318107,-0.03616637,9.9993925,194.36815,0.0075865965,-0.015498296,0.45078984,157.09883
1.3275,-0.020332092,-0.0025265403,-0.036134738,9.9993935,194.38387,0.0075714099,-0.016521756,0.45039394,157.09882
1.3276,-0.019343242,-0.00252128,-0.036103137,9.9993954,194.39957,0.0075562522,-0.017527264,0.44999838,157.0988
1.3277,-0.018337391,-0.0025160299,-0.036071561,9.9993963,194.41528,0.0075411228,-0.018513873,0.44960317,157.09879
1.3278,-0.017315548,-0.0025107898,-0.036040012,9.9993973,194.43098,0.0075260219,-0.019480661,0.44920829,157.09877
1.3279001,-0.016278736,-0.0025055597,-0.036008492,9.9993982,194.4467,0.0075109499,-0.020426719,0.44881377,157.09875
1.3279999,-0.015227994,-0.0025003396,-0.035976995,9.9994001,194.46242,0.0074959057,-0.021351168,0.4484196,157.09874
1.3281,-0.014164365,-0.0024951296,-0.035945527,9.9994011,194.47812,0.00748089,-0.022253148,0.44802576,157.09871
1.3282,-0.013088909,-0.0024899298,-0.03591409,9.999402,194.49384,0.0074659027,-0.023131821,0.44763228,157.09869
1.3283,-0.012002694,-0.0024847398,-0.035882674,9.999404,194.50954,0.0074509433,-0.023986379,0.44723913,157.09868
1.3284,-0.010906796,-0.0024795597,-0.035851289,9.9994049,194.52525,0.0074360124,-0.024816029,0.44684634,157.09866
1.3285,-0.0098022986,-0.0024743897,-0.035819929,9.9994059,194.54095,0.0074211098,-0.025620012,0.44645387,157.09865
1.3286,-0.008690292,-0.0024692297,-0.035788596,9.9994078,194.55667,0.0074062352,-0.026397593,0.44606176,157.09863
1.3286999,-0.0075718714,-0.0024640795,-0.035757292,9.9994087,194.57239,0.0073913885,-0.027148064,0.44567001,157.09862
1.3288,-0.0064481362,-0.0024589393,-0.035726011,9.9994097,194.58809,0.0073765698,-0.027870744,0.44527858,157.0986
1.3289,-0.0053201895,-0.0024538091,-0.035694759,9.9994106,194.60381,0.007361779,-0.028564982,0.44488749,157.09859
1.329,-0.0041891369,-0.0024486887,-0.035663534,9.9994125,194.61951,0.0073470166,-0.029230151,0.44449675,157.09857
1.3291,-0.0030560831,-0.0024435781,-0.035632335,9.9994135,194.63522,0.0073322817,-0.029865662,0.44410637,157.09856
1.3292,-0.0019221348,-0.0024384775,-0.035601165,9.9994144,194.65092,0.0073175742,-0.030470945,0.44371632,157.09853
1.3293,-0.00078839657,-0.0024333864,-0.035570022,9.9994164,194.66664,0.0073028952,-0.03104547,0.44332659,157.09851
1.3293999,0.00034402893,-0.0024283053,-0.035538901,9.9994173,194.68234,0.0072882436,-0.031588733,0.44293723,157.0985
1.3295,0.0014740425,-0.0024232341,-0.035507813,9.9994183,194.69806,0.0072736195,-0.032100264,0.44254822,157.09848
1.3296,0.0026005493,-0.0024181728,-0.035476748,9.9994192,194.71378,0.0072590234,-0.032579623,0.4421595,157.09846
1.3297,0.0037224593,-0.0024131211,-0.035445709,9.9994211,194.72948,0.0072444547,-0.033026401,0.44177118,157.09845
1.3298,0.0048386902,-0.0024080791,-0.035414699,9.9994221,194.74519,0.0072299135,-0.033440221,0.44138315,157.09843
1.3299,0.0059481654,-0.0024030467,-0.035383713,9.999423,194.76089,0.0072153998,-0.033820741,0.44099548,157.09842
1.33,0.0070498185,-0.0023980243,-0.035352755,9.999424,194.77661,0.0072009135,-0.034167655,0.44060817,157.0984
1.3301001,0.0081425915,-0.0023930115,-0.035321824,9.9994259,194.79231,0.0071864547,-0.034480687,0.44022116,157.09839
1.3302,0.0092254374,-0.0023880084,-0.035290919,9.9994268,194.80803,0.0071720234,-0.034759589,0.43983451,157.09837
1.3303,0.010297322,-0.0023830149,-0.035260044,9.9994278,194.82373,0.0071576191,-0.035004154,0.43944821,157.09836
1.3304,0.01135722,-0.0023780311,-0.035229191,9.9994287,194.83945,0.0071432423,-0.035214208,0.43906224,157.09833
1.3305,0.012404123,-0.002373056,-0.035198372,9.9994307,194.85516,0.0071288915,-0.035389613,0.4386766,157.09831
1.3306,0.013437037,-0.0023680904,-0.035167579,9.9994316,194.87086,0.0071145678,-0.035530258,0.43829134,157.0983
1.3307,0.014454983,-0.0023631344,-0.035136811,9.9994326,194.88658,0.0071002711,-0.035636067,0.43790638,157.09828
1.3308001,0.015456996,-0.0023581879,-0.035106074,9.9994335,194.90228,0.0070860013,-0.035707004,0.43752179,157.09827
1.3309,0.016442131,-0.002353251,-0.035075363,9.9994354,194.918,0.0070717591,-0.035743061,0.43713751,157.09825
1.331,0.017409461,-0.0023483234,-0.035044678,9.9994364,194.9337,0.0070575429,-0.035744268,0.43675357,157.09824
1.3311,0.018358076,-0.0023434055,-0.035014018,9.9994373,194.94942,0.0070433542,-0.035710689,0.43636999,157.09822
1.3312,0.019287087,-0.0023384967,-0.034983385,9.9994383,194.96513,0.0070291921,-0.035642415,0.43598673,157.09821
1.3313,0.020195626,-0.0023335977,-0.034952778,9.9994392,194.98083,0.0070150569,-0.035539579,0.4356038,157.09819
1.3314,0.021082846,-0.0023287081,-0.034922201,9.9994411,194.99655,0.0070009483,-0.035402343,0.43522123,157.09818
1.3315001,0.021947924,-0.0023238277,-0.03489165,9.9994421,195.01225,0.0069868662,-0.035230901,0.43483898,157.09816
1.3316,0.022790056,-0.0023189569,-0.034861125,9.9994431,195.02797,0.0069728107,-0.035025485,0.43445706,157.09814
1.3317,0.023608467,-0.0023140954,-0.034830626,9.999444,195.04367,0.0069587822,-0.034786358,0.43407547,157.09813
1.3318,0.024402402,-0.0023092432,-0.034800153,9.9994459,195.05939,0.0069447798,-0.034513813,0.43369424,157.0981
1.3319,0.025171133,-0.0023044003,-0.034769706,9.9994469,195.07509,0.0069308039,-0.034208171,0.43331334,157.09808
1.332,0.025913958,-0.0022995668,-0.034739289,9.9994478,195.09081,0.0069168545,-0.033869796,0.43293276,157.09807
1.3321,0.0266302,-0.0022947425,-0.034708895,9.9994488,195.10652,0.0069029317,-0.033499073,0.43255252,157.09805
1.3322001,0.027319215,-0.0022899276,-0.03467853,9.9994497,195.12222,0.006889035,-0.033096425,0.4321726,157.09804
1.3322999,0.027980376,-0.0022851219,-0.034648191,9.9994516,195.13794,0.0068751648,-0.032662299,0.43179303,157.09802
1.3324,0.028613094,-0.0022803254,-0.034617878,9.9994526,195.15364,0.0068613202,-0.032197174,0.4314138,157.09801
1.3325,0.029216804,-0.0022755382,-0.034587592,9.9994535,195.16936,0.0068475027,-0.031701565,0.43103489,157.09799
1.3326,0.029790971,-0.0022707602,-0.034557331,9.9994545,195.18506,0.0068337107,-0.031176001,0.43065631,157.09798
1.3327,0.030335089,-0.0022659914,-0.034527101,9.9994555,195.20078,0.0068199448,-0.030621054,0.43027806,157.09796
1.3328,0.030848686,-0.0022612319,-0.034496892,9.9994574,195.21648,0.006806205,-0.030037316,0.42990017,157.09795
1.3329,0.031331316,-0.0022564812,-0.034466714,9.9994583,195.23219,0.0067924913,-0.029425407,0.42952257,157.09793
1.3329999,0.031782564,-0.0022517401,-0.034436557,9.9994593,195.24791,0.0067788037,-0.028785974,0.42914534,157.09792
1.3331,0.03220205,-0.0022470078,-0.034406431,9.9994602,195.26361,0.0067651416,-0.028119689,0.42876843,157.0979
1.3332,0.032589421,-0.0022422848,-0.034376331,9.9994612,195.27933,0.0067515057,-0.027427251,0.42839181,157.09789
1.3333,0.032944363,-0.0022375707,-0.034346256,9.9994631,195.29503,0.0067378953,-0.026709378,0.42801556,157.09787
1.3334,0.033266582,-0.0022328659,-0.034316208,9.999464,195.31075,0.006724311,-0.025966818,0.42763966,157.09785
1.3335,0.033555832,-0.0022281699,-0.034286186,9.999465,195.32645,0.0067107519,-0.025200337,0.42726406,157.09784
1.3336,0.033811886,-0.0022234831,-0.03425619,9.9994659,195.34216,0.0066972189,-0.024410725,0.42688879,157.09782
1.3336999,0.034034558,-0.0022188053,-0.03422622,9.9994669,195.35786,0.0066837114,-0.023598792,0.42651385,157.09779
1.3338,0.034223691,-0.0022141365,-0.034196276,9.9994678,195.37358,0.0066702291,-0.02276537,0.42613924,157.09778
1.3339,0.034379158,-0.0022094767,-0.034166362,9.9994698,195.3893,0.0066567729,-0.021911308,0.42576498,157.09776
1.334,0.034500875,-0.0022048259,-0.03413647,9.9994707,195.405,0.0066433419,-0.021037474,0.42539102,157.09775
1.3341,0.034588784,-0.0022001839,-0.034106605,9.9994717,195.42072,0.0066299359,-0.020144757,0.42501739,157.09773
1.3342,0.034642857,-0.0021955511,-0.034076769,9.9994726,195.43642,0.0066165556,-0.019234059,0.42464411,157.09772
1.3343,0.034663104,-0.0021909268,-0.034046955,9.9994736,195.45213,0.0066032009,-0.018306298,0.42427114,157.0977
1.3344001,0.034649566,-0.0021863116,-0.034017172,9.9994745,195.46783,0.0065898709,-0.01736241,0.42389849,157.09769
1.3345,0.034602322,-0.0021817056,-0.03398741,9.9994764,195.48355,0.0065765665,-0.016403342,0.42352617,157.09767
1.3346,0.034521475,-0.0021771081,-0.033957679,9.9994774,195.49925,0.0065632872,-0.015430055,0.42315421,157.09766
1.3347,0.034407165,-0.0021725195,-0.033927973,9.9994783,195.51497,0.0065500331,-0.014443522,0.42278254,157.09764
1.3348,0.034259565,-0.0021679397,-0.03389829,9.9994793,195.53069,0.0065368041,-0.013444728,0.4224112,157.09763
1.3349,0.034078877,-0.0021633687,-0.033868637,9.9994802,195.54639,0.0065235998,-0.012434667,0.42204019,157.09761
1.335,0.033865344,-0.0021588067,-0.033839006,9.9994812,195.5621,0.0065104207,-0.011414343,0.42166951,157.0976
1.3351001,0.033619225,-0.0021542532,-0.033809405,9.9994822,195.5778,0.0064972667,-0.010384767,0.42129916,157.09758
1.3352,0.033340819,-0.0021497088,-0.03377983,9.9994841,195.59352,0.0064841374,-0.0093469592,0.42092913,157.09756
1.3353,0.033030462,-0.0021451728,-0.033750277,9.999485,195.60922,0.0064710327,-0.0083019445,0.42055941,157.09755
1.3354,0.03268851,-0.0021406456,-0.033720754,9.999486,195.62494,0.0064579528,-0.0072507532,0.42019004,157.09753
1.3355,0.032315351,-0.0021361262,-0.033691254,9.9994869,195.64064,0.0064448952,-0.0061944216,0.41982099,157.09752
1.3356,0.03191141,-0.0021316151,-0.033661779,9.9994879,195.65636,0.0064318618,-0.0051339855,0.41945225,157.0975
1.3357,0.031477131,-0.0021271128,-0.033632331,9.9994888,195.67207,0.0064188531,-0.004070485,0.41908386,157.09749
1.3358001,0.031012997,-0.002122619,-0.033602908,9.9994898,195.68777,0.0064058686,-0.0030049614,0.41871578,157.09747
1.3358999,0.030519512,-0.0021181337,-0.033573512,9.9994907,195.70349,0.0063929087,-0.0019384553,0.41834801,157.09746
1.336,0.029997207,-0.0021136571,-0.033544138,9.9994926,195.71919,0.0063799731,-0.0008720067,0.41798058,157.09744
1.3361,0.029446645,-0.0021091891,-0.033514794,9.9994936,195.73491,0.0063670618,0.00019334602,0.41761348,157.09743
1.3362,0.028868414,-0.0021047294,-0.033485476,9.9994946,195.75061,0.0063541746,0.0012565678,0.41724667,157.09741
1.3363,0.028263127,-0.0021002782,-0.03345618,9.9994955,195.76633,0.0063413111,0.0023166272,0.41688022,157.0974
1.3364,0.027631421,-0.0020958355,-0.033426914,9.9994965,195.78203,0.0063284724,0.0033724979,0.41651407,157.09738
1.3365,0.026973959,-0.0020914013,-0.033397671,9.9994974,195.79774,0.0063156574,0.0044231596,0.41614825,157.09737
1.3365999,0.02629143,-0.0020869756,-0.033368453,9.9994984,195.81346,0.0063028666,0.0054675988,0.41578275,157.09735
1.3367,0.025584541,-0.0020825581,-0.033339266,9.9994993,195.82916,0.0062900996,0.0065048099,0.41541758,157.09734
1.3368,0.024854027,-0.0020781492,-0.0333101,9.9995003,195.84488,0.0062773568,0.0075337957,0.41505271,157.09731
1.3369,0.024100641,-0.0020737485,-0.033280957,9.9995022,195.86058,0.0062646372,0.0085535701,0.41468817,157.09729
1.337,0.023325156,-0.0020693564,-0.033251844,9.9995031,195.8763,0.0062519419,0.0095631555,0.41432396,157.09727
1.3371,0.022528371,-0.0020649724,-0.033222757,9.9995041,195.892,0.0062392703,0.010561589,0.41396004,157.09726
1.3372,0.021711098,-0.0020605968,-0.033193696,9.999505,195.90771,0.0062266225,0.011547918,0.41359648,157.09724
1.3372999,0.020874171,-0.0020562296,-0.033164658,9.999506,195.92342,0.006213998,0.012521203,0.41323322,157.09723
1.3374,0.020018438,-0.0020518706,-0.033135645,9.999507,195.93913,0.0062013976,0.013480521,0.41287029,157.09721
1.3375,0.01914477,-0.0020475197,-0.033106659,9.9995079,195.95485,0.0061888201,0.014424963,0.41250765,157.0972
1.3376,0.018254045,-0.0020431774,-0.033077698,9.9995089,195.97055,0.0061762664,0.015353637,0.41214535,157.09718
1.3377,0.017347168,-0.002038843,-0.033048764,9.9995098,195.98627,0.0061637363,0.016265666,0.41178337,157.09717
1.3378,0.016425047,-0.002034517,-0.033019856,9.9995108,196.00197,0.0061512296,0.017160192,0.41142169,157.09715
1.3379,0.015488608,-0.0020301989,-0.03299097,9.9995117,196.01768,0.0061387462,0.018036377,0.41106033,157.09714
1.3380001,0.014538789,-0.0020258892,-0.032962114,9.9995136,196.03339,0.0061262855,0.0188934,0.41069931,157.09712
1.3381,0.01357654,-0.0020215877,-0.03293328,9.9995146,196.0491,0.0061138486,0.019730462,0.41033858,157.09711
1.3382,0.01260282,-0.0020172943,-0.032904472,9.9995155,196.0648,0.0061014351,0.020546785,0.40997818,157.09709
1.3383,0.011618597,-0.002013009,-0.032875691,9.9995165,196.08052,0.0060890443,0.021341607,0.40961811,157.09708
1.3384,0.01062485,-0.0020087317,-0.032846931,9.9995174,196.09622,0.0060766768,0.022114197,0.40925834,157.09706
1.3385,0.0096225636,-0.0020044625,-0.032818202,9.9995184,196.11194,0.0060643321,0.022863843,0.40889889,157.09705
1.3386,0.0086127287,-0.0020002015,-0.032789495,9.9995193,196.12766,0.0060520102,0.023589855,0.40853977,157.09703
1.3387001,0.0075963428,-0.0019959484,-0.032760814,9.9995203,196.14336,0.0060397116,0.024291568,0.40818095,157.09702
1.3388,0.0065744072,-0.0019917034,-0.032732159,9.9995213,196.15907,0.0060274359,0.024968345,0.40782243,157.097
1.3389,0.0055479272,-0.0019874664,-0.032703526,9.9995222,196.17477,0.0060151829,0.02561957,0.40746424,157.09698
1.339,0.004517911,-0.0019832372,-0.032674924,9.9995232,196.19049,0.0060029528,0.026244655,0.40710637,157.09697
1.3391,0.0034853683,-0.0019790162,-0.032646343,9.9995241,196.20619,0.005990745,0.026843041,0.4067488,157.09695
1.3392,0.002451309,-0.0019748029,-0.032617789,9.9995251,196.22191,0.0059785601,0.027414192,0.40639156,157.09694
1.3393,0.0014167426,-0.0019705978,-0.03258926,9.999526,196.23761,0.0059663979,0.0279576,0.40603462,157.09692
1.3394001,0.00038267797,-0.0019664003,-0.032560755,9.999527,196.25333,0.0059542586,0.028472787,0.405678,157.09691
1.3395,-0.00064987881,-0.001962211,-0.032532275,9.9995289,196.26904,0.0059421412,0.028959302,0.40532169,157.09689
1.3396,-0.0016799248,-0.0019580293,-0.032503821,9.9995298,196.28474,0.0059300466,0.029416723,0.4049657,157.09688
