"Time","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","rectifier.pre_p[1].u","rectifier.pre_p[2].u","rectifier.pre_p[3].u","rectifier.pre_n[1].u","rectifier.pre_n[2].u","rectifier.pre_n[3].u","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","inductor.i"
4.9566665,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0,6291.2837,0,13.383893,0,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.306602
4.9568,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.017306104,6291.2837,2.2473528,13.383893,0.0017753266,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.323069
4.9569998,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.04075627,6291.2837,5.0007787,13.383893,0.0044422038,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.345181
4.9572001,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.061114244,6291.2837,7.0771065,13.383893,0.0071131876,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.36412
4.9573998,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.078299686,6291.2837,8.5580921,13.383893,0.0097876359,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.379816
4.9576001,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.092244782,6291.2837,9.534874,13.383893,0.012464894,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.392216
4.9577999,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.10289448,6291.2837,10.106544,13.383893,0.0151443,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.401278
4.9580002,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.11020678,6291.2837,10.378578,13.383893,0.017825181,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.406972
4.9582,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.11415279,6291.2837,10.461183,13.383893,0.020506863,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.409285
4.9583335,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.11490507,6291.2837,10.466842,13.383893,0.022294741,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.408946
4.9583335,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.11490507,6291.2837,10.466842,13.383893,0.022294741,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.408946
4.9583335,1,0,1,0,1,1,0,1,0,1,0,0,3.5059187,0.11490507,6291.2837,10.466842,13.383893,0.022294762,4.9416666,4.9483333,4.9549999,4.9516668,4.9383335,4.9450002,13.408946
4.9583335,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.11490507,6291.2837,10.466842,13.383893,0.022294762,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.408946
4.9583998,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.11471695,6291.2837,10.467564,13.383893,0.023188669,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.408213
4.9586,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.1118971,6291.2837,10.512074,13.383893,0.025869923,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.403768
4.9587998,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.10570433,6291.2837,10.708524,13.383893,0.028549952,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395974
4.9590001,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.09616302,6291.2837,11.168322,13.383893,0.031228092,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.384871
4.9591999,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.083310798,6291.2837,11.998716,13.383893,0.033903684,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.370506
4.9594002,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.067198455,6291.2837,13.301097,13.383893,0.036576081,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.352946
4.9596,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.047889564,6291.2837,15.169422,13.383893,0.039244656,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.332266
4.9597998,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.025460342,6291.2837,17.688721,13.383893,0.041908786,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.308554
4.95996,1,0,1,0,1,1,0,0,0,1,0,0,3.5059187,0.0053346725,6291.2837,20.222782,13.383893,0.04403596,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.287475
4.95996,1,1,0,0,1,1,0,0,1,1,0,0,3.5059187,0.0053346725,6291.2837,20.222782,13.383893,0.04403596,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.287475
4.96,1,1,0,0,1,1,0,0,1,1,0,0,3.5059187,0.010787533,6291.2837,20.965427,13.383893,0.044568095,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.292695
4.96,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0,6289.6279,0,13.370429,0,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.292695
4.9601998,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.025460938,6289.6279,3.2450149,13.370429,0.0026610144,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.316936
4.9604001,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.04789006,6289.6279,5.7642913,13.370429,0.0053265658,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.338054
4.9605999,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.067198843,6289.6279,7.632597,13.370429,0.0079960227,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.355973
4.9608002,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.083311073,6289.6279,8.9349642,13.370429,0.010668738,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.370631
4.961,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.096163183,6289.6279,9.7653503,13.370429,0.013344054,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.381977
4.9612002,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.10570444,6289.6279,10.225153,13.370429,0.016021306,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.389973
4.9614,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.11189719,6289.6279,10.421616,13.370429,0.018699819,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.394596
4.9615998,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.11471699,6289.6279,10.466134,13.370429,0.021378918,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395833
4.9616666,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.11490507,6289.6279,10.466842,13.370429,0.022271942,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395494
4.9616666,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.11490507,6289.6279,10.466842,13.370429,0.022271942,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395494
4.9616666,1,1,0,0,1,1,0,0,1,1,0,0,3.2362597,0.11490507,6289.6279,10.466842,13.370429,0.022271965,4.9416666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395494
4.9616666,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.11490507,6289.6279,10.466842,13.370429,0.022271965,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.395494
4.9618001,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.11415271,6289.6279,10.472521,13.370429,0.024057927,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.393689
4.9619999,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.11020665,6289.6279,10.55512,13.370429,0.026736168,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.388178
4.9622002,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.10289429,6289.6279,10.827152,13.370429,0.029412976,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.37933
4.9624,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.092244484,6289.6279,11.398827,13.370429,0.03208768,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.367186
4.9626002,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.078299277,6289.6279,12.375614,13.370429,0.034759633,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.351802
4.9628,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.061113726,6289.6279,13.85661,13.370429,0.037428189,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.333244
4.9629998,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.040755644,6289.6279,15.932957,13.370429,0.040092725,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.311596
4.9632001,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.017305376,6289.6279,18.686409,13.370429,0.042752627,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.286947
4.9632964,1,1,0,0,1,1,0,0,1,0,0,0,3.2362597,0.0048944661,6289.6279,20.280853,13.370429,0.044035926,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.273994
4.9632964,1,1,0,1,0,1,0,0,1,0,1,0,3.2362597,0.0048944661,6289.6279,20.280853,13.370429,0.044035926,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.273994
4.9633331,1,1,0,1,0,1,0,0,1,0,1,0,3.2362597,0.0098884515,6289.6279,20.960392,13.370429,0.044523213,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.278786
4.9633331,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0,6288.1177,0,13.356964,0,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.278786
4.9633999,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.0088178804,6288.1177,1.1664662,13.356964,0.00088553556,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.287226
4.9636002,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.033278804,6288.1177,4.1619453,13.356964,0.003545359,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.310491
4.9638,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.054677043,6288.1177,6.4553895,13.356964,0.006209522,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.330606
4.9640002,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.07292816,6288.1177,8.1251316,13.356964,0.0088773863,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.3475
4.9642,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.087960124,6288.1177,9.2593327,13.356964,0.011548303,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.361113
4.9643998,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.099713601,6288.1177,9.9546022,13.356964,0.01422161,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.371401
4.9646001,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.10814223,6288.1177,10.314468,13.356964,0.016896639,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.378328
4.9647999,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.11321272,6288.1177,10.447751,13.356964,0.019572716,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.381877
4.9650002,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.11490507,6288.1177,10.466842,13.356964,0.022249144,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.382041
4.9650002,1,1,0,1,0,1,0,0,1,0,1,0,2.9665356,0.11490507,6288.1177,10.466842,13.356964,0.022249164,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9450002,13.382041
4.9650002,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.11490507,6288.1177,10.466842,13.356964,0.022249164,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.382041
4.9651999,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.11321262,6288.1177,10.48595,13.356964,0.024925306,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.378825
4.9654002,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.10814208,6288.1177,10.619227,13.356964,0.027600471,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.372252
4.9656,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.099713378,6288.1177,10.979095,13.356964,0.030273985,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.362352
4.9657998,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.087959781,6288.1177,11.674369,13.356964,0.032945193,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.349174
4.9660001,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.072927713,6288.1177,12.808578,13.356964,0.03561344,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.332778
4.9661999,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.054676488,6288.1177,14.478332,13.356964,0.038278095,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.313233
4.9664001,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.033278141,6288.1177,16.771801,13.356964,0.04093853,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.290627
4.9665999,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.0088171186,6288.1177,19.767307,13.356964,0.043594148,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.265053
4.9666333,1,1,0,1,0,1,0,0,0,0,1,0,2.9665356,0.0044535403,6288.1177,20.339121,13.356964,0.044035796,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.260514
4.9666333,0,1,1,1,0,1,1,0,0,0,1,0,2.9665356,0.0044535403,6288.1177,20.339121,13.356964,0.044035796,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.260514
4.9666667,0,1,1,1,0,1,1,0,0,0,1,0,2.9665356,0.008989471,6288.1177,20.95577,13.356964,0.044478331,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.264875
4.9666667,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0,6286.731,0,13.343499,0,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.264875
4.9668002,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0.017306104,6286.731,2.2473528,13.343499,0.0017697703,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.281452
4.967,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0.04075627,6286.731,5.0007787,13.343499,0.0044283411,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.303731
4.9671998,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0.061114244,6286.731,7.0771065,13.343499,0.007091051,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.322835
4.9674001,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0.078299694,6286.731,8.5580921,13.343499,0.0097572589,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.338696
4.9675999,0,1,1,1,0,1,1,0,0,0,1,0,2.6968412,0.092244782,6286.731,9.534874,13.343499,0.01242631,4.9616666,4.9483333,4.9549999,4.9516668,4.9583335,4.9650002,13.35126
