"time","Nand.C4.v","Nand.C7.v"
0,0,0
1.9999999999999999e-11,4.9997883528566867e-06,1.0025397777559965e-10
3.9999999999999998e-11,1.9997696490169407e-05,8.0187926079727942e-10
6e-11,4.4991446666151098e-05,2.8877849230478145e-09
7.9999999999999995e-11,7.9980872301195472e-05,6.4135711419161708e-09
9.9999999999999991e-11,0.00012496032107618121,1.3263975800722328e-08
1.2e-10,0.00017993083176415727,2.3092616927283648e-08
1.3999999999999998e-10,0.00024489280016895076,3.5767512554563948e-08
1.5999999999999999e-10,0.0003198462262905618,5.1288662682563271e-08
1.8e-10,0.00040477418248095661,7.529378016162255e-08
1.9999999999999998e-10,0.00049968188288803403,1.060463054557764e-07
2.0000000000024573e-10,0.00049968188288926146,1.0604630545618921e-07
2.1999999999999999e-10,0.00065479057578300335,1.3427251221482633e-07
2.4e-10,0.001114011387845996,1.7678766641528724e-07
2.5999999999999998e-10,0.0021737204459548482,2.5710624603279811e-07
2.7999999999999996e-10,0.0041290542226076008,4.134627645326398e-07
3e-10,0.0072753301052477662,6.9596562475053801e-07
3.1999999999999998e-10,0.011907536599606751,1.1714875018110465e-06
3.3999999999999996e-10,0.018320683779801037,1.9271773719045157e-06
3.6e-10,0.026809767733554132,3.0609140043165211e-06
3.7999999999999998e-10,0.037669730684994178,4.6863465680379486e-06
3.9999999999999996e-10,0.051195530609527327,6.9123861922114058e-06
4.2e-10,0.067681989444967616,9.8999390661908847e-06
4.3999999999999998e-10,0.087424002764385209,1.3780586652204646e-05
4.5999999999999996e-10,0.1107162946545059,1.8745727230728664e-05
4.8e-10,0.13785366277837244,2.4960951386028686e-05
4.9999999999999993e-10,0.16913075734941024,3.2641163370218857e-05
5.1999999999999996e-10,0.20484228192567275,4.1983464313069554e-05
5.4e-10,0.24528280598076391,5.3229325184821671e-05
5.5999999999999993e-10,0.29074691887000387,6.661364481281948e-05
5.7999999999999996e-10,0.34152914949757129,8.2391304883583282e-05
6e-10,0.39792394667184156,0.00010084440738577136
6.1999999999999993e-10,0.46022574003534189,0.00012226092899292074
