"Time","smrM.is[3]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","vfController3.x","smr3.is[2]","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","vfControllerM.x","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.is[1]","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.w","loadInertiaM.w","smrM.is[2]","smrM.is[4]","loadInertia3.phi"
1.252,34.766903,-0.42721084,236.24777,43.583588,0.26596853,114.11309,236.24777,0.26596853,-60.392666,-0.35841507,-36.2356,-0.35841507,-0.059891608,-0.059891608,-0.42721084,155.80321,155.80321,-2.3764014,23.863529,114.11309
1.2521,34.329247,-0.42718887,236.27919,42.171989,0.27709538,114.12867,236.27919,0.27709538,-60.879501,-0.34988067,-36.527702,-0.34988067,-0.059991349,-0.059991349,-0.42718887,155.80435,155.80435,-3.5571768,24.773817,114.12867
1.2522,33.856781,-0.42716691,236.31059,40.716919,0.28794858,114.14425,236.31059,0.28794858,-61.305645,-0.34100097,-36.783386,-0.34100097,-0.060091112,-0.060091112,-0.42716691,155.8055,155.8055,-4.7353454,25.659988,114.14425
1.2523,33.349976,-0.42714494,236.34201,39.21983,0.29851744,114.15983,236.34201,0.29851744,-61.670631,-0.33178481,-37.00238,-0.33178481,-0.060190894,-0.060190894,-0.42714494,155.80666,155.80666,-5.9097128,26.521132,114.15983
1.2524,32.809292,-0.42712298,236.37343,37.682163,0.30879146,114.17542,236.37343,0.30879146,-61.974037,-0.32224122,-37.184422,-0.32224122,-0.060290698,-0.060290698,-0.42712298,155.80782,155.80782,-7.0791106,27.356367,114.17542
1.2525001,32.235271,-0.42710102,236.40485,36.10548,0.31876057,114.19099,236.40485,0.31876057,-62.215534,-0.31237966,-37.329323,-0.31237966,-0.060390521,-0.060390521,-0.42710102,155.80898,155.80898,-8.2423449,28.164839,114.19099
1.2526,31.628487,-0.42707905,236.43626,34.49136,0.32841492,114.20657,236.43626,0.32841492,-62.394859,-0.30220988,-37.436916,-0.30220988,-0.060490359,-0.060490359,-0.42707905,155.81015,155.81015,-9.3982353,28.945715,114.20657
1.2527,30.9895,-0.42705709,236.46768,32.841358,0.33774498,114.22215,236.46768,0.33774498,-62.511761,-0.29174188,-37.507057,-0.29174188,-0.060590219,-0.060590219,-0.42705709,155.81133,155.81133,-10.545628,29.698193,114.22215
1.2528,30.318956,-0.42703509,236.4991,31.157152,0.34674153,114.23774,236.4991,0.34674153,-62.566109,-0.28098601,-37.539665,-0.28098601,-0.06069009,-0.06069009,-0.42703509,155.81252,155.81252,-11.683353,30.421499,114.23774
1.2529,29.617523,-0.42701313,236.53052,29.440434,0.35539573,114.25332,236.53052,0.35539573,-62.557827,-0.26995289,-37.534695,-0.26995289,-0.06078998,-0.06078998,-0.42701313,155.81371,155.81371,-12.810253,31.114889,114.25332
1.253,28.885859,-0.42699113,236.56192,27.692862,0.36369899,114.2689,236.56192,0.36369899,-62.486847,-0.25865343,-37.492107,-0.25865343,-0.060889881,-0.060889881,-0.42699113,155.8149,155.8149,-13.925204,31.777647,114.2689
1.2531,28.124704,-0.42696917,236.59334,25.916212,0.37164319,114.28448,236.59334,0.37164319,-62.353237,-0.24709877,-37.411942,-0.24709877,-0.060989797,-0.060989797,-0.42696917,155.8161,155.8161,-15.027066,32.409088,114.28448
1.2532001,27.334818,-0.42694718,236.62476,24.112274,0.37922043,114.30006,236.62476,0.37922043,-62.157104,-0.23530032,-37.294262,-0.23530032,-0.061089724,-0.061089724,-0.42694718,155.81731,155.81731,-16.114719,33.008568,114.30006
1.2533,26.516951,-0.42692521,236.65617,22.282799,0.38642326,114.31564,236.65617,0.38642326,-61.898579,-0.22326973,-37.139145,-0.22326973,-0.061189663,-0.061189663,-0.42692521,155.81853,155.81853,-17.187075,33.575451,114.31564
1.2534,25.671925,-0.42690322,236.68759,20.429642,0.39324456,114.33122,236.68759,0.39324456,-61.577904,-0.21101888,-36.946743,-0.21101888,-0.061289608,-0.061289608,-0.42690322,155.81975,155.81975,-18.243036,34.109158,114.33122
1.2535,24.800591,-0.42688122,236.71901,18.55467,0.39967763,114.34681,236.71901,0.39967763,-61.195389,-0.19855985,-36.717232,-0.19855985,-0.061389565,-0.061389565,-0.42688122,155.82097,155.82097,-19.281532,34.609138,114.34681
1.2536,23.903782,-0.42685926,236.75043,16.659721,0.40571609,114.36239,236.75043,0.40571609,-60.751347,-0.18590495,-36.450809,-0.18590495,-0.06148953,-0.06148953,-0.42685926,155.8222,155.8222,-20.301516,35.074863,114.36239
1.2537,22.982399,-0.42683727,236.78185,14.746702,0.41135404,114.37798,236.78185,0.41135404,-60.246212,-0.17306668,-36.147728,-0.17306668,-0.061589498,-0.061589498,-0.42683727,155.82344,155.82344,-21.301947,35.505852,114.37798
1.2538,22.037367,-0.42681527,236.81325,12.817547,0.41658583,114.39355,236.81325,0.41658583,-59.680473,-0.16005769,-35.808285,-0.16005769,-0.061689477,-0.061689477,-0.42681527,155.82469,155.82469,-22.281809,35.901653,114.39355
1.2539001,21.069605,-0.42679328,236.84467,10.874156,0.42140639,114.40913,236.84467,0.42140639,-59.054638,-0.14689085,-35.432781,-0.14689085,-0.061789457,-0.061789457,-0.42679328,155.82593,155.82593,-23.240112,36.261845,114.40913
1.2539999,20.080072,-0.42677131,236.87608,8.9184799,0.4258109,114.42472,236.87608,0.4258109,-58.369312,-0.13357913,-35.021587,-0.13357913,-0.061889444,-0.061889444,-0.42677131,155.82719,155.82719,-24.175879,36.586048,114.42472
1.2541,19.069773,-0.42674932,236.9075,6.9524956,0.42979509,114.4403,236.9075,0.42979509,-57.625175,-0.1201357,-34.575108,-0.1201357,-0.061989434,-0.061989434,-0.42674932,155.82845,155.82845,-25.088158,36.873924,114.4403
1.2542,18.03969,-0.42672732,236.93892,4.9781523,0.43335494,114.45589,236.93892,0.43335494,-56.822922,-0.10657381,-34.093754,-0.10657381,-0.062089425,-0.062089425,-0.42672732,155.82971,155.82971,-25.976021,37.12516,114.45589
1.2543,16.990847,-0.42670533,236.97034,2.9974239,0.43648702,114.47147,236.97034,0.43648702,-55.963322,-0.09290684,-33.577991,-0.09290684,-0.062189415,-0.062189415,-0.42670533,155.83098,155.83098,-26.838566,37.339489,114.47147
1.2544,15.924304,-0.42668334,237.00175,1.0123167,0.43918821,114.48705,237.00175,0.43918821,-55.047234,-0.079148307,-33.028339,-0.079148307,-0.062289409,-0.062289409,-0.42668334,155.83224,155.83224,-27.674913,37.516674,114.48705
1.2545,14.841109,-0.42666134,237.03317,-0.97519433,0.44145584,114.50263,237.03317,0.44145584,-54.075535,-0.065311767,-32.44532,-0.065311767,-0.0623894,-0.0623894,-0.42666134,155.83353,155.83353,-28.484213,37.656521,114.50263
1.2546,13.742336,-0.42663935,237.06458,-2.9631257,0.44328767,114.51822,237.06458,0.44328767,-53.049156,-0.051410891,-31.829494,-0.051410891,-0.062489387,-0.062489387,-0.42663935,155.83481,155.83481,-29.265636,37.758865,114.51822
1.2546999,12.629095,-0.42661735,237.09599,-4.9494629,0.44468194,114.5338,237.09599,0.44468194,-51.969131,-0.037459396,-31.181479,-0.037459396,-0.062589377,-0.062589377,-0.42661735,155.83611,155.83611,-30.018387,37.823597,114.5338
1.2548,11.502487,-0.42659539,237.12741,-6.9322224,0.44563723,114.54939,237.12741,0.44563723,-50.836502,-0.023471052,-30.501902,-0.023471052,-0.062689357,-0.062689357,-0.42659539,155.8374,155.8374,-30.741697,37.850624,114.54939
1.2549,10.363625,-0.4265734,237.15883,-8.9094276,0.44615263,114.56497,237.15883,0.44615263,-49.652359,-0.0094596641,-29.791416,-0.0094596641,-0.062789336,-0.062789336,-0.4265734,155.8387,155.8387,-31.434826,37.839897,114.56497
1.255,9.2136602,-0.4265514,237.19025,-10.879075,0.44622761,114.58055,237.19025,0.44622761,-48.417896,0.0045609334,-29.050737,0.0045609334,-0.062889308,-0.062889308,-0.4265514,155.84,155.84,-32.097065,37.79142,114.58055
1.2551,8.0537367,-0.42652941,237.22166,-12.839191,0.44586211,114.59614,237.22166,0.44586211,-47.134319,0.018576903,-28.280592,0.018576903,-0.06298928,-0.06298928,-0.42652941,155.84131,155.84131,-32.727737,37.705223,114.59614
1.2552,6.8849969,-0.42650741,237.25308,-14.787825,0.44505653,114.61172,237.25308,0.44505653,-45.802864,0.032574415,-27.481718,0.032574415,-0.063089237,-0.063089237,-0.42650741,155.84262,155.84262,-33.326195,37.581356,114.61172
1.2553,5.7086244,-0.42648542,237.2845,-16.723,0.44381163,114.6273,237.2845,0.44381163,-44.42487,0.046539649,-26.654921,0.046539649,-0.063189194,-0.063189194,-0.42648542,155.84395,155.84395,-33.891819,37.419945,114.6273
1.2553999,4.5257931,-0.42646345,237.3159,-18.642771,0.44212863,114.64289,237.3159,0.44212863,-43.001698,0.06045882,-25.801018,0.06045882,-0.063289136,-0.063289136,-0.42646345,155.84526,155.84526,-34.424038,37.22113,114.64289
1.2555,3.3376672,-0.42644146,237.34732,-20.545229,0.44000924,114.65848,237.34732,0.44000924,-41.534714,0.0743182,-24.92083,0.0743182,-0.06338907,-0.06338907,-0.42644146,155.84659,155.84659,-34.922291,36.985081,114.65848
1.2556,2.1454496,-0.42641947,237.37874,-22.428446,0.43745553,114.67406,237.37874,0.43745553,-40.025406,0.088104099,-24.015244,0.088104099,-0.06348899,-0.06348899,-0.42641947,155.84792,155.84792,-35.38607,36.712032,114.67406
1.2557,0.9503333,-0.4263975,237.41016,-24.290524,0.43447003,114.68964,237.41016,0.43447003,-38.475262,0.10180292,-23.085157,0.10180292,-0.063588902,-0.063588902,-0.4263975,155.84926,155.84926,-35.814899,36.402237,114.68964
1.2558,-0.24650495,-0.42637551,237.44157,-26.129608,0.43105567,114.70523,237.44157,0.43105567,-36.88578,0.11540113,-22.131468,0.11540113,-0.0636888,-0.0636888,-0.42637551,155.8506,155.8506,-36.208321,36.055973,114.70523
1.2559,-1.443854,-0.42635351,237.47299,-27.943834,0.42721584,114.72082,237.47299,0.42721584,-35.258564,0.12888531,-21.155138,0.12888531,-0.063788682,-0.063788682,-0.42635351,155.85194,155.85194,-36.565937,35.673588,114.72082
1.256,-2.6405127,-0.42633155,237.50441,-29.731375,0.42295435,114.7364,237.50441,0.42295435,-33.595234,0.14224218,-20.157139,0.14224218,-0.063888557,-0.063888557,-0.42633155,155.85329,155.85329,-36.887375,35.255451,114.7364
1.2561001,-3.8353028,-0.42630956,237.53583,-31.490446,0.41827539,114.75198,237.53583,0.41827539,-31.89739,0.15545852,-19.138433,0.15545852,-0.06398841,-0.06398841,-0.42630956,155.85464,155.85464,-37.172287,34.801941,114.75198
1.2562,-5.0270152,-0.42628759,237.56723,-33.219265,0.41318357,114.76757,237.56723,0.41318357,-30.166752,0.1685213,-18.100052,0.1685213,-0.064088255,-0.064088255,-0.42628759,155.856,155.856,-37.42038,34.313515,114.76757
1.2563,-6.2144523,-0.42626563,237.59865,-34.916088,0.40768397,114.78316,237.59865,0.40768397,-28.405045,0.18141764,-17.043026,0.18141764,-0.064188078,-0.064188078,-0.42626563,155.85736,155.85736,-37.63139,33.790649,114.78316
1.2564,-7.3964438,-0.42624363,237.63007,-36.579216,0.40178195,114.79874,237.63007,0.40178195,-26.61397,0.1941348,-15.968382,0.1941348,-0.064287879,-0.064287879,-0.42624363,155.85873,155.85873,-37.80508,33.233829,114.79874
1.2565,-8.5717945,-0.42622167,237.66148,-38.206966,0.3954834,114.81433,237.66148,0.3954834,-24.795336,0.20666023,-14.877202,0.20666023,-0.064387672,-0.064387672,-0.42622167,155.86009,155.86009,-37.941273,32.643612,114.81433
1.2566,-9.7393208,-0.4261997,237.6929,-39.797691,0.38879451,114.82992,237.6929,0.38879451,-22.950964,0.21898158,-13.770578,0.21898158,-0.064487435,-0.064487435,-0.4261997,155.86148,155.86148,-38.039818,32.020584,114.82992
1.2567,-10.897871,-0.42617774,237.72432,-41.349804,0.38172185,114.8455,237.72432,0.38172185,-21.082638,0.23108666,-12.649583,0.23108666,-0.064587183,-0.064587183,-0.42617774,155.86285,155.86285,-38.100582,31.365326,114.8455
1.2568001,-12.046274,-0.42615578,237.75574,-42.861721,0.3742725,114.86108,237.75574,0.3742725,-19.192244,0.24296357,-11.515347,0.24296357,-0.064686917,-0.064686917,-0.42615578,155.86423,155.86423,-38.123505,30.678495,114.86108
1.2569,-13.183373,-0.42613381,237.78716,-44.331924,0.36645374,114.87667,237.78716,0.36645374,-17.281675,0.25460055,-10.369005,0.25460055,-0.06478662,-0.06478662,-0.42613381,155.86562,155.86562,-38.108551,29.960777,114.87667
1.257,-14.308044,-0.42611185,237.81856,-45.75893,0.35827327,114.89226,237.81856,0.35827327,-15.352785,0.26598611,-9.2116709,0.26598611,-0.064886302,-0.064886302,-0.42611185,155.867,155.867,-38.055698,29.212841,114.89226
1.2571,-15.419151,-0.42608991,237.84998,-47.141293,0.34973925,114.90784,237.84998,0.34973925,-13.407519,0.27710906,-8.0445118,0.27710906,-0.064985968,-0.064985968,-0.42608991,155.86839,155.86839,-37.965004,28.435444,114.90784
1.2572,-16.515574,-0.42606795,237.88139,-48.477619,0.34086004,114.92343,237.88139,0.34086004,-11.447829,0.28795841,-6.8686976,0.28795841,-0.065085605,-0.065085605,-0.42606795,155.8698,155.8698,-37.836544,27.62936,114.92343
1.2573,-17.596224,-0.42604601,237.91281,-49.766552,0.33164442,114.93902,237.91281,0.33164442,-9.4756212,0.29852343,-5.6853724,0.29852343,-0.065185212,-0.065185212,-0.42604601,155.8712,155.8712,-37.670414,26.795351,114.93902
1.2574,-18.660013,-0.42602405,237.94423,-51.00679,0.3221015,114.95461,237.94423,0.3221015,-7.4928794,0.30879369,-4.4957275,0.30879369,-0.065284804,-0.065284804,-0.42602405,155.8726,155.8726,-37.466778,25.934254,114.95461
1.2575001,-19.705868,-0.42600212,237.97565,-52.197075,0.31224072,114.97019,237.97565,0.31224072,-5.501595,0.31875908,-3.3009572,0.31875908,-0.065384358,-0.065384358,-0.42600212,155.87401,155.87401,-37.225826,25.04693,114.97019
1.2575999,-20.732748,-0.42598018,238.00706,-53.336205,0.30207178,114.98579,238.00706,0.30207178,-3.5037162,0.32840973,-2.1022298,0.32840973,-0.06548389,-0.06548389,-0.42598018,155.87541,155.87541,-36.947769,24.134228,114.98579
1.2577,-21.739618,-0.42595825,238.03848,-54.423019,0.2916047,115.00137,238.03848,0.2916047,-1.5012441,0.33773619,-0.90074646,0.33773619,-0.0655834,-0.0655834,-0.42595825,155.87683,155.87683,-36.632881,23.197058,115.00137
1.2578,-22.725464,-0.42593631,238.06989,-55.456421,0.28084987,115.01696,238.06989,0.28084987,0.50380915,0.34672919,0.30228549,0.34672919,-0.065682873,-0.065682873,-0.42593631,155.87825,155.87825,-36.281467,22.236357,115.01696
1.2579,-23.689301,-0.42591438,238.1013,-56.435349,0.26981789,115.03255,238.1013,0.26981789,2.5094714,0.35537985,1.5056828,0.35537985,-0.065782323,-0.065782323,-0.42591438,155.87967,155.87967,-35.893848,21.253054,115.03255
1.258,-24.630157,-0.42589244,238.13272,-57.358814,0.25851962,115.04813,238.13272,0.25851962,4.513741,0.36367968,2.7082446,0.36367968,-0.065881737,-0.065881737,-0.42589244,155.88109,155.88109,-35.470398,20.248125,115.04813
1.2581,-25.547085,-0.42587054,238.16414,-58.22588,0.24696624,115.06372,238.16414,0.24696624,6.5146027,0.37162048,3.9087617,0.37162048,-0.06598112,-0.06598112,-0.42587054,155.88252,155.88252,-35.011543,19.222576,115.06372
1.2582,-26.439165,-0.4258486,238.19556,-59.035656,0.23516916,115.07931,238.19556,0.23516916,8.5100803,0.37919441,5.1060481,0.37919441,-0.066080481,-0.066080481,-0.4258486,155.88396,155.88396,-34.517712,18.177406,115.07931
1.2582999,-27.305502,-0.4258267,238.22697,-59.787312,0.22314,115.0949,238.22697,0.22314,10.498187,0.38639396,6.2989125,0.38639396,-0.066179797,-0.066179797,-0.4258267,155.88539,155.88539,-33.989376,17.113647,115.0949
1.2584,-28.145218,-0.42580479,238.25839,-60.480083,0.21089065,115.11049,238.25839,0.21089065,12.476924,0.39321208,7.4861546,0.39321208,-0.066279083,-0.066279083,-0.42580479,155.88683,155.88683,-33.427067,16.032366,115.11049
1.2585,-28.957472,-0.42578289,238.28981,-61.113258,0.19843321,115.12608,238.28981,0.19843321,14.444328,0.39964202,8.6665974,0.39964202,-0.06637834,-0.06637834,-0.42578289,155.88826,155.88826,-32.831326,14.934622,115.12608
1.2586,-29.741444,-0.42576098,238.32121,-61.686176,0.18577996,115.14166,238.32121,0.18577996,16.398447,0.40567741,9.8390684,0.40567741,-0.06647756,-0.06647756,-0.42576098,155.88971,155.88971,-32.202717,13.821495,115.14166
1.2587,-30.496342,-0.42573908,238.35263,-62.198261,0.1729434,115.15726,238.35263,0.1729434,18.337315,0.41131234,11.002389,0.41131234,-0.066576749,-0.066576749,-0.42573908,155.89116,155.89116,-31.54188,12.694104,115.15726
1.2588,-31.221409,-0.4257172,238.38405,-62.648975,0.15993619,115.17284,238.38405,0.15993619,20.259001,0.41654125,12.1554,0.41654125,-0.066675894,-0.066675894,-0.4257172,155.89261,155.89261,-30.849449,11.553557,115.17284
1.2589,-31.915909,-0.4256953,238.41547,-63.037838,0.14677118,115.18843,238.41547,0.14677118,22.1616,0.42135891,13.296961,0.42135891,-0.066775009,-0.066775009,-0.4256953,155.89406,155.89406,-30.126091,10.400974,115.18843
1.2589999,-32.579144,-0.42567343,238.44688,-63.364452,0.13346137,115.20403,238.44688,0.13346137,24.0432,0.42576069,14.42592,0.42576069,-0.066874079,-0.066874079,-0.42567343,155.89551,155.89551,-29.372532,9.2375135,115.20403
1.2591,-33.210442,-0.42565155,238.4783,-63.628479,0.12001989,115.21961,238.4783,0.12001989,25.901922,0.42974213,15.541154,0.42974213,-0.066973113,-0.066973113,-0.42565155,155.89697,155.89697,-28.589506,8.0643253,115.21961
1.2592,-33.809162,-0.42562968,238.50972,-63.829609,0.10646,115.2352,238.50972,0.10646,27.735926,0.43329936,16.641556,0.43329936,-0.067072116,-0.067072116,-0.42562968,155.89842,155.89842,-27.777767,6.8825574,115.2352
1.2593,-34.374699,-0.42560783,238.54114,-63.967644,0.092795096,115.25079,238.54114,0.092795096,29.543365,0.43642884,17.726019,0.43642884,-0.067171067,-0.067171067,-0.42560783,155.89989,155.89989,-26.938131,5.693398,115.25079
1.2594,-34.906487,-0.42558596,238.57254,-64.042419,0.079038665,115.26638,238.57254,0.079038665,31.322435,0.43912753,18.793461,0.43912753,-0.067269988,-0.067269988,-0.42558596,155.90135,155.90135,-26.071421,4.4980268,115.26638
1.2595,-35.403973,-0.42556411,238.60396,-64.053825,0.065204278,115.28197,238.60396,0.065204278,33.071369,0.44139275,19.842823,0.44139275,-0.067368865,-0.067368865,-0.42556411,155.90283,155.90283,-25.178471,3.297612,115.28197
1.2596,-35.866661,-0.42554227,238.63538,-64.001854,0.051305596,115.29756,238.63538,0.051305596,34.788414,0.44322225,20.873049,0.44322225,-0.067467697,-0.067467697,-0.42554227,155.9043,155.9043,-24.260176,2.0933604,115.29756
1.2596999,-36.294083,-0.42552042,238.66679,-63.886524,0.037356336,115.31316,238.66679,0.037356336,36.471848,0.44461423,21.883108,0.44461423,-0.067566492,-0.067566492,-0.42552042,155.90578,155.90578,-23.317446,0.88646936,115.31316
1.2598,-36.685787,-0.42549857,238.69821,-63.707916,0.023370268,115.32874,238.69821,0.023370268,38.119995,0.44556734,22.871998,0.44556734,-0.067665234,-0.067665234,-0.42549857,155.90724,155.90724,-22.351183,-0.32188156,115.32874
1.2599,-37.041389,-0.42547676,238.72963,-63.466206,0.0093611935,115.34434,238.72963,0.0093611935,39.731209,0.44608063,23.838724,0.44608063,-0.067763939,-0.067763939,-0.42547676,155.90872,155.90872,-21.362358,-1.5304782,115.34434
1.26,-37.360519,-0.42545494,238.76105,-63.161617,-0.0046570557,115.35992,238.76105,-0.0046570557,41.303867,0.44615358,24.78232,0.44615358,-0.0678626,-0.0678626,-0.42545494,155.9102,155.9102,-20.351954,-2.738117,115.35992
1.2601,-37.642841,-0.42543313,238.79247,-62.794407,-0.018670648,115.37552,238.79247,-0.018670648,42.836407,0.44578612,25.701845,0.44578612,-0.067961216,-0.067961216,-0.42543313,155.9117,155.9117,-19.320938,-3.9436169,115.37552
1.2602,-37.888073,-0.42541131,238.82387,-62.364937,-0.032665752,115.39111,238.82387,-0.032665752,44.327293,0.44497862,26.596376,0.44497862,-0.068059787,-0.068059787,-0.42541131,155.91318,155.91318,-18.27035,-5.1457677,115.39111
1.2603,-38.095963,-0.4253895,238.85529,-61.873623,-0.046628546,115.4067,238.85529,-0.046628546,45.775032,0.4437319,27.465017,0.4437319,-0.068158306,-0.068158306,-0.4253895,155.91466,155.91466,-17.201231,-6.34337,115.4067
1.2604001,-38.266277,-0.42536771,238.8867,-61.320904,-0.060545262,115.42229,238.8867,-0.060545262,47.178169,0.44204718,28.306902,0.44204718,-0.068256788,-0.068256788,-0.42536771,155.91615,155.91615,-16.114609,-7.5352521,115.42229
1.2605,-38.398849,-0.42534593,238.91812,-60.707333,-0.074402153,115.43788,238.91812,-0.074402153,48.535309,0.43992612,29.121185,0.43992612,-0.06835521,-0.06835521,-0.42534593,155.91765,155.91765,-15.011575,-8.7202187,115.43788
1.2606,-38.493534,-0.42532414,238.94954,-60.033512,-0.088185549,115.45348,238.94954,-0.088185549,49.845081,0.43737084,29.907049,0.43737084,-0.068453595,-0.068453595,-0.42532414,155.91914,155.91914,-13.893229,-9.8970852,115.45348
1.2607,-38.550217,-0.42530236,238.98096,-59.300045,-0.10188184,115.46906,238.98096,-0.10188184,51.106178,0.43438381,30.663706,0.43438381,-0.06855192,-0.06855192,-0.42530236,155.92064,155.92064,-12.760645,-11.0647,115.46906
1.2608,-38.56884,-0.4252806,239.01237,-58.507679,-0.11547751,115.48466,239.01237,-0.11547751,52.317333,0.43096802,31.3904,0.43096802,-0.068650201,-0.068650201,-0.4252806,155.92213,155.92213,-11.614963,-12.221892,115.48466
1.2609,-38.549377,-0.42525885,239.04378,-57.657188,-0.12895915,115.50025,239.04378,-0.12895915,53.477333,0.42712682,32.086399,0.42712682,-0.068748429,-0.068748429,-0.42525885,155.92365,155.92365,-10.457322,-13.367505,115.50025
1.261,-38.491821,-0.42523709,239.0752,-56.749363,-0.14231344,115.51585,239.0752,-0.14231344,54.585007,0.42286402,32.751003,0.42286402,-0.068846613,-0.068846613,-0.42523709,155.92514,155.92514,-9.2888393,-14.500415,115.51585
1.2611001,-38.396229,-0.42521533,239.10661,-55.785103,-0.1555272,115.53143,239.10661,-0.1555272,55.639248,0.41818386,33.383549,0.41818386,-0.068944737,-0.068944737,-0.42521533,155.92665,155.92665,-8.1106873,-15.619487,115.53143
1.2612,-38.262691,-0.42519361,239.13803,-54.765377,-0.1685874,115.54703,239.13803,-0.1685874,56.638996,0.41309091,33.983398,0.41309091,-0.069042817,-0.069042817,-0.42519361,155.92816,155.92816,-6.9240403,-16.723602,115.54703
1.2613,-38.091309,-0.42517185,239.16945,-53.691128,-0.18148114,115.56262,239.16945,-0.18148114,57.583241,0.40759021,34.549946,0.40759021,-0.069140837,-0.069140837,-0.42517185,155.92967,155.92967,-5.7300467,-17.811676,115.56262
1.2614,-37.882252,-0.42515016,239.20087,-52.563431,-0.1941957,115.57822,239.20087,-0.1941957,58.471031,0.40168718,35.082619,0.40168718,-0.069238804,-0.069238804,-0.42515016,155.93118,155.93118,-4.5299006,-18.882618,115.57822
1.2615,-37.635727,-0.42512843,239.23228,-51.383404,-0.20671853,115.5938,239.23228,-0.20671853,59.301483,0.39538771,35.580891,0.39538771,-0.06933672,-0.06933672,-0.42512843,155.93269,155.93269,-3.3247983,-19.93536,115.5938
1.2616,-37.351952,-0.42510673,239.2637,-50.152168,-0.21903726,115.6094,239.2637,-0.21903726,60.073742,0.38869792,36.044243,0.38869792,-0.069434583,-0.069434583,-0.42510673,155.9342,155.9342,-2.1159134,-20.968861,115.6094
1.2617,-37.0312,-0.42508504,239.2951,-48.870941,-0.23113975,115.62499,239.2951,-0.23113975,60.787033,0.38162452,36.472218,0.38162452,-0.069532387,-0.069532387,-0.42508504,155.93571,155.93571,-0.90444827,-21.982092,115.62499
1.2618001,-36.67379,-0.42506334,239.32652,-47.540997,-0.24301404,115.64059,239.32652,-0.24301404,61.440639,0.37417442,36.864384,0.37417442,-0.069630131,-0.069630131,-0.42506334,155.93724,155.93724,0.30838737,-22.974037,115.64059
1.2618999,-36.280056,-0.42504165,239.35794,-46.163612,-0.25464842,115.65618,239.35794,-0.25464842,62.033894,0.36635497,37.220337,0.36635497,-0.069727823,-0.069727823,-0.42504165,155.93875,155.93875,1.5214078,-23.943714,115.65618
1.262,-35.850372,-0.42501998,239.38936,-44.740139,-0.26603141,115.67178,239.38936,-0.26603141,62.566189,0.35817394,37.539715,0.35817394,-0.069825463,-0.069825463,-0.42501998,155.94028,155.94028,2.7334108,-24.89016,115.67178
1.2621,-35.385174,-0.42499831,239.42078,-43.271999,-0.27715176,115.68737,239.42078,-0.27715176,63.036995,0.34963939,37.822197,0.34963939,-0.069923036,-0.069923036,-0.42499831,155.9418,155.9418,3.9431853,-25.812426,115.68737
1.2622,-34.884895,-0.42497668,239.45219,-41.760612,-0.28799853,115.70296,239.45219,-0.28799853,63.445816,0.34075972,38.06749,0.34075972,-0.070020556,-0.070020556,-0.42497668,155.94333,155.94333,5.1495442,-26.709597,115.70296
1.2623,-34.350021,-0.42495501,239.48361,-40.207455,-0.29856095,115.71856,239.48361,-0.29856095,63.792233,0.33154371,38.275337,0.33154371,-0.070118017,-0.070118017,-0.42495501,155.94485,155.94485,6.3512955,-27.580776,115.71856
1.2624,-33.78109,-0.42493337,239.51503,-38.614079,-0.30882865,115.73415,239.51503,-0.30882865,64.075897,0.32200047,38.445538,0.32200047,-0.070215411,-0.070215411,-0.42493337,155.94638,155.94638,7.5472379,-28.425098,115.73415
1.2625,-33.178638,-0.42491177,239.54643,-36.982037,-0.31879151,115.74975,239.54643,-0.31879151,64.296509,0.31213939,38.577904,0.31213939,-0.070312753,-0.070312753,-0.42491177,155.94791,155.94791,8.7361937,-29.24172,115.74975
1.2625999,-32.543251,-0.42489013,239.57785,-35.312912,-0.32843962,115.76534,239.57785,-0.32843962,64.453819,0.30197024,38.672291,0.30197024,-0.070410036,-0.070410036,-0.42489013,155.94943,155.94943,9.9169912,-30.029827,115.76534
1.2627,-31.875566,-0.42486852,239.60927,-33.608383,-0.33776355,115.78094,239.60927,-0.33776355,64.547676,0.29150304,38.728603,0.29150304,-0.070507251,-0.070507251,-0.42486852,155.95097,155.95097,11.088449,-30.788631,115.78094
1.2628,-31.176226,-0.42484695,239.64069,-31.87011,-0.34675404,115.79653,239.64069,-0.34675404,64.577965,0.2807481,38.746777,0.2807481,-0.070604406,-0.070604406,-0.42484695,155.9525,155.9525,12.249413,-31.51738,115.79653
1.2629,-30.445902,-0.42482534,239.6721,-30.099785,-0.35540223,115.81213,239.6721,-0.35540223,64.544632,0.26971608,38.726776,0.26971608,-0.070701502,-0.070701502,-0.42482534,155.95404,155.95404,13.398737,-32.21534,115.81213
