"time","revolute.phi","revolute.w","rotor1D.phi","rotor1D.w"
0,0,0,0,0
0.00059999999999999995,1.3607378314699932e-10,5.654957646510127e-07,1.3607378314699932e-10,5.654957646510127e-07
0.0011999999999999999,1.0884781152927801e-09,2.2619423928222046e-06,1.0884781152927801e-09,2.2619423928222046e-06
0.0018,3.9203766019886677e-09,5.089293781859015e-06,3.9203766019886677e-09,5.089293781859015e-06
0.0023999999999999998,8.7072766831105604e-09,9.0475457200345268e-06,8.7072766831105604e-09,9.0475457200345268e-06
0.0029999999999999996,1.8010029174077751e-08,1.4136414804763935e-05,1.8010029174077751e-08,1.4136414804763935e-05
0.0035999999999999999,3.1357996421111337e-08,2.0355952892493831e-05,3.1357996421111337e-08,2.0355952892493831e-05
0.0041999999999999997,4.8571851298969737e-08,2.7706179742092662e-05,4.8571851298969737e-08,2.7706179742092662e-05
0.0047999999999999996,6.9651593807652943e-08,3.618709535356044e-05,6.9651593807652943e-08,3.618709535356044e-05
0.0053999999999999994,1.0226237918426814e-07,4.5797006481098504e-05,1.0226237918426814e-07,4.5797006481098504e-05
0.0059999999999999993,1.4404314386012932e-07,5.6536434687655664e-05,1.4404314386012932e-07,5.6536434687655664e-05
0.0065999999999999991,1.9355314049375254e-07,6.8405698236764353e-05,1.9355314049375254e-07,6.8405698236764353e-05
0.0071999999999999998,2.5079236908513788e-07,8.1404797128424596e-05,2.5079236908513788e-07,8.1404797128424596e-05
0.0077999999999999996,3.1576082963428522e-07,9.5533731362636382e-05,3.1576082963428522e-07,9.5533731362636382e-05
0.0083999999999999995,3.8845852214119469e-07,0.00011079250093939968,3.8845852214119469e-07,0.00011079250093939968
0.0089999999999999993,4.6888544660586616e-07,0.00012718110585871456,4.6888544660586616e-07,0.00012718110585871456
0.0095999999999999992,5.5704160302829964e-07,0.00014469954612058097,5.5704160302829964e-07,0.00014469954612058097
0.010199999999999999,6.6319413467097488e-07,0.00016334389209646298,6.6319413467097488e-07,0.00016334389209646298
0.010799999999999999,7.8650373611702852e-07,0.00018311446502065456,7.8650373611702852e-07,0.00018311446502065456
0.011399999999999999,9.2132062075968873e-07,0.00020401342728264458,9.2132062075968873e-07,0.00020401342728264458
0.011999999999999999,1.0676447885989554e-06,0.00022604077888243305,1.0676447885989554e-06,0.00022604077888243305
0.012599999999999998,1.225476239634829e-06,0.00024919651982001996,1.225476239634829e-06,0.00024919651982001996
0.013199999999999998,1.3948149738673088e-06,0.00027348065009540534,1.3948149738673088e-06,0.00027348065009540534
0.013799999999999998,1.5756609912963949e-06,0.00029889316970858914,1.5756609912963949e-06,0.00029889316970858914
0.0144,1.7680142919220884e-06,0.00032543407865957147,1.7680142919220884e-06,0.00032543407865957147
0.014999999999999999,1.9815247126049673e-06,0.00035309841986052616,1.9815247126049673e-06,0.00035309841986052616
0.015599999999999999,2.2233529040861725e-06,0.00038188251490992931,2.2233529040861725e-06,0.00038188251490992931
0.016199999999999999,2.481958309945481e-06,0.00041179229215170654,2.481958309945481e-06,0.00041179229215170654
0.016799999999999999,2.7573409301828938e-06,0.00044282775158585781,2.7573409301828938e-06,0.00044282775158585781
0.017399999999999999,3.0495007647984107e-06,0.00047498889321238315,3.0495007647984107e-06,0.00047498889321238315
0.017999999999999999,3.3584378137920314e-06,0.00050827571703128253,3.3584378137920314e-06,0.00050827571703128253
0.018599999999999998,3.6841520771637564e-06,0.00054268822304255593,3.6841520771637564e-06,0.00054268822304255593
0.019199999999999998,4.0266435549135851e-06,0.00057822641124620326,4.0266435549135851e-06,0.00057822641124620326
0.019799999999999998,4.3912447274127589e-06,0.00061488658011454975,4.3912447274127589e-06,0.00061488658011454975
0.020399999999999998,4.7935262118790561e-06,0.00065265792134329046,4.7935262118790561e-06,0.00065265792134329046
0.020999999999999998,5.2180178322310699e-06,0.00069155117351577097,5.2180178322310699e-06,0.00069155117351577097
0.021599999999999998,5.6647195884688002e-06,0.00073156633663199139,5.6647195884688002e-06,0.00073156633663199139
0.022199999999999998,6.133631480592247e-06,0.00077270341069195149,6.133631480592247e-06,0.00077270341069195149
0.022799999999999997,6.6247535086014095e-06,0.00081496239569565151,6.6247535086014095e-06,0.00081496239569565151
0.023399999999999997,7.1380856724962876e-06,0.0008583432916430911,7.1380856724962876e-06,0.0008583432916430911
0.023999999999999997,7.6736279722768831e-06,0.0009028460985342706,7.6736279722768831e-06,0.0009028460985342706
0.024599999999999997,8.2319450990991699e-06,0.00094847025751784567,8.2319450990991699e-06,0.00094847025751784567
0.025199999999999997,8.8284010532351545e-06,0.0009952005634819407,8.8284010532351545e-06,0.0009952005634819407
