"time","massFlowRate.y","sink.ports[1].m_flow","sink.ports[1].p","sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valve.port_b.m_flow","valve.port_b.p","valve.port_b.h_outflow","valve.minLimiter.y","valveOpening.y","pressure1.y","sink1.ports[1].m_flow","sink1.ports[1].p","sink1.ports[1].h_outflow","pump1.port_b.m_flow","pump1.port_b.p","pump1.port_b.h_outflow","valve1.port_b.m_flow","valve1.port_b.p","valve1.port_b.h_outflow","valve1.minLimiter.y","valveOpening1.y","sinkPressure.y"
0,1,1,800000,84670.381259507325,-1,999921.44922533364,85138.291971538652,-1,800000,85138.291971538652,1,1,1000000,1.000196452159698,800000,84670.381259507325,-1.000196452159698,1000000,85138.390258728163,-1.000196452159698,800000,85138.390258728163,1,1,800000
0.0014,1.0006283183653513,1.0006283183653513,800000,84670.381259507325,-1.0006283183653513,1000172.7345609263,85138.606393995055,-1.0006283183653513,800000,85138.606393995055,1,1,1000628.3183653512,1.0017664637158366,800000,84670.381259507325,-1.0017664637158366,1000628.3183653512,85139.176446098791,-1.0017664637158366,800000,85139.176446098791,1,1,800000
0.0028,1.0012566357385018,1.0012566357385018,800000,84670.381259507325,-1.0012566357385018,1000424.1772811005,85138.921013310159,-1.0012566357385018,800000,85138.921013310159,1,1,1001256.6357385019,1.0033340169255058,800000,84670.381259507325,-1.0033340169255058,1001256.6357385019,85139.962631791888,-1.0033340169255058,800000,85139.962631791888,1,1,800000
0.0041999999999999997,1.0018849511272532,1.0018849511272532,800000,84670.381259507325,-1.0018849511272532,1000675.776987568,85139.235828985475,-1.0018849511272532,800000,85139.235828985475,1,1,1001884.9511272532,1.0048991208235079,800000,84670.381259507325,-1.0048991208235079,1001884.9511272532,85140.748814566017,-1.0048991208235079,800000,85140.748814566017,1,1,800000
0.0055999999999999999,1.0025132635394094,1.0025132635394094,800000,84670.381259507325,-1.0025132635394094,1000927.5332810442,85139.550840521246,-1.0025132635394094,800000,85139.550840521246,1,1,1002513.2635394094,1.0064617843705232,800000,84670.381259507325,-1.0064617843705232,1002513.2635394094,85141.534993179666,-1.0064617843705232,800000,85141.534993179666,1,1,800000
0.0070000000000000001,1.0031415719827794,1.0031415719827794,800000,84670.381259507325,-1.0031415719827794,1001179.4457612504,85139.866047416537,-1.0031415719827794,800000,85139.866047416537,1,1,1003141.5719827794,1.0080220164539069,800000,84670.381259507325,-1.0080220164539069,1003141.5719827794,85142.321166391339,-1.0080220164539069,800000,85142.321166391339,1,1,800000
0.0083999999999999995,1.0037698754651785,1.0037698754651785,800000,84670.381259507325,-1.0037698754651785,1001431.5140269136,85140.181449169118,-1.0037698754651785,800000,85140.181449169118,1,1,1003769.8754651785,1.0095798258884738,800000,84670.381259507325,-1.0095798258884738,1003769.8754651785,85143.107332959611,-1.0095798258884738,800000,85143.107332959611,1,1,800000
0.0097999999999999997,1.0043981729944296,1.0043981729944296,800000,84670.381259507325,-1.0043981729944296,1001683.7376757672,85140.497045275464,-1.0043981729944296,800000,85140.497045275464,1,1,1004398.1729944297,1.0111352214172757,800000,84670.381259507325,-1.0111352214172757,1004398.1729944297,85143.893491643059,-1.0111352214172757,800000,85143.893491643059,1,1,800000
0.0112,1.0050264635783652,1.0050264635783652,800000,84670.381259507325,-1.0050264635783652,1001936.1163045519,85140.812835230929,-1.0050264635783652,800000,85140.812835230929,1,1,1005026.4635783653,1.0126882117123626,800000,84670.381259507325,-1.0126882117123626,1005026.4635783653,85144.679641200186,-1.0126882117123626,800000,85144.679641200186,1,1,800000
0.0126,1.0056547462248289,1.0056547462248289,800000,84670.381259507325,-1.0056547462248289,1002188.6495090163,85141.128818529527,-1.0056547462248289,800000,85141.128818529527,1,1,1005654.7462248289,1.0142388053755402,800000,84670.381259507325,-1.0142388053755402,1005654.7462248289,85145.465780389583,-1.0142388053755402,800000,85145.465780389583,1,1,800000
