"time","freeMotion1.phi[1]","freeMotion1.phi[2]","freeMotion1.phi[3]","freeMotion1.phi_d[1]","freeMotion1.phi_d[2]","freeMotion1.phi_d[3]","freeMotion1.r_rel_a[1]","freeMotion1.r_rel_a[2]","freeMotion1.r_rel_a[3]","freeMotion1.v_rel_a[1]","freeMotion1.v_rel_a[2]","freeMotion1.v_rel_a[3]","freeMotion2.phi[1]","freeMotion2.phi[2]","freeMotion2.phi[3]","freeMotion2.phi_d[1]","freeMotion2.phi_d[2]","freeMotion2.phi_d[3]","freeMotion2.r_rel_a[1]","freeMotion2.r_rel_a[2]","freeMotion2.r_rel_a[3]","freeMotion2.v_rel_a[1]","freeMotion2.v_rel_a[2]","freeMotion2.v_rel_a[3]","gearConstraint.actuatedRevolute_b.phi","gearConstraint.actuatedRevolute_b.w","inertia2.phi","inertia2.w","revolute1.phi","revolute1.w","revolute2.phi","revolute2.w"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00040000000000000002,-2.7055012078247216e-08,8.4660347310090844e-16,-3.6344860587525181e-07,-0.00013626277375533897,5.095638611211694e-12,-0.0018173388563872297,1.3986354807997281e-13,3.4911699731874374e-07,-1.9140016706938812e-14,8.4189157581615767e-10,0.001745607863558634,-1.1515386935951553e-10,-2.7055012078705349e-08,8.4591683106196862e-16,-3.6344860587643241e-07,-0.00013626277375727286,5.0911777132390071e-12,-0.0018173388563935814,1.3986365782074514e-13,3.4911699731905566e-07,-1.914106813770121e-14,8.4189225567217864e-10,0.0017456078635602692,-1.151607045221383e-10,6.5517650092952213e-09,3.3407775257606769e-05,6.5517650092921781e-09,3.3407775257436305e-05,3.8524419315848605e-07,0.001926314901345233,3.8524419316056657e-07,0.0019263149013562782
0.00080000000000000004,-1.1272912708478726e-07,1.3738001257490877e-14,-1.4542879729316517e-06,-0.0002857808144111097,4.1344795009701231e-11,-0.0036361521908232423,2.2392065921027102e-12,1.3966265924358489e-06,-3.2472827721159958e-13,6.7404438462675604e-09,0.003491704762332455,-9.7658031407714169e-10,-1.1272912709519032e-07,1.3739101458768791e-14,-1.4542879729776024e-06,-0.00028578081444579045,4.1348074957965898e-11,-0.0036361521909631447,2.2392056705984718e-12,1.3966265924514933e-06,-3.247269923467409e-13,6.740441350839257e-09,0.0034917047623797531,-9.7657641164605125e-10,2.916788310848879e-08,7.551870077017006e-05,2.9167883103864314e-08,7.5518700757321668e-05,1.5414650829403732e-06,0.0038540903082360735,1.541465083028028e-06,0.0038540903085028423
0.0012000000000000001,-2.634335672432354e-07,7.0936142024234361e-14,-3.2732334780203042e-06,-0.0004485539383361993,1.399605584575891e-10,-0.0054564399828833481,1.1373743302673924e-11,3.1427674539235456e-06,-1.7641608197008079e-12,2.2506052631541628e-08,0.0052382906894928513,-3.4506088117861177e-09,-2.6343356727430325e-07,7.0944696433905606e-14,-3.2732334781718981e-06,-0.00044855393840706752,1.3998834084017988e-10,-0.0054564399832515249,1.1373739151347319e-11,3.1427674539759876e-06,-1.7641491728726846e-12,2.2506040969676756e-08,0.0052382906896213935,-3.4505699854641379e-09,7.2057769249795156e-08,0.00012633265596868979,7.2057769232950397e-08,0.00012633265592553348,3.469371421963393e-06,0.0057833262004393015,3.4693714222538067e-06,0.0057833262011464034
0.0016000000000000001,-4.8699254659922914e-07,2.2609056120363041e-13,-5.8211556524960614e-06,-0.00062458178051434969,3.4016444562648803e-10,-0.0072782021922719311,3.5889993294528637e-11,5.5878284271376073e-06,-5.7902200766216928e-12,5.4021780158109799e-08,0.0069853656315582826,-8.7007954111070063e-09,-4.8699254665338567e-07,2.2610576917359908e-13,-5.8211556527570602e-06,-0.00062458178059974633,3.4019731601629236e-10,-0.00727820219270949,3.5889986136175574e-11,5.5878284272278722e-06,-5.7901992717326718e-12,5.4021766437967746e-08,0.0069853656317109113,-8.7007494568768471e-09,1.4035864421798467e-07,0.0001858494011360317,1.403586441892279e-07,0.00018584940108522615,6.1698255055274189e-06,0.0077140225383614059,6.1698255060275105e-06,0.0077140225392016782
0.002,-7.814436144848015e-07,4.6596043422629592e-13,-9.0978361467764268e-06,-0.00081386443098012634,6.3213597890667509e-10,-0.0091014388289319698,7.3726898917301908e-11,8.7317370597565898e-06,-1.2044874580320146e-11,9.9812237017387052e-08,0.008732929591855022,-1.6436899423679092e-08,-7.8144361456640889e-07,4.6598294100715853e-13,-9.0978361471636344e-06,-0.0008138644310650455,6.3216294277151143e-10,-0.009101438829340348,7.3726888430994122e-11,8.7317370598903668e-06,-1.2044843759737789e-11,9.9812225325708417e-08,0.0087329295919965546,-1.6436862034463808e-08,2.3278200272813335e-07,0.00025406899539996973,2.3278200268598639e-07,0.00025406899535487511,9.6426110494970139e-06,0.0096461793317760836,9.6426110502388759e-06,0.0096461793325592782
0.0024000000000000002,-1.1740658460940381e-06,1.1876563293394768e-12,-1.3106309468433145e-05,-0.0010163993600804536,1.1682351096106635e-09,-0.010926149611257279,1.8249982183082554e-10,1.2575499833142018e-05,-3.3111427145513961e-11,1.8055277531941749e-07,0.010480982475532917,-3.2115107658703342e-08,-1.1740658462075403e-06,1.1876892107299998e-12,-1.3106309468974157e-05,-0.0010163993601716268,1.1682625103390238e-09,-0.010926149611686723,1.8249980690268622e-10,1.2575499833329078e-05,-3.3111381911069178e-11,1.8055276336714617e-07,0.010480982475681423,-3.2115069736779253e-08,3.6723875287478288e-07,0.000330989778017305,3.6723875281557999e-07,0.00033098977797067834,1.3890733810190693e-05,0.011579796301529359,1.3890733811227556e-05,0.011579796302352662
0.0028,-1.660348116136546e-06,2.3255082956831424e-12,-1.7846073802659322e-05,-0.001232186986142634,1.9232661584597797e-09,-0.012752334585816909,3.5268094214935832e-10,1.7118950306038391e-05,-6.6908984077666921e-11,2.9282432373836535e-07,0.012229524298277282,-5.4833133578642158e-08,-1.6603481162863728e-06,2.3255542255437096e-12,-1.784607380337994e-05,-0.0012321869862431981,1.9232974722779845e-09,-0.012752334586293067,3.5268092179664015e-10,1.7118950306287818e-05,-6.6908920616687111e-11,2.9282431029080723e-07,0.01222952429844202,-5.48330901259009e-08,5.4076697788090382e-07,0.00041661202362420422,5.4076697780134117e-07,0.00041661202357220952,1.8913696727380101e-05,0.013514873493784767,1.8913696728761693e-05,0.013514873494697828
0.0032000000000000002,-2.2365610975143685e-06,3.8252272786426222e-12,-2.3316714301398871e-05,-0.001461227654995979,2.8763999701021475e-09,-0.014579993791109296,5.7639365379414392e-10,2.2361950882204324e-05,-1.1171727986796523e-10,4.3380035130369041e-07,0.0139785550730551,-8.384506093911063e-08,-2.2365610977049395e-06,3.8252885985529563e-12,-2.3316714302323435e-05,-0.0014612276551060996,2.876436302966379e-09,-0.014579993791637463,5.763936271425037e-10,2.2361950882524665e-05,-1.117171948518052e-10,4.3380033599778758e-07,0.013978555073238053,-8.3845010346577404e-08,7.5091807439646553e-07,0.00051093595926115804,7.50918074293538e-07,0.00051093595920277614,2.4711088883597969e-05,0.015451410946705503,2.4711088885371131e-05,0.015451410947718677
0.0036000000000000003,-2.902704790227505e-06,5.6868132782179119e-12,-2.9518230964651787e-05,-0.0017035213666404881,4.0276365445377663e-09,-0.016409127227134439,8.5363795676518187e-10,2.8304501561639818e-05,-1.6753631451640886e-10,6.0348085801539254e-07,0.015728074799866369,-1.1915088974010871e-07,-2.9027047904632398e-06,5.6868923297577364e-12,-2.9518230965804626e-05,-0.0017035213667603302,4.0276790024042046e-09,-0.016409127227719915,8.5363792294027635e-10,2.8304501562039601e-05,-1.6753620461642345e-10,6.0348084048808715e-07,0.015728074800069523,-1.1915083039880876e-07,9.9769204242146764e-07,0.00061396158492816656,9.976920422921706e-07,0.00061396158486237814,3.1282910278844282e-05,0.01738940866029156,3.1282910281055865e-05,0.017389408661415202
