"time","C1.v","C2.v","C3.v","C4.v","C7.v"
0,0,0,0,0,0
0.02,0,0,0,0,0
0.040000000000000001,0,0,0,0,0
0.050000000000000003,0,0,0,0,0
0.050000000000000003,0,0,0,0,0
0.059999999999999998,0,0,0,0,0
0.080000000000000002,0,0,0,0,0
0.10000000000000001,0,0,0,0,0
0.10000000000000001,0,0,0,0,0
0.12,0,0,0,0,0
0.14000000000000001,0,0,0,0,0
0.15000000000000002,0,0,0,0,0
0.15000000000000002,0,0,0,0,0
0.16,0,0,0,0,0
0.17999999999999999,0,0,0,0,0
0.20000000000000001,0,0,0,0,0
0.20000000000000001,0,0,0,0,0
0.22,0,0,0,0,0
0.23999999999999999,0,0,0,0,0
0.25,0,0,0,0,0
0.25,0,0,0,0,0
0.26000000000000001,0,0,0,0,0
0.28000000000000003,0,0,0,0,0
0.30000000000000004,0,0,0,0,0
0.30000000000000004,0,0,0,0,0
0.32000000000000001,0,0,0,0,0
0.34000000000000002,0,0,0,0,0
0.35000000000000003,0,0,0,0,0
0.35000000000000003,0,0,0,0,0
0.35999999999999999,0,0,0,0,0
0.38,0,0,0,0,0
0.40000000000000002,0,0,0,0,0
0.40000000000000002,0,0,0,0,0
0.41999999999999998,0,0,0,0,0
0.44,0,0,0,0,0
0.45000000000000001,0,0,0,0,0
0.45000000000000001,0,0,0,0,0
0.46000000000000002,0,0,0,0,0
0.47999999999999998,0,0,0,0,0
0.5,0,0,0,0,0
0.5,0,0,0,0,0
0.52000000000000002,0,0,0,0,0
0.54000000000000004,0,0,0,0,0
0.55000000000000004,0,0,0,0,0
0.55000000000000004,0,0,0,0,0
0.56000000000000005,0,0,0,0,0
0.57999999999999996,0,0,0,0,0
0.60000000000000009,0,0,0,0,0
0.60000000000000009,0,0,0,0,0
0.62,0,0,0,0,0
0.64000000000000001,0,0,0,0,0
0.65000000000000013,0,0,0,0,0
0.65000000000000013,0,0,0,0,0
0.66000000000000003,0,0,0,0,0
0.68000000000000005,0,0,0,0,0
0.70000000000000007,0,0,0,0,0
0.70000000000000007,0,0,0,0,0
0.71999999999999997,0,0,0,0,0
0.73999999999999999,0,0,0,0,0
0.75000000000000011,0,0,0,0,0
0.75000000000000011,0,0,0,0,0
0.76000000000000001,0,0,0,0,0
0.78000000000000003,0,0,0,0,0
0.80000000000000004,0,0,0,0,0
0.80000000000000004,0,0,0,0,0
0.82000000000000006,0,0,0,0,0
0.83999999999999997,0,0,0,0,0
0.85000000000000009,0,0,0,0,0
0.85000000000000009,0,0,0,0,0
0.85999999999999999,0,0,0,0,0
0.88,0,0,0,0,0
0.90000000000000002,0,0,0,0,0
0.90000000000000002,0,0,0,0,0
0.92000000000000004,0,0,0,0,0
0.94000000000000006,0,0,0,0,0
0.95000000000000007,0,0,0,0,0
0.95000000000000007,0,0,0,0,0
0.95999999999999996,0,0,0,0,0
0.97999999999999998,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1.02,-7.6570129748593244e-22,-8.6523890227718475e-23,5.2084156987512146e-33,4.6316474910158156e-23,-4.6829041822843077e-34
1.04,-7.657012974856996e-22,-8.6523890227692168e-23,5.2084156987788362e-33,4.6316474910144074e-23,-4.6829041822977776e-34
1.05,-7.6570129748620111e-22,-8.6523890227748826e-23,5.2084156987876067e-33,4.6316474910174407e-23,-4.6829041823075047e-34
1.05,-7.6570129748620111e-22,-8.6523890227748826e-23,5.2084156987876067e-33,4.6316474910174407e-23,-4.6829041823075047e-34
1.0600000000000001,-0.071106951435523744,-0.0079434161135397714,4.8438293943611476e-13,0.0039964015808264964,-4.5970353267317627e-14
1.0800000000000001,-0.071106951435523758,-0.0079434161135397731,4.8438293943472858e-13,0.0039964015808264973,-4.5970353267553843e-14
1.1000000000000001,-0.071106951435523744,-0.0079434161135397714,4.8438293943334241e-13,0.0039964015808264964,-4.5970353267789997e-14
1.1000000000000001,-0.071106951435523744,-0.0079434161135397714,4.8438293943334241e-13,0.0039964015808264964,-4.5970353267789997e-14
1.1200000000000001,-0.07110695142841307,-0.0079434161127454311,9.6876587882133488e-13,0.0039964015804268569,-9.1940706530123777e-14
1.1400000000000001,-0.07110695142841307,-0.0079434161127454311,9.6876587882338446e-13,0.0039964015804268569,-9.1940706530033872e-14
1.1500000000000001,-0.07110695142841307,-0.0079434161127454311,9.687658788239697e-13,0.0039964015804268569,-9.1940706529880101e-14
1.1500000000000001,-0.07110695142841307,-0.0079434161127454311,9.687658788239697e-13,0.0039964015804268569,-9.1940706529880101e-14
1.1599999999999999,-0.13683396525095484,-0.015396138385254388,-0.0048438293925044968,0.0075332275432632616,0.00045970353248934076
1.1799999999999999,-0.13683396525095484,-0.015396138385254388,-0.0048438293925044968,0.0075332275432632616,0.00045970353248934076
1.2000000000000002,-0.13683396525095484,-0.015396138385254386,-0.0048438293925044968,0.0075332275432632607,0.00045970353248934076
1.2000000000000002,-0.13683396525095484,-0.015396138385254386,-0.0048438293925044968,0.0075332275432632607,0.00045970353248934076
1.22,-0.1368339652443821,-0.015396138384509119,-0.0048438293915732253,0.007533227542909581,0.00045970353239776243
1.24,-0.1368339652443821,-0.015396138384509119,-0.0048438293915732253,0.007533227542909581,0.00045970353239776243
1.2500000000000002,-0.1368339652443821,-0.015396138384509119,-0.0048438293915732253,0.007533227542909581,0.00045970353239776243
1.2500000000000002,-0.1368339652443821,-0.015396138384509119,-0.0048438293915732253,0.007533227542909581,0.00045970353239776243
1.26,-0.19728135818742168,-0.022558809595382198,-0.014156546172103374,0.010766492116798506,0.0013754862995591559
1.28,-0.19728135818742168,-0.022558809595382198,-0.014156546172103374,0.010766492116798506,0.0013754862995591559
1.3,-0.19728135818742168,-0.022558809595382198,-0.014156546172103374,0.010766492116798506,0.0013754862995591559
1.3,-0.19728135818742168,-0.022558809595382198,-0.014156546172103374,0.010766492116798506,0.0013754862995591559
1.3200000000000001,-0.19728135818137701,-0.02255880959466592,-0.014156546170763477,0.010766492116475176,0.0013754862994218131
1.3400000000000001,-0.19728135818137701,-0.02255880959466592,-0.014156546170763477,0.010766492116475176,0.0013754862994218131
1.3500000000000001,-0.19728135818137701,-0.02255880959466592,-0.014156546170763477,0.010766492116475176,0.0013754862994218131
1.3500000000000001,-0.19728135818137701,-0.02255880959466592,-0.014156546170763477,0.010766492116475176,0.0013754862994218131
1.3600000000000001,-0.25256585268015702,-0.029614344957671686,-0.027555514616275104,0.013834002301026504,0.002748921831014431
1.3800000000000001,-0.25256585268015702,-0.029614344957671686,-0.027555514616275104,0.013834002301026504,0.002748921831014431
1.4000000000000001,-0.25256585268015702,-0.029614344957671686,-0.027555514616275104,0.013834002301026504,0.002748921831014431
1.4000000000000001,-0.25256585268015702,-0.029614344957671686,-0.027555514616275104,0.013834002301026504,0.002748921831014431
1.4199999999999999,-0.25256585267462861,-0.029614344956966125,-0.027555514614565364,0.013834002300719756,0.0027489218308306396
1.4399999999999999,-0.25256585267462861,-0.029614344956966125,-0.027555514614565364,0.013834002300719756,0.0027489218308306396
1.4500000000000002,-0.25256585267462861,-0.029614344956966125,-0.027555514614565364,0.013834002300719756,0.0027489218308306396
1.4500000000000002,-0.25256585267462861,-0.029614344956966125,-0.027555514614565364,0.013834002300719756,0.0027489218308306396
1.46,-0.3028197829600221,-0.036727905832675933,-0.044653022869662218,0.01685675562206599,0.0045868373504093993
1.48,-0.3028197829600221,-0.036727905832675933,-0.044653022869662218,0.01685675562206599,0.0045868373504093993
1.5,-0.3028197829600221,-0.036727905832675933,-0.044653022869662218,0.01685675562206599,0.0045868373504093993
1.5,-0.3028197829600221,-0.036727905832675933,-0.044653022869662218,0.01685675562206599,0.0045868373504093993
1.52,-0.30281978295499684,-0.036727905831964593,-0.044653022867621642,0.016856755621763718,0.0045868373501779637
1.54,-0.30281978295499684,-0.036727905831964593,-0.044653022867621642,0.016856755621763718,0.0045868373501779637
1.55,-0.30281978295499684,-0.036727905831964593,-0.044653022867621642,0.016856755621763718,0.0045868373501779637
1.55,-0.30281978295499684,-0.036727905831964593,-0.044653022867621642,0.016856755621763718,0.0045868373501779637
1.5600000000000001,-0.34819019083050801,-0.044046942004667612,-0.065058841658986649,0.019940281705397148,0.0069012037843517371
1.5800000000000001,-0.34819019083050801,-0.044046942004667612,-0.065058841658986649,0.019940281705397148,0.0069012037843517371
1.6000000000000001,-0.34819019083050801,-0.044046942004667612,-0.065058841658986649,0.019940281705397148,0.0069012037843517371
1.6000000000000001,-0.34819019083050801,-0.044046942004667612,-0.065058841658986649,0.019940281705397148,0.0069012037843517371
1.6200000000000001,-0.34819019082597102,-0.044046942003935698,-0.065058841656654223,0.019940281705088801,0.0069012037840709703
1.6400000000000001,-0.34819019082597102,-0.044046942003935698,-0.065058841656654223,0.019940281705088801,0.0069012037840709703
1.6500000000000001,-0.34819019082597102,-0.044046942003935698,-0.065058841656654223,0.019940281705088801,0.0069012037840709703
1.6500000000000001,-0.34819019082597102,-0.044046942003935698,-0.065058841656654223,0.019940281705088801,0.0069012037840709703
1.6600000000000001,-0.38883782437837061,-0.051701305310607633,-0.088382710424100216,0.023175923345831847,0.0097088744445849792
1.6799999999999999,-0.38883782437837061,-0.051701305310607633,-0.088382710424100216,0.023175923345831847,0.0097088744445849792
1.7000000000000002,-0.38883782437837061,-0.051701305310607633,-0.088382710424100216,0.023175923345831847,0.0097088744445849792
1.7000000000000002,-0.38883782437837061,-0.051701305310607633,-0.088382710424100216,0.023175923345831847,0.0097088744445849792
1.72,-0.38883782437430592,-0.05170130530984221,-0.088382710421514812,0.023175923345508297,0.0097088744442527537
1.74,-0.38883782437430592,-0.05170130530984221,-0.088382710421514812,0.023175923345508297,0.0097088744442527537
1.7500000000000002,-0.38883782437430592,-0.05170130530984221,-0.088382710421514812,0.023175923345508297,0.0097088744442527537
1.7500000000000002,-0.38883782437430592,-0.05170130530984221,-0.088382710421514812,0.023175923345508297,0.0097088744442527537
1.76,-0.42493605269897955,-0.059803436611907082,-0.1142367379491622,0.026642053537445611,0.013031187739770146
1.78,-0.42493605269897955,-0.059803436611907082,-0.1142367379491622,0.026642053537445611,0.013031187739770146
1.8,-0.42493605269897955,-0.059803436611907082,-0.1142367379491622,0.026642053537445611,0.013031187739770146
1.8,-0.42493605269897955,-0.059803436611907082,-0.1142367379491622,0.026642053537445611,0.013031187739770146
1.8200000000000001,-0.42493605269536977,-0.059803436611096897,-0.1142367379463621,0.026642053537099,0.01303118773938392
1.8400000000000001,-0.42493605269536977,-0.059803436611096897,-0.1142367379463621,0.026642053537099,0.01303118773938392
1.8500000000000001,-0.42493605269536977,-0.059803436611096897,-0.1142367379463621,0.026642053537099,0.01303118773938392
1.8500000000000001,-0.42493605269536977,-0.059803436611096897,-0.1142367379463621,0.026642053537099,0.01303118773938392
1.8600000000000001,-0.45666970950031777,-0.068448627303207499,-0.14223770542890996,0.030405225700595791,0.016893449917762818
1.8800000000000001,-0.45666970950031777,-0.068448627303207499,-0.14223770542890996,0.030405225700595791,0.016893449917762818
1.9000000000000001,-0.45666970950031777,-0.068448627303207499,-0.14223770542890996,0.030405225700595791,0.016893449917762818
1.9000000000000001,-0.45666970950031777,-0.068448627303207499,-0.14223770542890996,0.030405225700595791,0.016893449917762818
1.9199999999999999,-0.45666970949714469,-0.068448627302342968,-0.1422377054259327,0.030405225700219477,0.016893449917319732
1.9399999999999999,-0.45666970949714469,-0.068448627302342968,-0.1422377054259327,0.030405225700219477,0.016893449917319732
1.9500000000000002,-0.45666970949714469,-0.068448627302342968,-0.1422377054259327,0.030405225700219477,0.016893449917319732
1.9500000000000002,-0.45666970949714469,-0.068448627302342968,-0.1422377054259327,0.030405225700219477,0.016893449917319732
1.96,-0.48423387818645008,-0.077715355762477539,-0.1720092607998979,0.034521255101934489,0.021324314300058572
1.98,-0.48423387818645008,-0.077715355762477539,-0.1720092607998979,0.034521255101934489,0.021324314300058572
2,-0.48423387818645008,-0.077715355762477539,-0.1720092607998979,0.034521255101934489,0.021324314300058572
2,-0.48423387818645008,-0.077715355762477539,-0.1720092607998979,0.034521255101934489,0.021324314300058572
2.02,-0.48423387818369373,-0.07771535576155085,-0.17200926079678044,0.034521255101522937,0.021324314299555506
2.04,-0.48423387818369373,-0.07771535576155085,-0.17200926079678044,0.034521255101522937,0.021324314299555506
2.0499999999999998,-0.48423387818369373,-0.07771535576155085,-0.17200926079678044,0.034521255101522937,0.021324314299555506
2.0499999999999998,-0.48423387818369373,-0.07771535576155085,-0.17200926079678044,0.034521255101522937,0.021324314299555506
2.0600000000000001,-0.50783263071369333,-0.087665698369373102,-0.2031839941019048,0.03903623019966642,0.026355073750583487
2.0800000000000001,-0.50783263071369333,-0.087665698369373102,-0.2031839941019048,0.03903623019966642,0.026355073750583487
2.1000000000000001,-0.50783263071369333,-0.087665698369373102,-0.2031839941019048,0.03903623019966642,0.026355073750583487
2.1000000000000001,-0.50783263071369333,-0.087665698369373102,-0.2031839941019048,0.03903623019966642,0.026355073750583487
2.1200000000000001,-0.507832630711334,-0.087665698368378134,-0.20318399409868254,0.039036230199214927,0.0263550737500171
2.1400000000000001,-0.507832630711334,-0.087665698368378134,-0.20318399409868254,0.039036230199214927,0.0263550737500171
2.1499999999999999,-0.507832630711334,-0.087665698368378134,-0.20318399409868254,0.039036230199214927,0.0263550737500171
