"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","mass.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","massQS.v","mass.v","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x","massQS.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
4.4201002,0.42465967,28.366995,-0.24985203,72.337334,4.4249444,4.4256058,-0.019264292,1203.8137,28.286909,-0.3637304
4.4201999,0.4246681,28.367437,-0.25643626,72.337852,4.4241581,4.4248199,-0.019044211,1203.8319,28.287352,-0.35911682
4.4203,0.42467645,28.36788,-0.26293421,72.338371,4.4233718,4.4240336,-0.018824125,1203.8501,28.287794,-0.35438487
4.4204001,0.42468467,28.368322,-0.26934373,72.33889,4.4225855,4.4232478,-0.018604033,1203.8683,28.288237,-0.34953624
4.4204998,0.42469278,28.368765,-0.27566281,72.339409,4.4217992,4.4224615,-0.018383937,1203.8866,28.288679,-0.34457251
4.4205999,0.42470077,28.369207,-0.28188938,72.339928,4.4210134,4.4216757,-0.018163836,1203.9048,28.28912,-0.33949548
4.4207001,0.42470866,28.36965,-0.28802139,72.340446,4.4202271,4.4208894,-0.017943729,1203.923,28.289562,-0.33430687
4.4208002,0.42471641,28.37009,-0.29405689,72.340965,4.4194407,4.4201035,-0.017723618,1203.9412,28.290005,-0.3290084
4.4208999,0.42472407,28.370533,-0.29999393,72.341484,4.4186544,4.4193172,-0.017503504,1203.9594,28.290447,-0.32360196
4.421,0.42473161,28.370975,-0.30583057,72.341995,4.4178681,4.4185314,-0.017283384,1203.9775,28.290888,-0.31808934
4.4211001,0.42473903,28.371416,-0.31156495,72.342514,4.4170818,4.4177456,-0.017063258,1203.9957,28.29133,-0.31247243
4.4211998,0.42474633,28.371859,-0.31719524,72.343033,4.4162955,4.4169593,-0.016843129,1204.0139,28.291771,-0.30675319
4.4212999,0.42475352,28.372301,-0.3227196,72.343552,4.4155092,4.4161735,-0.016622996,1204.0321,28.292213,-0.30093354
4.4214001,0.42476061,28.372742,-0.3281363,72.34407,4.4147229,4.4153872,-0.016402857,1204.0503,28.292654,-0.29501542
4.4215002,0.42476758,28.373184,-0.33344355,72.344589,4.4139366,4.4146013,-0.016182715,1204.0685,28.293097,-0.28900087
4.4215999,0.42477441,28.373625,-0.33863971,72.345108,4.4131503,4.413815,-0.015962569,1204.0867,28.293537,-0.28289193
4.4217,0.42478114,28.374065,-0.34372309,72.345627,4.412364,4.4130292,-0.015742419,1204.1047,28.29398,-0.27669066
4.4218001,0.42478776,28.374508,-0.34869206,72.346146,4.4115782,4.4122429,-0.015522263,1204.1229,28.29442,-0.27039915
4.4218998,0.42479429,28.374949,-0.35354507,72.346664,4.4107919,4.4114571,-0.015302104,1204.1411,28.294861,-0.26401955
4.4219999,0.42480066,28.375389,-0.35828057,72.347183,4.4100056,4.4106708,-0.015081941,1204.1593,28.295301,-0.25755399
4.4221001,0.42480695,28.375832,-0.36289704,72.347702,4.4092193,4.4098849,-0.014861774,1204.1774,28.295744,-0.25100467
4.4222002,0.42481312,28.376272,-0.36739305,72.348221,4.408433,4.4090986,-0.014641603,1204.1956,28.296185,-0.24437374
4.4222999,0.42481914,28.376713,-0.37176716,72.34874,4.4076467,4.4083128,-0.014421429,1204.2137,28.296625,-0.23766349
4.4224,0.4248251,28.377153,-0.37601802,72.349258,4.4068604,4.4075265,-0.01420125,1204.2319,28.297066,-0.23087616
4.4225001,0.42483091,28.377594,-0.38014427,72.349777,4.406074,4.4067407,-0.013981067,1204.25,28.297506,-0.224014
4.4225998,0.42483661,28.378035,-0.3841446,72.350296,4.4052877,4.4059544,-0.013760881,1204.2682,28.297947,-0.21707933
4.4226999,0.42484221,28.378475,-0.3880178,72.350815,4.4045014,4.4051685,-0.013540691,1204.2863,28.298388,-0.21007447
4.4228001,0.42484766,28.378916,-0.39176264,72.351326,4.4037151,4.4043822,-0.013320498,1204.3044,28.298828,-0.20300175
4.4229002,0.42485303,28.379356,-0.39537793,72.351845,4.4029288,4.4035964,-0.013100301,1204.3225,28.299269,-0.19586354
4.4229999,0.42485827,28.379797,-0.39886263,72.352364,4.4021425,4.4028101,-0.012880101,1204.3407,28.299707,-0.18866225
4.4231,0.4248634,28.380238,-0.40221557,72.352882,4.4013567,4.4020243,-0.012659897,1204.3588,28.300148,-0.18140022
4.4232001,0.42486843,28.380676,-0.40543577,72.353401,4.4005704,4.401238,-0.012439691,1204.377,28.300589,-0.17407992
4.4232998,0.42487332,28.381117,-0.40852225,72.35392,4.3997841,4.4004521,-0.01221948,1204.395,28.301029,-0.16670376
4.4233999,0.42487812,28.381557,-0.41147402,72.354439,4.3989978,4.3996658,-0.011999266,1204.4132,28.301468,-0.15927421
4.4235001,0.42488277,28.381996,-0.41429022,72.354958,4.3982115,4.3988795,-0.011779049,1204.4313,28.301908,-0.15179372
4.4236002,0.42488733,28.382437,-0.41696998,72.355476,4.3974252,4.3980937,-0.01155883,1204.4493,28.302347,-0.14426479
4.4236999,0.42489177,28.382877,-0.41951251,72.355995,4.3966389,4.3973074,-0.011338607,1204.4675,28.302788,-0.1366899
4.4238,0.42489612,28.383316,-0.42191702,72.356514,4.3958526,4.3965216,-0.011118381,1204.4856,28.303228,-0.12907155
4.4239001,0.42490032,28.383757,-0.42418283,72.357033,4.3950663,4.3957353,-0.010898152,1204.5037,28.303667,-0.12141229
4.4239998,0.42490444,28.384195,-0.42630923,72.357552,4.39428,4.3949494,-0.010677922,1204.5219,28.304106,-0.11371463
4.4240999,0.4249084,28.384634,-0.42829564,72.35807,4.3934937,4.3941631,-0.010457687,1204.5399,28.304546,-0.10598112
4.4242001,0.42491227,28.385075,-0.43014148,72.358589,4.3927073,4.3933773,-0.01023745,1204.558,28.304985,-0.098214306
4.4243002,0.42491603,28.385513,-0.43184617,72.359108,4.391921,4.392591,-0.010017211,1204.576,28.305424,-0.090416752
4.4243999,0.42491966,28.385952,-0.43340927,72.359627,4.3911347,4.3918052,-0.0097969677,1204.5941,28.305864,-0.082591027
4.4245,0.42492321,28.386393,-0.43483034,72.360146,4.3903489,4.3910189,-0.009576723,1204.6123,28.306303,-0.074739709
4.4246001,0.42492661,28.386831,-0.43610898,72.360664,4.3895626,4.390233,-0.0093564754,1204.6304,28.306742,-0.06686537
4.4246998,0.42492992,28.38727,-0.43724483,72.361183,4.3887763,4.3894467,-0.009136226,1204.6484,28.30718,-0.058970604
4.4247999,0.42493308,28.387709,-0.43823767,72.361702,4.38799,4.3886609,-0.0089159738,1204.6665,28.307619,-0.051058002
4.4249001,0.42493615,28.388147,-0.43908715,72.362221,4.3872037,4.3878746,-0.0086957188,1204.6846,28.308058,-0.043130156
4.4250002,0.4249391,28.388586,-0.43979311,72.362732,4.3864174,4.3870888,-0.008475462,1204.7026,28.308496,-0.035189662
4.4250998,0.42494196,28.389025,-0.44035542,72.363251,4.3856311,4.3863025,-0.0082552033,1204.7207,28.308935,-0.027239121
4.4252,0.42494467,28.389463,-0.44077393,72.36377,4.3848448,4.3855166,-0.0080349417,1204.7388,28.309374,-0.019281134
4.4253001,0.42494726,28.389902,-0.44104862,72.364288,4.3840585,4.3847303,-0.0078146784,1204.7568,28.309813,-0.011318301
4.4253998,0.42494977,28.390341,-0.44117948,72.364807,4.3832722,4.3839445,-0.0075944131,1204.7748,28.310251,-0.0033532211
4.4254999,0.42495215,28.390779,-0.44116649,72.365326,4.3824859,4.3831582,-0.007374146,1204.7928,28.31069,0.0046115085
4.4256001,0.42495441,28.391218,-0.44100976,72.365845,4.3816996,4.3823724,-0.0071538766,1204.8109,28.311127,0.012573292
4.4257002,0.42495656,28.391655,-0.44070941,72.366364,4.3809133,4.3815861,-0.0069336058,1204.829,28.311565,0.020529535
4.4257998,0.42495859,28.392094,-0.44026566,72.366882,4.380127,4.3808002,-0.0067133331,1204.847,28.312004,0.028477652
4.4259,0.42496052,28.392532,-0.43967867,72.367401,4.3793406,4.3800139,-0.0064930585,1204.8651,28.312441,0.036415059
4.4260001,0.42496231,28.392969,-0.43894872,72.36792,4.3785543,4.3792281,-0.0062727821,1204.8831,28.31288,0.044339176
4.4260998,0.42496401,28.393408,-0.43807617,72.368439,4.377768,4.3784418,-0.0060525043,1204.9011,28.313316,0.052247431
4.4261999,0.42496559,28.393845,-0.43706131,72.368958,4.3769822,4.377656,-0.0058322251,1204.9192,28.313755,0.060137268
4.4263,0.42496705,28.394283,-0.43590456,72.369476,4.3761959,4.3768697,-0.005611944,1204.9371,28.314192,0.068006121
4.4264002,0.42496839,28.39472,-0.43460643,72.369995,4.3754096,4.3760839,-0.005391662,1204.9552,28.314631,0.075851455
4.4264998,0.42496964,28.395159,-0.43316737,72.370514,4.3746233,4.3752975,-0.0051713781,1204.9733,28.315067,0.083670728
4.4266,0.42497075,28.395596,-0.4315879,72.371033,4.373837,4.3745117,-0.0049510929,1204.9912,28.315504,0.091461405
4.4267001,0.42497176,28.396032,-0.42986867,72.371552,4.3730507,4.3737254,-0.0047308067,1205.0093,28.315943,0.099220984
4.4267998,0.42497262,28.396471,-0.42801026,72.37207,4.3722644,4.3729396,-0.0045105196,1205.0272,28.31638,0.10694697
4.4268999,0.4249734,28.396908,-0.42601335,72.372589,4.3714781,4.3721533,-0.004290231,1205.0453,28.316816,0.11463685
4.427,0.42497408,28.397345,-0.4238787,72.373108,4.3706918,4.3713675,-0.0040699411,1205.0632,28.317253,0.12228817
4.4271002,0.42497462,28.397781,-0.42160705,72.373627,4.3699055,4.3705812,-0.0038496505,1205.0813,28.317692,0.12989846
4.4271998,0.42497504,28.398218,-0.4191992,72.374146,4.3691192,4.3697948,-0.0036293587,1205.0992,28.318129,0.13746528
4.4273,0.42497537,28.398657,-0.41665599,72.374664,4.3683329,4.369009,-0.0034090662,1205.1173,28.318565,0.1449862
4.4274001,0.42497554,28.399094,-0.41397837,72.375183,4.3675466,4.3682227,-0.0031887728,1205.1353,28.319002,0.1524588
4.4274998,0.42497563,28.39953,-0.41116723,72.375702,4.3667603,4.3674369,-0.0029684787,1205.1532,28.319439,0.15988071
4.4275999,0.4249756,28.399967,-0.40822357,72.376221,4.3659739,4.3666506,-0.0027481839,1205.1713,28.319876,0.16724953
4.4277,0.42497545,28.400402,-0.40514842,72.37674,4.3651876,4.3658648,-0.0025278882,1205.1892,28.320311,0.17456292
4.4278002,0.42497522,28.400839,-0.40194282,72.377258,4.3644013,4.3650784,-0.0023075922,1205.2072,28.320747,0.18181853
4.4278998,0.42497483,28.401276,-0.39860788,72.377769,4.363615,4.3642926,-0.0020872953,1205.2251,28.321184,0.18901405
4.428,0.42497435,28.401712,-0.39514476,72.378288,4.3628287,4.3635063,-0.0018669983,1205.2432,28.321621,0.19614719
4.4281001,0.42497376,28.402149,-0.39155465,72.378807,4.3620424,4.3627205,-0.0016467005,1205.2611,28.322058,0.20321567
4.4281998,0.42497304,28.402584,-0.38783875,72.379326,4.3612561,4.3619342,-0.0014264026,1205.2791,28.322493,0.21021727
4.4282999,0.42497221,28.403021,-0.38399839,72.379845,4.3604703,4.3611484,-0.0012061043,1205.297,28.322929,0.21714972
4.4284,0.42497125,28.403458,-0.3800348,72.380363,4.359684,4.3603621,-0.00098580576,1205.3149,28.323364,0.22401085
4.4285002,0.42497018,28.403893,-0.37594935,72.380882,4.3588977,4.3595762,-0.00076550711,1205.3329,28.323801,0.23079848
4.4285998,0.42496902,28.404329,-0.37174344,72.381401,4.3581114,4.3587899,-0.00054520823,1205.3508,28.324238,0.23751046
4.4287,0.42496771,28.404764,-0.36741847,72.38192,4.3573251,4.3580041,-0.00032490931,1205.3688,28.324673,0.24414465
4.4288001,0.42496631,28.405201,-0.36297593,72.382439,4.3565388,4.3572178,-0.00010461039,1205.3867,28.325108,0.25069898
4.4288998,0.42496479,28.405636,-0.35841727,72.382957,4.3557525,4.356432,0.00011568849,1205.4047,28.325544,0.25717136
4.4289999,0.42496315,28.406073,-0.35374403,72.383476,4.3549662,4.3556457,0.00033598725,1205.4226,28.325979,0.26355976
4.4291,0.42496139,28.406507,-0.34895781,72.383995,4.3541799,4.3548594,0.00055628584,1205.4406,28.326414,0.26986217
4.4292002,0.42495954,28.406942,-0.34406018,72.384514,4.3533936,4.3540735,0.0007765842,1205.4585,28.326851,0.27607659
4.4292998,0.42495754,28.407379,-0.33905277,72.385033,4.3526073,4.3532872,0.00099688233,1205.4764,28.327286,0.28220108
4.4294,0.42495546,28.407814,-0.33393729,72.385551,4.3518209,4.3525014,0.00121718,1205.4944,28.327721,0.28823373
4.4295001,0.42495325,28.408249,-0.32871538,72.38607,4.3510346,4.3517151,0.0014374774,1205.5123,28.328156,0.29417261
4.4295998,0.42495093,28.408684,-0.32338881,72.386589,4.3502483,4.3509293,0.0016577742,1205.5303,28.32859,0.30001593
4.4296999,0.42494848,28.409119,-0.31795934,72.387108,4.349462,4.350143,0.0018780705,1205.5481,28.329025,0.30576178
4.4298,0.42494595,28.409554,-0.3124288,72.387627,4.3486757,4.3493571,0.0020983664,1205.566,28.32946,0.31140843
4.4299002,0.42494327,28.409988,-0.30679896,72.388145,4.3478894,4.3485708,0.0023186614,1205.584,28.329895,0.31695408
4.4299998,0.4249405,28.410423,-0.30107173,72.388664,4.3471031,4.347785,0.0025389558,1205.6019,28.33033,0.32239705
4.4301,0.42493758,28.410858,-0.29524899,72.389183,4.3463168,4.3469987,0.0027592494,1205.6198,28.330765,0.3277356
4.4302001,0.42493457,28.411293,-0.28933266,72.389702,4.3455305,4.3462129,0.0029795424,1205.6377,28.3312,0.33296809
4.4303002,0.42493144,28.411728,-0.28332463,72.390221,4.3447442,4.3454266,0.0031998341,1205.6556,28.331635,0.33809289
4.4303999,0.42492822,28.412163,-0.27722695,72.390739,4.3439579,4.3446407,0.0034201252,1205.6735,28.332069,0.34310845
4.4305,0.42492485,28.412596,-0.2710416,72.391258,4.3431716,4.3438544,0.0036404151,1205.6914,28.332502,0.34801319
4.4306002,0.42492136,28.413031,-0.2647706,72.391777,4.3423853,4.3430681,0.0038607041,1205.7092,28.332937,0.35280564
4.4306998,0.42491779,28.413465,-0.258416,72.392296,4.341599,4.3422823,0.0040809922,1205.7272,28.333372,0.35748425
4.4308,0.42491409,28.413898,-0.25197989,72.392815,4.3408127,4.341496,0.0043012789,1205.745,28.333805,0.36204764
4.4309001,0.42491028,28.414333,-0.24546435,72.393333,4.3400264,4.3407102,0.0045215641,1205.7629,28.33424,0.36649439
4.4310002,0.42490634,28.414768,-0.23887153,72.393852,4.3392401,4.3399239,0.004741848,1205.7808,28.334673,0.37082317
4.4310999,0.42490229,28.415201,-0.23220357,72.394371,4.3384538,4.339138,0.0049621309,1205.7987,28.335108,0.37503263
4.4312,0.42489815,28.415636,-0.22546265,72.39489,4.3376675,4.3383517,0.005182412,1205.8165,28.335541,0.37912148
4.4313002,0.42489386,28.416069,-0.21865094,72.395409,4.3368812,4.3375659,0.0054026921,1205.8345,28.335976,0.3830885
4.4313998,0.42488948,28.416502,-0.21177068,72.395927,4.3360949,4.3367796,0.0056229704,1205.8523,28.336409,0.38693249
4.4315,0.42488497,28.416937,-0.20482408,72.396446,4.3353086,4.3359938,0.0058432473,1205.8701,28.336842,0.39065227
4.4316001,0.42488036,28.41737,-0.19781341,72.396965,4.3345222,4.3352075,0.0060635223,1205.8879,28.337276,0.39424676
4.4317002,0.42487562,28.417803,-0.19074094,72.397484,4.3337364,4.3344216,0.0062837955,1205.9059,28.337709,0.39771482
4.4317999,0.42487076,28.418238,-0.18360895,72.398003,4.3329501,4.3336353,0.0065040672,1205.9237,28.338142,0.40105546
4.4319,0.42486581,28.418671,-0.17641975,72.398521,4.3321638,4.332849,0.0067243367,1205.9415,28.338575,0.40426764
4.4320002,0.42486072,28.419104,-0.16917565,72.39904,4.3313775,4.3320632,0.0069446047,1205.9594,28.339008,0.40735042
4.4320998,0.42485553,28.419537,-0.161879,72.399559,4.3305912,4.3312769,0.0071648704,1205.9773,28.339441,0.41030291
4.4322,0.42485023,28.41997,-0.15453216,72.400078,4.3298049,4.3304911,0.0073851342,1205.9951,28.339874,0.41312423
4.4323001,0.4248448,28.420403,-0.14713749,72.400597,4.3290186,4.3297048,0.0076053962,1206.0129,28.340307,0.41581357
4.4324002,0.42483926,28.420835,-0.13969736,72.401115,4.3282323,4.3289189,0.0078256559,1206.0308,28.34074,0.4183701
4.4324999,0.4248336,28.421268,-0.13221416,72.401634,4.327446,4.3281326,0.0080459137,1206.0486,28.341173,0.42079312
4.4326,0.42482784,28.421701,-0.1246903,72.402153,4.3266597,4.3273468,0.0082661686,1206.0664,28.341606,0.42308187
4.4327002,0.42482194,28.422134,-0.11712819,72.402672,4.3258734,4.3265605,0.0084864218,1206.0842,28.342039,0.42523578
4.4327998,0.42481595,28.422567,-0.10953027,72.403191,4.3250871,4.3257747,0.0087066721,1206.1021,28.342472,0.42725417
4.4329,0.42480984,28.422998,-0.10189895,72.403709,4.3243008,4.3249884,0.0089269197,1206.1199,28.342905,0.42913651
4.4330001,0.42480361,28.423431,-0.094236687,72.404228,4.3235145,4.3242021,0.0091471653,1206.1377,28.343336,0.43088225
4.4331002,0.4247973,28.423864,-0.086545922,72.404747,4.3227282,4.3234162,0.0093674092,1206.1555,28.343769,0.43249092
4.4331999,0.42479083,28.424295,-0.07882911,72.405266,4.3219419,4.3226299,0.0095876493,1206.1733,28.3442,0.43396208
4.4333,0.42478424,28.424728,-0.071088716,72.405785,4.3211555,4.3218441,0.0098078875,1206.1912,28.344633,0.43529534
4.4334002,0.42477757,28.425161,-0.063327216,72.406303,4.3203692,4.3210578,0.010028122,1206.2089,28.345066,0.43649036
4.4334998,0.42477077,28.425592,-0.05554707,72.406822,4.3195829,4.320272,0.010248355,1206.2267,28.345497,0.43754682
4.4335999,0.42476386,28.426025,-0.047750756,72.407341,4.3187966,4.3194857,0.010468584,1206.2445,28.34593,0.43846446
4.4337001,0.42475682,28.426456,-0.039940752,72.40786,4.3180103,4.3186998,0.010688811,1206.2623,28.346361,0.43924305
4.4338002,0.42474967,28.426889,-0.032119542,72.408379,4.317224,4.3179135,0.010909034,1206.28,28.346792,0.43988246
4.4338999,0.42474243,28.42732,-0.02428961,72.408897,4.3164377,4.3171277,0.011129254,1206.2979,28.347225,0.44038254
4.434,0.42473504,28.427752,-0.016453432,72.409416,4.3156514,4.3163414,0.011349472,1206.3157,28.347656,0.44074321
4.4341002,0.42472756,28.428183,-0.0086134952,72.409935,4.3148651,4.3155551,0.011569686,1206.3335,28.348087,0.44096443
4.4341998,0.42471996,28.428616,-0.00077227893,72.410454,4.3140788,4.3147693,0.011789897,1206.3512,28.348518,0.44104618
4.4342999,0.42471224,28.429047,0.0070677372,72.410973,4.3132925,4.313983,0.012010105,1206.369,28.348951,0.44098854
4.4344001,0.4247044,28.429478,0.014904075,72.411491,4.3125062,4.3131971,0.01223031,1206.3867,28.349382,0.44079161
4.4345002,0.42469645,28.429909,0.022734264,72.41201,4.3117199,4.3124108,0.012450511,1206.4045,28.349813,0.4404555
4.4345999,0.4246884,28.43034,0.030555831,72.412529,4.3109336,4.311625,0.012670709,1206.4222,28.350245,0.43998039
4.4347,0.4246802,28.430771,0.038366314,72.413048,4.3101473,4.3108387,0.012890902,1206.4401,28.350676,0.43936655
4.4348001,0.42467192,28.431202,0.04616325,72.413567,4.309361,4.3100529,0.013111093,1206.4578,28.351107,0.43861419
4.4348998,0.42466351,28.431633,0.053944193,72.414085,4.3085747,4.3092666,0.01333128,1206.4756,28.351538,0.43772364
4.4349999,0.42465499,28.432064,0.061706692,72.414604,4.3077884,4.3084803,0.013551463,1206.4933,28.351969,0.43669525
4.4351001,0.42464635,28.432495,0.069448315,72.415123,4.3070021,4.3076944,0.013771643,1206.5111,28.352398,0.43552947
4.4352002,0.42463762,28.432926,0.077166632,72.415642,4.3062158,4.3069081,0.013991819,1206.5288,28.352829,0.43422669
4.4352999,0.42462873,28.433357,0.084859222,72.416161,4.3054295,4.3061223,0.014211991,1206.5465,28.35326,0.43278739
4.4354,0.42461976,28.433786,0.092523679,72.416679,4.3046432,4.305336,0.014432159,1206.5643,28.353691,0.43121213
4.4355001,0.42461067,28.434217,0.1001576,72.417198,4.3038568,4.3045502,0.014652323,1206.582,28.35412,0.42950144
4.4355998,0.42460147,28.434649,0.10775861,72.417717,4.3030705,4.3037639,0.014872483,1206.5997,28.354551,0.42765597
4.4356999,0.42459214,28.435078,0.11532433,72.418236,4.3022842,4.302978,0.015092639,1206.6174,28.35498,0.42567638
4.4358001,0.42458269,28.435509,0.1228524,72.418755,4.3014979,4.3021917,0.015312791,1206.6353,28.355412,0.4235633
4.4359002,0.42457312,28.435938,0.13034046,72.419273,4.3007116,4.3014054,0.015532938,1206.653,28.355843,0.42131752
4.4359999,0.42456347,28.436369,0.13778621,72.419792,4.2999253,4.3006196,0.015753081,1206.6707,28.356272,0.4189398
4.4361,0.42455369,28.436798,0.1451873,72.420311,4.299139,4.2998333,0.01597322,1206.6884,28.356701,0.41643098
4.4362001,0.4245438,28.437229,0.15254144,72.42083,4.2983527,4.2990475,0.016193355,1206.7061,28.357132,0.41379187
4.4362998,0.42453378,28.437658,0.15984638,72.421349,4.2975664,4.2982612,0.016413484,1206.7238,28.357561,0.41102344
4.4363999,0.42452365,28.438089,0.1670998,72.421867,4.2967801,4.2974753,0.016633609,1206.7415,28.35799,0.40812656
4.4365001,0.4245134,28.438519,0.17429949,72.422386,4.2959938,4.296689,0.016853731,1206.7592,28.358421,0.40510225
4.4366002,0.42450303,28.438948,0.18144321,72.422905,4.2952075,4.2959027,0.017073847,1206.7769,28.35885,0.40195149
4.4366999,0.42449257,28.439377,0.18852876,72.423424,4.2944212,4.2951169,0.01729396,1206.7946,28.35928,0.39867538
4.4368,0.42448199,28.439806,0.19555393,72.423943,4.2936349,4.2943306,0.017514067,1206.8123,28.359709,0.395275
4.4369001,0.42447129,28.440237,0.20251659,72.424461,4.2928486,4.2935448,0.017734168,1206.83,28.360138,0.39175147
4.4369998,0.42446047,28.440666,0.20941454,72.42498,4.2920618,4.2927585,0.017954266,1206.8477,28.360567,0.38810596
4.4370999,0.42444953,28.441095,0.2162457,72.425499,4.2912755,4.2919726,0.018174358,1206.8654,28.360996,0.38433966
4.4372001,0.42443848,28.441525,0.22300793,72.426018,4.2904892,4.2911863,0.018394444,1206.8831,28.361425,0.38045385
4.4373002,0.42442733,28.441954,0.22969919,72.426537,4.2897029,4.2904005,0.018614527,1206.9008,28.361855,0.37644979
4.4373999,0.42441604,28.442383,0.23631741,72.427055,4.2889166,4.2896142,0.018834604,1206.9185,28.362284,0.37232882
4.4375,0.42440465,28.44281,0.24286057,72.427574,4.2881303,4.2888279,0.019054675,1206.936,28.362713,0.3680923
4.4376001,0.42439315,28.443239,0.24932666,72.428093,4.287344,4.2880421,0.019274741,1206.9537,28.363142,0.36374155
4.4376998,0.42438152,28.443668,0.25571367,72.428612,4.2865577,4.2872558,0.019494804,1206.9714,28.363569,0.35927802
4.4377999,0.42436978,28.444098,0.26201972,72.429131,4.2857714,4.2864699,0.01971486,1206.9891,28.363998,0.35470319
4.4379001,0.42435795,28.444527,0.26824281,72.429649,4.2849851,4.2856836,0.019934909,1207.0067,28.364428,0.35001853
4.4380002,0.42434597,28.444954,0.2743811,72.430168,4.2841988,4.2848978,0.020154955,1207.0244,28.364857,0.34522557
4.4380999,0.4243339,28.445383,0.2804327,72.430687,4.2834125,4.2841115,0.020374995,1207.0421,28.365284,0.34032586
4.4382,0.42432171,28.44581,0.28639576,72.431206,4.2826262,4.2833252,0.020595029,1207.0597,28.365713,0.33532098
4.4383001,0.4243094,28.446239,0.29226848,72.431725,4.2818398,4.2825394,0.020815058,1207.0774,28.36614,0.33021253
4.4383998,0.42429698,28.446669,0.29804906,72.432243,4.2810535,4.2817531,0.021035081,1207.095,28.36657,0.32500219
4.4384999,0.42428443,28.447096,0.30373579,72.432762,4.2802672,4.2809672,0.021255096,1207.1127,28.366997,0.31969163
4.4386001,0.42427179,28.447523,0.30932692,72.433281,4.2794809,4.2801809,0.021475108,1207.1302,28.367424,0.31428257
4.4387002,0.42425901,28.447952,0.31482077,72.4338,4.2786946,4.2793951,0.021695113,1207.1479,28.367853,0.30877671
4.4387999,0.42424613,28.44838,0.32021567,72.434319,4.2779083,4.2786088,0.021915112,1207.1655,28.36828,0.30317584
4.4389,0.42423314,28.448807,0.32551003,72.434837,4.277122,4.2778225,0.022135105,1207.1832,28.368708,0.29748175
4.4390001,0.42422003,28.449236,0.33070222,72.435356,4.2763357,4.2770367,0.022355093,1207.2008,28.369137,0.29169625
4.4390998,0.42420679,28.449663,0.33579069,72.435875,4.2755494,4.2762504,0.022575073,1207.2184,28.369564,0.2858212
4.4391999,0.42419347,28.45009,0.34077394,72.436394,4.2747631,4.2754645,0.022795048,1207.2361,28.369991,0.27985847
4.4393001,0.42418,28.450518,0.34565046,72.436913,4.2739768,4.2746782,0.023015017,1207.2537,28.370419,0.27380997
4.4394002,0.42416644,28.450945,0.35041878,72.437431,4.2731905,4.2738919,0.023234978,1207.2712,28.370846,0.26767761
4.4394999,0.42415276,28.451372,0.35507751,72.43795,4.2724042,4.2731061,0.023454934,1207.2889,28.371273,0.26146331
4.4396,0.42413893,28.451799,0.35962525,72.438477,4.2716179,4.2723198,0.023674885,1207.3065,28.3717,0.25516912
4.4397001,0.42412505,28.452227,0.36406064,72.438995,4.2708316,4.271534,0.023894828,1207.3241,28.372128,0.24879698
4.4397998,0.42411101,28.452654,0.36838239,72.439514,4.2700453,4.2707477,0.024114763,1207.3417,28.372555,0.24234892
4.4398999,0.42409685,28.453081,0.3725892,72.440033,4.269259,4.2699618,0.024334693,1207.3593,28.372982,0.23582698
4.4400001,0.42408261,28.453508,0.37667984,72.440552,4.2684727,4.2691755,0.024554616,1207.3768,28.373409,0.22923321
4.4401002,0.42406821,28.453936,0.38065308,72.441071,4.2676864,4.2683892,0.024774533,1207.3945,28.373835,0.2225697
4.4401999,0.42405373,28.454363,0.38450781,72.441589,4.2669001,4.2676034,0.024994442,1207.4121,28.374262,0.21583857
4.4403,0.42403913,28.454788,0.38824284,72.442108,4.2661133,4.2668171,0.025214344,1207.4297,28.374689,0.20904189
4.4404001,0.4240244,28.455215,0.39185712,72.442627,4.265327,4.2660313,0.025434241,1207.4473,28.375114,0.20218186
4.4404998,0.42400959,28.455643,0.39534959,72.443146,4.2645407,4.265245,0.02565413,1207.4648,28.375542,0.19526058
4.4405999,0.42399463,28.456068,0.39871922,72.443665,4.2637544,4.2644587,0.025874011,1207.4824,28.375969,0.18828027
4.4407001,0.42397958,28.456495,0.40196505,72.444183,4.2629681,4.2636728,0.026093887,1207.5,28.376394,0.18124308
4.4408002,0.42396441,28.456921,0.40508616,72.444702,4.2621818,4.2628865,0.026313754,1207.5176,28.376822,0.17415123
4.4408998,0.42394909,28.457348,0.40808162,72.445221,4.2613955,4.2621007,0.026533615,1207.5352,28.377247,0.16700695
4.441,0.42393368,28.457773,0.4109506,72.44574,4.2606091,4.2613144,0.026753468,1207.5526,28.377672,0.15981247
4.4411001,0.42391819,28.4582,0.41369227,72.446259,4.2598228,4.2605286,0.026973313,1207.5702,28.378099,0.15257002
4.4411998,0.42390254,28.458626,0.41630584,72.446777,4.2590365,4.2597423,0.027193151,1207.5878,28.378525,0.14528188
4.4412999,0.42388681,28.459051,0.41879058,72.447296,4.2582502,4.258956,0.027412983,1207.6053,28.37895,0.13795032
4.4414001,0.42387092,28.459478,0.42114583,72.447815,4.2574639,4.2581701,0.027632806,1207.6229,28.379377,0.13057761
