"Time","meanVoltage.x","meanCurrent.y","pulse2m.twomPulse.timerNegative[2].entryTime","rectifier.thyristor_p.idealThyristor[3].off","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","rectifier.pre[1].u","rectifier.pre[2].u","meanVoltage.y","rectifier.thyristor_p.idealThyristor[2].off","rootMeanSquareVoltage.mean.y","pulse2m.twomPulse.timerPositive[2].entryTime","rectifier.pre[3].u","pulse2m.twomPulse.timerNegative[3].entryTime","rectifier.thyristor_p.idealThyristor[1].off","rootMeanSquareVoltage.mean.x","pulse2m.twomPulse.timerPositive[1].entryTime","meanCurrent.x"
0.0024000001,0.14403203,0,0,0,0,0,0,0,0,1,0,0,1,0,1,28.300013,0.0016666667,0.0072016018
0.0026,0.17866577,0,0,0,0,0,0,0,0,1,0,0,1,0,1,34.299469,0.0016666667,0.008933289
0.0027999999,0.21105652,0,0,0,0,0,0,0,0,1,0,0,1,0,1,39.547478,0.0016666667,0.010552825
0.003,0.24107639,0,0,0,0,0,0,0,0,1,0,0,1,0,1,44.055897,0.0016666667,0.01205382
0.0031999999,0.26860696,0,0,0,0,0,0,0,0,1,0,0,1,0,1,47.848232,0.0016666667,0.013430349
0.0033333334,0.28552362,0,0,0,0,0,0,0,0,1,0,0,1,0,1,49.995388,0.0016666667,0.014276182
0.0033333334,0,4.2828546,0,0,0,0,0,0,85.657089,1,14998.616,0,1,0,1,0,0.0016666667,0
0.0033333334,1.2267296e-10,4.2828546,0,0,0,0,0,0,85.657089,1,14998.616,0,1,0,1,1.5023611e-08,0.0016666667,6.1336483e-12
0.0033333334,1.2267296e-10,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,1.5023611e-08,0.0016666667,6.1336483e-12
0.0034,0.01632796,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,3.9990346,0.0016666667,0.00081639807
0.0035999999,0.065240309,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,15.961136,0.0016666667,0.0032620153
0.0038000001,0.11389519,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,27.797689,0.0016666667,0.0056947591
0.0040000002,0.16210057,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,39.416626,0.0016666667,0.0081050284
0.0041999999,0.20966622,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,50.729317,0.0016666667,0.010483311
0.0044,0.25640443,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,61.651985,0.0016666667,0.012820221
0.0046000001,0.3021307,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,72.106979,0.0016666667,0.015106536
0.0048000002,0.34666461,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,82.024025,0.0016666667,0.01733323
0.0048718317,0.36233446,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,85.442383,0.0016666667,0.018116722
0.0048718317,0.36233446,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,85.442383,0.0016666667,0.018116722
0.0049999999,0.3901462,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,1,0,0,91.477371,0.0016666667,0.019507309
0.0049999999,0.3901462,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,91.477371,0.0016666667,0.019507309
0.0049999999,0.3901462,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,91.477371,0.0016666667,0.019507309
0.005128168,0.41795692,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,97.511909,0.0016666667,0.020897845
0.005128168,0.41795692,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,97.511909,0.0016666667,0.020897845
0.0052,0.4336265,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,100.93018,0.0016666667,0.021681326
0.0054000001,0.47815984,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,110.84701,0.0016666667,0.023907993
0.0055999998,0.52388614,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,121.30196,0.0016666667,0.026194306
0.0057999999,0.57062423,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,132.22458,0.0016666667,0.028531212
0.0060000001,0.61818987,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,143.53728,0.0016666667,0.030909494
0.0062000002,0.66639525,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,155.15623,0.0016666667,0.033319764
0.0063999998,0.71505016,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,166.99278,0.0016666667,0.035752505
0.0066,0.76396245,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,178.95488,0.0016666667,0.038198121
0.0066666668,0.78029042,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,182.95392,0.0016666667,0.039014522
0.0066666668,0.78029042,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,182.95392,0.0016666667,0.039014522
0.0066666668,0.78029042,4.2828546,0,1,0,0,1,0,85.657089,1,14998.616,0,0,0.0049999999,0,182.95392,0.0016666667,0.039014522
0.0066666668,0,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,0,0.0016666667,0
0.0068000001,0.032648798,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,7.9945812,0.0016666667,0.0016324399
0.0070000002,0.08149673,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,19.925213,0.0016666667,0.0040748366
0.0071999999,0.13002305,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,31.699308,0.0016666667,0.0065011522
0.0074,0.17803621,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,43.225807,0.0016666667,0.0089018103
0.0076000001,0.22534676,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,54.417522,0.0016666667,0.011267338
0.0077999998,0.27176794,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,65.192574,0.0016666667,0.013588398
0.0080000004,0.31711662,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,75.475647,0.0016666667,0.01585583
0.0082,0.36121374,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,85.199173,0.0016666667,0.018060688
0.0082051652,0.36233443,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,85.442337,0.0016666667,0.018116722
0.0082051661,0.36233473,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0,0,0.0049999999,0,85.442398,0.0016666667,0.018116737
0.0082051661,0.36233473,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,85.442398,0.0016666667,0.018116737
0.0083999997,0.4038848,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,94.304298,0.0016666667,0.02019424
0.0086000003,0.44496247,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,102.74236,0.0016666667,0.022248125
0.0088,0.48428398,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,110.47468,0.0016666667,0.024214199
0.0089999996,0.5216943,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,117.47399,0.0016666667,0.026084716
0.0092000002,0.55704576,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,123.7245,0.0016666667,0.027852288
0.0093999999,0.59019876,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,129.22223,0.0016666667,0.029509937
0.0096000005,0.62102252,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,133.97511,0.0016666667,0.031051125
0.0098000001,0.64939541,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,138.00281,0.0016666667,0.032469768
0.009871833,0.65896595,11.704356,0,1,0,0,1,0,234.08713,1,54886.176,0.0082051661,0,0.0049999999,0,139.27803,0.0016666667,0.032948297
0.009871833,0.65896595,11.704356,0,1,0,0,1,1,234.08713,0,54886.176,0.0082051661,0,0.0049999999,1,139.27803,0.0016666667,0.032948297
0.0099999998,0.69034982,11.704356,0,1,0,0,1,1,234.08713,0,54886.176,0.0082051661,0,0.0049999999,1,146.96294,0.0016666667,0.034517493
0.0099999998,0,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,0,0.0016666667,0
0.0102,0.04895528,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,11.983103,0.0016666667,0.0024477642
0.0104,0.097717382,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,23.871861,0.0016666667,0.0048858691
0.0106,0.14609385,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,35.573387,0.0016666667,0.0073046922
0.0108,0.19389373,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,46.997734,0.0016666667,0.0096946871
0.011,0.24092841,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,58.059364,0.0016666667,0.012046421
0.0112,0.28701228,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,68.678444,0.0016666667,0.014350614
0.0114,0.33196342,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,78.782112,0.0016666667,0.016598171
0.011538498,0.36233446,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,85.442383,0.0016666667,0.018116722
0.011538498,0.36233446,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,85.442383,0.0016666667,0.018116722
0.0116,0.37567711,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,88.337059,0.0016666667,0.018783856
0.011666667,0.3901462,10.355247,0,1,0,0,1,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,91.477371,0.0016666667,0.019507309
0.011666667,0.3901462,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,91.477371,0.0016666667,0.019507309
0.011794834,0.41795838,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,97.512543,0.0016666667,0.020897919
0.011794834,0.41795838,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,97.512543,0.0016666667,0.020897919
0.0118,0.41907907,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,97.755707,0.0016666667,0.020953953
0.012,0.46317545,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,107.47897,0.0016666667,0.023158772
0.0122,0.50852406,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,117.76201,0.0016666667,0.025426203
0.0124,0.55494517,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,128.53702,0.0016666667,0.027747259
0.0126,0.6022557,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,139.72874,0.0016666667,0.030112786
0.0128,0.65026891,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,151.25523,0.0016666667,0.032513443
0.013,0.6987952,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,163.02934,0.0016666667,0.034939758
0.0132,0.74764305,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,174.95998,0.0016666667,0.037382156
0.013333334,0.78029186,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,182.95456,0.0016666667,0.039014593
0.013333334,0.78029186,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,182.95456,0.0016666667,0.039014593
0.013333334,0.78029186,10.355247,0,1,0.011666667,0,0,1,207.10495,0,44088.883,0.0082051661,0,0.0049999999,1,182.95456,0.0016666667,0.039014593
0.013333334,0,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,0,0.0016666667,0
0.0134,0.016327979,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,3.9990435,0.0016666667,0.00081639894
0.0136,0.065240324,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,15.961145,0.0016666667,0.0032620162
0.0138,0.1138952,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,27.797691,0.0016666667,0.00569476
0.014,0.16210058,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,39.416634,0.0016666667,0.0081050294
0.0142,0.20966624,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,50.729328,0.0016666667,0.010483311
0.0144,0.25640443,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,61.651985,0.0016666667,0.012820221
0.0146,0.3021307,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,72.106964,0.0016666667,0.015106536
0.0148,0.34666461,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,82.023987,0.0016666667,0.01733323
0.014871832,0.36233443,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,85.442337,0.0016666667,0.018116722
0.014871833,0.36233473,11.704378,0,1,0.011666667,0,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,85.442398,0.0016666667,0.018116737
0.014871833,0.36233473,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,85.442398,0.0016666667,0.018116737
0.015,0.38982996,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,91.341164,0.0016666667,0.019491499
0.0152,0.43145719,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,100.00641,0.0016666667,0.021572858
0.0154,0.47138166,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,107.97757,0.0016666667,0.023569083
0.0156,0.50944585,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,115.22355,0.0016666667,0.025472293
0.015799999,0.5454995,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,121.72469,0.0016666667,0.027274976
0.016000001,0.5794003,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,127.47305,0.0016666667,0.028970014
0.0162,0.61101443,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,132.4726,0.0016666667,0.03055072
0.0164,0.64021719,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,136.73914,0.0016666667,0.032010861
0.016538499,0.65896595,11.704378,0,1,0.011666667,0.014871833,0,1,234.08755,0,54886.367,0.0082051661,0,0.0049999999,1,139.27803,0.0016666667,0.032948297
0.016538499,0.65896595,11.704378,0,0,0.011666667,0.014871833,0,1,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,139.27803,0.0016666667,0.032948297
0.0166,0.6740222,11.704378,0,0,0.011666667,0.014871833,0,1,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,142.96407,0.0016666667,0.033701111
0.016666668,0.69034982,11.704378,0,0,0.011666667,0.014871833,0,1,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,146.96294,0.0016666667,0.034517493
0.016666668,0,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,0,0.0016666667,0
0.016799999,0.032648779,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,7.9945722,0.0016666667,0.0016324391
0.017000001,0.081496716,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,19.925205,0.0016666667,0.0040748357
0.017200001,0.13002303,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,31.69931,0.0016666667,0.0065011517
0.0174,0.1780362,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,43.2258,0.0016666667,0.0089018103
0.0176,0.22534674,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,54.417515,0.0016666667,0.011267337
0.0178,0.27176794,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,65.192581,0.0016666667,0.013588398
0.017999999,0.31711662,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,75.47567,0.0016666667,0.01585583
0.018200001,0.36121374,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,85.199226,0.0016666667,0.018060688
0.018205166,0.36233446,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,85.442383,0.0016666667,0.018116722
0.018205166,0.36233446,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,85.442383,0.0016666667,0.018116722
0.018333333,0.3901462,10.355247,0,0,0.011666667,0.014871833,0,1,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,91.477371,0.0016666667,0.019507309
0.018333333,0.3901462,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,91.477371,0.0016666667,0.019507309
0.0184,0.40461555,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,94.617805,0.0016666667,0.020230778
0.018461501,0.41795838,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,97.512543,0.0016666667,0.020897919
0.018461501,0.41795838,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,97.512543,0.0016666667,0.020897919
0.0186,0.44832882,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,104.17261,0.0016666667,0.022416441
0.0188,0.49327976,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,114.27616,0.0016666667,0.024663989
0.018999999,0.53936356,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,124.89519,0.0016666667,0.026968177
0.019200001,0.58639818,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,135.9568,0.0016666667,0.029319908
0.019400001,0.63419807,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,147.38116,0.0016666667,0.031709902
0.0196,0.68257451,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,159.08269,0.0016666667,0.034128726
0.0198,0.73133659,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,170.97144,0.0016666667,0.036566831
0.02,0.78029186,10.355247,0.018333333,0,0.011666667,0.014871833,0,0,207.10495,1,44088.883,0.0082051661,1,0.0049999999,1,182.95456,0.0016666667,0.039014593
0.02,0,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,0,0.0016666667,0
0.02,2.5222616e-10,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,6.1779673e-08,0.0016666667,1.2611307e-11
0.02,2.5222616e-10,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,6.1779673e-08,0.0016666667,1.2611307e-11
0.020199999,0.04895528,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,11.983103,0.0016666667,0.0024477642
0.020400001,0.097717382,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,23.871861,0.0016666667,0.0048858691
0.0206,0.14609385,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,35.573387,0.0016666667,0.0073046922
0.0208,0.19389373,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,46.997734,0.0016666667,0.0096946871
0.021,0.24092841,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,58.059364,0.0016666667,0.012046421
0.021199999,0.28701228,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,68.678444,0.0016666667,0.014350614
0.021400001,0.33196342,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,78.782112,0.0016666667,0.016598171
0.021538498,0.36233446,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,85.442383,0.0016666667,0.018116722
0.0215385,0.36233473,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,85.442444,0.0016666667,0.018116737
0.0215385,0.36233473,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,85.442444,0.0215385,0.018116737
0.021600001,0.3756043,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,88.305595,0.0215385,0.018780215
0.0218,0.41776264,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,97.193298,0.0215385,0.020888131
0.022,0.45827261,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,105.39985,0.0215385,0.022913629
0.0222,0.49697393,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,112.8903,0.0215385,0.024848696
0.022399999,0.533714,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,119.64118,0.0215385,0.026685698
0.022600001,0.56834769,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,125.64062,0.0215385,0.028417384
0.0228,0.60073835,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,130.88861,0.0215385,0.030036917
0.023,0.63075823,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,135.397,0.0215385,0.031537909
0.0232,0.65828872,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,139.18932,0.0215385,0.032914437
0.023205167,0.65896595,11.704378,0.018333333,0,0.011666667,0.014871833,0,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,1,139.27809,0.0215385,0.032948297
0.023205167,0.65896595,11.704378,0.018333333,1,0.011666667,0.014871833,1,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,0,139.27809,0.0215385,0.032948297
0.023333333,0.69034988,11.704378,0.018333333,1,0.011666667,0.014871833,1,0,234.08755,1,54886.367,0.0082051661,1,0.0049999999,0,146.963,0.0215385,0.034517493
