"time","damper.s_rel","damper.v_rel","massWithStopAndFriction.s","massWithStopAndFriction.v","springDamper.s_rel","springDamper.v_rel","springDamper1.s_rel","springDamper1.v_rel","brake.mode","brake.startBackward","brake.startForward","massWithStopAndFriction.mode","massWithStopAndFriction.startBackward","massWithStopAndFriction.startForward","supportFriction.mode","supportFriction.startBackward","supportFriction.startForward"
0,0.050000000000000003,0,0.29999999999999999,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7.9577804843261742e-14,0.050000000000000003,-2.3873356464170891e-13,0.29999999999999999,0,-7.9577854893253077e-20,-2.3873356464170891e-13,-8.8390375686167367e-31,-2.6517112713553928e-24,2,0,0,0,0,0,0,0,0
7.9577804843261742e-14,0.050000000000000003,-2.3873356464170891e-13,0.29999999999999999,0,-7.9577854893253077e-20,-2.3873356464170891e-13,-8.8390375686167367e-31,-2.6517112713553928e-24,1,0,0,0,0,0,0,0,0
4.2827144520456223e-07,0.049999999999522357,-1.2848152373100741e-06,0.29999999999999999,0,-4.7764381974835101e-13,-1.2848152373100741e-06,3.7387054393297304e-17,1.0000000000028437e-10,1,0,0,0,0,0,0,0,0
4.2827144520456223e-07,0.049999999999522357,-1.2848152373100741e-06,0.29999999999999999,0,-4.7764381974835101e-13,-1.2848152373100741e-06,3.7387054393297304e-17,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.00050000000000000001,0.049999624849763634,-0.0015006860243321307,0.29999999999999999,0,-3.7515023636573149e-07,-0.0015006860243321307,4.9994559910014904e-14,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.001,0.049998498978367618,-0.0030026776510475692,0.29999999999999999,0,-1.5010216323870157e-06,-0.0030026776510475692,9.9994559910157096e-14,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0015,0.049996621790386941,-0.004505879164269813,0.29999999999999999,0,-3.3782096130642684e-06,-0.004505879164269813,1.4999455991029926e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.002,0.049993992753834093,-0.0060101992516061751,0.29999999999999999,0,-6.0072461659080857e-06,-0.0060101992516061751,1.9999455991044142e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0025000000000000001,0.049990611352066762,-0.0075155432682699188,0.29999999999999999,0,-9.3886479332484029e-06,-0.0075155432682699188,2.4999455991058363e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0030000000000000001,0.049986477067994105,-0.0090218106851033455,0.29999999999999999,0,-1.3522932005899686e-05,-0.0090218106851033455,2.9999455991072579e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0035000000000000001,0.049981589452727092,-0.01052890537924068,0.29999999999999999,0,-1.8410547272904466e-05,-0.01052890537924068,3.4999455991086795e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0040000000000000001,0.049975948093723813,-0.012036732120098212,0.29999999999999999,0,-2.405190627618884e-05,-0.012036732120098212,3.9999455991101016e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0045000000000000005,0.049969552650883924,-0.013545199380494706,0.29999999999999999,0,-3.0447349116083497e-05,-0.013545199380494706,4.4999455991115237e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0050000000000000001,0.049962402837895693,-0.015054217722252393,0.29999999999999999,0,-3.7597162104306608e-05,-0.015054217722252393,4.9999455991129453e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
0.0054999999999999997,0.049954498381923118,-0.016563697763162268,0.29999999999999999,0,-4.5501618076877423e-05,-0.016563697763162268,5.4999455991143669e-13,1.0000000000028437e-10,0,0,0,0,0,0,0,0,0
