"time","pipe1.mediums[1].T","pipe1.mediums[2].T","pipe10.mediums[1].T","pipe10.mediums[2].T","pipe11.mediums[1].T","pipe11.mediums[2].T","pipe2.mediums[1].T","pipe2.mediums[2].T","pipe3.mediums[1].T","pipe3.mediums[2].T","pipe4.mediums[1].T","pipe4.mediums[2].T","pipe5.mediums[1].T","pipe5.mediums[2].T","pipe6.mediums[1].T","pipe6.mediums[2].T","pipe7.mediums[1].T","pipe7.mediums[2].T","pipe8.mediums[1].T","pipe8.mediums[2].T","pipe9.mediums[1].T","pipe9.mediums[2].T"
0,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998,293.14999999999998
0.040000000000000001,293.57316728329107,293.16319399490874,293.15003481781224,293.15000025485256,293.15000002791811,293.15000000874539,293.15217002536599,293.15033027109575,293.15324391831751,293.15074295659076,293.15004903013369,293.15000316497759,293.1500123684566,293.15000003213453,293.1500123684566,293.15000003213453,293.15000280524112,293.15000002332118,293.18481370438531,293.18489801108382,293.15000000015345,293.150000000001
0.080000000000000002,293.9703588200079,293.20067902340293,293.15013888917457,293.15000183069503,293.15000028058722,293.15000011962542,293.16379097955019,293.15327640331714,293.16960936092954,293.15678596532609,293.15069580271171,293.15006539074096,293.15004952614782,293.15000023212622,293.15004952614782,293.15000023212622,293.1500437288766,293.15000053285218,293.21945933420079,293.21979548784032,293.1500000048743,293.1500000000425
0.12,294.34305451738391,293.25962660431708,293.15031353285599,293.15000588898079,293.15000107994894,293.15000054983801,293.18955081969744,293.16229553407055,293.20394600175484,293.17373643561712,293.15326332391936,293.15039579636283,293.15011220974003,293.15000075060954,293.15011220974003,293.15000075060954,293.15022247018697,293.15000351825796,293.25393766695612,293.25469167706444,293.15000004039297,293.15000000043034
0.16,294.69269125038909,293.3373730883755,293.15056516778782,293.15001367004731,293.15000281386051,293.15000161770877,293.23169710136239,293.18081441863512,293.25745716237691,293.20577007200092,293.15966312300975,293.15144554827674,293.15020298012882,293.15000175142285,293.15020298012882,293.15000175142285,293.15071327648866,293.15001404612491,293.28824950970557,293.28958581290874,293.15000019708293,293.15000000252917
0.20000000000000001,295.02075439348198,293.43126032204651,293.15091124851631,293.15002673576521,293.15000596799956,293.15000375429116,293.29069233827704,293.21170477754106,293.32918033127288,293.25500276735147,293.17220834788804,293.15401670513228,293.15032837803403,293.15000344376574,293.15032837803403,293.15000344376574,293.15178113685437,293.15004297379909,293.32239577984882,293.3244770614258,293.15000072846681,293.15000001114623
0.23999999999999999,295.32859783189042,293.53894227822963,293.151381468007,293.15004696951797,293.15001109858889,293.1500074455144,293.3660233131734,293.25674021332895,293.4174730995951,293.3218162801976,293.19292308248356,293.15909275444869,293.15049934823878,293.15000608109324,293.15049934823878,293.15000608109324,293.15372097351337,293.15010649912034,293.35637741346443,293.35936462652359,293.15000211321399,293.1500000374138
0.28000000000000003,295.61746326689848,293.65836186641928,293.15202298508916,293.15007690136974,293.15001892073997,293.1500132945223,293.45629824626019,293.31652507162494,293.52015910842653,293.40502914522955,293.22341269577129,293.16783383117706,293.15073316447706,293.15001000442129,293.15073316447706,293.15001000442129,293.15685563535328,293.1502281424344,293.39019542191249,293.39424773259435,293.1500052033968,293.15000010483772
0.32000000000000001,295.88851032185289,293.78767776690864,293.15290175886071,293.15012004817146,293.15003041004866,293.1500220927756,293.5598565487478,293.39078895550068,293.63515345921115,293.50284128348585,293.2647193988613,293.18144145487651,293.15105398104475,293.1500156871748,293.15105398104475,293.1500156871748,293.16150670985149,293.15043877100288,293.42385093857757,293.42912561469461,293.15001135813782,293.15000025751596
0.35999999999999999,296.14283121158991,293.9252241363796,293.15410142172169,293.1501812189066,293.15004690936837,293.15003491563147,293.67502574188399,293.47872250493754,293.7605886551865,293.61337312665415,293.31736178981788,293.20104161668166,293.15149250697908,293.15002377651047,293.15149250697908,293.15002377651047,293.16797506433841,293.15077591485488,293.45734525400439,293.46399751582499,293.15002255841279,293.15000057020239
0.40000000000000002,296.38145764960018,294.06948781899467,293.15572026053991,293.1502666877189,293.15007020225522,293.1500532006321,293.8001866791987,293.57921381873763,293.89477222711878,293.73482627166231,293.38145198661437,293.22762130947604,293.15208498099918,293.15003511796914,293.15208498099918,293.15003511796914,293.17653277772752,293.1512826457128,293.49067983305667,293.49886268773668,293.15004146624051,293.15000115742237
0.44,296.60535425089216,294.21911890827857,293.15786936870586,293.15038472029289,293.15010270851184,293.15007894161346,293.93381277099837,293.69098497820585,294.03617580124484,293.86553506964714,293.45675897693155,293.26195784902251,293.15287264703005,293.15005083084037,293.15287264703005,293.15005083084037,293.18741288369705,293.15200721235669,293.52385637678003,293.5337203944332,293.15007165195601,293.15000219958108
0.47999999999999998,296.81542100150335,294.37292191553576,293.16067023953104,293.15054567656614,293.15014753418177,293.15011474704977,294.07448065279652,293.81266485475254,294.18342294495295,294.00396939970602,293.54277027550438,293.30460676637819,293.15390093002787,293.15007232459965,293.15390093002787,293.15007232459965,293.20080822341697,293.15300234044923,293.55687683551525,293.56856991297639,293.1501176371159,293.15000395281049
0.52000000000000002,297.01251698852764,294.5297948427845,293.16424696745395,293.15076151759507,293.15020834543122,293.15016375614118,294.22085713093088,293.94288887111173,294.33524957262,294.14869617708274,293.63885587532047,293.35597274971389,293.15521656636372,293.15010123776619,293.15521656636372,293.15010123776619,293.21688401718563,293.15432263467954,293.58974335916935,293.60341053100024,293.1501846843264,293.15000675049413
0.56000000000000005,297.19743822912727,294.68878504189428,293.16873253606036,293.15104631528988,293.15028951145757,293.15022974686894,294.37171610237732,294.08021809865909,294.49054362470315,294.29842020873934,293.74412754698392,293.41624352786016,293.15686994564419,293.15013950399867,293.15686994564419,293.15013950399867,293.23576586629645,293.15602676117942,293.62245835268936,293.63824154968472,293.15027902255343,293.15001100949195
