"Time","C1.v","C4.v","C5.v","C2.v","C3.v","Transistor1.ct.v","Transistor1.Tr.C.v","Transistor2.ct.v","Transistor2.Tr.C.v"
7.6000001e-10,0.16202883,-0.41648829,-0.45717934,0.41716558,-1.172889e-08,0.16129562,0.41701415,-5.8764726e-06,0.41633296
7.6200002e-10,0.16231321,-0.41865668,-0.45958793,0.41933456,-1.1848387e-08,0.16158244,0.41918272,-5.9363419e-06,0.41850096
7.6399997e-10,0.16259654,-0.42083055,-0.46200284,0.42150906,-1.1968451e-08,0.16186823,0.42135677,-5.996495e-06,0.42067447
7.6599999e-10,0.16287884,-0.4230099,-0.46442398,0.42368901,-1.2089078e-08,0.16215296,0.4235363,-6.0569309e-06,0.42285347
7.68e-10,0.1631601,-0.42519477,-0.46685144,0.42587447,-1.2210269e-08,0.16243666,0.42572132,-6.1176493e-06,0.42503795
7.7000001e-10,0.16344032,-0.42738512,-0.46928513,0.42806539,-1.2332023e-08,0.16271932,0.42791179,-6.1786486e-06,0.42722794
7.7200002e-10,0.16371949,-0.42958096,-0.47172511,0.43026176,-1.2454336e-08,0.16300093,0.43010774,-6.2399295e-06,0.42942339
7.7399998e-10,0.16399761,-0.43178228,-0.47417134,0.43246365,-1.2577209e-08,0.16328149,0.43230918,-6.30149e-06,0.43162435
7.7599999e-10,0.16427469,-0.43398908,-0.47662386,0.43467098,-1.2700641e-08,0.16356099,0.43451607,-6.3633302e-06,0.4338308
7.78e-10,0.16455072,-0.43620136,-0.47908261,0.43688381,-1.2824628e-08,0.16383944,0.43672842,-6.4254496e-06,0.43604273
7.8000001e-10,0.16482571,-0.43841913,-0.48154765,0.43910208,-1.2949171e-08,0.16411683,0.43894625,-6.4878463e-06,0.43826014
7.8200002e-10,0.16509964,-0.44064239,-0.48401892,0.44132584,-1.3074267e-08,0.16439317,0.44116956,-6.550521e-06,0.44048303
7.8399998e-10,0.16537251,-0.44287112,-0.48649648,0.44355506,-1.3199915e-08,0.16466846,0.44339833,-6.6134717e-06,0.44271141
7.8599999e-10,0.16564432,-0.44510534,-0.48898014,0.44578975,-1.3325779e-08,0.16494265,0.44563252,-6.6765306e-06,0.44494525
7.88e-10,0.16591509,-0.44734505,-0.49146995,0.44802988,-1.3451941e-08,0.16521575,0.44787213,-6.7397382e-06,0.44718459
7.9000001e-10,0.16618478,-0.44959024,-0.49396598,0.45027545,-1.3578559e-08,0.16548777,0.4501172,-6.8031745e-06,0.44942942
7.9200002e-10,0.16645344,-0.45184088,-0.49646819,0.45252648,-1.3705543e-08,0.1657587,0.45236772,-6.8667937e-06,0.45167971
7.9399998e-10,0.16672102,-0.45409703,-0.49897638,0.45478296,-1.383255e-08,0.16602851,0.45462364,-6.9304251e-06,0.45393547
7.9599999e-10,0.16698752,-0.45635864,-0.50149065,0.45704487,-1.3959717e-08,0.16629721,0.45688498,-6.9941357e-06,0.45619673
7.98e-10,0.16725297,-0.4586257,-0.50401092,0.4593122,-1.4086994e-08,0.16656479,0.45915172,-7.0579017e-06,0.45846346
8.0000001e-10,0.16751736,-0.46089828,-0.5065372,0.46158496,-1.4214333e-08,0.16683125,0.46142387,-7.1216982e-06,0.46073565
8.0200002e-10,0.16778067,-0.46317631,-0.5090695,0.46386313,-1.4341681e-08,0.16709657,0.46370146,-7.1854997e-06,0.46301332
8.0399998e-10,0.16804291,-0.46545979,-0.51160771,0.46614674,-1.4468985e-08,0.16736075,0.4659844,-7.249279e-06,0.46529645
8.0599999e-10,0.16830409,-0.46774879,-0.51415181,0.46843573,-1.4596119e-08,0.16762379,0.46827272,-7.3129731e-06,0.46758506
8.08e-10,0.16856419,-0.47004321,-0.51670164,0.47073013,-1.4722932e-08,0.16788565,0.47056639,-7.3765059e-06,0.46987915
8.1000001e-10,0.16882321,-0.47234312,-0.51925725,0.47302991,-1.4849415e-08,0.16814633,0.47286543,-7.4398731e-06,0.4721787
8.1200002e-10,0.16908115,-0.47464851,-0.52181852,0.47533509,-1.4975484e-08,0.16840583,0.47516981,-7.5030325e-06,0.4744837
8.1399998e-10,0.16933802,-0.47695935,-0.52438551,0.47764564,-1.5101049e-08,0.16866413,0.47747949,-7.5659391e-06,0.47679418
8.1599999e-10,0.16959381,-0.47927564,-0.52695805,0.47996154,-1.5226018e-08,0.16892123,0.47979453,-7.6285469e-06,0.47911012
8.18e-10,0.16984852,-0.48159742,-0.52953613,0.48228282,-1.5350295e-08,0.1691771,0.48211485,-7.6908082e-06,0.48143154
8.2000001e-10,0.17010213,-0.48392466,-0.53211957,0.48460943,-1.5473367e-08,0.16943172,0.48444042,-7.7524646e-06,0.48375842
8.2200002e-10,0.17035466,-0.48625737,-0.53470808,0.48694131,-1.5594964e-08,0.16968502,0.48677123,-7.8133808e-06,0.48609075
8.2399998e-10,0.17060612,-0.48859552,-0.53730172,0.4892785,-1.5715088e-08,0.16993703,0.48910722,-7.8735593e-06,0.48842856
8.2599999e-10,0.17085648,-0.49093914,-0.53990042,0.49162099,-1.5833532e-08,0.17018771,0.49144843,-7.9328947e-06,0.4907718
8.28e-10,0.17110574,-0.49328822,-0.54250401,0.49396876,-1.5950068e-08,0.17043704,0.49379483,-7.9912743e-06,0.49312052
8.3000001e-10,0.17135394,-0.49564275,-0.54511237,0.49632177,-1.6064462e-08,0.17068499,0.49614635,-8.0485788e-06,0.4954747
8.3200002e-10,0.17160101,-0.49800274,-0.54772532,0.49868,-1.6176461e-08,0.17093155,0.49850297,-8.1046846e-06,0.49783432
8.3399998e-10,0.17184702,-0.50036818,-0.55034226,0.50104338,-1.6284769e-08,0.17117657,0.50086457,-8.1589387e-06,0.50019944
8.3599999e-10,0.1720919,-0.50273907,-0.55296308,0.50341189,-1.6389238e-08,0.17142004,0.50323117,-8.2112683e-06,0.50256997
8.38e-10,0.1723357,-0.50511545,-0.55558759,0.50578552,-1.6489643e-08,0.17166194,0.50560266,-8.2615607e-06,0.50494593
8.4000001e-10,0.17257841,-0.50749725,-0.55821568,0.50816423,-1.6585515e-08,0.17190224,0.50797909,-8.3095792e-06,0.50732738
8.4200003e-10,0.17282,-0.50988448,-0.56084698,0.510548,-1.6676356e-08,0.17214085,0.5103603,-8.3550767e-06,0.50971431
8.4399998e-10,0.17306049,-0.51227719,-0.56348127,0.51293677,-1.6761646e-08,0.17237774,0.51274627,-8.397792e-06,0.51210666
8.4599999e-10,0.17329988,-0.51467538,-0.56611824,0.51533055,-1.6840838e-08,0.17261285,0.51513702,-8.4374497e-06,0.51450443
8.48e-10,0.17353818,-0.51707894,-0.56875634,0.51772904,-1.6910993e-08,0.1728459,0.51753211,-8.4725771e-06,0.51690769
8.5000001e-10,0.17377535,-0.51948804,-0.57139575,0.52013236,-1.6972546e-08,0.17307693,0.51993167,-8.5033926e-06,0.51931638
8.5200003e-10,0.17401141,-0.5219025,-0.57403612,0.52254039,-1.7024645e-08,0.17330585,0.52233553,-8.5294696e-06,0.52173048
8.5399998e-10,0.17424637,-0.52432245,-0.57667691,0.52495313,-1.7066336e-08,0.17353258,0.52474368,-8.5503279e-06,0.52415007
8.5599999e-10,0.17448021,-0.52674782,-0.57931751,0.52737039,-1.709661e-08,0.173757,0.52715594,-8.5654638e-06,0.52657509
8.58e-10,0.17471296,-0.52917868,-0.58195746,0.52979225,-1.7114411e-08,0.17397901,0.52957225,-8.5743477e-06,0.52900559
8.6000002e-10,0.17494456,-0.5316149,-0.58459485,0.53221834,-1.7116319e-08,0.17419831,0.53199214,-8.5752645e-06,0.53144145
8.6200003e-10,0.17517506,-0.5340566,-0.58722931,0.5346486,-1.7101573e-08,0.17441483,0.53441554,-8.567833e-06,0.5338828
8.6399998e-10,0.17540444,-0.53650379,-0.58986014,0.53708303,-1.7068944e-08,0.17462844,0.53684235,-8.5514366e-06,0.53632963
8.6599999e-10,0.1756327,-0.53895634,-0.59248656,0.5395214,-1.7016767e-08,0.17483896,0.53927231,-8.5252432e-06,0.53878182
8.6800001e-10,0.17585982,-0.54141438,-0.59510714,0.54196358,-1.6942828e-08,0.17504622,0.54170525,-8.4881412e-06,0.5412395
8.7000002e-10,0.17608583,-0.54387784,-0.59771961,0.54440922,-1.6843877e-08,0.17524993,0.54414058,-8.4385038e-06,0.54370254
8.7200003e-10,0.17631072,-0.54634672,-0.60032332,0.54685819,-1.6718387e-08,0.17544995,0.54657817,-8.3755631e-06,0.54617107
8.7399998e-10,0.17653447,-0.54882103,-0.6029169,0.54931033,-1.6563964e-08,0.17564605,0.54901773,-8.2981214e-06,0.54864502
8.7599999e-10,0.1767571,-0.55130076,-0.60549873,0.55176538,-1.6378092e-08,0.17583802,0.5514589,-8.2049164e-06,0.55112439
8.7800001e-10,0.17697859,-0.55378598,-0.6080668,0.554223,-1.6158754e-08,0.1760257,0.55390114,-8.0949412e-06,0.55360925
8.8000002e-10,0.17719895,-0.55627656,-0.61061925,0.55668283,-1.5903323e-08,0.17620888,0.55634409,-7.9668753e-06,0.55609947
8.8199997e-10,0.17741817,-0.55877262,-0.61315423,0.55914462,-1.5608974e-08,0.17638732,0.55878735,-7.819307e-06,0.55859512
8.8399998e-10,0.17763625,-0.56127405,-0.61566979,0.56160814,-1.5272922e-08,0.17656077,0.56123042,-7.6508395e-06,0.56109625
8.86e-10,0.1778532,-0.56378096,-0.61816394,0.56407279,-1.4894201e-08,0.17672922,0.56367278,-7.4609879e-06,0.56360275
8.8800001e-10,0.17806901,-0.5662933,-0.62063462,0.56653827,-1.4470846e-08,0.17689256,0.56611383,-7.2487715e-06,0.56611466
8.9000002e-10,0.17828368,-0.568811,-0.62307948,0.56900412,-1.4000033e-08,0.17705058,0.56855297,-7.0127739e-06,0.56863201
8.9199997e-10,0.1784972,-0.57133418,-0.62549615,0.57146996,-1.3479524e-08,0.17720309,0.57098973,-6.7518749e-06,0.57115477
8.9399999e-10,0.17870958,-0.57386273,-0.62788284,0.57393521,-1.2909455e-08,0.17735025,0.57342339,-6.4661435e-06,0.57368296
8.96e-10,0.17892081,-0.5763967,-0.6302374,0.57639939,-1.2289641e-08,0.17749213,0.57585329,-6.1554888e-06,0.57621658
8.9800001e-10,0.1791309,-0.5789361,-0.63255739,0.57886195,-1.1618138e-08,0.17762864,0.57827872,-5.8189371e-06,0.57875562
9.0000002e-10,0.17933983,-0.58148092,-0.63484037,0.58132225,-1.0894182e-08,0.1777598,0.58069897,-5.4561065e-06,0.58130002
9.0199997e-10,0.17954761,-0.58403116,-0.63708466,0.58377987,-1.0119181e-08,0.17788588,0.58311343,-5.0677049e-06,0.58384985
9.0399999e-10,0.17975426,-0.58658677,-0.63928878,0.58623403,-9.2952464e-09,0.17800722,0.58552134,-4.6547902e-06,0.5864051
9.06e-10,0.17995974,-0.58914787,-0.64145017,0.58868408,-8.4222798e-09,0.17812391,0.58792192,-4.2173156e-06,0.58896577
9.0800001e-10,0.18016407,-0.59171432,-0.64356691,0.59112948,-7.5017024e-09,0.17823626,0.59031433,-3.7559942e-06,0.59153181
9.1000002e-10,0.18036726,-0.59428614,-0.64563853,0.59356946,-6.5372636e-09,0.17834473,0.59269804,-3.2727041e-06,0.59410328
9.1199998e-10,0.18056929,-0.59686345,-0.6476633,0.59600341,-5.5314988e-09,0.17844971,0.59507227,-2.7687167e-06,0.5966801
9.1399999e-10,0.18077017,-0.59944612,-0.64963979,0.59843051,-4.4874975e-09,0.17855164,0.59743619,-2.2455818e-06,0.59926236
9.16e-10,0.18096989,-0.60203415,-0.65156692,0.60085016,-3.408825e-09,0.17865102,0.59978902,-1.7050858e-06,0.60185003
9.1800001e-10,0.18116847,-0.60462761,-0.65344471,0.60326165,-2.2981581e-09,0.17874815,0.60213035,-1.148569e-06,0.60444307
9.2000002e-10,0.18136589,-0.60722649,-0.65527201,0.60566425,-1.160267e-09,0.17884366,0.60445923,-5.7842243e-07,0.60704154
9.2199998e-10,0.18156216,-0.60983074,-0.65704846,0.6080572,2.817588e-13,0.17893811,0.60677499,3.0660463e-09,0.60964537
9.2399999e-10,0.18175726,-0.61244041,-0.65877414,0.61043996,1.1815139e-09,0.17903171,0.6090771,5.9490759e-07,0.61225462
9.26e-10,0.18195122,-0.61505544,-0.66044903,0.6128118,2.3788607e-09,0.17912503,0.61136496,1.1948133e-06,0.61486924
9.2800001e-10,0.18214402,-0.6176759,-0.66207343,0.61517203,3.5877654e-09,0.17921858,0.61363786,1.8005007e-06,0.61748922
9.3000002e-10,0.18233567,-0.62030172,-0.66364759,0.61751997,4.8052375e-09,0.17931268,0.61589533,2.4104718e-06,0.62011462
9.3200003e-10,0.18252617,-0.62293291,-0.66517186,0.61985505,6.0285963e-09,0.1794076,0.61813682,3.0233839e-06,0.62274539
9.3399999e-10,0.18271551,-0.62556952,-0.6666472,0.62217665,7.2536528e-09,0.1795038,0.6203618,3.6371389e-06,0.62538159
9.3600006e-10,0.18290368,-0.6282115,-0.66807419,0.62448412,8.477258e-09,0.17960159,0.6225698,4.2501597e-06,0.62802315
9.3800001e-10,0.1830907,-0.6308589,-0.66945344,0.62677705,9.6976223e-09,0.17970113,0.62476039,4.8615498e-06,0.63067007
9.3999997e-10,0.18327656,-0.63351166,-0.67078608,0.62905473,1.0911508e-08,0.17980273,0.6269331,5.4696879e-06,0.63332236
9.4200003e-10,0.18346128,-0.63616979,-0.6720733,0.63131672,1.2116394e-08,0.17990656,0.62908757,6.0733119e-06,0.63598007
9.4399999e-10,0.18364483,-0.63883328,-0.6733157,0.63356251,1.3310638e-08,0.18001276,0.63122338,6.6715988e-06,0.63864315
9.4599995e-10,0.18382721,-0.6415022,-0.67451453,0.6357916,1.4492136e-08,0.18012148,0.6333403,7.2634962e-06,0.64131159
9.4800001e-10,0.18400843,-0.64417642,-0.67567116,0.63800359,1.5659177e-08,0.18023281,0.63543791,7.8481453e-06,0.64398539
9.4999997e-10,0.1841885,-0.64685607,-0.67678654,0.64019805,1.6810271e-08,0.1803468,0.6375159,8.4248022e-06,0.64666456
9.5200003e-10,0.1843674,-0.64954108,-0.67786181,0.64237463,1.7944146e-08,0.18046352,0.63957417,8.9928299e-06,0.64934915
9.5399999e-10,0.18454514,-0.65223145,-0.67889833,0.64453292,1.9059756e-08,0.18058296,0.64161241,9.5517044e-06,0.65203911
9.5599995e-10,0.18472172,-0.65492725,-0.67989731,0.64667255,2.015619e-08,0.1807051,0.64363033,1.0100968e-05,0.65473437
9.5800001e-10,0.18489712,-0.65762836,-0.6808598,0.64879328,2.1232541e-08,0.18082994,0.64562786,1.0640169e-05,0.65743506
9.5999997e-10,0.18507136,-0.66033489,-0.68178713,0.65089476,2.228829e-08,0.18095744,0.64760476,1.1169047e-05,0.66014117
9.6200004e-10,0.18524444,-0.66304672,-0.68268043,0.65297681,2.3322992e-08,0.18108749,0.64956093,1.1687379e-05,0.66285259
9.6399999e-10,0.18541634,-0.66576397,-0.68354088,0.65503913,2.4336098e-08,0.18122007,0.65149623,1.2194891e-05,0.66556937
9.6599995e-10,0.18558706,-0.6684866,-0.68436968,0.65708154,2.5327385e-08,0.18135507,0.65341061,1.2691471e-05,0.66829151
9.6800001e-10,0.18575662,-0.67121458,-0.68516785,0.65910387,2.6296648e-08,0.18149242,0.65530401,1.3177017e-05,0.67101902
9.6999997e-10,0.18592501,-0.67394787,-0.68593657,0.66110587,2.7243798e-08,0.18163201,0.65717626,1.3651483e-05,0.67375195
9.7200004e-10,0.18609221,-0.67668658,-0.68667686,0.66308749,2.8168797e-08,0.18177372,0.65902746,1.4114852e-05,0.67649019
9.7399999e-10,0.18625826,-0.67943066,-0.68738979,0.66504854,2.9071654e-08,0.18191747,0.66085744,1.4567128e-05,0.67923385
9.7599995e-10,0.18642311,-0.68218011,-0.68807638,0.66698897,2.9952474e-08,0.18206312,0.66266626,1.5008363e-05,0.68198282
9.7800001e-10,0.18658678,-0.68493485,-0.68873757,0.66890866,3.0811471e-08,0.18221056,0.66445398,1.5438667e-05,0.68473715
9.7999997e-10,0.18674928,-0.68769503,-0.68937445,0.67080748,3.1648817e-08,0.18235967,0.66622055,1.5858124e-05,0.68749684
9.8200004e-10,0.1869106,-0.69046056,-0.68998784,0.6726855,3.2464758e-08,0.18251033,0.66796601,1.6266857e-05,0.69026196
9.8399999e-10,0.18707074,-0.6932314,-0.6905787,0.67454261,3.3259631e-08,0.18266241,0.66969043,1.6665035e-05,0.69303238
9.8599995e-10,0.18722969,-0.69600761,-0.69114792,0.67637879,3.4033743e-08,0.18281581,0.67139381,1.7052815e-05,0.69580817
9.8800002e-10,0.18738747,-0.69878924,-0.69169629,0.67819405,3.4787444e-08,0.18297037,0.67307627,1.743037e-05,0.69858932
9.8999997e-10,0.18754405,-0.70157617,-0.69222468,0.67998838,3.5521136e-08,0.18312603,0.67473787,1.77979e-05,0.70137584
9.9200004e-10,0.18769944,-0.70436847,-0.69273382,0.68176186,3.6235217e-08,0.18328263,0.67637873,1.8155606e-05,0.70416772
9.9399999e-10,0.18785365,-0.70716614,-0.69322449,0.68351448,3.6930093e-08,0.18344007,0.67799884,1.850369e-05,0.70696491
9.9599995e-10,0.18800667,-0.7099691,-0.69369745,0.68524623,3.7606181e-08,0.18359827,0.67959839,1.8842364e-05,0.70976752
9.9800002e-10,0.1881585,-0.7127775,-0.69415331,0.68695724,3.8263902e-08,0.1837571,0.68117744,1.9171837e-05,0.71257544
9.9999997e-10,0.18830913,-0.71559119,-0.69459283,0.68864757,3.8903668e-08,0.18391646,0.68273616,1.9492316e-05,0.71538877
9.9999997e-10,0.18830913,-0.71559119,-0.69459283,0.68864757,3.8903668e-08,0.18391646,0.68273616,1.9492316e-05,0.71538877
1.002e-09,0.18845858,-0.71840733,-0.69501483,0.69031429,3.9530608e-08,0.18407747,0.68427223,1.9806383e-05,0.71820486
1.004e-09,0.18860684,-0.72122282,-0.69541872,0.69195467,4.0139856e-08,0.18424086,0.68578261,2.0111569e-05,0.72102034
1.006e-09,0.1887539,-0.72403783,-0.69580531,0.69356883,4.072853e-08,0.18440618,0.68726748,2.040644e-05,0.72383535
1.008e-09,0.18889979,-0.72685224,-0.69617534,0.69515687,4.129522e-08,0.18457307,0.68872708,2.0690293e-05,0.72664976
1.01e-09,0.18904446,-0.72966611,-0.69652969,0.69671905,4.1839094e-08,0.18474117,0.69016165,2.0962718e-05,0.72946364
1.012e-09,0.18918794,-0.73247939,-0.69686902,0.69825542,4.2360163e-08,0.18491019,0.69157135,2.1223716e-05,0.73227692
1.014e-09,0.18933024,-0.73529214,-0.6971941,0.69976628,4.2859092e-08,0.18507989,0.69295651,2.1473625e-05,0.73508966
1.016e-09,0.18947132,-0.73810428,-0.69750541,0.7012518,4.3336321e-08,0.18525001,0.69431734,2.1712662e-05,0.73790181
1.018e-09,0.18961121,-0.74091589,-0.6978038,0.70271212,4.3792873e-08,0.18542036,0.69565403,2.1941343e-05,0.74071348
1.02e-09,0.1897499,-0.74372697,-0.69808978,0.70414758,4.4229317e-08,0.18559071,0.69696689,2.2159953e-05,0.74352449
1.022e-09,0.18988739,-0.74653745,-0.69836396,0.7055583,4.4647017e-08,0.18576095,0.69825619,2.2369177e-05,0.74633503
1.024e-09,0.19002368,-0.74934739,-0.69862688,0.70694458,4.5047059e-08,0.18593092,0.69952214,2.2569555e-05,0.74914497
1.026e-09,0.19015875,-0.75215673,-0.698879,0.70830661,4.5430308e-08,0.18610053,0.70076495,2.2761522e-05,0.75195438
1.028e-09,0.19029263,-0.75496554,-0.69912076,0.70964468,4.5797698e-08,0.1862697,0.701985,2.2945545e-05,0.75476319
1.03e-09,0.19042529,-0.75777382,-0.69935262,0.71095896,4.6150127e-08,0.18643831,0.7031824,2.3122077e-05,0.75757146
1.032e-09,0.19055675,-0.76058149,-0.69957495,0.71224976,4.6488022e-08,0.18660633,0.7043575,2.3291326e-05,0.7603792
1.034e-09,0.190687,-0.76338863,-0.69978815,0.71351725,4.68123e-08,0.18677366,0.7055105,2.3453757e-05,0.76318634
1.036e-09,0.19081604,-0.76619524,-0.69999266,0.71476173,4.7123322e-08,0.18694024,0.70664173,2.3609546e-05,0.765993
1.038e-09,0.19094388,-0.76900125,-0.70018876,0.71598345,4.7421633e-08,0.18710601,0.70775139,2.3758968e-05,0.76879901
1.04e-09,0.19107051,-0.77180672,-0.70037681,0.71718258,4.7707779e-08,0.18727092,0.70883977,2.3902297e-05,0.77160454
1.042e-09,0.19119592,-0.77461165,-0.70055717,0.71835947,4.7982255e-08,0.18743493,0.70990705,2.403978e-05,0.77440947
1.044e-09,0.19132012,-0.77741605,-0.70073014,0.71951437,4.8245465e-08,0.18759796,0.71095359,2.4171621e-05,0.77721387
1.046e-09,0.19144312,-0.78021985,-0.70089597,0.72064745,4.8497792e-08,0.18776,0.71197963,2.4298011e-05,0.78001773
1.048e-09,0.19156489,-0.78302312,-0.70105499,0.72175902,4.8739601e-08,0.18792099,0.71298534,2.4419131e-05,0.782821
1.05e-09,0.19168544,-0.78582579,-0.7012074,0.72284931,4.8971309e-08,0.18808088,0.71397108,2.4535191e-05,0.78562373
1.052e-09,0.19180478,-0.78862792,-0.70135361,0.72391862,4.9193186e-08,0.18823966,0.71493703,2.4646328e-05,0.78842592
1.054e-09,0.1919229,-0.79142952,-0.70149368,0.72496718,4.9405504e-08,0.18839732,0.71588349,2.4752675e-05,0.79122758
1.056e-09,0.19203982,-0.79423058,-0.70162797,0.72599524,4.9608502e-08,0.18855378,0.7168107,2.4854355e-05,0.79402864
1.058e-09,0.19215551,-0.7970311,-0.70175672,0.72700304,4.980269e-08,0.18870905,0.7177189,2.4951623e-05,0.79682916
1.06e-09,0.19226998,-0.79983103,-0.7018801,0.72799081,4.9988454e-08,0.18886307,0.71860838,2.504467e-05,0.79962915
1.062e-09,0.19238323,-0.80263042,-0.70199829,0.7289589,5.0165962e-08,0.18901584,0.71947932,2.513358e-05,0.8024286
1.064e-09,0.19249527,-0.80542922,-0.70211154,0.72990745,5.0335483e-08,0.18916732,0.72033203,2.5218491e-05,0.80522746
1.066e-09,0.19260608,-0.80822754,-0.70222008,0.73083681,5.0497285e-08,0.18931749,0.72116679,2.5299534e-05,0.80802578
1.068e-09,0.19271567,-0.81102526,-0.70232403,0.73174715,5.0651721e-08,0.18946634,0.72198373,2.5376889e-05,0.81082356
1.07e-09,0.19282405,-0.81382245,-0.70242363,0.73263878,5.0798995e-08,0.18961385,0.72278321,2.5450658e-05,0.81362081
1.072e-09,0.19293119,-0.8166191,-0.70251906,0.73351192,5.0939363e-08,0.18975998,0.72356534,2.5520963e-05,0.81641746
1.074e-09,0.19303712,-0.81941515,-0.70261037,0.73436683,5.1073052e-08,0.18990473,0.72433054,2.5587926e-05,0.81921363
1.076e-09,0.19314182,-0.82221067,-0.70269787,0.73520368,5.1200296e-08,0.1900481,0.72507888,2.5651658e-05,0.82200921
1.078e-09,0.19324529,-0.82500565,-0.70278162,0.73602283,5.1321308e-08,0.19019005,0.72581071,2.571227e-05,0.82480425
1.08e-09,0.19334754,-0.8278001,-0.70286185,0.73682451,5.1436295e-08,0.19033056,0.7265262,2.5769865e-05,0.82759869
1.082e-09,0.19344856,-0.830594,-0.70293862,0.73760885,5.1545456e-08,0.19046965,0.7272256,2.582454e-05,0.83039266
1.084e-09,0.19354837,-0.83338732,-0.70301211,0.7383762,5.1648978e-08,0.19060728,0.72790915,2.587639e-05,0.83318603
1.086e-09,0.19364694,-0.83618009,-0.70308244,0.73912674,5.1747062e-08,0.19074345,0.72857708,2.5925518e-05,0.83597887
1.088e-09,0.19374427,-0.83897233,-0.7031498,0.73986071,5.1839873e-08,0.19087815,0.72922957,2.5972e-05,0.83877116
1.09e-09,0.19384038,-0.84176403,-0.70321417,0.74057841,5.1927568e-08,0.19101137,0.72986692,2.6015925e-05,0.84156293
1.092e-09,0.19393528,-0.8445552,-0.70327586,0.74127996,5.2010304e-08,0.19114311,0.73048925,2.6057363e-05,0.84435409
1.094e-09,0.19402893,-0.84734577,-0.70333481,0.74196565,5.208825e-08,0.19127335,0.73109692,2.6096403e-05,0.84714478
1.096e-09,0.19412136,-0.85013586,-0.70339119,0.74263573,5.2161571e-08,0.19140209,0.73169005,2.6133124e-05,0.84993488
1.098e-09,0.19421256,-0.85292536,-0.7034452,0.74329042,5.2230398e-08,0.19152932,0.73226881,2.6167596e-05,0.85272443
1.1e-09,0.19430251,-0.85571432,-0.70349681,0.74392986,5.2294876e-08,0.19165504,0.73283356,2.6199888e-05,0.85551345
1.102e-09,0.19439125,-0.85850269,-0.70354623,0.7445544,5.2355134e-08,0.19177924,0.73338443,2.6230067e-05,0.85830188
1.104e-09,0.19447875,-0.86129057,-0.70359343,0.74516416,5.2411309e-08,0.19190191,0.73392159,2.6258202e-05,0.86108983
1.106e-09,0.19456503,-0.86407787,-0.70363861,0.74575937,5.246353e-08,0.19202305,0.73444527,2.6284355e-05,0.86387718
1.108e-09,0.19465005,-0.86686468,-0.70368183,0.74634027,5.2511922e-08,0.19214267,0.73495573,2.6308589e-05,0.86666399
1.11e-09,0.19473386,-0.8696509,-0.70372319,0.74690711,5.2556608e-08,0.19226074,0.73545313,2.6330967e-05,0.86945027
1.112e-09,0.19481643,-0.87243658,-0.70376271,0.74746001,5.2597706e-08,0.19237728,0.73593771,2.6351549e-05,0.87223601
1.114e-09,0.19489776,-0.87522167,-0.70380056,0.74799925,5.2635336e-08,0.19249228,0.73640954,2.6370393e-05,0.87502122
1.116e-09,0.19497785,-0.87800628,-0.7038368,0.74852502,5.2669616e-08,0.19260572,0.73686898,2.6387559e-05,0.87780589
1.118e-09,0.19505672,-0.88079035,-0.70387143,0.7490375,5.270066e-08,0.19271763,0.73731613,2.6403104e-05,0.88058996
1.12e-09,0.19513434,-0.88357383,-0.70390463,0.74953693,5.2728588e-08,0.19282797,0.73775119,2.6417089e-05,0.8833735
1.122e-09,0.19521074,-0.88635677,-0.7039364,0.75002348,5.2753393e-08,0.19293678,0.73817438,2.6429507e-05,0.88615656
1.124e-09,0.19528589,-0.88913918,-0.70396686,0.7504974,5.2775206e-08,0.19304402,0.73858583,2.644043e-05,0.88893902
1.126e-09,0.19535981,-0.89192104,-0.70399594,0.7509588,5.2794146e-08,0.19314972,0.73898584,2.644991e-05,0.89172095
1.128e-09,0.19543248,-0.89470237,-0.7040239,0.75140792,5.2810293e-08,0.19325387,0.73937446,2.6457996e-05,0.89450228
1.13e-09,0.19550392,-0.89748317,-0.70405066,0.75184494,5.282374e-08,0.19335645,0.73975188,2.6464726e-05,0.89728314
1.132e-09,0.19557412,-0.90026337,-0.70407635,0.7522701,5.2834569e-08,0.1934575,0.74011838,2.6470143e-05,0.90006346
1.134e-09,0.19564308,-0.90304303,-0.70410103,0.75268346,5.2842861e-08,0.19355698,0.74047405,2.6474292e-05,0.90284318
1.136e-09,0.19571081,-0.90582222,-0.70412475,0.75308537,5.2848694e-08,0.19365489,0.7408191,2.6477208e-05,0.90562236
1.138e-09,0.1957773,-0.90860081,-0.70414758,0.75347584,5.2852148e-08,0.19375126,0.74115372,2.6478932e-05,0.90840101
1.14e-09,0.19584253,-0.91137886,-0.70416945,0.75385517,5.2853288e-08,0.19384609,0.74147803,2.6479498e-05,0.91117913
1.1420001e-09,0.19590655,-0.91415638,-0.70419061,0.75422353,5.2852187e-08,0.19393934,0.7417922,2.6478941e-05,0.9139567
1.144e-09,0.19596931,-0.91693336,-0.70421094,0.75458109,5.2848918e-08,0.19403106,0.74209642,2.6477299e-05,0.91673374
1.146e-09,0.19603083,-0.91970974,-0.70423061,0.75492793,5.2843554e-08,0.19412123,0.74239081,2.6474605e-05,0.91951025
1.148e-09,0.19609112,-0.92248565,-0.70424962,0.75526434,5.2836157e-08,0.19420983,0.7426756,2.6470894e-05,0.92228621
1.15e-09,0.19615015,-0.92526096,-0.70426798,0.75559044,5.2826792e-08,0.19429688,0.74295086,2.6466198e-05,0.92506158
