"time","aimcE.idq_rr[1]","aimcE.idq_rr[2]","aimcE.idq_sr[1]","aimcE.idq_sr[2]","aimcE.is[1]","aimcE.is[2]","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.is[1]","aimcM.is[2]","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0000000000000002e-05,-0.00011691184871762651,0.000195345137534982,0.00012104255193781938,-0.00020224751792539348,0.00012104255193785279,-0.00023567276434461587,-2.3183697560816781e-10,3.9188927391963957e-10,-7.7320582699936359e-08,1.2919774045447667e-07,0.00012104255193787298,-0.00023567276434445861,2.2659119353416081e-24,8.2981340012144807e-20,2.2659151739606816e-24,8.2981435987301506e-20
0.0001,-0.00011994068628966345,0.00019344281022123385,0.00012420377273353618,-0.00020032031316409628,0.00012420377273356941,-0.0002355843664608967,-4.7188076150980449e-10,7.7867281097913603e-10,-7.9565984799093775e-08,1.2834389207398074e-07,0.00012420377273358917,-0.00023558436646074069,3.6241687962167142e-23,6.636135810310437e-19,3.6241700998539911e-23,6.6361377437424236e-19
0.00015000000000000001,-0.00012292413290746816,0.00019147101498472692,0.00012731928190485976,-0.000198320357626365,0.00012731928190489288,-0.00023541010874444392,-7.2367131016692555e-10,1.1576760635050677e-09,-8.1793619672200852e-08,1.2743618961872416e-07,0.00012731928190491519,-0.00023541010874429314,3.0112743430356326e-22,2.9353230452548436e-18,3.0112746820715487e-22,2.935323350360571e-18
0.00020000000000000001,-0.0001259049568525426,0.00018949520830772407,0.00013043214982756701,-0.00019631620104447586,0.0001304321498276001,-0.00023523089219271989,-9.7614014260157992e-10,1.5362297230187183e-09,-8.4020227506162203e-08,1.2652537701809947e-07,0.00013043214982762509,-0.0002352308921925745,5.7949597952936775e-22,5.3054136234229207e-18,5.7949603494075399e-22,5.3054140411330692e-18
0.00025000000000000001,-0.00012882768483932572,0.0001874347552803477,0.00013348603707316029,-0.00019422360486794161,0.00013348603707319327,-0.00023494559436677573,-1.239268170059218e-09,1.9072118448490064e-09,-8.6219565877589486e-08,1.2555091920194696e-07,0.00013348603707322187,-0.00023494559436663693,1.3990201741792937e-21,1.0833667139143592e-17,1.3990201154250621e-21,1.083366624898364e-17
0.00030000000000000003,-0.0001317431938047606,0.00018536378407187285,0.00013653259536197687,-0.00019212001916062851,0.0001365325953620098,-0.0002346471148496131,-1.5037207123142542e-09,2.2772531251167714e-09,-8.8415515737354731e-08,1.2456855281206367e-07,0.00013653259536204203,-0.00023464711484948091,2.2857885334975768e-21,1.6754354936661532e-17,2.285788343718908e-21,1.6754352562122883e-17
0.00035,-0.00013460167556212101,0.00018321521636926823,0.00013952118218596787,-0.00018993530761313491,0.00013952118218600072,-0.000234249392561538,-1.7779369554495209e-09,2.639873514295302e-09,-9.0583973826239831e-08,1.2352734515123387e-07,0.00013952118218603647,-0.00023424939256141226,4.1361464354746584e-21,2.7112610102762485e-17,4.1361458110129884e-21,2.7112604527197964e-17
0.00040000000000000002,-0.00013744883180039698,0.00018105123811782523,0.00014249825596288185,-0.00018773448459390309,0.00014249825596291467,-0.00023383196080610676,-2.0540922551226594e-09,3.0010201254914963e-09,-9.2746972090134729e-08,1.2247445170111938e-07,0.00014249825596295387,-0.00023383196080598742,6.1778717938534957e-21,3.8352159577635184e-17,6.1778706744026823e-21,3.8352150460121203e-17
0.00045000000000000004,-0.00014025733951216683,0.00017883878057391959,0.00014543583465875226,-0.00018548304641036824,0.00014543583465878511,-0.00023335094749205037,-2.3349585504160391e-09,3.3581681700665422e-09,-9.4889365605431514e-08,1.2138545661154708e-07,0.00014543583465832831,-0.00023335094749117464,9.199632556381833e-21,5.3322072217044942e-17,9.1996308688464824e-21,5.3322059858330351e-17
