"Time","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.0077,0.003654873,-1.7925457e-05
0.0077999998,0.0037448863,-1.8856683e-05
0.0078999996,0.0038358804,-1.9823308e-05
0.0080000004,0.0039278525,-2.0826201e-05
0.0081000002,0.0040207999,-2.1866226e-05
0.0082,0.0041147186,-2.2944268e-05
0.0082999999,0.004209606,-2.4061217e-05
0.0083999997,0.0043054596,-2.5217973e-05
0.0085000005,0.0044022757,-2.6415439e-05
0.0086000003,0.0045000515,-2.7654538e-05
0.0087000001,0.0045987843,-2.8936196e-05
0.0088,0.0046984716,-3.0261348e-05
0.0088999998,0.0047991099,-3.1630938e-05
0.0089999996,0.0049006967,-3.3045922e-05
0.0091000004,0.0050032292,-3.4507266e-05
0.0092000002,0.0051067048,-3.6015936e-05
0.0093,0.0052111205,-3.7572918e-05
0.0093999999,0.0053164745,-3.9179202e-05
0.0094999997,0.0054227631,-4.0835785e-05
0.0096000005,0.0055299839,-4.2543677e-05
0.0097000003,0.0056381351,-4.4303895e-05
0.0098000001,0.0057472135,-4.6117468e-05
0.0098999999,0.0058572167,-4.7985428e-05
0.0099999998,0.0059681423,-4.9908816e-05
0.0101,0.0060799881,-5.1888695e-05
0.0102,0.0061927512,-5.3926116e-05
0.0103,0.0063064294,-5.602216e-05
0.0104,0.0064210203,-5.8177895e-05
0.0105,0.0065365219,-6.0394417e-05
0.0106,0.0066529312,-6.2672822e-05
0.0107,0.0067702467,-6.501421e-05
0.0108,0.006888466,-6.74197e-05
0.0109,0.0070075863,-6.9890419e-05
0.011,0.0071276058,-7.2427487e-05
0.0111,0.0072485222,-7.5032061e-05
0.0112,0.0073703337,-7.770527e-05
0.0113,0.0074930377,-8.0448284e-05
0.0114,0.0076166322,-8.3262275e-05
0.0115,0.0077411151,-8.61484e-05
0.0116,0.007866485,-8.9107853e-05
0.0117,0.0079927379,-9.2141825e-05
0.0118,0.0081198746,-9.5251511e-05
0.0119,0.0082478905,-9.8438126e-05
0.012,0.0083767856,-0.00010170289
0.0121,0.008506557,-0.00010504703
0.0122,0.0086372029,-0.00010847177
0.0123,0.0087687206,-0.00011197836
0.0124,0.0089011099,-0.00011556804
0.0125,0.0090343673,-0.00011924209
0.0126,0.0091684917,-0.00012300177
0.0127,0.0093034813,-0.00012684833
0.0128,0.0094393333,-0.0001307831
0.0129,0.0095760478,-0.00013480734
0.013,0.0097136218,-0.00013892236
0.0131,0.0098520536,-0.00014312948
0.0132,0.0099913413,-0.00014743001
0.0133,0.010131484,-0.00015182528
0.0134,0.010272479,-0.00015631662
0.0135,0.010414325,-0.00016090536
0.0136,0.01055702,-0.00016559288
0.0137,0.010700563,-0.0001703805
0.0138,0.010844951,-0.00017526964
0.0139,0.010990185,-0.00018026163
0.014,0.011136261,-0.00018535789
0.0141,0.011283178,-0.00019055977
0.0142,0.011430934,-0.00019586871
0.0143,0.011579528,-0.00020128609
0.0144,0.01172896,-0.00020681335
0.0145,0.011879225,-0.00021245189
0.0146,0.012030324,-0.00021820317
0.0147,0.012182255,-0.00022406862
0.0148,0.012335016,-0.00023004967
0.0149,0.012488605,-0.0002361478
0.015,0.012643022,-0.00024236446
0.0151,0.012798266,-0.00024870114
0.0152,0.012954333,-0.00025515931
0.0153,0.013111223,-0.00026174044
0.0154,0.013268935,-0.00026844608
0.0155,0.013427465,-0.00027527768
0.0156,0.013586815,-0.00028223678
0.015699999,0.013746983,-0.0002893249
0.015799999,0.013907966,-0.00029654359
0.015900001,0.014069764,-0.00030389431
0.016000001,0.014232375,-0.00031137871
0.016100001,0.014395797,-0.00031899827
0.0162,0.014560029,-0.00032675455
0.0163,0.014725071,-0.00033464914
0.0164,0.01489092,-0.00034268363
0.0165,0.015057576,-0.0003508596
0.0166,0.015225037,-0.00035917864
0.0167,0.015393301,-0.00036764232
0.016799999,0.015562369,-0.00037625228
0.016899999,0.015732236,-0.00038501012
0.017000001,0.015902905,-0.00039391746
0.017100001,0.016074371,-0.00040297594
0.017200001,0.016246635,-0.00041218722
0.0173,0.016419694,-0.00042155289
0.0174,0.016593549,-0.00043107467
0.0175,0.016768198,-0.0004407542
0.0176,0.016943639,-0.00045059313
0.0177,0.01711987,-0.00046059315
0.0178,0.017296892,-0.00047075594
0.017899999,0.017474703,-0.0004810832
0.017999999,0.017653301,-0.00049157662
0.018100001,0.017832685,-0.00050223793
0.018200001,0.018012855,-0.00051306887
0.018300001,0.018193809,-0.00052407105
0.0184,0.018375546,-0.00053524633
0.0185,0.018558063,-0.00054659642
0.0186,0.018741362,-0.00055812299
0.0187,0.01892544,-0.00056982791
0.0188,0.019110294,-0.00058171287
0.0189,0.019295927,-0.00059377961
0.018999999,0.019482337,-0.00060602999
0.019099999,0.01966952,-0.00061846577
0.019200001,0.019857476,-0.00063108868
0.019300001,0.020046206,-0.0006439006
0.019400001,0.020235706,-0.00065690331
0.0195,0.020425977,-0.00067009858
0.0196,0.020617018,-0.00068348832
0.0197,0.020808825,-0.00069707428
0.0198,0.0210014,-0.00071085832
0.0199,0.021194739,-0.00072484231
0.02,0.021388846,-0.0007390281
0.020099999,0.021583714,-0.00075341755
0.020199999,0.021779345,-0.00076801248
0.020300001,0.021975737,-0.00078281487
0.020400001,0.022172891,-0.00079782645
0.020500001,0.022370802,-0.00081304926
0.0206,0.022569474,-0.00082848506
0.0207,0.0227689,-0.00084413588
0.0208,0.022969084,-0.00086000358
0.0209,0.023170022,-0.00087609002
0.021,0.023371715,-0.00089239725
0.0211,0.023574159,-0.00090892712
0.021199999,0.023777356,-0.00092568155
0.021299999,0.023981303,-0.00094266259
0.021400001,0.024186,-0.00095987209
0.021500001,0.024391446,-0.0009773121
0.021600001,0.024597639,-0.00099498453
0.0217,0.024804579,-0.0010128913
0.0218,0.025012264,-0.0010310346
0.0219,0.025220694,-0.0010494163
0.022,0.025429867,-0.0010680383
0.0221,0.025639782,-0.0010869027
0.0222,0.025850438,-0.0011060116
0.022299999,0.026061835,-0.0011253669
0.022399999,0.02627397,-0.0011449707
0.022500001,0.026486844,-0.0011648248
0.022600001,0.026700454,-0.0011849317
0.022700001,0.026914801,-0.0012052931
0.0228,0.027129883,-0.0012259112
0.0229,0.0273457,-0.001246788
0.023,0.027562248,-0.0012679256
0.0231,0.027779529,-0.001289326
0.0232,0.02799754,-0.0013109915
0.0233,0.028216282,-0.0013329239
0.023399999,0.028435754,-0.0013551256
0.023499999,0.028655952,-0.0013775984
0.023600001,0.028876876,-0.0014003447
0.023700001,0.029098526,-0.0014233665
0.023800001,0.029320901,-0.0014466658
0.0239,0.029544001,-0.0014702451
0.024,0.029767822,-0.0014941061
0.0241,0.029992366,-0.0015182513
0.0242,0.030217629,-0.0015426825
0.0243,0.030443612,-0.0015674023
0.0244,0.030670313,-0.0015924125
0.024499999,0.030897733,-0.0016177155
0.024599999,0.031125868,-0.0016433134
0.024700001,0.031354718,-0.0016692084
0.024800001,0.031584285,-0.0016954027
0.024900001,0.031814564,-0.0017218986
0.025,0.032045554,-0.0017486981
0.0251,0.032277256,-0.0017758035
0.0252,0.032509666,-0.0018032172
0.0253,0.032742787,-0.0018309412
0.0254,0.032976616,-0.001858978
0.0255,0.033211153,-0.0018873295
0.025599999,0.033446394,-0.0019159982
0.025699999,0.033682343,-0.0019449863
0.025800001,0.033918992,-0.0019742961
0.025900001,0.034156349,-0.0020039298
0.026000001,0.034394402,-0.0020338898
0.0261,0.03463316,-0.0020641782
0.0262,0.034872614,-0.0020947976
0.0263,0.035112768,-0.0021257501
0.0264,0.03535362,-0.0021570378
0.0265,0.035595167,-0.0021886635
0.0266,0.035837412,-0.002220629
0.026699999,0.036080349,-0.0022529371
0.026799999,0.036323979,-0.0022855897
0.026900001,0.036568303,-0.0023185895
0.027000001,0.036813319,-0.0023519387
0.027100001,0.03705902,-0.0023856398
0.0272,0.037305415,-0.0024196948
0.0273,0.037552495,-0.0024541065
0.0274,0.03780026,-0.0024888769
0.0275,0.038048714,-0.0025240085
0.0276,0.038297851,-0.002559504
0.0277,0.038547672,-0.0025953653
0.027799999,0.038798176,-0.0026315951
0.027899999,0.039049361,-0.0026681959
0.028000001,0.039301224,-0.0027051698
0.028100001,0.039553765,-0.0027425194
0.028200001,0.039806988,-0.002780247
0.0283,0.040060885,-0.0028183553
0.0284,0.040315457,-0.0028568467
0.0285,0.040570706,-0.0028957233
0.0286,0.040826626,-0.0029349879
0.0287,0.041083217,-0.0029746427
0.0288,0.041340481,-0.0030146905
0.028899999,0.041598417,-0.0030551334
0.028999999,0.041857019,-0.0030959742
0.029100001,0.042116288,-0.003137215
0.029200001,0.042376224,-0.0031788589
0.029300001,0.042636827,-0.0032209076
0.0294,0.042898092,-0.0032633643
0.0295,0.043160018,-0.0033062312
0.0296,0.04342261,-0.003349511
0.0297,0.043685861,-0.0033932058
0.0298,0.043949772,-0.0034373186
0.029899999,0.044214338,-0.0034818517
0.029999999,0.044479564,-0.0035268078
0.030099999,0.044745445,-0.0035721892
0.030200001,0.045011979,-0.0036179987
0.030300001,0.045279168,-0.0036642386
0.030400001,0.045547009,-0.0037109116
0.0305,0.045815501,-0.0037580205
0.0306,0.046084642,-0.0038055675
0.0307,0.046354432,-0.0038535553
0.0308,0.046624869,-0.0039019866
0.0309,0.046895951,-0.0039508641
0.030999999,0.047167681,-0.0040001897
0.031099999,0.047440052,-0.004049967
0.031199999,0.047713067,-0.0041001979
0.031300001,0.04798672,-0.0041508856
0.031399999,0.048261017,-0.004202032
0.031500001,0.048535947,-0.0042536408
0.031599998,0.048811518,-0.0043057133
0.0317,0.049087722,-0.004358253
0.031800002,0.049364563,-0.0044112625
0.0319,0.049642038,-0.0044647441
0.032000002,0.049920142,-0.0045187008
0.032099999,0.050198879,-0.0045731352
0.032200001,0.050478246,-0.0046280501
0.032299999,0.050758239,-0.0046834475
0.032400001,0.051038861,-0.0047393311
0.032499999,0.051320106,-0.0047957026
0.032600001,0.051601976,-0.0048525655
0.032699998,0.051884469,-0.0049099219
0.0328,0.052167583,-0.0049677752
0.032900002,0.052451316,-0.0050261272
0.033,0.052735671,-0.0050849812
0.033100002,0.053020641,-0.00514434
0.033199999,0.053306226,-0.0052042063
0.033300001,0.053592429,-0.0052645826
0.033399999,0.053879242,-0.0053254715
0.033500001,0.054166667,-0.0053868759
0.033599999,0.054454703,-0.0054487991
0.0337,0.05474335,-0.0055112429
0.033799998,0.0550326,-0.0055742105
0.0339,0.055322457,-0.0056377053
0.034000002,0.055612922,-0.0057017291
0.0341,0.05590399,-0.0057662851
0.034200002,0.056195658,-0.0058313762
0.034299999,0.056487925,-0.0058970046
0.034400001,0.056780793,-0.0059631742
0.034499999,0.05707426,-0.0060298867
0.034600001,0.057368319,-0.0060971454
0.034699999,0.057662975,-0.0061649531
0.0348,0.057958223,-0.0062333122
0.034899998,0.058254063,-0.0063022263
0.035,0.058550496,-0.0063716979
0.035100002,0.058847513,-0.0064417291
0.0352,0.059145119,-0.0065123239
0.035300002,0.05944331,-0.0065834844
0.035399999,0.059742086,-0.0066552139
0.035500001,0.060041443,-0.0067275148
0.035599999,0.060341381,-0.0068003903
0.035700001,0.0606419,-0.0068738428
0.035799999,0.060942996,-0.006947876
0.0359,0.061244667,-0.0070224917
0.035999998,0.061546914,-0.0070976936
0.0361,0.061849732,-0.0071734847
0.036200002,0.062153123,-0.0072498671
0.0363,0.062457085,-0.0073268441
0.036400001,0.062761612,-0.0074044187
0.036499999,0.063066706,-0.0074825934
0.036600001,0.063372366,-0.0075613717
0.036699999,0.063678592,-0.0076407557
0.036800001,0.063985378,-0.0077207494
0.036899999,0.064292721,-0.0078013549
0.037,0.064600632,-0.0078825755
0.037099998,0.064909086,-0.0079644136
0.0372,0.065218106,-0.0080468729
0.037300002,0.065527678,-0.0081299553
0.0374,0.065837793,-0.0082136653
0.037500001,0.066148467,-0.008298004
0.037599999,0.066459686,-0.0083829761
0.037700001,0.066771448,-0.0084685832
0.037799999,0.067083761,-0.0085548293
0.037900001,0.067396618,-0.0086417161
0.037999999,0.067710012,-0.0087292474
0.0381,0.068023942,-0.0088174269
0.038199998,0.068338417,-0.0089062564
0.0383,0.068653427,-0.0089957388
0.038400002,0.068968967,-0.0090858778
0.0385,0.069285043,-0.0091766762
0.038600001,0.069601648,-0.0092681367
0.038699999,0.069918782,-0.0093602631
0.038800001,0.070236444,-0.0094530573
0.038899999,0.070554629,-0.009546523
0.039000001,0.070873342,-0.0096406629
0.039099999,0.07119257,-0.00973548
0.0392,0.071512327,-0.0098309778
0.039299998,0.07183259,-0.0099271592
0.0394,0.072153382,-0.010024026
0.039500002,0.072474681,-0.010121583
0.0396,0.072796486,-0.010219832
0.039700001,0.073118813,-0.010318777
0.039799999,0.07344164,-0.010418421
0.039900001,0.07376498,-0.010518765
0.039999999,0.074088819,-0.010619815
0.040100001,0.074413158,-0.010721572
0.040199999,0.074738003,-0.01082404
0.0403,0.075063348,-0.010927222
0.040399998,0.075389184,-0.01103112
0.0405,0.075715519,-0.011135738
0.040600002,0.076042347,-0.011241079
0.0407,0.076369666,-0.011347147
0.040800001,0.076697469,-0.011453943
0.040899999,0.077025756,-0.011561472
0.041000001,0.077354535,-0.011669736
0.041099999,0.077683799,-0.011778738
0.041200001,0.078013532,-0.011888483
0.041299999,0.078343756,-0.01199897
0.0414,0.078674451,-0.012110206
0.041499998,0.079005614,-0.012222193
0.0416,0.079337254,-0.012334934
0.041700002,0.079669364,-0.012448431
0.0418,0.080001943,-0.012562688
0.041900001,0.080334991,-0.01267771
0.041999999,0.080668502,-0.012793496
0.042100001,0.081002466,-0.012910053
0.042199999,0.081336893,-0.013027382
0.042300001,0.081671782,-0.013145486
0.042399999,0.082007125,-0.013264369
0.0425,0.082342915,-0.013384034
0.042599998,0.08267916,-0.013504485
0.0427,0.083015852,-0.013625722
0.042800002,0.08335299,-0.013747752
0.0429,0.083690576,-0.013870575
0.043000001,0.084028594,-0.013994197
0.043099999,0.084367059,-0.014118619
0.043200001,0.084705956,-0.014243845
0.043299999,0.085045293,-0.014369878
0.043400001,0.085385062,-0.014496721
0.043499999,0.085725263,-0.014624377
0.0436,0.086065888,-0.01475285
0.043699998,0.086406939,-0.014882143
0.0438,0.086748406,-0.015012258
0.043900002,0.087090306,-0.015143198
0.044,0.087432615,-0.015274968
0.044100001,0.08777535,-0.015407571
0.044199999,0.088118494,-0.015541009
0.044300001,0.088462047,-0.015675284
0.044399999,0.088806003,-0.015810402
0.044500001,0.089150377,-0.015946366
0.044599999,0.089495152,-0.016083175
0.0447,0.089840323,-0.016220838
0.044799998,0.090185896,-0.016359355
0.0449,0.090531871,-0.01649873
0.045000002,0.090878233,-0.016638964
0.0451,0.091224991,-0.016780064
0.045200001,0.091572136,-0.016922029
0.045299999,0.091919668,-0.017064866
0.045400001,0.09226758,-0.017208576
0.045499999,0.09261588,-0.017353162
0.045600001,0.092964552,-0.017498629
0.045699999,0.093313605,-0.017644979
0.0458,0.093663037,-0.017792216
0.045899998,0.094012834,-0.017940341
0.046,0.094362997,-0.01808936
0.046100002,0.094713531,-0.018239273
0.0462,0.095064424,-0.018390086
0.046300001,0.095415682,-0.018541802
0.046399999,0.095767289,-0.018694423
0.046500001,0.096119262,-0.018847952
0.046599999,0.096471585,-0.019002395
0.046700001,0.096824251,-0.019157751
0.046799999,0.097177275,-0.019314025
0.0469,0.097530633,-0.019471223
0.046999998,0.097884342,-0.019629342
0.0471,0.098238386,-0.019788392
0.047200002,0.098592766,-0.019948373
0.0473,0.098947473,-0.020109287
0.047400001,0.099302523,-0.020271137
0.047499999,0.099657893,-0.020433931
0.047600001,0.10001359,-0.020597668
0.047699999,0.10036961,-0.02076235
0.047800001,0.10072594,-0.020927986
0.047899999,0.1010826,-0.021094574
0.048,0.10143957,-0.021262117
0.048099998,0.10179684,-0.021430621
0.0482,0.10215443,-0.021600088
0.048300002,0.10251232,-0.021770522
0.0484,0.10287052,-0.021941926
0.048500001,0.10322901,-0.022114301
0.048599999,0.1035878,-0.022287654
0.048700001,0.10394688,-0.022461986
0.048799999,0.10430625,-0.022637298
0.048900001,0.10466591,-0.022813598
0.048999999,0.10502585,-0.022990886
0.0491,0.10538608,-0.023169167
0.049199998,0.10574657,-0.023348443
0.0493,0.10610735,-0.023528716
0.049400002,0.1064684,-0.023709992
0.0495,0.10682972,-0.023892272
0.049600001,0.1071913,-0.024075562
0.049699999,0.10755315,-0.024259862
0.049800001,0.10791525,-0.024445174
0.049899999,0.10827762,-0.024631508
0.050000001,0.10864023,-0.02481886
0.050099999,0.1090031,-0.025007237
0.0502,0.10936621,-0.02519664
0.050299998,0.10972957,-0.025387075
0.0504,0.11009316,-0.025578544
0.050500002,0.110457,-0.025771048
0.0506,0.11082106,-0.025964592
0.050700001,0.11118536,-0.02615918
0.050799999,0.11154988,-0.026354816
0.050900001,0.11191463,-0.0265515
0.050999999,0.11227961,-0.026749237
0.051100001,0.11264479,-0.026948029
0.051199999,0.1130102,-0.02714788
0.0513,0.11337581,-0.027348796
0.051399998,0.11374164,-0.027550776
0.0515,0.11410766,-0.027753823
0.051600002,0.11447389,-0.027957944
0.0517,0.11484031,-0.028163139
0.051800001,0.11520693,-0.028369412
0.051899999,0.11557373,-0.028576767
0.052000001,0.11594073,-0.028785206
0.052099999,0.11630791,-0.028994733
0.052200001,0.11667527,-0.029205352
0.052299999,0.11704281,-0.029417062
0.0524,0.11741052,-0.029629871
0.052499998,0.1177784,-0.029843781
0.0526,0.11814645,-0.030058794
0.052700002,0.11851466,-0.030274913
0.0528,0.11888302,-0.030492142
0.052900001,0.11925155,-0.030710485
0.052999999,0.11962022,-0.030929942
0.053100001,0.11998904,-0.03115052
0.053199999,0.12035801,-0.031372219
0.053300001,0.12072712,-0.031595044
0.053399999,0.12109637,-0.031818997
0.0535,0.12146575,-0.032044083
0.053599998,0.12183526,-0.032270305
0.0537,0.1222049,-0.032497659
0.053800002,0.12257466,-0.032726161
0.0539,0.12294454,-0.032955803
0.054000001,0.12331453,-0.033186592
0.054099999,0.12368464,-0.033418532
0.054200001,0.12405485,-0.033651628
0.054299999,0.12442517,-0.033885878
0.054400001,0.12479559,-0.03412129
0.054499999,0.1251661,-0.034357861
0.0546,0.1255367,-0.034595601
0.054699998,0.12590739,-0.034834508
0.0548,0.12627818,-0.035074588
0.054900002,0.12664904,-0.035315841
0.055,0.12701997,-0.035558276
0.055100001,0.12739098,-0.035801891
0.055199999,0.12776205,-0.036046688
0.055300001,0.12813319,-0.036292672
0.055399999,0.1285044,-0.036539849
0.055500001,0.12887566,-0.036788218
0.055599999,0.12924698,-0.037037782
0.0557,0.12961833,-0.037288547
0.055799998,0.12998974,-0.037540514
0.0559,0.1303612,-0.037793688
0.056000002,0.13073269,-0.03804807
0.0561,0.1311042,-0.038303662
0.056200001,0.13147575,-0.038560469
0.056299999,0.13184732,-0.038818493
0.056400001,0.13221891,-0.03907774
0.056499999,0.13259052,-0.039338209
0.056600001,0.13296214,-0.039599903
0.056699999,0.13333377,-0.039862826
0.0568,0.13370539,-0.040126987
0.056899998,0.13407703,-0.040392376
0.057,0.13444866,-0.040659007
0.057100002,0.13482028,-0.040926881
0.0572,0.13519189,-0.041195996
0.057300001,0.13556346,-0.041466363
0.057399999,0.13593504,-0.041737974
0.057500001,0.13630657,-0.04201084
0.057599999,0.13667808,-0.042284966
0.057700001,0.13704956,-0.042560346
0.057799999,0.137421,-0.04283699
0.0579,0.13779238,-0.043114897
0.057999998,0.13816373,-0.043394074
0.0581,0.13853502,-0.043674521
0.058200002,0.13890626,-0.043956239
0.0583,0.13927743,-0.044239238
0.058400001,0.13964853,-0.044523511
0.058499999,0.14001957,-0.044809069
0.058600001,0.14039053,-0.045095909
0.058699999,0.14076142,-0.045384042
0.058800001,0.14113222,-0.04567346
0.058899999,0.14150293,-0.045964174
0.059,0.14187355,-0.046256185
0.059099998,0.14224407,-0.046549495
0.0592,0.14261448,-0.046844106
0.059300002,0.14298479,-0.047140021
0.0594,0.143355,-0.047437243
0.059500001,0.14372508,-0.047735777
0.059599999,0.14409505,-0.048035625
0.059700001,0.1444649,-0.048336785
0.059799999,0.14483459,-0.048639268
0.059900001,0.14520417,-0.048943069
0.059999999,0.14557362,-0.049248192
0.0601,0.1459429,-0.049554646
0.060199998,0.14631204,-0.049862429
0.0603,0.14668103,-0.050171543
0.060400002,0.14704986,-0.05048199
0.0605,0.14741853,-0.050793778
0.060600001,0.14778702,-0.051106904
0.060699999,0.14815535,-0.051421374
0.060800001,0.14852349,-0.051737193
0.060899999,0.14889146,-0.052054357
0.061000001,0.14925924,-0.052372869
0.061099999,0.14962682,-0.052692737
0.0612,0.14999421,-0.053013965
0.061299998,0.15036139,-0.053336546
0.0614,0.15072837,-0.053660493
0.061500002,0.15109514,-0.053985801
0.0616,0.15146168,-0.054312479
0.061700001,0.15182801,-0.054640524
0.061799999,0.1521941,-0.05496994
0.061900001,0.15255997,-0.055300731
0.061999999,0.15292558,-0.0556329
0.062100001,0.15329097,-0.055966448
0.062199999,0.1536561,-0.056301378
0.0623,0.15402098,-0.056637693
0.062399998,0.15438561,-0.056975394
0.0625,0.15474996,-0.057314485
0.062600002,0.15511405,-0.057654969
0.062700003,0.15547787,-0.057996847
0.062799998,0.15584141,-0.058340121
0.062899999,0.15620466,-0.058684796
0.063000001,0.15656762,-0.059030872
0.063100003,0.1569303,-0.059378352
0.063199997,0.15729266,-0.05972724
0.063299999,0.15765472,-0.060077537
0.0634,0.15801647,-0.060429245
0.063500002,0.15837792,-0.060782366
0.063600004,0.15873903,-0.061136905
0.063699998,0.15909982,-0.06149286
0.0638,0.15946026,-0.061850239
0.063900001,0.15982038,-0.06220904
0.064000003,0.16018017,-0.062569268
0.064099997,0.16053958,-0.062930927
0.064199999,0.16089866,-0.063294008
0.064300001,0.16125737,-0.063658528
0.064400002,0.16161571,-0.064024478
0.064499997,0.16197369,-0.064391874
0.064599998,0.16233128,-0.0647607
0.0647,0.16268851,-0.065130971
0.064800002,0.16304533,-0.065502688
0.064900003,0.16340177,-0.065875843
0.064999998,0.16375782,-0.066250458
0.065099999,0.16411345,-0.066626519
0.065200001,0.16446868,-0.067004025
0.065300003,0.16482349,-0.067382991
0.065399997,0.16517787,-0.067763418
0.065499999,0.16553183,-0.068145297
0.0656,0.16588536,-0.068528645
0.065700002,0.16623846,-0.068913452
0.065800004,0.16659111,-0.069299728
0.065899998,0.1669433,-0.069687463
0.066,0.16729504,-0.070076674
0.066100001,0.16764632,-0.070467353
0.066200003,0.16799714,-0.070859507
0.066299997,0.16834748,-0.071253136
0.066399999,0.16869733,-0.071648248
0.066500001,0.16904671,-0.072044834
0.066600002,0.1693956,-0.072442897
0.066699997,0.16974398,-0.072842449
0.066799998,0.17009187,-0.073243491
0.0669,0.17043924,-0.073646009
0.067000002,0.17078611,-0.074050024
0.067100003,0.17113245,-0.074455529
0.067199998,0.17147827,-0.074862525
0.067299999,0.17182355,-0.075271018
0.067400001,0.1721683,-0.075681008
0.067500003,0.1725125,-0.076092497
0.067599997,0.17285615,-0.076505482
0.067699999,0.17319924,-0.076919973
0.0678,0.17354177,-0.077335961
0.067900002,0.17388374,-0.077753462
0.068000004,0.17422512,-0.078172468
0.068099998,0.17456593,-0.078592986
0.0682,0.17490615,-0.079015009
0.068300001,0.17524576,-0.079438545
0.068400003,0.17558479,-0.0798636
0.068499997,0.17592321,-0.080290169
0.068599999,0.17626101,-0.080718249
0.068700001,0.17659821,-0.081147857
0.068800002,0.17693476,-0.081578977
0.068899997,0.1772707,-0.082011625
0.068999998,0.17760599,-0.0824458
0.0691,0.17794064,-0.082881495
0.069200002,0.17827465,-0.083318718
0.069300003,0.17860799,-0.083757468
0.069399998,0.17894067,-0.084197752
0.069499999,0.17927268,-0.084639564
0.069600001,0.17960401,-0.085082911
0.069700003,0.17993467,-0.085527785
0.069799997,0.18026462,-0.085974202
