"Time","R1.v","R5.v","R50.v","Rdistr.v"
0.00012,0,0,0,0
0.000121,0,0,0,0
0.000122,0,0,0,0
0.00012300001,0,0,0,0
0.000124,0,0,0,0
0.00012500001,0,0,0,0
0.000126,0,0,0,0
0.00012700001,0,0,0,0
0.000128,0,0,0,0
0.00012899999,0,0,0,0
0.00013,0,0,0,0
0.00013099999,0,0,0,0
0.000132,0,0,0,0
0.00013299999,0,0,0,0
0.000134,0,0,0,0
0.00013499999,0,0,0,0
0.000136,0,0,0,0
0.000137,0,0,0,0
0.000138,0,0,0,0
0.000139,0,0,0,0
0.00014,0,0,0,0
0.000141,0,0,0,0
0.000142,0,0,0,0
0.000143,0,0,0,0
0.00014400001,0,0,0,0
0.000145,0,0,0,0
0.00014600001,0,0,0,0
0.000147,0,0,0,0
0.00014800001,0,0,0,0
0.000149,0,0,0,0
0.00015000001,0,0,0,0
0.000151,0,0,0,0
0.00015199999,0,0,0,0
0.000153,0,0,0,0
0.00015399999,0,0,0,0
0.000155,0,0,0,0
0.00015599999,0,0,0,0
0.000157,0,0,0,0
0.000158,0,0,0,0
0.000159,0,0,0,0
0.00016,0,0,0,0
0.000161,0,0,0,0
0.000162,0,0,0,0
0.000163,0,0,0,0
0.000164,0,0,0,0
0.000165,0,0,0,0
0.000166,0,0,0,0
0.00016700001,0,0,0,0
0.000168,0,0,0,0
0.00016900001,0,0,0,0
0.00017,0,0,0,0
0.00017100001,0,0,0,0
0.000172,0,0,0,0
0.00017299999,0,0,0,0
0.000174,0,0,0,0
0.00017499999,0,0,0,0
0.000176,0,0,0,0
0.00017699999,0,0,0,0
0.000178,0,0,0,0
0.000179,0,0,0,0
0.00018,0,0,0,0
0.000181,0,0,0,0
0.000182,0,0,0,0
0.000183,0,0,0,0
0.000184,0,0,0,0
0.000185,0,0,0,0
0.000186,0,0,0,0
0.000187,0,0,0,0
0.00018800001,0,0,0,0
0.000189,0,0,0,0
0.00019000001,0,0,0,0
0.000191,0,0,0,0
0.00019200001,0,0,0,0
0.000193,0,0,0,0
0.00019399999,0,0,0,0
0.000195,0,0,0,0
0.00019599999,0,0,0,0
0.000197,0,0,0,0
0.00019799999,0,0,0,0
0.000199,0,0,0,0
0.00019999999,0,0,0,0
0.00019999999,0,0,0,0
0.000201,6.8494174e-08,5.7876266e-26,-0,0
0.000202,5.2974656e-07,2.2852898e-23,-0,0
0.000203,1.7741245e-06,1.3810408e-21,0,0
0.000204,4.1820676e-06,2.6299225e-20,0,0
0.000205,8.126528e-06,2.7733991e-19,0,0
0.000206,1.3972974e-05,1.9794271e-18,0,0
0.000207,2.2079435e-05,1.0193095e-17,-0,0
0.000208,3.2796903e-05,4.2414765e-17,0,0
0.00020900001,4.6469286e-05,1.499538e-16,0,0
0.00021,6.3433516e-05,4.6681907e-16,0,0
0.00021100001,8.4019717e-05,1.307632e-15,0,0
0.000212,0.00010855136,3.3533467e-15,0,0
0.00021300001,0.00013734533,7.9851202e-15,0,0
0.000214,0.00017071204,1.7836361e-14,0,0
0.00021499999,0.00020895558,3.7697117e-14,0,0
0.000216,0.00025237381,7.59198e-14,0,0
0.00021699999,0.00030125846,1.4651765e-13,0,0
0.000218,0.00035589526,2.7228334e-13,0,0
0.00021899999,0.00041656406,4.8920893e-13,-0,0
0.00022,0.00048353881,8.5267963e-13,-0,0
0.00022099999,0.00055708783,1.4460618e-12,-0,0
0.000222,0.00063747389,2.392129e-12,-0,0
0.000223,0.00072495418,3.8684225e-12,-0,0
0.000224,0.00081978046,6.1273647e-12,-0,0
0.000225,0.00092219922,9.5220793e-12,-0,0
0.000226,0.0010324517,1.4539754e-11,-0,0
0.000227,0.0011507742,2.1843607e-11,-0,0
0.000228,0.0012773976,3.2325389e-11,0,0
0.000229,0.0014125481,4.7171069e-11,0,0
0.00023000001,0.0015564471,6.7940847e-11,0,0
0.000231,0.0017093109,9.6667549e-11,0,0
0.00023200001,0.0018713514,1.3597599e-10,0,0
0.000233,0.0020427757,1.8922566e-10,0,0
0.00023400001,0.0022237867,2.6068273e-10,0,0
0.000235,0.0024145821,3.5572389e-10,0,0
0.00023600001,0.0026153559,4.8107673e-10,0,0
0.000237,0.0028262974,6.4510436e-10,0,0
0.00023799999,0.0030475922,8.5813578e-10,0,0
0.000239,0.0032794212,1.1328524e-09,0,0
0.00023999999,0.0035219614,1.4847368e-09,0,0
0.000241,0.0037753854,1.9325872e-09,0,0
0.00024199999,0.0040398627,2.4991134e-09,0,0
0.000243,0.0043155584,3.2116163e-09,0,0
0.000244,0.0046026334,4.1027626e-09,0,0
0.000245,0.0049012452,5.2114695e-09,0,0
0.00024600001,0.0052115479,6.5839014e-09,0,0
0.00024699999,0.005533692,8.2745997e-09,0,0
0.000248,0.0058678235,1.0347758e-08,0,0
0.000249,0.006214086,1.2878641e-08,0,0
0.00025000001,0.0065726186,1.5955189e-08,0,0
0.00025099999,0.0069435583,1.9679803e-08,0,0
0.000252,0.0073270379,2.4171317e-08,0,0
0.00025300001,0.0077231866,2.9567227e-08,0,0
0.00025400001,0.0081321318,3.6026119e-08,0,0
0.00025499999,0.0085539958,4.3730374e-08,0,0
0.000256,0.0089888982,5.2889156e-08,0,0
0.00025700001,0.0094369585,6.3741695e-08,0,0
0.00025799999,0.0098982882,7.6560887e-08,0,0
0.00025899999,0.010373,9.1657242e-08,0,0
0.00026,0.010861201,1.0938322e-07,0,0
0.00026100001,0.011362998,1.3013795e-07,0,0
0.00026199999,0.011878492,1.5437237e-07,0,0
0.00026299999,0.012407784,1.8259485e-07,0,0
0.000264,0.01295097,2.1537723e-07,0,0
0.00026500001,0.013508145,2.5336146e-07,0,0
0.00026599999,0.0140794,2.9726675e-07,0,0
0.000267,0.014664825,3.4789727e-07,0,0
0.000268,0.015264506,4.0615049e-07,0,0
0.00026900001,0.015878526,4.7302615e-07,0,0
0.00026999999,0.016506968,5.4963596e-07,0,0
0.000271,0.017149912,6.3721399e-07,0,0
0.000272,0.017807432,7.3712783e-07,0,0
0.00027300001,0.018479604,8.508905e-07,0,0
0.00027399999,0.019166499,9.8017324e-07,0,0
0.000275,0.019868189,1.1268194e-06,0,0
0.00027600001,0.02058474,1.2928585e-06,0,0
0.00027700001,0.021316217,1.4805228e-06,0,0
0.00027799999,0.022062683,1.6922626e-06,0,0
0.000279,0.022824202,1.9307652e-06,0,0
0.00028000001,0.023600828,2.1989724e-06,0,0
0.00028099999,0.024392622,2.5001018e-06,0,0
0.00028199999,0.025199635,2.8376669e-06,0,0
0.000283,0.026021924,3.2154994e-06,0,0
0.00028400001,0.026859537,3.6377739e-06,0,0
0.00028499999,0.027712524,4.109032e-06,0,0
0.00028599999,0.02858093,4.6342093e-06,1.4012985e-45,0
0.000287,0.029464804,5.2186629e-06,2.8025969e-45,0
0.00028800001,0.030364186,5.8682008e-06,8.4077908e-45,0
0.00028899999,0.031279117,6.589114e-06,2.2420775e-44,0
0.00029,0.032209639,7.388207e-06,6.4459729e-44,0
0.000291,0.033155791,8.2728338e-06,1.807675e-43,0
0.00029200001,0.034117606,9.2509345e-06,5.0026355e-43,0
0.00029299999,0.035095118,1.0331069e-05,1.3746738e-42,0
0.000294,0.036088359,1.1522463e-05,3.7414669e-42,0
0.00029500001,0.037097365,1.2835043e-05,1.0062724e-41,0
0.00029600001,0.038122162,1.4279485e-05,2.6776011e-41,0
0.00029699999,0.039162777,1.5867257e-05,7.0583404e-41,0
0.000298,0.04021924,1.7610666e-05,1.8402692e-40,0
0.00029900001,0.041291572,1.9522911e-05,4.7521114e-40,0
0.00030000001,0.042379797,2.1618129e-05,1.2154695e-39,0
0.00030099999,0.043483935,2.3911454e-05,3.0761094e-39,0
0.000302,0.044604011,2.6419071e-05,7.7199746e-39,0
0.00030300001,0.045740038,2.9158278e-05,1.9186579e-38,0
0.00030399999,0.046892036,3.2147538e-05,4.7226381e-38,0
0.00030499999,0.048060022,3.5406549e-05,1.1528063e-37,0
0.000306,0.049244009,3.895631e-05,2.7876524e-37,0
0.00030700001,0.050444007,4.2819192e-05,6.682274e-37,0
0.00030799999,0.051660035,4.7018995e-05,1.5885315e-36,0
0.000309,0.052892093,5.1581032e-05,3.7421243e-36,0
0.00031,0.054140199,5.6532208e-05,8.7463933e-36,0
0.00031100001,0.055404358,6.190109e-05,2.0272568e-35,0
0.00031199999,0.056684576,6.7718e-05,4.6588294e-35,0
0.000313,0.057980854,7.4015064e-05,1.062675e-34,0
0.000314,0.059293203,8.0826365e-05,2.4041704e-34,0
0.00031500001,0.060621619,8.8187953e-05,5.3964103e-34,0
0.00031599999,0.06196611,9.6138006e-05,1.2023808e-33,0
0.000317,0.063326672,0.00010471688,2.6579035e-33,0
0.00031800001,0.064703301,0.00011396722,5.8330039e-33,0
0.00031900001,0.066096,0.00012393409,1.270769e-32,0
0.00031999999,0.067504771,0.00013466501,2.7475552e-32,0
0.000321,0.068929598,0.00014621014,5.9005655e-32,0
0.00032200001,0.07037048,0.00015862231,1.2580665e-31,0
0.00032299999,0.071827412,0.00017195722,2.6633617e-31,0
0.00032399999,0.073300384,0.00018627348,5.6012503e-31,0
0.000325,0.07478939,0.00020163276,1.1697823e-30,0
0.00032600001,0.076294415,0.00021809993,2.4268916e-30,0
0.00032699999,0.077815451,0.00023574314,5.0022946e-30,0
0.00032799999,0.079352491,0.00025463395,1.0241223e-29,0
0.000329,0.080905519,0.00027484758,2.0838351e-29,0
0.00033000001,0.082474515,0.00029646282,4.2129065e-29,0
0.00033099999,0.084059477,0.00031956236,8.4629244e-29,0
0.000332,0.085660376,0.0003442328,1.6899006e-28,0
0.000333,0.087277204,0.00037056493,3.3534754e-28,0
0.00033400001,0.088909939,0.00039865373,6.6146569e-28,0
0.00033499999,0.090558559,0.00042859864,1.2971087e-27,0
0.000336,0.092223056,0.00046050354,2.5282713e-27,0
0.000337,0.0939034,0.00049447711,4.9000935e-27,0
0.00033800001,0.095599569,0.00053063285,9.442484e-27,0
0.00033899999,0.097311549,0.00056908932,1.8090617e-26,0
0.00034,0.099039309,0.00060997013,3.4470975e-26,0
0.00034100001,0.10078283,0.00065340434,6.5315569e-26,0
0.00034200001,0.10254209,0.00069952651,1.230799e-25,0
0.00034299999,0.10431705,0.00074847677,2.3070025e-25,0
0.000344,0.1061077,0.00080040115,4.3007656e-25,0
0.00034500001,0.107914,0.00085545168,7.9757402e-25,0
0.00034599999,0.10973593,0.00091378664,1.4714153e-24,0
0.00034699999,0.11157346,0.00097557047,2.7003119e-24,0
0.000348,0.11342655,0.0010409743,4.9308678e-24,0
0.00034900001,0.11529519,0.0011101759,8.9581908e-24,0
0.00034999999,0.11717933,0.00118336,1.619302e-23,0
0.000351,0.11907896,0.0012607183,2.9128771e-23,0
0.000352,0.12099402,0.0013424498,5.2139695e-23,0
0.00035300001,0.12292449,0.0014287608,9.2879581e-23,0
0.00035399999,0.12487034,0.0015198656,1.6466734e-22,0
0.000355,0.12683155,0.0016159859,2.9054151e-22,0
0.000356,0.12880804,0.0017173514,5.1027815e-22,0
0.00035700001,0.13079982,0.0018242003,8.9203927e-22,0
0.00035799999,0.13280681,0.0019367789,1.5522086e-21,0
0.000359,0.13482901,0.0020553421,2.6888722e-21,0
0.00036000001,0.13686638,0.0021801533,4.6368522e-21,0
0.00036100001,0.13891885,0.0023114854,7.9605196e-21,0
0.00036199999,0.14098641,0.00244962,1.3606932e-20,0
0.000363,0.143069,0.0025948479,2.3156118e-20,0
0.00036400001,0.14516661,0.0027474698,3.9238343e-20,0
0.00036500001,0.14727916,0.0029077954,6.6206089e-20,0
0.00036599999,0.14940663,0.003076145,1.1123202e-19,0
0.000367,0.15154898,0.0032528485,1.8610569e-19,0
0.00036800001,0.15370616,0.003438246,3.1008165e-19,0
0.00036899999,0.15587813,0.003632688,5.1451627e-19,0
0.00036999999,0.15806483,0.0038365358,8.5028273e-19,0
0.000371,0.16026624,0.0040501612,1.3994625e-18,0
0.00037200001,0.16248231,0.0042739473,2.2941734e-18,0
0.00037299999,0.16471297,0.0045082872,3.7460338e-18,0
0.000374,0.1669582,0.0047535868,6.0925231e-18,0
0.000375,0.16921794,0.0050102621,9.8706362e-18,0
0.00037600001,0.17149214,0.0052787415,1.5929823e-17,0
0.00037699999,0.17378078,0.0055594645,2.5609906e-17,0
0.000378,0.17608377,0.0058528832,4.1017289e-17,0
0.000379,0.1784011,0.0061594606,6.5446292e-17,0
0.00038000001,0.18073268,0.0064796736,1.0403612e-16,0
0.00038099999,0.1830785,0.00681401,1.6477124e-16,0
0.000382,0.18543847,0.00716297,2.6000214e-16,0
0.00038300001,0.18781258,0.0075270673,4.0879139e-16,0
0.00038400001,0.19020075,0.0079068281,6.4040974e-16,0
0.00038499999,0.19260293,0.0083027901,9.9966479e-16,0
0.000386,0.19501908,0.0087155057,1.5549529e-15,0
0.00038700001,0.19744913,0.0091455402,2.4101653e-15,0
0.00038799999,0.19989304,0.00959347,3.7227018e-15,0
0.00038899999,0.20235077,0.010059888,5.7301872e-15,0
0.00039,0.20482223,0.010545396,8.7898286e-15,0
0.00039100001,0.20730738,0.011050615,1.3437359e-14,0
0.00039199999,0.20980619,0.011576173,2.0472788e-14,0
0.00039299999,0.21231857,0.012122717,3.1086763e-14,0
0.000394,0.21484448,0.012690905,4.7046893e-14,0
0.00039500001,0.21738385,0.013281408,7.0965267e-14,0
0.00039599999,0.21993664,0.013894912,1.0669182e-13,0
0.000397,0.22250278,0.014532116,1.5988313e-13,0
0.000398,0.22508223,0.015193735,2.3881613e-13,0
0.00039900001,0.22767492,0.015880493,3.5557291e-13,0
0.00039999999,0.23028079,0.016593132,5.2772451e-13,0
0.000401,0.23289977,0.017332407,7.8073583e-13,0
0.00040200001,0.23553182,0.018099083,1.1514275e-12,0
0.00040300001,0.23817687,0.018893944,1.6928107e-12,0
0.00040399999,0.24083488,0.019717783,2.4810069e-12,0
0.000405,0.24350575,0.020571411,3.62501e-12,0
0.00040600001,0.24618945,0.021455649,5.2802675e-12,0
0.00040700001,0.24888591,0.022371331,7.6679409e-12,0
0.00040799999,0.25159508,0.02331931,1.1101647e-11,0
0.000409,0.25431687,0.024300443,1.6024571e-11,0
0.00041000001,0.25705126,0.025315609,2.3061556e-11,0
0.00041099999,0.25979814,0.026365694,3.3090194e-11,0
0.00041199999,0.26255748,0.027451599,4.733965e-11,0
0.000413,0.26532918,0.028574241,6.7526991e-11,0
0.00041400001,0.26811323,0.029734543,9.6041876e-11,0
0.00041499999,0.27090955,0.030933443,1.3620179e-10,0
0.000416,0.27371803,0.032171894,1.9259849e-10,0
0.000417,0.27653864,0.033450861,2.7156591e-10,0
0.00041800001,0.27937135,0.034771312,3.8182063e-10,0
0.00041899999,0.28221604,0.036134239,5.3531729e-10,0
0.00042,0.28507265,0.037540633,7.4840412e-10,0
0.000421,0.28794116,0.038991511,1.0433826e-09,0
0.00042200001,0.29082143,0.040487885,1.4505668e-09,0
0.00042299999,0.29371348,0.042030785,2.01106e-09,0
0.000424,0.29661718,0.043621253,2.7804383e-09,0
0.00042500001,0.29953247,0.04526034,3.8335988e-09,0
0.00042600001,0.3024593,0.0469491,5.2712328e-09,0
0.00042699999,0.3053976,0.048688605,7.2282949e-09,0
0.000428,0.30834731,0.050479926,9.8851203e-09,0
0.00042900001,0.31130832,0.052324157,1.3482119e-08,0
0.00042999999,0.31428063,0.054222383,1.8338698e-08,0
0.00043099999,0.31726411,0.056175712,2.4878149e-08,0
0.000432,0.32025871,0.058185246,3.3659944e-08,0
0.00043300001,0.32326439,0.0602521,4.5421174e-08,0
0.00043399999,0.32628104,0.062377397,6.1130557e-08,0
0.00043499999,0.3293086,0.064562269,8.2057561e-08,0
0.000436,0.33234704,0.066807836,1.0986085e-07,0
0.00043700001,0.33539623,0.069115244,1.4670235e-07,0
0.00043799999,0.33845612,0.071485624,1.9539117e-07,0
0.000439,0.34152666,0.073920138,2.5956763e-07,0
0.00044,0.34460774,0.07641992,3.4393713e-07,0
0.00044100001,0.34769934,0.078986123,4.5456292e-07,0
0.00044199999,0.35080135,0.081619903,5.9923815e-07,0
0.000443,0.35391369,0.084322415,7.879521e-07,0
0.000444,0.35703635,0.087094814,1.0334709e-06,0
0.00044500001,0.3601692,0.089938246,1.3520696e-06,0
0.00044599999,0.36331218,0.092853881,1.7644346e-06,0
0.000447,0.36646521,0.095842861,2.2967886e-06,0
0.00044800001,0.36962825,0.098906353,2.9822868e-06,0
0.00044900001,0.37280118,0.10204549,3.8627222e-06,0
0.00044999999,0.37598398,0.10526143,4.9906421e-06,0
0.000451,0.37917656,0.10855531,6.4319347e-06,0
0.00045200001,0.38237879,0.11192828,8.268973e-06,0
0.00045299999,0.38559067,0.11538146,1.0604479e-05,0
0.00045399999,0.38881209,0.11891599,1.3566182e-05,0
0.000455,0.39204299,0.12253299,1.7312459e-05,0
0.00045600001,0.39528331,0.12623356,2.2039188e-05,0
0.00045699999,0.39853293,0.13001882,2.7987893e-05,0
0.00045799999,0.40179181,0.13388987,3.54556e-05,0
0.000459,0.40505987,0.13784778,4.480658e-05,0
0.00046000001,0.40833703,0.14189364,5.6486271e-05,0
0.00046099999,0.41162321,0.14602852,7.1037903e-05,0
0.000462,0.41491833,0.15025346,8.912207e-05,0
0.000463,0.41822234,0.15456952,0.0001115398,0
0.00046400001,0.42153513,0.1589777,0.00013925976,0
0.00046499999,0.42485669,0.16347903,0.00017344982,0
0.000466,0.42818686,0.16807449,0.00021551416,0
0.00046700001,0.43152562,0.17276509,0.0002671362,0
0.00046800001,0.43487287,0.17755176,0.00033032818,0
0.00046899999,0.43822852,0.18243547,0.00040748855,0
0.00047,0.44159251,0.18741712,0.00050146761,0
0.00047100001,0.4449648,0.19249764,0.00061564264,0
0.00047200001,0.44834527,0.19767791,0.00075400347,0
0.00047299999,0.45173383,0.20295878,0.00092124956,0
0.000474,0.45513046,0.20834111,0.0011228991,0
0.00047500001,0.45853502,0.21382569,0.0013654124,0
0.00047599999,0.46194747,0.21941334,0.0016563288,0
0.00047699999,0.4653677,0.22510482,0.0020044199,0
0.000478,0.46879569,0.23090088,0.0024198592,0
0.00047900001,0.4722313,0.23680222,0.0029144064,0
0.00047999999,0.47567451,0.24280953,0.0035016139,0
0.000481,0.47912517,0.24892347,0.0041970462,0
0.000482,0.48258328,0.25514469,0.0050185206,0
0.00048300001,0.4860487,0.26147375,0.0059863627,0
0.00048399999,0.48952138,0.26791123,0.0071236813,0
0.000485,0.49300125,0.27445766,0.0084566558,0
0.000486,0.49648821,0.28111359,0.01001484,0
0.00048700001,0.49998221,0.28787944,0.011831474,0
0.00048799999,0.50348312,0.29475561,0.0139438,0
0.000489,0.50699091,0.30174258,0.016393393,0
0.00049000001,0.5105055,0.30884063,0.019226477,0
0.00049100001,0.51402676,0.31605014,0.02249423,0
0.00049200002,0.5175547,0.32337138,0.026253097,0
0.00049300003,0.52108914,0.33080459,0.030565044,0
0.00049399998,0.52463007,0.33834997,0.0354978,0
0.00049499999,0.52817738,0.34600767,0.041125059,0
0.00049599999,0.53173095,0.35377783,0.047526602,0
0.000497,0.53529084,0.36166054,0.054788366,0
0.00049800001,0.5388568,0.36965582,0.063002437,0
0.00049900002,0.54242885,0.37776366,0.072266906,0
0.00050000002,0.54600692,0.38598403,0.082685664,0
0.00050099997,0.54959089,0.39431682,0.094368041,0
0.00050199998,0.55318069,0.40276191,0.10742826,0
0.00050299999,0.55677623,0.41131905,0.12198482,0
0.000504,0.56037742,0.41998807,0.13815963,0
0.000505,0.56398422,0.42876863,0.15607692,0
0.00050600001,0.56759655,0.43766046,0.17586213,0
0.00050700002,0.57121426,0.44666314,0.19764033,0
0.00050800003,0.57483733,0.45577621,0.22153462,0
0.00050899998,0.5784657,0.46499926,0.24766427,0
0.00050999998,0.58209926,0.47433168,0.27614254,0
0.00051099999,0.58573788,0.48377293,0.30707446,0
0.000512,0.58938158,0.4933224,0.34055424,0
0.00051300001,0.59303015,0.50297934,0.37666264,0
0.00051400001,0.59668362,0.512743,0.41546413,0
0.00051500002,0.60034192,0.52261269,0.45700386,0
0.00051599997,0.60400486,0.53258741,0.50130475,0
0.00051699998,0.60767245,0.54266638,0.54836428,1.1734048
0.00051799999,0.61134464,0.55284864,0.59815168,1.5194938
0.00051899999,0.61502123,0.56313306,0.65060467,1.5194938
0.00052,0.61870217,0.57351869,0.70562708,1.5194938
0.00052100001,0.62238747,0.5840044,0.76308608,1.5194938
0.00052200002,0.62607694,0.59458894,0.82281005,1.5194938
0.00052300002,0.62977058,0.60527116,0.88458687,1.5194938
0.00052399997,0.63346827,0.61604971,0.94816267,1.5194938
0.00052499998,0.63716996,0.62692326,1.0132411,1.5194938
0.00052599999,0.64087552,0.63789046,1.0794835,1.5194938
0.000527,0.64458489,0.64894974,1.1465096,1.5194938
0.000528,0.64829797,0.66009974,1.2138994,1.5194938
0.00052900001,0.65201473,0.6713388,1.2811953,1.5194938
0.00053000002,0.65573508,0.68266529,1.3479064,1.5194938
0.00053100003,0.65945888,0.69407755,1.4135121,1.5194938
0.00053199998,0.66318607,0.70557386,1.4774687,1.5194938
0.00053299998,0.66691667,0.71715242,1.5392153,1.5194938
0.00053399999,0.67065042,0.72881138,1.5981816,1.5194938
0.000535,0.6743874,0.74054885,1.6537962,1.5194938
0.00053600001,0.67812747,0.75236285,1.7054961,1.5194938
0.00053700001,0.68187052,0.76425141,1.7527368,1.5194938
0.00053800002,0.68561649,0.77621239,1.7950026,1.5194938
0.00053899997,0.68936527,0.78824371,1.8318176,1.5194938
0.00053999998,0.69311684,0.80034328,1.8627566,1.5194938
0.00054099999,0.6968711,0.81250876,1.8874565,1.5194938
0.00054199999,0.70062792,0.82473791,1.9056263,1.5194938
0.000543,0.70438731,0.83702838,1.9170576,1.5194938
0.00054400001,0.70814908,0.84937781,1.9216332,1.5194938
0.00054500002,0.71191329,0.8617838,1.9193355,1.5194938
0.00054600002,0.71567971,0.87424386,1.9102517,1.5194938
0.00054699997,0.71944833,0.88675535,1.8945796,1.5194938
0.00054799998,0.72321904,0.89931583,1.872629,1.5194938
0.00054899999,0.72699177,0.91192263,1.8448222,1.5194938
0.00055,0.73076653,0.924573,1.8116916,1.5194938
0.000551,0.73454309,0.93726432,1.7738748,1.5194938
0.00055200001,0.73832148,0.94999373,1.7321061,1.5194938
0.00055300002,0.74210155,0.96275854,1.6872075,1.5194938
0.00055400003,0.74588323,0.97555572,1.640074,1.5194938
0.00055499998,0.74966645,0.98838252,1.5916592,1.5194938
0.00055599998,0.75345117,1.001236,1.5429564,1.5194938
0.00055699999,0.75723732,1.0141129,1.4949794,1.5194938
0.000558,0.76102471,1.0270107,1.4487405,1.5194938
0.00055900001,0.7648133,1.0399259,1.4052281,1.5194938
0.00056000001,0.76860309,1.0528556,1.3653833,1.5194938
0.00056100002,0.77239394,1.0657966,1.3300762,1.5194938
0.00056199997,0.77618575,1.0787457,1.3000841,1.5194938
0.00056299998,0.77997845,1.0916998,1.2760694,1.5194938
0.00056399999,0.78377199,1.1046557,1.2585598,1.5194938
0.00056499999,0.78756624,1.11761,1.2479327,1.5194938
0.000566,0.79136121,1.1305594,1.2444,1.5194938
0.00056700001,0.79515672,1.1435008,1.2479999,1.5194938
0.00056800002,0.79895276,1.1564306,1.2585899,1.5194938
0.00056900003,0.80274916,1.1693455,1.2758468,1.5194938
0.00056999997,0.80654597,1.182242,1.2992715,1.5194938
0.00057099998,0.81034303,1.1951169,1.3281968,1.5194938
0.00057199999,0.81414026,1.2079667,1.3618027,1.5194938
0.000573,0.81793755,1.2207878,1.3991361,1.5194938
0.00057400001,0.82173491,1.2335768,1.4391335,1.5194938
0.00057500001,0.8255322,1.2463301,1.4806501,1.5194938
0.00057600002,0.82932937,1.2590444,1.5224904,1.5194938
0.00057700003,0.83312631,1.2717161,1.5634421,1.5194938
0.00057799998,0.83692294,1.2843417,1.6023121,1.5194938
0.00057899999,0.84071922,1.2969174,1.637962,1.5194938
