"time","pipe1.flowModel.m_flows[1]","pipe1.flowModel.m_flows[2]","pipe1.flowModel.m_flows[3]","pipe1.flowModel.m_flows[4]","pipe1.flowModel.m_flows[5]","pipe1.flowModel.m_flows[6]","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe1.mediums[2].h","pipe1.mediums[2].p","pipe1.mediums[3].h","pipe1.mediums[3].p","pipe1.mediums[4].h","pipe1.mediums[4].p","pipe1.mediums[5].h","pipe1.mediums[5].p","pipe2.flowModel.m_flows[1]","pipe2.flowModel.m_flows[2]","pipe2.flowModel.m_flows[3]","pipe2.flowModel.m_flows[4]","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe2.mediums[3].h","pipe2.mediums[3].p","pipe2.mediums[4].h","pipe2.mediums[4].p","pipe2.mediums[5].h","pipe2.mediums[5].p","pipe3.flowModel.m_flows[1]","pipe3.flowModel.m_flows[2]","pipe3.flowModel.m_flows[3]","pipe3.flowModel.m_flows[4]","pipe3.flowModel.m_flows[5]","pipe3.flowModel.m_flows[6]","pipe3.mediums[1].h","pipe3.mediums[1].p","pipe3.mediums[2].h","pipe3.mediums[2].p","pipe3.mediums[3].h","pipe3.mediums[3].p","pipe3.mediums[4].h","pipe3.mediums[4].p","pipe3.mediums[5].h","pipe3.mediums[5].p","pipe4.flowModel.m_flows[1]","pipe4.flowModel.m_flows[2]","pipe4.flowModel.m_flows[3]","pipe4.flowModel.m_flows[4]","pipe4.flowModel.m_flows[5]","pipe4.flowModel.m_flows[6]","pipe4.mediums[1].h","pipe4.mediums[1].p","pipe4.mediums[2].h","pipe4.mediums[2].p","pipe4.mediums[3].h","pipe4.mediums[3].p","pipe4.mediums[4].h","pipe4.mediums[4].p","pipe4.mediums[5].h","pipe4.mediums[5].p"
0,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,85316.137207208318,154778.09313794973,85218.070431758009,164341.01016917251,85120.004178189076,173907.37772839257,85021.937924502359,183477.20128226216,84923.871670698645,193050.48630234454,-1.039206358041443,-1.039206358041443,-1.039206358041443,-1.039206358041443,84939.37172073331,197839.06480115603,84851.935610796922,154072.29843236323,84764.495246585575,124896.13613510162,84677.049395797279,95721.650459069642,84589.59802536598,51962.890358647652,-1.5035142468257296,-1.5035142468257296,-1.5035142468257296,-1.5035142468257296,-1.5035142468257296,-1.5035142468257296,84747.309112348914,183250.09361927689,84698.275994738884,154073.15239620826,84649.242636099851,124897.36004081454,84600.209277503323,95722.716712337904,84551.175918897745,66549.222570817568,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,-2.5427206048671724,84502.142432640452,56762.240401154522,84404.076776239308,66364.375588959869,84306.010521996592,75969.999618990041,84207.944267635583,85579.117998027432,84109.878013156325,95191.736239242658
0.001,-2.5427206048671924,-2.5427206048671924,-2.5427206048671924,-2.5427206048671924,-2.5427206048671924,-2.5427206048671933,85316.137207208318,154778.09313794971,85218.070431758009,164341.01016917248,85120.004178189076,173907.37772839254,85021.937924502359,183477.20128226199,84923.871670698558,193050.48630233554,-1.0392063580414426,-1.0392063580414435,-1.0392063580414437,-1.0392063580414423,84939.37172073347,197839.06480116575,84851.935610796776,154072.29843234931,84764.495246585575,124896.136135102,84677.04939579741,95721.650459083961,84589.598025365805,51962.890358634453,-1.5035142468257248,-1.5035142468257423,-1.5035142468257494,-1.503514246825731,-1.5035142468257467,-1.5035142468257396,84747.309112348885,183250.093619283,84698.275994738884,154073.15239621227,84649.242636099865,124897.3600408068,84600.209277503367,95722.716712350957,84551.175918897847,66549.22257082515,-2.5427206048671933,-2.5427206048671929,-2.5427206048671924,-2.5427206048671924,-2.5427206048671924,-2.5427206048671924,84502.142432640452,56762.240401154537,84404.076776239308,66364.375588960058,84306.010521996592,75969.999618990143,84207.944267635583,85579.11799802749,84109.878013156325,95191.736239242658
0.002,-2.5427206048672129,-2.5427206048672129,-2.5427206048672129,-2.5427206048672129,-2.542720604867212,-2.5427206048672155,85316.137207208318,154778.09313794968,85218.070431758009,164341.01016917243,85120.004178189076,173907.37772839246,85021.937924502359,183477.20128226158,84923.871670698471,193050.4863023278,-1.0392063580414415,-1.039206358041445,-1.0392063580414452,-1.0392063580414408,84939.371720733616,197839.06480116173,84851.935610796645,154072.29843233668,84764.495246585575,124896.13613510242,84677.04939579757,95721.650459096709,84589.598025365674,51962.890358630008,-1.5035142468257254,-1.5035142468257536,-1.5035142468257656,-1.5035142468257379,-1.5035142468257612,-1.5035142468257474,84747.30911234887,183250.09361930366,84698.275994738899,154073.15239622243,84649.24263609988,124897.36004078577,84600.209277503425,95722.716712375099,84551.175918897963,66549.222570824757,-2.5427206048672155,-2.5427206048672133,-2.5427206048672129,-2.5427206048672129,-2.5427206048672129,-2.5427206048672129,84502.142432640452,56762.240401153751,84404.076776239308,66364.375588960029,84306.010521996592,75969.999618990259,84207.944267635583,85579.117998027548,84109.878013156325,95191.736239242658
0.0030000000000000001,-2.5427206048672328,-2.5427206048672328,-2.5427206048672328,-2.5427206048672328,-2.5427206048672311,-2.5427206048672359,85316.137207208318,154778.09313794965,85218.070431758009,164341.0101691724,85120.004178189076,173907.37772839234,85021.937924502359,183477.20128226027,84923.871670698383,193050.48630232166,-1.0392063580414406,-1.0392063580414475,-1.0392063580414475,-1.0392063580414392,84939.371720733761,197839.0648011498,84851.935610796514,154072.29843232688,84764.495246585589,124896.13613510276,84677.049395797701,95721.650459106051,84589.598025365514,51962.890358635697,-1.5035142468257372,-1.5035142468257636,-1.5035142468257763,-1.5035142468257512,-1.5035142468257716,-1.5035142468257576,84747.309112348856,183250.0936193204,84698.275994738899,154073.15239623346,84649.242636099894,124897.36004077012,84600.209277503469,95722.716712393463,84551.17591889808,66549.222570824393,-2.5427206048672359,-2.5427206048672333,-2.5427206048672328,-2.5427206048672328,-2.5427206048672328,-2.5427206048672328,84502.142432640452,56762.240401152761,84404.076776239308,66364.375588959971,84306.010521996592,75969.999618990361,84207.944267635583,85579.117998027592,84109.878013156325,95191.736239242658
0.0040000000000000001,-2.5427206048672533,-2.5427206048672533,-2.5427206048672533,-2.5427206048672528,-2.5427206048672497,-2.5427206048672568,85316.137207208318,154778.09313794962,85218.070431758009,164341.01016917234,85120.004178189076,173907.37772839217,85021.937924502359,183477.20128225893,84923.871670698296,193050.48630231561,-1.0392063580414397,-1.0392063580414499,-1.0392063580414497,-1.0392063580414377,84939.371720733907,197839.06480113746,84851.935610796369,154072.29843231721,84764.495246585589,124896.13613510311,84677.049395797847,95721.650459115233,84589.598025365383,51962.890358641875,-1.5035142468257499,-1.5035142468257738,-1.5035142468257869,-1.503514246825765,-1.5035142468257821,-1.5035142468257683,84747.309112348827,183250.09361933693,84698.275994738899,154073.15239624452,84649.242636099909,124897.36004075478,84600.209277503527,95722.716712411522,84551.175918898167,66549.222570824058,-2.5427206048672564,-2.5427206048672537,-2.5427206048672533,-2.5427206048672533,-2.5427206048672533,-2.5427206048672533,84502.142432640452,56762.240401151779,84404.076776239308,66364.375588959898,84306.010521996592,75969.999618990449,84207.944267635583,85579.11799802765,84109.878013156325,95191.736239242658
0.0050000000000000001,-2.5427206048672728,-2.5427206048672728,-2.5427206048672728,-2.5427206048672719,-2.5427206048672679,-2.542720604867275,85316.137207208318,154778.09313794956,85218.070431758009,164341.01016917211,85120.004178189076,173907.37772839121,85021.937924502359,183477.20128225564,84923.871670698223,193050.48630230973,-1.0392063580414399,-1.039206358041453,-1.0392063580414526,-1.0392063580414372,84939.371720734038,197839.06480112593,84851.935610796238,154072.29843231261,84764.495246585589,124896.13613510293,84677.049395797978,95721.650459118886,84589.598025365238,51962.890358653422,-1.5035142468257676,-1.5035142468257863,-1.5035142468257969,-1.5035142468257798,-1.5035142468257932,-1.5035142468257816,84747.309112348783,183250.09361933486,84698.275994738899,154073.15239624769,84649.242636099938,124897.36004075494,84600.209277503556,95722.716712417881,84551.175918898283,66549.222570831262,-2.5427206048672732,-2.5427206048672728,-2.5427206048672732,-2.5427206048672728,-2.5427206048672728,-2.5427206048672728,84502.142432640452,56762.240401155053,84404.076776239308,66364.375588960509,84306.010521996592,75969.999618990565,84207.944267635583,85579.117998027708,84109.878013156325,95191.736239242658
0.0060000000000000001,-2.5427206048672928,-2.5427206048672928,-2.5427206048672923,-2.542720604867291,-2.5427206048672857,-2.5427206048672932,85316.137207208318,154778.0931379495,85218.070431758009,164341.01016917184,85120.004178189076,173907.37772839016,85021.937924502359,183477.20128225215,84923.871670698121,193050.48630230388,-1.0392063580414401,-1.0392063580414563,-1.0392063580414554,-1.0392063580414368,84939.371720734183,197839.06480111449,84851.935610796107,154072.29843230854,84764.495246585604,124896.13613510269,84677.049395798123,95721.650459121971,84589.598025365107,51962.890358665536,-1.503514246825786,-1.5035142468257989,-1.5035142468258071,-1.5035142468257947,-1.5035142468258047,-1.5035142468257952,84747.309112348754,183250.09361933082,84698.275994738899,154073.15239625002,84649.242636099967,124897.36004075671,84600.2092775036,95722.716712422989,84551.1759188984,66549.222570839265,-2.5427206048672897,-2.5427206048672923,-2.5427206048672928,-2.5427206048672923,-2.5427206048672923,-2.5427206048672923,84502.142432640452,56762.240401158779,84404.076776239322,66364.375588961193,84306.010521996592,75969.999618990681,84207.944267635583,85579.117998027767,84109.878013156325,95191.736239242673
0.0070000000000000001,-2.5427206048673123,-2.5427206048673123,-2.5427206048673119,-2.5427206048673101,-2.5427206048673039,-2.5427206048673114,85316.137207208318,154778.09313794944,85218.070431758009,164341.01016917161,85120.004178189076,173907.37772838914,85021.937924502345,183477.20128224866,84923.871670698034,193050.48630229803,-1.0392063580414403,-1.0392063580414594,-1.0392063580414586,-1.0392063580414364,84939.371720734329,197839.06480110306,84851.935610795976,154072.29843230447,84764.495246585604,124896.13613510247,84677.04939579824,95721.650459125041,84589.598025364976,51962.890358677636,-1.5035142468258045,-1.5035142468258114,-1.5035142468258174,-1.5035142468258098,-1.503514246825816,-1.5035142468258089,84747.30911234871,183250.0936193268,84698.275994738899,154073.15239625238,84649.242636099996,124897.36004075849,84600.209277503644,95722.716712428126,84551.175918898502,66549.222570847269,-2.5427206048673061,-2.5427206048673114,-2.5427206048673123,-2.5427206048673123,-2.5427206048673123,-2.5427206048673123,84502.142432640467,56762.240401162526,84404.076776239322,66364.375588961891,84306.010521996592,75969.999618990798,84207.944267635583,85579.117998027825,84109.878013156325,95191.736239242673
0.0080000000000000002,-2.5427206048673323,-2.5427206048673323,-2.5427206048673319,-2.5427206048673292,-2.5427206048673217,-2.5427206048673292,85316.137207208318,154778.09313794938,85218.070431758009,164341.01016917132,85120.004178189076,173907.37772838809,85021.937924502345,183477.20128224519,84923.871670697947,193050.48630229215,-1.0392063580414406,-1.0392063580414628,-1.0392063580414614,-1.0392063580414359,84939.371720734474,197839.06480109162,84851.935610795845,154072.29843230039,84764.495246585604,124896.13613510225,84677.049395798385,95721.650459128126,84589.59802536483,51962.89035868975,-1.5035142468258229,-1.503514246825824,-1.5035142468258273,-1.5035142468258247,-1.5035142468258273,-1.5035142468258227,84747.309112348681,183250.09361932278,84698.275994738899,154073.15239625474,84649.24263610004,124897.36004076028,84600.209277503673,95722.716712433248,84551.175918898618,66549.222570855272,-2.542720604867323,-2.542720604867331,-2.5427206048673323,-2.5427206048673319,-2.5427206048673319,-2.5427206048673319,84502.142432640467,56762.240401166251,84404.076776239322,66364.375588962575,84306.010521996592,75969.999618990914,84207.944267635583,85579.117998027883,84109.878013156325,95191.736239242688
0.0090000000000000011,-2.542720604867351,-2.542720604867351,-2.5427206048673501,-2.542720604867347,-2.5427206048673394,-2.5427206048673465,85316.137207208318,154778.09313794904,85218.070431758009,164341.01016917001,85120.004178189076,173907.37772838521,85021.93792450233,183477.20128224013,84923.871670697845,193050.48630228604,-1.0392063580414421,-1.0392063580414661,-1.0392063580414646,-1.0392063580414377,84939.371720734605,197839.06480108396,84851.935610795714,154072.29843229946,84764.495246585604,124896.13613510177,84677.049395798516,95721.650459128417,84589.598025364699,51962.890358698955,-1.5035142468258396,-1.5035142468258393,-1.5035142468258413,-1.5035142468258398,-1.5035142468258416,-1.5035142468258373,84747.309112348623,183250.09361931565,84698.275994738899,154073.15239625232,84649.242636100054,124897.36004076275,84600.209277503731,95722.716712436813,84551.175918898734,66549.222570863029,-2.542720604867339,-2.5427206048673483,-2.5427206048673505,-2.542720604867351,-2.542720604867351,-2.542720604867351,84502.142432640467,56762.240401173658,84404.076776239337,66364.375588966243,84306.010521996592,75969.999618992602,84207.944267635583,85579.117998028581,84109.878013156325,95191.736239242877
