"time","ramp.y","pipe1.port_b.m_flow","pipe1.port_b.p","pipe1.port_b.h_outflow","pipe2.port_b.m_flow","pipe2.port_b.p","pipe2.port_b.h_outflow","pipe3.port_b.m_flow","pipe3.port_b.p","pipe3.port_b.h_outflow"
0,700000,-37.775722058409769,499669.7248198266,293586.68523714185,1.2939410418329444,500000,293586.68523714185,-39.069663100242764,200000,293087.82710100606
0.000202,699868.69999999995,-37.760480900256631,499662.296156678,293586.68523714185,1.3087884841031785,500000,293586.68523714185,-39.06926938436029,200000,293082.09782381571
0.00040400000000000001,699737.40000000002,-37.745245089848432,499654.79226674832,293586.68523714185,1.323622386426903,500000,293586.68523714185,-39.068867476275265,200000,293076.37354436022
0.00060599999999999998,699606.09999999998,-37.730014610140493,499647.21335662832,293586.68523714185,1.3384427883753525,500000,293586.68523714185,-39.068457398515839,200000,293070.65424423403
0.00080800000000000002,699474.80000000005,-37.714789444174677,499639.55963183456,293586.68523714185,1.3532497293180954,500000,293586.68523714185,-39.068039173492714,200000,293064.93990512629
0.00101,699343.5,-37.699569575077703,499631.83129682549,293586.68523714185,1.3680432484158953,500000,293586.68523714185,-39.067612823500916,200000,293059.23050882353
0.001212,699212.19999999995,-37.684354986062061,499624.02855499432,293586.68523714185,1.3828233846569162,500000,293586.68523714185,-39.067178370719041,200000,293053.52603719616
0.0014140000000000001,699080.90000000002,-37.669145660421826,499616.15160871448,293586.68523714185,1.3975901767923962,500000,293586.68523714185,-39.06673583721421,200000,293047.82647222216
0.001616,698949.59999999998,-37.653941581534937,499608.20065931533,293586.68523714185,1.4123436634044075,500000,293586.68523714185,-39.066285244939387,200000,293042.13179596147
0.001818,698818.30000000005,-37.638742732860756,499600.1759071108,293586.68523714185,1.4270838828724066,500000,293586.68523714185,-39.065826615736597,200000,293036.44199056854
0.0020200000000000001,698687,-37.623549097940128,499592.07755139755,293586.68523714185,1.441810873396463,500000,293586.68523714185,-39.065359971336548,200000,293030.75703828369
0.002222,698555.69999999995,-37.608360660393217,499583.90579048131,293586.68523714185,1.4565246729684791,500000,293586.68523714185,-39.064885333361765,200000,293025.07692144328
