"time","heater.mediums[1].h","heater.mediums[1].p","pipe.mediums[1].h","pipe.mediums[1].p","pipe.mediums[2].h","pipe.mediums[2].p","radiator.mediums[1].h","radiator.mediums[1].p","tank.level","tank.medium.h"
0,334959.55236204772,130000,334959.55236204772,130000,334959.55236204772,130000,167665.61084406168,110000,1,84019.867127820762
1.2,307636.60567558487,129994.71407244225,334887.71400877926,129989.6981544203,334959.37847726472,129939.53912170157,165588.35501576247,111138.23836443377,0.99996418628839334,84032.537081468836
2.3999999999999999,301649.4614996445,129994.97674907095,334756.82282518729,129989.96077490372,334958.80857867544,129939.80124755664,163574.72698414527,111138.12766373054,0.99994914254186806,84044.916093681022
3.5999999999999996,300340.31144259113,129995.03412765406,334613.41952401184,129990.01813585895,334957.65570854425,129939.85844708839,161623.80263630114,111138.06224033238,0.99993886456743308,84057.01122059612
4.7999999999999998,300049.3794301459,129995.04687142771,334467.77724860265,129990.03087078416,334955.89650985232,129939.87109536886,159733.61256956897,111138.00785599517,0.99992983784305811,84068.830040333763
6,299984.19991261448,129995.04972176172,334322.12089714973,129990.03371444733,334953.52998515317,129939.87387121681,157902.25096939402,111137.95706080043,0.99992129458946388,84080.380021580742
7.1999999999999993,299970.40163202549,129995.05032068626,334176.93803622865,129990.03430741378,334950.55993909511,129939.87440283739,156127.87393262886,111137.90818057563,0.99991305935015284,84091.668474642967
8.4000000000000004,299968.95210353704,129995.05037873267,334032.33578284888,129990.0343598819,334946.99120252731,129939.87439761101,154408.69611921214,111137.8608068641,0.99990508657346133,84102.702546215412
9.5999999999999996,299968.21950301091,129995.05040562898,333888.34422683786,129990.0343814759,334942.82878931816,129939.87436427774,152742.98723710995,111137.81478847041,0.99989735720868833,84113.489223184966
10.799999999999999,299967.4295530016,129995.05043530048,333744.96293994383,129990.03440610837,334938.07776741544,129939.87433663274,151129.06971043648,111137.77007686798,0.9998898628494205,84124.035335677967
12,299967.06271507934,129995.05044668609,333602.18798095151,129990.03441271617,334932.74317210808,129939.87429358628,149565.33614066601,111137.72663692715,0.9998825966162822,84134.347500041476
13.199999999999999,299967.04297844879,129995.05044311073,333460.01698106463,129990.03440461785,334926.83001169149,129939.87423839213,148050.21521244026,111137.68442916354,0.99987555126391092,84144.432219683105
14.399999999999999,299967.20274237113,129995.05043191339,333318.44783749356,129990.03438914496,334920.34326933615,129939.87417831217,146582.17343808193,111137.64341409647,0.99986871963415846,84154.295877070137
15.6,299967.42058048426,129995.05041841006,333177.47835192748,129990.0343716073,334913.28783037484,129939.87411859434,145159.82597955302,111137.60355631146,0.99986209530045822,84163.944377622334
16.800000000000001,299967.574582231,129995.05040793776,333037.10630926641,129990.03435733524,334905.66863211128,129939.87406450465,143781.70919805561,111137.56481847173,0.99985567147140131,84173.383879581888
18,299967.59924978577,129995.05040336133,332897.32934802095,129990.03434918779,334897.49057734048,129939.87401884329,142446.40998666262,111137.52716494545,0.99984944164281098,84182.620371487399
19.199999999999999,299967.69837265072,129995.05039574527,332758.14438618644,129990.03433822609,334888.75846630387,129939.8739726364,141152.66298925385,111137.49056599244,0.99984340024960283,84191.659334438693
20.399999999999999,299967.75146083243,129995.05039036434,332619.54920941242,129990.03432971844,334879.47722273873,129939.87393108863,139899.02492615886,111137.45498477778,0.9998375405958243,84200.506860601425
21.599999999999998,299967.76887111395,129995.05038675983,332481.54128382599,129990.03432320141,334869.65163318656,129939.87389368839,138684.24518550438,111137.42039025015,0.99983185699907451,84209.168380276911
22.800000000000001,299967.80442507134,129995.05038256902,332344.11800798407,129990.03431630853,334859.286328419,129939.87385803142,137507.2896207555,111137.38675696345,0.99982634481651012,84217.648580078123
24,299967.83698340534,129995.050378713,332207.2768969782,129990.03430995533,334848.38620785403,129939.87382497774,136366.75076181369,111137.35404980452,0.99982099761243115,84225.953429209767
25.199999999999999,299967.87156543951,129995.05037496754,332071.01548157545,129990.03430391331,334836.9559165751,129939.87379425649,135261.5593649832,111137.32224206076,0.99981581053376534,84234.087707513623
26.399999999999999,299967.91310315288,129995.05037111265,331935.33131803706,129990.03429795863,334825.00002769957,129939.87376560437,134190.7393485443,111137.29130927108,0.99981077915608452,84242.0558624525
27.599999999999998,299967.9668114871,129995.05036691486,331800.22188003204,129990.03429185285,334812.52334748692,129939.87373873373,133153.01282234487,111137.26121968057,0.99980589766632078,84249.863418265828
