"time","p","s","u","Tsat"
0,200000,7160.649360659434,119656.18210777199,393.36057029027381
0.00020000000000000001,199970,7160.6937301616917,119656.18210777199,393.35582811675232
0.00040000000000000002,199940,7160.7381063208732,119656.18210777199,393.35108536212454
0.00060000000000000006,199910,7160.7824891389755,119656.18210777199,393.34634202623005
0.00080000000000000004,199880,7160.826878617997,119656.18210777199,393.34159810890873
0.001,199850,7160.8712747599384,119656.18210777199,393.33685360999993
0.0012000000000000001,199820,7160.9156775667998,119656.18210777199,393.33210852934349
0.0014,199790,7160.960087040582,119656.18210777199,393.32736286677857
0.0016000000000000001,199760,7161.0045031832879,119656.18210777199,393.32261662214484
0.0018000000000000002,199730,7161.0489259969208,119656.18210777199,393.31786979528152
0.002,199700,7161.0933554834846,119656.18210777199,393.31312238602789
0.0022000000000000001,199670,7161.1377916449846,119656.18210777199,393.30837439422316
0.0024000000000000002,199640,7161.1822344834272,119656.18210777199,393.3036258197065
0.0026000000000000003,199610,7161.2266840008178,119656.18210777199,393.29887666231684
0.0028,199580,7161.2711401991646,119656.18210777199,393.29412692189328
0.0030000000000000001,199550,7161.3156030804776,119656.18210777199,393.28937659827471
0.0032000000000000002,199520,7161.3600726467648,119656.18210777199,393.28462569130005
0.0034000000000000002,199490,7161.4045489000373,119656.18210777199,393.27987420080802
0.0036000000000000003,199460,7161.4490318423068,119656.18210777199,393.27512212663731
0.0038,199430,7161.4935214755851,119656.18210777199,393.2703694686266
0.0040000000000000001,199400,7161.538017801885,119656.18210777199,393.26561622661455
0.0042000000000000006,199370,7161.5825208232218,119656.18210777199,393.26086240043952
0.0044000000000000003,199340,7161.6270305416092,119656.18210777199,393.25610798994006
0.0045999999999999999,199310,7161.6715469590645,119656.18210777199,393.25135299495457
0.0048000000000000004,199280,7161.716070077603,119656.18210777199,393.24659741532122
0.0050000000000000001,199250,7161.760599899244,119656.18210777199,393.24184125087839
0.0052000000000000006,199220,7161.8051364260045,119656.18210777199,393.2370845014641
0.0054000000000000003,199190,7161.8496796599056,119656.18210777199,393.23232716691655
0.0055999999999999999,199160,7161.8942296029663,119656.18210777199,393.22756924707369
0.0058000000000000005,199130,7161.9387862572094,119656.18210777199,393.22281074177357
0.0060000000000000001,199100,7161.9833496246565,119656.18210777199,393.21805165085397
0.0062000000000000006,199070,7162.0279197073305,119656.18210777199,393.21329197415275
0.0064000000000000003,199040,7162.0724965072568,119656.18210777199,393.2085317115077
0.0066,199010,7162.117080026459,119656.18210777199,393.20377086275641
0.0068000000000000005,198980,7162.1616702669635,119656.18210777199,393.1990094277366
0.0070000000000000001,198950,7162.2062672307975,119656.18210777199,393.19424740628574
0.0072000000000000007,198920,7162.2508709199892,119656.18210777199,393.18948479824132
0.0074000000000000003,198890,7162.2954813365659,119656.18210777199,393.18472160344072
0.0076,198860,7162.3400984825585,119656.18210777199,393.17995782172125
0.0078000000000000005,198830,7162.3847223599969,119656.18210777199,393.17519345292021
0.0080000000000000002,198800,7162.429352970913,119656.18210777199,393.17042849687476
0.0082000000000000007,198770,7162.4739903173386,119656.18210777199,393.16566295342204
0.0084000000000000012,198740,7162.5186344013082,119656.18210777199,393.16089682239908
0.0086,198710,7162.5632852248546,119656.18210777199,393.15613010364291
0.0088000000000000005,198680,7162.607942790014,119656.18210777199,393.15136279699038
0.0090000000000000011,198650,7162.6526070988211,119656.18210777199,393.14659490227831
0.0091999999999999998,198620,7162.697278153315,119656.18210777199,393.14182641934354
0.0094000000000000004,198590,7162.7419559555319,119656.18210777199,393.13705734802272
0.0096000000000000009,198560,7162.786640507511,119656.18210777199,393.13228768815247
0.0097999999999999997,198530,7162.8313318112932,119656.18210777199,393.12751743956943
0.01,198500,7162.8760298689176,119656.18210777199,393.12274660211
0.010200000000000001,198470,7162.920734682426,119656.18210777199,393.1179751756107
0.010400000000000001,198440,7162.965446253862,119656.18210777199,393.11320315990775
0.0106,198410,7163.0101645852692,119656.18210777199,393.10843055483741
