"time","damper.s_rel","elastoGap.s_rel","elastoGap.v_rel","position.s","position.v","position1.s","position1.v","position2.s","position2.v","relativeStates.s_rel","relativeStates.v_rel","slidingMass.s","slidingMass.v","springDamper.s_rel","springDamper.v_rel"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00022000000000000001,-6.3170143728306237e-17,-6.3170442724003836e-16,-1.1173410889443346e-11,1.7161868586422064e-06,0.023079938166824829,3.4489944298211091e-09,4.6685892765299964e-05,1.1174042653668605e-11,1.5205480655493401e-07,-1.1173347719298496e-11,-1.5204251454586974e-07,1.1173410919341793e-11,1.5204363251234309e-07,-1.1172779214914551e-11,-1.5203245910145365e-07
0.00044000000000000002,-9.8812616167684124e-16,-9.8813504473159807e-15,-8.921639936295509e-11,1.3201317946928544e-05,0.087758056727268302,2.7082822202974556e-08,0.00018256764653398281,8.9226282489952103e-11,6.0821369009371981e-07,-8.9215411236732251e-11,-6.081155323907099e-07,8.9216400251199365e-11,6.0812446381309526e-07,-8.9206518900752035e-11,-6.0803524741373229e-07
0.00066,-4.9757488062401168e-15,-4.975814990997046e-14,-3.010367761642294e-10,4.2907687170798116e-05,0.18768936472340728,8.9875769376079187e-08,0.00040168459165421675,3.0108654755042174e-10,1.36847753588844e-06,-3.0103180041475534e-10,-1.3681462964172578e-06,3.0103678278203676e-10,1.3681764493547875e-06,-3.0098702463212662e-10,-1.3678754125786233e-06
0.00088000000000000003,-1.5706112644940452e-14,-1.5706389915514804e-13,-7.1349962909258625e-10,9.7950885246747945e-05,0.31717867775615766,2.0951900428913785e-07,0.00069847842688594054,7.1365674844215627e-10,2.4328448899281058e-06,-7.1348392297625053e-10,-2.4320597277844623e-06,7.1349965681594835e-10,2.4321312332378867e-06,-7.13342592916793e-10,-2.4314177336087935e-06
0.0011000000000000001,-3.8330523150816939e-14,-3.8331367568852786e-13,-1.3934555848144834e-09,0.00018425963365578335,0.47112353910957128,4.0252213426101108e-07,0.0010677618664061866,1.3938390673597497e-09,3.8013137159324607e-06,-1.3934172542773473e-09,-3.7997801520117543e-06,1.3934556692422796e-09,3.7999198770424141e-06,-1.3930723555665909e-09,-3.7985264214575995e-06
0.00132,-7.9468035303881775e-14,-7.9470134708024642e-13,-2.4077403601115372e-09,0.00030670382149434555,0.64496566614874351,6.8429474287795573e-07,0.0015046930253704992,2.408535481297641e-09,5.4738813993502254e-06,-2.4076608920345863e-09,-5.4712313035402045e-06,2.4077405700102257e-09,5.4714728643097607e-06,-2.4069458686631453e-09,-5.4690651239496498e-06
0.0015400000000000001,-1.4720809600526189e-13,-1.4721263190394684e-12,-3.8231740813009906e-09,0.00046920593381681672,0.83464818646819516,1.0692167497785238e-06,0.002004753314492601,3.8246471146943759e-09,7.4505447434056909e-06,-3.8230268731000584e-09,-7.4463363224751605e-06,3.8231745347857009e-09,7.4467200972434319e-06,-3.8217024084666606e-09,-7.4428969231621309e-06
0.0017600000000000001,-2.5111199223015929e-13,-2.5112083368096011e-12,-5.7065624448025998e-09,0.0006748451862832386,1.0365747380536638,1.5707057335675116e-06,0.002563726291208691,5.7090754211947736e-09,9.7312999731778118e-06,-5.7063113325767522e-09,-9.7250177573599094e-06,5.7065633287134731e-09,9.7255908996130899e-06,-5.7040521203766632e-09,-9.7198843371682878e-06
0.00198,-4.0220729799875315e-13,-4.0222322847623246e-12,-8.1246938453564835e-09,0.00092596026849257071,1.2475675420423675,2.201285925588724e-06,0.0031776759822642669,8.1287192632606782e-09,1.231614272802376e-05,-8.1242916375851042e-09,-1.2307197560868688e-05,8.1246954379295088e-09,1.2308014012105427e-05,-8.1206732056447488e-09,-1.2299889318260069e-05
0.0022000000000000001,-6.129917197255646e-13,-6.1301869567281567e-12,-1.1144342021131859e-08,0.0012242319576292757,1.4648333150272066,2.972643668300948e-06,0.0038429294635670855,1.1150477602381996e-08,1.5205068069904689e-05,-1.11437290285217e-08,-1.5192797095146311e-05,1.1144344717833348e-08,1.5193917597966363e-05,-1.1138214530876618e-08,-1.5182773255945228e-05
0.0024200000000000003,-8.9743148229313078e-13,-8.9747492424352256e-12,-1.4832264668514156e-08,0.0015707653702006638,1.6859283597015484,3.8956844212652729e-06,0.0045560589499093664,1.4841248104558688e-08,1.8398070479188175e-05,-1.4831367235454803e-08,-1.8381737129166472e-05,1.4832269011126674e-08,1.8383229240204845e-05,-1.482329426188424e-08,-1.836839697553633e-05
0.00264,-1.270961210135466e-12,-1.2710283261181887e-11,-1.9255203416366054e-08,0.0019661632446104412,1.9087267773412224,4.9805847360227394e-06,0.0053138654666635057,1.9267927120146066e-08,2.1895143854919092e-05,-1.9253932452498275e-08,-2.1873937839033275e-05,1.9255210125296654e-08,2.1875875941890629e-05,-1.9242499842035464e-08,-2.1856620738474262e-05
0.0028600000000000001,-1.7504831572905094e-12,-1.7505832985648673e-11,-2.4479883631052272e-08,0.0024105931073003378,2.1313905816080574,6.236841334575439e-06,0.0061133634313250565,2.449740948796224e-08,2.5696281514827704e-05,-2.4478133143599565e-08,-2.5669318808219147e-05,2.4479893640866723e-08,2.5671784126365078e-05,-2.4462387807881075e-08,-2.5647304242734027e-05
0.0030800000000000003,-2.3543668565665058e-12,-2.3545119056207245e-11,-3.0573014404413581e-08,0.0029038474317471231,2.3523422267712579,7.6733164103294263e-06,0.0069517664219447333,3.0596588526521868e-08,2.980147619578468e-05,-3.0570660030857252e-08,-2.976779902804005e-05,3.0573028902589733e-08,2.9770879637711705e-05,-3.054948378353353e-08,-2.9740306623307287e-05
0.0033,-3.1024488842476492e-12,-3.1026536750609284e-11,-3.7601288458107274e-08,0.0034453978246533016,2.570239225718006,9.2982797611400604e-06,0.007826473940657103,3.763235594279065e-08,3.4210720053849709e-05,-3.7598185999088748e-08,-3.416929689781401e-05,3.7601308927006522e-08,3.4173087740902766e-05,-3.7570282390255921e-08,-3.4135486452444655e-05
0.0035200000000000001,-4.0160324847305723e-12,-4.0163152553133876e-11,-4.5631381967968161e-08,0.0040344441163240631,2.7839505722411428,1.11194482991856e-05,0.008735059001232769,4.5671601659562363e-08,3.8924004664096578e-05,-4.562736592055811e-08,-3.887373022488687e-05,4.5631410230026036e-08,3.8878333121803779e-05,-4.5591247077472913e-08,-3.8832701739835806e-05
0.0037400000000000003,-5.1178871048227732e-12,-5.1182699820293906e-11,-5.4729954406718658e-08,0.0046699585905366067,2.9925349236010872,1.3144023027539465e-05,0.00967525651253167,5.4781213660279412e-08,4.3941321020568816e-05,-5.4724836498142501e-08,-4.388101622477018e-05,5.472999267285322e-08,4.3886539887291048e-05,-5.4678809973032934e-08,-4.3831809932884325e-05
0.00396,-6.4322479677798864e-12,-6.4327574843735774e-11,-6.4963648427918827e-08,0.0053507255021342914,3.195220539192452,1.5378723481223936e-05,0.010644952458555469,6.5028077875486154e-08,4.9262659536370468e-05,-6.4957216149698323e-08,-4.9191071521368225e-05,6.4963699349154278e-08,4.9197631565462881e-05,-6.4899371774310537e-08,-4.9132667917034963e-05
0.0041800000000000006,-7.9848156949792599e-12,-7.9854833389377365e-11,-7.6399089751153278e-08,0.0060753762777798863,3.3913868714381019,1.7829819803490414e-05,0.011642173821406901,7.6479078070992039e-08,5.4888010043729791e-05,-7.6391104893615874e-08,-5.4803812147175381e-05,7.6399156473456747e-08,5.481153110582169e-05,-7.6319301640067385e-08,-5.4735132016070537e-05
