"time","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","m_flow_1[1]","m_flow_1[2]","m_flow_1[3]","m_flow_2[1]","m_flow_2[2]","m_flow_2[3]","kc[1]","kc[2]","kc[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","input_Nu.y"
0,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600,600,600,0.54620591619969838,11.585681394000297,167.13516151684271,0.51028945841346895,6.2539014116540974,91.043074115009503,154.14000000000001,3591,2322,381277.94521587511,147277.83250343034,18666.938329731809,356206.53383416549,79499.945948413078,10168.389669954768,600
0.000202,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.08079999999995,600.08079999999995,600.08079999999995,0.54629786240994149,11.587631683196497,167.16329640927813,0.5103748243570202,6.2548891399590154,91.057306969361093,154.16075751999998,3591.4835879999996,2322.3126959999995,381342.12808367674,147302.62468921579,18670.080650577045,356266.12335998955,79512.502006093549,10169.979304428005,600.08079999999995
0.00040400000000000001,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.16160000000002,600.16160000000002,600.16160000000002,0.54638981171534273,11.589582038044696,167.19143224881003,0.51046019274657028,6.2558768888581096,91.07154008363139,154.18151503999999,3591.9671760000001,2322.6253919999999,381406.31311204721,147327.41770957314,18673.223077201284,356325.71459323814,79525.05832556833,10171.568967930958,600.16160000000002
0.00060599999999999998,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.24239999999998,600.24239999999998,600.24239999999998,0.54648176411558902,11.591532458538271,167.21956903534272,0.51054556358181724,6.2568646583487411,91.085773457785024,154.20227256000001,3592.4507640000002,2322.9380879999999,381470.50030076806,147352.21156441822,18676.365609593846,356385.3075337006,79537.614906803923,10173.15866045968,600.24239999999998
0.00080800000000000002,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.32320000000004,600.32320000000004,600.32320000000004,0.54657371961036783,11.593482944670589,167.24770676878063,0.51063093686245853,6.2578524484282765,91.100007091786665,154.22303008,3592.9343520000002,2323.2507839999998,381534.6896496212,147377.00625366668,18679.508247744052,356444.90218116564,79550.1717497668,10174.748382010222,600.32320000000004
0.00101,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.404,600.404,600.404,0.54666567819936718,11.595433496435023,167.27584544902822,0.51071631258819261,6.2588402590940904,91.114240985600844,154.24378760000002,3593.4179400000003,2323.5634800000003,381598.88115838874,147401.80177723427,18682.650991641236,356504.49853542284,79562.728854423593,10176.338132578621,600.404
0.001212,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.48479999999995,600.48479999999995,600.48479999999995,0.54675763988227433,11.597384113824946,167.3039850759898,0.51080169075871784,6.259828090343543,91.128475139192247,154.26454512000001,3593.9015280000003,2323.8761760000002,381663.07482685242,147426.59813503677,18685.793841274706,356564.0965962616,79575.28622074076,10177.92791216094,600.48479999999995
0.0014140000000000001,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.56560000000002,600.56560000000002,600.56560000000002,0.54684960465877741,11.599334796833745,167.33212564956989,0.51088707137373246,6.2608159421740011,91.142709552525361,154.28530264,3594.3851160000004,2324.1888720000002,381727.27065479459,147451.39532699008,18688.936796633803,356623.69636347122,79587.843848684846,10179.517720753203,600.56560000000002
0.001616,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.64639999999997,600.64639999999997,600.64639999999997,0.54694157252856412,11.601285545454786,167.36026716967294,0.51097245443293482,6.2618038145828407,91.156944225565013,154.30606016000002,3594.868704,2324.5015680000001,381791.46864199714,147476.19335300993,18692.079857707853,356683.29783684126,79600.401738222456,10181.10755835149,600.64639999999997
0.001818,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.72720000000004,600.72720000000004,600.72720000000004,0.5470335434913226,11.603236359681464,167.38840963620359,0.51105783993602327,6.2627917075674313,91.171179158275748,154.32681768000003,3595.3522920000005,2324.8142640000005,381855.66878824244,147500.9922130123,18695.223024486204,356742.90101616102,79612.959889320176,10182.697424951837,600.72720000000004
0.0020200000000000001,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.80799999999999,600.80799999999999,600.80799999999999,0.54712551754673999,11.605187239507147,167.41655304906612,0.51114322788269595,6.2637796211251269,91.185414350622224,154.34757519999999,3595.8358800000001,2325.1269600000001,381919.87109331216,147525.79190691293,18698.366296958167,356802.50590121996,79625.51830194435,10184.287320550298,600.80799999999999
0.002222,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.88879999999995,600.88879999999995,600.88879999999995,0.5472174946945052,11.607138184925228,167.44469740816521,0.51122861827265187,6.2647675552533206,91.199649802569127,154.36833271999998,3596.3194679999997,2325.4396559999996,381984.075556989,147550.59243462779,18701.509675113099,356862.11249180778,79638.076976061857,10185.877245142927,600.88879999999995
0.0024239999999999999,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,600.96960000000001,600.96960000000001,600.96960000000001,0.54730947493430626,11.609089195929085,167.47284271340558,0.51131401110558994,6.2657555099493774,91.213885514081227,154.38909024,3596.8030560000002,2325.752352,382048.28217905533,147575.39379607272,18704.653158940349,356921.72078771447,79650.635911639198,10187.46719872579,600.96960000000001
0.0026259999999999999,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,601.05039999999997,601.05039999999997,601.05039999999997,0.54740145826583109,11.611040272512108,167.50098896469163,0.51139940638120895,6.2667434852106636,91.228121485123012,154.40984775999999,3597.2866440000003,2326.0650479999999,382112.49095929321,147600.19599116367,18707.796748429249,356981.3307887296,79663.195108642889,10189.057181294922,601.05039999999997
0.0028280000000000002,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,601.13120000000004,601.13120000000004,601.13120000000004,0.54749344468876826,11.612991414667686,167.52913616192802,0.51148480409920705,6.2677314810345619,91.242357715659338,154.43060528000001,3597.7702320000003,2326.3777439999999,382176.7018974853,147624.99901981666,18710.940443569147,357040.94249464257,79675.75456703965,10190.647192846396,601.13120000000004
0.0030300000000000001,1007,4189,3384.5500000000002,1.8240000000000002e-05,0.0010016000000000001,0.114,0.025690000000000001,0.59850000000000003,0.38700000000000001,1.1879999999999999,998.21000000000004,1037.799,601.21199999999999,601.21199999999999,601.21199999999999,0.54758543420280581,11.614942622389202,167.55728430501927,0.5115702042592839,6.2687194974184317,91.256594205654864,154.4513628,3598.2538199999999,2326.6904399999999,382240.91499341372,147649.80288194754,18714.084244349378,357100.55590524379,79688.31428679594,10192.237233376269,601.21199999999999
