"Time","coupling.w","coupling.tau","multiSensor.i","multiSensor.v"
0,0,0,0,100
9.9999997e-05,9.9340731e-09,-2.884602e-05,8.2120314e-06,100
0.00019999999,3.7300527e-08,-5.2467323e-05,2.7168349e-05,100
0.00030000001,7.8939209e-08,-7.1807321e-05,5.0888397e-05,100
0.00039999999,1.3226256e-07,-8.7642351e-05,7.5805292e-05,100
0.00050000002,1.9515186e-07,-0.00010060801,9.988997e-05,100
0.00060000003,2.6587233e-07,-0.00011122469,0.00012207862,100
0.00069999998,3.4300353e-07,-0.00011991843,0.00014190072,100
0.00079999998,4.2538238e-07,-0.00012703802,0.00015923921,100
0.00089999998,5.120562e-07,-0.00013286909,0.00017417873,100
0.001,6.0224488e-07,-0.0001376455,0.00018690874,100
0.0011,6.9530984e-07,-0.00014155867,0.00019766555,100
0.0012000001,7.9072777e-07,-0.0001447653,0.00020669647,100
0.0013,8.8807025e-07,-0.00014739374,0.00021424062,100
0.0014,9.8698627e-07,-0.00014954904,0.0002205179,100
0.0015,1.0871884e-06,-0.00015131722,0.00022572483,100
0.0016,1.1884409e-06,-0.00015276868,0.00023003313,100
0.0017,1.2905509e-06,-0.00015396108,0.00023359079,100
0.0018,1.3933601e-06,-0.00015494165,0.00023652391,100
0.0019,1.4967389e-06,-0.000155749,0.00023893896,100
0.0020000001,1.6005808e-06,-0.0001564148,0.00024092536,100
0.0020999999,1.7047987e-06,-0.00015696493,0.00024255783,100
0.0022,1.8093211e-06,-0.00015742058,0.00024389838,100
0.0023000001,1.9140894e-06,-0.00015779911,0.00024499852,100
0.0024000001,2.0190546e-06,-0.00015811478,0.00024590114,100
0.0024999999,2.1241776e-06,-0.00015837925,0.00024664149,100
0.0026,2.2294253e-06,-0.00015860202,0.00024724848,100
0.0027000001,2.3347714e-06,-0.00015879089,0.00024774604,100
0.0027999999,2.4401932e-06,-0.00015895223,0.00024815375,100
0.0029,2.5456727e-06,-0.00015909126,0.00024848781,100
0.003,2.6511946e-06,-0.00015921227,0.0002487615,100
0.0031000001,2.7567464e-06,-0.00015931876,0.00024898569,100
0.0031999999,2.8623176e-06,-0.0001594136,0.00024916936,100
0.0033,2.9678997e-06,-0.00015949913,0.00024931977,100
0.0034,3.0734852e-06,-0.00015957726,0.00024944296,100
0.0035000001,3.1790682e-06,-0.00015964957,0.00024954384,100
0.0035999999,3.2846433e-06,-0.00015971735,0.00024962646,100
0.0037,3.3902063e-06,-0.00015978164,0.0002496941,100
0.0038000001,3.4957534e-06,-0.00015984332,0.00024974952,100
0.0038999999,3.6012814e-06,-0.00015990307,0.00024979489,100
0.0040000002,3.7067873e-06,-0.00015996146,0.000249832,100
0.0041,3.8122691e-06,-0.00016001896,0.00024986232,100
0.0041999999,3.9177244e-06,-0.00016007596,0.00024988712,100
0.0043000001,4.0231516e-06,-0.00016013278,0.00024990737,100
0.0044,4.1285484e-06,-0.00016018969,0.00024992402,100
0.0044999998,4.2339138e-06,-0.00016024688,0.00024993761,100
0.0046000001,4.3392461e-06,-0.00016030455,0.00024994879,100
0.0046999999,4.4445437e-06,-0.00016036282,0.00024995793,100
0.0048000002,4.5498059e-06,-0.0001604218,0.00024996544,100
0.0049000001,4.6550317e-06,-0.00016048159,0.00024997164,100
0.0049999999,4.7602193e-06,-0.00016054226,0.0002499767,100
0.0051000002,4.8653683e-06,-0.00016060386,0.00024998089,100
0.0052,4.9704772e-06,-0.00016066643,0.0002499843,100
0.0052999998,5.0755457e-06,-0.00016073002,0.00024998709,100
0.0054000001,5.1805728e-06,-0.00016079465,0.00024998939,100
0.0055,5.2855567e-06,-0.00016086036,0.00024999125,100
0.0055999998,5.3904973e-06,-0.00016092716,0.00024999279,100
0.0057000001,5.4953939e-06,-0.00016099506,0.00024999405,100
0.0057999999,5.600245e-06,-0.00016106409,0.00024999509,100
0.0059000002,5.7050506e-06,-0.00016113423,0.00024999594,100
0.0060000001,5.809809e-06,-0.00016120552,0.00024999664,100
0.0060999999,5.9145195e-06,-0.00016127795,0.00024999722,100
0.0062000002,6.0191819e-06,-0.00016135151,0.00024999771,100
0.0063,6.1237952e-06,-0.0001614262,0.00024999809,100
0.0063999998,6.2283584e-06,-0.00016150204,0.00024999841,100
0.0065000001,6.3328707e-06,-0.00016157901,0.00024999867,100
0.0066,6.4373312e-06,-0.00016165712,0.00024999888,100
0.0066999998,6.5417398e-06,-0.00016173637,0.00024999905,100
0.0068000001,6.6460948e-06,-0.00016181677,0.0002499992,100
0.0068999999,6.7503961e-06,-0.00016189828,0.00024999931,100
0.0070000002,6.8546428e-06,-0.00016198092,0.0002499994,100
0.0071,6.9588336e-06,-0.00016206469,0.00024999946,100
0.0071999999,7.062969e-06,-0.00016214958,0.00024999949,100
0.0073000002,7.167047e-06,-0.00016223558,0.00024999952,100
0.0074,7.2710673e-06,-0.0001623227,0.00024999952,100
0.0074999998,7.3750289e-06,-0.00016241093,0.00024999955,100
0.0076000001,7.4789318e-06,-0.00016250028,0.0002499996,100
0.0077,7.5827747e-06,-0.00016259072,0.00024999963,100
0.0077999998,7.6865563e-06,-0.00016268226,0.00024999966,100
0.0078999996,7.7902778e-06,-0.0001627749,0.00024999969,100
0.0080000004,7.8939356e-06,-0.00016286863,0.00024999972,100
0.0081000002,7.9975316e-06,-0.00016296344,0.00024999972,100
0.0082,8.1010639e-06,-0.00016305933,0.00024999975,100
0.0082999999,8.2045317e-06,-0.00016315631,0.00024999978,100
0.0083999997,8.3079349e-06,-0.00016325434,0.00024999981,100
0.0085000005,8.4112717e-06,-0.00016335346,0.00024999981,100
0.0086000003,8.514543e-06,-0.00016345363,0.00024999981,100
0.0087000001,8.617747e-06,-0.00016355485,0.00024999984,100
0.0088,8.7208828e-06,-0.00016365714,0.00024999984,100
0.0088999998,8.8239494e-06,-0.00016376047,0.00024999984,100
0.0089999996,8.9269479e-06,-0.00016386485,0.00024999984,100
0.0091000004,9.0298763e-06,-0.00016397027,0.00024999984,100
0.0092000002,9.1327338e-06,-0.00016407672,0.00024999984,100
0.0093,9.2355194e-06,-0.00016418421,0.00024999984,100
0.0093999999,9.3382341e-06,-0.00016429272,0.00024999984,100
0.0094999997,9.4408751e-06,-0.00016440226,0.00024999984,100
0.0096000005,9.5434434e-06,-0.00016451282,0.00024999984,100
0.0097000003,9.645938e-06,-0.00016462439,0.00024999984,100
0.0098000001,9.7483571e-06,-0.00016473698,0.00024999984,100
0.0098999999,9.8507007e-06,-0.00016485057,0.00024999984,100
0.0099999998,9.9529689e-06,-0.00016496517,0.00024999984,100
0.0101,1.0055161e-05,-0.00016508075,0.00024999984,100
0.0102,1.0157274e-05,-0.00016519734,0.00024999984,100
0.0103,1.0259309e-05,-0.00016531491,0.00024999984,100
0.0104,1.0361267e-05,-0.00016543346,0.00024999984,100
0.0105,1.0463144e-05,-0.00016555301,0.00024999984,100
0.0106,1.0564942e-05,-0.00016567351,0.00024999984,100
0.0107,1.0666659e-05,-0.00016579501,0.00024999984,100
0.0108,1.0768294e-05,-0.00016591744,0.00024999984,100
0.0109,1.0869849e-05,-0.00016604086,0.00024999984,100
0.011,1.097132e-05,-0.00016616523,0.00024999984,100
0.0111,1.1072708e-05,-0.00016629056,0.00024999984,100
0.0112,1.1174012e-05,-0.00016641684,0.00024999984,100
0.0113,1.1275231e-05,-0.00016654405,0.00024999984,100
0.0114,1.1376365e-05,-0.00016667221,0.00024999984,100
0.0115,1.1477415e-05,-0.00016680131,0.00024999984,100
0.0116,1.1578377e-05,-0.00016693134,0.00024999984,100
0.0117,1.1679252e-05,-0.0001670623,0.00024999984,100
0.0118,1.1780039e-05,-0.00016719419,0.00024999984,100
0.0119,1.1880739e-05,-0.00016732699,0.00024999984,100
0.012,1.1981349e-05,-0.0001674607,0.00024999984,100
0.0121,1.208187e-05,-0.00016759534,0.00024999984,100
0.0122,1.2182302e-05,-0.00016773088,0.00024999984,100
0.0123,1.2282642e-05,-0.00016786731,0.00024999984,100
0.0124,1.2382891e-05,-0.00016800466,0.00024999984,100
0.0125,1.2483049e-05,-0.00016814288,0.00024999984,100
0.0126,1.2583114e-05,-0.00016828201,0.00024999984,100
0.0127,1.2683086e-05,-0.00016842202,0.00024999984,100
0.0128,1.2782963e-05,-0.00016856291,0.00024999984,100
0.0129,1.2882748e-05,-0.00016870469,0.00024999984,100
0.013,1.2982437e-05,-0.00016884733,0.00024999984,100
0.0131,1.3082031e-05,-0.00016899084,0.00024999984,100
0.0132,1.3181529e-05,-0.00016913521,0.00024999984,100
0.0133,1.328093e-05,-0.00016928045,0.00024999984,100
0.0134,1.3380234e-05,-0.00016942654,0.00024999984,100
0.0135,1.347944e-05,-0.0001695735,0.00024999984,100
0.0136,1.3578549e-05,-0.00016972129,0.00024999984,100
0.0137,1.3677558e-05,-0.00016986992,0.00024999984,100
0.0138,1.3776468e-05,-0.0001700194,0.00024999984,100
0.0139,1.3875278e-05,-0.00017016972,0.00024999984,100
0.014,1.3973988e-05,-0.00017032087,0.00024999984,100
0.0141,1.4072596e-05,-0.00017047283,0.00024999984,100
0.0142,1.4171103e-05,-0.00017062564,0.00024999984,100
0.0143,1.4269508e-05,-0.00017077925,0.00024999984,100
0.0144,1.4367811e-05,-0.00017093369,0.00024999984,100
0.0145,1.446601e-05,-0.00017108893,0.00024999984,100
0.0146,1.4564104e-05,-0.00017124499,0.00024999984,100
0.0147,1.4662095e-05,-0.00017140183,0.00024999984,100
0.0148,1.4759981e-05,-0.00017155948,0.00024999984,100
0.0149,1.4857762e-05,-0.00017171794,0.00024999984,100
0.015,1.4955437e-05,-0.00017187717,0.00024999984,100
0.0151,1.5053005e-05,-0.00017203719,0.00024999984,100
0.0152,1.5150466e-05,-0.00017219801,0.00024999984,100
0.0153,1.5247821e-05,-0.00017235959,0.00024999984,100
0.0154,1.5345067e-05,-0.00017252195,0.00024999984,100
0.0155,1.5442203e-05,-0.00017268509,0.00024999984,100
0.0156,1.5539232e-05,-0.00017284899,0.00024999984,100
0.015699999,1.5636151e-05,-0.00017301364,0.00024999984,100
0.015799999,1.573296e-05,-0.00017317907,0.00024999984,100
0.015900001,1.5829659e-05,-0.00017334524,0.00024999984,100
0.016000001,1.5926245e-05,-0.00017351216,0.00024999984,100
0.016100001,1.6022723e-05,-0.00017367983,0.00024999984,100
0.0162,1.6119086e-05,-0.00017384824,0.00024999984,100
0.0163,1.6215337e-05,-0.00017401739,0.00024999984,100
