"time","capacitor1.v","capacitor2.v","cosineVoltage.phi","inductor1.i","inductor2.i","sineVoltage.phi"
0,0,0,0,0,0,0
5.0000000000000002e-05,2.8410220875823161e-10,0.00049306235516752219,1.5708014661811993e-06,2.1022848447953719e-09,0.0031384668895491391,1.5708014661811993e-06
0.0001,3.4004314192905476e-09,0.0019704276672219637,6.2831909805250903e-06,1.5448968420923849e-08,0.0062684797322304728,6.2831909805250903e-06
0.00015000000000000001,1.4048170224274226e-08,0.0044292809844752902,1.4137172729483599e-05,4.857059725702633e-08,0.0093873726524424141,1.4137172729483599e-05
0.00020000000000000001,3.986874213600697e-08,0.0078657218514321722,2.5132747044038448e-05,1.1101605652091646e-07,0.012492165281403518,2.5132747044038448e-05
0.00025000000000000001,9.0613403662744874e-08,0.012275277150193283,3.9269913986798097e-05,2.117597099783155e-07,0.015580060604625171,3.9269913986798097e-05
0.00030000000000000003,1.8022964794689272e-07,0.017651984840424163,5.6548673575515142e-05,3.6086213127519838e-07,0.018647927808888569,5.6548673575515142e-05
0.00035,3.2544562674201379e-07,0.023989029463276607,7.6969025819474313e-05,5.6825558864803777e-07,0.021692680655972893,7.6969025819474313e-05
0.00040000000000000002,5.462115496609176e-07,0.0312786051602299,0.00010053097071955121,8.4373329443092307e-07,0.024711281544772461,0.00010053097071955121
0.00045000000000000004,8.6547128621472279e-07,0.039512004085997011,0.0001272345082746672,1.1968433585613011e-06,0.027700774384626203,0.0001272345082746672
0.00050000000000000001,1.309112900653241e-06,0.048679616953862428,0.00015707963848388405,1.6369842499109747e-06,0.030658254602431871,0.00015707963848388405
0.00055000000000000003,1.9056600598609892e-06,0.058771021356162537,0.00019006636134671955,2.1734597134797882e-06,0.033580851448213281,0.00019006636134671955
0.00060000000000000006,2.6866852923759124e-06,0.069774853794250441,0.00022619467686329277,2.815466933772501e-06,0.036465732353411787,0.00022619467686329277
0.00065000000000000008,3.6868319468356523e-06,0.081678812383471688,0.00026546458503331409,3.5720353922789571e-06,0.039310122125690967,0.00026546458503331409
0.00069999999999999999,4.9438290843168497e-06,0.094469647674757365,0.00030787608585658129,4.4520555168521686e-06,0.042111293994432482,0.00030787608585658129
0.00075000000000000002,6.4977934247996175e-06,0.10813337369324179,0.00035342917933327397,5.4643312668864065e-06,0.044866552035055816,0.00035342917933327397
0.00080000000000000004,8.3915737632678065e-06,0.12265516546003367,0.00040212386546362242,6.6175436989830288e-06,0.047573243127641461,0.00040212386546362242
0.00085000000000000006,1.0670915030769804e-05,0.13801931667232983,0.00045396014424768026,7.9201922577654588e-06,0.050228775612442218,0.00045396014424768026
0.00090000000000000008,1.338403458785799e-05,0.15420937028087789,0.00050893801568534301,9.3806108972375153e-06,0.052830613571880812,0.00050893801568534301
0.00095,1.6581894994382289e-05,0.17120802804956631,0.00056705747977670582,1.1006998314280163e-05,0.0553762677851403,0.00056705747977670582
0.001,2.0317751532008285e-05,0.18899730687530975,0.00062831853652169697,1.2807327710955504e-05,0.057863323294380924,0.00062831853652169697
0.0010500000000000002,2.4647629626200752e-05,0.2075583737226348,0.00069272118592030442,1.4789442820551247e-05,0.060289410063843668,0.00069272118592030442
0.0011000000000000001,2.9629660218947818e-05,0.22687177376091835,0.00076026542797252709,1.6960934745828297e-05,0.06265224052970203,0.00076026542797252709
