"Time","loadInertia.w","loadInertia.phi","tauShaft","imc.idq_sr[2]","imc.is[2]","wMechanical","imc.is[1]","imc.idq_rr[1]","tauElectrical","imc.idq_rr[2]","imc.idq_sr[1]"
5.8800001,124.87067,832.53802,-7.1731701,66.737976,-0.034447812,124.87067,122.49171,-121.50063,-8.9664631,-62.43576,124.68378
5.881,124.86449,832.66284,-7.1735258,33.852348,-0.034456357,124.86449,122.49171,-133.16229,-8.9669075,-30.470194,137.30994
5.882,124.85831,832.78772,-7.1738815,-1.1318681,-0.034464873,124.85831,122.49172,-136.56198,-8.9673519,3.3841944,141.41682
5.8829999,124.85212,832.9126,-7.1742373,-36.044174,-0.034472726,124.85212,122.49172,-131.49004,-8.9677963,37.027004,136.75093
5.8839998,124.84593,833.03741,-7.1745925,-68.719063,-0.034479816,124.84593,122.49173,-118.26228,-8.9682407,68.371475,123.60296
5.8850002,124.83975,833.16229,-7.1749482,-97.13031,-0.034486104,124.83975,122.49173,-97.700348,-8.9686852,95.473907,102.7896
5.8860002,124.83356,833.28711,-7.1753035,-119.51663,-0.034491617,124.83356,122.49173,-71.080467,-8.9691296,116.65415,75.602745
5.8870001,124.82738,833.41193,-7.1756587,-134.49075,-0.034496438,124.82738,122.49174,-40.054218,-8.969573,130.59972,43.729149
5.888,124.82119,833.53674,-7.1760139,-141.12532,-0.034500659,124.82119,122.49174,-6.54598,-8.9700174,136.44696,9.1457644
5.8889999,124.81501,833.66156,-7.1763687,-139.01024,-0.034504417,124.81501,122.49174,27.366465,-8.9704609,133.83459,-26.002953
5.8899999,124.80882,833.78638,-7.176724,-128.27792,-0.034507722,124.80882,122.49174,59.580784,-8.9709044,122.9258,-59.538021
5.8909998,124.80264,833.91119,-7.1770787,-109.59486,-0.034511086,124.80264,122.49174,88.100426,-8.9713488,104.39798,-89.38102
5.8920002,124.79645,834.03601,-7.177434,-84.120193,-0.034514792,124.79645,122.49174,111.15831,-8.9717922,79.400581,-113.68287
5.8930001,124.79026,834.16083,-7.1777892,-53.43362,-0.03451889,124.79026,122.49174,127.32629,-8.9722366,49.483719,-130.93834
5.8940001,124.78407,834.28558,-7.1781449,-19.437462,-0.034523427,124.78407,122.49175,135.60349,-8.972681,16.50197,-140.07921
5.895,124.77789,834.41034,-7.1785002,15.761397,-0.034528427,124.77789,122.49175,135.47823,-8.9731255,-17.500648,-140.54031
5.8959999,124.77169,834.53516,-7.1788564,49.982067,-0.034533981,124.77169,122.49175,126.95947,-8.9735699,-50.417374,-132.29434
5.8969998,124.7655,834.65991,-7.1792126,81.10479,-0.03454091,124.7655,122.49176,110.57622,-8.9740152,-80.209229,-115.85342
5.8979998,124.75932,834.78467,-7.1795692,107.20222,-0.034549173,124.75932,122.49176,87.344414,-8.9744616,-105.03129,-92.237114
5.8990002,124.75313,834.90942,-7.1799259,126.65874,-0.034558155,124.75313,122.49177,58.703964,-8.9749079,-123.34692,-62.909187
5.9000001,124.74693,835.03418,-7.1802831,138.27039,-0.034567524,124.74693,122.49177,26.429367,-8.9753542,-134.02278,-29.686743
5.901,124.74075,835.15894,-7.1806402,141.31927,-0.03457696,124.74075,122.49178,-7.4802685,-8.9758005,-136.39891,5.3723965
5.902,124.73456,835.28369,-7.1809974,135.6179,-0.03458618,124.73456,122.49178,-40.925095,-8.9762468,-130.32941,40.097187
5.9029999,124.72836,835.40839,-7.1813545,121.52054,-0.034595005,124.72836,122.49178,-71.834549,-8.9766932,-116.19128,72.337822
5.9039998,124.72218,835.53314,-7.1817112,99.901108,-0.034602456,124.72218,122.49179,-98.295547,-8.9771395,-94.860954,100.0988
5.9050002,124.71598,835.65784,-7.1820679,72.098938,-0.034608547,124.71598,122.49179,-118.67081,-8.9775848,-67.659828,121.66241
5.9060001,124.70979,835.78253,-7.1824245,39.835716,-0.034613237,124.70979,122.49179,-131.70016,-8.9780302,-36.272339,135.69495
5.9070001,124.7036,835.90723,-7.1827807,5.1087589,-0.034616701,124.7036,122.4918,-136.57831,-8.9784756,-2.6415792,141.32906
5.908,124.69741,836.03198,-7.1831365,-29.932644,-0.034619145,124.69741,122.4918,-133.00462,-8.9789209,31.151007,138.21736
5.9089999,124.69122,836.15668,-7.1834927,-63.120274,-0.034621317,124.69122,122.4918,-121.20144,-8.9793663,63.014481,126.55367
5.9099998,124.68502,836.28131,-7.1838489,-92.401138,-0.034623139,124.68502,122.4918,-101.90024,-8.9798107,90.977768,107.06087
5.9109998,124.67883,836.40601,-7.1842046,-115.96442,-0.034624603,124.67883,122.4918,-76.29615,-8.9802551,113.31156,80.945992
5.9120002,124.67264,836.5307,-7.1845603,-132.35344,-0.034625854,124.67264,122.4918,-45.973881,-8.9807005,128.63519,49.825367
5.9130001,124.66644,836.6554,-7.184916,-140.55559,-0.03462724,124.66644,122.4918,-12.809582,-8.9811449,136.00194,15.624548
5.914,124.66025,836.78003,-7.1852722,-140.06482,-0.034628961,124.66025,122.4918,21.145304,-8.9815903,134.95735,-19.540892
5.915,124.65405,836.90466,-7.1856284,-130.91277,-0.034631208,124.65405,122.49181,53.790947,-8.9820356,125.56729,-53.49625
5.9159999,124.64786,837.02936,-7.1859846,-113.66659,-0.034634668,124.64786,122.49181,83.108994,-8.982481,108.41358,-84.142197
5.9169998,124.64166,837.15399,-7.1863413,-89.39373,-0.034639385,124.64166,122.49181,107.28731,-8.9829273,84.557922,-109.5845
5.9180002,124.63547,837.27863,-7.1866984,-59.595776,-0.034645256,124.63547,122.49181,124.83195,-8.9833736,55.476063,-128.2511
5.9190001,124.62927,837.40326,-7.1870561,-26.115452,-0.034652118,124.62927,122.49181,134.65939,-8.98382,22.966423,-138.98915
5.9200001,124.62308,837.52789,-7.1874137,8.9773703,-0.034659751,124.62308,122.49181,136.16336,-8.9842672,-10.961134,-141.13614
5.921,124.61688,837.65253,-7.1877713,43.513672,-0.03466738,124.61688,122.49182,129.25214,-8.9847136,-44.209621,-134.56062
5.9219999,124.61069,837.7771,-7.1881289,75.35936,-0.034674902,124.61069,122.49182,114.35405,-8.9851608,-74.724533,-119.67025
5.9229999,124.60448,837.90173,-7.1884866,102.54712,-0.034682207,124.60448,122.49183,92.390823,-8.9856081,-100.62077,-97.386292
5.9239998,124.59829,838.02631,-7.1888442,123.3979,-0.034689184,124.59829,122.49183,64.720459,-8.9860554,-120.29907,-69.086617
5.9250002,124.59209,838.15094,-7.1892018,136.62454,-0.034695756,124.59209,122.49184,33.053192,-8.9865026,-132.54468,-36.52037
5.9260001,124.58589,838.27551,-7.1895595,141.41115,-0.034701869,124.58589,122.49184,-0.65426052,-8.9869499,-136.60225,-1.6998276
5.927,124.5797,838.40009,-7.1899171,137.46333,-0.034707461,124.5797,122.49184,-34.31966,-8.9873962,-132.2224,33.22401
5.928,124.5735,838.52466,-7.1902742,125.02618,-0.034711938,124.5735,122.49184,-65.863876,-8.9878426,-119.67686,66.094284
5.9289999,124.5673,838.64923,-7.1906319,104.869,-0.034715977,124.5673,122.49184,-93.339279,-8.9882898,-99.74157,94.881477
5.9299998,124.5611,838.7738,-7.190989,78.237526,-0.034719698,124.5611,122.49184,-115.04996,-8.9887362,-73.648544,117.8087
5.9310002,124.5549,838.89838,-7.1913462,46.776966,-0.034723338,124.5549,122.49185,-129.65634,-8.9891825,-43.009697,133.46129
5.9320002,124.5487,839.02289,-7.1917038,12.430213,-0.034726985,124.5487,122.49185,-136.25777,-8.9896297,-9.717165,140.87402
5.9330001,124.5425,839.14746,-7.1920609,-22.682158,-0.034730729,124.5425,122.49185,-134.44791,-8.9900761,24.173567,139.59055
5.934,124.5363,839.27197,-7.1924186,-56.392834,-0.034734737,124.5363,122.49185,-124.33972,-8.9905233,56.570602,129.69136
5.9349999,124.5301,839.39655,-7.1927762,-86.621552,-0.034739722,124.5301,122.49186,-106.55828,-8.9909706,85.474747,111.78867
5.9359999,124.5239,839.52106,-7.1931348,-111.50342,-0.034745608,124.5239,122.49186,-82.201996,-8.9914179,109.10284,86.988441
5.9369998,124.5177,839.64557,-7.1934929,-129.50394,-0.034752257,124.5177,122.49187,-52.774731,-8.9918661,125.99772,56.821926
5.9380002,124.5115,839.77008,-7.1938515,-139.51353,-0.034759484,124.5115,122.49187,-20.092821,-8.9923143,135.11801,23.151129
5.9390001,124.50529,839.89459,-7.1942101,-140.91589,-0.034767032,124.50529,122.49187,13.827053,-8.9927626,135.90221,-11.946248
5.9400001,124.49909,840.0191,-7.1945686,-133.62578,-0.034774203,124.49909,122.49187,46.892342,-8.9932108,128.30318,-46.305008
5.941,124.49289,840.14362,-7.1949272,-118.09412,-0.034780916,124.49289,122.49187,77.063728,-8.993659,112.79086,-77.806046
5.9419999,124.48669,840.26807,-7.1952858,-95.280014,-0.034787137,124.48669,122.49188,102.48087,-8.9941072,90.323112,-104.50703
5.9429998,124.48048,840.39258,-7.1956444,-66.591423,-0.03479284,124.48048,122.49188,121.57707,-8.9945555,62.286507,-124.76211
5.9439998,124.47428,840.51703,-7.196003,-33.798168,-0.034798026,124.47428,122.49189,133.17578,-8.9950037,30.410622,-137.32329
5.9450002,124.46808,840.64154,-7.1963611,1.0772954,-0.034802731,124.46808,122.49189,136.56297,-8.995451,-3.3386722,-141.41725
5.9460001,124.46188,840.76599,-7.1967196,35.884644,-0.034806933,124.46188,122.49189,131.53107,-8.9958992,-36.880493,-136.79289
5.947,124.45567,840.89044,-7.1970773,68.478279,-0.034810111,124.45567,122.49189,118.39148,-8.9963465,-68.147263,-123.73652
5.948,124.44946,841.01489,-7.1974354,96.849594,-0.03481308,124.44946,122.49189,97.955292,-8.9967947,-95.212143,-103.05415
5.9489999,124.44326,841.13934,-7.1977935,119.25068,-0.034815952,124.44326,122.4919,71.483078,-8.997242,-116.40773,-76.021561
5.9499998,124.43706,841.26379,-7.1981516,134.30197,-0.034818992,124.43706,122.4919,40.607059,-8.9976892,-130.42874,-44.305542
5.9510002,124.43085,841.38824,-7.1985097,141.07715,-0.034822319,124.43085,122.4919,7.2304153,-8.9981375,-136.41228,-9.8610668
5.9520001,124.42464,841.51263,-7.1988683,139.15999,-0.034826037,124.42464,122.4919,-26.59008,-8.9985857,-133.99089,25.189285
5.9530001,124.41844,841.63708,-7.1992269,128.66989,-0.034830306,124.41844,122.49191,-58.770813,-8.9990339,-123.31496,58.686127
5.954,124.41223,841.76147,-7.1995859,110.25431,-0.034835782,124.41223,122.49191,-87.329704,-8.9994822,-105.04338,88.566299
5.9549999,124.40603,841.88586,-7.199945,85.048691,-0.034842342,124.40603,122.49191,-110.50823,-8.9999313,-80.302666,112.98991
5.9559999,124.39982,842.01031,-7.2003045,54.6064,-0.034849785,124.39982,122.49191,-126.87968,-9.0003805,-50.617516,130.4536
5.9569998,124.39361,842.1347,-7.200664,20.802866,-0.034857884,124.39361,122.49191,-135.43689,-9.0008307,-17.816708,139.88297
5.9580002,124.38741,842.25909,-7.2010241,-14.279953,-0.034866299,124.38741,122.49192,-135.6541,-9.0012798,16.079567,140.69856
5.9590001,124.3812,842.38348,-7.2013841,-48.481853,-0.034874327,124.3812,122.49193,-127.51916,-9.00173,48.984177,132.85146
5.96,124.37498,842.50787,-7.2017436,-79.697411,-0.034881823,124.37498,122.49193,-111.53413,-9.0021801,78.871552,116.82604
5.961,124.36878,842.6322,-7.2021036,-106.00552,-0.034888715,124.36878,122.49193,-88.684174,-9.0026293,103.90237,93.609985
5.9619999,124.36257,842.75659,-7.2024632,-125.78766,-0.034894951,124.36257,122.49194,-60.376736,-9.0030785,122.53666,64.633316
5.9629998,124.35636,842.88092,-7.2028227,-137.8273,-0.034900513,124.35636,122.49194,-28.354807,-9.0035286,133.62854,31.680248
5.9640002,124.35015,843.00531,-7.2031822,-141.38467,-0.03490543,124.35015,122.49194,5.4104733,-9.0039778,136.49655,-3.2207611
5.9650002,124.34394,843.12964,-7.2035413,-136.24219,-0.034909647,124.34394,122.49194,38.841179,-9.004427,130.96544,-37.921883
5.9660001,124.33773,843.25397,-7.2039003,-122.71748,-0.034912691,124.33773,122.49194,69.880486,-9.0048752,117.37674,-70.288116
5.967,124.33152,843.3783,-7.2042594,-101.64388,-0.034915421,124.33152,122.49194,96.619202,-9.0053244,96.56765,-98.328651
5.9679999,124.32531,843.50262,-7.2046185,-74.318787,-0.034917939,124.32531,122.49194,117.41315,-9.0057735,69.819283,-120.31924
5.9689999,124.3191,843.62695,-7.2049775,-42.423859,-0.03492054,124.3191,122.49195,130.98421,-9.0062218,38.777779,-134.90819
5.9699998,124.31289,843.75128,-7.2053366,-7.9213538,-0.034923375,124.31289,122.49195,136.49881,-9.006671,5.3528781,-141.19934
5.9710002,124.30668,843.87561,-7.2056961,27.066591,-0.034926582,124.30668,122.49195,133.61902,-9.0071201,-28.399567,-138.80707
5.9720001,124.30047,843.99988,-7.2060556,60.388519,-0.034930382,124.30047,122.49195,122.52316,-9.0075693,-60.404076,-127.87974
5.973,124.29425,844.12421,-7.2064157,89.995926,-0.03493543,124.29425,122.49196,103.89467,-9.0080194,-88.693153,-109.09048
5.974,124.28804,844.24847,-7.2067757,114.0692,-0.034941614,124.28804,122.49196,78.87989,-9.0084696,-111.5282,-83.595573
5.9749999,124.28183,844.37274,-7.2071362,131.12933,-0.034948759,124.28183,122.49196,49.017479,-9.0089197,-127.50632,-52.9632
5.9759998,124.27561,844.49707,-7.2074966,140.12877,-0.034956645,124.27561,122.49197,16.143644,-9.0093708,-135.64644,-19.076941
5.9770002,124.2694,844.62134,-7.2078576,140.51561,-0.03496493,124.2694,122.49197,-17.720753,-9.0098219,-135.44943,15.980103
5.9780002,124.26318,844.74561,-7.2082181,132.26736,-0.034972932,124.26318,122.49197,-50.494495,-9.010273,-126.92864,50.05341
5.9790001,124.25697,844.86987,-7.2085791,115.89215,-0.034980509,124.25697,122.49197,-80.163895,-9.0107241,-110.60888,81.049438
5.98,124.25076,844.99408,-7.20894,92.397255,-0.034987569,124.25076,122.49198,-104.90649,-9.0111752,-87.494003,107.06422
5.9809999,124.24454,845.11835,-7.2093005,63.22715,-0.034994047,124.24454,122.49198,-123.20297,-9.0116253,-59.005081,126.50031
5.9819999,124.23833,845.24261,-7.209661,30.174534,-0.034999914,124.23833,122.49199,-133.93036,-9.0120764,-26.892954,138.16475
5.9829998,124.23211,845.36682,-7.2100215,-4.729845,-0.035005175,124.23211,122.49199,-136.43088,-9.0125275,6.8694329,141.34224
5.9840002,124.2259,845.49103,-7.210382,-39.342026,-0.035009742,124.2259,122.49199,-130.55215,-9.0129776,40.208267,135.8389
5.9850001,124.21968,845.6153,-7.2107425,-71.536514,-0.035013143,124.21968,122.492,-116.65649,-9.0134277,71.076263,121.99397
5.9860001,124.21346,845.7395,-7.2111025,-99.336815,-0.035016231,124.21346,122.492,-95.598289,-9.0138779,97.578362,100.65882
5.987,124.20724,845.86371,-7.2114625,-121.03671,-0.035019074,124.20724,122.492,-68.671577,-9.014328,118.08804,73.144501
5.9879999,124.20103,845.98792,-7.2118225,-135.30489,-0.035021935,124.20103,122.492,-37.530296,-9.0147781,131.34705,41.141071
5.9889998,124.19482,846.11212,-7.212183,-141.26663,-0.035024974,124.19482,122.492,-4.0867133,-9.0152283,136.54254,6.6137481
5.9899998,124.1886,846.23627,-7.212543,-138.55722,-0.035028316,124.1886,122.492,29.60607,-9.0156794,133.35684,-28.317831
5.9910002,124.18238,846.36047,-7.212904,-127.34423,-0.035032198,124.18238,122.492,61.480167,-9.0161295,121.98671,-61.509739
5.9920001,124.17616,846.48468,-7.2132649,-108.31705,-0.035037261,124.17616,122.492,89.579819,-9.0165806,103.1311,-90.925346
5.993,124.16994,846.60883,-7.2136259,-82.644356,-0.035043389,124.16994,122.49201,112.18134,-9.0170326,77.948143,-114.76024
5.994,124.16373,846.73303,-7.2139874,-51.902279,-0.035050418,124.16373,122.49201,127.89883,-9.0174837,47.983887,-131.55286
5.9949999,124.1575,846.85718,-7.2143493,-17.97757,-0.035058144,124.1575,122.49202,135.76906,-9.0179367,15.077332,-140.27405
5.9959998,124.15128,846.98132,-7.2147107,17.048267,-0.035066221,124.15128,122.49202,135.31041,-9.0183887,-18.752501,-140.39001
5.9970002,124.14507,847.10547,-7.2150726,51.026703,-0.035073999,124.14507,122.49203,126.55225,-9.0188408,-51.43045,-131.89494
5.9980001,124.13885,847.22961,-7.2154346,81.873978,-0.03508136,124.13885,122.49203,110.03296,-9.0192928,-80.952522,-115.31111
5.9990001,124.13262,847.35376,-7.215796,107.69888,-0.035088215,124.13262,122.49203,86.766739,-9.0197449,-105.50875,-91.656715
6,124.1264,847.47784,-7.2161579,126.9186,-0.035094514,124.1264,122.49203,58.18124,-9.0201969,-123.59412,-62.383251
6.0009999,124.12019,847.60199,-7.2165194,138.35573,-0.035100237,124.12019,122.49203,26.029907,-9.020649,-134.10072,-29.286377
6.0019999,124.11396,847.72614,-7.2168808,141.31027,-0.035105396,124.11396,122.49204,-7.7156467,-9.021101,-136.38559,5.6043029
6.0029998,124.10774,847.85022,-7.2172422,135.60236,-0.0351099,124.10774,122.49204,-40.986572,-9.021553,-130.30988,40.149727
6.0040002,124.10152,847.9743,-7.2176037,121.58315,-0.035113294,124.10152,122.49204,-71.743622,-9.0220041,-116.24721,72.232521
6.0050001,124.0953,848.09845,-7.2179646,100.11309,-0.03511643,124.0953,122.49204,-98.102135,-9.0224562,-95.060669,99.886787
6.006,124.08907,848.22253,-7.2183256,72.509003,-0.03511937,124.08907,122.49205,-118.44746,-9.0229073,-68.049675,121.41847
6.007,124.08285,848.34662,-7.2186871,40.463245,-0.035122365,124.08285,122.49205,-131.53383,-9.0233593,-36.870205,135.50914
6.0079999,124.07663,848.4707,-7.2190485,5.939909,-0.035125569,124.07663,122.49205,-136.5605,-9.0238104,-3.4332407,141.29657
6.0089998,124.0704,848.59479,-7.2194099,-28.945629,-0.035129089,124.0704,122.49205,-133.22075,-9.0242624,30.212414,138.42743
6.0100002,124.06418,848.71881,-7.2197714,-62.056328,-0.035133172,124.06418,122.49205,-121.72039,-9.0247145,62.005676,127.07877
6.0110002,124.05795,848.8429,-7.2201333,-91.364395,-0.035138424,124.05795,122.49206,-102.76505,-9.0251665,89.999443,107.94697
6.0120001,124.05173,848.96692,-7.2204957,-115.07542,-0.035144728,124.05173,122.49206,-77.516777,-9.0256195,112.4798,82.204918
6.013,124.04551,849.091,-7.2208581,-131.7382,-0.035151914,124.04551,122.49207,-47.522678,-9.0260725,128.07088,51.430004
6.0139999,124.03928,849.21503,-7.221221,-140.3335,-0.035159767,124.03928,122.49207,-14.620095,-9.0265265,135.81903,17.507408
6.0149999,124.03306,849.33905,-7.2215838,-140.33624,-0.035167933,124.03306,122.49207,19.176012,-9.0269794,135.25101,-17.485437
6.0159998,124.02683,849.46307,-7.2219462,-131.74754,-0.035175771,124.02683,122.49207,51.796486,-9.0274334,126.40284,-51.406097
6.0170002,124.02061,849.5871,-7.2223096,-115.09443,-0.035183161,124.02061,122.49208,81.244644,-9.0278864,109.81739,-82.178307
6.0180001,124.01438,849.71112,-7.222672,-91.397415,-0.035190016,124.01438,122.49208,105.71849,-9.0283403,86.511002,-107.91901
6.0190001,124.00815,849.83514,-7.2230349,-62.107864,-0.035196282,124.00815,122.49209,123.72089,-9.0287933,57.911064,-127.05359
6.02,124.00192,849.95917,-7.2233977,-29.018999,-0.035201956,124.00192,122.49209,134.15115,-9.0292473,25.768591,-138.41206
6.0209999,123.9957,850.08313,-7.2237601,5.8439026,-0.035207052,123.9957,122.49209,136.37215,-9.0297003,-7.9490852,-141.30057
6.0219998,123.98947,850.20715,-7.2241225,40.347538,-0.035211481,123.98947,122.4921,130.24922,-9.0301533,-41.178745,-135.54364
6.0229998,123.98325,850.33112,-7.2244844,72.381111,-0.035214793,123.98325,122.4921,116.15822,-9.0306053,-71.887535,-121.49476
6.0240002,123.97701,850.45514,-7.2248468,99.985451,-0.035217851,123.97701,122.4921,94.962288,-9.0310583,-98.197311,-100.01456
6.0250001,123.97079,850.5791,-7.2252088,121.47278,-0.03522072,123.97079,122.4921,67.958961,-9.0315113,-118.49949,-72.417984
6.026,123.96455,850.70306,-7.2255712,135.52988,-0.035223655,123.96455,122.4921,36.800617,-9.0319643,-131.55327,-40.393745
6.027,123.95833,850.82703,-7.2259336,141.2982,-0.035226811,123.95833,122.4921,3.3933177,-9.0324173,-136.56146,-5.900878
6.0279999,123.9521,850.95099,-7.2262959,138.42627,-0.035230309,123.9521,122.4921,-30.21983,-9.0328703,-133.21902,28.951115
6.0289998,123.94587,851.07495,-7.2266583,127.09099,-0.035234377,123.94587,122.4921,-61.983643,-9.0333233,-121.73157,62.031296
6.0300002,123.93964,851.19885,-7.2270217,107.98658,-0.035239637,123.93964,122.4921,-89.956505,-9.0337772,-102.80259,91.317581
6.0310001,123.93341,851.32281,-7.227385,82.282028,-0.03524597,123.93341,122.49211,-112.42904,-9.0342312,-77.590317,115.02029
6.0320001,123.92718,851.44672,-7.2277484,51.549458,-0.035253201,123.92718,122.49211,-128.02846,-9.0346851,-47.63673,131.69151
6.033,123.92094,851.57068,-7.2281122,17.667879,-0.035261121,123.92094,122.49212,-135.80241,-9.03514,-14.773211,140.31339
6.0339999,123.91472,851.69458,-7.228476,-17.291723,-0.035269372,123.91472,122.49212,-135.27699,-9.0355949,18.991489,140.36024
6.0349998,123.90849,851.81848,-7.2288399,-51.193005,-0.035277307,123.90849,122.49213,-126.48556,-9.0360498,51.594059,131.83049
6.0359998,123.90225,851.94238,-7.2292037,-81.964821,-0.035284799,123.90225,122.49213,-109.96646,-9.0365047,81.042694,115.24656
6.0370002,123.89602,852.06628,-7.2295675,-107.72772,-0.035291754,123.89602,122.49213,-86.730072,-9.0369596,105.53879,91.622803
6.0380001,123.88979,852.19019,-7.2299314,-126.90871,-0.035298124,123.88979,122.49213,-58.196804,-9.0374146,123.5867,62.403358
6.039,123.88355,852.31409,-7.2302952,-138.3372,-0.035303891,123.88355,122.49214,-26.110273,-9.0378685,134.08502,29.373766
6.04,123.87732,852.43793,-7.2306585,-141.31638,-0.035309073,123.87732,122.49214,7.5693364,-9.0383234,136.39371,-5.4481611
6.0409999,123.87109,852.56183,-7.2310219,-135.66556,-0.035313588,123.87109,122.49214,40.785042,-9.0387774,130.373,-39.935665
6.0419998,123.86485,852.68567,-7.2313852,-121.73109,-0.03531697,123.86485,122.49215,71.508698,-9.0392313,116.39178,-71.982941
6.0430002,123.85862,852.80957,-7.2317486,-100.36497,-0.035320073,123.85862,122.49215,97.864822,-9.0396862,95.304855,-99.633698
6.0440001,123.85239,852.93341,-7.2321119,-72.872719,-0.035322968,123.85239,122.49215,118.24504,-9.0401402,68.40065,-121.20053
6.0450001,123.84615,853.05725,-7.2324753,-40.933437,-0.035325915,123.84615,122.49215,131.40616,-9.0405941,37.322361,-135.36784
6.046,123.83991,853.18109,-7.2328386,-6.497283,-0.035329066,123.83991,122.49215,136.54594,-9.041048,3.9675436,-141.27203
6.0469999,123.83368,853.30493,-7.233202,28.33371,-0.035332549,123.83368,122.49216,133.35191,-9.041502,-29.627771,-138.55397
6.0479999,123.82745,853.42877,-7.2335658,61.433926,-0.035336573,123.82745,122.49216,122.02021,-9.0419569,-61.413391,-127.38082
6.0489998,123.82121,853.55261,-7.2339296,90.783897,-0.035341784,123.82121,122.49216,103.24351,-9.0424118,-89.450058,-108.43562
6.0500002,123.81497,853.67639,-7.2342939,114.59348,-0.035348073,123.81497,122.49216,78.168549,-9.0428677,-112.02773,-82.875435
6.0510001,123.80874,853.80023,-7.2346587,131.41093,-0.035355266,123.80874,122.49216,48.326015,-9.0433235,-127.76983,-52.260567
6.052,123.8025,853.92401,-7.2350235,140.21147,-0.035363153,123.8025,122.49217,15.537032,-9.0437794,-135.7171,-18.459305
6.053,123.79626,854.04785,-7.2353883,140.45947,-0.035371404,123.79626,122.49217,-18.198009,-9.0442352,-135.38599,16.466202
6.0539999,123.79002,854.17163,-7.2357531,132.14113,-0.03537935,123.79002,122.49218,-50.821514,-9.0446911,-126.79789,50.385742
6.0549998,123.78378,854.29541,-7.2361183,115.76497,-0.035386853,123.78378,122.49218,-80.344193,-9.0451479,-110.47779,81.230988
6.0560002,123.77755,854.41919,-7.2364831,92.33075,-0.035393838,123.77755,122.49219,-104.96632,-9.0456038,-87.421974,107.12158
6.0570002,123.77131,854.54297,-7.2368479,63.268311,-0.035400253,123.77131,122.49219,-123.18743,-9.0460596,-59.037167,126.47973
6.0580001,123.76507,854.66675,-7.2372127,30.350243,-0.035406075,123.76507,122.49219,-133.89764,-9.0465155,-27.054621,138.12627
6.059,123.75883,854.79047,-7.237577,-4.4162731,-0.035411321,123.75883,122.4922,-136.44519,-9.0469713,6.5755377,141.35239
6.0599999,123.75259,854.91425,-7.2379417,-38.911896,-0.035415921,123.75259,122.4922,-130.67606,-9.0474272,39.803242,135.96274
6.0609999,123.74635,855.03802,-7.238306,-71.034317,-0.03541939,123.74635,122.4922,-116.94305,-9.0478821,70.60347,122.28707
6.0619998,123.74011,855.16174,-7.2386703,-98.826378,-0.035422552,123.74011,122.4922,-96.084282,-9.0483379,97.099632,101.16001
6.0630002,123.73387,855.28546,-7.2390347,-120.59528,-0.035425503,123.73387,122.4922,-69.371796,-9.0487928,117.67787,73.87001
6.0640001,123.72763,855.40918,-7.239399,-135.01561,-0.035428505,123.72763,122.4922,-38.43399,-9.0492487,131.0853,42.080688
6.0650001,123.72139,855.53296,-7.2397633,-141.20998,-0.035431705,123.72139,122.4922,-5.1562691,-9.0497036,136.50618,7.7293501
6.066,123.71515,855.65668,-7.2401276,-138.80228,-0.035435226,123.71515,122.4922,28.433901,-9.0501595,133.61153,-27.091124
6.0669999,123.70891,855.78033,-7.2404928,-127.94044,-0.035439469,123.70891,122.49221,60.290531,-9.0506153,122.57886,-60.259796
6.0679998,123.70267,855.90405,-7.2408576,-109.28727,-0.035444729,123.70267,122.49221,88.473717,-9.0510721,104.08134,-89.756859
6.0689998,123.69642,856.02777,-7.2412224,-83.97982,-0.035450444,123.69642,122.49221,111.26775,-9.051528,79.246521,-113.78661
6.0700002,123.69018,856.15149,-7.2415881,-53.56007,-0.035456561,123.69018,122.49222,127.2855,-9.0519848,49.587555,-130.88667
6.0710001,123.68394,856.27515,-7.2419534,-19.880865,-0.03546302,123.68394,122.49222,135.55273,-9.0524416,16.910944,-140.01697
6.072,123.6777,856.3988,-7.2423186,15.006981,-0.035469655,123.6777,122.49223,135.56732,-9.0528984,-16.793562,-140.62286
6.073,123.67145,856.52252,-7.2426844,48.979599,-0.035475947,123.67145,122.49223,127.32961,-9.0533552,-49.47414,-132.66876
6.0739999,123.66521,856.64618,-7.2430496,79.969353,-0.035481911,123.66521,122.49223,111.34225,-9.053812,-79.141792,-116.64006
6.0749998,123.65897,856.76984,-7.2434154,106.09067,-0.035487588,123.65897,122.49223,88.579384,-9.0542688,-103.99141,-93.513481
6.0760002,123.65272,856.89349,-7.2437806,125.7547,-0.035493024,123.65272,122.49223,60.427235,-9.0547256,-122.51151,-64.697418
6.0770001,123.64648,857.01715,-7.2441463,137.76591,-0.035498269,123.64648,122.49223,28.599615,-9.0551825,-133.57613,-31.94611
6.0780001,123.64023,857.14081,-7.2445116,141.39467,-0.03550338,123.64023,122.49224,-4.9664783,-9.0556393,-136.5132,2.7472191
6.079,123.63398,857.2644,-7.2448773,136.42148,-0.035508372,123.63398,122.49224,-38.228771,-9.0560961,-131.14526,37.271706
6.0799999,123.62774,857.38806,-7.2452426,123.15015,-0.03551333,123.62774,122.49224,-69.163979,-9.0565529,-117.80009,69.527275
6.0809999,123.62149,857.51166,-7.2456083,102.38911,-0.035518665,123.62149,122.49225,-95.890877,-9.0570107,-97.290581,97.552399
