"time","constantSource1.port_p.reference.gamma","quarterHollowSphere.port_p.reference.gamma"
0,0,0
0.00050000000000000001,0.15707963267948968,0.15707963267948968
0.001,0.31415926535897937,0.31415926535897937
0.0015,0.47123889803846897,0.47123889803846897
0.002,0.62831853071795862,0.62831853071795862
0.0025000000000000001,0.78539816339744828,0.78539816339744828
0.0030000000000000001,0.94247779607693793,0.94247779607693793
0.0035000000000000001,1.0995574287564276,1.0995574287564276
0.0040000000000000001,1.2566370614359172,1.2566370614359172
0.0045000000000000005,1.4137166941154071,1.4137166941154071
0.0050000000000000001,1.5707963267948966,1.5707963267948966
0.0054999999999999997,1.727875959474386,1.727875959474386
0.0060000000000000001,1.8849555921538756,1.8849555921538756
0.0065000000000000006,2.0420352248333655,2.0420352248333655
0.0070000000000000001,2.1991148575128552,2.1991148575128552
0.0074999999999999997,2.3561944901923444,2.3561944901923444
0.0080000000000000002,2.5132741228718345,2.5132741228718345
0.0085000000000000006,2.6703537555513241,2.6703537555513241
0.0090000000000000011,2.8274333882308138,2.8274333882308138
0.0094999999999999998,2.9845130209103035,2.9845130209103035
0.01,3.1415926535897931,3.1415926535897931
0.010500000000000001,3.2986722862692828,3.2986722862692828
0.010999999999999999,3.4557519189487724,3.4557519189487724
0.0115,3.6128315516282625,3.6128315516282625
0.012,3.7699111843077522,3.7699111843077522
0.012500000000000001,3.9269908169872423,3.9269908169872423
0.013000000000000001,4.0840704496667319,4.0840704496667319
0.0135,4.2411500823462216,4.2411500823462216
0.014,4.3982297150257104,4.3982297150257104
0.014500000000000001,4.5553093477052009,4.5553093477052009
0.014999999999999999,4.7123889803846897,4.7123889803846897
0.0155,4.8694686130641793,4.8694686130641793
0.016,5.0265482457436699,5.0265482457436699
0.016500000000000001,5.1836278784231595,5.1836278784231595
0.017000000000000001,5.3407075111026492,5.3407075111026492
0.017500000000000002,5.4977871437821388,5.4977871437821388
0.018000000000000002,5.6548667764616285,5.6548667764616285
0.018499999999999999,5.8119464091411173,5.8119464091411173
0.019,5.9690260418206069,5.9690260418206069
0.0195,6.1261056745000966,6.1261056745000966
0.02,6.2831853071795871,6.2831853071795871
0.020500000000000001,6.4402649398590768,6.4402649398590768
0.021000000000000001,6.5973445725385664,6.5973445725385664
0.021500000000000002,6.7544242052180561,6.7544242052180561
0.021999999999999999,6.9115038378975449,6.9115038378975449
0.022499999999999999,7.0685834705770345,7.0685834705770345
0.023,7.2256631032565242,7.2256631032565242
0.0235,7.3827427359360138,7.3827427359360138
0.024,7.5398223686155044,7.5398223686155044
0.024500000000000001,7.696902001294994,7.696902001294994
0.025000000000000001,7.8539816339744837,7.8539816339744837
0.025500000000000002,8.0110612666539733,8.0110612666539733
0.026000000000000002,8.1681408993334621,8.1681408993334621
0.026499999999999999,8.3252205320129526,8.3252205320129526
0.027,8.4823001646924414,8.4823001646924414
0.0275,8.6393797973719302,8.6393797973719302
0.028000000000000001,8.7964594300514207,8.7964594300514207
0.028500000000000001,8.9535390627309113,8.9535390627309113
0.029000000000000001,9.1106186954104018,9.1106186954104018
0.029500000000000002,9.2676983280898906,9.2676983280898906
0.029999999999999999,9.4247779607693793,9.4247779607693793
0.030499999999999999,9.5818575934488699,9.5818575934488699
0.031,9.7389372261283587,9.7389372261283587
0.0315,9.8960168588078492,9.8960168588078492
0.032000000000000001,10.053096491487338,10.053096491487338
0.032500000000000001,10.210176124166829,10.210176124166829
0.033000000000000002,10.367255756846319,10.367255756846319
0.033500000000000002,10.524335389525808,10.524335389525808
0.034000000000000002,10.681415022205297,10.681415022205297
0.034500000000000003,10.838494654884787,10.838494654884787
0.035000000000000003,10.995574287564278,10.995574287564278
0.035500000000000004,11.152653920243768,11.152653920243768
0.036000000000000004,11.309733552923257,11.309733552923257
0.036499999999999998,11.466813185602744,11.466813185602744
0.036999999999999998,11.623892818282235,11.623892818282235
0.037499999999999999,11.780972450961723,11.780972450961723
0.037999999999999999,11.938052083641214,11.938052083641214
0.0385,12.095131716320704,12.095131716320704
0.039,12.252211349000193,12.252211349000193
0.0395,12.409290981679684,12.409290981679684
0.040000000000000001,12.566370614359172,12.566370614359172
0.040500000000000001,12.723450247038663,12.723450247038663
0.041000000000000002,12.880529879718154,12.880529879718154
0.041500000000000002,13.037609512397642,13.037609512397642
0.042000000000000003,13.194689145077133,13.194689145077133
0.042500000000000003,13.351768777756622,13.351768777756622
0.043000000000000003,13.50884841043611,13.50884841043611
0.043500000000000004,13.665928043115601,13.665928043115601
0.043999999999999997,13.823007675795088,13.823007675795088
0.044499999999999998,13.980087308474577,13.980087308474577
0.044999999999999998,14.137166941154067,14.137166941154067
0.045499999999999999,14.294246573833558,14.294246573833558
0.045999999999999999,14.451326206513047,14.451326206513047
0.0465,14.608405839192537,14.608405839192537
0.047,14.765485471872026,14.765485471872026
0.047500000000000001,14.922565104551516,14.922565104551516
0.048000000000000001,15.079644737231007,15.079644737231007
0.048500000000000001,15.236724369910496,15.236724369910496
0.049000000000000002,15.393804002589984,15.393804002589984
0.049500000000000002,15.550883635269475,15.550883635269475
0.050000000000000003,15.707963267948966,15.707963267948966
0.050500000000000003,15.865042900628454,15.865042900628454
