"Time","pipe1.mediums[1].p","pipe1.mediums[1].Xi[1]","pipe1.mediums[1].T","pipe1.mediums[2].p","pipe1.mediums[2].Xi[1]","pipe1.mediums[2].T","pipe1.mediums[3].p","pipe1.mediums[3].Xi[1]","pipe1.mediums[3].T","pipe1.mediums[4].p","pipe1.mediums[4].Xi[1]","pipe1.mediums[4].T","pipe1.mediums[5].p","pipe1.mediums[5].Xi[1]","pipe1.mediums[5].T","pipe2.mediums[1].p","pipe2.mediums[1].Xi[1]","pipe2.mediums[1].T","pipe2.mediums[2].p","pipe2.mediums[2].Xi[1]","pipe2.mediums[2].T","pipe2.mediums[3].p","pipe2.mediums[3].Xi[1]","pipe2.mediums[3].T","pipe2.mediums[4].p","pipe2.mediums[4].Xi[1]","pipe2.mediums[4].T","pipe2.mediums[5].p","pipe2.mediums[5].Xi[1]","pipe2.mediums[5].T","pipe3.mediums[1].p","pipe3.mediums[1].Xi[1]","pipe3.mediums[1].T","pipe3.mediums[2].p","pipe3.mediums[2].Xi[1]","pipe3.mediums[2].T","pipe3.mediums[3].p","pipe3.mediums[3].Xi[1]","pipe3.mediums[3].T","pipe3.mediums[4].p","pipe3.mediums[4].Xi[1]","pipe3.mediums[4].T","pipe3.mediums[5].p","pipe3.mediums[5].Xi[1]","pipe3.mediums[5].T","pipe4.mediums[1].p","pipe4.mediums[1].Xi[1]","pipe4.mediums[1].T","pipe4.mediums[2].p","pipe4.mediums[2].Xi[1]","pipe4.mediums[2].T","pipe4.mediums[3].p","pipe4.mediums[3].Xi[1]","pipe4.mediums[3].T","pipe4.mediums[4].p","pipe4.mediums[4].Xi[1]","pipe4.mediums[4].T","pipe4.mediums[5].p","pipe4.mediums[5].Xi[1]","pipe4.mediums[5].T"
0,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.0020000001,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.0040000002,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.0060000001,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.0080000004,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.0099999998,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.012,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.014,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.016000001,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.017999999,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.02,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.022,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.024,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.026000001,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.028000001,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.029999999,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
0.032000002,148079,0.0099999998,292.98672,144193.83,0.0099999998,292.69107,140217.2,0.0099999998,292.38174,136141.56,0.0099999998,292.16788,131956.66,0.0099999998,292.07108,129803.52,0.0099999998,297.00623,128489.33,0.0099999998,301.69708,127592.15,0.0099999998,306.15588,126676.57,0.0099999998,310.39423,125275.9,0.0099999998,314.423,129355.99,0.0099999998,292.02267,128458.51,0.0099999998,291.97427,127555.95,0.0099999998,291.92587,126648.19,0.0099999998,291.87747,125735.13,0.0099999998,291.82907,122944.91,0.0099999998,300.78503,118201.45,0.0099999998,300.68826,113280.22,0.0099999998,300.59152,108158.3,0.0099999998,300.49475,102807.48,0.0099999998,300.39798
